time,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,CANESM5
2041.0,870226800.0,1239334400.0,1117902700.0,1141723500.0
2042.0,800748350.0,1177242200.0,1136610600.0,1106167200.0
2043.0,768892100.0,1151061200.0,1082464600.0,1063895040.0
2044.0,737179600.0,1119101700.0,1050296640.0,1027035650.0
2045.0,705250100.0,1080125000.0,1004552800.0,962549250.0
2046.0,677505800.0,1041611600.0,966690050.0,915145800.0
2047.0,655429000.0,998369200.0,903147460.0,869582460.0
2048.0,627690400.0,973904830.0,905941300.0,806041700.0
2049.0,587662140.0,915801600.0,837901200.0,765478460.0
2050.0,555130430.0,880757700.0,786222200.0,706399700.0
2051.0,521742270.0,865376000.0,740550340.0,662187300.0
2052.0,494117300.0,836717000.0,694642400.0,644176450.0
2053.0,479109900.0,810337200.0,687620000.0,596299970.0
2054.0,448786850.0,788354200.0,631899700.0,563456300.0
2055.0,424409250.0,745743000.0,598580400.0,544584400.0
2056.0,403129660.0,708445400.0,573186900.0,511535940.0
2057.0,382065470.0,672794750.0,542464450.0,490055940.0
2058.0,364880670.0,643276200.0,518844130.0,453169900.0
2059.0,350638340.0,610003650.0,496916830.0,432182800.0
2060.0,338049200.0,600530750.0,460645280.0,403979100.0
2061.0,326244860.0,606603800.0,431973380.0,379188300.0
2062.0,320473800.0,575280000.0,408493200.0,352044300.0
2063.0,326294600.0,549403260.0,377735420.0,338214620.0
2064.0,329951650.0,621379000.0,354804300.0,311503330.0
2065.0,303170530.0,532598600.0,348950200.0,300573900.0
2066.0,313769120.0,524576200.0,325800260.0,279068220.0
2067.0,359281280.0,494762000.0,307070850.0,269156480.0
2068.0,291012580.0,495302850.0,299780700.0,265694620.0
2069.0,267344370.0,470916200.0,282312700.0,251491840.0
2070.0,294496450.0,813862300.0,280969280.0,248679360.0
2071.0,258555800.0,451648400.0,276325380.0,232063260.0
2072.0,375682850.0,427584540.0,276553060.0,228148270.0
2073.0,260420180.0,417728000.0,261918530.0,226309710.0
2074.0,297367740.0,461913020.0,250910190.0,213174050.0
2075.0,251271490.0,409791870.0,247381180.0,211723140.0
2076.0,249287300.0,394939620.0,237942640.0,202731780.0
2077.0,248289000.0,390900930.0,235024620.0,207766220.0
2078.0,242191040.0,389601280.0,229960850.0,198936660.0
2079.0,279980350.0,641724200.0,220055220.0,191064720.0
2080.0,270657730.0,475208400.0,210996670.0,187257070.0
2081.0,266429980.0,447720900.0,201115890.0,196696030.0
2082.0,255873730.0,390516160.0,322472770.0,182969150.0
2083.0,310915040.0,386694600.0,249475150.0,180672750.0
2084.0,286727900.0,369641500.0,215405540.0,172917890.0
2085.0,276225470.0,359687230.0,206957840.0,262168910.0
2086.0,258532930.0,362345300.0,198534220.0,174575000.0
2087.0,282579330.0,448100770.0,196115410.0,174695200.0
2088.0,254994620.0,353703800.0,191406220.0,174348370.0
2089.0,267754780.0,341561100.0,194321490.0,398059940.0
2090.0,356651200.0,440113800.0,192359340.0,298274300.0
2091.0,497812830.0,335596480.0,193673180.0,242482160.0
2092.0,335837860.0,526599520.0,187339900.0,204117820.0
2093.0,282799970.0,342616450.0,184856800.0,181425220.0
2094.0,270524860.0,327530700.0,187962260.0,251455940.0
2095.0,606014900.0,397804960.0,200976000.0,242060700.0
2096.0,383252220.0,322626660.0,305219840.0,395883360.0
2097.0,293546800.0,336829950.0,211325200.0,235162940.0
2098.0,434755900.0,344874370.0,207246830.0,231061340.0
2099.0,577877060.0,316881200.0,204528400.0,216497340.0
2100.0,494031780.0,322729760.0,201668530.0,196812930.0
2101.0,418886460.0,308072770.0,405527140.0,207312540.0
2102.0,964650900.0,482485760.0,238460020.0,197271940.0
2103.0,451848200.0,636991800.0,231542290.0,278022430.0
2104.0,355700300.0,453690300.0,217847950.0,556610200.0
2105.0,508688670.0,1279255400.0,238924020.0,281656350.0
2106.0,390457900.0,732811970.0,347206880.0,283652480.0
2107.0,434357800.0,521181570.0,251745250.0,246603790.0
2108.0,423718270.0,484453540.0,234052560.0,239781840.0
2109.0,371550850.0,534162530.0,275195550.0,248233650.0
2110.0,387040500.0,574816300.0,239695230.0,238605090.0
2111.0,396658140.0,443094620.0,230242780.0,258860340.0
2112.0,514432540.0,703088000.0,225233330.0,262490910.0
2113.0,482541730.0,405826240.0,288781500.0,255535170.0
2114.0,721618400.0,385183900.0,233771550.0,250173440.0
2115.0,472299200.0,636864500.0,230830140.0,241345940.0
2116.0,422711420.0,966220600.0,268041330.0,233836260.0
2117.0,945200500.0,558836800.0,238011700.0,232516000.0
2118.0,610738900.0,475465630.0,339469340.0,442257440.0
2119.0,488127550.0,541688770.0,454259800.0,373244130.0
2120.0,448506340.0,1331170400.0,298514400.0,357923940.0
2121.0,436904580.0,740318900.0,302097250.0,335438000.0
2122.0,596544200.0,505022720.0,295420030.0,327579040.0
2123.0,1299887500.0,453539840.0,332722700.0,401017800.0
2124.0,694000640.0,428609730.0,325279600.0,298940740.0
2125.0,709848260.0,436273340.0,379528960.0,282690800.0
2126.0,568224260.0,1274422000.0,834169100.0,287340960.0
2127.0,503329920.0,1182316900.0,472688830.0,399797700.0
2128.0,739733440.0,1008919900.0,492200220.0,387737100.0
2129.0,482619140.0,1483168000.0,400260130.0,688283840.0
2130.0,468794900.0,1287190100.0,380734140.0,622738370.0
2131.0,522278300.0,2001987600.0,348939230.0,444324450.0
2132.0,752382100.0,1394673500.0,346221900.0,451356130.0
2133.0,1118890100.0,1084025600.0,361753820.0,516142850.0
2134.0,852976830.0,955259970.0,366727300.0,494536220.0
2135.0,681988700.0,844039500.0,431641060.0,441494400.0
2136.0,553325900.0,772904640.0,341496900.0,403158270.0
2137.0,637318200.0,773381800.0,332825700.0,376284000.0
2138.0,619381900.0,717870900.0,336782050.0,373608670.0
2139.0,570729150.0,667249500.0,329094850.0,424253000.0
2140.0,928558600.0,1039202240.0,486306400.0,378529060.0
2141.0,1378036700.0,823803700.0,369066980.0,379427040.0
2142.0,1261832800.0,689849540.0,566537900.0,366199460.0
2143.0,1077744100.0,688638140.0,435472060.0,366113100.0
2144.0,1020626940.0,1417625000.0,386663970.0,446484200.0
2145.0,837445060.0,827402750.0,436904670.0,593868540.0
2146.0,747759900.0,869147900.0,399714940.0,601714200.0
2147.0,694958400.0,713720770.0,372670140.0,517509220.0
2148.0,1572195100.0,687801500.0,434402800.0,466285600.0
2149.0,908347800.0,883849200.0,364689900.0,463971650.0
2150.0,812226400.0,769417000.0,355653800.0,431377660.0
2151.0,999057000.0,861924500.0,380788350.0,447617800.0
2152.0,1018041200.0,1070372100.0,354079520.0,655860030.0
2153.0,865502600.0,991330800.0,363777500.0,583114800.0
2154.0,771642750.0,881364350.0,354995040.0,739907800.0
2155.0,1105415600.0,812744700.0,401220700.0,454516320.0
2156.0,760370940.0,1005365600.0,357277340.0,438808500.0
2157.0,752185540.0,2028416600.0,485703070.0,432567140.0
2158.0,884472300.0,1262523300.0,361347680.0,769662340.0
2159.0,1322277400.0,1399323100.0,360001440.0,631400770.0
2160.0,767776640.0,979792500.0,359611740.0,721049100.0
2161.0,1239637400.0,1963870600.0,402921100.0,535431000.0
2162.0,1031918400.0,1954744000.0,408969860.0,504113730.0
2163.0,1445071100.0,1787525000.0,418190880.0,495965150.0
2164.0,1091025900.0,1587112700.0,428228540.0,475111800.0
2165.0,1026400100.0,1423973800.0,369401730.0,475955650.0
2166.0,912177100.0,1266260100.0,371133100.0,501686100.0
2167.0,1251684500.0,1276501800.0,395975330.0,567731840.0
2168.0,882484800.0,1165682400.0,478210270.0,830397200.0
2169.0,933062700.0,1139439600.0,391134850.0,597027800.0
2170.0,946612860.0,1088782000.0,365025060.0,745586000.0
2171.0,1290848900.0,998009400.0,518532450.0,586354400.0
2172.0,1503349900.0,990020900.0,387564600.0,571846800.0
2173.0,1107178100.0,1045385400.0,378606340.0,523871840.0
2174.0,906868500.0,963121300.0,681982850.0,501429500.0
2175.0,2037564500.0,1580286200.0,502931550.0,533484160.0
2176.0,1052197060.0,1035606140.0,487424160.0,508092480.0
2177.0,954023400.0,940357200.0,478203650.0,729552200.0
2178.0,900833600.0,920523100.0,415815800.0,610336260.0
2179.0,1658993400.0,916035260.0,466709860.0,513873400.0
2180.0,1015150000.0,1067235650.0,420774180.0,519126300.0
2181.0,1510247000.0,977953700.0,413217000.0,683191740.0
2182.0,966220350.0,1083562100.0,403584580.0,657551940.0
2183.0,1176910000.0,949408200.0,441417000.0,733510400.0
2184.0,1320531700.0,1457329300.0,408668350.0,579207230.0
2185.0,1753569700.0,976655200.0,411764580.0,548314400.0
2186.0,1559409700.0,921350340.0,406324500.0,1113706400.0
2187.0,1438788200.0,919328830.0,406122460.0,1415147800.0
2188.0,1273237000.0,907561300.0,404968100.0,842804700.0
2189.0,1264273000.0,915184640.0,418358880.0,670535500.0
2190.0,1383946400.0,1110660500.0,401872600.0,565984260.0
2191.0,1286276500.0,897557900.0,454098000.0,818007040.0
2192.0,1873596500.0,1130057300.0,419691330.0,630989000.0
2193.0,1736751700.0,1192359800.0,401965150.0,583194050.0
2194.0,1829894800.0,960656260.0,400901300.0,686252000.0
2195.0,1628840700.0,1139807100.0,619585300.0,568552500.0
2196.0,1394239100.0,1171285100.0,497672000.0,573170050.0
2197.0,1740156900.0,1018328700.0,574950300.0,846115650.0
2198.0,1435101800.0,1457303400.0,474415550.0,662113660.0
2199.0,1302910600.0,1299664900.0,589502460.0,604297540.0
2200.0,1301076200.0,986474500.0,416870100.0,608999600.0
2201.0,1255624400.0,911791200.0,462943360.0,584287550.0
2202.0,1456146700.0,945875650.0,416546750.0,583936900.0
2203.0,1256291800.0,911597400.0,422158500.0,579483600.0
2204.0,1225727400.0,895174700.0,417560900.0,631218750.0
2205.0,1495156200.0,892319200.0,419021300.0,574736700.0
2206.0,1308432300.0,895120400.0,446070370.0,812393540.0
2207.0,1229374800.0,882943400.0,656568700.0,596273300.0
2208.0,1559832800.0,905210240.0,427892260.0,578695900.0
2209.0,1234056100.0,891661950.0,504763900.0,575966660.0
2210.0,1251883900.0,883138800.0,510487140.0,630148740.0
2211.0,1232700900.0,890704260.0,529751300.0,641996700.0
2212.0,1228866800.0,928106200.0,544307650.0,651727400.0
2213.0,1208567400.0,1766362900.0,459197200.0,642240300.0
2214.0,1249514600.0,1240800600.0,439574700.0,852771260.0
2215.0,1188751600.0,1089772900.0,494116900.0,601843600.0
2216.0,1239272200.0,958266100.0,532130430.0,706430100.0
2217.0,1473827700.0,898439900.0,451559400.0,637543360.0
2218.0,1765595800.0,879586600.0,452078000.0,707144900.0
2219.0,1465761000.0,888685630.0,509983650.0,667523650.0
2220.0,1345636400.0,864602300.0,492300580.0,641156860.0
2221.0,1477546200.0,907445900.0,468781220.0,592988600.0
2222.0,1224057200.0,853094900.0,1070912200.0,643067100.0
2223.0,1369948000.0,840569200.0,824802500.0,623182460.0
2224.0,1785262300.0,847318600.0,494420100.0,593836100.0
2225.0,1565522800.0,1515895800.0,486023360.0,590003600.0
2226.0,1464049700.0,867983900.0,482167840.0,598001900.0
2227.0,1538051500.0,828666800.0,460145920.0,587630850.0
2228.0,1522182900.0,821326850.0,474435800.0,583640260.0
2229.0,1811259500.0,818001200.0,489326750.0,613521540.0
2230.0,1568582300.0,879733760.0,486132300.0,610646000.0
2231.0,1495511900.0,822591100.0,539589500.0,588891700.0
2232.0,1398591400.0,830103230.0,550364350.0,581520640.0
2233.0,1373681500.0,799733200.0,473177760.0,578480200.0
2234.0,1683304000.0,1039517250.0,462114270.0,737861760.0
2235.0,1580413800.0,788356860.0,458169120.0,691734140.0
2236.0,1378179700.0,946162900.0,465629380.0,632908400.0
2237.0,1614018000.0,786615230.0,457746900.0,619551040.0
2238.0,2017702900.0,773472600.0,456033900.0,1396783000.0
2239.0,1493832100.0,766978940.0,457749500.0,950303000.0
2240.0,1433577200.0,751317800.0,456886000.0,707093400.0
2241.0,1735354200.0,734465800.0,459964930.0,628071700.0
2242.0,1447109400.0,1035199500.0,529736260.0,623120700.0
2243.0,1381007200.0,846115800.0,487474340.0,611062700.0
2244.0,1516829300.0,731792500.0,452683600.0,600181760.0
2245.0,1416612400.0,721430500.0,509412900.0,592849150.0
2246.0,1433678300.0,835135300.0,494981470.0,869448100.0
2247.0,1580682200.0,712536960.0,450656350.0,924920060.0
2248.0,1395073800.0,691630660.0,465624770.0,736003840.0
2249.0,1784780800.0,683126900.0,585008700.0,683294850.0
2250.0,1399142800.0,696974300.0,462513800.0,648090700.0
2251.0,1419674600.0,709344450.0,481603700.0,599751200.0
2252.0,1817766700.0,674201860.0,460667420.0,620956700.0
2253.0,1557574400.0,690704500.0,459822940.0,596962000.0
2254.0,1445647500.0,882212350.0,451129100.0,727154000.0
2255.0,1659906400.0,694415100.0,453563230.0,750966500.0
2256.0,1662941300.0,669559600.0,545254000.0,642360960.0
2257.0,1473349600.0,647398850.0,457741060.0,645579700.0
2258.0,1437456900.0,638704300.0,457504160.0,1116346200.0
2259.0,1411851100.0,633282560.0,448627400.0,882478200.0
2260.0,1496340200.0,623290100.0,442254460.0,718252400.0
2261.0,1418838400.0,622974850.0,440890750.0,681499400.0
2262.0,1482822500.0,610694850.0,451601820.0,667807400.0
2263.0,1418725800.0,604169500.0,438423200.0,646759230.0
2264.0,1438502300.0,678399170.0,437961860.0,641007700.0
2265.0,1419041400.0,607824800.0,482597540.0,635172860.0
2266.0,1420816500.0,606196740.0,439738180.0,624102140.0
2267.0,1401794600.0,589042300.0,445297440.0,666611650.0
2268.0,1913990800.0,621795460.0,434506500.0,674843900.0
2269.0,1572843500.0,754602000.0,454112130.0,773433600.0
2270.0,1747082800.0,635363500.0,460854560.0,763518700.0
2271.0,1856665000.0,665831100.0,438384000.0,655896600.0
2272.0,1612492900.0,589770700.0,432343460.0,638567800.0
2273.0,1566568700.0,952106900.0,858098100.0,642161400.0
2274.0,1525774500.0,584553860.0,1186670700.0,630301200.0
2275.0,1677127700.0,573292200.0,814071000.0,967447100.0
2276.0,1659308800.0,561661700.0,788968770.0,748772030.0
2277.0,1498587500.0,559936830.0,630869900.0,675205200.0
2278.0,1464684900.0,559502500.0,875432200.0,633002750.0
2279.0,1456364700.0,550080400.0,749322400.0,630939600.0
2280.0,1505110700.0,528137440.0,583320600.0,721496800.0
2281.0,1561550700.0,698495940.0,568104640.0,626447100.0
2282.0,1468045300.0,528770800.0,557137150.0,627032700.0
2283.0,1602478800.0,633255940.0,607010240.0,683209660.0
2284.0,1546931200.0,550096640.0,547496000.0,637692160.0
2285.0,1536099500.0,1005105500.0,527328200.0,622678300.0
2286.0,2099280000.0,741207200.0,536956740.0,637151740.0
2287.0,1940824000.0,579782140.0,518679000.0,749517950.0
2288.0,1809496600.0,559680500.0,509791600.0,634765200.0
2289.0,1623337600.0,572172860.0,536203170.0,619136450.0
2290.0,1556460700.0,548541800.0,658275800.0,618118850.0
2291.0,1528525000.0,527124380.0,593535400.0,613043460.0
2292.0,1744597900.0,524586560.0,712703360.0,615459400.0
2293.0,1761878800.0,516640480.0,597426700.0,612057900.0
2294.0,1540029300.0,533294430.0,538954100.0,626271170.0
2295.0,1542848400.0,511676960.0,527067070.0,632326660.0
2296.0,1536824600.0,576135300.0,514837400.0,1376365200.0
2297.0,1515036200.0,509416030.0,728252900.0,1163795200.0
2298.0,1507338100.0,505512830.0,595728300.0,717317100.0
2299.0,1511434800.0,730071940.0,540119040.0,690224960.0
2300.0,1496775300.0,508275230.0,604657400.0,660376800.0
