time,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,ACCESS-ESM1-5,ACCESS-CM2
2088.0,630908900.0,433022340.0,377397380.0,627669570.0,411462980.0,360107680.0
2089.0,552365440.0,408258140.0,372883870.0,421404540.0,380994900.0,366894720.0
2090.0,741487360.0,494086400.0,369152860.0,415448860.0,372902620.0,343298780.0
2091.0,558624000.0,436615170.0,395773570.0,417096160.0,365793800.0,335198720.0
2092.0,592212740.0,400927420.0,366084450.0,414808060.0,621396700.0,332986780.0
2093.0,545345860.0,487650400.0,378557120.0,412936420.0,357093760.0,329810080.0
2094.0,659257660.0,468145440.0,384704420.0,415544580.0,357817570.0,323113570.0
2095.0,609052400.0,434222850.0,371974100.0,404790000.0,344911140.0,327860930.0
2096.0,731921600.0,568624200.0,370690900.0,485403650.0,340376900.0,328047230.0
2097.0,552536400.0,428502560.0,355301540.0,613561860.0,343071070.0,316926700.0
2098.0,536541100.0,405214980.0,348642430.0,440873100.0,330511970.0,310235680.0
2099.0,528051840.0,403449820.0,356308060.0,421932700.0,326183100.0,307842620.0
2100.0,527162020.0,397748830.0,371825470.0,605803200.0,323129800.0,304954400.0
2101.0,515074620.0,439000740.0,449865600.0,475087970.0,320567740.0,301822180.0
2102.0,509887580.0,552402050.0,458203100.0,431403900.0,315851330.0,301466600.0
2103.0,507581540.0,419937020.0,396635300.0,409188860.0,325292260.0,292850600.0
2104.0,503404740.0,413091170.0,395030460.0,416042180.0,343648400.0,290027040.0
2105.0,496644100.0,444825860.0,354728580.0,404178500.0,322641950.0,284608450.0
2106.0,494680160.0,419230000.0,414930700.0,462957060.0,390788900.0,284142270.0
2107.0,517829250.0,452745280.0,352552030.0,408868670.0,309432500.0,280546940.0
2108.0,810637200.0,889561540.0,508280930.0,477931140.0,303737440.0,279679840.0
2109.0,525655330.0,520038980.0,359521060.0,413008400.0,305691780.0,276638100.0
2110.0,923721540.0,864914400.0,355583900.0,408964400.0,313262180.0,275203040.0
2111.0,503520200.0,496710180.0,345607650.0,402684480.0,309909200.0,271223970.0
2112.0,504223970.0,438550100.0,345922200.0,415087100.0,352765340.0,326042780.0
2113.0,697190800.0,812353300.0,344660000.0,402419500.0,577247200.0,268828540.0
2114.0,523289630.0,446035870.0,350483740.0,696271900.0,362204030.0,266208850.0
2115.0,503411260.0,444188130.0,380556960.0,612286100.0,325255500.0,265738060.0
2116.0,492923300.0,446973500.0,349229800.0,515222340.0,312193900.0,267603470.0
2117.0,505404640.0,461037660.0,856722750.0,438722720.0,304320500.0,259166180.0
2118.0,495189060.0,762122050.0,429313540.0,426059100.0,303025630.0,257518430.0
2119.0,491208500.0,537592200.0,437340200.0,446990080.0,303272220.0,257250720.0
2120.0,481899040.0,740941200.0,376781150.0,434843500.0,297596320.0,252564200.0
2121.0,479081200.0,615151500.0,356534720.0,430549020.0,295921020.0,246721520.0
2122.0,608734850.0,743872300.0,368097950.0,809670400.0,570945500.0,244659940.0
2123.0,477777760.0,581284100.0,362829900.0,475406820.0,308598850.0,241946380.0
2124.0,1201940000.0,523995300.0,424444830.0,461426700.0,296895550.0,239386540.0
2125.0,1104138000.0,725739460.0,403071260.0,446897540.0,382125630.0,238954640.0
2126.0,720318500.0,524045820.0,472851650.0,438034240.0,346078340.0,234139170.0
2127.0,511045660.0,555929200.0,385227200.0,876197200.0,394623460.0,249148530.0
2128.0,512242940.0,508761470.0,416952540.0,452719360.0,362065760.0,228337090.0
2129.0,577543800.0,502219700.0,376889100.0,444188450.0,416250050.0,267782190.0
2130.0,520893120.0,836982100.0,371367520.0,539086460.0,347883260.0,242436800.0
2131.0,555871170.0,673988000.0,369987740.0,668847170.0,321084030.0,229033340.0
2132.0,551483000.0,1568309500.0,377552640.0,540716350.0,317156600.0,224913490.0
2133.0,524670900.0,841755500.0,637900200.0,471142750.0,322336480.0,226879460.0
2134.0,512173020.0,673211300.0,817165060.0,472742980.0,355967040.0,220303300.0
2135.0,499448480.0,1250300200.0,469826460.0,724713800.0,317481280.0,237532910.0
2136.0,783334100.0,754518900.0,503411230.0,803019260.0,333355520.0,210489300.0
2137.0,622305540.0,647542200.0,461744320.0,552223100.0,314515200.0,350355940.0
2138.0,610291600.0,623282050.0,429668380.0,543442370.0,454098270.0,259168880.0
2139.0,548398600.0,1171786200.0,635087040.0,670154560.0,361885730.0,228650290.0
2140.0,552530100.0,711302340.0,540205300.0,586379460.0,319521020.0,215374610.0
2141.0,541402240.0,1719016100.0,538533600.0,587244000.0,322592350.0,212027460.0
2142.0,521185820.0,1219033100.0,449365700.0,566898200.0,341475100.0,211331300.0
2143.0,552649150.0,781426900.0,440926300.0,557217540.0,328819460.0,212448620.0
2144.0,524518140.0,836491970.0,437361200.0,518656600.0,313222340.0,208789980.0
2145.0,515800200.0,813423200.0,460153540.0,522359740.0,384483230.0,219552020.0
2146.0,518154100.0,715268540.0,466072800.0,613114940.0,562889540.0,497274600.0
2147.0,1094787500.0,1081548800.0,440638180.0,529173250.0,353609000.0,277734880.0
2148.0,599463740.0,726846200.0,430851840.0,526845800.0,317700480.0,281466560.0
2149.0,518765860.0,782895000.0,428492450.0,622810200.0,369979330.0,255655120.0
2150.0,519100260.0,1489343100.0,476147870.0,569186750.0,327761180.0,230939040.0
2151.0,531178530.0,1274717200.0,537527700.0,801682000.0,310325500.0,215468130.0
2152.0,592380740.0,925261000.0,539568300.0,677709700.0,379331650.0,212953680.0
2153.0,711120000.0,1030327200.0,441659170.0,577760060.0,316722180.0,242095170.0
2154.0,908243200.0,770935500.0,436024400.0,564988740.0,311474600.0,230850220.0
2155.0,806324600.0,752768300.0,516349950.0,552820030.0,310619800.0,233334190.0
2156.0,695719400.0,794546240.0,448300900.0,554992960.0,423340380.0,218200110.0
2157.0,643561900.0,781973200.0,436904320.0,544368260.0,325373500.0,240360220.0
2158.0,854087550.0,767451840.0,434704670.0,536914050.0,1204807700.0,378090270.0
2159.0,724774660.0,994097150.0,432769000.0,534753860.0,726947000.0,270000320.0
2160.0,607142460.0,813139460.0,433435600.0,935749500.0,647469200.0,252476690.0
2161.0,576803600.0,816582800.0,436398880.0,632276000.0,713112500.0,270617060.0
2162.0,576004600.0,785322500.0,542573760.0,653146500.0,564567500.0,282359740.0
2163.0,735207000.0,763612600.0,445033920.0,590981200.0,433124260.0,274231650.0
2164.0,629315800.0,1104715300.0,437358430.0,592206460.0,398475780.0,310533660.0
2165.0,617775170.0,1149208700.0,448181150.0,617918400.0,367649760.0,286150820.0
2166.0,780543400.0,846925300.0,469220060.0,790979000.0,367269730.0,394235420.0
2167.0,587732200.0,772983300.0,453370050.0,707728960.0,353731650.0,276256540.0
2168.0,580306100.0,761016500.0,467423420.0,653423100.0,355173570.0,280760400.0
2169.0,594799200.0,930729340.0,442502940.0,585313700.0,377738370.0,264073390.0
2170.0,584088600.0,1150752600.0,754200300.0,682645440.0,358768320.0,283363300.0
2171.0,575156350.0,805848600.0,608808800.0,612406340.0,353957300.0,264782480.0
2172.0,913598100.0,799198460.0,471710750.0,734393900.0,367597800.0,275812320.0
2173.0,917064060.0,796443260.0,463498800.0,607857300.0,464954050.0,292457100.0
2174.0,665648600.0,1329820500.0,448010050.0,593616000.0,385384740.0,269273820.0
2175.0,1532801300.0,920184300.0,444312860.0,591420400.0,372462460.0,299869440.0
2176.0,915024500.0,1092403700.0,467931360.0,591524300.0,496388670.0,265366830.0
2177.0,884436100.0,862742000.0,446462980.0,790241900.0,459755840.0,285754300.0
2178.0,718343740.0,844188000.0,442851000.0,875298100.0,698865600.0,270100400.0
2179.0,776343500.0,1060945000.0,444350200.0,695540860.0,407204220.0,378948540.0
2180.0,660041200.0,1246579500.0,438989060.0,608112700.0,406773950.0,358381730.0
2181.0,638711900.0,1113538200.0,477088260.0,852232100.0,385799700.0,310471230.0
2182.0,644597760.0,1047714560.0,469457060.0,1183287600.0,1021631940.0,309864800.0
2183.0,680404030.0,958303500.0,472559420.0,1147161900.0,520103700.0,290598880.0
2184.0,650754000.0,1013452300.0,575773630.0,895482750.0,441244540.0,284058200.0
2185.0,629756000.0,941760700.0,466556160.0,874890800.0,455602530.0,327972900.0
2186.0,1007623600.0,939032700.0,632783940.0,750039700.0,457083200.0,302756320.0
2187.0,644282300.0,1427806000.0,521151800.0,698701300.0,407797300.0,311378180.0
2188.0,632637900.0,1418739100.0,454833380.0,763360060.0,409686800.0,283716740.0
2189.0,672781200.0,1585643800.0,519119170.0,689684740.0,401173500.0,282094340.0
2190.0,629779900.0,1292158600.0,451264580.0,711131140.0,458195000.0,279014600.0
2191.0,644751400.0,1138280200.0,488146100.0,652519200.0,400262700.0,273924830.0
2192.0,633489000.0,992365060.0,489796350.0,667441700.0,426563780.0,275265540.0
2193.0,662745540.0,987618400.0,461738020.0,759450900.0,409031800.0,357065000.0
2194.0,634630600.0,1281041300.0,460858720.0,708990500.0,400748540.0,276291400.0
2195.0,628210370.0,1057401860.0,456679550.0,685045500.0,421074000.0,275221630.0
2196.0,701579260.0,1060593860.0,610485760.0,654255000.0,435194850.0,269743740.0
2197.0,631216260.0,1004931300.0,583273000.0,651424800.0,423160930.0,300330430.0
2198.0,624346700.0,982216770.0,481428600.0,654935740.0,430713920.0,293919970.0
2199.0,622802940.0,993659800.0,489045300.0,661667800.0,658882300.0,295456200.0
2200.0,622179400.0,966466370.0,469317380.0,697735700.0,501116930.0,307322020.0
2201.0,771444300.0,955394300.0,589125200.0,1288503000.0,440565300.0,282979260.0
2202.0,934088000.0,1397862900.0,467264100.0,747922600.0,440709730.0,273918080.0
2203.0,1021741250.0,1070851460.0,553324000.0,707955260.0,635906300.0,270366200.0
2204.0,1076647200.0,964209800.0,470587500.0,675209300.0,477773100.0,278974500.0
2205.0,868404100.0,1124133500.0,482114370.0,663633500.0,461959330.0,344886750.0
2206.0,929248200.0,969102460.0,465541150.0,765376830.0,428867000.0,296449660.0
2207.0,794080500.0,944293000.0,517554200.0,663804400.0,756531140.0,282094820.0
2208.0,743521860.0,956549000.0,584440800.0,659357760.0,471012740.0,365675100.0
2209.0,707422000.0,940716740.0,481643140.0,687031550.0,426582460.0,292379520.0
2210.0,731810100.0,942156800.0,472916350.0,787181250.0,423522100.0,273719580.0
2211.0,683058400.0,1243346600.0,467978850.0,684150660.0,421680930.0,279541860.0
2212.0,797231700.0,1038742800.0,465939100.0,673342300.0,419903420.0,412206980.0
2213.0,1125528600.0,940482500.0,468957700.0,664068600.0,423971040.0,306413900.0
2214.0,1148636800.0,997669600.0,463350430.0,712243800.0,449201500.0,283941630.0
2215.0,892490600.0,929808450.0,459934240.0,905407900.0,425870720.0,282146850.0
2216.0,828147840.0,1098278400.0,460567780.0,855542300.0,466528700.0,279452480.0
2217.0,729686000.0,1282836100.0,489838080.0,1193171100.0,417441700.0,275043500.0
2218.0,699088960.0,947071800.0,471270720.0,825238850.0,413489860.0,284325950.0
2219.0,695094000.0,1027488000.0,458599700.0,826872500.0,410890050.0,332927200.0
2220.0,714172000.0,1170474800.0,476112860.0,1105932000.0,411272300.0,325099800.0
2221.0,785035840.0,1061679740.0,466366200.0,847771400.0,408638900.0,281130800.0
2222.0,720185000.0,1468119800.0,494370880.0,899714560.0,407430500.0,328860770.0
2223.0,918584800.0,1484289000.0,525881100.0,881026900.0,407111040.0,316696860.0
2224.0,718820160.0,1270730000.0,482653400.0,802500000.0,402870140.0,316739680.0
2225.0,953499140.0,1076836400.0,580033200.0,779223900.0,399271870.0,292377060.0
2226.0,995312260.0,1041124300.0,474360400.0,1149839200.0,405545600.0,284021540.0
2227.0,814293600.0,1331716600.0,507174620.0,875982140.0,464555300.0,307938600.0
2228.0,1000397000.0,1028723260.0,460410340.0,803768900.0,409472930.0,284337380.0
2229.0,884101900.0,999110000.0,456890240.0,837492000.0,412928200.0,282163300.0
2230.0,1311220700.0,1188676500.0,474171550.0,801988740.0,396496600.0,292296830.0
2231.0,801331140.0,1041254600.0,667817340.0,793103550.0,393867800.0,286210340.0
2232.0,795394050.0,1010639170.0,472537630.0,776341400.0,435385470.0,284739900.0
2233.0,775719300.0,1364074500.0,458744130.0,942770200.0,722578560.0,282584860.0
2234.0,744516100.0,1048436740.0,456376700.0,819908540.0,416788260.0,298143740.0
2235.0,733166140.0,1285989800.0,455180350.0,787717760.0,396545120.0,281405860.0
2236.0,1214557800.0,1009836500.0,615682500.0,782930940.0,390218780.0,289486720.0
2237.0,991281000.0,987227900.0,542236160.0,773185400.0,384780600.0,307570980.0
2238.0,925309060.0,966912830.0,555917900.0,861979100.0,382840320.0,283454080.0
2239.0,889796030.0,1081371900.0,496639260.0,1182971000.0,420564600.0,282669570.0
2240.0,852885900.0,1098028500.0,478936860.0,797438660.0,481256640.0,280161800.0
2241.0,805756400.0,1068219600.0,476135700.0,782131840.0,375201150.0,281421150.0
2242.0,1029300000.0,1134216800.0,486519900.0,773098430.0,372392030.0,289373380.0
2243.0,861925060.0,1045311100.0,550126140.0,803001200.0,390974530.0,342488580.0
2244.0,779931400.0,1084015200.0,504838300.0,831771400.0,429884300.0,291033000.0
2245.0,768044200.0,1043701800.0,471088480.0,789893400.0,378656500.0,314558300.0
2246.0,768629700.0,1014224060.0,489837150.0,826432640.0,399101760.0,357389660.0
2247.0,930122800.0,1386414600.0,575108350.0,798523700.0,369032580.0,338396930.0
2248.0,860064200.0,1054052000.0,766064600.0,784226240.0,363148640.0,470821800.0
2249.0,761524300.0,1024206700.0,556088600.0,943548900.0,513387940.0,339496540.0
2250.0,753594800.0,1097784700.0,579232640.0,878946600.0,475140220.0,309137150.0
2251.0,750599400.0,1047839000.0,507714200.0,1220577200.0,523919700.0,310824700.0
2252.0,1514192300.0,1023069600.0,591496450.0,1121100800.0,468089020.0,304377060.0
2253.0,913250800.0,1002210500.0,612341950.0,981105600.0,467908740.0,302642900.0
2254.0,1100791600.0,1367473700.0,552963600.0,905613200.0,413227780.0,328397100.0
2255.0,837107900.0,1409424800.0,524599650.0,850975940.0,397696060.0,306970560.0
2256.0,879134500.0,1102289000.0,532949920.0,813534700.0,388271070.0,303986620.0
2257.0,841558800.0,1038335600.0,728154750.0,797298400.0,383593400.0,294451520.0
2258.0,951894660.0,1201978800.0,961720960.0,829360200.0,389358600.0,494598050.0
2259.0,912556200.0,1112479700.0,769104100.0,798164200.0,375421760.0,397849860.0
2260.0,1552266600.0,1040798200.0,709114400.0,797432900.0,369034270.0,363448600.0
2261.0,902142700.0,1112265300.0,643027100.0,809602300.0,366576830.0,330307330.0
2262.0,833619400.0,1324963200.0,574687300.0,834598400.0,364760350.0,395125820.0
2263.0,852759040.0,1613777200.0,639240100.0,816052200.0,557609900.0,337295070.0
2264.0,808029300.0,1418632200.0,559452900.0,805136000.0,495369380.0,387285660.0
2265.0,853277300.0,1245003900.0,542947800.0,800277600.0,373775140.0,341058850.0
2266.0,834227140.0,1294920600.0,748940500.0,793757060.0,555413060.0,321639840.0
2267.0,964587460.0,1189828900.0,571975000.0,792201660.0,510001570.0,319314100.0
2268.0,1005692160.0,1115346400.0,543731900.0,941058700.0,433032700.0,635868350.0
2269.0,891540860.0,1086739800.0,592004000.0,847589600.0,375466200.0,347017540.0
2270.0,838416450.0,1128081200.0,762109700.0,1381765100.0,583522500.0,318533400.0
2271.0,838458400.0,1122252400.0,930242800.0,901610600.0,425322560.0,314957120.0
2272.0,815376640.0,1486883600.0,671880450.0,811887040.0,538805500.0,329072160.0
2273.0,799193300.0,1089661700.0,651887900.0,1069905300.0,653302460.0,316744740.0
2274.0,1397791500.0,1505418900.0,600786370.0,809472300.0,429795940.0,310842100.0
2275.0,834995300.0,1254986600.0,662280700.0,795663040.0,406262850.0,386636350.0
2276.0,810020400.0,1193508600.0,641724350.0,789363140.0,407051870.0,309431780.0
2277.0,985734000.0,1105864200.0,571254340.0,787639500.0,410105860.0,306305730.0
2278.0,799133500.0,1394821100.0,580432500.0,785035500.0,436282980.0,305445600.0
2279.0,871878100.0,1125930100.0,579081800.0,807799940.0,396116600.0,302445600.0
2280.0,799133200.0,1431330300.0,1287395800.0,882618750.0,504594340.0,315556740.0
2281.0,814404540.0,1195259900.0,880618750.0,839633600.0,422430530.0,302120740.0
2282.0,792468740.0,1128793700.0,732297200.0,813780160.0,506065700.0,299684860.0
2283.0,1642446200.0,1299933400.0,653408500.0,888528640.0,453309570.0,333037340.0
2284.0,1174769000.0,1290820000.0,701468100.0,821616100.0,418901340.0,299090300.0
2285.0,791879360.0,1135880000.0,758621400.0,797314100.0,422971900.0,323503900.0
2286.0,1079676700.0,2165133600.0,946676350.0,776453060.0,448197630.0,293604450.0
2287.0,888802000.0,1746557800.0,704631230.0,1057186400.0,427606700.0,285430370.0
2288.0,1652378900.0,1409288400.0,639773500.0,847270660.0,430640670.0,277951300.0
2289.0,1830605700.0,1331990500.0,624579140.0,778547140.0,415297280.0,274755300.0
2290.0,1259057000.0,1304658800.0,676542500.0,1078336400.0,450345000.0,269270400.0
2291.0,1124085500.0,1250255900.0,651002240.0,772274050.0,528568100.0,266864660.0
2292.0,974488600.0,1456394200.0,614963200.0,804247200.0,938450050.0,262744530.0
2293.0,921452740.0,1233567600.0,676984060.0,765596350.0,577229950.0,277654080.0
2294.0,889785540.0,1194223700.0,612506700.0,778226500.0,530701700.0,270813950.0
2295.0,902644860.0,1182291600.0,648984100.0,810352100.0,491067870.0,266456060.0
2296.0,854754700.0,1171104300.0,610027970.0,794021950.0,446252100.0,257509060.0
2297.0,893806600.0,1166105100.0,638500200.0,863714100.0,473672640.0,270783000.0
2298.0,880643300.0,1178182300.0,606899100.0,796348300.0,495937100.0,253663220.0
2299.0,823943100.0,1238227000.0,664213500.0,817666700.0,477078050.0,252854510.0
2300.0,837104060.0,1150654700.0,626284200.0,871441000.0,467704220.0,385418430.0
