time,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5,IPSL-CM6A-LR
2000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0
2001.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0
2002.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0
2003.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0
2004.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0
2005.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0
2006.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0
2007.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0
2008.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0
2009.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0
2010.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0
2011.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0
2012.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0
2013.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0
2014.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0
2015.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0
2016.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0
2017.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0
2018.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0
2019.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0
2021.0,8125194700000.0,8106989000000.0,8119915000000.0,8098703500000.0,8127636300000.0
2022.0,8088406000000.0,8095486400000.0,8028802000000.0,8047055000000.0,8062849000000.0
2023.0,8060109000000.0,8018752000000.0,7989472300000.0,7980340000000.0,8001252000000.0
2024.0,8009124000000.0,7972016000000.0,7942099000000.0,7902946400000.0,7980202300000.0
2025.0,7952356000000.0,7923470700000.0,7911678400000.0,7768780000000.0,7941418000000.0
2026.0,7881513000000.0,7872852300000.0,7857946000000.0,7742144600000.0,7872912600000.0
2027.0,7836901000000.0,7825686000000.0,7778319000000.0,7683854300000.0,7840954600000.0
2028.0,7776485000000.0,7775768000000.0,7765544700000.0,7585380400000.0,7793672700000.0
2029.0,7714117000000.0,7733268400000.0,7736407000000.0,7491565000000.0,7730554000000.0
2030.0,7664725000000.0,7702158000000.0,7712685000000.0,7453621600000.0,7686111000000.0
2031.0,7567712500000.0,7705945700000.0,7659127300000.0,7405822300000.0,7655016400000.0
2032.0,7541130000000.0,7664393000000.0,7604321000000.0,7366282600000.0,7580606300000.0
2033.0,7423300000000.0,7624529500000.0,7539793000000.0,7248907600000.0,7562688000000.0
2034.0,7365620000000.0,7565449000000.0,7499520400000.0,7174817000000.0,7507271000000.0
2035.0,7280233000000.0,7520322600000.0,7439335000000.0,7124259000000.0,7469442500000.0
2036.0,7208184000000.0,7501621000000.0,7375532000000.0,7030741400000.0,7431517000000.0
2037.0,7118792000000.0,7449216000000.0,7313742000000.0,6963072000000.0,7405618300000.0
2038.0,7043511500000.0,7390615000000.0,7264153000000.0,6864694700000.0,7348512000000.0
2039.0,6998740000000.0,7343341000000.0,7191678000000.0,6781106400000.0,7337812000000.0
2040.0,6884273700000.0,7326843000000.0,7157956000000.0,6717406000000.0,7306788500000.0
2041.0,6810089000000.0,7271472000000.0,7056044000000.0,6645594000000.0,7256340000000.0
2042.0,6711531000000.0,7223696700000.0,7030298400000.0,6507387000000.0,7225971000000.0
2043.0,6647742000000.0,7117650000000.0,6942113700000.0,6375934000000.0,7124529700000.0
2044.0,6518611000000.0,7057086000000.0,6877012300000.0,6265868600000.0,7032422000000.0
2045.0,6401872600000.0,6992642400000.0,6809502000000.0,6185286600000.0,6992291700000.0
2046.0,6311057600000.0,6891866400000.0,6757788700000.0,6101803700000.0,6929724000000.0
2047.0,6209994000000.0,6835346000000.0,6683291500000.0,6009157000000.0,6853665000000.0
2048.0,6095936000000.0,6763524000000.0,6615036000000.0,5884525700000.0,6764686700000.0
2049.0,5991970000000.0,6704221700000.0,6546819400000.0,5788501300000.0,6672619000000.0
2050.0,5908111300000.0,6624528300000.0,6512870700000.0,5680583400000.0,6611182000000.0
2051.0,5785611400000.0,6563390600000.0,6452143000000.0,5599656000000.0,6569115000000.0
2052.0,5663678000000.0,6492527000000.0,6391136000000.0,5492159500000.0,6491388500000.0
2053.0,5583273500000.0,6389451000000.0,6338025400000.0,5389945400000.0,6439680000000.0
2054.0,5480448000000.0,6280328500000.0,6314814600000.0,5260599400000.0,6345572000000.0
2055.0,5362642000000.0,6200158000000.0,6272047400000.0,5163298000000.0,6244355000000.0
2056.0,5245426000000.0,6134681300000.0,6195175000000.0,5042476000000.0,6159840300000.0
2057.0,5139004000000.0,6065812000000.0,6151856000000.0,4956678000000.0,6104418400000.0
2058.0,5019926500000.0,5979926700000.0,6110180300000.0,4875220400000.0,6027463000000.0
2059.0,4892574400000.0,5888858400000.0,6074449500000.0,4796476600000.0,5923292600000.0
2060.0,4781860500000.0,5844871700000.0,6000437000000.0,4707536000000.0,5843139400000.0
2061.0,4680280000000.0,5743391000000.0,5945723700000.0,4574079400000.0,5753647000000.0
2062.0,4540709000000.0,5688039000000.0,5927008000000.0,4443317000000.0,5670568000000.0
2063.0,4424609000000.0,5610541000000.0,5867555000000.0,4324658800000.0,5559911700000.0
2064.0,4310053400000.0,5513023000000.0,5757698300000.0,4230626700000.0,5470466000000.0
2065.0,4189705500000.0,5427129500000.0,5647083000000.0,4172374000000.0,5400518700000.0
2066.0,4072065000000.0,5337004400000.0,5640412500000.0,4046786400000.0,5300775600000.0
2067.0,3950494000000.0,5279816000000.0,5595632000000.0,3984114600000.0,5195778500000.0
2068.0,3820581000000.0,5247856500000.0,5530721500000.0,3907105800000.0,5088580000000.0
2069.0,3736456000000.0,5219114000000.0,5497312000000.0,3786975200000.0,4993739400000.0
2070.0,3657410000000.0,5147174000000.0,5445597000000.0,3693087000000.0,4895738000000.0
2071.0,3548780200000.0,5087404000000.0,5359064000000.0,3611920700000.0,4772624600000.0
2072.0,3476502000000.0,4977630600000.0,5305257000000.0,3534253200000.0,4710957000000.0
2073.0,3338989700000.0,4926970300000.0,5233852000000.0,3418944000000.0,4616851000000.0
2074.0,3240493800000.0,4840775000000.0,5143447000000.0,3365784000000.0,4565504600000.0
2075.0,3151763000000.0,4751185000000.0,5107147000000.0,3289816500000.0,4485840600000.0
2076.0,3041206700000.0,4716350000000.0,5036172600000.0,3202194000000.0,4338194600000.0
2077.0,2931350000000.0,4649409600000.0,4989950000000.0,3095113200000.0,4271738000000.0
2078.0,2845878500000.0,4610812500000.0,4939370700000.0,3036718300000.0,4174029300000.0
2079.0,2747614600000.0,4568546500000.0,4878250300000.0,2974851800000.0,4064185700000.0
2080.0,2679096000000.0,4524086000000.0,4840397000000.0,2893643500000.0,3955122200000.0
2081.0,2613752600000.0,4440084000000.0,4760766000000.0,2810717000000.0,3899282000000.0
2082.0,2516892300000.0,4378532200000.0,4704238000000.0,2740377400000.0,3834740000000.0
2083.0,2443271700000.0,4335252000000.0,4669535000000.0,2658694600000.0,3746278400000.0
2084.0,2355079000000.0,4296517400000.0,4606764000000.0,2580563600000.0,3664115700000.0
2085.0,2266871600000.0,4234169800000.0,4574347300000.0,2498125000000.0,3533208300000.0
2086.0,2193296900000.0,4183331200000.0,4532170400000.0,2448067100000.0,3442566000000.0
2087.0,2128664500000.0,4159346000000.0,4474236600000.0,2384995500000.0,3364185400000.0
2088.0,2053780700000.0,4127345900000.0,4398593300000.0,2341334700000.0,3288696400000.0
2089.0,1990828900000.0,4083352900000.0,4361656000000.0,2283987500000.0,3208372300000.0
2090.0,1921641600000.0,4046835400000.0,4288341300000.0,2221428000000.0,3119652500000.0
2091.0,1855330000000.0,3991575700000.0,4228719300000.0,2171489700000.0,3059116100000.0
2092.0,1802457400000.0,3927005500000.0,4194010400000.0,2134278400000.0,2977266400000.0
2093.0,1746521700000.0,3900155400000.0,4111959900000.0,2083701100000.0,2910849000000.0
2094.0,1703723700000.0,3840199000000.0,4074749000000.0,2028284700000.0,2807010000000.0
2095.0,1643233000000.0,3789749500000.0,4048390000000.0,1974341300000.0,2760082000000.0
2096.0,1577163700000.0,3769254800000.0,3992237400000.0,1916500600000.0,2721312100000.0
2097.0,1531785400000.0,3781956000000.0,3920702200000.0,1863982300000.0,2660908700000.0
2098.0,1480981300000.0,3749129700000.0,3867379000000.0,1829139500000.0,2588824000000.0
2099.0,1428388200000.0,3700275000000.0,3830778400000.0,1777382900000.0,2525540400000.0
2100.0,1377138400000.0,3678581000000.0,3787364200000.0,1737131300000.0,2463689600000.0
