time,CNRM-CM6-1,IITM-ESM,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL,EC-EARTH3,MIROC6,CESM2-WACCM,TAIESM1,KACE-1-0-G,MRI-ESM2-0,MPI-ESM1-2-HR,CANESM5,GFDL-ESM4
2034.0,7835361000000.0,7654149000000.0,7483830000000.0,7368473000000.0,7422705400000.0,6743313600000.0,7443238000000.0,7413328500000.0,7028277000000.0,7404358500000.0,7193874700000.0,7752731000000.0,7308656000000.0,7693979400000.0
2035.0,7810517000000.0,7617173000000.0,7400427000000.0,7331411000000.0,7362314000000.0,6633967000000.0,7410099400000.0,7360778600000.0,6933138000000.0,7352735000000.0,7132135600000.0,7700658000000.0,7241594300000.0,7664151000000.0
2036.0,7793367000000.0,7571075000000.0,7339140700000.0,7327844400000.0,7289025600000.0,6538883000000.0,7348245500000.0,7254308000000.0,6869009600000.0,7309733400000.0,7126929400000.0,7657236700000.0,7122477000000.0,7629889300000.0
2037.0,7739953600000.0,7539077400000.0,7313890000000.0,7335637000000.0,7213990500000.0,6451159000000.0,7278673500000.0,7135239000000.0,6741840000000.0,7255865400000.0,7089738000000.0,7631200600000.0,6974230000000.0,7594979600000.0
2038.0,7731956000000.0,7516487400000.0,7281727500000.0,7324217400000.0,7163741700000.0,6349676600000.0,7199256000000.0,7083597000000.0,6612229600000.0,7167999000000.0,7036863000000.0,7603114500000.0,6887699400000.0,7539719000000.0
2039.0,7688475000000.0,7472193000000.0,7248755600000.0,7284399000000.0,7068895400000.0,6232347000000.0,7149367300000.0,7041353000000.0,6521123000000.0,7091743400000.0,6955902000000.0,7540438000000.0,6813051000000.0,7502710000000.0
2040.0,7647676300000.0,7417950600000.0,7190050000000.0,7263199000000.0,7019779600000.0,6139330700000.0,7071353000000.0,6990650700000.0,6417575600000.0,7000924000000.0,6876218000000.0,7502964000000.0,6756715500000.0,7438630600000.0
2041.0,7619025600000.0,7360041000000.0,7126833400000.0,7231958000000.0,6934777000000.0,6026580000000.0,7057889000000.0,6890109000000.0,6268433000000.0,6963779300000.0,6851583300000.0,7467401500000.0,6657297000000.0,7386557300000.0
2042.0,7606501000000.0,7296542000000.0,7096940600000.0,7216977400000.0,6885830300000.0,5919503000000.0,7031920000000.0,6777684400000.0,6165726000000.0,6886894600000.0,6830246300000.0,7387522500000.0,6557030400000.0,7370071000000.0
2043.0,7562309000000.0,7236127000000.0,7057767000000.0,7199702600000.0,6800593600000.0,5776922400000.0,6957478400000.0,6763129600000.0,6046151000000.0,6786092000000.0,6751909000000.0,7343559000000.0,6487272300000.0,7322588400000.0
2044.0,7556110000000.0,7147451600000.0,7000705000000.0,7174620000000.0,6688974300000.0,5671381000000.0,6942116000000.0,6707902700000.0,5958780600000.0,6692572000000.0,6665550000000.0,7318439000000.0,6408905000000.0,7301957000000.0
2045.0,7551627300000.0,7113319000000.0,6954500500000.0,7170411000000.0,6605305000000.0,5574269000000.0,6886641400000.0,6640010000000.0,5838121000000.0,6631719400000.0,6614297000000.0,7295487400000.0,6313853000000.0,7267762600000.0
2046.0,7534500000000.0,7039822600000.0,6904522700000.0,7100315500000.0,6521597500000.0,5481434700000.0,6831780000000.0,6537173000000.0,5687555400000.0,6576811000000.0,6574879000000.0,7282568000000.0,6236130500000.0,7229653000000.0
2047.0,7526697400000.0,6958235000000.0,6828932500000.0,7080684000000.0,6435365000000.0,5383949600000.0,6788488000000.0,6446938300000.0,5619917000000.0,6511109000000.0,6512853400000.0,7221209500000.0,6155346600000.0,7202680000000.0
2048.0,7480666000000.0,6906662000000.0,6764440300000.0,7080865400000.0,6363464300000.0,5256351000000.0,6718222000000.0,6443654700000.0,5510953000000.0,6436228000000.0,6476200000000.0,7189394000000.0,6066339000000.0,7152618000000.0
2049.0,7473218500000.0,6823367700000.0,6684701400000.0,7046422000000.0,6302174500000.0,5219042000000.0,6634687000000.0,6388245300000.0,5446637700000.0,6364908000000.0,6419579400000.0,7138158000000.0,5999151300000.0,7113613000000.0
2050.0,7424328000000.0,6745500000000.0,6587665000000.0,6998669700000.0,6182750700000.0,5118511000000.0,6553970700000.0,6328645300000.0,5350286000000.0,6294423500000.0,6359168000000.0,7127186300000.0,5942470000000.0,7083947000000.0
2051.0,7407609600000.0,6697468300000.0,6543590300000.0,6975380000000.0,6081226500000.0,5011341000000.0,6512510500000.0,6220168000000.0,5273820300000.0,6238135000000.0,6311652600000.0,7087457300000.0,5853943000000.0,7056982500000.0
2052.0,7387863300000.0,6621175000000.0,6464597000000.0,6932645500000.0,6011216000000.0,4928726600000.0,6466625000000.0,6148316500000.0,5161502600000.0,6189025000000.0,6261502000000.0,7065943700000.0,5798067400000.0,7030583000000.0
2053.0,7392539000000.0,6522204600000.0,6406913700000.0,6912274300000.0,5915511000000.0,4833637600000.0,6409333000000.0,6088697000000.0,5026802600000.0,6093360000000.0,6228960300000.0,7029321000000.0,5709943500000.0,7006465300000.0
2054.0,7352928400000.0,6449940000000.0,6358522400000.0,6858912000000.0,5824049600000.0,4719827000000.0,6339362000000.0,6029440000000.0,4925916000000.0,6020323000000.0,6166600000000.0,7007063000000.0,5647850500000.0,6982698000000.0
2055.0,7318470700000.0,6388461000000.0,6245687000000.0,6841716000000.0,5733306000000.0,4660904000000.0,6246322000000.0,5943787500000.0,4856903400000.0,5944883300000.0,6076048600000.0,7000014500000.0,5541063000000.0,6956766000000.0
2056.0,7296882600000.0,6302930600000.0,6167991000000.0,6808696000000.0,5657877000000.0,4623511000000.0,6187492300000.0,5862784500000.0,4784322500000.0,5886193400000.0,5987136700000.0,6949092000000.0,5472987000000.0,6939052000000.0
2057.0,7286225000000.0,6244471000000.0,6147586000000.0,6783550000000.0,5571992000000.0,4573580000000.0,6143842700000.0,5792005600000.0,4648135600000.0,5827797700000.0,5956703400000.0,6889713000000.0,5368357000000.0,6866413000000.0
2058.0,7229389400000.0,6167240000000.0,6109777600000.0,6743637000000.0,5470749700000.0,4476691300000.0,6089862500000.0,5743121500000.0,4499678000000.0,5777523000000.0,5876867400000.0,6855352000000.0,5280432000000.0,6822168600000.0
2059.0,7151228000000.0,6070107400000.0,6044405700000.0,6712979400000.0,5392704700000.0,4403813000000.0,6054207000000.0,5704995000000.0,4388249700000.0,5704341500000.0,5868652000000.0,6807915300000.0,5220280000000.0,6803453000000.0
2060.0,7094017700000.0,5996728000000.0,5973145000000.0,6699762600000.0,5276440000000.0,4336428000000.0,5999905000000.0,5649244600000.0,4271978800000.0,5646659400000.0,5797988300000.0,6795111000000.0,5115054000000.0,6786688000000.0
2061.0,7105244000000.0,5954738000000.0,5887896300000.0,6700313600000.0,5229547000000.0,4273815700000.0,5959122400000.0,5602109600000.0,4170113600000.0,5596300000000.0,5714403700000.0,6753355300000.0,5011319300000.0,6735258000000.0
2062.0,7062874500000.0,5870913000000.0,5818695000000.0,6694775000000.0,5125419000000.0,4215270500000.0,5943948000000.0,5557270000000.0,4092581400000.0,5540158600000.0,5649420000000.0,6720473500000.0,4942069000000.0,6677847000000.0
2063.0,7052401000000.0,5806211700000.0,5776154300000.0,6678810000000.0,5064088400000.0,4161839000000.0,5900349000000.0,5433605500000.0,3974534800000.0,5509344000000.0,5570416000000.0,6674579000000.0,4889120300000.0,6633291000000.0
2064.0,7020130300000.0,5759489300000.0,5687083000000.0,6609009400000.0,5003594400000.0,4128938400000.0,5860338700000.0,5354411000000.0,3884569600000.0,5431318500000.0,5508193000000.0,6633883700000.0,4841869400000.0,6605142000000.0
2065.0,6976690000000.0,5680964000000.0,5635782000000.0,6560944000000.0,4907403000000.0,4031748000000.0,5814070000000.0,5274683000000.0,3785197400000.0,5374361000000.0,5443364600000.0,6623454000000.0,4776377000000.0,6566374300000.0
2066.0,6951388300000.0,5618883000000.0,5591113000000.0,6547878400000.0,4812149600000.0,3969669400000.0,5743876500000.0,5190623700000.0,3671060600000.0,5302320000000.0,5400224000000.0,6595460000000.0,4652026300000.0,6541119300000.0
2067.0,6942951000000.0,5550583600000.0,5507010000000.0,6527091500000.0,4721857300000.0,3918279000000.0,5636234000000.0,5104918300000.0,3568051200000.0,5245340000000.0,5353974000000.0,6594418400000.0,4549081300000.0,6535760000000.0
2068.0,6910403000000.0,5498719400000.0,5433509500000.0,6522530000000.0,4629662000000.0,3844848000000.0,5571158700000.0,5062971600000.0,3498339200000.0,5204103700000.0,5278658000000.0,6576890000000.0,4482354000000.0,6505344500000.0
2069.0,6860122000000.0,5439621000000.0,5363799000000.0,6444348300000.0,4530269300000.0,3754560300000.0,5497259000000.0,5004928000000.0,3415862700000.0,5123800000000.0,5239138000000.0,6544393000000.0,4382998700000.0,6488000600000.0
2070.0,6830880000000.0,5355849400000.0,5312709000000.0,6443219600000.0,4428479300000.0,3709299300000.0,5445155000000.0,4948869000000.0,3335097200000.0,5041285000000.0,5184646000000.0,6507837500000.0,4339707000000.0,6461421000000.0
2071.0,6792853600000.0,5286136400000.0,5257904000000.0,6382427000000.0,4341859000000.0,3623008300000.0,5415549500000.0,4880104000000.0,3244751800000.0,4961792000000.0,5146458000000.0,6487903600000.0,4252769500000.0,6437425000000.0
2072.0,6744674000000.0,5211243400000.0,5152241600000.0,6368440000000.0,4246113400000.0,3514217300000.0,5348242500000.0,4834529000000.0,3192869000000.0,4914871300000.0,5111958500000.0,6448648000000.0,4191868000000.0,6395889500000.0
2073.0,6697571600000.0,5149918000000.0,5050688600000.0,6339205500000.0,4151714300000.0,3415324500000.0,5271305000000.0,4763051600000.0,3096026000000.0,4846320000000.0,5049777400000.0,6435865400000.0,4121907000000.0,6363432000000.0
2074.0,6634764000000.0,5081326000000.0,4955149000000.0,6264746700000.0,4064445700000.0,3359613400000.0,5224896400000.0,4685938300000.0,3020501800000.0,4794274500000.0,5024650000000.0,6406514000000.0,4051836000000.0,6304231000000.0
2075.0,6637976300000.0,5013382000000.0,4893460000000.0,6201086000000.0,3978063800000.0,3309821200000.0,5176627300000.0,4636933000000.0,2905278500000.0,4749355000000.0,4983138000000.0,6370914500000.0,3952801500000.0,6280190000000.0
2076.0,6605567400000.0,4972383600000.0,4824196000000.0,6180480000000.0,3887563300000.0,3248532800000.0,5084454300000.0,4594724000000.0,2855462800000.0,4686333000000.0,4927212000000.0,6352407000000.0,3868100100000.0,6210711500000.0
2077.0,6540627500000.0,4906864000000.0,4736685000000.0,6104042000000.0,3811338400000.0,3159267700000.0,5031065600000.0,4534441600000.0,2798541000000.0,4612513000000.0,4863729600000.0,6327175000000.0,3794831100000.0,6192283000000.0
2078.0,6533147500000.0,4846317000000.0,4655292600000.0,6043184700000.0,3754788400000.0,3096857500000.0,4980509500000.0,4505804000000.0,2702012800000.0,4554786600000.0,4815400000000.0,6288567000000.0,3742150200000.0,6174815000000.0
2079.0,6470896000000.0,4787964000000.0,4572132000000.0,6024418000000.0,3682726300000.0,3041337500000.0,4926931500000.0,4412978000000.0,2621032400000.0,4448682000000.0,4739870000000.0,6249222500000.0,3669367200000.0,6158186000000.0
2080.0,6467752600000.0,4716615400000.0,4494770300000.0,5950408000000.0,3594742700000.0,2980238300000.0,4839376000000.0,4338638400000.0,2549472800000.0,4358284800000.0,4728067500000.0,6195295300000.0,3630482300000.0,6101229000000.0
2081.0,6416130000000.0,4664867000000.0,4425212500000.0,5927103600000.0,3522352600000.0,2905229800000.0,4775798000000.0,4310369000000.0,2462900800000.0,4294320000000.0,4695193000000.0,6155090300000.0,3557663400000.0,6061507000000.0
2082.0,6371019000000.0,4606779000000.0,4339350600000.0,5868429500000.0,3462736000000.0,2830428000000.0,4719257300000.0,4291778000000.0,2362022600000.0,4224034000000.0,4633425000000.0,6132172600000.0,3505393200000.0,6035852500000.0
2083.0,6353997300000.0,4553474000000.0,4301351300000.0,5808376000000.0,3388430400000.0,2761389000000.0,4652645000000.0,4255896800000.0,2295761000000.0,4158599700000.0,4579771500000.0,6095304000000.0,3435615000000.0,5982086000000.0
2084.0,6373040500000.0,4507108400000.0,4228176000000.0,5764911500000.0,3321218000000.0,2696772300000.0,4567284000000.0,4191586400000.0,2214746700000.0,4117575500000.0,4522423000000.0,6065915700000.0,3371712000000.0,5940800700000.0
2085.0,6353659600000.0,4439693000000.0,4163611700000.0,5722460400000.0,3254098600000.0,2676378300000.0,4502365700000.0,4136222000000.0,2162602900000.0,4060238800000.0,4484798000000.0,6009940000000.0,3299971700000.0,5909449300000.0
2086.0,6338910000000.0,4385136400000.0,4081691100000.0,5672756000000.0,3187745500000.0,2598457600000.0,4466949500000.0,4085766200000.0,2106417700000.0,4014384300000.0,4456664000000.0,5972541000000.0,3240793700000.0,5840691000000.0
2087.0,6329394000000.0,4323411500000.0,3987595600000.0,5653159500000.0,3094876000000.0,2548743300000.0,4417276300000.0,3981541600000.0,2036380700000.0,3966064700000.0,4392958000000.0,5970647000000.0,3168385000000.0,5803101700000.0
2088.0,6321576000000.0,4269654400000.0,3937272900000.0,5588375300000.0,3039343700000.0,2480876600000.0,4346257300000.0,3928986200000.0,1988634900000.0,3901705400000.0,4349260200000.0,5912334400000.0,3114432000000.0,5762801700000.0
2089.0,6304762400000.0,4200765600000.0,3876177800000.0,5565044000000.0,2958504200000.0,2416185700000.0,4260226700000.0,3855394300000.0,1919748400000.0,3844567500000.0,4298242800000.0,5826656000000.0,3064613600000.0,5723260000000.0
2090.0,6237763700000.0,4158605500000.0,3771984000000.0,5528470700000.0,2866224600000.0,2377356400000.0,4218670300000.0,3798081000000.0,1872625900000.0,3784233500000.0,4270099800000.0,5777493300000.0,3032288600000.0,5687626700000.0
2091.0,6173966700000.0,4117541400000.0,3691995000000.0,5448679300000.0,2798935600000.0,2337217400000.0,4159505700000.0,3752012000000.0,1829789900000.0,3736159600000.0,4246711300000.0,5750763000000.0,2962907000000.0,5651437000000.0
2092.0,6157906000000.0,4053366000000.0,3639163500000.0,5414844000000.0,2750158500000.0,2295186600000.0,4106600600000.0,3692747300000.0,1777074300000.0,3657714600000.0,4236394400000.0,5727088000000.0,2875349800000.0,5592998500000.0
2093.0,6136805700000.0,4008692700000.0,3558255400000.0,5334854000000.0,2696516200000.0,2245559000000.0,4069527000000.0,3672924200000.0,1746276500000.0,3599055200000.0,4166831800000.0,5708624000000.0,2796231900000.0,5544941700000.0
2094.0,6119997600000.0,3971330300000.0,3518414000000.0,5273456000000.0,2641694800000.0,2169259700000.0,4028907000000.0,3640703300000.0,1699111400000.0,3527394000000.0,4138218300000.0,5683714500000.0,2742745000000.0,5506989000000.0
2095.0,6043450000000.0,3908818000000.0,3467638000000.0,5212530000000.0,2557262000000.0,2117217300000.0,3954777300000.0,3584151000000.0,1644313400000.0,3462231200000.0,4149023900000.0,5667947000000.0,2691643200000.0,5460754000000.0
2096.0,6023868300000.0,3840855500000.0,3410692100000.0,5147975500000.0,2510527100000.0,2082406400000.0,3922702400000.0,3553503700000.0,1595517800000.0,3415687300000.0,4103080500000.0,5654538400000.0,2638151000000.0,5417554400000.0
2097.0,5992823700000.0,3804981000000.0,3344919200000.0,5095324400000.0,2445635700000.0,2038598500000.0,3844264400000.0,3514265800000.0,1552856100000.0,3385909600000.0,4049752000000.0,5620697000000.0,2581911000000.0,5396751000000.0
2098.0,5970792500000.0,3770463300000.0,3275193600000.0,5043256000000.0,2400995500000.0,2006504000000.0,3770615000000.0,3449716200000.0,1498942300000.0,3343247200000.0,4012644000000.0,5570448000000.0,2542003600000.0,5347282500000.0
2099.0,5928184700000.0,3729515000000.0,3226750200000.0,4988646000000.0,2346725700000.0,1957201000000.0,3710102000000.0,3409455300000.0,1435591000000.0,3275373400000.0,3975695000000.0,5539660000000.0,2490950700000.0,5303942000000.0
2100.0,5892060000000.0,3702868100000.0,3181214000000.0,4955468000000.0,2285932000000.0,1912818600000.0,3673265300000.0,3363795400000.0,1387434300000.0,3225927300000.0,3958393500000.0,5520771000000.0,2435450700000.0,5281680000000.0
