time,CNRM-CM6-1,IITM-ESM,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL,EC-EARTH3,MIROC6,CESM2-WACCM,TAIESM1,KACE-1-0-G,MRI-ESM2-0,MPI-ESM1-2-HR,CANESM5,GFDL-ESM4
2000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0
2001.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0
2002.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0
2003.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0
2004.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0
2005.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0
2006.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0
2007.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0
2008.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0
2009.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0
2010.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0
2011.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0
2012.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0
2013.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0
2014.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0
2015.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0
2016.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0
2017.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0
2018.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0
2019.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0
2021.0,8101383000000.0,8104891600000.0,8074205000000.0,8090815000000.0,8085404000000.0,8078329600000.0,8092696700000.0,8093913600000.0,8091069000000.0,8098686700000.0,8045438000000.0,8108644000000.0,8103499000000.0,8100864000000.0
2022.0,8111753500000.0,8056507700000.0,8046428300000.0,8022735000000.0,8035191000000.0,7940538000000.0,8022566400000.0,8018243000000.0,8003382000000.0,8062021700000.0,8004675600000.0,8067251000000.0,8071971000000.0,8032658400000.0
2023.0,8065598400000.0,7999984000000.0,7983217500000.0,7992140000000.0,8000207600000.0,7817670400000.0,7994984000000.0,8015905300000.0,7937824700000.0,8030050000000.0,7950561000000.0,8056648000000.0,7984451000000.0,8035830000000.0
2024.0,8040056600000.0,7966292400000.0,7951204500000.0,7923946000000.0,7999131000000.0,7736796400000.0,7950309500000.0,8014659600000.0,7853847000000.0,8003466600000.0,7924075000000.0,8037146300000.0,7946232700000.0,8005551700000.0
2025.0,8004518300000.0,7949200000000.0,7915136600000.0,7874279000000.0,7950406500000.0,7640374600000.0,7909375000000.0,7965391000000.0,7793599000000.0,7955855000000.0,7840782000000.0,8009223000000.0,7863978700000.0,7970854300000.0
2026.0,7964022000000.0,7902778600000.0,7870589000000.0,7824973000000.0,7900655000000.0,7571923000000.0,7861436000000.0,7908338700000.0,7704355500000.0,7921495700000.0,7767932000000.0,7961612000000.0,7803263000000.0,7925572600000.0
2027.0,7953540700000.0,7885809500000.0,7809337000000.0,7798430600000.0,7857191000000.0,7461651600000.0,7841315300000.0,7798997000000.0,7628119000000.0,7884590000000.0,7662437700000.0,7901350500000.0,7787045000000.0,7909984400000.0
2028.0,7948747000000.0,7870449000000.0,7772825000000.0,7700460000000.0,7836384400000.0,7350283400000.0,7801165300000.0,7781571600000.0,7552918600000.0,7850492400000.0,7595401700000.0,7873951000000.0,7713048000000.0,7868260000000.0
2029.0,7931794300000.0,7835995000000.0,7720157000000.0,7618519000000.0,7778641400000.0,7256749400000.0,7746582000000.0,7777640500000.0,7447585000000.0,7770941700000.0,7524510600000.0,7857721300000.0,7666802400000.0,7856563700000.0
2030.0,7914724000000.0,7837235000000.0,7675619000000.0,7587032000000.0,7708810400000.0,7143070600000.0,7697579600000.0,7715639000000.0,7336819700000.0,7710597700000.0,7455199700000.0,7854550400000.0,7585761600000.0,7823635000000.0
2031.0,7924840700000.0,7785520600000.0,7620916000000.0,7549181000000.0,7664089700000.0,7008105000000.0,7644620000000.0,7614750500000.0,7226748000000.0,7643023300000.0,7369832500000.0,7823680000000.0,7518983000000.0,7766047000000.0
2032.0,7904444000000.0,7724815000000.0,7594319500000.0,7491719500000.0,7616523700000.0,6920784000000.0,7566834000000.0,7526812000000.0,7149321700000.0,7562485300000.0,7316348000000.0,7807142700000.0,7458014600000.0,7751695000000.0
2033.0,7869634000000.0,7696106000000.0,7528353000000.0,7413096000000.0,7527617500000.0,6874296000000.0,7502114600000.0,7464856600000.0,7090426000000.0,7512812700000.0,7257353000000.0,7803306000000.0,7357755600000.0,7730357000000.0
