time,UKESM1-0-LL,IPSL-CM6A-LR,IITM-ESM,GFDL-ESM4,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,TAIESM1,CESM2-WACCM
2049.0,6289908000000.0,6495555000000.0,6594561600000.0,6926460000000.0,7106814000000.0,6430115500000.0,6135446000000.0,5646618500000.0,6599688600000.0
2050.0,6190625000000.0,6435693000000.0,6540903300000.0,6873961000000.0,7059349000000.0,6368480700000.0,6048921000000.0,5510807000000.0,6524969000000.0
2051.0,6033750000000.0,6380109000000.0,6472824500000.0,6851961300000.0,7039218000000.0,6287258000000.0,5935799500000.0,5424481000000.0,6449324000000.0
2052.0,5921311000000.0,6291580000000.0,6381067000000.0,6829478000000.0,7012735000000.0,6205460000000.0,5804487300000.0,5255818400000.0,6370105500000.0
2053.0,5823275700000.0,6237644000000.0,6309763600000.0,6792633000000.0,6961789700000.0,6169727300000.0,5674883000000.0,5135396000000.0,6305553600000.0
2054.0,5718503600000.0,6154104000000.0,6248814000000.0,6750915000000.0,6936943000000.0,6108465300000.0,5598670000000.0,5021352000000.0,6221376500000.0
2055.0,5628256300000.0,6130603000000.0,6204010000000.0,6709724000000.0,6933436700000.0,6026088700000.0,5506833300000.0,4953235000000.0,6189955400000.0
2056.0,5556449300000.0,6023523300000.0,6140966000000.0,6628942300000.0,6887924300000.0,5950560300000.0,5445756400000.0,4862536000000.0,6118487600000.0
2057.0,5455701000000.0,5931900300000.0,6065696500000.0,6617320000000.0,6867135000000.0,5862837000000.0,5353165000000.0,4765343300000.0,6048203000000.0
2058.0,5359144500000.0,5866747600000.0,5993284500000.0,6578676700000.0,6840492500000.0,5739268000000.0,5270033400000.0,4638950000000.0,5986653000000.0
2059.0,5256066000000.0,5786265000000.0,5927825600000.0,6529449000000.0,6794603000000.0,5681662400000.0,5235176600000.0,4554384500000.0,5888558000000.0
2060.0,5142729500000.0,5699641300000.0,5866281000000.0,6523467000000.0,6788659000000.0,5628460000000.0,5176745300000.0,4424776300000.0,5799020600000.0
2061.0,5041381400000.0,5613262000000.0,5797531000000.0,6514366000000.0,6754142000000.0,5549016000000.0,5061770000000.0,4317345000000.0,5772555600000.0
2062.0,4947244000000.0,5534772000000.0,5742393000000.0,6472088000000.0,6716116000000.0,5475683000000.0,4968932000000.0,4208399700000.0,5674936000000.0
2063.0,4881901000000.0,5409173700000.0,5687761000000.0,6422838400000.0,6671778000000.0,5430789500000.0,4874035000000.0,4109837800000.0,5604820600000.0
2064.0,4784842000000.0,5345837600000.0,5631619600000.0,6367546000000.0,6649192000000.0,5363659700000.0,4761112300000.0,4022256300000.0,5547866000000.0
2065.0,4677557000000.0,5263042500000.0,5558270700000.0,6323265000000.0,6605953000000.0,5287028700000.0,4679415600000.0,3939847600000.0,5448871000000.0
2066.0,4571006000000.0,5168471000000.0,5502459700000.0,6270866000000.0,6570080000000.0,5257724000000.0,4605653000000.0,3809239000000.0,5411296000000.0
2067.0,4477449000000.0,5109033500000.0,5425851300000.0,6230748700000.0,6530552300000.0,5199085000000.0,4518146000000.0,3680788000000.0,5386147000000.0
2068.0,4383012300000.0,5072960000000.0,5360135400000.0,6160689000000.0,6505043600000.0,5158756000000.0,4470579000000.0,3592596000000.0,5297695400000.0
2069.0,4304234000000.0,4982039400000.0,5307449000000.0,6132461000000.0,6472018700000.0,5087013400000.0,4373394200000.0,3503718700000.0,5198631000000.0
2070.0,4187221100000.0,4880986500000.0,5231876000000.0,6089756600000.0,6420764300000.0,5032935000000.0,4281764700000.0,3406429700000.0,5107398000000.0
2071.0,4075819600000.0,4773001000000.0,5181100000000.0,6043205600000.0,6357243700000.0,4987947600000.0,4201113700000.0,3310839000000.0,5026145000000.0
2072.0,3976902500000.0,4651273400000.0,5114568400000.0,6033374700000.0,6315322000000.0,4906330000000.0,4115289300000.0,3191569600000.0,4984522000000.0
2073.0,3886833200000.0,4549345500000.0,5040614000000.0,5964361600000.0,6300603000000.0,4854800400000.0,4023358600000.0,3099740300000.0,4933579000000.0
2074.0,3784931800000.0,4470635000000.0,4979978000000.0,5902801000000.0,6247229700000.0,4794544600000.0,3959389000000.0,3003236200000.0,4870319000000.0
2075.0,3691346100000.0,4348487400000.0,4909171700000.0,5853482600000.0,6194622000000.0,4748103600000.0,3863398600000.0,2916842000000.0,4781210000000.0
2076.0,3593253200000.0,4233787300000.0,4857410400000.0,5815302400000.0,6169753600000.0,4719629000000.0,3791573200000.0,2812104100000.0,4720728000000.0
2077.0,3485464300000.0,4099627300000.0,4790636500000.0,5739820600000.0,6144344500000.0,4636946000000.0,3696689200000.0,2732897300000.0,4634809700000.0
2078.0,3371826400000.0,3997994800000.0,4727740300000.0,5714607600000.0,6119363700000.0,4552781000000.0,3612771400000.0,2653894200000.0,4569334500000.0
2079.0,3267129000000.0,3867717700000.0,4657608400000.0,5653171500000.0,6075851000000.0,4483603000000.0,3563070700000.0,2557830000000.0,4506233300000.0
2080.0,3153987000000.0,3776992500000.0,4610991300000.0,5621589000000.0,6062670000000.0,4408223000000.0,3470231600000.0,2496740000000.0,4414073000000.0
2081.0,3055885200000.0,3671756600000.0,4550788000000.0,5564282700000.0,6015617000000.0,4359598600000.0,3396750800000.0,2412398200000.0,4356265200000.0
2082.0,2946696000000.0,3571274200000.0,4489471000000.0,5526121000000.0,5989261600000.0,4325628200000.0,3323681300000.0,2337740700000.0,4270639500000.0
2083.0,2867221800000.0,3493506600000.0,4434482000000.0,5490962000000.0,5935979000000.0,4246196700000.0,3244080000000.0,2239893600000.0,4225562600000.0
2084.0,2781912500000.0,3409328700000.0,4378014800000.0,5453651000000.0,5922920300000.0,4167751400000.0,3167971000000.0,2171557900000.0,4178147300000.0
2085.0,2691285000000.0,3320902600000.0,4323497200000.0,5388007000000.0,5900748000000.0,4065231000000.0,3076285800000.0,2098383600000.0,4090497900000.0
2086.0,2616971200000.0,3234877000000.0,4271813400000.0,5378029000000.0,5890884000000.0,4030918600000.0,3010942700000.0,2016998200000.0,4011099200000.0
2087.0,2559416000000.0,3130084000000.0,4209014200000.0,5321755000000.0,5866034600000.0,3941181200000.0,2948580000000.0,1950416800000.0,3999330700000.0
2088.0,2484665800000.0,3073158700000.0,4155774000000.0,5277660000000.0,5842098700000.0,3872769400000.0,2903386000000.0,1884844900000.0,3892609000000.0
2089.0,2408823000000.0,2962373200000.0,4085268000000.0,5245074000000.0,5802566400000.0,3818567000000.0,2832212000000.0,1830847900000.0,3830900300000.0
2090.0,2321605500000.0,2894428600000.0,4035236600000.0,5204536000000.0,5756133300000.0,3769905200000.0,2766518600000.0,1778660100000.0,3749750000000.0
2091.0,2246476800000.0,2814930600000.0,3980344400000.0,5176214000000.0,5709866500000.0,3697288200000.0,2705809700000.0,1719699600000.0,3687184900000.0
2092.0,2175507400000.0,2701570000000.0,3920486500000.0,5099419600000.0,5676969500000.0,3635353200000.0,2640982000000.0,1660107800000.0,3614948000000.0
2093.0,2093677300000.0,2639279000000.0,3867833500000.0,5064607400000.0,5635773600000.0,3599998600000.0,2610461100000.0,1602286000000.0,3535544000000.0
2094.0,2019259600000.0,2569117000000.0,3807405700000.0,5022572000000.0,5588969000000.0,3577788800000.0,2536692500000.0,1537029200000.0,3445574900000.0
2095.0,1957235400000.0,2495803600000.0,3758571700000.0,4987187400000.0,5510721000000.0,3523340400000.0,2474888400000.0,1475118800000.0,3404659200000.0
2096.0,1894101500000.0,2419845000000.0,3699072000000.0,4904286400000.0,5464050000000.0,3502788300000.0,2414862000000.0,1432801200000.0,3331722000000.0
2097.0,1819083800000.0,2338926600000.0,3627821000000.0,4820159700000.0,5427660600000.0,3423917000000.0,2360531200000.0,1382129700000.0,3296032200000.0
2098.0,1752610200000.0,2269303500000.0,3583602000000.0,4766446000000.0,5385080000000.0,3366654800000.0,2312884700000.0,1322308000000.0,3210950000000.0
2099.0,1688641600000.0,2177733800000.0,3542980800000.0,4715791000000.0,5360647000000.0,3346428300000.0,2238653100000.0,1269783000000.0,3156252000000.0
2100.0,1626730100000.0,2101792100000.0,3492496800000.0,4680412300000.0,5325522500000.0,3299686700000.0,2189358900000.0,1220081200000.0,3093300500000.0
