time,CCSM4,CESM1-CAM5
2000.0,49341260000.0,49341260000.0
2001.0,49257226000.0,49257226000.0
2002.0,49046190000.0,49046190000.0
2003.0,49172630000.0,49172630000.0
2004.0,50088610000.0,50088610000.0
2005.0,49808093000.0,49808093000.0
2006.0,49791450000.0,49791450000.0
2007.0,49232814000.0,49232814000.0
2008.0,48987693000.0,48987693000.0
2009.0,48942470000.0,48942470000.0
2010.0,48961634000.0,48961634000.0
2011.0,50115035000.0,50115035000.0
2012.0,48952136000.0,48952136000.0
2013.0,48673700000.0,48673700000.0
2014.0,48624456000.0,48624456000.0
2015.0,48579228000.0,48579228000.0
2016.0,48524743000.0,48524743000.0
2017.0,48460000000.0,48460000000.0
2018.0,48496124000.0,48496124000.0
2019.0,48612585000.0,48612585000.0
2020.0,48370627000.0,48370627000.0
2021.0,47906853000.0,48075200000.0
2022.0,47838454000.0,47841694000.0
2023.0,47722490000.0,47655485000.0
2024.0,47405910000.0,47486267000.0
2025.0,47422530000.0,47419585000.0
2026.0,47180415000.0,47237423000.0
2027.0,47124170000.0,47213375000.0
2028.0,46846714000.0,47076100000.0
2029.0,46786640000.0,46838608000.0
2030.0,46654816000.0,46587933000.0
2031.0,47313020000.0,46323937000.0
2032.0,46842364000.0,46547984000.0
2033.0,46258480000.0,46199804000.0
2034.0,45924827000.0,45761460000.0
2035.0,45719847000.0,45463433000.0
2036.0,45470953000.0,45255160000.0
2037.0,45215433000.0,44911137000.0
2038.0,44917027000.0,44711390000.0
2039.0,44603466000.0,44533957000.0
2040.0,44308296000.0,44279984000.0
2041.0,43913863000.0,44067620000.0
2042.0,43644670000.0,43623203000.0
2043.0,43310020000.0,43277234000.0
2044.0,43660812000.0,42894758000.0
2045.0,42704410000.0,42566540000.0
2046.0,42441160000.0,42414735000.0
2047.0,42174890000.0,41913037000.0
2048.0,41823224000.0,41753977000.0
2049.0,41469493000.0,41335235000.0
2050.0,41013735000.0,40895275000.0
2051.0,40676600000.0,40504156000.0
2052.0,40442626000.0,40371753000.0
2053.0,40120955000.0,39940520000.0
2054.0,39617655000.0,39559400000.0
2055.0,39212910000.0,39557070000.0
2056.0,38919340000.0,39888370000.0
2057.0,38503360000.0,38910490000.0
2058.0,38059053000.0,38435690000.0
2059.0,37652430000.0,39083470000.0
2060.0,37190844000.0,38428983000.0
2061.0,36856873000.0,37599633000.0
2062.0,36445130000.0,37080375000.0
2063.0,36056556000.0,36767506000.0
2064.0,35689574000.0,36443615000.0
2065.0,35267320000.0,36053330000.0
2066.0,34839863000.0,35590287000.0
2067.0,34351696000.0,35182772000.0
2068.0,33828830000.0,34773594000.0
2069.0,33321240000.0,34313929000.0
2070.0,32867607000.0,33850792000.0
2071.0,32446525000.0,33452001000.0
2072.0,31926424000.0,33033578000.0
2073.0,31379485000.0,32693030000.0
2074.0,30937334000.0,32263090000.0
2075.0,30445427000.0,31739013000.0
2076.0,29899950000.0,31149126000.0
2077.0,29476387000.0,30605707000.0
2078.0,29074545000.0,30199446000.0
2079.0,28632613000.0,29780072000.0
2080.0,28249168000.0,29084720000.0
2081.0,27728770000.0,28433920000.0
2082.0,27187167000.0,27843324000.0
2083.0,26760917000.0,27656960000.0
2084.0,26299230000.0,26942861000.0
2085.0,25772863000.0,26309972000.0
2086.0,25424294000.0,25731320000.0
2087.0,25029835000.0,25270532000.0
2088.0,24604600000.0,24775020000.0
2089.0,24808626000.0,24213715000.0
2090.0,23901463000.0,23602360000.0
2091.0,23425573000.0,23236452000.0
2092.0,23041358000.0,22727285000.0
2093.0,22692536000.0,22216330000.0
2094.0,22364641000.0,21802730000.0
2095.0,21975663000.0,21389302000.0
2096.0,21633753000.0,20725486000.0
2097.0,21289626000.0,20136468000.0
2098.0,20967303000.0,19632366000.0
2099.0,20670319000.0,19364286000.0
2100.0,20439034000.0,18905969000.0
2101.0,20122840000.0,18523363000.0
2102.0,19776707000.0,18088410000.0
2103.0,19475862000.0,17708972000.0
2104.0,19245146000.0,17194394000.0
2105.0,18954056000.0,16796583000.0
2106.0,18727140000.0,16658212000.0
2107.0,18459208000.0,16161419000.0
2108.0,18248151000.0,15818269000.0
2109.0,17983530000.0,15608152000.0
2110.0,17746561000.0,15297997000.0
2111.0,17505616000.0,15016382000.0
2112.0,17302927000.0,14688005000.0
2113.0,17039531000.0,14418437000.0
2114.0,16861187000.0,14155808000.0
2115.0,16604553000.0,13964603000.0
2116.0,16365734000.0,13716116000.0
2117.0,16146461000.0,13427636000.0
2118.0,15958861000.0,13249254000.0
2119.0,15778208000.0,13210779000.0
2120.0,15633090000.0,12910877000.0
2121.0,15446209000.0,12685263000.0
2122.0,15309208000.0,12445576000.0
2123.0,15167393000.0,12235482000.0
2124.0,15003245000.0,11997490000.0
2125.0,14828799000.0,11876860000.0
2126.0,14654713000.0,11633814000.0
2127.0,14575707000.0,11431602000.0
2128.0,14644199000.0,11271635000.0
2129.0,14365883000.0,11146142000.0
2130.0,14151458000.0,10938528000.0
2131.0,13981208000.0,10731174000.0
2132.0,13833820000.0,10562009000.0
2133.0,13712860000.0,10445899000.0
2134.0,13631410000.0,10263590000.0
2135.0,13472135000.0,10049260000.0
2136.0,13355178000.0,9926079000.0
2137.0,13204941000.0,9724199000.0
2138.0,13072594000.0,9552084000.0
2139.0,12936857000.0,9476531000.0
2140.0,12789895000.0,9512566000.0
2141.0,12650483000.0,9227933000.0
2142.0,12589244000.0,9066786000.0
2143.0,12423907000.0,9075782000.0
2144.0,12307991000.0,8886547000.0
2145.0,12168919000.0,8686350000.0
2146.0,12044244000.0,8560042000.0
2147.0,11920524000.0,8526124500.0
2148.0,11830266000.0,8326764000.0
2149.0,11723417000.0,8166126000.0
2150.0,11630773000.0,8093925000.0
2151.0,11524696000.0,8188332500.0
2152.0,11389085000.0,7953454600.0
2153.0,11274836000.0,7778265000.0
2154.0,11167224000.0,7797854000.0
2155.0,11063398000.0,7688280600.0
2156.0,10915474000.0,7502523000.0
2157.0,10780757000.0,7455348700.0
2158.0,10680752000.0,7341194000.0
2159.0,10547736000.0,7378338000.0
2160.0,10472125000.0,7200310000.0
2161.0,10368406000.0,7071025700.0
2162.0,10248093000.0,7972469000.0
2163.0,10145073000.0,7010474500.0
2164.0,10074507000.0,6919895600.0
2165.0,9931011000.0,6801761300.0
2166.0,9786973000.0,6736453600.0
2167.0,9712218000.0,6697377300.0
2168.0,9628371000.0,6679268400.0
2169.0,9470902000.0,7183275500.0
2170.0,9390800000.0,6645496000.0
2171.0,9349157000.0,6483326000.0
2172.0,9205761000.0,6378619400.0
2173.0,9099449000.0,6311425000.0
2174.0,8986616000.0,6252577300.0
2175.0,8916144000.0,6214525400.0
2176.0,8822718000.0,6193129500.0
2177.0,8726816000.0,6075921000.0
2178.0,8621897000.0,6007689700.0
2179.0,8553317400.0,6330544600.0
2180.0,8435786000.0,5898005500.0
2181.0,8363241000.0,5829968400.0
2182.0,8248513000.0,5776576000.0
2183.0,8184545300.0,5843527000.0
2184.0,8084698000.0,5828734500.0
2185.0,8002277400.0,5772968000.0
2186.0,7920885000.0,5689196500.0
2187.0,7821057500.0,5609971700.0
2188.0,7765102600.0,5616573000.0
2189.0,7669291000.0,5648129000.0
2190.0,7650350000.0,5533049300.0
2191.0,7759139300.0,5567810000.0
2192.0,7563440000.0,5471354000.0
2193.0,7493522000.0,5560235000.0
2194.0,7801847000.0,5449567700.0
2195.0,7526503400.0,5399709000.0
2196.0,7535239000.0,5365955600.0
2197.0,7324287000.0,5386673700.0
2198.0,7230834000.0,5345656300.0
2199.0,7170274000.0,5289140700.0
2200.0,7142786000.0,5246565000.0
2201.0,7060309500.0,5219991600.0
2202.0,7090688500.0,5205523500.0
2203.0,7214237700.0,5189747000.0
2204.0,6923526700.0,5178549000.0
2205.0,6898746000.0,5119452000.0
2206.0,6938058000.0,5095784000.0
2207.0,6863273000.0,5068110300.0
2208.0,6842801700.0,5047936500.0
2209.0,6764977700.0,5039592400.0
2210.0,7175210000.0,5028371500.0
2211.0,6992370000.0,4953597000.0
2212.0,6701397500.0,4941413400.0
2213.0,6697301000.0,4884670000.0
2214.0,6715843000.0,4901225000.0
2215.0,6579435000.0,4815290000.0
2216.0,6786419700.0,4789671400.0
2217.0,6643251700.0,4782025000.0
2218.0,6659623400.0,4759984600.0
2219.0,6593874000.0,4734128000.0
2220.0,6488425500.0,4707681300.0
2221.0,6451567600.0,4679287000.0
2222.0,6431179300.0,4651044400.0
2223.0,6426114600.0,4629844000.0
2224.0,6378872000.0,4617474600.0
2225.0,6346620400.0,4574664000.0
2226.0,6408125000.0,4666268700.0
2227.0,6371573000.0,4531588000.0
2228.0,6440933400.0,4534656000.0
2229.0,6312914000.0,4515400000.0
2230.0,6235800600.0,4649246000.0
2231.0,6237766700.0,4473857000.0
2232.0,6173993000.0,4501338600.0
2233.0,6299437000.0,4469713400.0
2234.0,6311196700.0,4445953500.0
2235.0,6180011000.0,4425318000.0
2236.0,6096718300.0,4387022000.0
2237.0,6082053000.0,4504213000.0
2238.0,6040010000.0,4478206500.0
2239.0,6077085700.0,4413330000.0
2240.0,6307719000.0,4465038000.0
2241.0,6145198000.0,4364578000.0
2242.0,6277974000.0,4374194700.0
2243.0,6038577700.0,4326793000.0
2244.0,6131478500.0,4307470300.0
2245.0,6058283000.0,4309347000.0
2246.0,6013699600.0,4301721600.0
2247.0,6064547300.0,4268174800.0
2248.0,5959961000.0,4303624000.0
2249.0,6234388500.0,4227130000.0
2250.0,6013320700.0,4241573600.0
2251.0,5922417000.0,4210973000.0
2252.0,5915393000.0,4298144000.0
2253.0,5892040000.0,4218947800.0
2254.0,5900535300.0,4182293500.0
2255.0,5896438300.0,4145658400.0
2256.0,5838465500.0,4218119000.0
2257.0,5815688700.0,4189735200.0
2258.0,5805488000.0,4117049000.0
2259.0,5790597600.0,4152827000.0
2260.0,5771582500.0,4089720800.0
2261.0,5785531000.0,4090274300.0
2262.0,5741317600.0,4074071000.0
2263.0,5727391000.0,4259075800.0
2264.0,5728796700.0,4128921300.0
