time,CSIRO-MK3-6-0,CESM1-CAM5,MPI-ESM-LR,NORESM1-M
2047.0,38467645000.0,41196630000.0,40426030000.0,39318483000.0
2048.0,37819540000.0,40951624000.0,39981400000.0,38900466000.0
2049.0,37198740000.0,40500880000.0,39503500000.0,38460630000.0
2050.0,36682680000.0,40051570000.0,39142010000.0,37843000000.0
2051.0,36060050000.0,39636360000.0,38582534000.0,37244125000.0
2052.0,35681436000.0,39700656000.0,38471280000.0,36688364000.0
2053.0,35035218000.0,39150952000.0,37764460000.0,36220617000.0
2054.0,34562190000.0,38633955000.0,37197275000.0,35805503000.0
2055.0,34234892000.0,38166864000.0,36756330000.0,35110973000.0
2056.0,33339988000.0,37714320000.0,36297730000.0,34584117000.0
2057.0,32531829000.0,37277280000.0,35677913000.0,33930723000.0
2058.0,31778600000.0,36972134000.0,35229540000.0,33507863000.0
2059.0,31113951000.0,36636650000.0,36285694000.0,32874875000.0
2060.0,30769132000.0,36016312000.0,34282437000.0,32404218000.0
2061.0,30453967000.0,35941507000.0,34023766000.0,31987640000.0
2062.0,29472307000.0,35183610000.0,33746921000.0,31432374000.0
2063.0,28811932000.0,34649170000.0,34151248000.0,30984565000.0
2064.0,28335456000.0,34127616000.0,33033476000.0,30469394000.0
2065.0,27716628000.0,33703922000.0,32561529000.0,29935591000.0
2066.0,27136086000.0,33562323000.0,31988955000.0,29452130000.0
2067.0,26588203000.0,33187113000.0,31577018000.0,28888396000.0
2068.0,26034874000.0,32660836000.0,31098282000.0,28556882000.0
2069.0,25783812000.0,32191105000.0,30585920000.0,27917165000.0
2070.0,24899002000.0,31855225000.0,30698512000.0,27471910000.0
2071.0,24413684000.0,31336240000.0,31445658000.0,27042079000.0
2072.0,23764384000.0,30890613000.0,29595724000.0,26679116000.0
2073.0,23426327000.0,30610538000.0,29143818000.0,26268672000.0
2074.0,22861140000.0,30277145000.0,28656032000.0,25876222000.0
2075.0,22311653000.0,29871081000.0,28255770000.0,25518592000.0
2076.0,21983064000.0,29419270000.0,27720567000.0,25084873000.0
2077.0,21459940000.0,28948472000.0,27378393000.0,24715049000.0
2078.0,21124792000.0,28501377000.0,27317785000.0,24241947000.0
2079.0,20719532000.0,28530391000.0,27319505000.0,23765270000.0
2080.0,20362768000.0,27799970000.0,26846052000.0,23452684000.0
2081.0,19910860000.0,27432272000.0,26445486000.0,23081474000.0
2082.0,19855135000.0,27014867000.0,28000720000.0,22675562000.0
2083.0,19505020000.0,26656481000.0,26161359000.0,22271349000.0
2084.0,19009454000.0,26344032000.0,25415664000.0,21860413000.0
2085.0,18720668000.0,25969177000.0,25354107000.0,21779485000.0
2086.0,18575868000.0,25595180000.0,24943850000.0,21278753000.0
2087.0,18241477000.0,25238772000.0,24849934000.0,20897452000.0
2088.0,17884050000.0,24799609000.0,24503760000.0,20562055000.0
2089.0,17808163000.0,24413002000.0,24354707000.0,20248162000.0
2090.0,17493455000.0,24023896000.0,23809985000.0,20360255000.0
2091.0,17137203000.0,23761830000.0,23410467000.0,19842920000.0
2092.0,16966052000.0,23374432000.0,23102534000.0,19533302000.0
2093.0,16786541000.0,23272364000.0,22718646000.0,19278787000.0
2094.0,16507348000.0,22961357000.0,22562978000.0,18936451000.0
2095.0,16328342000.0,22583517000.0,22377724000.0,18657958000.0
2096.0,16082220000.0,22243107000.0,23045155000.0,18368035000.0
2097.0,15950267000.0,21964823000.0,22049602000.0,18795203000.0
2098.0,15852513000.0,21808990000.0,21738985000.0,17967555000.0
2099.0,15494567000.0,21487718000.0,21503658000.0,17730828000.0
2100.0,15337639000.0,21223047000.0,21302944000.0,17506935000.0
2101.0,15074747000.0,21044216000.0,22437937000.0,17344582000.0
2102.0,14865184000.0,21544784000.0,21406464000.0,17114370000.0
2103.0,14771286000.0,20638470000.0,21673005000.0,16869908000.0
2104.0,14761533000.0,20309053000.0,23157633000.0,16678097000.0
2105.0,14483868000.0,20099586000.0,21326970000.0,16474847000.0
2106.0,14437643000.0,19848223000.0,21711647000.0,16429626000.0
2107.0,14188937000.0,21005388000.0,20956664000.0,16149222000.0
2108.0,14197843000.0,19917142000.0,21614055000.0,15911926000.0
2109.0,13972073000.0,19520004000.0,20655469000.0,16043624000.0
2110.0,13816675000.0,19196125000.0,20260612000.0,15862049000.0
2111.0,13600796000.0,18987004000.0,19866350000.0,15675690000.0
2112.0,13667919000.0,18751030000.0,19944417000.0,15494357000.0
2113.0,13853691000.0,18520715000.0,19588467000.0,15340112000.0
2114.0,13328174000.0,18273827000.0,19420099000.0,15219714000.0
2115.0,13118691000.0,18431945000.0,20425832000.0,15075576000.0
2116.0,12957441000.0,17982314000.0,19229411000.0,15154584000.0
2117.0,12844570000.0,17933623000.0,18983930000.0,14817528000.0
2118.0,12736446000.0,17629342000.0,19346997000.0,14748983000.0
2119.0,12699289000.0,18632950000.0,19140024000.0,14627830000.0
2120.0,12518292000.0,17381974000.0,18797623000.0,15156257000.0
2121.0,12380493000.0,17158054000.0,18594896000.0,14337536000.0
2122.0,12426689000.0,16969647000.0,18561700000.0,14260631000.0
2123.0,12255036000.0,16831629000.0,18310806000.0,14092026000.0
2124.0,12643680000.0,16657428000.0,18394808000.0,14109065000.0
2125.0,12047657000.0,17061577000.0,18362327000.0,14117902000.0
2126.0,11884415000.0,18828431000.0,17962120000.0,13831015000.0
2127.0,12083700000.0,16804644000.0,17933177000.0,13809163000.0
2128.0,11867866000.0,16440103000.0,17731125000.0,13570995000.0
2129.0,11697364000.0,16235728000.0,17966810000.0,13486410000.0
2130.0,11514295000.0,16064637000.0,17979181000.0,13368405000.0
2131.0,11447170000.0,16008849000.0,17527103000.0,13227121000.0
2132.0,11362808000.0,16186446000.0,17324644000.0,13203081000.0
2133.0,11330492000.0,15851202000.0,17509430000.0,13020202000.0
2134.0,11268464000.0,15673170000.0,17296146000.0,12938850000.0
2135.0,11173789000.0,17391810000.0,19831923000.0,12812780000.0
2136.0,11058533000.0,15825798000.0,19071392000.0,12795041000.0
2137.0,10974355000.0,15522151000.0,17876400000.0,12772073000.0
2138.0,10836591000.0,15366493000.0,17179939000.0,12707038000.0
2139.0,10706357000.0,15280780000.0,17421435000.0,12699311000.0
2140.0,10784038000.0,15171635000.0,16820184000.0,12580814000.0
2141.0,10612293000.0,15115200000.0,17256022000.0,12545587000.0
2142.0,10593461000.0,14972476000.0,16520786000.0,12394242000.0
2143.0,10386690000.0,14886773000.0,16528913000.0,12231337000.0
2144.0,10603476000.0,14870620000.0,17274042000.0,12173910000.0
2145.0,10237360000.0,15500046000.0,16468119000.0,12077541000.0
2146.0,10126810000.0,14838616000.0,16375953000.0,11974769000.0
2147.0,10050727000.0,14650301000.0,16534451000.0,11927387000.0
2148.0,9937097000.0,14524002000.0,16113508000.0,12090056000.0
2149.0,9976888000.0,14369855000.0,16019927000.0,11812420000.0
2150.0,9747543000.0,14303254000.0,15907907000.0,12013059000.0
2151.0,9659078000.0,14475452000.0,15797795000.0,11715540000.0
2152.0,9657846000.0,14200425000.0,15705653000.0,11839044000.0
2153.0,9494046000.0,14116656000.0,16488828000.0,11705283000.0
2154.0,10071654000.0,14167919000.0,15687615000.0,11486668000.0
2155.0,9586748000.0,13939018000.0,15552956000.0,11471892000.0
2156.0,9346383000.0,13797772000.0,15446942000.0,11305145000.0
2157.0,9250856000.0,14492924000.0,15502428000.0,11240559000.0
2158.0,9266861000.0,13653591000.0,16813663000.0,11111660000.0
2159.0,9199352000.0,13532843000.0,15320052000.0,11130614000.0
2160.0,9107483000.0,13518436000.0,15541713000.0,11142044000.0
2161.0,8914306000.0,13387196000.0,15200114000.0,11200040000.0
2162.0,8985630000.0,13253920000.0,15251921000.0,11024297000.0
2163.0,8877846000.0,13183010000.0,14948153000.0,10931872000.0
2164.0,8732617000.0,13033773000.0,15143734000.0,10761167000.0
2165.0,8666610000.0,12972127000.0,15065693000.0,10711944000.0
2166.0,8696772000.0,13183169000.0,14815907000.0,10627560000.0
2167.0,8643100000.0,12879608000.0,14669056000.0,10665870000.0
2168.0,8452951000.0,12792183000.0,14561885000.0,10476190000.0
2169.0,8345099300.0,12716894000.0,16277473000.0,10403334000.0
2170.0,8234608600.0,12648892000.0,14793355000.0,10515961000.0
2171.0,8140711000.0,13374499000.0,14509057000.0,10513653000.0
2172.0,8101599000.0,12633510000.0,14760879000.0,10413298000.0
2173.0,8060896000.0,12815047000.0,14360083000.0,10203776000.0
2174.0,8012783600.0,13127390000.0,14214498000.0,10170230000.0
2175.0,7989912600.0,12402842000.0,14151530000.0,10065087000.0
2176.0,7903760000.0,12264997000.0,14014537000.0,10036261000.0
2177.0,7859509000.0,12142105000.0,13954223000.0,9956842000.0
2178.0,7788641000.0,12054525000.0,13864593000.0,9957812000.0
2179.0,7741866500.0,12014385000.0,13757390000.0,9827300000.0
2180.0,7671931400.0,11967205000.0,13735586000.0,9916795000.0
2181.0,7595529700.0,11847819000.0,17035126000.0,9814616000.0
2182.0,7614753000.0,11866303000.0,14721115000.0,9857068000.0
2183.0,7496829400.0,11968844000.0,13901932000.0,9644205000.0
2184.0,7431704600.0,11665711000.0,13575641000.0,9641785000.0
2185.0,7377445400.0,11624790000.0,13455051000.0,9562121000.0
2186.0,7438630400.0,11561498000.0,19622574000.0,9606179000.0
2187.0,7263008000.0,11476418000.0,14010977000.0,10679879000.0
2188.0,7244710400.0,11588793000.0,14048314000.0,9806791000.0
2189.0,7198899700.0,11520172000.0,14010345000.0,9575693000.0
2190.0,7097943000.0,11440923000.0,14391213000.0,9402459000.0
2191.0,7084593000.0,11359130000.0,13387556000.0,9343554000.0
2192.0,7046645000.0,11247907000.0,13247736000.0,9602023000.0
2193.0,7014494000.0,11207145000.0,13030065000.0,9622839000.0
2194.0,6945060400.0,11224851000.0,13100948000.0,9423563000.0
2195.0,7004344300.0,11029131000.0,13846531000.0,9308258000.0
2196.0,6881928700.0,10992041000.0,13372699000.0,9243038000.0
2197.0,6870905000.0,10920110000.0,12839976000.0,10170240000.0
2198.0,6788840400.0,10864947000.0,12873417000.0,9309993000.0
2199.0,6981764000.0,10843966000.0,12729417000.0,9384239000.0
2200.0,6722326500.0,10717647000.0,15720310000.0,9560269000.0
2201.0,6734561300.0,10694920000.0,14322219000.0,9579866000.0
2202.0,6628125700.0,10676767000.0,13216719000.0,9272665000.0
2203.0,6601729000.0,10594178000.0,13442367000.0,9343193000.0
2204.0,6496557000.0,10538784000.0,12855337000.0,9267092000.0
2205.0,6467297000.0,10459950000.0,12821663000.0,9759428000.0
2206.0,6468037600.0,10446509000.0,12579784000.0,9072113000.0
2207.0,6464239000.0,10585641000.0,12866348000.0,8975879000.0
2208.0,6379999700.0,10383779000.0,12658393000.0,8983166000.0
2209.0,6332962000.0,10312184000.0,13044333000.0,8978823000.0
2210.0,6254707000.0,10238425000.0,12562969000.0,9770609000.0
2211.0,6266202000.0,10176995000.0,12542502000.0,9200236000.0
2212.0,6282884600.0,10125971000.0,12369204000.0,9096065000.0
2213.0,6304452000.0,10107510000.0,12335487000.0,9080530000.0
2214.0,6304521000.0,10027426000.0,12268184000.0,8894444000.0
2215.0,7109922000.0,10004028000.0,12698526000.0,8880916000.0
2216.0,6360264700.0,9937920000.0,12255060000.0,8957790000.0
2217.0,6189335600.0,9915067000.0,12231041000.0,8876373000.0
2218.0,6083681300.0,10088678000.0,12428026000.0,8805701000.0
2219.0,6031771000.0,9835666000.0,12572598000.0,8736099000.0
2220.0,6001804000.0,9783472000.0,12099253000.0,8838006000.0
2221.0,5982289400.0,9768133000.0,11988775000.0,9121622000.0
2222.0,6078982700.0,9684993000.0,12409724000.0,8948334000.0
2223.0,5947905500.0,9642463000.0,11946951000.0,8807117000.0
2224.0,5914935000.0,9596384000.0,11892533000.0,8653495000.0
2225.0,5909157000.0,9544063000.0,13435323000.0,8611825000.0
2226.0,5814402600.0,9466567000.0,13083834000.0,8916496000.0
2227.0,5731942400.0,9543519000.0,12087849000.0,8677753000.0
2228.0,5685182000.0,9539508000.0,11820638000.0,9042398000.0
2229.0,5642850000.0,9361619000.0,11813145000.0,8662300000.0
2230.0,5639905000.0,9295686000.0,11633469000.0,8780484000.0
2231.0,5731134500.0,9200201000.0,11640650000.0,8828712000.0
2232.0,5566374000.0,10141229000.0,14356915000.0,8662437000.0
2233.0,5623172000.0,9346771000.0,12568113000.0,8659860000.0
2234.0,5618582500.0,9100563000.0,11623889000.0,8575213600.0
2235.0,5506222000.0,9107908000.0,11603876000.0,8742354000.0
2236.0,5495609300.0,9253884000.0,15866714000.0,9027698000.0
2237.0,5445838300.0,9003295000.0,11861750000.0,8603631000.0
2238.0,5405783600.0,8992154000.0,11659237000.0,8736357000.0
2239.0,5375146000.0,9076660000.0,12757363000.0,9498928000.0
2240.0,5364217000.0,8957554000.0,12907948000.0,8802490000.0
2241.0,5325161000.0,8848054000.0,14198389000.0,8621628000.0
2242.0,5355101700.0,8856759000.0,12026916000.0,8462537000.0
2243.0,5300293600.0,8805963000.0,11521638000.0,8689868000.0
2244.0,5377018400.0,8855406000.0,11669291000.0,8832746000.0
2245.0,5266550000.0,8738475000.0,12754634000.0,9398745000.0
2246.0,5254068000.0,8689426000.0,13069342000.0,8952420000.0
2247.0,5232775700.0,8826170000.0,11952151000.0,8703416000.0
2248.0,5249667600.0,8856057000.0,11562855000.0,8679759000.0
2249.0,5180562400.0,8620415000.0,11457230000.0,8459942400.0
2250.0,5144886000.0,8586150000.0,11362557000.0,8489482000.0
2251.0,5123000000.0,8528549400.0,12219292000.0,8434557400.0
2252.0,5244591000.0,8960326000.0,11334374000.0,9153016000.0
2253.0,5179297000.0,8557329000.0,11400704000.0,8708054000.0
2254.0,5243322400.0,8536384500.0,11199162000.0,9258720000.0
2255.0,5065909000.0,8455237000.0,12628239000.0,8817658000.0
2256.0,5061579000.0,8562287000.0,13081137000.0,8529337300.0
2257.0,5000604700.0,8443715000.0,11219045000.0,8692233000.0
2258.0,5177029600.0,8540403000.0,11088284000.0,8635204000.0
2259.0,4984272000.0,8494618000.0,11011230000.0,8452346400.0
2260.0,4928244000.0,8401412000.0,11243917000.0,8474634000.0
2261.0,4894213000.0,8556044000.0,10943590000.0,8616113000.0
2262.0,5009756000.0,8358767000.0,11115510000.0,8763685000.0
2263.0,5106872300.0,8315434500.0,11409895000.0,9015951000.0
2264.0,4858089500.0,8352136000.0,10886120000.0,8516854300.0
2265.0,4814591500.0,8349850000.0,11191767000.0,8416193500.0
2266.0,4807524400.0,8258429400.0,10893412000.0,8382402600.0
2267.0,4850250000.0,8236478500.0,12157702000.0,8410367000.0
2268.0,4769791500.0,8501703000.0,10927644000.0,8381018000.0
2269.0,4773052000.0,8459101700.0,10758131000.0,8403468300.0
2270.0,4750939600.0,8544729000.0,11018343000.0,8634320000.0
2271.0,4723036700.0,8289787000.0,11143188000.0,8347922400.0
2272.0,4873625600.0,8395328500.0,10645505000.0,8298265600.0
2273.0,4804288000.0,8581992000.0,11107489000.0,8296216000.0
2274.0,4675709000.0,8420844000.0,10597267000.0,8303376000.0
2275.0,4673933000.0,9251541000.0,13514059000.0,8270996000.0
2276.0,4730951000.0,8464294400.0,14026254000.0,8296817000.0
2277.0,4625338400.0,8561459700.0,11377611000.0,8329847000.0
2278.0,4607551500.0,8447955500.0,11588601000.0,8311587300.0
2279.0,4819247000.0,8427164000.0,10943348000.0,8224681000.0
2280.0,4825736700.0,8508197000.0,12610158000.0,8193119000.0
2281.0,5072846300.0,8622982000.0,11618947000.0,8218419000.0
2282.0,4657131500.0,9227858000.0,10725098000.0,8194508000.0
2283.0,4599552500.0,8518542300.0,11825385000.0,8181165000.0
2284.0,4557376000.0,8501145000.0,11027612000.0,8502187500.0
2285.0,5900522000.0,8408824300.0,10597977000.0,8187905000.0
2286.0,4811223600.0,8531249700.0,10556376000.0,8178764300.0
2287.0,4774501400.0,8387777000.0,11215329000.0,8203474400.0
2288.0,4634086400.0,8467430400.0,10515396000.0,8271342600.0
2289.0,4596896300.0,8362234000.0,10395970000.0,8177658000.0
2290.0,4630495700.0,8424867300.0,10392782000.0,8171831000.0
2291.0,4584852000.0,8437157000.0,10850811000.0,8078093300.0
2292.0,4554345000.0,8971461000.0,10827086000.0,8315342300.0
2293.0,4513926000.0,8443357700.0,10672425000.0,8063073300.0
2294.0,5162587000.0,8892003000.0,10632831000.0,8028772000.0
2295.0,5062165500.0,8475402000.0,11506302000.0,8030764000.0
2296.0,4580961300.0,8472480000.0,10292391000.0,8018534400.0
2297.0,4600260000.0,8391007700.0,10271844000.0,8575136300.0
2298.0,4547253000.0,8452828700.0,10220585000.0,8191846000.0
2299.0,5532826000.0,8454740000.0,11499854000.0,8028134000.0
2300.0,4739919400.0,8345454600.0,10987826000.0,7954214000.0
