time,CESM1-CAM5,CANESM2,MPI-ESM-LR
2000.0,49341260000.0,49341260000.0,49341260000.0
2001.0,49257226000.0,49257226000.0,49257226000.0
2002.0,49046190000.0,49046190000.0,49046190000.0
2003.0,49172630000.0,49172630000.0,49172630000.0
2004.0,50088610000.0,50088610000.0,50088610000.0
2005.0,49808093000.0,49808093000.0,49808093000.0
2006.0,49791450000.0,49791450000.0,49791450000.0
2007.0,49232814000.0,49232814000.0,49232814000.0
2008.0,48987693000.0,48987693000.0,48987693000.0
2009.0,48942470000.0,48942470000.0,48942470000.0
2010.0,48961634000.0,48961634000.0,48961634000.0
2011.0,50115035000.0,50115035000.0,50115035000.0
2012.0,48952136000.0,48952136000.0,48952136000.0
2013.0,48673700000.0,48673700000.0,48673700000.0
2014.0,48624456000.0,48624456000.0,48624456000.0
2015.0,48579228000.0,48579228000.0,48579228000.0
2016.0,48524743000.0,48524743000.0,48524743000.0
2017.0,48460000000.0,48460000000.0,48460000000.0
2018.0,48496124000.0,48496124000.0,48496124000.0
2019.0,48612585000.0,48612585000.0,48612585000.0
2020.0,48370627000.0,48370627000.0,48370627000.0
2021.0,47976000000.0,48216390000.0,48046465000.0
2022.0,47849914000.0,48109050000.0,47898090000.0
2023.0,47514810000.0,47647000000.0,47549174000.0
2024.0,47225250000.0,47665180000.0,47613120000.0
2025.0,47337650000.0,47326233000.0,47273540000.0
2026.0,47329170000.0,47710253000.0,47016040000.0
2027.0,46671622000.0,46998390000.0,46824400000.0
2028.0,46343156000.0,46762240000.0,46790780000.0
2029.0,46104750000.0,46423065000.0,46357690000.0
2030.0,45927390000.0,48045340000.0,46117356000.0
2031.0,45581410000.0,46232715000.0,45941166000.0
2032.0,45224944000.0,45781717000.0,45658290000.0
2033.0,45062380000.0,45342940000.0,45274950000.0
2034.0,44589960000.0,45508000000.0,45077610000.0
2035.0,44229100000.0,45106890000.0,45112830000.0
2036.0,43938930000.0,45108404000.0,44787010000.0
2037.0,43567133000.0,44396855000.0,45429160000.0
2038.0,43579250000.0,44015120000.0,44470563000.0
2039.0,43176730000.0,43743965000.0,44133945000.0
2040.0,42809080000.0,43352420000.0,43764180000.0
2041.0,42406183000.0,42862023000.0,43429500000.0
2042.0,41849000000.0,42431807000.0,43261436000.0
2043.0,41233710000.0,41921225000.0,43499176000.0
2044.0,41009484000.0,41674584000.0,43146007000.0
2045.0,40622785000.0,41417770000.0,42717532000.0
2046.0,40040514000.0,40828568000.0,42141590000.0
2047.0,39591633000.0,40805937000.0,42178050000.0
2048.0,40577667000.0,40071238000.0,44073333000.0
2049.0,40201400000.0,39617675000.0,41397158000.0
2050.0,38843140000.0,39405486000.0,41101240000.0
2051.0,38749930000.0,40048480000.0,40796260000.0
2052.0,38514820000.0,38731678000.0,40514660000.0
2053.0,37972734000.0,38145806000.0,40089000000.0
2054.0,37461357000.0,37707813000.0,39785780000.0
2055.0,36977058000.0,37321510000.0,39330460000.0
2056.0,36585624000.0,37444215000.0,39141237000.0
2057.0,37116277000.0,36569944000.0,39003100000.0
2058.0,35942700000.0,36834374000.0,38939350000.0
2059.0,35466916000.0,36651434000.0,38320350000.0
2060.0,35249967000.0,36184064000.0,38433130000.0
2061.0,34838905000.0,35113902000.0,37871796000.0
2062.0,34413875000.0,34888946000.0,38766535000.0
2063.0,34144220000.0,34144096000.0,38719603000.0
2064.0,33673912000.0,33682733000.0,38091510000.0
2065.0,33384931000.0,33549386000.0,37799850000.0
2066.0,32966978000.0,33038990000.0,38917920000.0
2067.0,33037158000.0,32744219000.0,37874508000.0
2068.0,32510714000.0,33872080000.0,37774460000.0
2069.0,32169853000.0,32251513000.0,39108720000.0
2070.0,31829105000.0,31817228000.0,37240775000.0
2071.0,31465968000.0,31683100000.0,37211886000.0
2072.0,31243608000.0,31286014000.0,37632295000.0
2073.0,30880401000.0,31051893000.0,40071426000.0
2074.0,30543990000.0,31840460000.0,39862890000.0
2075.0,30374756000.0,30668644000.0,40301970000.0
2076.0,31963236000.0,30970597000.0,38174840000.0
2077.0,30636087000.0,30600018000.0,37724905000.0
2078.0,29946716000.0,30112113000.0,37854364000.0
2079.0,30097793000.0,30266622000.0,37402140000.0
2080.0,31117832000.0,29892762000.0,37010477000.0
2081.0,29847603000.0,30216385000.0,37589594000.0
2082.0,29117866000.0,29609814000.0,39604113000.0
2083.0,28825813000.0,29214693000.0,37413626000.0
2084.0,28490738000.0,29136077000.0,36720810000.0
2085.0,28084728000.0,30555351000.0,36462930000.0
2086.0,27851368000.0,29626958000.0,37450355000.0
2087.0,28281692000.0,28480567000.0,38374367000.0
2088.0,28317456000.0,28629096000.0,38504610000.0
2089.0,27634321000.0,30135554000.0,40989020000.0
2090.0,28473254000.0,28218558000.0,38200934000.0
2091.0,29545044000.0,29509693000.0,36964270000.0
2092.0,29704804000.0,28261233000.0,36755290000.0
2093.0,27421868000.0,28786743000.0,39149396000.0
2094.0,26935679000.0,28641864000.0,36837520000.0
2095.0,28711004000.0,28275020000.0,36589367000.0
2096.0,27971709000.0,35854050000.0,36633534000.0
2097.0,26778995000.0,31627592000.0,37788627000.0
2098.0,26619200000.0,31424922000.0,37049750000.0
2099.0,26633700000.0,29212092000.0,38291360000.0
2100.0,26165813000.0,29455763000.0,36768510000.0
2101.0,26044725000.0,29601910000.0,37287743000.0
2102.0,26134847000.0,28379384000.0,36787044000.0
2103.0,26018030000.0,28566864000.0,36842496000.0
2104.0,25746708000.0,28656701000.0,36399526000.0
2105.0,25752300000.0,29841746000.0,37602976000.0
2106.0,25426792000.0,30090424000.0,40145480000.0
2107.0,26700698000.0,29072327000.0,38852480000.0
