time,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5
2057.0,101376160000.0,101829960000.0,101693570000.0,100970870000.0,101506460000.0,102514560000.0
2058.0,101163350000.0,101579630000.0,101614880000.0,100853555000.0,101373850000.0,102368630000.0
2059.0,100992170000.0,101277975000.0,101399990000.0,100624040000.0,101282775000.0,102266090000.0
2060.0,100714594000.0,101004540000.0,101195400000.0,100394540000.0,100983366000.0,102132680000.0
2061.0,100531440000.0,100652120000.0,101084905000.0,100502725000.0,100728020000.0,102005070000.0
2062.0,100283610000.0,100303990000.0,100792110000.0,100046590000.0,100512460000.0,101854690000.0
2063.0,99973170000.0,99944120000.0,100617610000.0,99678450000.0,100588850000.0,101699715000.0
2064.0,99730430000.0,99697320000.0,100271830000.0,99469795000.0,100322830000.0,101538730000.0
2065.0,99374870000.0,99510320000.0,100027560000.0,99104470000.0,100860396000.0,101340545000.0
2066.0,99508090000.0,99081450000.0,99732190000.0,98812080000.0,100204210000.0,101250730000.0
2067.0,99132180000.0,98774280000.0,99427205000.0,98548556000.0,99889010000.0,101055680000.0
2068.0,98725520000.0,98481240000.0,99118720000.0,98184100000.0,99643130000.0,101047570000.0
2069.0,98306870000.0,98059060000.0,99049040000.0,97863560000.0,99548080000.0,100754375000.0
2070.0,97943675000.0,97531980000.0,98818110000.0,97617780000.0,99249570000.0,100548805000.0
2071.0,97926490000.0,97348370000.0,98235515000.0,97303030000.0,98929885000.0,100365650000.0
2072.0,97310090000.0,96767740000.0,97724750000.0,96823630000.0,98635270000.0,100195344000.0
2073.0,96881820000.0,96124985000.0,97376110000.0,96967690000.0,98336250000.0,99920420000.0
2074.0,97416330000.0,95574610000.0,96948950000.0,96098530000.0,97966610000.0,99732800000.0
2075.0,96584460000.0,94874770000.0,96433226000.0,95679300000.0,98143390000.0,99462520000.0
2076.0,95996220000.0,94224400000.0,96285300000.0,95274980000.0,97782940000.0,99336050000.0
2077.0,95544885000.0,93699140000.0,95522290000.0,94922300000.0,97053970000.0,99315630000.0
2078.0,95300940000.0,93107620000.0,94759910000.0,94631980000.0,96736030000.0,99079770000.0
2079.0,94848390000.0,92620530000.0,94316350000.0,94128020000.0,96404865000.0,98987475000.0
2080.0,94406650000.0,91696270000.0,93982740000.0,93734580000.0,95973070000.0,98567680000.0
2081.0,93986050000.0,90909500000.0,93261870000.0,93285720000.0,95333200000.0,98639450000.0
2082.0,93430160000.0,89700220000.0,92346410000.0,92738090000.0,94828230000.0,98339090000.0
2083.0,92913470000.0,88844480000.0,91671590000.0,92271050000.0,94681500000.0,97925720000.0
2084.0,92637460000.0,87868210000.0,90897030000.0,91754420000.0,94048580000.0,97633860000.0
2085.0,92174290000.0,87241170000.0,90404070000.0,91436786000.0,93596620000.0,97258120000.0
2086.0,91575990000.0,85498470000.0,89823900000.0,90906616000.0,93258400000.0,97705030000.0
2087.0,91063670000.0,84866320000.0,88845610000.0,90289365000.0,92930695000.0,97210155000.0
2088.0,90498330000.0,84088090000.0,88080480000.0,89812850000.0,92419280000.0,96508625000.0
2089.0,90473650000.0,83359490000.0,87348280000.0,89265290000.0,92337500000.0,96240800000.0
2090.0,89498430000.0,82648210000.0,86489840000.0,88790310000.0,91543130000.0,96502830000.0
2091.0,88844900000.0,81853940000.0,85034020000.0,88250016000.0,91018396000.0,95575000000.0
2092.0,88202380000.0,80814260000.0,83830330000.0,87687225000.0,90348790000.0,95076440000.0
2093.0,87486310000.0,80118325000.0,82768994000.0,87140570000.0,89760090000.0,94788100000.0
2094.0,86926500000.0,78881590000.0,82027560000.0,86499400000.0,89251730000.0,94688715000.0
2095.0,86199690000.0,77603890000.0,81091310000.0,85965210000.0,88799650000.0,94154146000.0
2096.0,85488206000.0,76094870000.0,80213550000.0,85259510000.0,88217750000.0,93910210000.0
2097.0,84864890000.0,75339194000.0,79428880000.0,84580880000.0,87505805000.0,93421370000.0
2098.0,84710646000.0,74217144000.0,78150795000.0,83962905000.0,86847280000.0,92931040000.0
2099.0,83731145000.0,73011970000.0,77254100000.0,83292990000.0,86315160000.0,92528770000.0
2100.0,83762160000.0,71853500000.0,76282040000.0,82715590000.0,85733590000.0,91943910000.0
2101.0,82350910000.0,70925030000.0,75500360000.0,81981370000.0,84633970000.0,91379550000.0
2102.0,81617306000.0,69877590000.0,74655040000.0,81338060000.0,83849070000.0,90721550000.0
2103.0,80591430000.0,69007590000.0,73734140000.0,80624796000.0,83240020000.0,90121350000.0
2104.0,79738010000.0,67326222000.0,72928920000.0,79728180000.0,82429370000.0,90948970000.0
2105.0,78932740000.0,66439844000.0,72152960000.0,78830770000.0,81456910000.0,89468060000.0
2106.0,78186955000.0,65523995000.0,71318045000.0,77559460000.0,80785646000.0,88935875000.0
2107.0,76930280000.0,64201890000.0,70511755000.0,76563950000.0,80017640000.0,90071380000.0
2108.0,75953820000.0,63132697000.0,69548310000.0,75626740000.0,79361780000.0,89518940000.0
2109.0,74994794000.0,61637698000.0,69008790000.0,74757020000.0,78476200000.0,87739460000.0
2110.0,73904505000.0,60341236000.0,68319390000.0,73768280000.0,77518220000.0,86919110000.0
2111.0,72981670000.0,58649230000.0,67343528000.0,72855930000.0,76385690000.0,86267520000.0
2112.0,72057094000.0,57159918000.0,66603780000.0,71748120000.0,75595530000.0,85602070000.0
2113.0,70881570000.0,55943580000.0,65807480000.0,70880750000.0,74816160000.0,84826720000.0
2114.0,70104250000.0,54436307000.0,64981610000.0,69712640000.0,73726620000.0,84078710000.0
2115.0,68972620000.0,53021300000.0,64272640000.0,68767110000.0,72950600000.0,83246740000.0
2116.0,67946717000.0,51549757000.0,63733084000.0,67899466000.0,71962526000.0,82572680000.0
2117.0,67052343000.0,50062602000.0,62884770000.0,66850365000.0,70931770000.0,81768420000.0
2118.0,66184040000.0,48485910000.0,62193304000.0,65832247000.0,70143330000.0,80738755000.0
2119.0,65329033000.0,46836150000.0,61424750000.0,64863660000.0,69290810000.0,79936004000.0
2120.0,64394093000.0,44740530000.0,60704317000.0,63809982000.0,68468367000.0,79526670000.0
2121.0,63237403000.0,43220754000.0,59984785000.0,63046672000.0,67511480000.0,78788490000.0
2122.0,62125680000.0,41246753000.0,59892666000.0,62126813000.0,66799340000.0,77927700000.0
2123.0,61308700000.0,39900803000.0,58828450000.0,61129105000.0,65730210000.0,76952100000.0
2124.0,59995240000.0,38396895000.0,58198020000.0,60412120000.0,64773624000.0,75845540000.0
2125.0,59221074000.0,36846580000.0,57409340000.0,59268612000.0,63611950000.0,74822310000.0
2126.0,58206257000.0,34961375000.0,56789830000.0,58322840000.0,63348003000.0,73771620000.0
2127.0,57065880000.0,33077993000.0,56083108000.0,57288077000.0,62233973000.0,71999095000.0
2128.0,55988650000.0,31356840000.0,55490910000.0,56259445000.0,61147587000.0,71106260000.0
2129.0,55181670000.0,30225424000.0,54740677000.0,55195460000.0,60263600000.0,69901885000.0
2130.0,54131577000.0,28820253000.0,54185284000.0,54243530000.0,59212198000.0,69056770000.0
2131.0,53011510000.0,27623082000.0,53464453000.0,53265474000.0,58008084000.0,68019302000.0
2132.0,52002680000.0,26245337000.0,52942418000.0,52301165000.0,56720278000.0,66558783000.0
2133.0,50826350000.0,25204020000.0,52321340000.0,51422556000.0,55737893000.0,65197970000.0
2134.0,49821987000.0,24259498000.0,51692335000.0,50394650000.0,54197314000.0,63813136000.0
2135.0,49067020000.0,22988196000.0,51318833000.0,49269400000.0,53139464000.0,62595870000.0
2136.0,48078860000.0,21899014000.0,50698703000.0,48147820000.0,51898310000.0,61339054000.0
2137.0,47205850000.0,20563309000.0,49956217000.0,47215120000.0,51046620000.0,60007690000.0
2138.0,46336995000.0,19335709000.0,49368430000.0,45969355000.0,49962553000.0,58765242000.0
2139.0,45518705000.0,17584325000.0,48738550000.0,44809757000.0,48757862000.0,57130566000.0
2140.0,44621170000.0,16078241000.0,48065880000.0,43741393000.0,47349674000.0,55774900000.0
2141.0,43689845000.0,14643839000.0,47442950000.0,42927710000.0,46327046000.0,54456603000.0
2142.0,42777510000.0,13275983000.0,46817360000.0,42193084000.0,45661962000.0,53279280000.0
2143.0,42064020000.0,12007036000.0,46215176000.0,41405500000.0,44512040000.0,52292907000.0
2144.0,41072054000.0,11304823000.0,45554487000.0,40573395000.0,43358364000.0,50854478000.0
2145.0,40236610000.0,10226021000.0,45003230000.0,39677186000.0,41752610000.0,49220210000.0
2146.0,39457534000.0,9439758000.0,44346986000.0,38865097000.0,40673710000.0,47618880000.0
2147.0,38646276000.0,8863377000.0,43943570000.0,37863248000.0,39268934000.0,46006640000.0
2148.0,37755770000.0,8071122400.0,43386480000.0,37146630000.0,37848424000.0,44535255000.0
2149.0,36742880000.0,7535457000.0,42851754000.0,36483950000.0,36615385000.0,43007287000.0
2150.0,35624137000.0,7415884000.0,42176870000.0,35562780000.0,35356578000.0,41484900000.0
2151.0,34541957000.0,6653326300.0,41617523000.0,34611405000.0,34229238000.0,40427400000.0
2152.0,33729411000.0,6280767500.0,40759660000.0,33832466000.0,32818180000.0,39393087000.0
2153.0,32799005000.0,5787361000.0,39991620000.0,32921537000.0,31939234000.0,38103850000.0
2154.0,31671747000.0,5430337500.0,39288620000.0,32108587000.0,31206343000.0,37012242000.0
2155.0,30777715000.0,5077412000.0,38564650000.0,31319497000.0,30145282000.0,35849404000.0
2156.0,29830367000.0,4766236700.0,37945490000.0,30508812000.0,29130306000.0,34682024000.0
2157.0,28746787000.0,4331370000.0,37341480000.0,29937960000.0,28226548000.0,33668037000.0
2158.0,27643443000.0,4076385500.0,36694843000.0,29345202000.0,27233999000.0,32510974000.0
2159.0,27065592000.0,3750639900.0,36275642000.0,28540266000.0,26428785000.0,31186067000.0
2160.0,26317609000.0,3176860000.0,35533427000.0,28025893000.0,25634440000.0,30135962000.0
2161.0,25541880000.0,2901834000.0,35036455000.0,27424510000.0,24616569000.0,29081220000.0
2162.0,24741239000.0,2740258600.0,34794220000.0,26837572000.0,23565230000.0,28091010000.0
2163.0,24142369000.0,2509057300.0,34259200000.0,26306724000.0,22828276000.0,27282113000.0
2164.0,23374438000.0,2217951200.0,33903753000.0,25696301000.0,21904613000.0,26534765000.0
2165.0,22632002000.0,2048929000.0,33358440000.0,25175368000.0,21148764000.0,25533266000.0
2166.0,21966576000.0,1889746400.0,32966167000.0,24587817000.0,20266383000.0,24805472000.0
2167.0,21289160000.0,1842013400.0,32454597000.0,24018784000.0,19731608000.0,23680086000.0
2168.0,20791642000.0,1590383500.0,32682869000.0,23324330000.0,18752911000.0,22647583000.0
2169.0,20083309000.0,1412507500.0,31807214000.0,22762136000.0,17875323000.0,21657717000.0
2170.0,19495504000.0,1261689500.0,31455275000.0,22180166000.0,17307005000.0,20574470000.0
2171.0,18976889000.0,1030030000.0,31436919000.0,21621256000.0,16679140000.0,19785513000.0
2172.0,18430214000.0,878745340.0,30914499000.0,20988320000.0,16207357000.0,18589465000.0
2173.0,17859830000.0,703876700.0,30651478000.0,20473090000.0,15457053000.0,17917389000.0
2174.0,17308582000.0,592320450.0,30309052000.0,20082545000.0,14697198000.0,17233543000.0
2175.0,16757103000.0,454096770.0,29833585000.0,19572980000.0,14026234000.0,16466390000.0
2176.0,16233084000.0,326750270.0,29361880000.0,19230792000.0,13130376000.0,15546774000.0
2177.0,15739154000.0,283349950.0,29017455000.0,18728925000.0,12444967000.0,14915493000.0
2178.0,15308104000.0,255041460.0,28628361000.0,18370087000.0,11814200000.0,14069183000.0
2179.0,14880688000.0,219234780.0,28407765000.0,17871923000.0,11246573000.0,13034541000.0
2180.0,14291381000.0,211744240.0,28088568000.0,17464736000.0,11012456000.0,12351340000.0
2181.0,13861338000.0,182475540.0,27749904000.0,17101828000.0,10218450000.0,11928894000.0
2182.0,13397603000.0,152154750.0,27420641000.0,16717763000.0,9705267000.0,11030790000.0
2183.0,12994888000.0,119782940.0,27362654000.0,16410482000.0,9105246000.0,10554228000.0
2184.0,12561873000.0,80288990.0,26876023000.0,16142708000.0,8501912600.0,10023925000.0
2185.0,12190986000.0,61314680.0,26850691000.0,15817525000.0,8348009000.0,9320131000.0
2186.0,11677778000.0,43196824.0,26981458000.0,15572700000.0,7771707000.0,8921115000.0
2187.0,11250831000.0,42679780.0,26330032000.0,15127448000.0,7337781000.0,8459578400.0
2188.0,10808987000.0,42614964.0,25922550000.0,14826059000.0,6976472000.0,7905198600.0
2189.0,10388779000.0,38844012.0,25754886000.0,14480272000.0,6550944300.0,7388054000.0
2190.0,9944126000.0,32951300.0,25284990000.0,14167958000.0,6048998400.0,6946172400.0
2191.0,9623935000.0,30734084.0,24967293000.0,13899437000.0,5798982000.0,6371047400.0
2192.0,9286176000.0,30680316.0,24740890000.0,13415779000.0,5510020000.0,5807080400.0
2193.0,8963815000.0,44520532.0,24472312000.0,12720516000.0,5151774000.0,5244590600.0
2194.0,8618509000.0,38404836.0,24256113000.0,12467065000.0,4928971000.0,4839734000.0
2195.0,8365158000.0,29736202.0,23952986000.0,12012692000.0,4700172300.0,4460819500.0
2196.0,8208239600.0,26061974.0,23866580000.0,11608918000.0,4422347300.0,4239213000.0
2197.0,7881751600.0,25117354.0,23624580000.0,11253325000.0,4119469800.0,4054446300.0
2198.0,7411070500.0,31126930.0,23435430000.0,10902248000.0,3790764500.0,3899625200.0
2199.0,7060132400.0,24070336.0,23075640000.0,10571240000.0,3561370400.0,3757900800.0
2200.0,6614677000.0,23732692.0,23200696000.0,10296991000.0,3314254000.0,3564258800.0
2201.0,6075117000.0,19280876.0,22694408000.0,10005593000.0,3056398600.0,3364786400.0
2202.0,5529118700.0,19245524.0,22464152000.0,9745401000.0,2860305000.0,3158237400.0
2203.0,5058407000.0,15579170.0,22259923000.0,9465194000.0,2725271000.0,2832123100.0
2204.0,4292010000.0,15521459.0,22018860000.0,9162955000.0,2617898800.0,2601780700.0
2205.0,3623088600.0,13550922.0,21775473000.0,8923313000.0,2497250300.0,2350644000.0
2206.0,3237268500.0,10206729.0,21492244000.0,8677451000.0,2286071300.0,2032713500.0
2207.0,2777196000.0,8642715.0,21414765000.0,8480125000.0,2158634200.0,1842913300.0
2208.0,2370408700.0,5956104.0,21440147000.0,8204902000.0,1939451800.0,1675801900.0
2209.0,2058651300.0,20201164.0,20961808000.0,8033522700.0,1733473000.0,1517285200.0
2210.0,1862240400.0,8569414.0,20690030000.0,7777434600.0,1577922000.0,1461622300.0
2211.0,1629329000.0,3629098.5,20677160000.0,7619512000.0,1460859400.0,1399743700.0
2212.0,1384431900.0,3616260.0,20457316000.0,7444892700.0,1389764700.0,1335506000.0
2213.0,1240452200.0,3604805.2,20134190000.0,7233534000.0,1297933000.0,1253128300.0
2214.0,1060743500.0,3587341.2,19921078000.0,7127471000.0,1252373100.0,1164412000.0
2215.0,958180160.0,2898484.5,20056924000.0,6973178400.0,1192405000.0,1091868200.0
2216.0,847850300.0,2895876.5,19538528000.0,6783953000.0,1114528300.0,1011738400.0
2217.0,766035400.0,2887156.8,19424670000.0,6676159000.0,1006047800.0,793054600.0
2218.0,729409100.0,2877964.8,19267305000.0,6514930700.0,926410700.0,650464800.0
2219.0,696278340.0,2869424.8,19046003000.0,6350489600.0,918446300.0,1051467700.0
2220.0,623049340.0,2866847.5,19012243000.0,6163689500.0,835621570.0,368284830.0
2221.0,417305950.0,2860390.5,19026237000.0,6061831700.0,783103800.0,307249540.0
2222.0,275030750.0,2858586.0,18757982000.0,5945033000.0,733802900.0,257494610.0
2223.0,192083800.0,2854671.8,18609336000.0,5840700000.0,679256060.0,243090500.0
2224.0,175214560.0,2154660.0,18632122000.0,5728776700.0,618249300.0,227505630.0
2225.0,156781550.0,1122383.6,18347426000.0,5589628000.0,586919400.0,204090420.0
2226.0,129721970.0,1119371.0,18253056000.0,5497654000.0,573143400.0,182690600.0
2227.0,121928440.0,955114.2,18109420000.0,5337037300.0,464151460.0,172845650.0
2228.0,107345650.0,182733.36,17990476000.0,5252852700.0,456692000.0,136359400.0
2229.0,101086520.0,180464.5,17933533000.0,5109319000.0,333006270.0,106478370.0
2230.0,80794800.0,178468.23,17832624000.0,4994866700.0,270534900.0,92536510.0
2231.0,44562520.0,178759.34,17715982000.0,4918324700.0,250829000.0,64287852.0
2232.0,16292781.0,178107.45,17580974000.0,4875588600.0,255748320.0,45369676.0
2233.0,3126492.5,178896.72,17367472000.0,4814795300.0,386885860.0,35227184.0
2234.0,3112137.2,178271.38,17201881000.0,4726798000.0,232654240.0,30080630.0
2235.0,4005419.5,177976.94,17069699000.0,4649861600.0,220551870.0,29789452.0
2236.0,3082315.0,175663.22,17016929000.0,4559525000.0,210760560.0,26617416.0
2237.0,3070261.2,174187.25,16960794000.0,4456955400.0,199188000.0,23277314.0
2238.0,2364121.8,173650.27,16785056000.0,4356751400.0,197945550.0,23492326.0
2239.0,2042924.4,170901.84,16656002000.0,4303863000.0,142047680.0,16996574.0
2240.0,1008103.25,169388.22,16602069000.0,4246601700.0,130317920.0,16961224.0
2241.0,1004550.9,171351.44,16585957000.0,4160795600.0,130388530.0,16928756.0
2242.0,229458.53,169086.06,16390548000.0,4125190400.0,170336980.0,15547602.0
2243.0,229093.97,166278.77,16282668000.0,4031297300.0,126916360.0,12851975.0
2244.0,228055.52,163255.06,16202936000.0,3987669000.0,124303140.0,12827081.0
2245.0,226333.2,160651.73,16080810000.0,3925230300.0,123913864.0,12223748.0
2246.0,65744.266,159580.89,15945126000.0,3809053000.0,123833470.0,11888393.0
2247.0,65337.875,158816.16,15849097000.0,3769340000.0,122479340.0,10981519.0
2248.0,64894.656,152051.55,15772157000.0,3705641700.0,119484680.0,10938980.0
2249.0,65178.1,150206.44,15667543000.0,3620669000.0,117701450.0,38009070.0
2250.0,65150.17,127791.14,15576435000.0,3599597600.0,108182264.0,119035720.0
2251.0,65206.824,125453.734,15504124000.0,3501292800.0,102660296.0,35184976.0
2252.0,65324.46,123507.91,15425468000.0,3460299000.0,98107310.0,10543119.0
2253.0,65500.89,119566.44,15306174000.0,3435038200.0,92295496.0,9845233.0
2254.0,65502.69,112963.78,15224647000.0,3390546200.0,72075060.0,8948836.0
2255.0,65279.43,106098.81,15056204000.0,3297960000.0,48139068.0,7362022.5
2256.0,64709.42,80172.63,14972491000.0,3245345500.0,31151110.0,6388178.0
2257.0,64990.875,78703.875,15063689000.0,3124883000.0,25992744.0,4671564.5
2258.0,65293.17,77820.27,14847832000.0,3098629600.0,9189256.0,3749704.5
2259.0,65397.477,78394.22,14725648000.0,3074646800.0,2301518.0,3722325.0
2260.0,65165.65,78699.44,14591179000.0,3028990000.0,2297864.5,3716689.8
2261.0,64701.164,78556.06,14508298000.0,3001344300.0,5323478.0,3707130.8
2262.0,65058.25,78177.78,14422546000.0,2952832500.0,1701288.2,3007217.0
2263.0,65348.06,240194.4,14413391000.0,2937164800.0,9073022.0,2360761.5
2264.0,65308.953,78289.164,14290214000.0,2895085800.0,1696288.0,2355602.5
2265.0,65403.54,78775.2,14230669000.0,2860267500.0,1692640.5,2340168.8
2266.0,72332.05,79350.08,14162254000.0,2793568800.0,1690776.9,1308600.6
2267.0,72279.3,80079.086,14154355000.0,2770382600.0,1688997.4,1304930.2
2268.0,65125.46,79827.93,14045411000.0,2758876700.0,16750534.0,2502934.2
2269.0,65458.633,78574.01,14091018000.0,2735422500.0,4302869.5,532068.7
2270.0,65255.508,78213.04,13871887000.0,2694607400.0,1680169.5,29917862.0
2271.0,65040.78,78627.2,13757107000.0,2646153500.0,1043289.6,529708.75
2272.0,64592.344,78876.5,13700582000.0,2622596600.0,1042448.1,530270.06
2273.0,65319.086,78593.3,13579704000.0,2580826000.0,398742.2,529262.2
2274.0,65337.54,78086.38,13603474000.0,2574827500.0,396246.0,1497050.5
2275.0,65091.957,78141.98,13486416000.0,2557339600.0,392963.75,11018912.0
2276.0,65389.883,78715.58,13471033000.0,2545776400.0,19806286.0,1499326.6
2277.0,65650.36,79048.63,13255572000.0,2522277000.0,388549.47,14619578.0
2278.0,65266.516,78592.11,13288227000.0,2490139400.0,387461.28,4360235.0
2279.0,65041.74,78217.21,13164311000.0,2487051800.0,387985.94,1727453.6
2280.0,64761.21,78676.78,13083034000.0,2463657500.0,1712102.5,527299.7
2281.0,72225.89,78323.54,12909826000.0,2445440300.0,389395.2,528942.2
2282.0,64787.28,78455.195,12827472000.0,2421232400.0,390260.16,529060.1
2283.0,64663.203,239951.2,12748381000.0,2382967800.0,26594290.0,13062080.0
2284.0,155261.98,80082.54,12712251000.0,2387538400.0,1040048.6,531229.7
2285.0,64849.93,78414.63,13246828000.0,2344034800.0,397199.0,3974535.5
2286.0,64682.45,78606.64,12594987000.0,2341628400.0,396145.75,1534718.5
2287.0,64856.004,1141281.0,12543057000.0,2278526000.0,395704.2,1499572.5
2288.0,64630.258,78337.14,12516747000.0,2262592300.0,394617.56,1430990.4
2289.0,64904.492,78691.2,12725539000.0,2244554200.0,392747.12,528035.8
2290.0,64775.477,78323.83,12292608000.0,2228250400.0,385013.97,529077.2
2291.0,64842.6,78415.69,12229823000.0,2204431400.0,386498.56,10379651.0
2292.0,64893.586,78468.24,12139091000.0,2203942000.0,388334.78,4944893.0
2293.0,64827.99,78515.93,12041469000.0,2160274200.0,384450.28,1426913.8
2294.0,64443.58,78336.53,12080315000.0,2138179600.0,385506.97,522819.16
2295.0,64722.812,78493.41,13704760000.0,2135084300.0,386876.3,521100.38
2296.0,65022.723,78373.09,12204729000.0,2122362500.0,386834.16,520124.53
2297.0,64989.9,78293.64,11987894000.0,2101732500.0,385845.16,28462854.0
2298.0,64707.86,78333.89,11868514000.0,2091543300.0,386515.75,2443976.0
2299.0,65024.656,77632.2,12489389000.0,2086644200.0,9829953.0,1689791.8
2300.0,64993.836,77439.23,11888275000.0,2065256800.0,384669.6,1691703.8
