time,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5
2034.0,1893669800.0,1980945000.0,1780029400.0,1927178600.0,1848922500.0,1894529400.0
2035.0,1843955800.0,1935483400.0,1719012600.0,1908981100.0,1817976600.0,1842962800.0
2036.0,1803024600.0,1897479300.0,1674023000.0,1848469400.0,1768312300.0,1780985700.0
2037.0,1769285000.0,1889384600.0,1610828300.0,1860255500.0,1724970800.0,1771635500.0
2038.0,1720729600.0,1851917600.0,1552128900.0,1785708800.0,1682414200.0,1711011800.0
2039.0,1676498700.0,1812188700.0,1489704200.0,1746015200.0,1631269400.0,1683885000.0
2040.0,1629374800.0,1767614100.0,1431897600.0,1693933200.0,1571249400.0,1645298800.0
2041.0,1610570400.0,1733473800.0,1382296000.0,1660660000.0,1530283400.0,1585427300.0
2042.0,1580283100.0,1692734200.0,1319694700.0,1606929400.0,1455753000.0,1491595600.0
2043.0,1515597000.0,1658073200.0,1302495500.0,1587750900.0,1396116500.0,1436253400.0
2044.0,1473562800.0,1608145500.0,1242630400.0,1570557300.0,1350404600.0,1407594100.0
2045.0,1423376300.0,1581944700.0,1190436600.0,1501126400.0,1305655000.0,1330344300.0
2046.0,1376798100.0,1512682500.0,1151219200.0,1461771600.0,1248294800.0,1304156200.0
2047.0,1348987500.0,1472648400.0,1125001700.0,1424554800.0,1219597300.0,1281791400.0
2048.0,1414854000.0,1425179300.0,1052089150.0,1421208000.0,1157325400.0,1228227800.0
2049.0,1306072300.0,1368223200.0,1004892000.0,1354853200.0,1146611100.0,1239222400.0
2050.0,1236587300.0,1336465800.0,953700740.0,1316157000.0,1069274430.0,1186051800.0
2051.0,1195775400.0,1295935100.0,913146800.0,1276539800.0,1011012860.0,1111558800.0
2052.0,1179838700.0,1227733200.0,884480700.0,1240307700.0,962337700.0,1065667100.0
2053.0,1130174500.0,1214285600.0,834871600.0,1215572600.0,928023200.0,996957400.0
2054.0,1088439000.0,1156909200.0,790021760.0,1174409200.0,885405700.0,943501800.0
2055.0,1055967000.0,1130478100.0,764247230.0,1150691500.0,862030400.0,937675600.0
2056.0,1017154200.0,1072555460.0,731657100.0,1108967800.0,802465700.0,887469500.0
2057.0,1016190700.0,1045092200.0,698028350.0,1089959200.0,772023360.0,848807400.0
2058.0,956788860.0,1005029060.0,667488600.0,1048932400.0,742746700.0,810383740.0
2059.0,920616770.0,969817800.0,639681860.0,1008403600.0,709249300.0,774572300.0
2060.0,887214700.0,961624700.0,617310300.0,970489700.0,678878900.0,775967900.0
2061.0,848296800.0,898658750.0,592757060.0,934522940.0,663622000.0,753833540.0
2062.0,820052350.0,871572300.0,578109600.0,905667500.0,634086660.0,706308500.0
2063.0,782699200.0,842154750.0,552400800.0,869727700.0,610218240.0,674020700.0
2064.0,769266800.0,807699650.0,539624770.0,840285060.0,574049540.0,666815400.0
2065.0,746069400.0,778987200.0,525825020.0,816170700.0,563962000.0,643885700.0
2066.0,720085950.0,766889700.0,514680160.0,834211460.0,530031100.0,621474300.0
2067.0,704961100.0,731761340.0,493762850.0,788153340.0,509180830.0,596923260.0
2068.0,688217500.0,740174100.0,478195230.0,771779460.0,510083620.0,577333800.0
2069.0,659617540.0,718540540.0,467807460.0,752652740.0,512961500.0,560808770.0
2070.0,648032640.0,675567740.0,448610780.0,717134100.0,467925220.0,575958400.0
2071.0,630726340.0,656583360.0,445154370.0,691099900.0,455988800.0,542029700.0
2072.0,635368260.0,632865860.0,422472960.0,677043460.0,436973250.0,511426880.0
2073.0,733628000.0,615874370.0,413069150.0,654755400.0,427764450.0,528853570.0
2074.0,662669200.0,588477500.0,395930460.0,670648300.0,415583550.0,505822370.0
2075.0,712299400.0,571173300.0,379647070.0,633427500.0,381047780.0,473169060.0
2076.0,643142340.0,562079100.0,374091500.0,616614000.0,367387520.0,496121820.0
2077.0,622364200.0,583073200.0,362851330.0,628960060.0,362046080.0,454665440.0
2078.0,589201900.0,533770020.0,360726700.0,593229950.0,352649150.0,446869800.0
2079.0,581874050.0,517634600.0,355580300.0,567626200.0,345583300.0,425134820.0
2080.0,564754500.0,505517300.0,351633280.0,606411260.0,345740770.0,415078940.0
2081.0,549310850.0,492150620.0,338218940.0,550838800.0,323458900.0,401379330.0
2082.0,573680260.0,481709540.0,332864220.0,581342800.0,322127460.0,506069000.0
2083.0,605804200.0,472361020.0,328604300.0,552254800.0,326565470.0,391430820.0
2084.0,548080060.0,459157300.0,324821020.0,533830340.0,299368600.0,381718240.0
2085.0,517289020.0,447003420.0,313462900.0,514698340.0,307595260.0,377388770.0
2086.0,526749660.0,439993020.0,303728350.0,524798430.0,321954560.0,443181820.0
2087.0,568255200.0,428042980.0,300830700.0,494491360.0,290570430.0,372613500.0
2088.0,519595970.0,421772480.0,297298530.0,510327970.0,291859600.0,380685540.0
2089.0,515112060.0,416265200.0,314064670.0,480588860.0,269931870.0,388528100.0
2090.0,507253760.0,404845250.0,288767460.0,471085500.0,263449280.0,420721060.0
2091.0,497906020.0,397615580.0,290804670.0,461327200.0,259612860.0,370067620.0
2092.0,537448770.0,394592540.0,287731970.0,463428320.0,258325360.0,339479230.0
2093.0,482652770.0,391693660.0,295044580.0,449410750.0,253173540.0,345351800.0
2094.0,621069600.0,384168200.0,279643260.0,441344900.0,249025070.0,333283520.0
2095.0,650320960.0,402428800.0,274634100.0,433324480.0,268711800.0,334015100.0
2096.0,688387650.0,419603070.0,283475100.0,431466180.0,245200340.0,327910560.0
2097.0,757229100.0,400063040.0,267456540.0,426674240.0,236315620.0,367738050.0
2098.0,792527550.0,381761540.0,278662340.0,415662980.0,237370270.0,374404640.0
2099.0,660278660.0,364138300.0,357202460.0,418341150.0,232383090.0,306544100.0
2100.0,604918460.0,354442000.0,290408640.0,410894460.0,247837000.0,299787870.0
2101.0,619526660.0,427034530.0,273097660.0,400105760.0,226797840.0,322204160.0
2102.0,621726100.0,455725020.0,293115740.0,396353730.0,224965330.0,321555650.0
2103.0,588272600.0,398286850.0,284242200.0,389012770.0,235132130.0,298561250.0
2104.0,551254800.0,355361060.0,269255170.0,385646460.0,221223580.0,289784000.0
2105.0,638365630.0,363479970.0,263141250.0,396025200.0,216113500.0,293886700.0
2106.0,648093760.0,359515940.0,290637700.0,391856060.0,216448430.0,287531260.0
2107.0,550319360.0,360587330.0,272635650.0,435799500.0,228862400.0,280454800.0
2108.0,787765800.0,355950430.0,263082370.0,409863420.0,212608500.0,338660380.0
2109.0,652301760.0,372789700.0,276567200.0,400868740.0,211581950.0,288951420.0
2110.0,582180900.0,360406460.0,263138020.0,372035420.0,207333970.0,299528220.0
2111.0,599021060.0,362461220.0,262162450.0,364341220.0,208432770.0,422798980.0
2112.0,629894500.0,340481150.0,273156900.0,361750720.0,217467400.0,314081540.0
2113.0,604756160.0,356031650.0,262544480.0,368773200.0,212967070.0,302075300.0
2114.0,563220500.0,398314850.0,261601500.0,360221730.0,200955650.0,317767040.0
2115.0,555848900.0,355037920.0,284001200.0,358036700.0,209154560.0,323886080.0
2116.0,685249500.0,329765980.0,279362460.0,352531620.0,205733900.0,303408480.0
2117.0,866240060.0,346683740.0,274970620.0,352329250.0,196650770.0,348663170.0
2118.0,718200300.0,369292770.0,269256900.0,348808770.0,196085310.0,288108320.0
2119.0,683792000.0,563041660.0,283045300.0,348702460.0,195031400.0,322977470.0
2120.0,863031940.0,411840320.0,278303070.0,525066620.0,195706450.0,286156160.0
2121.0,685173900.0,365391200.0,264919630.0,385415000.0,192215150.0,282919840.0
2122.0,891032400.0,349450620.0,261741820.0,369519840.0,189248260.0,285535260.0
2123.0,883441600.0,331274600.0,264061140.0,377146080.0,189317230.0,276465800.0
2124.0,726836350.0,365629760.0,264249810.0,347517150.0,187225340.0,320094140.0
2125.0,645870850.0,344472320.0,261862100.0,350962270.0,186692180.0,283620580.0
2126.0,830746560.0,347353860.0,262146480.0,356147650.0,185737810.0,275487040.0
2127.0,712389000.0,399154560.0,266855260.0,349315680.0,187705390.0,329479700.0
2128.0,719282500.0,357841120.0,288663260.0,457319500.0,182709440.0,292819970.0
2129.0,667373600.0,348474980.0,264132100.0,415031360.0,208157390.0,273362000.0
2130.0,681917950.0,342023420.0,261444480.0,378577700.0,201577630.0,272076580.0
2131.0,670975360.0,328323650.0,306282140.0,427805100.0,187915680.0,289015650.0
2132.0,973863100.0,323112740.0,292862000.0,373511360.0,180325710.0,301558800.0
2133.0,815706300.0,324337630.0,267921090.0,367140400.0,182925380.0,284076900.0
2134.0,851631900.0,484147100.0,339924200.0,370708350.0,194921570.0,287315970.0
2135.0,1059349760.0,362500540.0,287705250.0,377834200.0,184541070.0,296895500.0
2136.0,749332700.0,329702340.0,301279230.0,381724600.0,198035760.0,294823550.0
2137.0,680846400.0,382228100.0,323983700.0,360158180.0,193191760.0,260321600.0
2138.0,829943400.0,340904900.0,294427000.0,480836960.0,198985630.0,301423870.0
2139.0,866084500.0,346529180.0,292465630.0,499609500.0,202323620.0,282878940.0
2140.0,965039700.0,346806200.0,284122180.0,428600000.0,181712640.0,275383840.0
2141.0,817475600.0,348268100.0,285085500.0,527374180.0,183879220.0,492276130.0
2142.0,1030731840.0,342462980.0,306200060.0,400242900.0,180437780.0,303707200.0
2143.0,858995800.0,458041380.0,290864060.0,373674560.0,177151400.0,270256450.0
2144.0,959514800.0,371671970.0,327984220.0,389074800.0,175670880.0,267872050.0
2145.0,1309187600.0,347733100.0,314849400.0,397588640.0,181314910.0,322160200.0
2146.0,921661300.0,354391520.0,348864260.0,416481340.0,174480850.0,262263490.0
2147.0,976042700.0,386764380.0,289911460.0,641767550.0,174269470.0,253687740.0
2148.0,1023914430.0,348073180.0,306978880.0,500311100.0,199475840.0,296167040.0
2149.0,1331999000.0,356707870.0,307633660.0,416337700.0,179374770.0,311621400.0
2150.0,1508609300.0,389627600.0,310671000.0,610196400.0,175493400.0,330250780.0
2151.0,1336551600.0,370805800.0,303368800.0,517347940.0,178111890.0,297419840.0
2152.0,1197563300.0,398351580.0,291124580.0,492009730.0,206535550.0,266060750.0
2153.0,1152874800.0,359449150.0,292106600.0,442120300.0,209306000.0,296164130.0
2154.0,980582700.0,355395600.0,294990270.0,431722460.0,182600510.0,290621200.0
2155.0,950646800.0,346841380.0,355549340.0,555905100.0,178166800.0,287422980.0
2156.0,981730370.0,334485920.0,322813600.0,650816500.0,170551140.0,323130400.0
2157.0,896084800.0,362386100.0,295267330.0,495766720.0,183912400.0,309830560.0
2158.0,894315900.0,328864060.0,304104350.0,466906080.0,199727470.0,365258660.0
2159.0,883516600.0,340899230.0,298872930.0,436572260.0,224868940.0,291878240.0
2160.0,970567000.0,411547740.0,425318700.0,414628030.0,195503740.0,286306400.0
2161.0,1050293400.0,371750140.0,385729920.0,414824130.0,187360660.0,286118620.0
2162.0,883016260.0,565124600.0,337782270.0,439086240.0,360255700.0,304196480.0
2163.0,1330794100.0,418800900.0,369706750.0,412317340.0,230628380.0,286137700.0
2164.0,1227971200.0,385547520.0,310533280.0,431569470.0,195026260.0,305900830.0
2165.0,1212022800.0,538777860.0,393538050.0,468676540.0,200148820.0,269139330.0
2166.0,1174823700.0,431646370.0,320470700.0,474046800.0,188008000.0,306226050.0
2167.0,1108829000.0,405112060.0,355025000.0,429814880.0,211138100.0,283718980.0
2168.0,1208802200.0,515211140.0,387762080.0,433494240.0,187716540.0,271798370.0
2169.0,1137703200.0,422234600.0,353713470.0,443062400.0,186983180.0,271992030.0
2170.0,1132252300.0,403873280.0,340395460.0,438232100.0,226469900.0,257139660.0
2171.0,1267273600.0,370212300.0,374280830.0,435529060.0,231122270.0,264449230.0
2172.0,1320645100.0,373258750.0,344825470.0,437863970.0,212655660.0,296069150.0
2173.0,1217214700.0,375508100.0,329757020.0,540982460.0,207297860.0,284873120.0
2174.0,1108698900.0,382574660.0,343883870.0,461759870.0,197223460.0,334721440.0
2175.0,1122614700.0,359731330.0,356919360.0,507564640.0,191067920.0,296949200.0
2176.0,1266991600.0,366962620.0,345945300.0,477626780.0,188174740.0,382497300.0
2177.0,1482456600.0,389529700.0,362065440.0,548030100.0,194270530.0,326655000.0
2178.0,1263871600.0,412803780.0,326468300.0,514354720.0,225393010.0,302029470.0
2179.0,1178610000.0,418648500.0,349136540.0,479055100.0,253073490.0,304106750.0
2180.0,1336900000.0,384372380.0,332119300.0,556998300.0,222172900.0,334416260.0
2181.0,1320730500.0,369178780.0,379370180.0,501960320.0,193509980.0,272074140.0
2182.0,1329509400.0,391132860.0,374945400.0,467584540.0,193283400.0,290061500.0
2183.0,1313194900.0,401195620.0,387369250.0,483793340.0,206352930.0,310686720.0
2184.0,1261085000.0,370989730.0,510555300.0,456141700.0,192262480.0,283290620.0
2185.0,1160597600.0,484052640.0,403463460.0,477694460.0,194791400.0,338113950.0
2186.0,1232666900.0,474982700.0,435680300.0,466715070.0,187334960.0,400921470.0
2187.0,1425430300.0,427849180.0,395871500.0,469635780.0,199044500.0,275349060.0
2188.0,1333013200.0,400930560.0,469684000.0,677652700.0,196575200.0,264661700.0
2189.0,1608393500.0,398626700.0,437732220.0,499973120.0,188573710.0,311295740.0
2190.0,1436689200.0,374839260.0,467604830.0,452620600.0,218740140.0,278323780.0
2191.0,1695681800.0,386485860.0,381470700.0,463616480.0,193574130.0,269937600.0
2192.0,1372739100.0,369673600.0,379275420.0,537331460.0,190825760.0,259854690.0
2193.0,1343371000.0,385689540.0,368715550.0,609266560.0,192972830.0,280332640.0
2194.0,1253486600.0,408713600.0,480315870.0,520704770.0,186630720.0,340292220.0
2195.0,1499301800.0,402443100.0,433774180.0,497475940.0,210996540.0,336526560.0
2196.0,1516558700.0,377831200.0,394463140.0,464890270.0,200753900.0,397357730.0
2197.0,1326837100.0,381002400.0,400282880.0,460468960.0,197429550.0,338179800.0
2198.0,1357477100.0,369631000.0,391144740.0,454589400.0,185912370.0,313120740.0
2199.0,1402690300.0,363762530.0,390456400.0,522453540.0,193015970.0,294485900.0
2200.0,1417427300.0,369222900.0,444479330.0,459216960.0,213045650.0,321877760.0
2201.0,1421416700.0,383800320.0,414712800.0,454049860.0,199497620.0,304850980.0
2202.0,1294722700.0,363097020.0,386925600.0,476357100.0,191170100.0,304148320.0
2203.0,1419692500.0,363704480.0,373203100.0,487473630.0,191803100.0,346107680.0
2204.0,1313226600.0,358723870.0,386772260.0,562239000.0,185895040.0,328400200.0
2205.0,1655372400.0,380706660.0,375960260.0,476128670.0,186809890.0,357215700.0
2206.0,1581766400.0,368272740.0,494599140.0,457770600.0,189427150.0,343377900.0
2207.0,1545123800.0,382161060.0,395286200.0,595667000.0,188844200.0,313604130.0
2208.0,1770473500.0,368953300.0,388044860.0,465855100.0,187031120.0,309785600.0
2209.0,1538876300.0,359954980.0,376492640.0,474363550.0,184143620.0,305099170.0
2210.0,1899711600.0,374974240.0,379593800.0,531631000.0,185548460.0,302904200.0
2211.0,1573290100.0,368957660.0,444914720.0,509975140.0,195815300.0,297610600.0
2212.0,1383273500.0,365982270.0,418369380.0,564681860.0,195616860.0,312251140.0
2213.0,1707402800.0,365787170.0,390444500.0,484631900.0,192608180.0,339165980.0
2214.0,1969593600.0,365294430.0,393364900.0,506815520.0,190107970.0,341670940.0
2215.0,1634650400.0,364651460.0,393797280.0,477932540.0,184875890.0,314800770.0
2216.0,1751712300.0,358902600.0,372199600.0,512944770.0,192090620.0,289879870.0
2217.0,1564788400.0,386779420.0,390533630.0,583163200.0,195032960.0,280945540.0
2218.0,1436656400.0,403450620.0,388005200.0,726042600.0,190466270.0,271647230.0
2219.0,1987355500.0,377180700.0,458567400.0,576177800.0,202422220.0,283901540.0
2220.0,1687510900.0,376706880.0,413109250.0,582856900.0,236746640.0,269240420.0
2221.0,1751551000.0,387497900.0,398105760.0,540905900.0,200611330.0,310738050.0
2222.0,1664673500.0,424398180.0,389753630.0,518501200.0,212904270.0,315466530.0
2223.0,1590039400.0,471407580.0,449090800.0,520754600.0,193222800.0,307833470.0
2224.0,1604177400.0,412858400.0,401953500.0,635444740.0,226939400.0,280360300.0
2225.0,1438770300.0,378573760.0,389607460.0,527490000.0,192129000.0,288715620.0
2226.0,1948936400.0,354972400.0,438550530.0,583555460.0,196504000.0,286305900.0
2227.0,1763344300.0,402021300.0,441986900.0,526981440.0,190293380.0,295570080.0
2228.0,1590882700.0,366875900.0,398858800.0,525853570.0,197509360.0,280504030.0
2229.0,1623181800.0,364900960.0,417391420.0,560431360.0,195521460.0,282498750.0
2230.0,1552383700.0,365683040.0,393885570.0,601386400.0,226504020.0,303952500.0
2231.0,1503267000.0,358774880.0,381028260.0,524190200.0,203330100.0,289550400.0
2232.0,1482770800.0,359645540.0,380601760.0,517213950.0,196979920.0,331266850.0
2233.0,1471247700.0,454940200.0,428014700.0,632426700.0,225295150.0,325883400.0
2234.0,1607339100.0,361748320.0,455323900.0,515218900.0,204483090.0,404751070.0
2235.0,1590943500.0,350139070.0,392715230.0,513926140.0,191784500.0,326123400.0
2236.0,1751032200.0,358348700.0,439758080.0,627038700.0,194809420.0,305718460.0
2237.0,1557607200.0,352397800.0,407777500.0,568565760.0,253917060.0,346871800.0
2238.0,1505434500.0,352376000.0,392941630.0,532081700.0,198723780.0,344897280.0
2239.0,1681935600.0,359368860.0,405389900.0,566414200.0,194501140.0,303324700.0
2240.0,1560279900.0,354312800.0,408962620.0,531584700.0,214525170.0,314603330.0
2241.0,1629316400.0,429956300.0,409565380.0,528546240.0,214268580.0,390866180.0
2242.0,1619367200.0,387386880.0,413419360.0,510208300.0,200157280.0,353936100.0
2243.0,1612531300.0,415364320.0,455657860.0,553137000.0,199064580.0,335260480.0
2244.0,1493627500.0,807307840.0,452377500.0,521602700.0,224510690.0,313076480.0
2245.0,1501727600.0,531486660.0,526989920.0,511767260.0,205188050.0,320415500.0
2246.0,1511196800.0,447507200.0,475268130.0,619192600.0,217080850.0,306302560.0
2247.0,1481908100.0,383095000.0,427460350.0,540397200.0,226401600.0,284452600.0
2248.0,1560835700.0,483621500.0,435717150.0,687007600.0,199834380.0,352423520.0
2249.0,1502474600.0,424232670.0,516609540.0,574270800.0,196432960.0,337476400.0
2250.0,1509106600.0,562050240.0,528106400.0,534103360.0,199761540.0,329229980.0
2251.0,1585489800.0,527508260.0,499522270.0,538079600.0,193688930.0,316805470.0
2252.0,1633624700.0,426287940.0,466769020.0,636788600.0,224283410.0,362393150.0
2253.0,1543537800.0,493769280.0,448892860.0,624419460.0,205120400.0,303481860.0
2254.0,1683129600.0,535130940.0,434545060.0,583359100.0,197565950.0,294371600.0
2255.0,1739321300.0,510226100.0,430553280.0,569038400.0,217801680.0,294941860.0
2256.0,1644925800.0,451339780.0,459087800.0,794246200.0,196798500.0,398595100.0
2257.0,1812705000.0,419781540.0,419025250.0,656988200.0,205431400.0,392040860.0
2258.0,1914103300.0,410843700.0,483792160.0,683279100.0,211514240.0,317415550.0
2259.0,1702840400.0,443224540.0,459897760.0,651505000.0,200512060.0,372214800.0
2260.0,1699147400.0,681956160.0,433807780.0,626918300.0,211986050.0,335778270.0
2261.0,1795527700.0,509582000.0,437855360.0,631254400.0,196690560.0,297949380.0
2262.0,1584986200.0,444714180.0,436136160.0,594791800.0,211252110.0,317660480.0
2263.0,1669182200.0,969873900.0,453361150.0,627880450.0,195620660.0,305368060.0
2264.0,1604007800.0,599895300.0,454198880.0,617396200.0,199669760.0,377651330.0
2265.0,2045556400.0,539951740.0,457025570.0,573573400.0,223140580.0,329446340.0
2266.0,1859195000.0,452001660.0,435100450.0,592214340.0,210353250.0,306159800.0
2267.0,1695447600.0,457741200.0,468968640.0,562932740.0,205127060.0,318628220.0
2268.0,1796134100.0,475743900.0,463897500.0,554534460.0,395948000.0,322255230.0
2269.0,1839013400.0,576256600.0,441897500.0,629253900.0,266925800.0,327358180.0
2270.0,1699398700.0,663222200.0,528464500.0,569976100.0,267573340.0,322007500.0
2271.0,1995473000.0,768368400.0,455651360.0,557766900.0,264331170.0,418493500.0
2272.0,1946951400.0,602472260.0,441075100.0,639989700.0,210012720.0,398728000.0
2273.0,2034651500.0,712503500.0,462231940.0,580721600.0,206770260.0,346311550.0
2274.0,1880080500.0,482103100.0,453560670.0,581578560.0,204287700.0,344811550.0
2275.0,1794116000.0,520451650.0,425847330.0,559539100.0,199393150.0,330645730.0
2276.0,1741272800.0,484263170.0,450171900.0,568273660.0,214436400.0,328773760.0
2277.0,1880023800.0,454426980.0,552013600.0,602842750.0,199420670.0,307065900.0
2278.0,1869458000.0,460790180.0,492364480.0,590775230.0,196901890.0,337839200.0
2279.0,1926019700.0,485217100.0,516805000.0,677207940.0,208027140.0,312495000.0
2280.0,1850327800.0,524058080.0,454327300.0,642505500.0,200081920.0,343749800.0
2281.0,1742475600.0,651876700.0,461632930.0,634890750.0,204226100.0,338878820.0
2282.0,1913832200.0,478231420.0,473350750.0,740712900.0,205429890.0,346470850.0
2283.0,1738468900.0,454916380.0,460760930.0,622401700.0,204788020.0,338733980.0
2284.0,1785820300.0,631840450.0,466358720.0,572669440.0,217036860.0,331148480.0
2285.0,1977477100.0,626028600.0,466896580.0,572691400.0,193623600.0,300693900.0
2286.0,2022059900.0,464243840.0,443334600.0,563475300.0,192119970.0,448266370.0
2287.0,1770304500.0,484114180.0,501824030.0,557671500.0,190532160.0,361276600.0
2288.0,1753354100.0,462894370.0,475525950.0,602608450.0,194797150.0,327844700.0
2289.0,1841216000.0,473882700.0,449596200.0,561016800.0,195841900.0,378870880.0
2290.0,1797936400.0,463352830.0,519265860.0,605431500.0,193183570.0,352248480.0
2291.0,1826003700.0,492976030.0,463870200.0,560660100.0,196452880.0,369850900.0
2292.0,1864526300.0,516165600.0,469409730.0,605416400.0,196214620.0,373671230.0
2293.0,1782369700.0,468121900.0,456190720.0,553157800.0,186482670.0,343076350.0
2294.0,1825958000.0,521514080.0,470859140.0,562915300.0,188070320.0,328206900.0
2295.0,2061559000.0,535095520.0,456108800.0,567133100.0,190447330.0,384865180.0
2296.0,2178469600.0,461257700.0,493363360.0,607426500.0,208708380.0,378181660.0
2297.0,1931713700.0,661674600.0,459539260.0,846561300.0,185768220.0,375571070.0
2298.0,1816793200.0,531856930.0,455128770.0,563916700.0,185928380.0,377351970.0
2299.0,1896025200.0,587217150.0,436721920.0,548987140.0,185888110.0,398600060.0
2300.0,1771201500.0,471344320.0,482417380.0,548345100.0,193793620.0,445277600.0
