time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,CESM2-WACCM
2000.0,2602306600.0,2602306600.0,2602306600.0,2602306600.0
2001.0,2557952000.0,2557952000.0,2557952000.0,2557952000.0
2002.0,2615186400.0,2615186400.0,2615186400.0,2615186400.0
2003.0,2572791300.0,2572791300.0,2572791300.0,2572791300.0
2004.0,2507515100.0,2507515100.0,2507515100.0,2507515100.0
2005.0,2541930000.0,2541930000.0,2541930000.0,2541930000.0
2006.0,2490418700.0,2490418700.0,2490418700.0,2490418700.0
2007.0,2476607200.0,2476607200.0,2476607200.0,2476607200.0
2008.0,2453716700.0,2453716700.0,2453716700.0,2453716700.0
2009.0,2440313000.0,2440313000.0,2440313000.0,2440313000.0
2010.0,2477528000.0,2477528000.0,2477528000.0,2477528000.0
2011.0,2456699400.0,2456699400.0,2456699400.0,2456699400.0
2012.0,2401347600.0,2401347600.0,2401347600.0,2401347600.0
2013.0,2423956000.0,2423956000.0,2423956000.0,2423956000.0
2014.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0
2015.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0
2016.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0
2017.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0
2018.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0
2019.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0
2020.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0
2021.0,2274760400.0,2294507800.0,2321986300.0,2297617400.0
2022.0,2270319000.0,2270657300.0,2284404200.0,2332521500.0
2023.0,2230604000.0,2238273000.0,2271116300.0,2279350500.0
2024.0,2199782100.0,2253333800.0,2241853000.0,2266882800.0
2025.0,2161261000.0,2207503000.0,2218699000.0,2228068600.0
2026.0,2119434800.0,2168801000.0,2172805400.0,2206166000.0
2027.0,2079093500.0,2121365500.0,2148665300.0,2176783600.0
2028.0,2044967800.0,2082963200.0,2098982800.0,2128610800.0
2029.0,1993635600.0,2039738200.0,2076161300.0,2098671500.0
2030.0,1959943700.0,1995054700.0,2029125400.0,2108202900.0
2031.0,1913937300.0,1947135100.0,1998113800.0,2052276200.0
2032.0,1854247600.0,1893417100.0,1999674000.0,2005686700.0
2033.0,1800122600.0,1834189800.0,1950476400.0,1977258800.0
2034.0,1751992700.0,1783671800.0,1877895600.0,1932124900.0
2035.0,1700346600.0,1746238600.0,1841497300.0,1886567200.0
2036.0,1669885200.0,1697523600.0,1785697700.0,1840921100.0
2037.0,1610258700.0,1621189000.0,1796754200.0,1787310000.0
2038.0,1536709600.0,1554277800.0,1720025700.0,1757819400.0
2039.0,1462024200.0,1502137100.0,1695194000.0,1705160300.0
2040.0,1414190300.0,1444509200.0,1625957200.0,1653209100.0
2041.0,1389838300.0,1384100200.0,1553071000.0,1610967700.0
2042.0,1293332900.0,1330577500.0,1485261000.0,1549849200.0
2043.0,1228697000.0,1258986200.0,1420567700.0,1497304700.0
2044.0,1185866600.0,1186655900.0,1365092600.0,1448826900.0
2045.0,1127759500.0,1122568700.0,1291595400.0,1399314600.0
2046.0,1081858600.0,1059742460.0,1232306600.0,1334344100.0
2047.0,1075183000.0,994475300.0,1174374500.0,1281977900.0
2048.0,1014858900.0,942432500.0,1118813200.0,1221913300.0
2049.0,968720200.0,890241800.0,1063814000.0,1167913700.0
2050.0,918772200.0,828146050.0,1008681200.0,1115748600.0
2051.0,868351900.0,769777900.0,943879360.0,1061939000.0
2052.0,856105100.0,730407200.0,890350700.0,1008954800.0
2053.0,806761800.0,685511940.0,848761700.0,952305400.0
2054.0,768502340.0,643426750.0,842265500.0,906310300.0
2055.0,736906300.0,613980740.0,744949800.0,865840960.0
2056.0,714083800.0,568184900.0,695666200.0,823328900.0
2057.0,689468000.0,543428900.0,660258750.0,778571840.0
2058.0,657873660.0,513398880.0,628099140.0,730408900.0
2059.0,634239040.0,478992600.0,589519400.0,688518500.0
2060.0,612083140.0,457253380.0,556544600.0,662004300.0
2061.0,585469400.0,431001950.0,532197570.0,633070850.0
2062.0,571215900.0,405820800.0,503598700.0,614190000.0
2063.0,562709400.0,391144060.0,479445730.0,584027100.0
2064.0,545279170.0,368374140.0,462248030.0,558840960.0
2065.0,520150600.0,344228860.0,434824160.0,537623940.0
2066.0,519206180.0,323851170.0,421518050.0,520910180.0
2067.0,494221700.0,301462720.0,406380900.0,496661760.0
2068.0,485414980.0,288342820.0,383092770.0,475516860.0
2069.0,470083600.0,267189420.0,362296800.0,455920000.0
2070.0,459529340.0,252218340.0,341676670.0,437482460.0
2071.0,432454660.0,248592740.0,327395420.0,411646720.0
2072.0,428889860.0,240313250.0,313646400.0,404652000.0
2073.0,409361150.0,229026740.0,286469950.0,411670140.0
2074.0,410062560.0,225976780.0,275743900.0,379202270.0
2075.0,398433800.0,212685980.0,268156880.0,374234900.0
2076.0,387314430.0,207097980.0,256513490.0,391224930.0
2077.0,426236260.0,201369840.0,248058240.0,361614600.0
2078.0,473892480.0,208837340.0,243189890.0,351716580.0
2079.0,385106660.0,192874200.0,232982990.0,345446560.0
2080.0,372862270.0,191475950.0,226594610.0,361563840.0
2081.0,364955550.0,189079360.0,216310130.0,355292740.0
2082.0,396983580.0,183698860.0,220227550.0,343021600.0
2083.0,363378980.0,181384050.0,210158780.0,333909280.0
2084.0,400132160.0,180865340.0,209866190.0,315262900.0
2085.0,359446530.0,177073680.0,202756500.0,305400480.0
2086.0,364955100.0,179977500.0,203668880.0,301433000.0
2087.0,360109820.0,175235300.0,209585620.0,298550140.0
2088.0,417411200.0,173542370.0,200620240.0,287293760.0
2089.0,386626800.0,173022060.0,196083360.0,282817730.0
2090.0,394711600.0,182819550.0,197540290.0,288113820.0
2091.0,381486080.0,169460980.0,192884540.0,276681730.0
2092.0,459484130.0,169580350.0,188459620.0,270928960.0
2093.0,415392260.0,173317580.0,189869420.0,273901000.0
2094.0,393701660.0,196459420.0,199690860.0,267968820.0
2095.0,510691040.0,190527920.0,193022100.0,280197950.0
2096.0,522917220.0,174571440.0,248383060.0,269078370.0
2097.0,522094620.0,184801400.0,192972660.0,294020900.0
2098.0,476616830.0,174854300.0,201814580.0,279607040.0
2099.0,449913440.0,172432110.0,203805010.0,282992830.0
2100.0,490348300.0,171646220.0,232873230.0,330021700.0
2101.0,584044540.0,178530660.0,208957470.0,320489020.0
2102.0,568247200.0,197433440.0,196031300.0,272406850.0
2103.0,505338200.0,188723300.0,232796980.0,307465150.0
2104.0,479264500.0,181859760.0,229830290.0,401612580.0
2105.0,498277730.0,173396940.0,233381400.0,403515740.0
2106.0,730066700.0,189188480.0,208060940.0,363984700.0
2107.0,495563400.0,178662370.0,195514240.0,377071460.0
2108.0,633458200.0,183441620.0,256302820.0,327788380.0
2109.0,700724400.0,176345800.0,205737600.0,345022140.0
2110.0,602431900.0,182618500.0,200163600.0,323903300.0
2111.0,953496400.0,177120480.0,226487860.0,387962200.0
2112.0,919069000.0,177687630.0,210340370.0,497206100.0
2113.0,729765700.0,236063020.0,271922800.0,449863940.0
2114.0,754572160.0,205596380.0,217170720.0,406193340.0
2115.0,807709700.0,200064930.0,276369630.0,385081180.0
2116.0,615061900.0,183853970.0,252116350.0,526839940.0
2117.0,668088700.0,199508420.0,250082660.0,484715680.0
2118.0,836622000.0,203839680.0,253386400.0,437058430.0
2119.0,696216800.0,217014930.0,269267070.0,419514720.0
2120.0,610108200.0,243584700.0,269263360.0,390601730.0
2121.0,687646100.0,217946220.0,325473730.0,522764700.0
2122.0,678602200.0,217419310.0,349314270.0,386779800.0
2123.0,761255700.0,220618190.0,374787520.0,421592160.0
2124.0,787776060.0,204256640.0,326701150.0,618971300.0
2125.0,697131900.0,241102860.0,519994660.0,586046140.0
2126.0,645737900.0,235922960.0,522759700.0,489912160.0
2127.0,820988400.0,225392780.0,338781800.0,441020350.0
2128.0,939475840.0,213155780.0,439957400.0,689594430.0
2129.0,992849000.0,271279000.0,304804640.0,627603000.0
2130.0,933097700.0,231745070.0,291749250.0,534764580.0
2131.0,948088400.0,227559800.0,325766340.0,531132400.0
2132.0,921000700.0,291746500.0,339121800.0,506329800.0
2133.0,1033879500.0,223190100.0,362081730.0,509917800.0
2134.0,1268319100.0,270334460.0,382586500.0,470594100.0
2135.0,1100079500.0,237351820.0,290393570.0,548169100.0
2136.0,1016891700.0,224017520.0,295758530.0,580779400.0
2137.0,940094100.0,239766770.0,290046460.0,715799800.0
2138.0,914105800.0,220208580.0,275335360.0,605497300.0
2139.0,1100272000.0,298638430.0,317554780.0,496069500.0
2140.0,1471122600.0,221487900.0,296576000.0,502892400.0
2141.0,1417743600.0,239158540.0,287636320.0,521775520.0
