time,GFDL-CM3,MPI-ESM-LR,CNRM-CM5,GISS-E2-R,NORESM1-M,CANESM2,CESM1-CAM5,GFDL-ESM2G,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4
2030.0,32269953000.0,32945334000.0,32616264000.0,32898824000.0,32616126000.0,32843317000.0,32909412000.0,32696764000.0,32626616000.0,32811825000.0,32969691000.0
2031.0,32042290000.0,32804272000.0,32529770000.0,32848603000.0,32508020000.0,32448113000.0,33224030000.0,32499251000.0,32645566000.0,32469834000.0,33380942000.0
2032.0,31727698000.0,32746960000.0,32411437000.0,32737266000.0,32386898000.0,32261558000.0,32846518000.0,32481958000.0,32410728000.0,32264407000.0,32980013000.0
2033.0,31432655000.0,32616878000.0,32325837000.0,32650224000.0,32200710000.0,32213578000.0,32829942000.0,32309053000.0,32388610000.0,32106854000.0,33427251000.0
2034.0,31180350000.0,33011771000.0,32192782000.0,32610630000.0,31999777000.0,31982166000.0,32852396000.0,32292028000.0,32182036000.0,31915215000.0,32727972000.0
2035.0,30897766000.0,32544188000.0,32015950000.0,32786663000.0,31784743000.0,31853062000.0,32578440000.0,32140870000.0,32003822000.0,31804416000.0,32618641000.0
2036.0,30606481000.0,32318128000.0,31880944000.0,32420268000.0,31580826000.0,31548615000.0,32537514000.0,32127359000.0,31841990000.0,31464903000.0,32571982000.0
2037.0,30318692000.0,32175157000.0,31673078000.0,32360815000.0,31691803000.0,31282352000.0,32370756000.0,31876372000.0,31686244000.0,31138390000.0,32464785000.0
2038.0,30050447000.0,32385413000.0,31529992000.0,32197159000.0,31403104000.0,31457096000.0,32343511000.0,31666403000.0,31798102000.0,30852448000.0,32315191000.0
2039.0,29635465000.0,31994431000.0,31539270000.0,32068060000.0,31089066000.0,30954856000.0,32098335000.0,31559242000.0,31611540000.0,30615165000.0,32184168000.0
2040.0,29221239000.0,31844680000.0,31195488000.0,31919464000.0,31189395000.0,30639127000.0,32263676000.0,31203280000.0,31355662000.0,30339520000.0,32081566000.0
2041.0,28923257000.0,31569334000.0,30946918000.0,31824849000.0,30794630000.0,30439295000.0,31880694000.0,30998802000.0,31169997000.0,30017853000.0,31968508000.0
2042.0,28618596000.0,31312828000.0,30835618000.0,31670039000.0,30488582000.0,30080100000.0,31671640000.0,30834375000.0,30859434000.0,29768450000.0,31763044000.0
2043.0,28157330000.0,31109775000.0,30607630000.0,31492766000.0,30219016000.0,30115478000.0,31423298000.0,30643485000.0,30670424000.0,29598415000.0,31576779000.0
2044.0,27781108000.0,31456954000.0,30740000000.0,31335762000.0,30081122000.0,29767450000.0,31196735000.0,30349863000.0,30380947000.0,29112222000.0,31442938000.0
2045.0,27810020000.0,30854437000.0,30387042000.0,31172428000.0,29794028000.0,29297338000.0,31018426000.0,30126850000.0,30153034000.0,28760099000.0,31349565000.0
2046.0,27239027000.0,30501229000.0,30129540000.0,31085132000.0,29675362000.0,28849385000.0,30752942000.0,29851220000.0,29882178000.0,28407685000.0,31258294000.0
2047.0,26681975000.0,30223560000.0,29985415000.0,30874964000.0,29289450000.0,28745042000.0,30587521000.0,29563490000.0,29558295000.0,27910361000.0,30922121000.0
2048.0,26148006000.0,30014654000.0,29769597000.0,30738938000.0,28908030000.0,28348647000.0,30973325000.0,29386080000.0,29296988000.0,27679463000.0,30702684000.0
2049.0,25630880000.0,29748350000.0,29367712000.0,30362188000.0,28689746000.0,27923270000.0,30238513000.0,29134650000.0,29050479000.0,27345596000.0,30527234000.0
2050.0,25149288000.0,29459898000.0,29186828000.0,30123342000.0,28252146000.0,27592282000.0,29946413000.0,28921970000.0,28740307000.0,26987960000.0,30311012000.0
2051.0,24858740000.0,29109730000.0,28871674000.0,29820795000.0,27934095000.0,27158594000.0,29793954000.0,28672328000.0,28573334000.0,26657667000.0,30095598000.0
2052.0,24317846000.0,28868366000.0,28644550000.0,29502566000.0,27600900000.0,27173073000.0,29602095000.0,28349682000.0,28539361000.0,26235830000.0,29869462000.0
2053.0,23838493000.0,28600685000.0,28410440000.0,29274640000.0,27288777000.0,26426829000.0,29378420000.0,28059052000.0,28021584000.0,25894902000.0,29832206000.0
2054.0,23324928000.0,28247067000.0,28210276000.0,29015521000.0,27160732000.0,26368039000.0,29111073000.0,27885232000.0,27788750000.0,25551186000.0,29843579000.0
2055.0,22731164000.0,27994982000.0,27894840000.0,28820845000.0,26820553000.0,25614199000.0,28899887000.0,28000731000.0,27569406000.0,25169650000.0,29698550000.0
2056.0,22223786000.0,27681350000.0,27654312000.0,28577917000.0,26549985000.0,25144773000.0,29138221000.0,27645719000.0,27117343000.0,24774294000.0,29303658000.0
2057.0,21707055000.0,27325596000.0,27419795000.0,28358457000.0,26331574000.0,24799791000.0,28511000000.0,27337378000.0,26664335000.0,24349702000.0,29049960000.0
2058.0,21271020000.0,26930436000.0,27393642000.0,28056380000.0,26057839000.0,24456730000.0,28264960000.0,27050748000.0,26322616000.0,23933057000.0,28857205000.0
2059.0,20701778000.0,26725427000.0,26970083000.0,27859753000.0,25989675000.0,24015800000.0,28035178000.0,27077669000.0,25945706000.0,23755395000.0,28624816000.0
2060.0,20062239000.0,26264965000.0,26597927000.0,27644242000.0,25666284000.0,24092482000.0,27703771000.0,26579956000.0,25641340000.0,23305939000.0,28395457000.0
2061.0,19546067000.0,25959027000.0,26265625000.0,27283374000.0,25545753000.0,23660225000.0,27731128000.0,26368539000.0,25755775000.0,22867397000.0,28137746000.0
2062.0,18884980000.0,25676257000.0,26044353000.0,26894410000.0,25299000000.0,23141160000.0,27523797000.0,26373544000.0,25073504000.0,22534111000.0,28030765000.0
2063.0,18350879000.0,25392626000.0,26049874000.0,26663428000.0,24988064000.0,22690451000.0,26894313000.0,25975443000.0,24676266000.0,22268338000.0,27661658000.0
2064.0,17756539000.0,25136738000.0,25686634000.0,26403617000.0,24754438000.0,22198716000.0,26599029000.0,25655490000.0,24426433000.0,21935030000.0,27470725000.0
2065.0,17166951000.0,24908770000.0,26492060000.0,26167325000.0,24405217000.0,21830630000.0,26369747000.0,25565737000.0,24060350000.0,21503160000.0,27236900000.0
2066.0,16572136000.0,24538325000.0,25814335000.0,25850132000.0,24237435000.0,21456572000.0,26160351000.0,25335020000.0,23730266000.0,21118474000.0,26969004000.0
2067.0,15921616000.0,24306977000.0,25152035000.0,25630636000.0,23941435000.0,21155746000.0,25988166000.0,25225840000.0,23959940000.0,20741298000.0,26680994000.0
2068.0,15362640000.0,23940764000.0,25009152000.0,25369490000.0,23683058000.0,20805030000.0,25789150000.0,25923938000.0,23158972000.0,20428554000.0,26566574000.0
2069.0,14800626000.0,23682101000.0,24700037000.0,25197443000.0,23298746000.0,20413653000.0,25580337000.0,24888140000.0,22840715000.0,20076134000.0,26424605000.0
2070.0,14359929000.0,24132123000.0,24426553000.0,24938187000.0,23075854000.0,20091554000.0,25303470000.0,24714633000.0,22540462000.0,20041888000.0,26133187000.0
2071.0,13942987000.0,23443706000.0,24270280000.0,24738910000.0,22881118000.0,19764816000.0,25289693000.0,24764051000.0,23989078000.0,19576764000.0,26286148000.0
2072.0,13497133000.0,23004664000.0,24183667000.0,24439669000.0,22696526000.0,19451430000.0,24908070000.0,24474356000.0,22077300000.0,19205796000.0,26044385000.0
2073.0,13108491000.0,22750634000.0,23907365000.0,24380700000.0,22447163000.0,19064880000.0,24772342000.0,24298844000.0,22383915000.0,18721524000.0,25658384000.0
2074.0,12790695000.0,22444585000.0,24007725000.0,24145215000.0,22223772000.0,18831510000.0,24546400000.0,25268335000.0,21693975000.0,18371610000.0,25405390000.0
2075.0,12299404000.0,22261975000.0,23470338000.0,23870351000.0,22429284000.0,18468637000.0,24348318000.0,24123540000.0,21285759000.0,19382542000.0,25444282000.0
2076.0,11958372000.0,21952164000.0,23445518000.0,23600986000.0,21939814000.0,18210847000.0,24060776000.0,24018397000.0,21097234000.0,18283227000.0,25233785000.0
2077.0,11541837000.0,21736034000.0,23036555000.0,23368452000.0,21624318000.0,18229967000.0,23738421000.0,23900010000.0,20785963000.0,17721250000.0,24996930000.0
2078.0,11165064000.0,21527314000.0,22867000000.0,23208583000.0,21434919000.0,17707799000.0,23526416000.0,23727657000.0,20875633000.0,17366548000.0,24997884000.0
2079.0,10687107000.0,21313397000.0,22584988000.0,22872120000.0,21272642000.0,17419723000.0,23406146000.0,23519429000.0,20475107000.0,17109669000.0,24927126000.0
2080.0,10356830000.0,21086726000.0,22319823000.0,22641046000.0,20947735000.0,17069796000.0,23046957000.0,23386780000.0,20182039000.0,16820844000.0,24540780000.0
2081.0,10019856000.0,20936237000.0,22131712000.0,22406457000.0,20677784000.0,19310725000.0,22804498000.0,25057477000.0,20480018000.0,16666307000.0,24345942000.0
2082.0,9622981000.0,21979734000.0,22058666000.0,22155750000.0,20502532000.0,17819450000.0,22541050000.0,23971934000.0,20122350000.0,17494854000.0,25786370000.0
2083.0,9355147000.0,20735300000.0,21662036000.0,21883458000.0,20206195000.0,16706095000.0,22337702000.0,23174660000.0,20474376000.0,16386509000.0,24407380000.0
2084.0,9016827000.0,20300564000.0,21503472000.0,21654354000.0,19910144000.0,16391830000.0,22132912000.0,22930092000.0,19463858000.0,16094989000.0,24058840000.0
2085.0,8714338000.0,20119600000.0,21265502000.0,21486752000.0,19718742000.0,16046713000.0,21826705000.0,22853874000.0,19186969000.0,15855628000.0,23879391000.0
2086.0,8473169400.0,19919735000.0,21094078000.0,21328763000.0,19508558000.0,15780311000.0,21588767000.0,22725069000.0,19202388000.0,15615412000.0,23701170000.0
2087.0,8195558400.0,19805102000.0,20900993000.0,21141230000.0,19275786000.0,16150265000.0,21385746000.0,22533386000.0,18767868000.0,15362057000.0,23609020000.0
2088.0,8043642000.0,19510847000.0,20676004000.0,20998867000.0,18999970000.0,15520585000.0,21116256000.0,22721802000.0,18640840000.0,15119049000.0,23591119000.0
2089.0,7772428300.0,19316627000.0,20413116000.0,20812356000.0,18744010000.0,15237415000.0,20856734000.0,22497102000.0,18376460000.0,14868647000.0,23546446000.0
2090.0,7482599000.0,19018988000.0,20345125000.0,20566604000.0,18589470000.0,15136872000.0,20694200000.0,22340120000.0,18195995000.0,14715554000.0,23421760000.0
2091.0,7287747600.0,18921724000.0,20064252000.0,20388305000.0,18388347000.0,14888470000.0,20450263000.0,22169311000.0,17977502000.0,14485091000.0,23126420000.0
2092.0,7023923000.0,18607739000.0,20235446000.0,20640645000.0,18170335000.0,14675934000.0,20163674000.0,22065105000.0,17735820000.0,14857385000.0,22970505000.0
2093.0,6795052500.0,18325588000.0,19638227000.0,20220750000.0,18119815000.0,14358298000.0,20086810000.0,22058970000.0,17598781000.0,16863826000.0,22871228000.0
2094.0,6504285700.0,18153280000.0,19357350000.0,19986221000.0,17700227000.0,14173879000.0,19904991000.0,21977119000.0,17384776000.0,14186002000.0,22726609000.0
2095.0,6275842600.0,18113327000.0,19140796000.0,19822290000.0,17475246000.0,14097971000.0,19614953000.0,21869970000.0,17185253000.0,14453172000.0,22581240000.0
2096.0,6106738000.0,18478735000.0,19418833000.0,19621974000.0,17328194000.0,13866267000.0,19491817000.0,21781140000.0,17455213000.0,13893137000.0,22597874000.0
2097.0,5929046500.0,17804737000.0,18764327000.0,19471655000.0,17437477000.0,13709457000.0,19288543000.0,21649422000.0,17936984000.0,14101016000.0,22397470000.0
2098.0,5784601000.0,17591208000.0,18566644000.0,19304410000.0,16998722000.0,13508774000.0,19114416000.0,21537800000.0,17758056000.0,13521922000.0,22233774000.0
2099.0,5546176000.0,17444039000.0,18384392000.0,19146727000.0,16749318000.0,13342797000.0,18910837000.0,21688982000.0,17064504000.0,13284069000.0,22084555000.0
2100.0,5378554400.0,17273184000.0,18242734000.0,19040369000.0,16586918000.0,13118226000.0,18721569000.0,21471517000.0,16974359000.0,13284658000.0,22363560000.0
