time,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,IPSL-CM5A-LR,CCSM4,GFDL-ESM2G,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,CANESM2
2030.0,32542069000.0,32890591000.0,32841253000.0,32421587000.0,32874602000.0,32784070000.0,32918890000.0,33100886000.0,33091365000.0,32940493000.0,32975198000.0
2031.0,32393705000.0,33352778000.0,32776344000.0,32291336000.0,33955254000.0,32713597000.0,32772424000.0,33041560000.0,32680170000.0,32827859000.0,32780478000.0
2032.0,32454656000.0,32808864000.0,32669168000.0,32066107000.0,33399747000.0,32440478000.0,33061272000.0,32941990000.0,32501860000.0,32704213000.0,32607169000.0
2033.0,32215685000.0,32583574000.0,32535849000.0,31838840000.0,32927437000.0,32324557000.0,32645835000.0,32951828000.0,32465363000.0,32574974000.0,32457165000.0
2034.0,32309406000.0,32481917000.0,32438096000.0,31589554000.0,32759740000.0,32185745000.0,32549546000.0,32931705000.0,32303284000.0,32531857000.0,32438694000.0
2035.0,32110540000.0,32387460000.0,32374751000.0,31283444000.0,32519480000.0,32043094000.0,32321860000.0,32705483000.0,32196567000.0,32373484000.0,32222511000.0
2036.0,31991566000.0,32224666000.0,32255113000.0,30963690000.0,32351412000.0,31914160000.0,32087126000.0,32750330000.0,32031201000.0,32236823000.0,32051638000.0
2037.0,32027228000.0,32109132000.0,32146305000.0,30686624000.0,32150426000.0,31879650000.0,31877345000.0,32536390000.0,31778824000.0,32258935000.0,31931152000.0
2038.0,31804948000.0,31969034000.0,32065663000.0,30315590000.0,32178303000.0,31769426000.0,31615048000.0,32418912000.0,31560786000.0,31997420000.0,31788521000.0
2039.0,31745446000.0,31758664000.0,31923876000.0,29977856000.0,33235495000.0,31629924000.0,31354685000.0,32292317000.0,31582015000.0,31860584000.0,31596886000.0
2040.0,31569420000.0,31606422000.0,31747365000.0,29585715000.0,34972560000.0,31826448000.0,32996730000.0,33062408000.0,31590128000.0,31661734000.0,31422544000.0
2041.0,31433984000.0,31451990000.0,31574190000.0,29241993000.0,34281744000.0,31514327000.0,31361649000.0,32192317000.0,31158534000.0,31528368000.0,31212750000.0
2042.0,31306891000.0,31337824000.0,31372444000.0,28840235000.0,33504889000.0,31288699000.0,31295957000.0,32188254000.0,30885708000.0,31486659000.0,30995804000.0
2043.0,31089810000.0,31122784000.0,31866771000.0,28391856000.0,32872577000.0,31355447000.0,30820670000.0,31966044000.0,30569839000.0,31272354000.0,30805314000.0
2044.0,30867610000.0,30975054000.0,31444486000.0,27849837000.0,32377592000.0,31017943000.0,30636590000.0,31822297000.0,30360980000.0,31123022000.0,30767640000.0
2045.0,30676148000.0,30753018000.0,31133245000.0,27522978000.0,32136129000.0,30912807000.0,31023993000.0,31629697000.0,30099384000.0,31017423000.0,30835659000.0
2046.0,30521580000.0,30646974000.0,30804083000.0,27080546000.0,31968692000.0,30795334000.0,30558917000.0,31647838000.0,29801656000.0,30890467000.0,30246623000.0
2047.0,30514299000.0,30392578000.0,30632255000.0,26525497000.0,32100577000.0,30580935000.0,30313878000.0,31840365000.0,29479506000.0,30723566000.0,30050963000.0
2048.0,30278697000.0,31440755000.0,30796585000.0,26038575000.0,31748260000.0,30352222000.0,30170874000.0,31341826000.0,29904964000.0,30521326000.0,29766167000.0
2049.0,30043195000.0,30497411000.0,30266327000.0,25459784000.0,31558363000.0,30135288000.0,29821204000.0,31100582000.0,29446562000.0,30657653000.0,29562049000.0
2050.0,29820422000.0,30123696000.0,30084008000.0,24890905000.0,31543611000.0,29984625000.0,29717360000.0,30916506000.0,28943000000.0,30242454000.0,30230931000.0
2051.0,29679978000.0,29848347000.0,29896909000.0,24441268000.0,31279903000.0,30347082000.0,29462503000.0,30641498000.0,28678148000.0,30029472000.0,30133970000.0
2052.0,29647167000.0,29738322000.0,29718223000.0,24044300000.0,31069112000.0,29853057000.0,29194349000.0,30419556000.0,28592964000.0,29928510000.0,29362604000.0
2053.0,29584284000.0,29616034000.0,29512931000.0,23727387000.0,30905917000.0,29636682000.0,28996960000.0,30504632000.0,29231837000.0,29960573000.0,28954950000.0
2054.0,29255553000.0,29660793000.0,29320274000.0,23150911000.0,30705300000.0,29431216000.0,28913043000.0,30086525000.0,28221300000.0,29745678000.0,28776282000.0
2055.0,29107900000.0,29339326000.0,29070305000.0,22603010000.0,30511310000.0,29458561000.0,28681620000.0,29907843000.0,27792984000.0,29453730000.0,28540550000.0
2056.0,28884277000.0,29158740000.0,29204644000.0,22062180000.0,30327560000.0,29127436000.0,28535097000.0,29978657000.0,27563520000.0,29512182000.0,28304611000.0
2057.0,28708061000.0,29338680000.0,28851298000.0,21642897000.0,30916438000.0,29199546000.0,28439760000.0,29527855000.0,29652408000.0,29177043000.0,28182888000.0
2058.0,28803690000.0,28898935000.0,28721175000.0,21240775000.0,30278480000.0,29028303000.0,28379867000.0,29326240000.0,27351847000.0,28995600000.0,27789451000.0
2059.0,28717578000.0,28822426000.0,28468048000.0,20769935000.0,30030115000.0,28689365000.0,28186100000.0,29104191000.0,27047334000.0,28790160000.0,27698805000.0
2060.0,28357222000.0,28572484000.0,28365169000.0,20253120000.0,29759332000.0,28776139000.0,28183736000.0,28943690000.0,26896265000.0,28667974000.0,27376431000.0
2061.0,28350630000.0,28388016000.0,28143057000.0,19887964000.0,29762357000.0,28755001000.0,28101382000.0,28834908000.0,26632360000.0,28634810000.0,27043226000.0
2062.0,28190708000.0,28240890000.0,28606249000.0,19537580000.0,29471814000.0,28574145000.0,27749874000.0,28905193000.0,26524054000.0,28325160000.0,26800466000.0
2063.0,28281379000.0,28000375000.0,28281297000.0,19166851000.0,29591990000.0,28506708000.0,28051495000.0,29007270000.0,26285769000.0,28196243000.0,26458872000.0
2064.0,28484037000.0,27889338000.0,29037337000.0,18838786000.0,29372572000.0,28371560000.0,28147081000.0,29550844000.0,25998043000.0,27984460000.0,26177804000.0
2065.0,28009773000.0,27823895000.0,28010580000.0,18531490000.0,29409702000.0,28145703000.0,27631516000.0,29266889000.0,25864677000.0,27843156000.0,26014839000.0
2066.0,27938918000.0,27892236000.0,27828015000.0,18132110000.0,29076277000.0,27979934000.0,27435321000.0,28535726000.0,25648734000.0,27703146000.0,25785696000.0
2067.0,27716010000.0,27601054000.0,27671490000.0,17893196000.0,28916124000.0,29617598000.0,30747218000.0,28330949000.0,27528421000.0,27550972000.0,25573276000.0
2068.0,27562957000.0,27316144000.0,27585059000.0,17534310000.0,28740637000.0,28128612000.0,28331055000.0,28055093000.0,25640622000.0,27363060000.0,26919868000.0
2069.0,27417180000.0,27245216000.0,28960193000.0,17180334000.0,28561120000.0,29080785000.0,27676475000.0,27818768000.0,25449845000.0,27622660000.0,25314333000.0
2070.0,27272489000.0,27300286000.0,27259412000.0,16879579000.0,28403775000.0,28620087000.0,27421725000.0,28051327000.0,25229593000.0,27195722000.0,25078555000.0
2071.0,27407182000.0,26890897000.0,27296537000.0,16632766000.0,28207247000.0,27763188000.0,27813755000.0,27935095000.0,24945183000.0,26991524000.0,24942848000.0
2072.0,27296172000.0,26824570000.0,27754785000.0,16264891000.0,28422896000.0,27534893000.0,27241734000.0,27453698000.0,24879350000.0,26907138000.0,24742412000.0
2073.0,27105538000.0,28773888000.0,27251343000.0,16112989000.0,28608313000.0,28037226000.0,27587030000.0,28118310000.0,24572879000.0,27785957000.0,24677777000.0
2074.0,27005166000.0,27906642000.0,29641351000.0,15734119000.0,28116304000.0,27383020000.0,27347775000.0,27357950000.0,24338598000.0,27045272000.0,24567532000.0
2075.0,26879089000.0,27802569000.0,27928934000.0,15425024000.0,27790922000.0,27523502000.0,27686450000.0,27787890000.0,24551266000.0,26707520000.0,24332366000.0
2076.0,27330793000.0,26762230000.0,27074060000.0,15175234000.0,27548641000.0,27301669000.0,27106046000.0,27316074000.0,28387863000.0,26564743000.0,24332659000.0
2077.0,26711843000.0,26957443000.0,26801482000.0,14898515000.0,27594109000.0,27164064000.0,26914363000.0,27472382000.0,24812276000.0,26414133000.0,24103053000.0
2078.0,27201473000.0,26537472000.0,27109777000.0,14890585000.0,27310770000.0,27016464000.0,27062796000.0,27244495000.0,24019765000.0,26323331000.0,23880390000.0
2079.0,29254545000.0,26395865000.0,27569439000.0,14579490000.0,27126645000.0,27702217000.0,27120220000.0,26953136000.0,23843062000.0,26209300000.0,23682804000.0
2080.0,26934604000.0,26196728000.0,27045847000.0,14377791000.0,26957076000.0,26770252000.0,26742850000.0,26728989000.0,23652667000.0,26031176000.0,24371841000.0
2081.0,26737316000.0,26067614000.0,27942134000.0,14126674000.0,26732685000.0,26598881000.0,26696660000.0,26615511000.0,23368643000.0,25941058000.0,23963482000.0
2082.0,29030533000.0,25979210000.0,28659636000.0,13895941000.0,27667700000.0,27208598000.0,26577127000.0,26493810000.0,23211130000.0,25868150000.0,23474090000.0
2083.0,28820574000.0,25858190000.0,27610384000.0,13738710000.0,26597173000.0,27213435000.0,27371696000.0,26325930000.0,23153467000.0,26007308000.0,23272737000.0
2084.0,27901518000.0,26485630000.0,27201550000.0,13553851000.0,28993180000.0,27007214000.0,26781475000.0,26167190000.0,24027974000.0,25836255000.0,23105310000.0
2085.0,27452635000.0,25729855000.0,26770213000.0,13412992000.0,27860700000.0,26556870000.0,26783326000.0,26062033000.0,22910867000.0,25524623000.0,23251997000.0
2086.0,26843828000.0,25546385000.0,26730463000.0,13389467000.0,26905063000.0,26767108000.0,26778218000.0,25867890000.0,22674606000.0,25392232000.0,22959628000.0
2087.0,26651455000.0,26543053000.0,27769440000.0,13276913000.0,26517207000.0,26297311000.0,26560215000.0,25793118000.0,22622783000.0,25308006000.0,22659676000.0
2088.0,28165982000.0,25447598000.0,29858744000.0,12932960000.0,27015539000.0,26205194000.0,26740695000.0,26623290000.0,25201758000.0,25198936000.0,22733361000.0
2089.0,27533314000.0,25479690000.0,30644072000.0,12752143000.0,26965592000.0,27900436000.0,26524230000.0,25767651000.0,22670623000.0,25098535000.0,22689018000.0
2090.0,26861177000.0,25379342000.0,27876356000.0,12559123000.0,26629677000.0,26329844000.0,27661933000.0,25543131000.0,22437132000.0,25085487000.0,22244290000.0
2091.0,26549733000.0,25114393000.0,28006965000.0,12378130000.0,26129633000.0,25993290000.0,26724082000.0,25389457000.0,24230390000.0,24862243000.0,24086174000.0
2092.0,28371212000.0,25044564000.0,27376544000.0,12138806000.0,26092378000.0,25837492000.0,26907492000.0,25279390000.0,27581366000.0,24780546000.0,22093418000.0
2093.0,26940512000.0,24959046000.0,28339937000.0,12022081000.0,26365796000.0,25837804000.0,26878890000.0,25174344000.0,23520250000.0,24675035000.0,22595131000.0
2094.0,28123478000.0,24908830000.0,27187567000.0,11888812000.0,26831700000.0,25915316000.0,26601417000.0,26041967000.0,22540823000.0,24551670000.0,21916404000.0
2095.0,28415259000.0,24765252000.0,27115438000.0,11766227000.0,26326274000.0,26116723000.0,26706518000.0,25335906000.0,25709285000.0,24513346000.0,21842360000.0
2096.0,28334655000.0,24701831000.0,27157060000.0,11663580000.0,25835733000.0,25762662000.0,27117847000.0,25020189000.0,23104279000.0,24689705000.0,24495147000.0
2097.0,27899316000.0,24760850000.0,27223710000.0,11529634000.0,25575762000.0,25909598000.0,26585117000.0,24785541000.0,22539390000.0,24243240000.0,21955275000.0
2098.0,27299800000.0,24659261000.0,27085345000.0,11393382000.0,29994267000.0,26346934000.0,26625167000.0,24702276000.0,22488890000.0,24416604000.0,22092351000.0
2099.0,27320451000.0,25288235000.0,28094441000.0,11224514000.0,26429286000.0,25706535000.0,26582217000.0,24557255000.0,22269786000.0,24067363000.0,21617790000.0
2100.0,27339583000.0,26316843000.0,27035896000.0,11059835000.0,26419227000.0,25456476000.0,26457975000.0,24427397000.0,21899540000.0,24203624000.0,22517289000.0
