time,ACCESS-ESM1-5,MRI-ESM2-0,CESM2-WACCM,CANESM5,ACCESS-CM2,IPSL-CM6A-LR
2030.0,677933002860.0,677409744200.0,676390568540.0,675142460040.0,676922493700.0,681585866000.0
2031.0,675740394070.0,675189509530.0,674377712200.0,673084498000.0,673821378040.0,679951923300.0
2032.0,673751253900.0,672800206760.0,671987867440.0,671043390640.0,671303481420.0,677583740760.0
2033.0,671503436500.0,671263557500.0,669998972900.0,666398315400.0,670009937700.0,674842163660.0
2034.0,669432141100.0,668486573660.0,667040938000.0,662778481900.0,667183824100.0,672673742100.0
2035.0,666576148900.0,665260677400.0,664299581690.0,659194287130.0,664117601400.0,669786386500.0
2036.0,663615124550.0,662964203250.0,661142971460.0,655632461500.0,661602818050.0,666424964500.0
2037.0,661608123400.0,660520418440.0,658568357350.0,653400315440.0,659378675760.0,664595200400.0
2038.0,659373219330.0,656717893060.0,655603531700.0,649188902700.0,656193913700.0,661756823000.0
2039.0,657330768150.0,654788444750.0,652630387860.0,645295544340.0,652295126150.0,659116027560.0
2040.0,654472212940.0,651464095560.0,649530048240.0,641475845700.0,649255644890.0,654957885820.0
2041.0,651737455500.0,648150325770.0,646521423160.0,637213511600.0,645544080050.0,653097953300.0
2042.0,648856765830.0,645661272050.0,644055689320.0,633231126900.0,642431798240.0,649795449700.0
2043.0,646438561200.0,644791354710.0,640178434050.0,629324836700.0,639750590800.0,646455054000.0
2044.0,642729876900.0,640926839860.0,638445515850.0,625397051500.0,635959081550.0,643494228990.0
2045.0,639798074760.0,637451181840.0,634432511160.0,620858214810.0,632874170140.0,640388468340.0
2046.0,639353380650.0,633713276440.0,631209184400.0,617052040750.0,629098824970.0,637804551500.0
2047.0,634994005840.0,630439903400.0,628228033240.0,612001305300.0,625828124510.0,636194956480.0
2048.0,632338427350.0,627543484100.0,625254433800.0,607239253550.0,621835695710.0,631111356360.0
2049.0,630142588700.0,624760673630.0,621988438410.0,603991593760.0,618122597300.0,627488568140.0
2050.0,627365602660.0,622054816800.0,619270316960.0,601034538830.0,614167649450.0,624906604320.0
2051.0,624115874490.0,618641137870.0,616552864860.0,595800037650.0,610963096930.0,620906648600.0
2052.0,621718141020.0,616162967330.0,614571004710.0,591947276790.0,607584964790.0,618973163040.0
2053.0,618632702600.0,613079796570.0,610569570250.0,588113032250.0,603348767770.0,616392217100.0
2054.0,618481505800.0,609821141440.0,608663028990.0,583764058810.0,599904963010.0,613114279550.0
2055.0,615112236700.0,607831203160.0,605449162740.0,580029057480.0,596475589100.0,611709894260.0
2056.0,612615488400.0,604434250170.0,601750380850.0,575869026680.0,593404906350.0,608900828170.0
2057.0,610544549920.0,601932825240.0,598535133050.0,571812718370.0,590364218510.0,604196032130.0
2058.0,607691141440.0,598472246960.0,596160313840.0,569018068930.0,586840174310.0,600789603690.0
2059.0,604914909630.0,595889911580.0,592699705560.0,563372579450.0,583511085950.0,598473106510.0
2060.0,602426313770.0,593792073690.0,589005264510.0,558670809580.0,581438966040.0,593470862920.0
2061.0,600698793190.0,591140140850.0,586278396360.0,556812560820.0,577338421180.0,592480980580.0
2062.0,598622505080.0,591296988010.0,583273330370.0,552242704220.0,573794890290.0,586494038160.0
2063.0,595873735450.0,586225242860.0,580072115580.0,547957396760.0,570517705700.0,584385017200.0
2064.0,593140985070.0,588361469610.0,578165092290.0,545149486830.0,567394531780.0,579442575220.0
2065.0,590759208080.0,581662539780.0,575917426320.0,543057424840.0,564311625440.0,576645177840.0
2066.0,589686224190.0,578398390320.0,572180976560.0,537909119580.0,561455701550.0,572581892350.0
2067.0,587064151290.0,575749021370.0,568521842220.0,533716769900.0,557696139610.0,570191670480.0
2068.0,584625563350.0,574461162460.0,566105928190.0,529971929330.0,554314630530.0,567180522150.0
2069.0,581314090410.0,570137910620.0,563319915760.0,526462511010.0,551945563730.0,563853084240.0
2070.0,579210942130.0,567803239210.0,560382158690.0,523060849300.0,548615230390.0,560604592360.0
2071.0,577187614390.0,566289673810.0,558607246280.0,522207889980.0,546070526530.0,556504104350.0
2072.0,574004977680.0,567655963630.0,556276445000.0,516474103970.0,542892594690.0,553524552630.0
2073.0,571800994620.0,564869167710.0,553684458710.0,512527954000.0,540207347300.0,552189593220.0
2074.0,570107622190.0,560212649340.0,550315949040.0,509405202890.0,537298497780.0,549402693500.0
2075.0,567618800470.0,557946875780.0,547627547440.0,507370742630.0,534409897650.0,546128280750.0
2076.0,565579596220.0,559004487160.0,545672593400.0,503362068490.0,532266129710.0,542176116030.0
2077.0,562449248500.0,555701753660.0,543878891160.0,499938726430.0,529947251690.0,538924720510.0
2078.0,561449145840.0,555366989200.0,540857085550.0,496109789080.0,526848493780.0,536222520750.0
2079.0,557927083770.0,550540742580.0,538469294310.0,492593504870.0,523799620470.0,533390963020.0
2080.0,556352389500.0,547890952220.0,534692863790.0,489793730720.0,520801445700.0,531037203990.0
2081.0,553796085540.0,546677248430.0,531431074540.0,487191273030.0,518431949750.0,526994860010.0
2082.0,552207233900.0,544990894080.0,531472363520.0,484411673200.0,517876827170.0,524575737510.0
2083.0,550780632960.0,540578519540.0,527515075200.0,481367757260.0,514168234460.0,520926657000.0
2084.0,547470205070.0,538858036420.0,524945836750.0,477826026160.0,510981085030.0,518750306840.0
2085.0,545587530370.0,537247883510.0,521159640110.0,476415852600.0,507855333800.0,515849346590.0
2086.0,544072290590.0,535864213370.0,519572233290.0,476582626460.0,506854983660.0,514421830640.0
2087.0,540993429010.0,533128072450.0,515201226720.0,474510588180.0,502914225510.0,511173391060.0
2088.0,538232873880.0,530731544260.0,512772767740.0,468174992830.0,499357523950.0,507910771070.0
2089.0,537500936470.0,529131640010.0,509513863130.0,465693213210.0,496661328590.0,505402989930.0
2090.0,536615259420.0,529520680050.0,507974556000.0,464415498330.0,495218877820.0,503090849840.0
2091.0,533348568370.0,526301676630.0,505739895780.0,460173000020.0,491622048710.0,500520830970.0
2092.0,532633918080.0,526798753020.0,505223540310.0,457625972370.0,488751772060.0,498548830740.0
2093.0,530080229680.0,523242784300.0,500938449110.0,456889111950.0,488074217970.0,495329978060.0
2094.0,527678113010.0,521643602040.0,497780362400.0,456020785450.0,484202415680.0,493807374090.0
2095.0,525931212170.0,525186515410.0,494997313150.0,451354796000.0,480524578150.0,491034750800.0
2096.0,529812607940.0,519966439730.0,491173464240.0,449516185120.0,478591650860.0,493367530490.0
2097.0,525170025240.0,524647238860.0,488326314060.0,450751824180.0,475503186780.0,489432975820.0
2098.0,522374423930.0,519107818900.0,486236769460.0,445814248000.0,475653593950.0,488911822780.0
2099.0,520739408840.0,518181333920.0,482436885300.0,443431785470.0,472527556560.0,483228242620.0
2100.0,518091958340.0,517930477930.0,480223746820.0,441133205700.0,469252552550.0,481890559710.0
2101.0,516076169550.0,514025035040.0,478596441300.0,440225216780.0,468514295070.0,478129390190.0
2102.0,515312210730.0,513105789590.0,474449211720.0,435819975820.0,464090877910.0,475997758060.0
2103.0,514414935750.0,518066713940.0,472451543320.0,432647672000.0,461989944930.0,477304794260.0
2104.0,510283586040.0,515574680720.0,470038724490.0,431740063000.0,459246465280.0,473431747480.0
2105.0,512502706200.0,516861963450.0,467164026770.0,429426140940.0,456704016760.0,472277834640.0
2106.0,508030774160.0,516577357460.0,464310988860.0,433761595410.0,454327362420.0,468244354220.0
2107.0,507885134220.0,509401207360.0,462422290350.0,427041730660.0,451398458500.0,469195788390.0
2108.0,505911740250.0,508533110520.0,459963612960.0,423614439020.0,448887890040.0,462876887570.0
2109.0,502823584380.0,507528806040.0,456283066780.0,421375600010.0,446035415080.0,461954293060.0
2110.0,502949749340.0,514656694690.0,455848885730.0,422878518560.0,444719063870.0,460235975620.0
2111.0,499846684790.0,514251367640.0,452706098830.0,420149601360.0,442830472640.0,465214876650.0
2112.0,498855186090.0,509892637260.0,448002603100.0,415917640610.0,441761449570.0,460405082130.0
2113.0,497004361820.0,508528713350.0,445778284980.0,415361121260.0,437469767100.0,461934991170.0
2114.0,496303674610.0,507303683780.0,442499226840.0,413205887530.0,435495268730.0,456624048160.0
2115.0,492588745610.0,505862756880.0,444492094680.0,413393961860.0,433355881930.0,452477475740.0
2116.0,491159801770.0,506453980200.0,438643697780.0,412581014900.0,431814663780.0,452258458690.0
2117.0,489970177300.0,507558972900.0,436123366670.0,414078015320.0,430558541220.0,447909311470.0
2118.0,489609992430.0,502385253790.0,434348500300.0,409920905350.0,428044026020.0,451809049790.0
2119.0,489486929250.0,501617425480.0,430740928670.0,410919176760.0,427108330010.0,446743858230.0
2120.0,487532177760.0,504618995410.0,430433097750.0,405386893570.0,423501733540.0,447000105990.0
2121.0,484742258040.0,505150791800.0,431097330630.0,403518807526.0,420732663660.0,443478092070.0
2122.0,483315591650.0,506435980360.0,424735042230.0,404344491860.0,418624975730.0,440222267030.0
2123.0,482526635200.0,502176872080.0,419874188510.0,406488538590.0,418148348990.0,439800763180.0
2124.0,479970534870.0,501234301650.0,418199747240.0,405053772060.0,416004773056.0,436815860410.0
2125.0,478339285330.0,495763758010.0,420562054030.0,402599653550.0,411934752180.0,432761327820.0
2126.0,475982058180.0,501691804120.0,415839338110.0,399339032496.0,409019499240.0,431583561040.0
2127.0,477597220040.0,503872232000.0,414690520680.0,400151785844.0,407358543984.0,433355003230.0
2128.0,474717545310.0,505806522570.0,414523053500.0,394914267474.0,404496137120.0,428882005590.0
2129.0,474558751730.0,505729491730.0,411372224250.0,393807877780.0,402689754734.0,429501108590.0
2130.0,477107762160.0,501557473900.0,407988874190.0,393950215726.0,401744087030.0,426815297200.0
2131.0,472256440460.0,505313725740.0,408017739160.0,395090373270.0,398180817326.0,425686613100.0
2132.0,471325319560.0,500864606370.0,407017223940.0,392730179700.0,397056109060.0,420835787250.0
2133.0,469559524480.0,502350027660.0,402613631110.0,393427293924.0,394878164300.0,420121404300.0
2134.0,465891897200.0,506007455170.0,399436707930.0,389982292414.0,393570619534.0,421262582270.0
2135.0,470104965630.0,505885614840.0,399760568890.0,387219288370.0,391012273464.0,424443037870.0
2136.0,465646849520.0,507580176280.0,397529812870.0,386597070990.0,390029391944.0,420701560390.0
2137.0,464440287860.0,499240018200.0,397925875710.0,385687566970.0,389695500950.0,421608297210.0
2138.0,461926184720.0,502048135390.0,396244946890.0,388213742144.0,388607145000.0,416797011010.0
2139.0,464433165960.0,509215345000.0,393580499520.0,384933448514.0,386637532082.0,414219450100.0
2140.0,459498296800.0,503528341160.0,391330795220.0,381573181318.0,384035298524.0,410424937950.0
2141.0,459107674000.0,503470058100.0,392117910520.0,379957396640.0,381191856386.0,409175582630.0
2142.0,455831560540.0,505885340950.0,388876140650.0,378102543948.0,380996205368.0,407280507820.0
2143.0,455773735530.0,507948760000.0,385878376770.0,377152298310.0,382351908296.0,407479773590.0
2144.0,454858689080.0,502248718520.0,383953473110.0,374227457806.0,377944651080.0,407953567310.0
2145.0,457369106400.0,505177449890.0,385488965080.0,373631440360.0,376616440098.0,405028846010.0
2146.0,452399681910.0,504867905800.0,384381210990.0,375224523212.0,373741598024.0,403748477830.0
2147.0,451847369460.0,514418763550.0,385052130930.0,372723121430.0,371828750752.0,401355825350.0
2148.0,450731740730.0,509461233000.0,379623720570.0,373153905354.0,369213503364.0,405524359060.0
2149.0,452091611630.0,506468129160.0,378912238740.0,369851883002.0,370469968810.0,413846865180.0
2150.0,457623669960.0,503803863500.0,375867620850.0,375249983838.0,366874315152.0,409351188670.0
2151.0,457410377740.0,501392140190.0,371343622840.0,373689319576.0,369329968177.0,406913199930.0
2152.0,451672604680.0,505749846850.0,371689574320.0,371262878928.0,367646537825.0,402381896420.0
2153.0,451102023220.0,500981730590.0,375878316820.0,368102604200.0,363745763540.0,401278355130.0
2154.0,451683380600.0,499646369850.0,370037266160.0,367806237112.0,362183522204.0,399633300200.0
2155.0,447153257920.0,510515540910.0,368121414750.0,373720286662.0,361868561751.0,396425232910.0
2156.0,447792727780.0,513185838420.0,375284536080.0,371595676102.0,359778873045.0,400402612190.0
2157.0,447314243730.0,511608031260.0,366065018590.0,363707642984.0,359569922368.0,395891785340.0
2158.0,445991167920.0,502360116980.0,362816370160.0,365378179384.0,359767057594.0,393946156980.0
2159.0,444437155420.0,506986892950.0,363052012740.0,364310874228.0,359789032505.0,392438901460.0
2160.0,443422718590.0,503599275300.0,361085694070.0,360547948088.0,354165762271.0,391077736400.0
2161.0,444800775320.0,510201392900.0,361830045500.0,359337544848.0,360269846792.0,389429375210.0
2162.0,442712142890.0,503759907400.0,359203857900.0,360632671962.0,353199185350.5,387680605630.0
2163.0,453708709120.0,508977187800.0,359579859670.0,365215431510.0,350637476777.0,388468007760.0
2164.0,445626460330.0,510986782340.0,356864941360.0,367317676798.0,350542817736.0,389307099560.0
2165.0,444305372680.0,508864966760.0,360499237370.0,360991561552.0,349463198064.0,386594849280.0
2166.0,444285799200.0,516384623990.0,354989772880.0,360150198757.0,347527067402.5,384193319540.0
2167.0,440199702190.0,508608025800.0,353177349360.0,355977934710.0,345326518024.0,383271883550.0
2168.0,437121954580.0,508096889940.0,352359759820.0,359945951696.0,345492828708.0,379331563364.0
2169.0,441692012180.0,503283053560.0,351344329090.0,354494727882.0,345058468237.0,379876969246.0
2170.0,438148806740.0,506914842840.0,349738380330.0,360488304147.0,341733266466.5,378910229484.0
2171.0,434104330420.0,514228953240.0,348614193950.0,357098647334.0,340831622167.0,381494147990.0
2172.0,435340000000.0,506200566500.0,345031614070.0,357000913002.0,339677907542.5,376820037650.0
2173.0,436029650420.0,512355299110.0,342344106770.0,355927495772.0,338478497262.0,375024876300.0
2174.0,435026562710.0,514740355510.0,342857241190.0,355000045778.0,344461195335.5,374946312970.0
2175.0,431928733820.0,507807538370.0,355485869460.0,365851307824.0,338082897896.2,376109619680.0
2176.0,429692154780.0,511055592120.0,343435106050.0,360855227262.0,336486090669.0,379417585340.0
2177.0,435692076790.0,508626572200.0,339255116360.0,355988458277.0,334997329781.5,376837305904.0
2178.0,431076640110.0,510799638900.0,345164620500.0,352457615323.0,338474461919.0,374447328240.0
2179.0,432270226310.0,513495446640.0,337120960480.0,354795068690.0,333735583517.0,383484137174.0
2180.0,430674707500.0,512114581100.0,375006912110.0,356853392486.0,335577090969.0,374155025020.0
2181.0,429325397540.0,515160091400.0,344503262640.0,351546392986.0,331615268203.2,370075088300.0
2182.0,425526734440.0,509442738860.0,338392562770.0,349983111467.0,330615347917.0,370720737440.0
2183.0,426882579550.0,510971890000.0,337823386950.0,350184738048.0,332517034702.5,371261526096.0
2184.0,422642806960.0,506945508600.0,336972422760.0,347551057926.0,327710887549.0,367467380080.0
2185.0,421152145670.0,511874915500.0,333719306060.0,356121908582.0,326306137805.5,369573446580.0
2186.0,420858613030.0,514398443500.0,330285743120.0,349114728509.0,326973111613.0,376339108530.0
2187.0,420055680400.0,509868618300.0,328954278090.0,352701480901.0,324990806229.0,376536568000.0
2188.0,421354965060.0,509775492050.0,342188689680.0,349689727865.0,325654749751.0,370139382540.0
2189.0,419647716340.0,505124743700.0,328035455810.0,346743023098.0,323183457150.0,365374700910.0
2190.0,419224633200.0,511470051160.0,338435767820.0,345435375847.0,325356489946.0,361502896230.0
2191.0,420320101380.0,510556613900.0,328917636500.0,356152621224.0,322809647082.5,362282003530.0
2192.0,418425167890.0,507544450460.0,337842902170.0,356714830099.0,320143257418.0,362750988030.0
2193.0,418514401500.0,506316275900.0,342928461920.0,351549295252.0,319373303659.2,365670057826.0
2194.0,416659963940.0,510190254240.0,333510389550.0,349430295622.0,320978836158.8,358142832846.0
2195.0,415288493100.0,511266336660.0,327193818670.0,348286673740.0,319333503966.9,366638841360.0
2196.0,412963993760.0,510678446000.0,325414019290.0,347559739534.0,317158812140.8,364681939840.0
2197.0,413589519470.0,512064643410.0,342136960160.0,344760182801.0,317201475775.8,359677992630.0
2198.0,413575113970.0,511607846270.0,323505698400.0,345675018915.0,313303138591.1,360526232234.0
2199.0,411115178780.0,507159516800.0,322134784200.0,341884777061.0,313027872578.5,355415799050.0
2200.0,409985270090.0,507564671210.0,328950390430.0,341836192938.0,310714509711.2,355098955360.0
2201.0,412946802940.0,513590653160.0,321842511250.0,347648345571.0,315389815176.0,358810486680.0
2202.0,410060018280.0,510794016930.0,317809265850.0,347069640487.0,308861967122.1,354965938590.0
2203.0,407424582910.0,512663047640.0,318148726530.0,344447388547.5,311082852412.5,353775740220.0
2204.0,406876328260.0,509352925870.0,316950981190.0,342489511347.0,308032401242.0,353084628680.0
2205.0,406904454480.0,508603243940.0,317856155800.0,341666860913.0,306627636044.1,356593426370.0
2206.0,412565981420.0,507059602100.0,318086679960.0,339138321228.0,306818682963.8,350557045730.0
2207.0,413113442940.0,507933545100.0,323187951140.0,341480271978.5,308982170580.4,349444733900.0
2208.0,403402832900.0,506447058430.0,323092027490.0,340247071809.0,304086382830.9,352787434950.0
2209.0,401954710160.0,513180539990.0,326390560480.0,340711645005.0,303000671944.8,349641427090.0
2210.0,401567111320.0,509443618810.0,318944230830.0,341538555581.5,305626188938.0,348001785544.0
2211.0,399088446720.0,505763070200.0,313353996770.0,339676731907.5,301435612704.5,350936429900.0
2212.0,399504108480.0,509288451260.0,311707193870.0,338168632894.5,301626491261.5,351186820390.0
2213.0,399762786680.0,517244494370.0,309991785980.0,337155192262.0,302510150803.1,347823948700.0
2214.0,396747106060.0,506439887360.0,311402208630.0,337092809048.5,300016283231.1,347031400462.0
2215.0,397958145350.0,508080267450.0,307162276670.0,342318641619.0,299386047945.0,346155149208.0
2216.0,396454454970.0,506448607970.0,325971204450.0,333484985546.5,298238659456.0,348960399150.0
2217.0,395622539800.0,505446472360.0,333409051400.0,334149998605.5,299906266780.0,349929318560.0
2218.0,393289112560.0,500651865100.0,324441588660.0,336574856977.0,296350046310.0,344231343700.0
2219.0,394863041890.0,507265547720.0,311963177860.0,332463125775.0,296829605697.0,352864449090.0
2220.0,391677170970.0,512320359380.0,309774417080.0,334963466655.5,301562255013.0,348594018360.0
2221.0,394066271590.0,508408548120.0,306159001070.0,334921239164.0,309355801995.0,353031440738.0
2222.0,391477595970.0,513650368070.0,303939760500.0,335932039520.5,298700112043.0,350648365060.0
2223.0,395677655980.0,506854132300.0,333745798450.0,328474204636.5,293297347631.0,348762935630.0
2224.0,391970108270.0,503025149930.0,303454463760.0,328677559868.5,293318835890.0,344286007726.0
2225.0,389671962060.0,505568095140.0,302907558050.0,328662931396.0,295245288128.0,339375723350.0
2226.0,387294570740.0,505716283060.0,302529433780.0,326752587038.0,292393112044.0,347170481646.0
2227.0,387707853880.0,503311569600.0,314081428250.0,331069535586.0,291953768395.5,342443667724.0
2228.0,386624609010.0,505127204700.0,302466414360.0,332525134326.5,291139380888.0,343560128640.0
2229.0,386482135530.0,503820305860.0,300481465430.0,327676622541.0,289603230729.5,340751955040.0
2230.0,389423719910.0,502017246500.0,298532382300.0,330287323040.0,290610769233.2,340863110528.0
2231.0,384962084060.0,507155924770.0,298533219830.0,336126511756.0,289127722744.5,345400207596.0
2232.0,388127905440.0,501833445360.0,296494294850.0,329418086522.5,291810417975.5,339891055080.0
2233.0,386315079380.0,504425639910.0,295084704820.0,326338160284.0,286797045070.5,352320515280.0
2234.0,389763985560.0,508568976870.0,300320463370.0,324499232918.0,287741263916.8,339097078960.0
2235.0,386176384970.0,506530374300.0,295014612070.0,323507816654.5,289822936592.0,337419740496.0
2236.0,387393608150.0,514557900160.0,298519535650.0,328056078756.0,289742311987.5,335822274080.0
2237.0,386290850980.0,511992629960.0,292685845320.0,330967494370.0,287373824928.0,333926165704.0
2238.0,386261731720.0,510440472450.0,295624436020.0,331168117605.0,285135763509.0,335390583236.0
2239.0,382816918020.0,517820918160.0,306631406120.0,331119356692.5,286655968384.2,336218951390.0
2240.0,386946360880.0,526752499830.0,305109262260.0,324089521984.5,282644250088.8,332435341146.0
2241.0,383625039890.0,520966902600.0,294739499520.0,325769580146.0,283434355807.5,333090474020.0
2242.0,380641448590.0,512963298360.0,297994226650.0,324807014757.5,283629260867.8,332078050620.0
2243.0,378451400840.0,511000642120.0,316432600560.0,323670597715.0,281835797707.0,334674828524.0
2244.0,382351459630.0,511531984250.0,295103688680.0,324397667575.5,279649032454.8,333712788664.0
2245.0,381183792740.0,507941404760.0,295894471490.0,326648448220.0,281292046260.8,334206358300.0
2246.0,377053560280.0,506285213960.0,290136442360.0,323209488534.0,283002669670.0,333079123100.0
2247.0,377694771070.0,509343401830.0,286512708960.0,324329240954.5,278972873832.5,336486452000.0
2248.0,376686992190.0,507625244020.0,286205653970.0,326253896168.0,278801800450.0,334213795470.0
2249.0,379459614940.0,506042950090.0,287094841640.0,330653438090.5,279782634476.0,336007740460.0
2250.0,376554261460.0,509869759800.0,326307615350.0,326406009136.0,279676994360.0,337253332930.0
2251.0,376337846310.0,507165959300.0,297315985630.0,326888794766.0,279770858504.0,332421494570.0
2252.0,374088949230.0,527605274660.0,297741922810.0,322388843969.5,277324284783.0,331475719450.0
2253.0,372923034080.0,515917153040.0,298103302510.0,320862235236.5,277178438693.5,330577917940.0
2254.0,373716069690.0,512127721270.0,290586262790.0,320794737645.0,275907176575.2,331147877576.0
2255.0,373034292940.0,508961350130.0,297131567700.0,321335348670.0,275688119198.8,332999839720.0
2256.0,372694538410.0,507092433900.0,323577239430.0,317623782342.0,272823062219.2,330464884500.0
2257.0,372167995440.0,517371361440.0,298018695560.0,322430300768.0,276590041660.0,331762681240.0
2258.0,370608645550.0,514847643660.0,296913128400.0,323518342916.0,275733339033.8,330987381950.0
2259.0,370578052870.0,517303532540.0,289467153800.0,322404352810.0,281003243593.0,326941114380.0
2260.0,369782251930.0,513067949340.0,286815614230.0,321520852388.0,276781263638.5,328207589600.0
2261.0,371459309640.0,507909358850.0,311004522580.0,318781936540.0,288814705939.5,330701265580.0
2262.0,372219910810.0,506173880020.0,291044741850.0,320567407918.0,278329677680.8,331955272950.0
2263.0,369771498170.0,503275994600.0,287172610310.0,317244603074.5,275672021751.5,342233962664.0
2264.0,368403746890.0,505167191500.0,285581699960.0,320888857986.0,271980515227.9,330727952600.0
2265.0,367346890850.0,505775923120.0,295961616080.0,321707829808.0,271815489330.9,326905681850.0
2266.0,368288736410.0,506276081990.0,283866104950.0,320935444658.0,270691209404.0,324235172250.0
2267.0,367585035130.0,507599512200.0,281022855720.0,319254611330.5,268195891346.9,331786267010.0
2268.0,373682736540.0,509293941200.0,279899015240.0,317008780824.0,269008966425.4,334855427130.0
2269.0,368051704500.0,508679933900.0,283029334470.0,319430643296.5,266540286718.9,331822734070.0
2270.0,367428072200.0,507493089980.0,285805202620.0,317447994070.5,265682167220.1,332624025090.0
2271.0,366838596500.0,505774102600.0,280665613980.0,324120603242.0,268006906963.8,333120720330.0
2272.0,365115976790.0,505520879000.0,294644012310.0,322232763074.0,268670733354.0,331021430340.0
2273.0,364556171900.0,513219683120.0,291581272100.0,322551051574.0,266347726345.0,333896562874.0
2274.0,366174515300.0,504548257220.0,276300942860.0,319468852507.5,272622780994.8,327298350420.0
2275.0,361642088600.0,509025907140.0,281518670520.0,329963184314.0,263545496211.1,324317118896.0
2276.0,364490867000.0,510785096340.0,275531489400.0,330646881394.0,269371021095.5,324321432980.0
2277.0,365006305750.0,509125056680.0,275762337000.0,319805142587.5,268216673636.4,328781854790.0
2278.0,363686640690.0,506012684340.0,276543480080.0,320261519010.5,263474037254.4,323648464380.0
2279.0,366756143340.0,513646822560.0,276413689080.0,319168278941.0,264653534654.2,327283445150.0
2280.0,363099536880.0,511257709640.0,276649715070.0,320362914934.0,261636568143.4,324095388664.0
2281.0,359615691950.0,509481654900.0,276733437000.0,317332624988.0,261672840381.2,326432201236.0
2282.0,363740279130.0,510452543670.0,272785932070.0,324016421200.0,260593953755.5,328685459520.0
2283.0,362464379760.0,509542190900.0,272655165430.0,315414258341.5,262238887950.0,328508093936.0
2284.0,362153547760.0,509030392020.0,281050137540.0,312033397110.5,263590553313.5,329027070344.0
2285.0,359311344220.0,513971648250.0,277921779880.0,311290406000.0,260608712168.5,327743070450.0
2286.0,359734258330.0,513063415970.0,271689033350.0,316580206809.5,258851800438.0,331171739320.0
2287.0,359124469100.0,512468377060.0,276806824100.0,314472471230.5,258352438833.8,325976044166.0
2288.0,360248290420.0,515026404980.0,270212635750.0,312550552631.0,258159037286.4,319094985350.0
2289.0,358948071720.0,512702133240.0,276075209740.0,316178011850.5,257532422908.9,321923106610.0
2290.0,359519291900.0,509302676240.0,277314311980.0,316045803054.0,256274444884.8,319782765940.0
2291.0,356983442030.0,521189376220.0,276587482500.0,311788306360.0,255127145852.0,317738136290.0
2292.0,357783233170.0,513052920020.0,275851506120.0,314884096648.5,255821199114.8,329655292570.0
2293.0,358257070960.0,517979855240.0,274581631160.0,311213329818.0,253962207220.0,323304028990.0
2294.0,358193185260.0,516348953420.0,270002984740.0,311829631272.0,255345553293.8,322332662030.0
