time,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5
2082.0,493008642180.0,500676292510.0,486177203010.0,429127535050.0
2083.0,488378109560.0,498464058210.0,481984201230.0,426632246310.0
2084.0,484222436980.0,497388713990.0,478815852280.0,426255005380.0
2085.0,482734731050.0,493709717040.0,477940827240.0,421289854320.0
2086.0,480346064050.0,491750140710.0,473090356890.0,418538185730.0
2087.0,476777953750.0,492705235560.0,473485592890.0,414640484110.0
2088.0,473547230750.0,492680318220.0,467801769760.0,416105902950.0
2089.0,470795407450.0,488828432870.0,465213012980.0,410349551330.0
2090.0,468439869670.0,489620600500.0,462716074870.0,405740296480.0
2091.0,464265492840.0,489859802860.0,459678952060.0,402541330250.0
2092.0,463078260310.0,483339106490.0,456869043920.0,400605499130.0
2093.0,462397362360.0,482924862030.0,456383944670.0,399658074370.0
2094.0,457268540750.0,479673777110.0,453549020750.0,394944613260.0
2095.0,455081885930.0,479950270790.0,447981825490.0,391839525430.0
2096.0,452406503790.0,477521754710.0,446261771910.0,390150929780.0
2097.0,450000355590.0,478937624100.0,445783094970.0,387133751850.0
2098.0,449886758880.0,473724087640.0,440761431240.0,384921342430.0
2099.0,446558105610.0,471959622800.0,439007684210.0,382644246930.0
2100.0,444368987420.0,472255304980.0,436732116830.0,379459212290.0
2101.0,445827140420.0,473382354890.0,434144487450.0,379448751890.0
2102.0,438483164780.0,473459834100.0,432424208140.0,377941588350.0
2103.0,437941813300.0,475799657230.0,428452780260.0,375731296074.0
2104.0,434200921220.0,482261669960.0,426963216490.0,378968207840.0
2105.0,432591868090.0,478895647890.0,425295963870.0,372472530340.0
2106.0,433089414640.0,475433014980.0,424058727510.0,369356527960.0
2107.0,432101302050.0,477042875540.0,420134300950.0,367569638120.0
2108.0,427533373690.0,470808672170.0,419816616230.0,365932417164.0
2109.0,422709189370.0,475557937100.0,415889293990.0,363913165228.0
2110.0,426244557630.0,475943584560.0,420560376940.0,362260047656.0
2111.0,425769507210.0,474572583770.0,411986781510.0,359718762214.0
2112.0,423132414780.0,476879859200.0,415100004770.0,358744072240.0
2113.0,424302005130.0,478023038920.0,411234716360.0,357182725074.0
2114.0,420702255020.0,475334314330.0,406710333670.0,354974847840.0
2115.0,416669397700.0,471795197210.0,406463131150.0,354384117140.0
2116.0,417075583810.0,470963148090.0,408951793450.0,356586574334.0
2117.0,416491071580.0,466105303970.0,409614638000.0,355430354934.0
2118.0,411630984680.0,465844821730.0,410172913330.0,354422186340.0
2119.0,421074737790.0,463491157960.0,404522256450.0,355408462670.0
2120.0,412873447530.0,471067468280.0,400766212880.0,352666729582.0
2121.0,409467763670.0,460105534290.0,400476832180.0,350844347590.0
2122.0,408165234700.0,466627013520.0,400404462940.0,347717128748.0
2123.0,405793032080.0,464694465580.0,395516500470.0,348704395174.0
2124.0,415297460170.0,466676630380.0,396975683560.0,348998550910.0
2125.0,411718089030.0,464454300820.0,401513859720.0,347192053600.0
2126.0,407064584500.0,465495585640.0,394708337374.0,347046905770.0
2127.0,409034271940.0,473565566170.0,398366707810.0,351668561978.0
2128.0,409831173590.0,474013994570.0,388213702796.0,349734581686.0
2129.0,404329361030.0,473751212480.0,386009367760.0,345911774378.0
2130.0,404529278590.0,467021555620.0,383455704850.0,340172286660.0
2131.0,398969819430.0,474283188670.0,384037423580.0,340543789626.0
2132.0,405820183720.0,474513446680.0,382040057710.0,336680537846.0
2133.0,414774518880.0,486406925920.0,384242486136.0,336576369098.0
2134.0,399676405370.0,470472692390.0,383650577560.0,343074270384.0
2135.0,404006778940.0,472378623280.0,377574861810.0,339135138038.0
2136.0,407261815610.0,475988261410.0,377617877820.0,335702328136.0
2137.0,405305846240.0,486408323540.0,378147726410.0,340957030468.0
2138.0,402615566270.0,477650405470.0,374355724696.0,339800600416.0
2139.0,397013726080.0,473082634830.0,369877237620.0,334756320762.0
2140.0,397040808900.0,468938690000.0,372047721200.0,333305793980.0
2141.0,395249163110.0,473665631620.0,370110715480.0,332572896881.0
2142.0,394629110150.0,475195057940.0,381197372274.0,335716406408.0
2143.0,390439766370.0,479898587580.0,370960819556.0,333709373232.0
2144.0,391552094310.0,474960410760.0,369022474878.0,336810006490.0
2145.0,394219075960.0,474654432840.0,370012645084.0,331704053876.0
2146.0,391305078700.0,484747962280.0,368341935900.0,330811905575.0
2147.0,388494040080.0,482445107520.0,366985997956.0,330180418958.0
2148.0,387521823570.0,477353125830.0,364137654370.0,325888587130.0
2149.0,391751402210.0,475038589620.0,363640178896.0,332510414971.0
2150.0,391771506020.0,473190224930.0,362198377440.0,331473238009.0
2151.0,406213554180.0,476575434840.0,363580020558.0,334483305378.0
2152.0,395376915800.0,469877955990.0,360038762674.0,331129652025.0
2153.0,387385588280.0,475159465400.0,356445212804.0,334726949674.0
2154.0,385280158480.0,470542570260.0,358677191258.0,331907159507.0
2155.0,382570020060.0,469355310060.0,354580338470.0,328775299526.0
2156.0,380019436560.0,473683167840.0,353441079476.0,326652798728.0
2157.0,391597913570.0,472226825940.0,353964284820.0,327036462058.0
2158.0,382514869020.0,479677864480.0,352778272324.0,325707064996.0
2159.0,380701602650.0,474786971540.0,355560406360.0,324260408806.0
2160.0,391717588150.0,473511112650.0,351438887576.0,332462794477.0
2161.0,385480756680.0,470981569260.0,353458106118.0,326740042623.0
2162.0,384612058460.0,479967576720.0,360623743364.0,325541023274.0
2163.0,380733062270.0,468431618160.0,354419994144.0,323129880126.0
2164.0,388991210390.0,474496620730.0,348086482972.0,320189469786.0
2165.0,382812288220.0,478502894640.0,347687542196.0,319406909816.0
2166.0,387031653030.0,497754502600.0,346878238714.0,321531323830.0
2167.0,379730386480.0,495081295600.0,347941197460.0,319265170192.0
2168.0,379796962070.0,486922571200.0,347551842950.0,317841873344.0
2169.0,374246380420.0,486198667590.0,346025788154.0,316635419909.0
2170.0,380564848470.0,487203222960.0,345934825544.0,321310736657.0
2171.0,383520001200.0,480680501950.0,347898031308.0,317289605653.0
2172.0,374011495810.0,480583384960.0,347652770516.0,316607855240.0
2173.0,379491671120.0,481551611070.0,347526012750.0,316170016803.0
2174.0,375983850690.0,489392287200.0,343674484230.0,312969528147.0
2175.0,370614302320.0,477183276500.0,343217860590.0,312657233276.0
2176.0,370280442500.0,503017571990.0,340056982544.0,312287246591.0
2177.0,370890205680.0,492123737480.0,339488849566.0,312731464601.0
2178.0,380977966290.0,483611841030.0,339143170980.0,317356458894.0
2179.0,371149903080.0,482281406660.0,335854902694.0,318307482062.0
2180.0,368934071220.0,487726852830.0,344904476142.0,310830907819.0
2181.0,374515283410.0,488972304370.0,337009132424.0,310576377096.0
2182.0,365675405850.0,484698160720.0,339952067190.0,310196832571.0
2183.0,364531601210.0,477596786900.0,337950504170.0,312763544169.0
2184.0,365153301150.0,486029715100.0,338173148260.0,311128831970.5
2185.0,364055903930.0,479959822790.0,337418559610.0,307346987123.0
2186.0,362900907060.0,485756433550.0,333581461244.0,310567636795.0
2187.0,363720647850.0,483977218260.0,335342478530.0,309416835858.0
2188.0,362454355720.0,479038916460.0,335502599910.0,308084989958.0
2189.0,360276810350.0,479431873860.0,340069107702.0,312249400330.0
2190.0,367777666740.0,483112418820.0,339518654358.0,311533598290.0
2191.0,363095992740.0,477372187190.0,335709002910.0,320340285830.0
2192.0,371969791360.0,488050294400.0,334556848708.0,312217738205.0
2193.0,367128511030.0,480728739400.0,340367243350.0,307800420859.0
2194.0,359867621210.0,481810715170.0,334263800494.0,307680677398.0
2195.0,359364030650.0,491205527420.0,331825756302.0,313407223117.5
2196.0,371913198400.0,488617175330.0,334752463700.0,311022553050.0
2197.0,356579558620.0,482762543710.0,345682114822.0,314969375016.0
2198.0,360440383060.0,474452446350.0,342363936546.0,307363604716.0
2199.0,365580841220.0,480652656560.0,335921572066.0,309300780150.0
2200.0,359966935750.0,477672015950.0,336255679520.0,314397923215.0
2201.0,367357777000.0,474412052760.0,337003759214.0,308895986258.0
2202.0,379391616470.0,473505244320.0,330230134250.0,302740058789.0
2203.0,355913432680.0,474558071830.0,327819767110.0,306294166298.0
2204.0,360140156280.0,484949044960.0,331531248384.0,305212233075.0
2205.0,349953264090.0,479249268540.0,327369983174.0,299743938902.0
2206.0,347240089590.0,486420992380.0,326583601128.0,299112466847.5
2207.0,351717329200.0,494280852690.0,326163497590.0,298067764554.5
2208.0,351839518160.0,482996602440.0,337884608902.0,307029236287.5
2209.0,347413232600.0,480896351960.0,328514095258.0,306846234560.0
2210.0,348252020100.0,479349927680.0,327392477350.0,301299427782.0
2211.0,345289112040.0,475146427300.0,329355193650.0,300073013051.0
2212.0,343193332940.0,473327504640.0,339332911008.0,300859488010.0
2213.0,343853636100.0,474995893940.0,327560372450.0,303426004458.0
2214.0,347440192430.0,472815856590.0,326967514922.0,295720034138.5
2215.0,342018278790.0,473922061600.0,332069237758.0,297572159862.0
2216.0,348991697770.0,471097529910.0,328729049276.0,301846556320.0
2217.0,344635655830.0,469908572720.0,331320523328.0,298587454655.5
2218.0,342002974550.0,467283255140.0,329811722620.0,295427409104.0
2219.0,339065465720.0,466755005080.0,327865909192.0,294918081897.0
2220.0,337377006040.0,473844526360.0,327030021010.0,296087078410.0
2221.0,337677815010.0,470568062050.0,326873477424.0,293082003130.0
2222.0,338830796620.0,473483938300.0,327027727044.0,297536344220.0
2223.0,339512105740.0,470946804100.0,324007500506.0,302516042034.0
2224.0,334213080130.0,474481068640.0,332259219020.0,297950632296.5
2225.0,335062985590.0,474748350700.0,329111565426.0,295733105361.0
2226.0,333212472180.0,475641555460.0,322032329960.0,298254502704.0
2227.0,332382507310.0,475232860930.0,327728970370.0,295569204396.5
2228.0,331841162600.0,471179624280.0,325853958840.0,295365831066.0
2229.0,332703190950.0,471433061770.0,324155242480.0,294523671809.0
2230.0,329212953160.0,472207788740.0,327699610726.0,299281109308.0
2231.0,330447987120.0,471957033110.0,323151989460.0,302591833078.0
2232.0,328405565460.0,477973898520.0,332751558970.0,303234548268.0
2233.0,339548812830.0,473088217910.0,324235458440.0,295419105680.0
2234.0,327822656780.0,474769933950.0,324421153876.0,301433346090.0
2235.0,327288971140.0,470829724100.0,320227990350.0,294756643090.0
2236.0,327715078930.0,476294768010.0,321005316410.0,294617954229.5
2237.0,329600118720.0,472875990750.0,322054896760.0,295586187122.5
2238.0,327335136540.0,474576249960.0,321079295976.0,291963789641.5
2239.0,325402827860.0,478273537920.0,315835750940.0,293042392175.5
2240.0,338375822470.0,476574389190.0,317327602194.0,292984466756.0
2241.0,325318895220.0,486438372260.0,319869076836.0,301551062135.5
2242.0,333523008280.0,477326676100.0,316615347884.0,292534804762.0
2243.0,329305296520.0,487477670000.0,318183554846.0,296176809930.0
2244.0,328293239130.0,477811402700.0,319610051186.0,290496226850.5
2245.0,324011705870.0,476427315600.0,324200655340.0,301065878960.0
2246.0,321768142040.0,482485336240.0,326375843508.0,296742310062.0
2247.0,322222820880.0,482303668500.0,325459090380.0,291442121707.0
2248.0,320327978480.0,483472079830.0,315941216090.0,290471995515.5
2249.0,323157879990.0,479779074220.0,313997266384.0,295780831940.8
2250.0,320653891340.0,486328344300.0,313386950110.0,294667979907.0
2251.0,322093824900.0,480897340100.0,317402528664.0,291072954681.5
2252.0,323264512660.0,481102370970.0,316378726700.0,290246461482.8
2253.0,319086590510.0,483851211590.0,312124379362.0,293478328296.0
2254.0,314001569830.0,485013767900.0,313397160220.0,300958439057.2
2255.0,315686958290.0,481676308360.0,319442366090.0,294815856315.5
2256.0,312744401080.0,485279948250.0,322997199774.0,289219974344.0
2257.0,313988091000.0,483662652230.0,313954703700.0,290742332547.5
2258.0,311253211180.0,478230938470.0,314405603640.0,304045888410.0
2259.0,309609501260.0,476821042000.0,310254937228.0,295710235216.5
2260.0,313880809540.0,490552769580.0,316998798588.0,292656794366.0
2261.0,310059822010.0,483531693520.0,320708769490.0,291496136713.2
2262.0,308983082030.0,484888718630.0,317649534650.0,289538209565.0
2263.0,309643832420.0,478154693610.0,312219026450.0,296486661867.0
2264.0,305979481180.0,475418015000.0,309143631980.0,289722437758.5
2265.0,304938544210.0,481686776500.0,314600969026.0,296298319862.8
2266.0,303711709840.0,477165307180.0,309548052882.0,293909374799.0
2267.0,306544972820.0,478416986100.0,306881877829.0,308525530349.8
2268.0,301964103120.0,480759777680.0,305435162238.0,295634690521.8
2269.0,301576044730.0,477632959630.0,309982878720.0,292678561176.2
2270.0,310343828470.0,476079092260.0,303663872868.0,295619834999.0
2271.0,304082649610.0,480234702270.0,306739113510.0,290857299905.5
2272.0,300288036580.0,481289619730.0,317082897974.0,302280288472.5
2273.0,300200541340.0,479981141000.0,308841638566.0,296587499155.0
2274.0,300437466010.0,486435078090.0,306241486192.0,294279518688.2
2275.0,298237520900.0,479663591930.0,304731389186.0,292841570142.0
2276.0,296855724190.0,480206055320.0,300982306540.0,293589397447.0
2277.0,299993058820.0,480911163240.0,302296456678.0,290037004620.0
2278.0,296442856260.0,489039447340.0,307520828365.0,292548806800.5
2279.0,294562797000.0,484151014420.0,302400256810.0,289676964254.8
2280.0,296597649910.0,480994160800.0,305437453892.0,288470842643.5
2281.0,293556751060.0,483224965140.0,302222829515.0,295076909960.0
2282.0,293588148230.0,482718383840.0,300275039123.0,296946175540.0
2283.0,291485005270.0,481098459220.0,303242098284.0,291726815386.0
2284.0,292138068610.0,481408486090.0,303840220838.0,296091096636.0
2285.0,293777604560.0,478692005580.0,305670520183.0,293155343290.0
2286.0,290732531880.0,475285357290.0,310747221384.0,288199142880.0
2287.0,290176481250.0,475432026360.0,307399871600.0,286260812332.0
2288.0,289782659500.0,475859282600.0,305570771240.0,287525669520.0
2289.0,308266510420.0,477719607870.0,305229525042.0,290116690942.0
2290.0,293467295710.0,475540639120.0,308187100526.0,301956668779.0
2291.0,286810603690.0,474789644530.0,303385133790.0,304289857258.0
2292.0,286695910510.0,476821615060.0,304897394424.0,298209316416.0
2293.0,287160569370.0,473642123300.0,307802361460.0,297361930726.0
2294.0,289109339770.0,475688596120.0,308757385014.0,291471806737.0
2295.0,283693277300.0,472278877370.0,315841805776.0,290542438597.0
2296.0,283756697590.0,477446827740.0,307323447360.0,292674679832.0
2297.0,282417805940.0,474709281320.0,310336580436.0,290490571789.5
2298.0,287674222990.0,471880381920.0,306289238072.0,290777340334.0
2299.0,282440726990.0,471648790550.0,303809572950.0,291559986673.0
2300.0,280412388960.0,471347332340.0,302156674984.0,296992286302.0
