time,INM-CM5-0,CAMS-CSM1-0,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,FGOALS-F3-L,ACCESS-CM2,EC-EARTH3-VEG,GFDL-ESM4,NORESM2-MM,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,INM-CM4-8,EC-EARTH3
2010.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0
2011.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0
2012.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0
2013.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0
2014.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0
2015.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0
2016.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0
2017.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0
2018.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0
2019.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0
2020.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0
2021.0,7250614700000.0,7254789600000.0,7276614000000.0,7258087400000.0,7264364000000.0,7262821000000.0,7266170000000.0,7225936000000.0,7273159600000.0,7263903300000.0,7235826600000.0,7265843700000.0,7255074000000.0,7274304000000.0,7277664300000.0,7258953500000.0,7232423500000.0
2022.0,7237471000000.0,7237505000000.0,7265746000000.0,7230734700000.0,7243865500000.0,7225558000000.0,7236323000000.0,7176320000000.0,7253992000000.0,7255206400000.0,7202812000000.0,7256172700000.0,7203890700000.0,7251542700000.0,7262721500000.0,7241363600000.0,7170129700000.0
2023.0,7203082000000.0,7216342000000.0,7253855000000.0,7213865000000.0,7252032400000.0,7199286400000.0,7219071400000.0,7114153000000.0,7239092400000.0,7259095600000.0,7192066000000.0,7250658000000.0,7173082400000.0,7234395300000.0,7249326000000.0,7247706000000.0,7104286000000.0
2024.0,7166128300000.0,7210564000000.0,7224557000000.0,7189035500000.0,7214249000000.0,7181529000000.0,7200386000000.0,7077468000000.0,7230333000000.0,7247579600000.0,7160113700000.0,7231990000000.0,7117981000000.0,7207116000000.0,7237656000000.0,7228718300000.0,7028986600000.0
2025.0,7165819500000.0,7191022500000.0,7230526600000.0,7148820000000.0,7186341000000.0,7166712000000.0,7181354000000.0,6999901700000.0,7216458400000.0,7232701300000.0,7130892000000.0,7220321000000.0,7054735400000.0,7192060000000.0,7218359400000.0,7217310300000.0,6988473300000.0
2026.0,7149045000000.0,7173020600000.0,7210937000000.0,7107318000000.0,7153266000000.0,7160408300000.0,7166920500000.0,6938431600000.0,7191562600000.0,7220170300000.0,7114403000000.0,7211084400000.0,6960998000000.0,7170706000000.0,7182472000000.0,7206646000000.0,6915037000000.0
2027.0,7111197000000.0,7143895300000.0,7181299000000.0,7085327000000.0,7127890400000.0,7141714000000.0,7127523000000.0,6882464400000.0,7167121000000.0,7203390500000.0,7074706600000.0,7199635000000.0,6886102000000.0,7154321000000.0,7144864000000.0,7185447000000.0,6853730000000.0
2028.0,7076494400000.0,7108591000000.0,7163053000000.0,7058751000000.0,7090131000000.0,7122259000000.0,7088591000000.0,6802724000000.0,7143626000000.0,7192204300000.0,7039017000000.0,7205480300000.0,6810636000000.0,7136513000000.0,7104408600000.0,7175235000000.0,6799812500000.0
2029.0,7039143000000.0,7070598300000.0,7124205700000.0,7024104400000.0,7089190000000.0,7082697300000.0,7066227000000.0,6749963000000.0,7119432600000.0,7159293700000.0,7012878000000.0,7196792300000.0,6745764000000.0,7125635000000.0,7075926600000.0,7154672600000.0,6740551700000.0
2030.0,6999956000000.0,7053931000000.0,7119508600000.0,6992353000000.0,7066216300000.0,7066119300000.0,7026300700000.0,6696403000000.0,7101515600000.0,7129987000000.0,6993878700000.0,7190063000000.0,6686469000000.0,7104713700000.0,7018658700000.0,7146756400000.0,6682856000000.0
2031.0,6966403000000.0,7041926000000.0,7086548000000.0,6970627600000.0,7057972000000.0,7024170000000.0,6988773000000.0,6649477000000.0,7086547700000.0,7117325500000.0,6936404700000.0,7183931000000.0,6589567000000.0,7089496000000.0,6991700300000.0,7139939000000.0,6623497600000.0
2032.0,6927234400000.0,7027274300000.0,7081483000000.0,6951445000000.0,7032037400000.0,6999624000000.0,6963898400000.0,6614713000000.0,7028397000000.0,7104862600000.0,6894970700000.0,7167544400000.0,6504983000000.0,7084520000000.0,6964231300000.0,7125585600000.0,6541704400000.0
2033.0,6892354000000.0,6991140000000.0,7049866400000.0,6931773700000.0,6995528600000.0,6963368000000.0,6929647000000.0,6577463500000.0,7011855500000.0,7098529000000.0,6858538000000.0,7149889500000.0,6419673000000.0,7073389000000.0,6924852000000.0,7097541500000.0,6482103400000.0
2034.0,6873619000000.0,6969867400000.0,7032942400000.0,6877585000000.0,6988978700000.0,6921689500000.0,6913468700000.0,6540360000000.0,6994705000000.0,7090221000000.0,6829208000000.0,7138208400000.0,6318420700000.0,7075903600000.0,6870444500000.0,7080667000000.0,6412423000000.0
2035.0,6846914500000.0,6944211300000.0,7014287000000.0,6850575600000.0,6986678000000.0,6887613400000.0,6886388000000.0,6498321000000.0,6965060000000.0,7096407400000.0,6777726000000.0,7114491700000.0,6214446000000.0,7061494600000.0,6815600300000.0,7085874000000.0,6355007000000.0
2036.0,6804134000000.0,6921375000000.0,6996921000000.0,6823421700000.0,6963891500000.0,6870854000000.0,6842664000000.0,6469318000000.0,6942653000000.0,7076262000000.0,6736010300000.0,7097875000000.0,6131986000000.0,7041256500000.0,6760872500000.0,7069351000000.0,6278951700000.0
2037.0,6763521000000.0,6898496600000.0,6980166500000.0,6796520500000.0,6949708000000.0,6839904000000.0,6784431000000.0,6447600000000.0,6931782000000.0,7054197500000.0,6677411000000.0,7083637000000.0,6031747300000.0,7046673000000.0,6725920000000.0,7067284000000.0,6215076000000.0
2038.0,6728041000000.0,6856185500000.0,6954306000000.0,6769646000000.0,6939275700000.0,6816327000000.0,6739812400000.0,6410501400000.0,6920998500000.0,7030794000000.0,6629174500000.0,7050730000000.0,5940534300000.0,7042521000000.0,6688648000000.0,7056808500000.0,6153820400000.0
2039.0,6690886400000.0,6819489500000.0,6912374500000.0,6745841000000.0,6927856000000.0,6803243400000.0,6686151000000.0,6390960600000.0,6888169000000.0,7018300000000.0,6588312000000.0,7041486000000.0,5833122000000.0,7034427700000.0,6614614000000.0,7045332300000.0,6083692000000.0
2040.0,6680832000000.0,6782081600000.0,6860214600000.0,6726557000000.0,6902157700000.0,6748374000000.0,6641253000000.0,6374006000000.0,6879232700000.0,7010773400000.0,6554040000000.0,6997664000000.0,5738813500000.0,7034924000000.0,6546044000000.0,7027207700000.0,6002406600000.0
2041.0,6654648000000.0,6752066600000.0,6843701000000.0,6678727000000.0,6896738000000.0,6730484300000.0,6582612500000.0,6346399000000.0,6867993500000.0,6989607300000.0,6508566300000.0,6956794000000.0,5619500000000.0,7023836000000.0,6500199700000.0,7024297000000.0,5932888000000.0
2042.0,6624953500000.0,6714438500000.0,6835026000000.0,6638935700000.0,6883333600000.0,6690921500000.0,6519453600000.0,6313520000000.0,6856042300000.0,6973999300000.0,6443761700000.0,6938371000000.0,5485359000000.0,7014189000000.0,6468025700000.0,7009872000000.0,5878068000000.0
2043.0,6611953000000.0,6690188000000.0,6825675600000.0,6594563000000.0,6859168000000.0,6654678000000.0,6448309300000.0,6276670600000.0,6838607000000.0,6959013000000.0,6404761500000.0,6899420000000.0,5363576300000.0,6988034500000.0,6436468000000.0,7002512000000.0,5827597400000.0
2044.0,6587892600000.0,6650679300000.0,6807478600000.0,6564011000000.0,6794712000000.0,6646238000000.0,6396224000000.0,6260078000000.0,6815864000000.0,6928117300000.0,6359729300000.0,6865869000000.0,5232312500000.0,6962899600000.0,6378166400000.0,6993100000000.0,5755963000000.0
2045.0,6562062000000.0,6618720000000.0,6786264300000.0,6527545500000.0,6768997400000.0,6632765000000.0,6335627300000.0,6248332000000.0,6796540400000.0,6910794000000.0,6325746500000.0,6830179000000.0,5097934000000.0,6952395000000.0,6329466000000.0,6980140300000.0,5691112000000.0
2046.0,6535145000000.0,6607031000000.0,6771284000000.0,6483833000000.0,6751463700000.0,6610197400000.0,6262883000000.0,6217157600000.0,6775019000000.0,6876736000000.0,6276861400000.0,6806580000000.0,4979993000000.0,6916932000000.0,6264867000000.0,6967874600000.0,5616219000000.0
2047.0,6509855000000.0,6576744000000.0,6742475000000.0,6428888700000.0,6722763600000.0,6573130000000.0,6214181000000.0,6193472300000.0,6750249000000.0,6858228000000.0,6225550000000.0,6766571600000.0,4875194000000.0,6888167600000.0,6189445000000.0,6951402000000.0,5531214000000.0
2048.0,6483837700000.0,6552153000000.0,6710087400000.0,6408247000000.0,6667099000000.0,6536190000000.0,6140653500000.0,6148567600000.0,6737227000000.0,6837226700000.0,6194145000000.0,6720774500000.0,4744130600000.0,6856894000000.0,6110945000000.0,6949060000000.0,5465051000000.0
2049.0,6462783000000.0,6534757600000.0,6668258000000.0,6356227600000.0,6653322700000.0,6518746400000.0,6045183000000.0,6110421500000.0,6725230000000.0,6816466000000.0,6144140000000.0,6681758000000.0,4645484000000.0,6821988000000.0,6032894000000.0,6936492000000.0,5408636000000.0
2050.0,6430724000000.0,6506842000000.0,6642488000000.0,6316162500000.0,6658485000000.0,6481063700000.0,5954946500000.0,6074718000000.0,6711475000000.0,6791673400000.0,6123449500000.0,6651854700000.0,4531873000000.0,6815661000000.0,5960657000000.0,6906190000000.0,5360511400000.0
2051.0,6409158700000.0,6474717000000.0,6629914000000.0,6285313000000.0,6632595000000.0,6453181500000.0,5901100000000.0,6053959300000.0,6688037400000.0,6756331000000.0,6075985000000.0,6635582400000.0,4406823600000.0,6802223700000.0,5920972600000.0,6898103400000.0,5314033000000.0
2052.0,6396010600000.0,6478229000000.0,6623118000000.0,6254501000000.0,6605752000000.0,6425602400000.0,5859164300000.0,6026584700000.0,6672092000000.0,6719923000000.0,6030194000000.0,6617677400000.0,4280721300000.0,6766296300000.0,5830458000000.0,6880056000000.0,5270448600000.0
2053.0,6368228500000.0,6454874500000.0,6604191000000.0,6214699700000.0,6578000400000.0,6412716000000.0,5817281000000.0,6005390300000.0,6638098400000.0,6698219600000.0,5972503300000.0,6609226400000.0,4156909000000.0,6729777000000.0,5748391700000.0,6857537000000.0,5203173600000.0
2054.0,6350559500000.0,6436651000000.0,6569939000000.0,6166709500000.0,6556242000000.0,6384435300000.0,5760107000000.0,5962876300000.0,6616832000000.0,6682580600000.0,5920283700000.0,6588146400000.0,4034610300000.0,6698275700000.0,5678132000000.0,6828385000000.0,5133405500000.0
2055.0,6315137600000.0,6410680700000.0,6547573000000.0,6135783000000.0,6530754700000.0,6352817000000.0,5719136000000.0,5934023700000.0,6605049400000.0,6674963000000.0,5896169000000.0,6563043500000.0,3918280300000.0,6652522700000.0,5629974000000.0,6795721400000.0,5092406700000.0
2056.0,6303060600000.0,6394657400000.0,6531562000000.0,6085808000000.0,6501060600000.0,6337177000000.0,5670924000000.0,5901188600000.0,6565035000000.0,6648300000000.0,5880441000000.0,6523463400000.0,3815458000000.0,6626637000000.0,5557478000000.0,6770763000000.0,5041974000000.0
2057.0,6286208400000.0,6385979400000.0,6498813500000.0,6047701400000.0,6483858700000.0,6320012400000.0,5620790500000.0,5859224600000.0,6545374000000.0,6613394500000.0,5825834000000.0,6481645000000.0,3708965600000.0,6604495000000.0,5466783500000.0,6726887700000.0,4993966400000.0
2058.0,6270413000000.0,6364784000000.0,6453753000000.0,5990165500000.0,6461973000000.0,6303066000000.0,5570845700000.0,5802120000000.0,6533340000000.0,6589224000000.0,5760995000000.0,6462518000000.0,3600090700000.0,6584399300000.0,5386554300000.0,6689301000000.0,4958765000000.0
2059.0,6241842000000.0,6327991000000.0,6413139600000.0,5936039000000.0,6435990000000.0,6259691500000.0,5524495500000.0,5735808000000.0,6500625000000.0,6585457000000.0,5711256400000.0,6433507000000.0,3498436700000.0,6557876600000.0,5293830000000.0,6669194000000.0,4920222700000.0
2060.0,6213550000000.0,6321650000000.0,6394783000000.0,5894723600000.0,6371525000000.0,6239712400000.0,5496474000000.0,5651019300000.0,6492286600000.0,6575061000000.0,5673065000000.0,6395984300000.0,3398605000000.0,6527665000000.0,5208996300000.0,6647591000000.0,4885570400000.0
2061.0,6184774000000.0,6288535000000.0,6383533000000.0,5858441000000.0,6343627400000.0,6233437000000.0,5449621400000.0,5583660400000.0,6483337500000.0,6522878300000.0,5646655700000.0,6369250400000.0,3299175800000.0,6500477600000.0,5134753500000.0,6628982700000.0,4843805000000.0
2062.0,6164316000000.0,6256526000000.0,6352038500000.0,5812697700000.0,6317046500000.0,6206827000000.0,5404166700000.0,5531766000000.0,6463577700000.0,6486728600000.0,5611477500000.0,6329939300000.0,3202458600000.0,6476650000000.0,5063181000000.0,6618156000000.0,4795168500000.0
2063.0,6151455400000.0,6235983700000.0,6315207300000.0,5754038000000.0,6285931600000.0,6182540000000.0,5346010600000.0,5448202000000.0,6452958000000.0,6440495000000.0,5557579700000.0,6307123000000.0,3097194400000.0,6458602000000.0,4993510000000.0,6580334000000.0,4728321700000.0
2064.0,6124771000000.0,6219938400000.0,6295858000000.0,5676755000000.0,6269246600000.0,6155535000000.0,5288763000000.0,5362409300000.0,6430776600000.0,6380484300000.0,5524632400000.0,6285790500000.0,3006387200000.0,6435163300000.0,4902985700000.0,6526834600000.0,4670179000000.0
2065.0,6091572000000.0,6204108000000.0,6259230000000.0,5617324400000.0,6219666000000.0,6150332400000.0,5238626000000.0,5295070000000.0,6394602000000.0,6334580000000.0,5490807400000.0,6262864500000.0,2933125300000.0,6405495500000.0,4824999000000.0,6488762400000.0,4627513000000.0
2066.0,6051360000000.0,6176979300000.0,6223566000000.0,5571831400000.0,6190828400000.0,6116734000000.0,5183178000000.0,5235079600000.0,6334255000000.0,6303362600000.0,5440005500000.0,6233385300000.0,2863971700000.0,6373839500000.0,4730926000000.0,6454685700000.0,4562376000000.0
2067.0,6025149000000.0,6158735000000.0,6194196400000.0,5543851700000.0,6160110300000.0,6101090000000.0,5128890000000.0,5192963000000.0,6302651000000.0,6276708000000.0,5409888300000.0,6201276400000.0,2790876800000.0,6317466000000.0,4646120000000.0,6430543000000.0,4504193300000.0
2068.0,5990329000000.0,6141161500000.0,6191439700000.0,5501162000000.0,6113330000000.0,6065738000000.0,5088486600000.0,5107103000000.0,6284466000000.0,6264934400000.0,5360392300000.0,6167605500000.0,2710682000000.0,6257914000000.0,4571555000000.0,6421913000000.0,4446948400000.0
2069.0,5941762700000.0,6107042400000.0,6165213000000.0,5449472500000.0,6080406500000.0,6045073700000.0,5016720000000.0,5027981000000.0,6266873700000.0,6245588700000.0,5334412000000.0,6125724000000.0,2625791600000.0,6196453000000.0,4496703000000.0,6386658300000.0,4385521800000.0
2070.0,5911041500000.0,6074493600000.0,6149853000000.0,5406611000000.0,6052815000000.0,6031133000000.0,4976954000000.0,4949856000000.0,6232472600000.0,6222848000000.0,5281562500000.0,6098293600000.0,2544497600000.0,6117999500000.0,4411890300000.0,6358187400000.0,4309598900000.0
2071.0,5893992000000.0,6044967000000.0,6123601000000.0,5354976000000.0,6028223600000.0,6012648600000.0,4915491500000.0,4883509400000.0,6208982400000.0,6209893000000.0,5240084000000.0,6083668000000.0,2472379200000.0,6064572000000.0,4322203500000.0,6342094000000.0,4234442400000.0
2072.0,5874692700000.0,6024313400000.0,6104520600000.0,5323729400000.0,6011251300000.0,5993045000000.0,4859629000000.0,4809621500000.0,6204226500000.0,6188326500000.0,5175586000000.0,6054835400000.0,2397831000000.0,5988145400000.0,4259824500000.0,6327672000000.0,4138443000000.0
2073.0,5854230000000.0,5995101000000.0,6072719000000.0,5267417000000.0,5992396400000.0,5964112000000.0,4803610500000.0,4742866000000.0,6188358400000.0,6169988000000.0,5124619000000.0,6008622000000.0,2319629700000.0,5922134000000.0,4169005500000.0,6297190000000.0,4080474800000.0
2074.0,5819954400000.0,5971944400000.0,6040191000000.0,5221397300000.0,5969287000000.0,5941350000000.0,4784775500000.0,4676194000000.0,6176532000000.0,6159827000000.0,5091610300000.0,5961982000000.0,2264873000000.0,5867795600000.0,4109968900000.0,6276278000000.0,4016202300000.0
2075.0,5773192000000.0,5951370000000.0,6023557400000.0,5168989000000.0,5921273000000.0,5914160000000.0,4731805000000.0,4621896000000.0,6166611000000.0,6114826000000.0,5045550600000.0,5932982000000.0,2200767600000.0,5797304000000.0,4061321200000.0,6233468000000.0,3932022000000.0
2076.0,5730259700000.0,5933169000000.0,6007356400000.0,5132020400000.0,5896798700000.0,5893489400000.0,4686390000000.0,4539386700000.0,6143812300000.0,6087442400000.0,5009064300000.0,5895706000000.0,2140917500000.0,5735485300000.0,4001729300000.0,6210034000000.0,3862004500000.0
2077.0,5697716000000.0,5938836700000.0,5980646500000.0,5076288500000.0,5855612000000.0,5869284000000.0,4645084700000.0,4454350300000.0,6118115400000.0,6068591000000.0,4949610600000.0,5876208000000.0,2076977800000.0,5685137400000.0,3946477800000.0,6198255400000.0,3792916200000.0
2078.0,5665576700000.0,5905923000000.0,5939322000000.0,5044848000000.0,5823250000000.0,5851158400000.0,4594872600000.0,4378098400000.0,6101724000000.0,6051894000000.0,4916998000000.0,5830071000000.0,2006183600000.0,5631732400000.0,3899360000000.0,6169711600000.0,3736226200000.0
2079.0,5641486000000.0,5878259400000.0,5897413000000.0,4994753000000.0,5788396400000.0,5824671400000.0,4547333000000.0,4306394700000.0,6079833400000.0,6031742000000.0,4870551600000.0,5807974400000.0,1940117500000.0,5575994000000.0,3827226000000.0,6134904000000.0,3669317400000.0
2080.0,5619690000000.0,5834730400000.0,5873830000000.0,4962871000000.0,5775211600000.0,5813660000000.0,4501773000000.0,4203050000000.0,6065499400000.0,5983317000000.0,4817506300000.0,5781307000000.0,1878507500000.0,5531797300000.0,3771407300000.0,6129723600000.0,3617243000000.0
2081.0,5599330300000.0,5813037400000.0,5855891700000.0,4924112000000.0,5757148300000.0,5801106000000.0,4445945000000.0,4131353300000.0,6046316000000.0,5956972000000.0,4778830000000.0,5746568700000.0,1826479100000.0,5470680500000.0,3725944700000.0,6107461000000.0,3564408700000.0
2082.0,5560613000000.0,5795592000000.0,5837702000000.0,4899770000000.0,5723934700000.0,5768192500000.0,4410464000000.0,4027820300000.0,5999756300000.0,5940367000000.0,4733823000000.0,5720957000000.0,1771989500000.0,5410668000000.0,3680652500000.0,6089065600000.0,3504340700000.0
2083.0,5538516600000.0,5779004300000.0,5820219000000.0,4870956400000.0,5676508600000.0,5747866300000.0,4374237800000.0,3954999000000.0,5971555400000.0,5924996000000.0,4701741000000.0,5676547000000.0,1718749400000.0,5372141600000.0,3639978200000.0,6089759000000.0,3462945000000.0
2084.0,5494585400000.0,5766984500000.0,5803248500000.0,4837397000000.0,5645124000000.0,5729050700000.0,4322932300000.0,3871877000000.0,5940825300000.0,5886046000000.0,4662361600000.0,5649559700000.0,1670382500000.0,5340758000000.0,3600637200000.0,6057575300000.0,3415706200000.0
2085.0,5470357000000.0,5750537000000.0,5778009000000.0,4804981000000.0,5606912000000.0,5680309000000.0,4267775400000.0,3803150300000.0,5912271000000.0,5851213500000.0,4626486000000.0,5602676000000.0,1626253400000.0,5309944300000.0,3565187800000.0,6019973000000.0,3376176000000.0
2086.0,5431897000000.0,5713194600000.0,5744079400000.0,4775838000000.0,5585232000000.0,5684900000000.0,4178694400000.0,3700742200000.0,5886660600000.0,5814154700000.0,4593762700000.0,5569211000000.0,1575878400000.0,5266906500000.0,3527539000000.0,6010800000000.0,3341495000000.0
2087.0,5407631700000.0,5679882400000.0,5709723300000.0,4728501600000.0,5553698000000.0,5643710000000.0,4127554800000.0,3605158000000.0,5865749300000.0,5777092000000.0,4547269400000.0,5532786000000.0,1528765100000.0,5242484700000.0,3469768400000.0,5990385000000.0,3303756000000.0
2088.0,5384584600000.0,5649932000000.0,5692154400000.0,4698585000000.0,5524580500000.0,5615757300000.0,4078971400000.0,3528663500000.0,5838241500000.0,5757023600000.0,4510204300000.0,5506129700000.0,1490568700000.0,5211060400000.0,3429176700000.0,5981619600000.0,3265039700000.0
2089.0,5372938600000.0,5615533000000.0,5665830500000.0,4666682000000.0,5503222500000.0,5602960500000.0,4042540200000.0,3449963700000.0,5819229000000.0,5736561000000.0,4471580000000.0,5473986700000.0,1453337100000.0,5185555000000.0,3386092800000.0,5969633300000.0,3219251300000.0
2090.0,5343202500000.0,5591689300000.0,5641675000000.0,4622414500000.0,5468814000000.0,5574107300000.0,3987850700000.0,3366793000000.0,5802288000000.0,5707497000000.0,4443715700000.0,5447805000000.0,1417105800000.0,5145578000000.0,3356700700000.0,5953676600000.0,3175180700000.0
2091.0,5339102600000.0,5573383300000.0,5616144000000.0,4586411700000.0,5444044000000.0,5573603000000.0,3933885200000.0,3290226500000.0,5772036500000.0,5667374500000.0,4412814700000.0,5410591000000.0,1376777100000.0,5123140500000.0,3313269500000.0,5933263500000.0,3134295600000.0
2092.0,5312206600000.0,5556782000000.0,5604340000000.0,4531782000000.0,5417623000000.0,5549787000000.0,3877496400000.0,3220524800000.0,5746755000000.0,5643469000000.0,4377220500000.0,5342277000000.0,1340377000000.0,5094914400000.0,3288954600000.0,5908263000000.0,3104849300000.0
2093.0,5304950000000.0,5541638000000.0,5601880400000.0,4476858500000.0,5383201000000.0,5533714600000.0,3792004200000.0,3146060400000.0,5731405000000.0,5611146000000.0,4332773400000.0,5313027600000.0,1300455400000.0,5072315500000.0,3262522000000.0,5900543700000.0,3081779300000.0
2094.0,5287052300000.0,5522915300000.0,5582691000000.0,4419541300000.0,5377477300000.0,5512010000000.0,3712027200000.0,3065341300000.0,5705535000000.0,5596162000000.0,4296231400000.0,5259331000000.0,1257439200000.0,5035470600000.0,3225811400000.0,5886266300000.0,3050880000000.0
2095.0,5252898600000.0,5494964500000.0,5563761000000.0,4377467400000.0,5374776000000.0,5488049700000.0,3623157000000.0,3002124500000.0,5686146600000.0,5577198500000.0,4266385700000.0,5206495000000.0,1220019200000.0,4995769400000.0,3198864900000.0,5869627500000.0,3026095400000.0
