time,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,MRI-ESM2-0
2029.0,6820816000000.0,7068983500000.0,7112239300000.0,7073254000000.0
2030.0,6784598000000.0,7055142300000.0,7104492500000.0,7025753300000.0
2031.0,6732645000000.0,7025164600000.0,7061275400000.0,6988883300000.0
2032.0,6687952500000.0,7008099500000.0,7025354300000.0,6955769000000.0
2033.0,6646533700000.0,6987896000000.0,6995366000000.0,6932162700000.0
2034.0,6617618700000.0,6971068500000.0,6945735000000.0,6889508000000.0
2035.0,6572229000000.0,6958472500000.0,6898452500000.0,6871115000000.0
2036.0,6544210000000.0,6942144000000.0,6884643300000.0,6815910700000.0
2037.0,6478246700000.0,6913236000000.0,6867033000000.0,6793012400000.0
2038.0,6433805400000.0,6888310700000.0,6831439000000.0,6771150700000.0
2039.0,6357451300000.0,6860907000000.0,6799571300000.0,6720754000000.0
2040.0,6317305000000.0,6831416500000.0,6756241500000.0,6682627300000.0
2041.0,6253817400000.0,6804929500000.0,6730260000000.0,6652264700000.0
2042.0,6220788000000.0,6780902400000.0,6715151500000.0,6623067000000.0
2043.0,6191461000000.0,6765492000000.0,6682470000000.0,6567838000000.0
2044.0,6149964000000.0,6737161600000.0,6670936000000.0,6522661000000.0
2045.0,6118656000000.0,6704305500000.0,6645225000000.0,6479702000000.0
2046.0,6059219000000.0,6679292000000.0,6622370300000.0,6463717600000.0
2047.0,6008131300000.0,6666932700000.0,6591739000000.0,6431349700000.0
2048.0,5958671500000.0,6645348000000.0,6565925000000.0,6359971000000.0
2049.0,5920284000000.0,6632359000000.0,6547165400000.0,6327980000000.0
2050.0,5834100700000.0,6603489000000.0,6518115000000.0,6275897000000.0
2051.0,5777068000000.0,6590872700000.0,6504209400000.0,6234944000000.0
2052.0,5676367000000.0,6547921000000.0,6482676400000.0,6202455500000.0
2053.0,5594053300000.0,6527762000000.0,6439070300000.0,6168936000000.0
2054.0,5517761600000.0,6493255500000.0,6400319700000.0,6122024500000.0
2055.0,5407635400000.0,6481547600000.0,6371452000000.0,6077955000000.0
2056.0,5318235000000.0,6457143000000.0,6370066000000.0,6022077000000.0
2057.0,5212522700000.0,6451825000000.0,6357624000000.0,5982408700000.0
2058.0,5112872300000.0,6441287000000.0,6306825500000.0,5917432000000.0
2059.0,5042787600000.0,6415498000000.0,6260346000000.0,5870602700000.0
2060.0,4977121600000.0,6417498000000.0,6223086000000.0,5801499000000.0
2061.0,4879488000000.0,6407237700000.0,6188660400000.0,5730490000000.0
2062.0,4783216000000.0,6398454300000.0,6154981000000.0,5651154600000.0
2063.0,4702082000000.0,6378916700000.0,6127479700000.0,5588181300000.0
2064.0,4626553000000.0,6369436500000.0,6098614000000.0,5503779300000.0
2065.0,4534983000000.0,6356159400000.0,6067270000000.0,5440287000000.0
2066.0,4446607600000.0,6338763600000.0,6031166000000.0,5352560000000.0
2067.0,4367095200000.0,6332210000000.0,6007135700000.0,5325758400000.0
2068.0,4285836300000.0,6322675000000.0,5969341300000.0,5253286600000.0
2069.0,4211634300000.0,6281088700000.0,5956887400000.0,5199856400000.0
2070.0,4134321500000.0,6276698300000.0,5938361000000.0,5125554000000.0
2071.0,4048241000000.0,6256597000000.0,5905336000000.0,5058884000000.0
2072.0,3956484900000.0,6233544700000.0,5891829500000.0,5004337300000.0
2073.0,3878968400000.0,6215453000000.0,5870534500000.0,4941954000000.0
2074.0,3820078000000.0,6197245000000.0,5836165000000.0,4887830000000.0
2075.0,3767362700000.0,6179054400000.0,5808012000000.0,4820539300000.0
2076.0,3699325500000.0,6172563700000.0,5768655400000.0,4753250600000.0
2077.0,3633634000000.0,6152779000000.0,5743480000000.0,4701809500000.0
2078.0,3555786500000.0,6136377400000.0,5736906000000.0,4634946600000.0
2079.0,3488971000000.0,6137316400000.0,5712881000000.0,4555405300000.0
2080.0,3436380200000.0,6117505600000.0,5718376700000.0,4501043000000.0
2081.0,3396636000000.0,6101526000000.0,5701270000000.0,4467803000000.0
2082.0,3349834000000.0,6076549300000.0,5695391000000.0,4430444000000.0
2083.0,3291269000000.0,6065599000000.0,5676949600000.0,4385586000000.0
2084.0,3223987700000.0,6049436000000.0,5665858000000.0,4356073300000.0
2085.0,3164374000000.0,6041202000000.0,5644618000000.0,4344559200000.0
2086.0,3117266500000.0,6029312500000.0,5616600400000.0,4299183000000.0
2087.0,3055039500000.0,6016872000000.0,5597280300000.0,4275153400000.0
2088.0,3007482400000.0,6016625000000.0,5592070500000.0,4248816800000.0
2089.0,2947567300000.0,5987018700000.0,5558155000000.0,4232738000000.0
2090.0,2887778800000.0,5981986600000.0,5546006500000.0,4200482500000.0
2091.0,2834045000000.0,5963390000000.0,5518708400000.0,4179815600000.0
2092.0,2775306200000.0,5943994000000.0,5521243400000.0,4162880300000.0
2093.0,2720801800000.0,5932003000000.0,5504717000000.0,4139103800000.0
2094.0,2658172400000.0,5920357000000.0,5495012700000.0,4117320400000.0
2095.0,2614598600000.0,5909293600000.0,5473035000000.0,4076338200000.0
2096.0,2566397000000.0,5895272500000.0,5458169400000.0,4057248800000.0
2097.0,2502466200000.0,5883364400000.0,5440177000000.0,4029015700000.0
2098.0,2444702300000.0,5875756000000.0,5422777400000.0,3989034800000.0
2099.0,2397996600000.0,5858952500000.0,5411075000000.0,3962301000000.0
2100.0,2349887000000.0,5840122000000.0,5407255000000.0,3923192300000.0
