time,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0,GFDL-ESM4
2000.0,1160050400.0,1160050400.0,1160050400.0,1160050400.0
2001.0,1156214100.0,1156214100.0,1156214100.0,1156214100.0
2002.0,1163069700.0,1163069700.0,1163069700.0,1163069700.0
2003.0,1161962100.0,1161962100.0,1161962100.0,1161962100.0
2004.0,1168997600.0,1168997600.0,1168997600.0,1168997600.0
2005.0,1187017300.0,1187017300.0,1187017300.0,1187017300.0
2006.0,1188000500.0,1188000500.0,1188000500.0,1188000500.0
2007.0,1177802200.0,1177802200.0,1177802200.0,1177802200.0
2008.0,1172711200.0,1172711200.0,1172711200.0,1172711200.0
2009.0,1170564900.0,1170564900.0,1170564900.0,1170564900.0
2010.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0
2011.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0
2012.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0
2013.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0
2014.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0
2015.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0
2016.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0
2017.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0
2018.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0
2019.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0
2020.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0
2021.0,1099571000.0,1095683500.0,1097490300.0,1100831100.0
2022.0,1118223400.0,1062972160.0,1078393600.0,1088583600.0
2023.0,1104658700.0,1042946940.0,1062948500.0,1074036200.0
2024.0,1082236400.0,1014564740.0,1046252160.0,1047562700.0
2025.0,1074738800.0,994823940.0,1054549200.0,1022068900.0
2026.0,1063554700.0,963913660.0,1035312200.0,997147460.0
2027.0,1063674800.0,941271900.0,1025500500.0,976643300.0
2028.0,1050894200.0,907126600.0,1001580800.0,952176060.0
2029.0,1043506100.0,881812100.0,983082700.0,949556300.0
2030.0,1028609100.0,847535200.0,952338000.0,935126900.0
2031.0,1022242200.0,821567360.0,926751040.0,912289860.0
2032.0,1006321200.0,801445000.0,933879200.0,879530940.0
2033.0,980715140.0,763824000.0,891934660.0,859835400.0
2034.0,994318400.0,748893400.0,874263900.0,859609400.0
2035.0,992135800.0,726254850.0,856967940.0,819376960.0
2036.0,962805570.0,718119940.0,831185200.0,786386750.0
2037.0,953511700.0,672798800.0,827171840.0,765695600.0
2038.0,974449500.0,648604350.0,814849500.0,734102850.0
2039.0,934203500.0,628558600.0,799397900.0,718669060.0
2040.0,918511360.0,607410800.0,829810500.0,700260860.0
2041.0,906835300.0,583023300.0,771878700.0,677924000.0
2042.0,919240000.0,562860500.0,752031940.0,656425400.0
2043.0,893347460.0,552327400.0,766154200.0,638422800.0
2044.0,882305100.0,536475200.0,738252800.0,622074300.0
2045.0,890180000.0,527830370.0,796121150.0,634012900.0
2046.0,869766660.0,516078370.0,742160300.0,641485800.0
2047.0,862648770.0,502437630.0,728082940.0,607710300.0
2048.0,853649000.0,486423500.0,721254800.0,594650000.0
2049.0,845743900.0,475446900.0,703920400.0,638614300.0
2050.0,848321660.0,462427000.0,697692100.0,575123500.0
2051.0,830081340.0,452401540.0,687637600.0,576742100.0
2052.0,820695200.0,449792640.0,670898940.0,561648100.0
2053.0,809097500.0,442644900.0,668264960.0,553755650.0
2054.0,917088400.0,430831680.0,798534200.0,562910000.0
2055.0,821285950.0,421874400.0,790114240.0,540357250.0
2056.0,787558000.0,429276740.0,693589570.0,537387200.0
2057.0,794952960.0,426763900.0,691350900.0,533813600.0
2058.0,776435650.0,447336580.0,667127740.0,527195970.0
2059.0,879886000.0,416267800.0,658988800.0,523590400.0
2060.0,830819000.0,423136000.0,674879400.0,534659840.0
2061.0,791170300.0,424004800.0,793480400.0,516875700.0
2062.0,765889500.0,408278050.0,839160640.0,525128770.0
2063.0,895281000.0,407937300.0,779725900.0,520044000.0
2064.0,775426560.0,415225900.0,762072400.0,515112480.0
2065.0,784416200.0,443481000.0,738174500.0,508991780.0
2066.0,768021200.0,428195650.0,712733200.0,504587840.0
2067.0,751680500.0,417567330.0,703314900.0,509148400.0
2068.0,739437060.0,399130560.0,713029060.0,520219620.0
2069.0,750609860.0,426863650.0,711051700.0,511069500.0
2070.0,744338100.0,413493860.0,971072060.0,515475000.0
2071.0,741262900.0,398757400.0,822038660.0,607268500.0
2072.0,738771300.0,403282700.0,823991400.0,542453570.0
2073.0,726546700.0,401867230.0,793600900.0,510800260.0
2074.0,721162750.0,470215140.0,813127740.0,521624160.0
2075.0,737130430.0,509055650.0,969365300.0,524511400.0
2076.0,719387500.0,436471140.0,980445440.0,516098140.0
2077.0,719236860.0,427683140.0,865994800.0,512000300.0
2078.0,713008260.0,417919360.0,821953700.0,505736420.0
2079.0,736090800.0,405798100.0,903477100.0,590007550.0
2080.0,711081500.0,398755650.0,900543550.0,537777600.0
2081.0,704106750.0,420195900.0,877561660.0,519773760.0
2082.0,751674400.0,400159870.0,855859460.0,551470000.0
2083.0,733961300.0,410138000.0,859970400.0,530105470.0
2084.0,716611000.0,408765150.0,841375200.0,517255940.0
2085.0,693441100.0,396683840.0,839855040.0,513875170.0
2086.0,693287500.0,394946050.0,842567740.0,510001380.0
2087.0,699390140.0,395224640.0,827196350.0,516353570.0
2088.0,714060540.0,512682600.0,837387800.0,512020640.0
2089.0,685000900.0,479325100.0,831605000.0,508700450.0
2090.0,683004160.0,418705660.0,912841540.0,524949660.0
2091.0,674911550.0,430757120.0,884736060.0,546405300.0
2092.0,679803500.0,481604130.0,832481000.0,529012350.0
2093.0,667660900.0,413372350.0,829291840.0,522254800.0
2094.0,673402050.0,413243500.0,823980740.0,524406560.0
2095.0,696835840.0,468496900.0,1070809860.0,512694500.0
2096.0,791378700.0,426969470.0,908502140.0,541546900.0
2097.0,678041340.0,449650020.0,853338900.0,517227070.0
2098.0,692868500.0,421757860.0,828842600.0,618892350.0
2099.0,666015100.0,417903170.0,904439400.0,616031360.0
2100.0,658245440.0,479132000.0,844284200.0,586346700.0
