time,IPSL-CM6A-LR,KACE-1-0-G,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3,UKESM1-0-LL,CNRM-ESM2-1,IITM-ESM,TAIESM1,CESM2-WACCM,MIROC6,CNRM-CM6-1,CANESM5,MPI-ESM1-2-HR
2017.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0
2018.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0
2019.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0
2020.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0
2021.0,13757199000.0,13761510000.0,13849721000.0,13794776000.0,13715632000.0,13756925000.0,14508812000.0,13829226000.0,14088851000.0,13721014000.0,13755595000.0,13720558000.0,13663985000.0,13833464000.0
2022.0,13600796000.0,13640185000.0,13682492000.0,13713986000.0,13643568000.0,13704279000.0,13926919000.0,13717192000.0,13783534000.0,13609206000.0,13694753000.0,13621274000.0,13493160000.0,13740712000.0
2023.0,13531449000.0,13816102000.0,13508269000.0,13500668000.0,13426809000.0,13792076000.0,13722130000.0,13740291000.0,13586671000.0,13445174000.0,13607473000.0,13442506000.0,13189526000.0,13726763000.0
2024.0,13401056000.0,13636943000.0,13344389000.0,13349480000.0,13306013000.0,13364857000.0,13495740000.0,13691514000.0,13439464000.0,13252281000.0,13476402000.0,13230754000.0,12918611000.0,13469432000.0
2025.0,13349411000.0,13431289000.0,13133564000.0,13190344000.0,13203058000.0,13191450000.0,13302645000.0,13707014000.0,13233146000.0,13071841000.0,13318800000.0,13021872000.0,12624356000.0,13387715000.0
2026.0,13125845000.0,13538804000.0,13011977000.0,13074533000.0,13017326000.0,12958933000.0,13080608000.0,13504916000.0,13016112000.0,12985660000.0,13190509000.0,12838620000.0,12424561000.0,13163969000.0
2027.0,12903788000.0,13172664000.0,12797288000.0,12834586000.0,12788299000.0,12708348000.0,12912780000.0,13643572000.0,12786638000.0,12722609000.0,13099691000.0,12613316000.0,12049888000.0,13013341000.0
2028.0,12683054000.0,13696630000.0,12648318000.0,12592111000.0,12553983000.0,12457125000.0,12735998000.0,13348348000.0,12571409000.0,12542243000.0,13000897000.0,12398643000.0,11761287000.0,12836946000.0
2029.0,12509056000.0,13236933000.0,12460057000.0,12413040000.0,12328591000.0,12324354000.0,12556762000.0,13263176000.0,12307937000.0,12636570000.0,12978396000.0,12132265000.0,11342578000.0,12613083000.0
2030.0,12215084000.0,12920525000.0,12414855000.0,12336245000.0,12037229000.0,12008754000.0,12430850000.0,13122141000.0,12055888000.0,12254421000.0,12707202000.0,12086956000.0,11012413000.0,12421199000.0
2031.0,11985783000.0,12664893000.0,12345927000.0,12086919000.0,11803979000.0,11775123000.0,12193911000.0,13117598000.0,11794796000.0,12073780000.0,12623372000.0,11923524000.0,10731070000.0,12300329000.0
2032.0,11709785000.0,12460345000.0,12136323000.0,11902207000.0,11547190000.0,11600298000.0,11973844000.0,12996763000.0,11549200000.0,11880983000.0,12416285000.0,11518561000.0,10340002000.0,12130454000.0
2033.0,11410794000.0,12297055000.0,11969316000.0,11642084000.0,11364083000.0,11308823000.0,11743438000.0,12982709000.0,11256752000.0,11632623000.0,12302900000.0,11260718000.0,9939704000.0,12069885000.0
2034.0,11422327000.0,12132974000.0,11811024000.0,11508834000.0,11230227000.0,11071311000.0,11554375000.0,12849351000.0,10957617000.0,11392318000.0,12241603000.0,11002844000.0,9548773000.0,11881409000.0
2035.0,11227232000.0,11960773000.0,11604938000.0,11264202000.0,10940605000.0,10765370000.0,11355626000.0,12972465000.0,10663582000.0,11214064000.0,12048395000.0,10854943000.0,9324317000.0,11712795000.0
2036.0,10807848000.0,11714974000.0,11377537000.0,10994244000.0,10653536000.0,10516847000.0,11212893000.0,12671147000.0,10371217000.0,10966088000.0,11954467000.0,10606965000.0,8831852000.0,11785061000.0
2037.0,10610995000.0,11563798000.0,11323252000.0,10739494000.0,10458400000.0,10252674000.0,11023047000.0,12685956000.0,10122482000.0,10916875000.0,11757534000.0,10387571000.0,9046089000.0,11441260000.0
2038.0,10297252000.0,11366634000.0,11177404000.0,10493620000.0,10241437000.0,9966008000.0,10898363000.0,12577434000.0,9861656000.0,10630688000.0,11527588000.0,10098159000.0,8387707000.0,11292185000.0
2039.0,10014111000.0,11144526000.0,11012647000.0,10279165000.0,10058611000.0,9687953000.0,10691513000.0,12797307000.0,9542541000.0,10398533000.0,11373231000.0,10063654000.0,8037504500.0,11104053000.0
2040.0,9835478000.0,10926270000.0,10900358000.0,9951431000.0,9838037000.0,9397976000.0,10536688000.0,12519210000.0,9229900000.0,10167407000.0,11243338000.0,9828774000.0,7721287000.0,10965520000.0
2041.0,9502687000.0,10823056000.0,10793205000.0,9672728000.0,9658457000.0,8999141000.0,10290938000.0,12561859000.0,8975687000.0,9970060000.0,11076848000.0,9528951000.0,7418108000.0,11265651000.0
2042.0,9431089000.0,10808696000.0,11052706000.0,9376748000.0,9539000000.0,8788457000.0,10120120000.0,12469985000.0,8751001000.0,9957487000.0,10982967000.0,9378865000.0,7171039700.0,10964981000.0
2043.0,9067281000.0,10583100000.0,10866490000.0,9854321000.0,9284645000.0,8510711300.0,10046387000.0,12477469000.0,8515325400.0,9563326000.0,10824463000.0,9121879000.0,6883918000.0,10693847000.0
2044.0,9197347000.0,10305151000.0,10532850000.0,9350564000.0,9076700000.0,8522030600.0,10296030000.0,12492505000.0,8257750000.0,9362677000.0,10661337000.0,8913391000.0,6631787000.0,10606364000.0
2045.0,8798177000.0,10087492000.0,10372729000.0,8953252000.0,8897817000.0,8256435700.0,9841110000.0,12270454000.0,8020710000.0,9160483000.0,10541899000.0,8699022000.0,6457914000.0,10689021000.0
2046.0,8518308400.0,9879113000.0,10191043000.0,8779999000.0,8701955000.0,7993252000.0,9668037000.0,12248576000.0,7725025300.0,8910274000.0,10379799000.0,8498306000.0,6252137000.0,10448458000.0
2047.0,8716831000.0,9717714000.0,10035278000.0,8549291000.0,8503657500.0,7749095000.0,9639975000.0,12182313000.0,7452203500.0,8673121000.0,10339628000.0,8447229000.0,6071680500.0,10255160000.0
2048.0,8339984000.0,9609802000.0,9941895000.0,8338236400.0,8270403000.0,7551427600.0,9486710000.0,12105706000.0,7430341000.0,8463957000.0,10082567000.0,8334684000.0,5831333000.0,10063956000.0
2049.0,8275449000.0,9465906000.0,9911908000.0,8316048400.0,8049799000.0,7362740700.0,9349254000.0,12028177000.0,7193897500.0,8295969300.0,9920447000.0,8080704500.0,5727604000.0,9991031000.0
2050.0,8138663400.0,9304049000.0,9901172000.0,8096994000.0,7893828600.0,7097819000.0,9133158000.0,11975976000.0,6894153700.0,8144414000.0,9795315000.0,7842901000.0,5737637000.0,9853732000.0
2051.0,7765922000.0,9201482000.0,9636736000.0,7970008600.0,7728896000.0,6925269500.0,8993948000.0,11853000000.0,6692369400.0,8069444600.0,9633264000.0,7724583000.0,5432286700.0,9702580000.0
2052.0,7581182000.0,8994888000.0,9558646000.0,7865072000.0,7560327000.0,6840595000.0,8956998000.0,11854195000.0,6477987000.0,7870834700.0,9635067000.0,7540054000.0,5320686000.0,9645490000.0
2053.0,7472855000.0,8832229000.0,9601096000.0,7634840000.0,7371232000.0,6625831400.0,8760903000.0,11743115000.0,6328191500.0,7667550700.0,9582886000.0,7448773600.0,5372004000.0,9468097000.0
2054.0,7313246000.0,8651295000.0,9387657000.0,7547951000.0,7199958000.0,6466871300.0,8657046000.0,11673584000.0,6165794300.0,7524361700.0,9440787000.0,7249181000.0,5130706400.0,9345680000.0
2055.0,7401264000.0,8524262000.0,9209908000.0,7430516000.0,7142121500.0,6332695600.0,8503338000.0,11841824000.0,6058779000.0,7377136600.0,9291810000.0,7136354300.0,4997214000.0,9207782000.0
2056.0,7436819000.0,9007435000.0,9157330000.0,7344991000.0,7009218000.0,6223859700.0,8352845000.0,11574595000.0,5886700000.0,7296485400.0,9349003000.0,6998226400.0,4857944000.0,9178697000.0
2057.0,7231845000.0,8974511000.0,9103678000.0,7306654700.0,6854862000.0,6057946600.0,8208002000.0,11502319000.0,5706778600.0,7065286000.0,9231272000.0,6827336000.0,4808643000.0,9036596000.0
2058.0,7065344500.0,8448080000.0,8921996000.0,7133347000.0,6907920400.0,5911137000.0,8388813300.0,11373300000.0,5638356000.0,6950435300.0,9080486000.0,6738507300.0,4919022000.0,8930878000.0
2059.0,7164217300.0,8260946400.0,8859564000.0,7178716700.0,6675572000.0,5835137000.0,8123628000.0,11371381000.0,5454687000.0,6797222400.0,8938838000.0,6781262300.0,4651206000.0,9100602000.0
2060.0,6794909000.0,8093915600.0,8750636000.0,6988952600.0,6603289600.0,5716668000.0,8004230000.0,11262976000.0,5961416700.0,6679364600.0,8834920000.0,6578554000.0,4583936000.0,8813716000.0
2061.0,6663539000.0,7984985000.0,8646808000.0,6946707500.0,6636249000.0,5574367000.0,7845745700.0,11196298000.0,5302587400.0,6537529300.0,8799260000.0,6464010000.0,4462193700.0,8746053000.0
2062.0,6618729500.0,7945951000.0,8555917000.0,7406018600.0,6404144600.0,5410412500.0,7699294700.0,11191566000.0,5142847000.0,6513091600.0,8734042000.0,6390754000.0,4347134000.0,8802402000.0
2063.0,6718851000.0,7803494400.0,8465075700.0,6924352500.0,6264989000.0,5446919700.0,7692378600.0,11042275000.0,5051501000.0,6392640500.0,8518640600.0,6244880400.0,4298501000.0,8806150000.0
2064.0,6400444400.0,7646441500.0,8369434000.0,6788837400.0,6171834400.0,5262766600.0,7530693000.0,10958322000.0,4917099500.0,6376585000.0,8465881000.0,6157737000.0,4194454000.0,8545057000.0
2065.0,6420401000.0,7580127700.0,8226067500.0,6859840000.0,6836677000.0,5149246000.0,7623437000.0,10851057000.0,4824082400.0,6285925000.0,8321842000.0,6750008300.0,4121391400.0,8456918000.0
2066.0,6220218400.0,7447154000.0,8165316600.0,6949563000.0,6058320000.0,5130193400.0,7421277000.0,10950262000.0,5174500400.0,6186144300.0,8286146000.0,6325088000.0,4154923800.0,8391905300.0
2067.0,6234145000.0,7469411300.0,8019860000.0,6608149000.0,6064786400.0,4963948000.0,7247277600.0,10806193000.0,4666569000.0,6076288500.0,8498264600.0,6088090000.0,3999086000.0,8537217000.0
2068.0,6351523300.0,7295864300.0,7890538000.0,6521433600.0,6011260000.0,4869147000.0,7609612000.0,10761563000.0,4572577000.0,6040201700.0,8191858700.0,5969945600.0,3917787000.0,8574254600.0
2069.0,6892541000.0,7222155300.0,7761560600.0,7249536500.0,5857771500.0,4817012700.0,7146536000.0,10724692000.0,4518666000.0,5950306300.0,8183558000.0,5864613400.0,3834814500.0,8490326000.0
2070.0,6918823400.0,7124892700.0,7781651500.0,6440690700.0,5758983700.0,4827649000.0,7090078700.0,10728002000.0,4646814700.0,5877684700.0,8051936000.0,5956629000.0,3833886500.0,8380914700.0
2071.0,6345047600.0,7008745000.0,7619159600.0,6418661400.0,6342533600.0,4732076000.0,7020527600.0,10501752000.0,4448457000.0,5783345700.0,7955730000.0,5781422600.0,4080152300.0,8179213300.0
2072.0,6080832500.0,7057364500.0,7429649000.0,6572017700.0,5729181700.0,4640229000.0,7212369400.0,10488443000.0,4340665000.0,5754409500.0,7987499000.0,5663296000.0,3727105800.0,8166780000.0
2073.0,5975667000.0,7012425000.0,7487783400.0,6276223500.0,5674422000.0,4541539000.0,6873324500.0,10376269000.0,4484924400.0,5850475000.0,7842032600.0,5796159000.0,3637094400.0,8188790300.0
2074.0,5957638000.0,6858199000.0,7240180700.0,6226477600.0,5612863000.0,4468316000.0,7061671000.0,10336038000.0,4318436400.0,5650223000.0,7847072000.0,5540432000.0,3570963000.0,8158389000.0
2075.0,5848254500.0,6802997000.0,7202790000.0,6186435600.0,5742395000.0,4468324000.0,6797025000.0,10450200000.0,4292723200.0,5675356000.0,7807663600.0,5753511000.0,3519774700.0,8102513700.0
2076.0,5826780700.0,6727593500.0,7055028700.0,6134561000.0,5632619500.0,4617882000.0,6855312000.0,10288416000.0,4167677000.0,5567280000.0,7717013500.0,5433325000.0,3430099200.0,8007186000.0
2077.0,6151758300.0,6679213000.0,7327118300.0,6073281000.0,5509291500.0,4415694000.0,6689979000.0,10236291000.0,4120133600.0,5647039000.0,7850424000.0,5387554000.0,3459668500.0,8123917000.0
2078.0,5731205600.0,6584357400.0,7919711000.0,6056864000.0,5470604000.0,4475773400.0,7122714000.0,10237965000.0,4094172000.0,5492180000.0,7681991000.0,5334445000.0,3407463000.0,7909221000.0
2079.0,5720762400.0,6486910500.0,7493012000.0,6242928000.0,5437129000.0,4311469000.0,6700020000.0,10081668000.0,4405325300.0,5526094300.0,7584631000.0,5302283000.0,3330796500.0,7890662000.0
2080.0,5683651000.0,6419305000.0,7062312000.0,6151633400.0,5665410600.0,4250574000.0,7046371300.0,10151171000.0,4018832000.0,5483910700.0,7530201000.0,5225345500.0,3296545800.0,7826575400.0
2081.0,5662345700.0,6752127500.0,7067983000.0,6103994000.0,5443346000.0,4204712200.0,6668260400.0,10016224000.0,4363409400.0,5701206500.0,7456000500.0,5685336600.0,3258725600.0,7852587500.0
2082.0,5536556000.0,6333118000.0,6952763000.0,6389672000.0,5348725000.0,4423910400.0,6673905000.0,10205684000.0,4909793000.0,5452323000.0,7402516500.0,5506893000.0,3856259800.0,7888497000.0
2083.0,5471224300.0,6348390400.0,6761012700.0,6041460000.0,5365906400.0,4160718000.0,6550176000.0,10150484000.0,4163851800.0,5293372400.0,8164389000.0,5197951000.0,3341698600.0,8063445500.0
2084.0,5498708500.0,6240755700.0,6693211000.0,6162459600.0,5616113000.0,4108313900.0,6518640000.0,10139159000.0,4076889000.0,5244357600.0,7480703500.0,5085300000.0,3381016300.0,7817934000.0
2085.0,5404379000.0,6203162600.0,6590104000.0,6290265600.0,5488071700.0,4061192200.0,6597475000.0,10225150000.0,4323947000.0,5351480300.0,7293129000.0,5267695000.0,3427430400.0,7763211300.0
2086.0,5429901300.0,6138534000.0,6642979300.0,6172432400.0,5321859600.0,4110660900.0,6479225000.0,10130082000.0,4179953000.0,5251919400.0,7221399000.0,5527238700.0,3416294000.0,8010491400.0
2087.0,5510870500.0,6027311600.0,6512220700.0,6036754400.0,5321078000.0,4026960400.0,6414777000.0,10085385000.0,4016051000.0,5186639000.0,7226111500.0,5231287000.0,3555836700.0,7845845000.0
2088.0,5303464400.0,6118974000.0,6477491000.0,6312783400.0,5301228500.0,3938507300.0,6367575600.0,10008449000.0,3907289600.0,5134072300.0,7538767000.0,5047752700.0,3397224200.0,7715789000.0
2089.0,5245592600.0,5937668600.0,6546471000.0,6475970600.0,5957943300.0,3903985200.0,6345037300.0,10325905000.0,3871114500.0,5077126000.0,7264453000.0,4989465000.0,3749448000.0,7687128000.0
2090.0,5216464400.0,5839953000.0,6415949000.0,6273757700.0,5659261000.0,4165200600.0,6312761300.0,10201982000.0,3866697200.0,5094784000.0,7137140000.0,5109748000.0,3467186400.0,8192136700.0
2091.0,5227313700.0,5893549600.0,6366102500.0,6164143600.0,5474748000.0,3876606700.0,6262736000.0,9996953000.0,4108301600.0,5016424400.0,7105818000.0,4959562000.0,3376463600.0,8661282000.0
2092.0,5572556000.0,5751938600.0,6253559000.0,6316406300.0,5552153000.0,3836789500.0,6231510000.0,10072702000.0,4126513700.0,5004573000.0,7041832400.0,4927164000.0,3354730000.0,7922261000.0
2093.0,5131707000.0,5873378000.0,6552994000.0,6096785000.0,5504187400.0,3868650500.0,6264518700.0,9997861000.0,3982923000.0,5057706500.0,6963150000.0,4926399000.0,3369487000.0,7883744000.0
2094.0,5437835300.0,5708529000.0,6328006000.0,6088752600.0,5381938700.0,3984602600.0,6136387600.0,9806809000.0,3864959500.0,4954280000.0,7148075500.0,5021692400.0,3829563400.0,8322811400.0
2095.0,5618850300.0,5652734500.0,6308343300.0,6022221000.0,5335469000.0,4236966100.0,6078210600.0,9874252000.0,4140810000.0,5703282700.0,7032161000.0,5164984000.0,3723758600.0,7941420500.0
2096.0,5553418000.0,5604718600.0,7484373500.0,6053136400.0,6524889000.0,4416243000.0,6078305000.0,9827634000.0,4188942300.0,5090510000.0,7020178000.0,5287561700.0,3492239400.0,8256179000.0
2097.0,5672813600.0,5608336000.0,6700004000.0,6574375400.0,5850796500.0,4360875000.0,6057891300.0,9821106000.0,4020679200.0,5260545000.0,6946036700.0,5171261000.0,3512175000.0,7880363500.0
2098.0,5854066000.0,5551954000.0,6503579600.0,6012857300.0,5438661000.0,4000206300.0,5980316000.0,9950002000.0,3842950700.0,5270968000.0,7982566400.0,5046244400.0,3408918800.0,7835856000.0
2099.0,5729283000.0,5464201000.0,6439730000.0,5939161600.0,5371095600.0,4001474600.0,5967610000.0,9713445000.0,4142313000.0,4942081000.0,7509606000.0,4954891000.0,3428948700.0,7862866400.0
2100.0,5484817000.0,5502373400.0,6313179000.0,7064027000.0,5382051300.0,4020863500.0,5888804400.0,9747021000.0,3824492300.0,5308507600.0,7192504000.0,4928935400.0,3836504800.0,7897925600.0
