time,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,UKESM1-0-LL
2000.0,14781555000.0,14781555000.0,14781555000.0,14781555000.0
2001.0,14826917000.0,14826917000.0,14826917000.0,14826917000.0
2002.0,14844196000.0,14844196000.0,14844196000.0,14844196000.0
2003.0,14876193000.0,14876193000.0,14876193000.0,14876193000.0
2004.0,14865247000.0,14865247000.0,14865247000.0,14865247000.0
2005.0,14872420000.0,14872420000.0,14872420000.0,14872420000.0
2006.0,14853092000.0,14853092000.0,14853092000.0,14853092000.0
2007.0,14800823000.0,14800823000.0,14800823000.0,14800823000.0
2008.0,14750195000.0,14750195000.0,14750195000.0,14750195000.0
2009.0,14743894000.0,14743894000.0,14743894000.0,14743894000.0
2010.0,14659412000.0,14659412000.0,14659412000.0,14659412000.0
2011.0,14622763000.0,14622763000.0,14622763000.0,14622763000.0
2012.0,14555139000.0,14555139000.0,14555139000.0,14555139000.0
2013.0,14468123000.0,14468123000.0,14468123000.0,14468123000.0
2014.0,14438385000.0,14438385000.0,14438385000.0,14438385000.0
2015.0,14340854000.0,14340854000.0,14340854000.0,14340854000.0
2016.0,14287938000.0,14287938000.0,14287938000.0,14287938000.0
2017.0,14194145000.0,14194145000.0,14194145000.0,14194145000.0
2018.0,14105283000.0,14105283000.0,14105283000.0,14105283000.0
2019.0,13991813000.0,13991813000.0,13991813000.0,13991813000.0
2020.0,13943692000.0,13943692000.0,13943692000.0,13943692000.0
2021.0,13736261000.0,13806874000.0,13906426000.0,13793359000.0
2022.0,13672247000.0,13923694000.0,13658013000.0,13571566000.0
2023.0,13439951000.0,13713485000.0,13466863000.0,13418873000.0
2024.0,13204078000.0,13590832000.0,13270346000.0,13436925000.0
2025.0,13020423000.0,13316413000.0,13074939000.0,13225837000.0
2026.0,12753339000.0,13289415000.0,12861349000.0,12867189000.0
2027.0,12593955000.0,13130667000.0,12670387000.0,12646937000.0
2028.0,12543629000.0,12911883000.0,12354748000.0,12398589000.0
2029.0,12230339000.0,12880831000.0,12179267000.0,12133836000.0
2030.0,11918979000.0,12684469000.0,11895979000.0,11914470000.0
2031.0,11672750000.0,12538395000.0,11644667000.0,11674471000.0
2032.0,11534640000.0,12474168000.0,11377159000.0,11380653000.0
2033.0,11580105000.0,12471611000.0,11299717000.0,11191781000.0
2034.0,11484832000.0,12127784000.0,11036713000.0,10984361000.0
2035.0,11244631000.0,11925524000.0,10861063000.0,10734411000.0
2036.0,11041305000.0,11778854000.0,10627402000.0,10455650000.0
2037.0,10851837000.0,11646367000.0,10476890000.0,10124447000.0
2038.0,10538656000.0,11481942000.0,10264180000.0,9865138000.0
2039.0,10300596000.0,11309108000.0,10084904000.0,9594120000.0
2040.0,10001936000.0,11192714000.0,9860188000.0,9311693000.0
2041.0,9764095000.0,11001791000.0,9711133000.0,9096162000.0
2042.0,9546161000.0,10846970000.0,9557418000.0,8775321000.0
2043.0,9344020000.0,10779253000.0,9329655000.0,8506917000.0
2044.0,9139639000.0,10623198000.0,9157928000.0,8264789500.0
2045.0,8919623000.0,10569097000.0,9087998000.0,8082510300.0
2046.0,8714677000.0,10382999000.0,8964038000.0,8060634000.0
2047.0,8574920000.0,10254169000.0,8792077000.0,7925821400.0
2048.0,8335457000.0,10098990000.0,8585794600.0,7704858600.0
2049.0,8363565000.0,10042386000.0,8942674000.0,7471619000.0
2050.0,8238053000.0,9917536000.0,8513729000.0,7316150300.0
2051.0,8025410600.0,10103142000.0,8291861000.0,7158429000.0
2052.0,7945326000.0,9870382000.0,8267384300.0,7008510500.0
2053.0,7607513600.0,9643969000.0,8046469000.0,6906202000.0
2054.0,7459864600.0,9508519000.0,7945460000.0,6663093000.0
