time,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,UKESM1-0-LL
2055.0,7371833000.0,9580853000.0,7876053500.0,6526845400.0
2056.0,7331837400.0,9304108000.0,7776012000.0,6595552000.0
2057.0,7369661400.0,9170278000.0,7684175400.0,6310510000.0
2058.0,7137350000.0,9003086000.0,7582537700.0,6259783700.0
2059.0,6984312300.0,8872789000.0,7502809600.0,6123221000.0
2060.0,6835114000.0,8789101000.0,7399627000.0,6333501400.0
2061.0,6712047600.0,8692788000.0,7438361600.0,6262915600.0
2062.0,6585687000.0,8628990000.0,7278246000.0,6772764000.0
2063.0,6548495000.0,8573683000.0,7706282000.0,6129894400.0
2064.0,6399460000.0,8471316500.0,7313093600.0,5934863400.0
2065.0,6299718700.0,8336904700.0,7134421000.0,5874170000.0
2066.0,7452519400.0,8292667000.0,7132092400.0,5843267600.0
2067.0,6572593000.0,8237708300.0,7013461000.0,5837183000.0
2068.0,6378666500.0,8200941000.0,6930203000.0,5774260700.0
2069.0,6493688300.0,8252194300.0,7087542300.0,5703990000.0
2070.0,6180909000.0,8089413000.0,7149988000.0,5633305600.0
2071.0,6297726500.0,8305927700.0,7016166000.0,6619241000.0
2072.0,6198659600.0,7965810000.0,7069769000.0,5620071400.0
2073.0,6568050700.0,7915854300.0,6897117000.0,5522411000.0
2074.0,5979686000.0,8062009300.0,6842363400.0,5534798000.0
2075.0,5923513000.0,7926393000.0,6812037600.0,5452433400.0
2076.0,6704243000.0,7717753300.0,6738894000.0,5397433300.0
2077.0,6585273000.0,7687841300.0,6700217300.0,5329168000.0
2078.0,6137437000.0,7599532000.0,6673976000.0,5277746700.0
2079.0,5920413700.0,8369377000.0,7057265700.0,5279616500.0
2080.0,5902768600.0,7746942000.0,6766854000.0,5498609700.0
2081.0,5975800300.0,7771763000.0,6753766000.0,5257493500.0
2082.0,6528388000.0,7671437000.0,6586815500.0,5148760000.0
2083.0,7206211000.0,7675539500.0,6848935400.0,5117099500.0
2084.0,7439350000.0,7486490000.0,6838322700.0,5151015000.0
2085.0,6760292000.0,7581907500.0,6826761000.0,5069119500.0
2086.0,6388710400.0,8072354300.0,6705784300.0,5016353300.0
2087.0,8663917000.0,7672381400.0,6752751000.0,5015323600.0
2088.0,7337412600.0,7785885700.0,7314234000.0,4975256000.0
2089.0,7214011400.0,8091762000.0,6791076400.0,4922272000.0
2090.0,6682845700.0,7639374300.0,6727794000.0,4931083000.0
2091.0,6405721600.0,7989651500.0,7035380000.0,5297305000.0
2092.0,6523220000.0,8572544000.0,6840237600.0,4976311300.0
2093.0,6394607600.0,7915544000.0,6883127000.0,5115250000.0
2094.0,6375535600.0,7598715000.0,6736418300.0,4979873300.0
2095.0,6870656000.0,7644058600.0,6932500000.0,4876240000.0
2096.0,7082585600.0,7951678000.0,6748607500.0,4939310000.0
2097.0,6457530000.0,7549602000.0,6744921600.0,4942319600.0
2098.0,7289212400.0,7614276000.0,7367905000.0,4947067000.0
2099.0,6535851000.0,7935773700.0,6846969300.0,5029460000.0
2100.0,6755356000.0,8105321500.0,6821230000.0,4913882600.0
