time,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,CANESM5
2059.0,232179920000.0,185183130000.0,131877680000.0,159033540000.0
2060.0,223492830000.0,179133610000.0,123754200000.0,145107860000.0
2061.0,215913790000.0,168413040000.0,116626490000.0,135490626000.0
2062.0,208580330000.0,158574600000.0,106441370000.0,127750340000.0
2063.0,201790850000.0,149814070000.0,97961050000.0,117187180000.0
2064.0,194392880000.0,140577540000.0,91094960000.0,106970050000.0
2065.0,191133520000.0,132963450000.0,83292870000.0,99857770000.0
2066.0,186367360000.0,126067420000.0,78444930000.0,90724580000.0
2067.0,180191170000.0,119082140000.0,73140810000.0,83465680000.0
2068.0,176618900000.0,112077190000.0,66713022000.0,78404810000.0
2069.0,170552890000.0,104721646000.0,62094066000.0,72991310000.0
2070.0,166213650000.0,99306020000.0,57754430000.0,67689870000.0
2071.0,162474790000.0,94319490000.0,54801306000.0,61660120000.0
2072.0,158226970000.0,87539780000.0,52143473000.0,55816600000.0
2073.0,151102230000.0,82345840000.0,47658490000.0,52271116000.0
2074.0,148492830000.0,76149390000.0,44329820000.0,47170990000.0
2075.0,144670640000.0,70313080000.0,41753570000.0,44212744000.0
2076.0,142909930000.0,67705557000.0,39643110000.0,40794430000.0
2077.0,138735400000.0,63455265000.0,37432780000.0,38428740000.0
2078.0,135855700000.0,59443850000.0,35109396000.0,35245060000.0
2079.0,131125764000.0,55755620000.0,33804378000.0,33685258000.0
2080.0,127394365000.0,52519230000.0,31590685000.0,31903140000.0
2081.0,124016650000.0,49509302000.0,29777404000.0,30512530000.0
2082.0,117908046000.0,46728106000.0,28635765000.0,29718884000.0
2083.0,115865790000.0,44479263000.0,27401144000.0,28208243000.0
2084.0,115829530000.0,42321035000.0,26180690000.0,27028605000.0
2085.0,112805450000.0,40501040000.0,25255840000.0,26681962000.0
2086.0,110609695000.0,39192306000.0,24893784000.0,26071250000.0
2087.0,107435160000.0,37334987000.0,23906486000.0,24526512000.0
2088.0,105597700000.0,35203500000.0,23952546000.0,23418708000.0
2089.0,102741730000.0,35687550000.0,23638307000.0,22605195000.0
2090.0,101927050000.0,34349130000.0,23018340000.0,22548257000.0
2091.0,98494700000.0,33753528000.0,22239642000.0,22198802000.0
2092.0,97281030000.0,32954819000.0,21858870000.0,21951404000.0
2093.0,96932080000.0,32592941000.0,21990120000.0,20985967000.0
2094.0,95996610000.0,31308660000.0,21189930000.0,20960540000.0
2095.0,94831220000.0,31072983000.0,20835408000.0,20827154000.0
2096.0,92701950000.0,30428643000.0,21057155000.0,21233523000.0
2097.0,91464925000.0,29723265000.0,20788578000.0,20403775000.0
2098.0,90561675000.0,28885866000.0,21004882000.0,19818134000.0
2099.0,90807665000.0,28480246000.0,20739525000.0,19973919000.0
2100.0,90327740000.0,28169032000.0,21013907000.0,20087312000.0
2101.0,90679670000.0,27452905000.0,20420217000.0,20783493000.0
2102.0,90679740000.0,27388529000.0,20443052000.0,20115784000.0
2103.0,93990630000.0,27143805000.0,20380635000.0,19939373000.0
2104.0,92077140000.0,27148607000.0,20470020000.0,19391090000.0
2105.0,93038240000.0,26627047000.0,19697703000.0,19277079000.0
2106.0,92697730000.0,26847631000.0,19696562000.0,19758977000.0
2107.0,93483385000.0,27035111000.0,19306830000.0,19864158000.0
2108.0,94183850000.0,27030985000.0,19163914000.0,19805934000.0
2109.0,97382280000.0,27073087000.0,18934678000.0,19863106000.0
2110.0,96805130000.0,26676034000.0,18845751000.0,19902534000.0
2111.0,97267240000.0,26699960000.0,19195228000.0,20068028000.0
2112.0,102231760000.0,26371637000.0,18997922000.0,20373877000.0
2113.0,105944015000.0,26115200000.0,19342256000.0,20643142000.0
2114.0,105139450000.0,26810995000.0,20658448000.0,20590535000.0
2115.0,105230830000.0,27007375000.0,21267843000.0,20638320000.0
2116.0,109277440000.0,27499911000.0,23054529000.0,20840760000.0
2117.0,109894720000.0,27815290000.0,23935613000.0,20877455000.0
2118.0,111723610000.0,27342970000.0,23733821000.0,21151998000.0
2119.0,111732015000.0,26999964000.0,24221524000.0,21210001000.0
2120.0,118643880000.0,27017390000.0,23511974000.0,21586602000.0
2121.0,121328615000.0,27501025000.0,23952490000.0,21875660000.0
2122.0,124336144000.0,27027902000.0,23781726000.0,22629150000.0
2123.0,128902990000.0,27178959000.0,25070158000.0,23970670000.0
2124.0,129592390000.0,27257885000.0,26457810000.0,23940506000.0
2125.0,138002580000.0,28585263000.0,26699074000.0,24247810000.0
2126.0,143475340000.0,28321319000.0,27543368000.0,24212064000.0
2127.0,148704890000.0,30568251000.0,30826652000.0,24529644000.0
2128.0,155034600000.0,29761240000.0,30594533000.0,24683307000.0
2129.0,152534560000.0,30057790000.0,29916721000.0,25390404000.0
2130.0,157422450000.0,29801972000.0,31266950000.0,25408317000.0
2131.0,165890330000.0,30381515000.0,32236644000.0,26144315000.0
2132.0,168382480000.0,30126438000.0,32054878000.0,26076926000.0
2133.0,172490620000.0,30931306000.0,32192322000.0,26603674000.0
2134.0,172899810000.0,31180794000.0,32349047000.0,27066798000.0
2135.0,175823750000.0,31446583000.0,32150716000.0,27223230000.0
2136.0,177181790000.0,31697930000.0,32946868000.0,27702610000.0
2137.0,185678400000.0,31939580000.0,34122670000.0,28136284000.0
2138.0,193362360000.0,31532917000.0,33840216000.0,28055601000.0
2139.0,193948960000.0,31464716000.0,34680140000.0,28129794000.0
2140.0,191353800000.0,31976962000.0,35727204000.0,29173410000.0
2141.0,193659810000.0,31442352000.0,36198510000.0,29636692000.0
2142.0,200296280000.0,32072215000.0,36839944000.0,29175446000.0
2143.0,202557650000.0,32332255000.0,36980072000.0,29589547000.0
2144.0,204539130000.0,32403407000.0,38531170000.0,29798762000.0
2145.0,207639350000.0,32607937000.0,39150928000.0,30093683000.0
2146.0,208127180000.0,33868083000.0,39767160000.0,30406377000.0
2147.0,211458650000.0,35114463000.0,39427867000.0,31525888000.0
2148.0,212659620000.0,34327237000.0,40365707000.0,31971062000.0
2149.0,219407800000.0,34359580000.0,43305222000.0,31948573000.0
2150.0,218721710000.0,34404900000.0,43105993000.0,32243505000.0
2151.0,222148430000.0,35021873000.0,42521387000.0,31770552000.0
2152.0,220562390000.0,35699820000.0,42671587000.0,33577160000.0
2153.0,223447580000.0,36141314000.0,44924293000.0,33515910000.0
2154.0,221516500000.0,36117897000.0,46313870000.0,33837572000.0
2155.0,220824220000.0,36080450000.0,46912660000.0,38959104000.0
2156.0,224920220000.0,36741890000.0,47816470000.0,37074063000.0
2157.0,228061560000.0,37530530000.0,47421866000.0,37117820000.0
2158.0,229917250000.0,37818460000.0,47877526000.0,35767670000.0
2159.0,230565990000.0,39518355000.0,48198885000.0,37561917000.0
2160.0,236637200000.0,39035875000.0,48664187000.0,36337040000.0
2161.0,236553000000.0,39398617000.0,49959270000.0,36917940000.0
2162.0,240955340000.0,42988007000.0,50749112000.0,37258228000.0
2163.0,239643500000.0,40758180000.0,51906363000.0,37953110000.0
2164.0,248918900000.0,40128684000.0,52230950000.0,38292468000.0
2165.0,254585850000.0,41333810000.0,53071057000.0,39325045000.0
2166.0,254380770000.0,41883197000.0,51238556000.0,40124318000.0
2167.0,262562280000.0,41838470000.0,51187913000.0,40793166000.0
2168.0,272977660000.0,43888410000.0,50774557000.0,41866785000.0
2169.0,273466590000.0,43155546000.0,50759184000.0,42620297000.0
2170.0,280330730000.0,43887096000.0,51144080000.0,42463138000.0
2171.0,282981430000.0,46381654000.0,51594252000.0,42940183000.0
2172.0,282122900000.0,47754854000.0,51189326000.0,44267910000.0
2173.0,284486930000.0,47527277000.0,50932208000.0,45164745000.0
2174.0,282468500000.0,47630574000.0,51159890000.0,45612270000.0
2175.0,282858880000.0,48938460000.0,51418075000.0,45767690000.0
2176.0,287707700000.0,47674008000.0,50306277000.0,46792250000.0
2177.0,287179440000.0,48084894000.0,49715540000.0,47573823000.0
2178.0,294931960000.0,49207070000.0,49904206000.0,48158250000.0
2179.0,293332880000.0,50267820000.0,50114757000.0,49590948000.0
2180.0,295398830000.0,53040590000.0,49643490000.0,50698994000.0
2181.0,294724200000.0,52327264000.0,49759080000.0,51184020000.0
2182.0,300420100000.0,52733272000.0,49216606000.0,51377560000.0
2183.0,300602560000.0,52883517000.0,49443103000.0,51146090000.0
2184.0,298750480000.0,52347090000.0,50448790000.0,51711574000.0
2185.0,298716230000.0,51673154000.0,53824733000.0,51918524000.0
2186.0,304152770000.0,51755246000.0,54112510000.0,52249383000.0
2187.0,311603170000.0,51886236000.0,55397376000.0,54130680000.0
2188.0,312667300000.0,52432610000.0,54006700000.0,54884897000.0
2189.0,318853300000.0,54291358000.0,53271200000.0,57275920000.0
2190.0,316155040000.0,54891913000.0,53019636000.0,58019316000.0
2191.0,315274700000.0,54176354000.0,53723197000.0,59301114000.0
2192.0,322370600000.0,54125190000.0,55700783000.0,60043182000.0
2193.0,321125250000.0,54559072000.0,55808844000.0,59554468000.0
2194.0,326147670000.0,54296396000.0,55731680000.0,60437475000.0
2195.0,328840800000.0,54001975000.0,56467350000.0,60496957000.0
2196.0,330199900000.0,54967030000.0,57375056000.0,60769776000.0
2197.0,338788200000.0,56282740000.0,56302387000.0,61262110000.0
2198.0,341355560000.0,55503626000.0,56509747000.0,61323470000.0
2199.0,342526160000.0,54881030000.0,56263120000.0,63070097000.0
2200.0,341716570000.0,54385148000.0,56514736000.0,62570996000.0
2201.0,350446880000.0,55121340000.0,56567730000.0,65847583000.0
2202.0,356237700000.0,54409548000.0,61596135000.0,67070984000.0
2203.0,355376600000.0,55472275000.0,60376375000.0,67765870000.0
2204.0,355727930000.0,55389140000.0,62953510000.0,66347876000.0
2205.0,359753650000.0,58074358000.0,62415462000.0,65635760000.0
2206.0,364365400000.0,57263976000.0,61065142000.0,65516940000.0
2207.0,367349560000.0,57889882000.0,61107716000.0,65801966000.0
2208.0,370379030000.0,63067520000.0,60535456000.0,67321500000.0
2209.0,372645920000.0,63925465000.0,60476215000.0,68171230000.0
2210.0,369106350000.0,64641417000.0,60832280000.0,68472316000.0
2211.0,369111300000.0,63379670000.0,61543390000.0,69604440000.0
2212.0,371011520000.0,62036595000.0,61079716000.0,69697970000.0
2213.0,373002000000.0,62772670000.0,60370887000.0,70158885000.0
2214.0,378820130000.0,62965236000.0,60133150000.0,70390550000.0
2215.0,379088570000.0,62783690000.0,60226270000.0,70943830000.0
2216.0,375436100000.0,65456330000.0,59133810000.0,70193980000.0
2217.0,373858900000.0,67159675000.0,59401970000.0,70519230000.0
2218.0,371231400000.0,66875425000.0,59787760000.0,69854446000.0
2219.0,369813450000.0,66799700000.0,60430700000.0,70648490000.0
2220.0,370803900000.0,67166675000.0,61545423000.0,71239470000.0
2221.0,374663940000.0,68092727000.0,60499090000.0,70733680000.0
2222.0,379558070000.0,68613050000.0,62051455000.0,70939930000.0
2223.0,379450360000.0,69284086000.0,63168872000.0,72353096000.0
2224.0,378889600000.0,71883104000.0,64421417000.0,72486085000.0
2225.0,384976320000.0,73055120000.0,65140790000.0,72663330000.0
2226.0,390458200000.0,72959980000.0,63799980000.0,74687320000.0
2227.0,386020300000.0,77735250000.0,63208722000.0,74633890000.0
2228.0,387982560000.0,80335140000.0,62793840000.0,75522630000.0
2229.0,390510800000.0,83134100000.0,61805167000.0,76555650000.0
2230.0,393821900000.0,83647046000.0,62396113000.0,78049200000.0
2231.0,398298400000.0,83929915000.0,62772163000.0,77704830000.0
2232.0,402377470000.0,83634364000.0,63408040000.0,77394410000.0
2233.0,403353270000.0,83301370000.0,65224045000.0,78123794000.0
2234.0,405550700000.0,85497180000.0,65575133000.0,76513485000.0
2235.0,413821900000.0,86747070000.0,66331628000.0,77241900000.0
2236.0,412162500000.0,88693875000.0,66475730000.0,77205406000.0
2237.0,419430830000.0,89084060000.0,65937568000.0,77220495000.0
2238.0,414979000000.0,89734500000.0,65620940000.0,77211270000.0
2239.0,417754450000.0,91118174000.0,65083150000.0,75772390000.0
2240.0,424562750000.0,94620360000.0,64203940000.0,75326460000.0
2241.0,426283700000.0,93890540000.0,64468558000.0,75425160000.0
2242.0,429573960000.0,94600050000.0,63343596000.0,75414750000.0
2243.0,444396800000.0,94875574000.0,63870520000.0,75354740000.0
2244.0,439242060000.0,96482025000.0,63234798000.0,74810730000.0
2245.0,447344900000.0,98782044000.0,62616910000.0,75322790000.0
2246.0,450933880000.0,98355134000.0,61733040000.0,76263530000.0
2247.0,451899460000.0,98789180000.0,61322023000.0,75833975000.0
2248.0,460892440000.0,98184390000.0,62426587000.0,76453220000.0
2249.0,471453630000.0,97719345000.0,62637810000.0,76135450000.0
2250.0,478230300000.0,98849470000.0,62286668000.0,76699574000.0
2251.0,476616360000.0,101101350000.0,62126195000.0,76263916000.0
2252.0,481880770000.0,99998570000.0,62431710000.0,77163350000.0
2253.0,485599640000.0,97588090000.0,60379560000.0,77979440000.0
2254.0,491677650000.0,96399160000.0,59999910000.0,79192530000.0
2255.0,495293100000.0,96917650000.0,58687406000.0,79437240000.0
2256.0,493960920000.0,95896880000.0,58385977000.0,79466000000.0
2257.0,501580800000.0,93605550000.0,57547264000.0,79748325000.0
2258.0,506997700000.0,93551580000.0,57813512000.0,80913620000.0
2259.0,504068470000.0,93391810000.0,57381570000.0,82909380000.0
2260.0,504365020000.0,94289570000.0,55763583000.0,84175690000.0
2261.0,504126200000.0,94687960000.0,54489186000.0,84733520000.0
2262.0,514132740000.0,95468380000.0,52977385000.0,83676620000.0
2263.0,517195040000.0,95925530000.0,50841720000.0,86772890000.0
2264.0,520336600000.0,95237480000.0,49249853000.0,86469760000.0
2265.0,522494350000.0,95226880000.0,48566956000.0,85965210000.0
2266.0,521927130000.0,96225880000.0,48197860000.0,86372930000.0
2267.0,526237240000.0,96864264000.0,48550564000.0,88789220000.0
2268.0,518261640000.0,97939510000.0,47854020000.0,89515560000.0
2269.0,516665380000.0,96474010000.0,47094153000.0,91325540000.0
2270.0,521724800000.0,95671780000.0,46356484000.0,90384910000.0
2271.0,518416700000.0,94070640000.0,46044330000.0,90442310000.0
2272.0,521107050000.0,95271410000.0,45072160000.0,89281130000.0
2273.0,526014480000.0,94722580000.0,44730020000.0,89499260000.0
2274.0,525730050000.0,94180250000.0,45563507000.0,89009100000.0
2275.0,530091470000.0,94547670000.0,46189367000.0,87551070000.0
2276.0,534975740000.0,94226450000.0,46696050000.0,89088740000.0
2277.0,530367250000.0,93806220000.0,45596692000.0,89412850000.0
2278.0,521797440000.0,95326355000.0,45268320000.0,88636490000.0
2279.0,518056250000.0,93162460000.0,45352223000.0,88944370000.0
2280.0,524089750000.0,92515560000.0,44903096000.0,88263020000.0
2281.0,519814740000.0,91497040000.0,45088657000.0,88659450000.0
2282.0,524914160000.0,92443230000.0,44139450000.0,89513296000.0
2283.0,522342040000.0,91916750000.0,43991425000.0,88252630000.0
2284.0,526922060000.0,91894540000.0,44461100000.0,88803650000.0
2285.0,521400840000.0,90227335000.0,43454013000.0,88865140000.0
2286.0,523657500000.0,90523350000.0,43095515000.0,88414840000.0
2287.0,529979470000.0,90606560000.0,42567025000.0,89556310000.0
2288.0,528469070000.0,89708000000.0,42658546000.0,90401825000.0
2289.0,531064620000.0,90128580000.0,41284055000.0,91169780000.0
2290.0,534241250000.0,91408590000.0,41368203000.0,91440610000.0
2291.0,531047870000.0,90920755000.0,41409053000.0,92130550000.0
2292.0,527547100000.0,91507970000.0,40723775000.0,91987930000.0
2293.0,525914570000.0,95482356000.0,40165593000.0,90733180000.0
2294.0,521493600000.0,94946880000.0,39627923000.0,90763270000.0
2295.0,527639350000.0,97025800000.0,39615990000.0,91816340000.0
2296.0,524824700000.0,96057790000.0,39232664000.0,91579290000.0
2297.0,520047530000.0,97411555000.0,38626005000.0,92736725000.0
2298.0,520410370000.0,99506840000.0,38357900000.0,92794905000.0
2299.0,513643800000.0,101465530000.0,38012666000.0,92641436000.0
2300.0,518973800000.0,101682670000.0,37176030000.0,93607720000.0
