time,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR,NORESM1-M
2112.0,315366180.0,160107150.0,402382050.0,570372030.0
2113.0,319106880.0,158671660.0,404093950.0,564024260.0
2114.0,312376130.0,156324450.0,395358900.0,560309700.0
2115.0,306837100.0,155289490.0,386748260.0,564775100.0
2116.0,309309800.0,155471970.0,382548220.0,552334100.0
2117.0,308960420.0,158941490.0,408191500.0,549079700.0
2118.0,306174270.0,155252320.0,385766800.0,566527550.0
2119.0,301949100.0,153565310.0,380122050.0,551494200.0
2120.0,310645120.0,152146800.0,374364960.0,540221900.0
2121.0,317916160.0,158777630.0,370316580.0,535145900.0
2122.0,309833730.0,154954240.0,365913570.0,533972260.0
2123.0,305183580.0,151210270.0,386893250.0,531038560.0
2124.0,304750600.0,150546260.0,403039800.0,528664740.0
2125.0,302214270.0,149663900.0,392448450.0,528493950.0
2126.0,298856600.0,149093600.0,392210880.0,522541220.0
2127.0,301345860.0,147512590.0,400031260.0,518938400.0
2128.0,300009950.0,150947420.0,395552350.0,517089200.0
2129.0,295080300.0,148736380.0,393457800.0,513590200.0
2130.0,291933630.0,176037040.0,381878600.0,510698340.0
2131.0,290428320.0,162048580.0,376055550.0,522884300.0
2132.0,289739000.0,153902820.0,380335550.0,513660160.0
2133.0,293151870.0,156473000.0,414980860.0,509093200.0
2134.0,289879600.0,150212380.0,389929250.0,501324350.0
2135.0,285317980.0,146594860.0,365584500.0,502940860.0
2136.0,284258500.0,144902100.0,359562180.0,498482050.0
2137.0,282044200.0,142156980.0,413792100.0,495701760.0
2138.0,287438000.0,140183890.0,431544200.0,495734720.0
2139.0,285503300.0,138272270.0,393966750.0,563263360.0
2140.0,282994370.0,133837016.0,384237730.0,532046340.0
2141.0,280472670.0,126396100.0,398384450.0,507331420.0
2142.0,291684380.0,122952280.0,388208260.0,505342660.0
2143.0,289191170.0,118919896.0,377360960.0,540069600.0
2144.0,283089150.0,114060620.0,380486180.0,529919300.0
2145.0,281371260.0,111193630.0,427349060.0,513366050.0
2146.0,285141500.0,111832880.0,400069900.0,518239800.0
2147.0,284740600.0,109299380.0,387053400.0,519450500.0
2148.0,281749120.0,113330870.0,386446000.0,516715360.0
2149.0,280708860.0,113552960.0,390489250.0,559783700.0
2150.0,277412670.0,111743490.0,390210180.0,584307500.0
2151.0,280182370.0,110429730.0,408098370.0,570617600.0
2152.0,278446080.0,110668160.0,420496500.0,559123260.0
2153.0,275426800.0,113717096.0,410610600.0,554115800.0
2154.0,272716600.0,112551360.0,405780320.0,551520700.0
2155.0,271742720.0,109876260.0,407003400.0,542915900.0
2156.0,269719650.0,115619210.0,412683170.0,539825600.0
2157.0,266428320.0,118852860.0,401426300.0,537348500.0
2158.0,262190480.0,112466030.0,394914560.0,531137570.0
2159.0,259551790.0,110610140.0,393115140.0,520195200.0
2160.0,255525230.0,110086776.0,393942140.0,509343870.0
2161.0,249954050.0,108133784.0,386083550.0,500651000.0
2162.0,250683800.0,106107680.0,377181760.0,494532580.0
2163.0,249345060.0,104756616.0,372230180.0,500854900.0
2164.0,248151020.0,131996900.0,364169540.0,490475140.0
2165.0,241306900.0,120165530.0,357362240.0,478828770.0
2166.0,237752130.0,112308430.0,351472030.0,472811040.0
2167.0,250146540.0,111820820.0,344273020.0,481818660.0
2168.0,252215540.0,114190720.0,347036600.0,470768670.0
2169.0,252276220.0,116540320.0,335353630.0,468611620.0
2170.0,247700270.0,117344590.0,330827870.0,474511170.0
2171.0,242167120.0,120113560.0,331014400.0,471162370.0
2172.0,239279150.0,118900620.0,328110200.0,469491230.0
2173.0,238581520.0,116154460.0,329559840.0,469332200.0
2174.0,235098500.0,113403800.0,325322180.0,476197100.0
2175.0,235764260.0,110920250.0,322172740.0,471141900.0
2176.0,239888430.0,109695400.0,330286240.0,479865500.0
2177.0,239021230.0,109319330.0,348773630.0,475514200.0
2178.0,237146690.0,106647250.0,330322750.0,468498300.0
2179.0,233714080.0,104186320.0,326155300.0,483907260.0
2180.0,235449660.0,100968090.0,348411070.0,470222000.0
2181.0,245644030.0,98411496.0,335820480.0,468710850.0
2182.0,233863600.0,95993150.0,343123460.0,561327040.0
2183.0,229344460.0,92707976.0,342459400.0,519786370.0
2184.0,229790800.0,91979976.0,338431970.0,499033540.0
2185.0,229926980.0,93883220.0,337615680.0,486681900.0
2186.0,228941730.0,91746190.0,333842000.0,484195000.0
2187.0,227060780.0,89655690.0,337743360.0,480064350.0
2188.0,228901440.0,86901030.0,334286880.0,475593570.0
2189.0,228008380.0,87288260.0,329100220.0,472364260.0
2190.0,226217280.0,91202080.0,325802100.0,500335780.0
2191.0,229483470.0,91482104.0,325875800.0,508604350.0
2192.0,229133090.0,91717464.0,329357020.0,519353800.0
2193.0,226316540.0,90679704.0,322815140.0,506515140.0
2194.0,225205460.0,95023944.0,320241000.0,501233600.0
2195.0,225069900.0,90512240.0,316382940.0,499393920.0
2196.0,222138560.0,89217670.0,314785860.0,488850400.0
2197.0,220228780.0,96446660.0,326161020.0,483335300.0
2198.0,240352030.0,97945560.0,380782460.0,479110820.0
2199.0,236735500.0,89898940.0,360191260.0,475324300.0
2200.0,234926080.0,87825420.0,346815780.0,474781000.0
2201.0,235278540.0,88613090.0,330314800.0,472781120.0
2202.0,227069550.0,86535570.0,356500960.0,469480960.0
2203.0,225004850.0,88469770.0,333229730.0,466189020.0
2204.0,222904620.0,87203496.0,329776830.0,463981800.0
2205.0,220368900.0,90526584.0,330621570.0,460838140.0
2206.0,216956240.0,97811510.0,329774500.0,458217100.0
2207.0,218413970.0,93805464.0,335824600.0,463242020.0
2208.0,217205340.0,91279816.0,330456800.0,459123940.0
2209.0,213681980.0,89197880.0,324478800.0,461954940.0
2210.0,212713400.0,96174920.0,322174800.0,458562750.0
2211.0,221869140.0,88492160.0,320411230.0,455872130.0
2212.0,226028640.0,87477940.0,335272220.0,454860500.0
2213.0,217491780.0,85902710.0,337109730.0,462832030.0
2214.0,212886290.0,82789784.0,341264160.0,464766270.0
2215.0,211949620.0,83823650.0,335452830.0,457232030.0
2216.0,213163540.0,80925130.0,330262560.0,452979780.0
2217.0,216064260.0,78451304.0,336749760.0,451135840.0
2218.0,212397230.0,77249100.0,328088030.0,449359550.0
2219.0,209383120.0,77446050.0,318507500.0,448623300.0
2220.0,209535920.0,78320890.0,315234340.0,448674850.0
2221.0,209683150.0,79012550.0,323601500.0,445741000.0
2222.0,209893090.0,77937130.0,324587840.0,443314780.0
2223.0,207395120.0,81800056.0,330056670.0,442262270.0
2224.0,206491550.0,78571970.0,321513660.0,443620400.0
2225.0,208272940.0,75103210.0,311084220.0,463634980.0
2226.0,209982430.0,74602776.0,303152900.0,457858500.0
2227.0,205844450.0,72652536.0,302922080.0,456297900.0
2228.0,204612830.0,79945610.0,309278660.0,474579500.0
2229.0,203852000.0,115366400.0,300286000.0,462703780.0
2230.0,203956020.0,94917520.0,318019140.0,458247460.0
2231.0,202729860.0,80838660.0,303765120.0,451538620.0
2232.0,200620740.0,78493336.0,296145280.0,452250850.0
2233.0,203798240.0,78613920.0,293259650.0,453352640.0
2234.0,210929980.0,76515900.0,294735200.0,444187940.0
2235.0,204257920.0,76683330.0,288471000.0,435828320.0
2236.0,200479400.0,79826020.0,281933730.0,429985600.0
2237.0,200019550.0,88751130.0,317261100.0,447377340.0
2238.0,203764980.0,81753260.0,310617280.0,435310620.0
2239.0,199867220.0,80918930.0,281132600.0,423233440.0
2240.0,197490340.0,81544440.0,275960770.0,419113470.0
2241.0,196764960.0,79817160.0,270393920.0,420657660.0
2242.0,203982600.0,78822920.0,338202620.0,421487550.0
2243.0,201733500.0,83619030.0,324011200.0,431014180.0
2244.0,197821780.0,80569390.0,284759900.0,445604540.0
2245.0,196585500.0,80127060.0,272129570.0,444157150.0
2246.0,197881340.0,78908740.0,267618340.0,432150660.0
2247.0,194513070.0,77584696.0,268688300.0,428379550.0
2248.0,191305650.0,78745464.0,266581310.0,442949150.0
2249.0,195845380.0,76860370.0,264271310.0,455168960.0
2250.0,190430140.0,78768650.0,259603060.0,473204900.0
2251.0,189001820.0,77475500.0,255846340.0,453458900.0
2252.0,186480060.0,75415576.0,256034940.0,442258700.0
2253.0,205617580.0,73846856.0,289896600.0,438304200.0
2254.0,199431540.0,72777160.0,286968480.0,435382660.0
2255.0,197722380.0,72614330.0,254054930.0,430721280.0
2256.0,199533310.0,72213710.0,248040660.0,428646700.0
2257.0,198415490.0,71903336.0,266145360.0,425006080.0
2258.0,197650610.0,70849944.0,383427870.0,416941340.0
2259.0,200329600.0,68026480.0,323618430.0,412549400.0
2260.0,197972050.0,68158130.0,294736400.0,412177660.0
2261.0,195670130.0,68196024.0,294744060.0,409270850.0
2262.0,203314160.0,66399780.0,283522020.0,404305600.0
2263.0,198097520.0,64280440.0,288721600.0,399073700.0
2264.0,193750910.0,63340670.0,297798180.0,397659740.0
2265.0,196756880.0,62902028.0,292973820.0,404351500.0
2266.0,201511170.0,62519784.0,285387780.0,414100640.0
2267.0,196010880.0,65157428.0,278734080.0,403187460.0
2268.0,194607780.0,67473576.0,320490270.0,400121630.0
2269.0,193726260.0,66611464.0,341675260.0,396967260.0
2270.0,191227920.0,73346300.0,303042050.0,394046340.0
2271.0,203006370.0,82384090.0,294764960.0,390518100.0
2272.0,202441650.0,78529020.0,306769730.0,387182940.0
2273.0,201166460.0,74916430.0,310190560.0,386375460.0
2274.0,194925220.0,73333810.0,310469800.0,383807260.0
2275.0,190982670.0,73900024.0,303890530.0,409787620.0
2276.0,195842800.0,71703890.0,296855330.0,399222750.0
2277.0,191853310.0,70864210.0,298775000.0,394123500.0
2278.0,189896060.0,70704490.0,293543870.0,390993280.0
2279.0,189355570.0,69102820.0,297621220.0,389806460.0
2280.0,188408750.0,67655960.0,301428960.0,421977860.0
2281.0,187158430.0,65945976.0,306450180.0,414656580.0
2282.0,191011180.0,64411496.0,317805820.0,412325920.0
2283.0,188717490.0,62640550.0,306460480.0,402192960.0
2284.0,186147540.0,60581260.0,294820000.0,398205540.0
2285.0,184604540.0,64163490.0,318263500.0,393778800.0
2286.0,183863890.0,82313570.0,325335330.0,391858900.0
2287.0,182338050.0,74339770.0,308266000.0,389367400.0
2288.0,182367200.0,74937490.0,302836060.0,383946000.0
2289.0,181546880.0,70801656.0,323074180.0,382238500.0
2290.0,181151950.0,67149100.0,313955140.0,381660350.0
2291.0,195740290.0,66064804.0,307100060.0,385405200.0
2292.0,195668720.0,65545280.0,299369300.0,381842270.0
2293.0,189117380.0,64292012.0,303119550.0,382146620.0
2294.0,187708720.0,62032296.0,296238370.0,383739680.0
2295.0,195227710.0,58928400.0,291776100.0,410437570.0
2296.0,202059820.0,58109372.0,294046880.0,416356740.0
2297.0,197838000.0,60394868.0,313833540.0,399278700.0
2298.0,194664940.0,56801330.0,298376540.0,393829540.0
2299.0,191439780.0,56592670.0,296287870.0,389855460.0
2300.0,197515980.0,55953484.0,286416350.0,420643170.0
