time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2000.0,2403199700.0,2403199700.0,2403199700.0
2001.0,2377094100.0,2377094100.0,2377094100.0
2002.0,2357944000.0,2357944000.0,2357944000.0
2003.0,2329112300.0,2329112300.0,2329112300.0
2004.0,2306863900.0,2306863900.0,2306863900.0
2005.0,2283690800.0,2283690800.0,2283690800.0
2006.0,2269068500.0,2269068500.0,2269068500.0
2007.0,2247905000.0,2247905000.0,2247905000.0
2008.0,2246148600.0,2246148600.0,2246148600.0
2009.0,2249374200.0,2249374200.0,2249374200.0
2010.0,2224768000.0,2224768000.0,2224768000.0
2011.0,2207457800.0,2207457800.0,2207457800.0
2012.0,2212315400.0,2212315400.0,2212315400.0
2013.0,2197355000.0,2197355000.0,2197355000.0
2014.0,2193515000.0,2193515000.0,2193515000.0
2015.0,2181454800.0,2181454800.0,2181454800.0
2016.0,2156659500.0,2156659500.0,2156659500.0
2017.0,2131148500.0,2131148500.0,2131148500.0
2018.0,2112500100.0,2112500100.0,2112500100.0
2019.0,2104002000.0,2104002000.0,2104002000.0
2020.0,2075526900.0,2075526900.0,2075526900.0
2021.0,2026200200.0,2034308700.0,2072089300.0
2022.0,1980359200.0,1977185800.0,2053424400.0
2023.0,1956252300.0,1929433100.0,2020805100.0
2024.0,1932943700.0,1892649000.0,1980440400.0
2025.0,1889548800.0,1848269800.0,1958440600.0
2026.0,1852116700.0,1790710500.0,1928699500.0
2027.0,1816062600.0,1713171100.0,1883047000.0
2028.0,1762415700.0,1650262400.0,1854250800.0
2029.0,1709604100.0,1602737200.0,1832760300.0
2030.0,1645326300.0,1545907700.0,1781189200.0
2031.0,1597176200.0,1510952700.0,1718517600.0
2032.0,1531358600.0,1491406800.0,1676603800.0
2033.0,1486901900.0,1469021200.0,1626173200.0
2034.0,1417719900.0,1406779800.0,1564710500.0
2035.0,1365806000.0,1358512600.0,1514903800.0
2036.0,1321917200.0,1335029100.0,1495387400.0
2037.0,1261369100.0,1313570300.0,1454289300.0
2038.0,1222472200.0,1282010900.0,1395947300.0
2039.0,1183990100.0,1242796900.0,1360441500.0
2040.0,1115528700.0,1205329900.0,1328875000.0
2041.0,1059205800.0,1161558800.0,1292900600.0
2042.0,984341760.0,1118658200.0,1248686100.0
2043.0,920770400.0,1060642800.0,1201365600.0
2044.0,876701500.0,969048700.0,1169295400.0
2045.0,807356700.0,935365250.0,1128025600.0
2046.0,738833340.0,918907200.0,1085197600.0
2047.0,676011300.0,872569200.0,1040922900.0
2048.0,608781200.0,823442200.0,1009139200.0
2049.0,571761600.0,782927200.0,978005400.0
2050.0,535668300.0,751001540.0,924016000.0
2051.0,517334050.0,714222100.0,887170200.0
2052.0,487400320.0,685340000.0,858057200.0
2053.0,456938180.0,657623940.0,820400400.0
2054.0,433296220.0,629521660.0,796951740.0
2055.0,412891800.0,585520260.0,772778900.0
2056.0,390543140.0,541621060.0,743549300.0
2057.0,362941020.0,494340700.0,718295600.0
2058.0,334384900.0,470456450.0,692383360.0
2059.0,308359700.0,437125920.0,676347400.0
2060.0,282783200.0,405514560.0,651783700.0
2061.0,260579100.0,379542850.0,636910000.0
2062.0,241043950.0,362543040.0,621738300.0
2063.0,221751200.0,350461700.0,598719550.0
2064.0,211733900.0,330190600.0,577395140.0
2065.0,199452900.0,318866500.0,553562400.0
2066.0,186653490.0,313917730.0,536123400.0
2067.0,175677540.0,307722430.0,511436640.0
2068.0,166424340.0,301995140.0,480494980.0
2069.0,163341900.0,291372500.0,456725760.0
2070.0,155591760.0,279822880.0,432237200.0
2071.0,150537000.0,272606720.0,407016500.0
2072.0,145549890.0,268468380.0,383097630.0
2073.0,140797090.0,253771020.0,368140380.0
2074.0,134750200.0,232994000.0,356358620.0
2075.0,129607440.0,219969460.0,344144670.0
2076.0,125486720.0,208560180.0,328736260.0
2077.0,123007304.0,188712300.0,320109120.0
2078.0,119279280.0,174545900.0,314957000.0
2079.0,113249330.0,156177230.0,300527600.0
2080.0,108393020.0,149078430.0,289215780.0
2081.0,100546904.0,144956960.0,283523070.0
2082.0,93428216.0,136978200.0,270906370.0
2083.0,86143570.0,128430820.0,257221580.0
