time,NORESM1-M,CESM1-CAM5,MPI-ESM-LR,CSIRO-MK3-6-0
2000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0
2001.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0
2002.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0
2003.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0
2004.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0
2005.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0
2006.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0
2007.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0
2008.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0
2009.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0
2010.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0
2011.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0
2012.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0
2013.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0
2014.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0
2015.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0
2016.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0
2017.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0
2018.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0
2019.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0
2020.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0
2021.0,148027841254000.0,148220075766000.0,148212937993000.0,148165782350000.0
2022.0,147617057991000.0,147795268250000.0,147757905450000.0,147629230291000.0
2023.0,147123651050000.0,147208372925000.0,147192864317000.0,147144574920000.0
2024.0,146563730303000.0,146469180736000.0,146753065656000.0,146657955457000.0
2025.0,146036739644000.0,145769058205000.0,146311014785000.0,146257521125000.0
2026.0,145592286694000.0,145069621194000.0,145760059904000.0,145724417122000.0
2027.0,145064252862000.0,144317773112000.0,145258602703000.0,145221382532000.0
2028.0,144715066125000.0,143697462934000.0,144728226472000.0,144697640686000.0
2029.0,144198636953000.0,143063481380000.0,144053874762000.0,144200716850000.0
2030.0,143536109467000.0,142170581050000.0,143266028259000.0,143936531137000.0
2031.0,142870162043000.0,141305487306000.0,142798307952000.0,143458227317000.0
2032.0,142530027339000.0,140407812778000.0,142267973721000.0,143087287297000.0
2033.0,141936375265000.0,139463776398000.0,141587260485000.0,142513690955000.0
2034.0,141433164655000.0,138514948128000.0,141080469367000.0,141703068773000.0
2035.0,140773505330000.0,137630918977000.0,140554557676000.0,141101562604000.0
2036.0,140300899726000.0,136603893508000.0,140092888270000.0,140518757662000.0
2037.0,139597172708000.0,135544527528000.0,139510917122000.0,139932983967000.0
2038.0,138846228154000.0,134544740396000.0,138951331233000.0,139391470049000.0
2039.0,138141779441000.0,133450620072000.0,138366868251000.0,138865536270000.0
2040.0,137582599976000.0,132628242086000.0,137726133346000.0,138234987106000.0
2041.0,136805745209000.0,131596479318000.0,137180447872000.0,137733563620000.0
2042.0,136046688873000.0,130636021924000.0,136667991335000.0,136907766910000.0
2043.0,135069156278000.0,129659856982000.0,136158650389000.0,136418046102000.0
2044.0,134382561312000.0,128537349492000.0,135573254720000.0,135718414850000.0
2045.0,133580867028000.0,127212167268000.0,134941219440000.0,134961152683000.0
2046.0,132650783057000.0,126133068535000.0,134284159313000.0,134310975313000.0
2047.0,131872732828000.0,125106985346000.0,133735767441000.0,133541302379000.0
2048.0,131209274290000.0,123937980840000.0,133156819264000.0,132752777062000.0
2049.0,130432555068000.0,122801691091000.0,132552281562000.0,132148259898000.0
2050.0,129411568625000.0,121816339942000.0,132026659550000.0,131551790909000.0
2051.0,128729606991000.0,120564499139000.0,131453142278000.0,130806184595000.0
2052.0,127926932169000.0,119177989761000.0,130844545512000.0,130162264167000.0
2053.0,127128831832000.0,118019216369000.0,130111070537000.0,129421974583000.0
2054.0,126282619641000.0,116826902786000.0,129324329248000.0,128750769488000.0
2055.0,125598360270000.0,115586462526000.0,128825954856000.0,127974356001000.0
2056.0,124872631318000.0,114187326710000.0,128203115380000.0,127105572304000.0
2057.0,124066656970000.0,112761413561000.0,127416108098000.0,126193590229000.0
2058.0,123244879499000.0,111596368936000.0,126790292390000.0,125447597395000.0
2059.0,122379849774000.0,110405925295000.0,126178997069000.0,124593348763000.0
2060.0,121763340463000.0,109189178225000.0,125430588220000.0,123749305117000.0
2061.0,120885162034000.0,108026894004000.0,124740239040000.0,122928789352000.0
2062.0,120203995273000.0,106862876116000.0,124116805657000.0,122321099469000.0
2063.0,119447459801000.0,105806390889000.0,123622013188000.0,121570298902700.0
2064.0,118651190517000.0,104562205589000.0,123024364665000.0,120868156201000.0
2065.0,117994367205000.0,103444267580000.0,122389638136000.0,120147024944600.0
2066.0,117029577914000.0,102421568991000.0,121875801440000.0,119373595194300.0
2067.0,116246780957000.0,101275270198000.0,121323760296000.0,118715217646500.0
2068.0,115554418709000.0,99766478420000.0,120730626420000.0,118019579957000.0
2069.0,114780993858000.0,98555442192000.0,120102413297000.0,117305666167400.0
2070.0,114049975745000.0,97279519848000.0,119509042943000.0,116748498994400.0
2071.0,113489114452000.0,95769048991000.0,118859990687000.0,116149183502700.0
2072.0,112707587205000.0,94612247277000.0,118368833871000.0,115524735327400.0
2073.0,111895407167000.0,93498661977000.0,117826078276000.0,114928869280600.0
2074.0,111138148075000.0,92313290800000.0,117240759573000.0,114322781500400.0
2075.0,110425370256000.0,91185815728000.0,116650172525000.0,113715439786800.0
2076.0,109689227841000.0,90136523945000.0,116022653021000.0,112963981296600.0
2077.0,108894977831000.0,89125121290000.0,115405563628000.0,112279204325000.0
2078.0,108057032108000.0,88000358394000.0,114689561582000.0,111601485877700.0
2079.0,107362758858000.0,86939447275000.0,114073667066000.0,110889072220200.0
2080.0,106669319990000.0,85740994660000.0,113647261032000.0,110162127826000.0
2081.0,105836614013000.0,84650479484000.0,113099447607000.0,109613554537900.0
2082.0,105032006286000.0,83586617942000.0,112520022007000.0,108976839826000.0
2083.0,104284542230000.0,82294733077000.0,112078399933000.0,108370032902100.0
2084.0,103568522072000.0,81006409991000.0,111551057105000.0,107609344480600.0
2085.0,102784413819000.0,79978797321000.0,111109645195000.0,106885506269600.0
2086.0,102076468663000.0,78823518263000.0,110695354490000.0,106174600137200.0
2087.0,101441679102000.0,77730720710000.0,110124140978000.0,105466742068900.0
2088.0,100866685618000.0,76573077634000.0,109663930752000.0,104811640416500.0
2089.0,100245401152500.0,75513716612000.0,109056428860000.0,104148914336100.0
2090.0,99479758161400.0,74351686589000.0,108535154215000.0,103489671537900.0
2091.0,98722782091000.0,73271635595000.0,108063122809000.0,102728943682700.0
2092.0,97968956406600.0,72225751361000.0,107464936666000.0,102026319773000.0
2093.0,97255296922000.0,71320717201000.0,106879841996000.0,101298490998400.0
2094.0,96574573228000.0,70326226714000.0,106390569930000.0,100611292755100.0
2095.0,95863467723600.0,69495047997000.0,105797083945000.0,99964378443900.0
2096.0,95214441653700.0,68660840873000.0,105115445507000.0,99438576012300.0
2097.0,94589624419000.0,67754490307000.0,104632043581000.0,99057469729000.0
2098.0,93873096233000.0,66827643842000.0,104232901125000.0,98548036912000.0
2099.0,92969134339000.0,65760259588000.0,103783078841000.0,97795010327100.0
2100.0,92499582080000.0,64781031014500.0,103403637098000.0,97159734161600.0
2101.0,91878764035000.0,63872154463500.0,102849106652000.0,96555028995000.0
2102.0,91136903606300.0,63112326426400.0,102306504088000.0,95823826967300.0
2103.0,90506876873700.0,62173268168700.0,101731096893000.0,95333730504600.0
2104.0,89854559568300.0,61320320353000.0,101231082694000.0,94648856324000.0
2105.0,89136985053000.0,60428021848000.0,100742304018000.0,94005376561900.0
2106.0,88472199381000.0,59540190046000.0,100317070214000.0,93407164248100.0
2107.0,87770956613700.0,58713887392600.0,99881817755000.0,92834556375800.0
2108.0,87202744776500.0,57783347874000.0,99403706460000.0,92262495262000.0
2109.0,86569694948600.0,56906210991000.0,98879030085000.0,91715806189200.0
2110.0,86002564121700.0,56168916461000.0,98426816747000.0,91097205418500.0
2111.0,85417455877000.0,55539233458400.0,97931484516000.0,90547777071800.0
2112.0,84767606443400.0,54766912024000.0,97451560435000.0,89867215471800.0
2113.0,84151577863400.0,54022113289700.0,97009627704000.0,89253502427300.0
2114.0,83510567747000.0,53222868303400.0,96500039072000.0,88617530041400.0
2115.0,82847422729600.0,52320559848400.0,96000182212000.0,88038895763500.0
2116.0,82215229235600.0,51489685605300.0,95559899052000.0,87498487700100.0
2117.0,81706917212300.0,50836109308000.0,95181890798000.0,86918832232200.0
2118.0,81192415711600.0,50195357945300.0,94787735983000.0,86426735100700.0
2119.0,80526441798600.0,49432879066500.0,94311227251000.0,85948529886600.0
2120.0,79958558077000.0,48687719492000.0,93849451930000.0,85539525020400.0
2121.0,79228546546000.0,48143588605600.0,93346689183000.0,85039890011700.0
2122.0,78712919676700.0,47600669179700.0,92778284703000.0,84660112082100.0
2123.0,78276691873100.0,46887214676200.0,92230826516000.0,84170471987900.0
2124.0,77751086062000.0,46205844573600.0,91909180404000.0,83708658500800.0
2125.0,77212787170000.0,45570266521300.0,91301369711000.0,83118808769600.0
2126.0,76558707371700.0,44770003617800.0,90868624329000.0,82702592046700.0
2127.0,75858617401600.0,44090264777300.0,90240998754000.0,82179816763900.0
