time,NORESM1-M,CSIRO-MK3-6-0,CANESM2,GFDL-CM3,CNRM-CM5,MPI-ESM-LR,IPSL-CM5A-LR,GFDL-ESM2G,CCSM4,GISS-E2-R
2030.0,12743329000.0,12992623000.0,12957617000.0,12277979000.0,12734941000.0,13206233000.0,12428924000.0,12520649000.0,11730458000.0,13229243000.0
2031.0,12617341000.0,12856026000.0,12592571000.0,11925147000.0,12552525000.0,12992062000.0,12177381000.0,12310970000.0,11608368000.0,13026871000.0
2032.0,12388497000.0,12673551000.0,12387535000.0,11759151000.0,12370277000.0,13207334000.0,11920270000.0,12195491000.0,11283278000.0,12883721000.0
2033.0,12246544000.0,12589068000.0,12140367000.0,11502834000.0,12226512000.0,12706353000.0,11565398000.0,12155765000.0,10892611000.0,12700130000.0
2034.0,12095558000.0,12479136000.0,12050363000.0,11193519000.0,12127938000.0,12618373000.0,11739441000.0,11708095000.0,10490825000.0,12612318000.0
2035.0,11845687000.0,12352697000.0,11818030000.0,11131608000.0,11946387000.0,12288128000.0,11256760000.0,11441842000.0,10146588000.0,12501006000.0
2036.0,11687291000.0,12319111000.0,11524423000.0,10633438000.0,11636979000.0,12196786000.0,10861266000.0,11173640000.0,9630409000.0,12409563000.0
2037.0,11292924000.0,12086653000.0,11272189000.0,10315719000.0,11429435000.0,12000327000.0,10543098000.0,11135948000.0,9364648000.0,12310497000.0
2038.0,11145228000.0,11843427000.0,11006618000.0,9962369000.0,11224997000.0,11759370000.0,10273541000.0,10786093000.0,8979138000.0,12228539000.0
2039.0,10892241000.0,11744523000.0,10843416000.0,9550748000.0,10961966000.0,11665600000.0,9942699000.0,10502765000.0,8508228000.0,12023060000.0
2040.0,10656689000.0,11480711000.0,10609895000.0,9191026000.0,10678565000.0,11487824000.0,9823350000.0,10203217000.0,8248773000.0,11839510000.0
2041.0,10431154000.0,11218387000.0,10406575000.0,8961106000.0,10497486000.0,11318146000.0,9395130000.0,9924095000.0,7924652000.0,11614120000.0
2042.0,10137087000.0,10917474000.0,10105902000.0,8520597500.0,10313710000.0,11097007000.0,9177021000.0,9726602000.0,7662917000.0,11343941000.0
2043.0,9906998000.0,10704051000.0,9814300000.0,8257772000.0,10254324000.0,10867412000.0,8757678000.0,9559426000.0,7387465000.0,11141626000.0
2044.0,9610536000.0,10467939000.0,9533270000.0,7878184400.0,10174245000.0,10598098000.0,8404224000.0,9351505000.0,7032115700.0,11023360000.0
2045.0,9190922000.0,10352944000.0,9284274000.0,7528935400.0,10087483000.0,10405775000.0,7999230500.0,9109491000.0,6707306000.0,10822519000.0
2046.0,8898032000.0,9936170000.0,9195350000.0,7228395000.0,9828791000.0,10327830000.0,7518070000.0,8838083000.0,6328590300.0,10656020000.0
2047.0,8529276000.0,9550957000.0,8702871000.0,6866132000.0,9595878000.0,9980116000.0,7340077600.0,8648435000.0,6253674000.0,10491268000.0
2048.0,8244409300.0,9234032000.0,8329601000.0,6535203000.0,9352309000.0,9773790000.0,7006046000.0,8371401700.0,5983448600.0,10269497000.0
2049.0,7967085000.0,8891838000.0,7987175400.0,6197499000.0,9119636000.0,9656711000.0,6567020000.0,8097927700.0,5741579300.0,9997959000.0
2050.0,7642915300.0,8624470000.0,7676909000.0,5893707300.0,8942738000.0,9416242000.0,6243749000.0,7885244000.0,5451868700.0,9777561000.0
2051.0,7298797000.0,8404422000.0,7327581700.0,5548604400.0,8687393000.0,9303342000.0,5952750000.0,7701521000.0,5204457500.0,9539560000.0
2052.0,7022648300.0,8118212600.0,6951486500.0,5283838500.0,8515935000.0,9028387000.0,5718931000.0,7292626000.0,5014141400.0,9397994000.0
2053.0,6791596000.0,7700617000.0,6668637000.0,5004456000.0,8272206000.0,8844593000.0,5457702400.0,7073621000.0,4831182000.0,9128424000.0
2054.0,6428839000.0,7342774000.0,6304036400.0,4746132500.0,8132797400.0,8649880000.0,5183614000.0,6929855000.0,4679507500.0,8931741000.0
2055.0,6108555300.0,7047323600.0,6084152000.0,4588787700.0,7962383400.0,8440105500.0,4948263400.0,6683399700.0,4508686300.0,8721823000.0
2056.0,5879265300.0,6728384500.0,5782165000.0,4389347000.0,7765918000.0,8041971700.0,4681639400.0,6407076400.0,4297833000.0,8544422400.0
2057.0,5696501000.0,6422673400.0,5518103000.0,4130435600.0,7498699300.0,7796694000.0,4424797700.0,6178599400.0,4112736300.0,8274125300.0
2058.0,5507280000.0,6076253000.0,5274054000.0,3933366800.0,7238178000.0,7574027300.0,4228530700.0,5944485000.0,3971100200.0,8074203000.0
2059.0,5315354000.0,5920197600.0,5081522000.0,3699658000.0,7188992000.0,7395937000.0,4026964000.0,5757469700.0,3827649800.0,7870951400.0
2060.0,5143035400.0,5666441000.0,4769230300.0,3471178500.0,6937728000.0,7175273500.0,3876556800.0,5642596400.0,3620525000.0,7696110600.0
2061.0,4861347000.0,5372301300.0,4502031400.0,3330396700.0,6751533000.0,7013982700.0,3712128000.0,5474961000.0,3467531300.0,7457616400.0
2062.0,4615427000.0,5112481300.0,4242265600.0,3152782800.0,6602599400.0,6860054000.0,3516500000.0,5341794300.0,3262499000.0,7299034600.0
2063.0,4464043000.0,4879721500.0,4012111400.0,2942460200.0,6620263400.0,6652484600.0,3352152300.0,5177060000.0,3110930200.0,7178860500.0
2064.0,4314100700.0,4595744000.0,3773231400.0,2792338200.0,6297281000.0,6388013000.0,3180802800.0,5072441300.0,2992344300.0,6937737700.0
2065.0,4125628200.0,4494054400.0,3551984000.0,2654661400.0,6102484500.0,6239509000.0,3027289300.0,4939012000.0,2837889000.0,6906559000.0
2066.0,3841545200.0,4222618000.0,3382251800.0,2500615700.0,5862975500.0,6026353000.0,2903352600.0,4755257000.0,2680571600.0,6671814000.0
2067.0,3683689000.0,3954378200.0,3150618000.0,2360661000.0,5646466600.0,5739499000.0,2686401800.0,4614619600.0,2553357300.0,6523931600.0
2068.0,3457568300.0,3782983000.0,2950288600.0,2211049700.0,5356193300.0,5569597000.0,2530999800.0,4419354000.0,2444225500.0,6430007000.0
2069.0,3312620800.0,3611234300.0,2774790400.0,2049895300.0,5198989300.0,5339184000.0,2391701500.0,4347977000.0,2343042800.0,6558877700.0
2070.0,3148384000.0,3435901000.0,2636355600.0,1952821400.0,4987732500.0,5149743000.0,2249724000.0,4130182400.0,2195557600.0,6121277000.0
2071.0,3028741000.0,3186211300.0,2456480300.0,1825585500.0,4842711000.0,4934236700.0,2085691000.0,4044850400.0,2098382800.0,5939558000.0
2072.0,2847102500.0,3032972800.0,2309045000.0,1721193100.0,4964648000.0,4704585000.0,1957860200.0,3862059300.0,1987691100.0,5855551000.0
2073.0,2658891300.0,2839249700.0,2115787000.0,1577983000.0,4469325000.0,4559478000.0,1808568400.0,3754489000.0,1926557200.0,5697057000.0
2074.0,2486933200.0,2708509000.0,2032053000.0,1503225600.0,4146789000.0,4354924500.0,1711783600.0,3621377800.0,1805261600.0,5551006000.0
2075.0,2341137000.0,2586048500.0,1924116000.0,1404704000.0,3922069800.0,4201100300.0,1594324000.0,3515288600.0,1678804400.0,5387937300.0
2076.0,2144938900.0,2467613000.0,1809397600.0,1248870000.0,3728881700.0,4054570500.0,1437808300.0,3393033500.0,1560899600.0,5237968400.0
2077.0,2043409700.0,2369924600.0,1676812500.0,1095679700.0,3558006500.0,3849449700.0,1309038200.0,3276555000.0,1437356400.0,5106505000.0
2078.0,1953509200.0,2224387600.0,1521094100.0,992090300.0,3441271600.0,3673131000.0,1199075100.0,3135556000.0,1316732000.0,5044131300.0
2079.0,1865161200.0,2138962700.0,1379316000.0,900001340.0,3285608000.0,3654052400.0,1053251140.0,3030098200.0,1206803700.0,4904443000.0
2080.0,1760768600.0,2013445100.0,1158426900.0,845376100.0,3103834400.0,3446974000.0,996917060.0,2900876800.0,1131594600.0,4785261000.0
2081.0,1637410200.0,1870529500.0,1061724600.0,776743700.0,2912603100.0,3309740800.0,905158460.0,2762731800.0,1065279700.0,4629917700.0
2082.0,1480100400.0,1767408800.0,994626200.0,734829200.0,2781976000.0,3221003500.0,819976300.0,2677734100.0,989670700.0,4481974300.0
2083.0,1380070500.0,1644099000.0,877705400.0,660455100.0,2582289200.0,3118780000.0,727651460.0,2592095700.0,882779300.0,4349364000.0
2084.0,1199250300.0,1494359000.0,780991940.0,592298750.0,2444521200.0,3007775200.0,668835200.0,2469510400.0,814461250.0,4237908700.0
2085.0,1099282200.0,1286363000.0,680981400.0,557376300.0,2326643200.0,2906355700.0,621419970.0,2394783500.0,745198660.0,4137737200.0
2086.0,1021150900.0,1177441500.0,628821000.0,494992420.0,2184069400.0,2806785800.0,538161100.0,2278422800.0,668197760.0,3985260800.0
2087.0,950875900.0,1083382900.0,566916900.0,440271170.0,2008909800.0,2657883000.0,505878530.0,2070782100.0,626230400.0,3889097000.0
2088.0,880949700.0,1016119940.0,508964860.0,420168220.0,1827646000.0,2530009000.0,459905020.0,1946511900.0,581574900.0,3812053800.0
2089.0,782870200.0,941456700.0,454439260.0,390726300.0,1680613500.0,2379448000.0,432238980.0,1843062100.0,538418600.0,3722693000.0
2090.0,712007400.0,852444000.0,396774750.0,360432500.0,1563907500.0,2269232000.0,402356380.0,1746405000.0,488622270.0,3639870500.0
2091.0,668536900.0,804119740.0,364495460.0,325066800.0,1435596400.0,2136921500.0,373422300.0,1620248200.0,451860400.0,3526229200.0
2092.0,623232830.0,744799740.0,315334000.0,297708320.0,1321661600.0,1961791100.0,327301860.0,1533996900.0,392867520.0,3398361000.0
2093.0,569723800.0,701394200.0,282813380.0,278648770.0,1184177200.0,1831497000.0,305722720.0,1469729800.0,355829100.0,3329332500.0
2094.0,531291870.0,653287800.0,250265420.0,241592930.0,1080940300.0,1650604400.0,278575400.0,1408710000.0,330780200.0,3262119200.0
2095.0,502487330.0,609911040.0,176806910.0,229611460.0,1005775800.0,1566552200.0,244844700.0,1335758800.0,287861820.0,3185512400.0
2096.0,465779500.0,571222140.0,163832910.0,185910960.0,936422800.0,1477867500.0,228988350.0,1254115200.0,268633300.0,3098548000.0
2097.0,406269060.0,530937900.0,148603630.0,180179470.0,873812600.0,1403296900.0,191671310.0,1180561900.0,231118620.0,2998924500.0
2098.0,388389630.0,482663420.0,140568380.0,172833780.0,827066200.0,1324996700.0,183231630.0,1084266400.0,212493090.0,2928748500.0
2099.0,367197020.0,462328700.0,125937990.0,165526780.0,758485440.0,1282332200.0,160882320.0,1040869500.0,200007920.0,2841097200.0
2100.0,348857500.0,438619520.0,89841910.0,150172720.0,719373630.0,1209907100.0,153325260.0,988614300.0,183353490.0,2762055000.0
