time,CANESM2,CSIRO-MK3-6-0,GFDL-CM3,MPI-ESM-LR,CNRM-CM5,NORESM1-M,CCSM4,GISS-E2-R,CESM1-CAM5,IPSL-CM5A-LR,GFDL-ESM2G
2066.0,5350492000.0,6586276000.0,4460989400.0,7100626400.0,9229493000.0,7688171500.0,7150780000.0,9902353000.0,4549938000.0,9066365000.0,8044984000.0
2067.0,5236575700.0,6612246000.0,4167671300.0,7123787000.0,8863499000.0,8829682000.0,6992357000.0,9798876000.0,4446919700.0,8893591000.0,7756674600.0
2068.0,5148601300.0,6635397000.0,4018896600.0,6981735400.0,9201991000.0,7549120500.0,7102627000.0,9704118000.0,4324349400.0,8807588000.0,7834806000.0
2069.0,4976113000.0,6785887000.0,3842923800.0,7009815000.0,8849144000.0,7383152000.0,6934450000.0,9838502000.0,4229019000.0,8740132000.0,7504610300.0
2070.0,4872828400.0,6543113700.0,3777849000.0,6846503000.0,8759812000.0,7413599700.0,7040269300.0,9510061000.0,4089079300.0,8598984000.0,7517343000.0
2071.0,4854709000.0,6271582000.0,3729737000.0,6731607600.0,8556487000.0,7151537000.0,6851436000.0,9382551000.0,3970016000.0,8954403000.0,7333133300.0
2072.0,4881017300.0,6879942700.0,3550906400.0,6750596000.0,8460225000.0,7033378300.0,7059813400.0,9345912000.0,3885742300.0,8528456700.0,7198121000.0
2073.0,5017540000.0,6564783000.0,3437257200.0,6530395000.0,8328669700.0,6967064000.0,6823142000.0,10410421000.0,3755037400.0,8580901000.0,7178182000.0
2074.0,4906817000.0,6068050400.0,3354777300.0,6508061700.0,8190251000.0,6778009000.0,6597568500.0,9292022000.0,3632430000.0,8434355700.0,7153084000.0
2075.0,5060535300.0,5933926400.0,3242018600.0,6547554000.0,8151773000.0,6711484400.0,6465384000.0,9179560000.0,3582200800.0,8373295600.0,7889345000.0
2076.0,4687280600.0,5688493000.0,3154757000.0,6747435000.0,7925288400.0,6578024000.0,6807839000.0,9675024000.0,3512160800.0,8482990000.0,7441201700.0
2077.0,4633394700.0,5862415000.0,3074974700.0,6278497300.0,7754197000.0,6444113400.0,6706618400.0,10513709000.0,3371198000.0,8163884500.0,7078629400.0
2078.0,4506119700.0,5499396600.0,2976225500.0,6187530000.0,7663363600.0,6346318000.0,6489572400.0,9391810000.0,3277433300.0,8077350400.0,7406924300.0
2079.0,4438799400.0,5449196500.0,2941611800.0,6864599600.0,7720082400.0,6264695000.0,6462213000.0,9076513000.0,3289880800.0,8034982400.0,6869996000.0
2080.0,4355533300.0,5333689300.0,2815601000.0,6250757000.0,7551583700.0,6214349300.0,6216801000.0,9166588000.0,3105927700.0,8017203000.0,7889795000.0
2081.0,4989114400.0,5210939000.0,2734951700.0,6145639400.0,7413332500.0,6543159300.0,6872391000.0,9112669000.0,3201844500.0,8009305600.0,7939953700.0
2082.0,4664963000.0,5346620400.0,2717742600.0,6093981700.0,7372741600.0,6094136300.0,6145098000.0,9143760000.0,2974950100.0,8356232700.0,8085239000.0
2083.0,4452548000.0,5198103000.0,2654030000.0,6169200000.0,7323127300.0,5989059000.0,6014752000.0,9458999000.0,2884271600.0,7862877700.0,6970400000.0
2084.0,4300331500.0,5106073000.0,2615687200.0,5922481700.0,7286209500.0,6152046600.0,5917608000.0,9285419000.0,2983825200.0,7852284000.0,7360618500.0
2085.0,4180139300.0,5020707300.0,2684040000.0,5840783400.0,7052005400.0,5812489000.0,5904537600.0,8869456000.0,2782481400.0,7694930400.0,6782597000.0
2086.0,4109316000.0,4873895400.0,2465130200.0,5815993300.0,6957853000.0,5719453700.0,5975896600.0,9017366000.0,2685369300.0,7570191000.0,6572545000.0
2087.0,3975041500.0,4745110500.0,2463613200.0,5752905000.0,6810682400.0,5572415500.0,5962189300.0,8830961000.0,2526626800.0,7469990400.0,6519329300.0
2088.0,3912464100.0,4586834000.0,2720266200.0,5669246500.0,7463861000.0,5632668000.0,5755560400.0,8803677000.0,2685529000.0,7839425500.0,6633756700.0
2089.0,3940187100.0,4558527000.0,2361455000.0,5593677300.0,6688440300.0,5423938600.0,5953094700.0,8720549000.0,2549747200.0,7419398000.0,6555886000.0
2090.0,3858269000.0,5426969600.0,2240866000.0,6226471000.0,6568019000.0,5381623000.0,5793690600.0,8639612000.0,2469999400.0,7731523000.0,6438911500.0
2091.0,3809912800.0,4588687400.0,2152280000.0,6569254000.0,6445826600.0,5630630000.0,5736244700.0,8908452000.0,2490250200.0,7187245600.0,6711494000.0
2092.0,3837631500.0,4432820700.0,2086030700.0,5717995000.0,6456913400.0,5257842700.0,5653694000.0,8824736000.0,2870748000.0,7186763300.0,6449462300.0
2093.0,3767962600.0,4401661000.0,2002047900.0,5546628600.0,6580154400.0,5308039000.0,5568151000.0,8571564500.0,2644672000.0,7007819300.0,6453008000.0
2094.0,3726132000.0,4313582000.0,1903754100.0,5689232000.0,6316507000.0,5157207600.0,5961006600.0,8730881000.0,2346630100.0,7079211500.0,7850679300.0
2095.0,3599828000.0,4843671600.0,1874264700.0,5604965400.0,7822377000.0,5061605000.0,5723088000.0,8784694000.0,2453194200.0,6946198500.0,8409146400.0
2096.0,3613823500.0,4345874400.0,1832463100.0,5409202700.0,6573177000.0,5006741500.0,5571423700.0,8667899000.0,2269651000.0,6847387000.0,6900763000.0
2097.0,3519109000.0,4096206000.0,1794809500.0,5393978400.0,6220688400.0,5050238000.0,7027302400.0,8547411000.0,2662081000.0,6948550700.0,7258355000.0
2098.0,3616587800.0,4186167800.0,1757115500.0,5325229000.0,6558933000.0,4925609000.0,5449952000.0,8600257000.0,2153731000.0,6672663000.0,6933616000.0
2099.0,3441473000.0,3959132200.0,1708300500.0,5443706000.0,6516182500.0,4922117000.0,6139922400.0,8509757000.0,2104937900.0,7267234000.0,6772720600.0
2100.0,3360366600.0,3943854000.0,1668140000.0,5667360000.0,6367106000.0,4760421000.0,5449457000.0,8790645000.0,2155241000.0,6574125600.0,6594922000.0
