time,CESM1-CAM5,CSIRO-MK3-6-0,CANESM2,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR,CCSM4,GFDL-CM3,MPI-ESM-LR,GISS-E2-R,CNRM-CM5
2036.0,45388124000.0,44105320000.0,43464032000.0,45643780000.0,43834618000.0,43935932000.0,45085565000.0,40196706000.0,44459434000.0,45479604000.0,44813790000.0
2037.0,44890776000.0,43643380000.0,42884567000.0,45003334000.0,43573740000.0,43398443000.0,44670000000.0,39396330000.0,44148842000.0,45157140000.0,44581265000.0
2038.0,44901220000.0,43392918000.0,42913830000.0,44872864000.0,43185130000.0,42914468000.0,44362200000.0,38649106000.0,45895733000.0,44922343000.0,44240925000.0
2039.0,44407325000.0,42943490000.0,41945657000.0,44446392000.0,42702483000.0,42441548000.0,43969490000.0,37789080000.0,43613670000.0,44614803000.0,43833123000.0
2040.0,44140646000.0,42332930000.0,41448050000.0,44002124000.0,42386780000.0,42002022000.0,43621212000.0,36937294000.0,43452750000.0,44331586000.0,43396854000.0
2041.0,43721830000.0,41961360000.0,41015075000.0,43888108000.0,41952526000.0,41392304000.0,43220025000.0,35948323000.0,42795495000.0,43983600000.0,43055886000.0
2042.0,43279163000.0,41370178000.0,40446992000.0,43680500000.0,41373323000.0,40940530000.0,42791620000.0,34976260000.0,42357985000.0,43716362000.0,42919002000.0
2043.0,42890584000.0,40916648000.0,39963040000.0,43756642000.0,40913980000.0,40463280000.0,42443220000.0,33973486000.0,41981587000.0,43382930000.0,42629630000.0
2044.0,42488787000.0,40280203000.0,39326510000.0,43392168000.0,40552560000.0,39868543000.0,42038575000.0,33032829000.0,41682674000.0,43188640000.0,42393590000.0
2045.0,42125340000.0,39706100000.0,38572700000.0,42844725000.0,40899883000.0,39257584000.0,41689570000.0,32214522000.0,42370290000.0,42789020000.0,41962308000.0
2046.0,41625580000.0,39089050000.0,37727146000.0,42336970000.0,39818970000.0,38668345000.0,41263608000.0,31369742000.0,40916490000.0,42518626000.0,41773980000.0
2047.0,41196630000.0,38402400000.0,37750330000.0,41959686000.0,39152940000.0,38024180000.0,40718560000.0,30354946000.0,40450363000.0,42164007000.0,41272030000.0
2048.0,40951624000.0,37750790000.0,36539470000.0,41756200000.0,38731140000.0,37674950000.0,40360560000.0,29262506000.0,40018678000.0,41808617000.0,40861372000.0
2049.0,40500880000.0,37119754000.0,35787650000.0,41432680000.0,38257090000.0,36812200000.0,39892574000.0,28199315000.0,39533638000.0,41352380000.0,40379294000.0
2050.0,40051570000.0,36593914000.0,35235545000.0,41199587000.0,37643395000.0,36016980000.0,39338177000.0,27244847000.0,39171633000.0,40920596000.0,40115257000.0
2051.0,39636360000.0,35968786000.0,34470480000.0,40920980000.0,37051040000.0,35457720000.0,38887924000.0,26377763000.0,38596860000.0,40507820000.0,39664030000.0
2052.0,39700656000.0,35571573000.0,33940152000.0,40375243000.0,36479726000.0,34762120000.0,38414160000.0,25272891000.0,38497386000.0,40034284000.0,39207300000.0
2053.0,39150952000.0,34931397000.0,33082628000.0,40556052000.0,35995810000.0,34191770000.0,38141020000.0,24229327000.0,37782010000.0,39697994000.0,38731470000.0
2054.0,38633955000.0,34435555000.0,32696637000.0,40114397000.0,35546546000.0,33494503000.0,37890720000.0,23205263000.0,37219000000.0,39404810000.0,38416040000.0
2055.0,38166864000.0,34092659000.0,31649655000.0,39590690000.0,34860660000.0,32857129000.0,37424185000.0,22279698000.0,36788105000.0,38945970000.0,38054724000.0
2056.0,37714320000.0,33223790000.0,30915664000.0,39396350000.0,34317758000.0,32385403000.0,36966480000.0,21402591000.0,36332093000.0,38553560000.0,37547463000.0
2057.0,37277280000.0,32431858000.0,30284382000.0,39061560000.0,33679876000.0,31750674000.0,36448590000.0,20666749000.0,35708027000.0,38174700000.0,37133275000.0
2058.0,36972134000.0,31693197000.0,29651370000.0,38769512000.0,33260330000.0,31031441000.0,36100220000.0,19981777000.0,35243205000.0,37609693000.0,36718432000.0
2059.0,36636650000.0,31018693000.0,29028030000.0,38622126000.0,32621250000.0,30572108000.0,35709650000.0,19157008000.0,36164580000.0,37211124000.0,36291903000.0
2060.0,36016312000.0,30613074000.0,28599556000.0,38132384000.0,32164480000.0,29935217000.0,35196727000.0,18444580000.0,34302980000.0,36926652000.0,35907125000.0
2061.0,35941507000.0,30348910000.0,28086820000.0,37857456000.0,31749808000.0,29377317000.0,34820410000.0,17886095000.0,34059678000.0,36312396000.0,35394140000.0
2062.0,35183610000.0,29382724000.0,27419000000.0,37596635000.0,31199891000.0,28771420000.0,34518730000.0,17144403000.0,33744069000.0,35854910000.0,35022037000.0
2063.0,34649170000.0,28704788000.0,26717740000.0,37261550000.0,30754025000.0,28253090000.0,34018408000.0,16537221000.0,33961740000.0,35471258000.0,34671620000.0
2064.0,34127616000.0,28188387000.0,26041790000.0,36867530000.0,30232470000.0,27664720000.0,33991550000.0,15924723000.0,33025468000.0,35277775000.0,34271201000.0
2065.0,33703922000.0,27622711000.0,25484208000.0,37378474000.0,29694898000.0,27038794000.0,33376518000.0,15292131000.0,32545202000.0,34531030000.0,33984606000.0
2066.0,33562323000.0,27066070000.0,24902396000.0,36724683000.0,29190316000.0,26502554000.0,32975895000.0,14708807000.0,31974390000.0,33928686000.0,33634957000.0
2067.0,33187113000.0,26482874000.0,24507308000.0,36796252000.0,28638495000.0,25941098000.0,32290986000.0,14209923000.0,31549647000.0,33526436000.0,33210935000.0
2068.0,32660836000.0,25942110000.0,23973102000.0,36364145000.0,28249618000.0,25436527000.0,31913042000.0,13802427000.0,31087880000.0,33096440000.0,32853703000.0
2069.0,32191105000.0,25542054000.0,23303143000.0,36189983000.0,27624120000.0,24972394000.0,31668695000.0,13307706000.0,30587599000.0,32700113000.0,32507607000.0
2070.0,31855225000.0,24791163000.0,22759985000.0,35691360000.0,27189797000.0,24569390000.0,31560552000.0,12952274000.0,30731145000.0,32417067000.0,32060797000.0
2071.0,31336240000.0,24334436000.0,22360603000.0,35574755000.0,26763459000.0,24036608000.0,30953339000.0,12552876000.0,31219940000.0,32119597000.0,32183624000.0
2072.0,30890613000.0,23718780000.0,22108250000.0,35668600000.0,26404130000.0,23570878000.0,30537818000.0,12144508000.0,29559150000.0,31589347000.0,31491873000.0
2073.0,30610538000.0,23381246000.0,21503842000.0,35267334000.0,25978874000.0,23032603000.0,30115193000.0,11831201000.0,29124370000.0,31344515000.0,31170610000.0
2074.0,30277145000.0,22810685000.0,21114477000.0,35961463000.0,25573380000.0,22454940000.0,29649238000.0,11528066000.0,28641808000.0,30954326000.0,30807708000.0
2075.0,29871081000.0,22278844000.0,20703298000.0,34933510000.0,25210704000.0,22112043000.0,29314843000.0,11170297000.0,28236687000.0,30577687000.0,30382703000.0
2076.0,29419270000.0,21906740000.0,20323070000.0,34902467000.0,24827402000.0,21750444000.0,28958536000.0,10859929000.0,27698147000.0,30223065000.0,30018270000.0
2077.0,28948472000.0,21416730000.0,19975225000.0,34396990000.0,24458353000.0,21388990000.0,28699908000.0,10540234000.0,27359273000.0,29940193000.0,29595871000.0
2078.0,28501377000.0,21067870000.0,19570825000.0,34208774000.0,23980743000.0,21135077000.0,28498620000.0,10220914000.0,27266920000.0,29889292000.0,29214417000.0
2079.0,28530391000.0,20647356000.0,19246768000.0,34016563000.0,23497003000.0,20855908000.0,28091046000.0,9906138000.0,27200168000.0,29270462000.0,28830372000.0
2080.0,27799970000.0,20267088000.0,18885906000.0,33753553000.0,23147770000.0,20499028000.0,27714415000.0,9616115000.0,26782250000.0,28850022000.0,28485800000.0
2081.0,27432272000.0,19850248000.0,19414956000.0,35374920000.0,22782902000.0,20140198000.0,27395113000.0,9396124000.0,26416413000.0,28612514000.0,28207423000.0
2082.0,27014867000.0,19782365000.0,18679198000.0,34748547000.0,22383645000.0,19787426000.0,27625781000.0,9187359000.0,27927724000.0,28201384000.0,27825734000.0
2083.0,26656481000.0,19448314000.0,18073651000.0,33513630000.0,21994015000.0,19462760000.0,26906931000.0,8975050000.0,26106892000.0,27695516000.0,27598117000.0
2084.0,26344032000.0,18979250000.0,17826587000.0,33243640000.0,21586907000.0,19186890000.0,26789976000.0,8776162000.0,25427323000.0,27368792000.0,27757742000.0
2085.0,25969177000.0,18647220000.0,17430192000.0,33018670000.0,21461772000.0,18914396000.0,26429151000.0,8592860000.0,25353505000.0,27228619000.0,26883631000.0
2086.0,25595180000.0,18460025000.0,17125656000.0,32885125000.0,20980089000.0,18600210000.0,26229709000.0,8377105000.0,24942846000.0,26870882000.0,26561559000.0
2087.0,25238772000.0,18147594000.0,16900118000.0,32827310000.0,20601403000.0,18344151000.0,25941142000.0,8240124000.0,24811650000.0,26699375000.0,26168447000.0
2088.0,24799609000.0,17808544000.0,16900207000.0,32986556000.0,20295117000.0,18032327000.0,25699099000.0,8131903500.0,24480647000.0,26620606000.0,25933287000.0
2089.0,24413002000.0,17657901000.0,16401870000.0,32480524000.0,19948351000.0,17717844000.0,26080200000.0,7943068000.0,24284682000.0,26106319000.0,25534417000.0
2090.0,24023896000.0,17406657000.0,16135239000.0,32272384000.0,20171348000.0,17455331000.0,25450721000.0,7802198500.0,23811084000.0,25950329000.0,25521318000.0
2091.0,23761830000.0,17090036000.0,15893342000.0,32171598000.0,19553330000.0,17188614000.0,25046223000.0,7736553000.0,23428407000.0,25761614000.0,24990167000.0
2092.0,23374432000.0,16954144000.0,15603751000.0,31939189000.0,19233747000.0,16968006000.0,24816590000.0,7560770000.0,23109464000.0,25950110000.0,24684399000.0
2093.0,23272364000.0,16803304000.0,15355240000.0,31732572000.0,18982658000.0,16844147000.0,24718475000.0,7471488500.0,22715732000.0,25358600000.0,24267786000.0
2094.0,22961357000.0,16454340000.0,15158911000.0,31667884000.0,18626783000.0,16461738000.0,24412566000.0,7350258700.0,22517615000.0,25102262000.0,23922217000.0
2095.0,22583517000.0,16241998000.0,15313957000.0,31607466000.0,18352392000.0,16266889000.0,24175663000.0,7228506600.0,22321652000.0,24964004000.0,23590586000.0
2096.0,22243107000.0,15986717000.0,14838411000.0,31257258000.0,18082218000.0,16083473000.0,24025027000.0,7130379000.0,22862078000.0,24807870000.0,23314129000.0
2097.0,21964823000.0,15859835000.0,14688274000.0,31406465000.0,18289240000.0,15899709000.0,23839873000.0,7040839700.0,21956844000.0,24499749000.0,22977970000.0
2098.0,21808990000.0,15739179000.0,14378730000.0,31190364000.0,17658239000.0,15661577000.0,23632116000.0,6935580000.0,21679393000.0,24333705000.0,22777140000.0
2099.0,21487718000.0,15374674000.0,14276572000.0,30995122000.0,17406298000.0,15427897000.0,23683338000.0,6820183600.0,21457197000.0,24040602000.0,22488654000.0
2100.0,21223047000.0,15229720000.0,14012429000.0,30815290000.0,17202508000.0,15284018000.0,23382362000.0,6684199400.0,21253556000.0,23930665000.0,22479892000.0
