time,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR,CANESM2,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,CCSM4,GFDL-CM3
2023.0,47413030000.0,48690184000.0,47947792000.0,47725810000.0,47966020000.0,47819907000.0,47545180000.0,47789320000.0,47568716000.0,47435338000.0
2024.0,47278120000.0,48732844000.0,47487680000.0,47527040000.0,47409290000.0,47727976000.0,47640160000.0,47636877000.0,47376835000.0,47297892000.0
2025.0,47078633000.0,47918895000.0,47175897000.0,47258292000.0,47129610000.0,47438720000.0,47355060000.0,47604490000.0,47218336000.0,46952960000.0
2026.0,46732747000.0,47752557000.0,46913320000.0,47100210000.0,46960136000.0,47268434000.0,47203836000.0,47709303000.0,47174173000.0,46612156000.0
2027.0,46529114000.0,47228530000.0,46609240000.0,46785210000.0,46506607000.0,47081726000.0,48299274000.0,48497350000.0,47412030000.0,46289433000.0
2028.0,46353986000.0,47923868000.0,46477120000.0,46649905000.0,46292160000.0,46878560000.0,47221130000.0,47902118000.0,46796740000.0,45870227000.0
2029.0,45978050000.0,48128782000.0,46145724000.0,46304297000.0,45901480000.0,46638916000.0,46636904000.0,47215770000.0,46403230000.0,45340500000.0
2030.0,45706070000.0,47003587000.0,45709713000.0,45975585000.0,45924524000.0,46451540000.0,46402867000.0,46888534000.0,46149226000.0,44792240000.0
2031.0,45559853000.0,46544620000.0,45314494000.0,45679145000.0,45404246000.0,46162230000.0,46123803000.0,46641574000.0,45837660000.0,44211982000.0
2032.0,45187908000.0,46715683000.0,45007760000.0,45331770000.0,45214654000.0,45894010000.0,45876744000.0,46315800000.0,45428204000.0,43419930000.0
2033.0,44677080000.0,46238786000.0,44640550000.0,44940227000.0,44863033000.0,45611155000.0,45633155000.0,46084964000.0,45193105000.0,42864260000.0
2034.0,44138435000.0,45960250000.0,44225917000.0,44578140000.0,44398120000.0,45314265000.0,45337715000.0,45873103000.0,45000120000.0,42078593000.0
2035.0,43682280000.0,45488040000.0,43842515000.0,44115710000.0,43886150000.0,45070690000.0,45065460000.0,46012320000.0,44525020000.0,41284895000.0
2036.0,43319480000.0,45036663000.0,43417637000.0,43523297000.0,43460430000.0,44657983000.0,44821823000.0,45337590000.0,44129153000.0,40409850000.0
2037.0,42728750000.0,44764450000.0,43072260000.0,42940920000.0,42993664000.0,44274668000.0,44540682000.0,44991300000.0,43791675000.0,39588475000.0
2038.0,42096090000.0,44400894000.0,42719840000.0,42336280000.0,42465470000.0,43863245000.0,44196150000.0,44698124000.0,43390690000.0,38675636000.0
2039.0,41470304000.0,44074086000.0,42245980000.0,41757225000.0,41939878000.0,43419275000.0,43861623000.0,44354298000.0,42960847000.0,37424968000.0
2040.0,40721207000.0,44064936000.0,41745412000.0,41040896000.0,41270430000.0,42848133000.0,43549140000.0,43970760000.0,42465202000.0,36253286000.0
2041.0,40054850000.0,44301865000.0,41253335000.0,40383060000.0,40589170000.0,42437415000.0,43114220000.0,43541443000.0,41989800000.0,35088010000.0
2042.0,39263707000.0,43381350000.0,40643006000.0,39687455000.0,40268923000.0,41936314000.0,42802864000.0,43063200000.0,41576300000.0,33779085000.0
2043.0,38524957000.0,42880578000.0,40056947000.0,39035245000.0,39408316000.0,41376756000.0,42345538000.0,42769850000.0,41077203000.0,32366240000.0
2044.0,37889188000.0,42721290000.0,39518618000.0,38301237000.0,38713610000.0,40911757000.0,42019460000.0,42368960000.0,40473125000.0,31212562000.0
2045.0,37092733000.0,42337763000.0,38936375000.0,37410930000.0,37918118000.0,40465424000.0,41496940000.0,41849460000.0,39870790000.0,30122412000.0
2046.0,36483236000.0,41814802000.0,38256185000.0,36381196000.0,37254770000.0,39868883000.0,41104417000.0,41175323000.0,39288670000.0,28731230000.0
2047.0,35763420000.0,41285386000.0,37651690000.0,35409105000.0,36355620000.0,39212954000.0,40754586000.0,40493953000.0,38702727000.0,27459619000.0
2048.0,34861416000.0,40862654000.0,37223480000.0,34657700000.0,35596220000.0,38614880000.0,40221307000.0,40026444000.0,38051754000.0,26390428000.0
2049.0,34046575000.0,40483308000.0,36566250000.0,33709828000.0,34706520000.0,38018806000.0,39795958000.0,39321584000.0,37555122000.0,25232667000.0
2050.0,33275890000.0,40199643000.0,35837657000.0,32882876000.0,33744271000.0,37683150000.0,39332696000.0,38757454000.0,36986880000.0,23897768000.0
2051.0,32354212000.0,39723987000.0,35317563000.0,31976161000.0,32768948000.0,36879143000.0,38897644000.0,38135706000.0,36317140000.0,22974759000.0
2052.0,31826788000.0,39106605000.0,34688262000.0,31147528000.0,31805983000.0,36254750000.0,38384990000.0,37546033000.0,35693860000.0,21881258000.0
2053.0,30980725000.0,38903734000.0,33913383000.0,30245149000.0,30779226000.0,35646177000.0,37987463000.0,36933720000.0,35136782000.0,20908431000.0
2054.0,30317550000.0,38328406000.0,33295067000.0,29248223000.0,29882286000.0,35122713000.0,37381063000.0,36361800000.0,34642600000.0,19842933000.0
2055.0,29533080000.0,37700272000.0,32686576000.0,28439734000.0,29097386000.0,34496200000.0,36774375000.0,36980343000.0,34028931000.0,19071326000.0
2056.0,28749170000.0,37104087000.0,32000510000.0,27522460000.0,28364882000.0,33798590000.0,36251533000.0,35450106000.0,33337661000.0,18230219000.0
2057.0,28082903000.0,36390326000.0,31200428000.0,26761091000.0,27436681000.0,33059430000.0,35654595000.0,34582778000.0,32655761000.0,17529750000.0
2058.0,27154434000.0,35921780000.0,30483522000.0,25890781000.0,26438260000.0,32495602000.0,35004640000.0,33851886000.0,32013746000.0,16753822000.0
2059.0,26354356000.0,35297210000.0,29692262000.0,25053827000.0,25760176000.0,31814128000.0,34455126000.0,33120676000.0,31450008000.0,15914375000.0
2060.0,25584644000.0,34781606000.0,28988944000.0,24320676000.0,24858487000.0,31143057000.0,34021048000.0,32296317000.0,30820688000.0,15215682000.0
2061.0,24906766000.0,34215200000.0,28443111000.0,23707695000.0,23928695000.0,30576157000.0,33501995000.0,31432055000.0,30163855000.0,14556923000.0
2062.0,24230220000.0,33751077000.0,27925748000.0,22964025000.0,23018310000.0,30022457000.0,33060317000.0,30421225000.0,29495728000.0,13933238000.0
2063.0,23559758000.0,33203732000.0,27244857000.0,22256610000.0,22266235000.0,29533360000.0,32437946000.0,29742516000.0,28966353000.0,13293563000.0
2064.0,22725298000.0,32848896000.0,26408167000.0,21655437000.0,21676612000.0,29065930000.0,31786820000.0,28897485000.0,28328667000.0,12766993000.0
2065.0,21922447000.0,32143923000.0,25684710000.0,20857324000.0,20996070000.0,28473200000.0,31239311000.0,28081811000.0,27714206000.0,12205286000.0
2066.0,21237637000.0,31547253000.0,25110210000.0,20212007000.0,20199119000.0,27911090000.0,30501116000.0,27219620000.0,27080931000.0,11663233000.0
2067.0,20638407000.0,30991469000.0,24497695000.0,19514175000.0,19422777000.0,27382280000.0,29877875000.0,26355577000.0,26480435000.0,11201154000.0
2068.0,20029980000.0,30285537000.0,23937112000.0,18786939000.0,18835753000.0,26759107000.0,29237008000.0,25608176000.0,25807690000.0,10721371000.0
2069.0,19437320000.0,29915910000.0,23205833000.0,18215350000.0,18239175000.0,26201283000.0,28688726000.0,24940272000.0,25091052000.0,10249040000.0
2070.0,18807845000.0,29247924000.0,22492910000.0,17498536000.0,17662489000.0,25712452000.0,28256850000.0,24244048000.0,24389003000.0,9799750000.0
2071.0,18327398000.0,28547777000.0,21864655000.0,16830532000.0,16987779000.0,25236005000.0,27615717000.0,23376351000.0,23784706000.0,9375699000.0
2072.0,17676261000.0,28067467000.0,21267485000.0,16185491000.0,16540433000.0,24724494000.0,27014494000.0,22654812000.0,23238554000.0,8899782000.0
2073.0,17262709000.0,27487773000.0,20674970000.0,15641087000.0,16019463000.0,24200032000.0,26333950000.0,22102247000.0,22619662000.0,8551608000.0
2074.0,16663009000.0,26912168000.0,20115868000.0,15023682000.0,15499439000.0,23677560000.0,25777787000.0,21566888000.0,22081952000.0,8229171700.0
2075.0,16189369000.0,26209671000.0,19469847000.0,14449951000.0,15017883000.0,23189527000.0,25310398000.0,20759572000.0,21632997000.0,7911640000.0
2076.0,15556939000.0,25578588000.0,18874835000.0,13923143000.0,14529718000.0,22740363000.0,24626854000.0,19958475000.0,21065961000.0,7567038000.0
2077.0,15023411000.0,24980247000.0,18340428000.0,13397540000.0,14040117000.0,22236266000.0,24020677000.0,19414060000.0,20389898000.0,7345001500.0
2078.0,14480224000.0,24476400000.0,17872908000.0,12888175000.0,13475639000.0,21784498000.0,23472275000.0,18836083000.0,19823320000.0,7117422600.0
2079.0,13997672000.0,23815901000.0,17300836000.0,12447074000.0,12951076000.0,21367566000.0,23020435000.0,18354910000.0,19290255000.0,6835808000.0
2080.0,13680595000.0,23270900000.0,16779423000.0,11941143000.0,12627515000.0,20958611000.0,22428955000.0,17693577000.0,18797072000.0,6636402700.0
2081.0,13259950000.0,22837574000.0,16302531000.0,11562015000.0,12198870000.0,20549010000.0,21918362000.0,16933072000.0,18229620000.0,6333838000.0
2082.0,12796194000.0,22212700000.0,15941698000.0,11125387000.0,11791831000.0,20080024000.0,21475797000.0,16341068000.0,17737622000.0,6032172000.0
2083.0,12367469000.0,21720977000.0,15457777000.0,10732872000.0,11393933000.0,19684800000.0,20838384000.0,15806860000.0,17390895000.0,5771489000.0
2084.0,12056426000.0,21262232000.0,15025262000.0,10384384000.0,10934448000.0,19218336000.0,20486912000.0,15339314000.0,16867060000.0,5524357000.0
2085.0,11678521000.0,20612049000.0,14585954000.0,10078026000.0,10528567000.0,18873006000.0,19954676000.0,15628586000.0,16368847000.0,5289197000.0
2086.0,11361693000.0,19940977000.0,14199128000.0,9607350000.0,10153106000.0,18425720000.0,19457636000.0,14507781000.0,15910948000.0,4995399700.0
2087.0,10996432000.0,19365722000.0,13801160000.0,9269844000.0,9743235000.0,17994795000.0,18875460000.0,13987345000.0,15468720000.0,4723626500.0
2088.0,10661652000.0,18875064000.0,13526924000.0,8862933000.0,9396366000.0,17586534000.0,18391054000.0,13489492000.0,15080874000.0,4410881500.0
2089.0,10273588000.0,18403215000.0,13075614000.0,8377175000.0,8977561000.0,17231012000.0,18023959000.0,12980483000.0,14797395000.0,4091823900.0
2090.0,9957511000.0,18074070000.0,12713869000.0,8043273000.0,8421708000.0,16929567000.0,17545857000.0,12457872000.0,14294232000.0,3785990400.0
2091.0,9566777000.0,17599588000.0,12326496000.0,7614644700.0,7996517400.0,16582883000.0,17153611000.0,11974593000.0,13881500000.0,3538345000.0
2092.0,9219373000.0,17134349000.0,11981222000.0,7157030000.0,7543464000.0,16252476000.0,16717468000.0,11579079000.0,13480862000.0,3370198000.0
2093.0,8940969000.0,16643421000.0,11689145000.0,6729027600.0,7123592000.0,15910243000.0,16491258000.0,11225349000.0,13125638000.0,3198613800.0
2094.0,8523552300.0,16111360000.0,11336503000.0,6284004000.0,6757899300.0,15614331000.0,15960947000.0,10867247000.0,12716552000.0,3042730800.0
2095.0,8152001000.0,15720834000.0,11090140000.0,5835965400.0,6377747000.0,15232289000.0,15606583000.0,10575316000.0,12358144000.0,2842529300.0
2096.0,7783016000.0,15348390000.0,10826469000.0,5516541000.0,6076074500.0,14870942000.0,15226485000.0,10121122000.0,12024297000.0,2693896200.0
2097.0,7386507000.0,15052711000.0,10547881000.0,5219679700.0,5758404600.0,14549374000.0,14906890000.0,9822420000.0,11751161000.0,2574421500.0
2098.0,7016177700.0,14630582000.0,10297286000.0,4927928000.0,5478548500.0,14230744000.0,14569612000.0,9548172000.0,11460170000.0,2411638800.0
2099.0,6719331300.0,14454437000.0,10049158000.0,4650655000.0,5207500000.0,13957399000.0,14210061000.0,9164084000.0,11202625000.0,2297638400.0
2100.0,6490618000.0,13974272000.0,9760031000.0,4439160000.0,4966607400.0,13673954000.0,13930192000.0,8819484000.0,10912743000.0,2123334400.0
