time,IPSL-CM5A-LR,NORESM1-M,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,CNRM-CM5,GFDL-CM3,CCSM4,MPI-ESM-LR
2036.0,44466780000.0,44422046000.0,46841946000.0,44795724000.0,44672960000.0,43938930000.0,45007254000.0,45074887000.0,41424957000.0,44242950000.0,44716080000.0
2037.0,44081086000.0,44082300000.0,46161633000.0,44216336000.0,44291203000.0,43567133000.0,45044425000.0,44926693000.0,40808395000.0,44015700000.0,45384920000.0
2038.0,43808657000.0,43731317000.0,45593547000.0,43877753000.0,44074447000.0,43579250000.0,44629140000.0,44560175000.0,39995220000.0,43699310000.0,44386850000.0
2039.0,43594682000.0,43394163000.0,45158720000.0,43522580000.0,43673543000.0,43176730000.0,44481004000.0,44175622000.0,39288810000.0,43359334000.0,44067550000.0
2040.0,43256040000.0,43069272000.0,45363626000.0,43185996000.0,44510440000.0,42809080000.0,44162384000.0,43813925000.0,38451850000.0,43419357000.0,43702280000.0
2041.0,42967765000.0,42783523000.0,44786356000.0,42732400000.0,43337052000.0,42406183000.0,43933168000.0,43582505000.0,37564363000.0,43112735000.0,43370440000.0
2042.0,42553274000.0,42528285000.0,44479080000.0,42284524000.0,43027410000.0,41849000000.0,43575747000.0,43234525000.0,36714080000.0,42531946000.0,43099947000.0
2043.0,42188964000.0,41997935000.0,44041670000.0,41792010000.0,42580360000.0,41233710000.0,43228710000.0,42801360000.0,35820376000.0,42179810000.0,43323490000.0
2044.0,41817903000.0,41968374000.0,43698160000.0,41493303000.0,42466173000.0,41009484000.0,42929267000.0,42526880000.0,34733863000.0,41764650000.0,42959438000.0
2045.0,41454810000.0,41538900000.0,44441547000.0,41164665000.0,41915520000.0,40622785000.0,42788254000.0,42226622000.0,33874788000.0,41432113000.0,42590680000.0
2046.0,41020800000.0,41097620000.0,43576263000.0,40631920000.0,41842680000.0,40040514000.0,42510410000.0,41927553000.0,32988537000.0,41187980000.0,42026975000.0
2047.0,41140756000.0,40666124000.0,44360110000.0,40476434000.0,41260274000.0,39591633000.0,42610970000.0,41684754000.0,31898480000.0,40851313000.0,41983865000.0
2048.0,40376353000.0,40294035000.0,43308683000.0,39864173000.0,40700498000.0,40577667000.0,42320100000.0,41409630000.0,30972166000.0,40566055000.0,43718365000.0
2049.0,40103223000.0,40056370000.0,42719400000.0,39425577000.0,40301400000.0,40201400000.0,41764380000.0,41153760000.0,29709980000.0,40201695000.0,41215480000.0
2050.0,39753230000.0,39638704000.0,42677140000.0,39155225000.0,39910846000.0,38843140000.0,41388390000.0,40822870000.0,28639824000.0,40055562000.0,40933753000.0
2051.0,39255626000.0,39627166000.0,42356503000.0,39765426000.0,39489920000.0,38749930000.0,41157243000.0,40443884000.0,27651076000.0,39778152000.0,40643314000.0
2052.0,38980720000.0,39009890000.0,42076197000.0,38479210000.0,39036707000.0,38514820000.0,40927724000.0,40107807000.0,26723103000.0,39448756000.0,40348800000.0
2053.0,38629216000.0,38802750000.0,41745870000.0,37927140000.0,38877245000.0,37972734000.0,40984977000.0,39816200000.0,25875000000.0,39149020000.0,39942377000.0
2054.0,38338070000.0,38248100000.0,41887000000.0,37502130000.0,38354194000.0,37461357000.0,40518676000.0,39758600000.0,24730524000.0,38785930000.0,39601115000.0
2055.0,38127186000.0,37879665000.0,41893750000.0,37107425000.0,37996360000.0,36977058000.0,40568610000.0,39238832000.0,23781569000.0,38471780000.0,39157182000.0
2056.0,37666540000.0,37572590000.0,41324765000.0,36748505000.0,37629514000.0,36585624000.0,40236120000.0,39009740000.0,22752868000.0,38357807000.0,38952990000.0
2057.0,37586380000.0,37542970000.0,41635380000.0,36296053000.0,37105676000.0,37116277000.0,39901725000.0,39220056000.0,22047044000.0,38644388000.0,38808520000.0
2058.0,37087842000.0,37085280000.0,41925600000.0,36148986000.0,37567260000.0,35942700000.0,40325250000.0,38393733000.0,21453130000.0,38594232000.0,38752650000.0
2059.0,36713330000.0,36664717000.0,41499374000.0,35825103000.0,36445032000.0,35466916000.0,39710368000.0,38125842000.0,20764244000.0,37659530000.0,38133666000.0
2060.0,36294636000.0,36508580000.0,41531204000.0,35585925000.0,36052423000.0,35249967000.0,39419335000.0,37803794000.0,20138525000.0,37511442000.0,38188760000.0
2061.0,36343517000.0,36103963000.0,41086063000.0,34774823000.0,35701260000.0,34838905000.0,39393830000.0,37459464000.0,19578931000.0,37179023000.0,37679292000.0
2062.0,36008632000.0,35674583000.0,40834077000.0,34470752000.0,35372155000.0,34413875000.0,39039275000.0,37196790000.0,18998573000.0,37170950000.0,38565777000.0
2063.0,35413303000.0,35433110000.0,40946115000.0,33827484000.0,35239485000.0,34144220000.0,38963520000.0,36922065000.0,18567850000.0,36773750000.0,38502590000.0
2064.0,35080847000.0,35269407000.0,41461770000.0,33350347000.0,36772946000.0,33673912000.0,39096443000.0,36675932000.0,18010104000.0,36646610000.0,37861310000.0
2065.0,35276886000.0,34900580000.0,40740626000.0,33163741000.0,35057220000.0,33384931000.0,38576194000.0,36374155000.0,17469923000.0,36717790000.0,37548120000.0
2066.0,34683335000.0,34575870000.0,40734300000.0,32689859000.0,34386820000.0,32966978000.0,38484920000.0,36164272000.0,17021295000.0,36904970000.0,38585192000.0
2067.0,34329680000.0,34276198000.0,41994210000.0,32361822000.0,34092556000.0,33037158000.0,38212792000.0,35826356000.0,16665643000.0,36214140000.0,37615858000.0
2068.0,34048393000.0,34022687000.0,40597220000.0,33423827000.0,33669069000.0,32510714000.0,37861140000.0,35480977000.0,16264776000.0,35965633000.0,37414597000.0
2069.0,33752259000.0,34107312000.0,40580870000.0,31861957000.0,33346535000.0,32169853000.0,37727097000.0,35144810000.0,15749769000.0,35638735000.0,38751900000.0
2070.0,33575238000.0,33680814000.0,40345720000.0,31449672000.0,33046317000.0,31829105000.0,37411717000.0,35103932000.0,15302973000.0,36387320000.0,36912386000.0
2071.0,33167997000.0,33337480000.0,40926507000.0,31261966000.0,33069371000.0,31465968000.0,37760130000.0,34559955000.0,14944733000.0,35381047000.0,36934950000.0
2072.0,33346626000.0,33157634000.0,40194863000.0,30898358000.0,32374570000.0,31243608000.0,37358584000.0,34765120000.0,14585206000.0,35048710000.0,37324743000.0
2073.0,33419358000.0,33187348000.0,41829910000.0,30633892000.0,32166076000.0,30880401000.0,37873730000.0,36024890000.0,14303155000.0,34867393000.0,39869430000.0
2074.0,33055367000.0,32710115000.0,42081542000.0,31301937000.0,31845925000.0,30543990000.0,37513458000.0,36111008000.0,13962613000.0,35138195000.0,39699014000.0
2075.0,32865253000.0,32680591000.0,41190050000.0,30205848000.0,31901151000.0,30374756000.0,36847518000.0,35316834000.0,13668874000.0,34927240000.0,39716745000.0
2076.0,32312455000.0,32205885000.0,40254173000.0,30406322000.0,31194038000.0,31963236000.0,37284130000.0,33889948000.0,13400032000.0,34882114000.0,37890384000.0
2077.0,32281020000.0,31956347000.0,39834520000.0,29972859000.0,31846970000.0,30636087000.0,36614926000.0,33528620000.0,13108910000.0,34277503000.0,37391024000.0
2078.0,32328760000.0,31630410000.0,39991554000.0,29611117000.0,31744494000.0,29946716000.0,39264047000.0,33416410000.0,12882731000.0,34359874000.0,37432136000.0
2079.0,31698692000.0,31481108000.0,40213996000.0,29767774000.0,30708496000.0,30097793000.0,39618896000.0,33200968000.0,12689604000.0,33954367000.0,37083197000.0
2080.0,31336708000.0,31087798000.0,39668765000.0,29363149000.0,30535014000.0,31117832000.0,37973440000.0,32864082000.0,12485266000.0,33642381000.0,36704810000.0
2081.0,31089842000.0,30914011000.0,39437955000.0,29438845000.0,30279946000.0,29847603000.0,36828266000.0,32665065000.0,12231760000.0,33501782000.0,37339920000.0
2082.0,31089017000.0,30852655000.0,39906394000.0,29017240000.0,30675149000.0,29117866000.0,37066744000.0,33134070000.0,12035884000.0,33568635000.0,39522390000.0
2083.0,30741561000.0,30863358000.0,39767380000.0,28655102000.0,30820825000.0,28825813000.0,37887460000.0,32392230000.0,11883299000.0,33725168000.0,37071954000.0
2084.0,31241781000.0,30403970000.0,39940583000.0,28537793000.0,30205377000.0,28490738000.0,37141144000.0,32516210000.0,11682658000.0,33197617000.0,36424675000.0
2085.0,30799491000.0,30085972000.0,39425552000.0,29736724000.0,29493246000.0,28084728000.0,36792037000.0,31957630000.0,11515427000.0,33041803000.0,36171616000.0
2086.0,30658339000.0,29917563000.0,39407813000.0,28618136000.0,29028714000.0,27851368000.0,36438733000.0,31789916000.0,11534348000.0,33841863000.0,36975450000.0
2087.0,30130530000.0,29696967000.0,39520120000.0,27847614000.0,28859984000.0,28281692000.0,36109130000.0,31658250000.0,11218350000.0,33771098000.0,38123160000.0
2088.0,30852923000.0,29416851000.0,39147794000.0,27882310000.0,30278349000.0,28317456000.0,37013398000.0,31590520000.0,11039408000.0,33956762000.0,38304310000.0
2089.0,32684265000.0,29323756000.0,39052800000.0,28953530000.0,28841980000.0,27634321000.0,36904387000.0,31330902000.0,10916632000.0,35516850000.0,40629228000.0
2090.0,31007152000.0,29050493000.0,38958166000.0,27404590000.0,28347318000.0,28473254000.0,36470530000.0,31195030000.0,10787544000.0,33511952000.0,37783920000.0
2091.0,30311903000.0,29076090000.0,39138040000.0,28359117000.0,28072910000.0,29545044000.0,36717294000.0,30951453000.0,10612320000.0,32786373000.0,36607480000.0
2092.0,30399422000.0,28697470000.0,39896383000.0,27316280000.0,27870456000.0,29704804000.0,37155787000.0,31579785000.0,10506214000.0,32662770000.0,36417343000.0
2093.0,29778973000.0,28477493000.0,40123360000.0,27600669000.0,27740555000.0,27421868000.0,36079530000.0,30826540000.0,10512264000.0,32789484000.0,39010775000.0
2094.0,29588496000.0,28302117000.0,39209430000.0,27478512000.0,27802972000.0,26935679000.0,37253706000.0,30839261000.0,10347316000.0,32861772000.0,36502010000.0
2095.0,29289939000.0,28320510000.0,39078625000.0,27105417000.0,27436093000.0,28711004000.0,37255500000.0,30618853000.0,10231507000.0,32862994000.0,36243788000.0
2096.0,29352196000.0,28032990000.0,39342416000.0,35676713000.0,28149082000.0,27971709000.0,37236175000.0,30546248000.0,10121585000.0,32458183000.0,36270137000.0
2097.0,28891906000.0,27921187000.0,40224408000.0,30738764000.0,27050410000.0,26778995000.0,36624070000.0,30422014000.0,10008718000.0,32541057000.0,37369960000.0
2098.0,31005900000.0,27803064000.0,39777067000.0,30035132000.0,28127584000.0,26619200000.0,36288197000.0,30840869000.0,9919378000.0,32777822000.0,36643080000.0
2099.0,29555022000.0,27688557000.0,40049504000.0,28157071000.0,27023462000.0,26633700000.0,36787560000.0,31412360000.0,9818595000.0,32331550000.0,38089000000.0
2100.0,29118904000.0,28083542000.0,39079790000.0,28220127000.0,27486730000.0,26165813000.0,36704338000.0,31417289000.0,9758862000.0,31867927000.0,36350693000.0
