time,IPSL-CM5A-LR,GISS-E2-R,MPI-ESM-LR,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,CANESM2,NORESM1-M,GFDL-ESM2G,CCSM4,CESM1-CAM5
2027.0,3416089200000.0,3472103800000.0,3425580000000.0,3366654300000.0,3426514000000.0,3456948500000.0,3428019600000.0,3476955900000.0,3418021700000.0,3411731800000.0,3364381300000.0
2028.0,3405073000000.0,3455401900000.0,3407215600000.0,3337754500000.0,3404267000000.0,3448004100000.0,3406895800000.0,3454361000000.0,3416554200000.0,3395310300000.0,3344566800000.0
2029.0,3377787000000.0,3435882600000.0,3379770200000.0,3314218200000.0,3375886200000.0,3445226500000.0,3388794700000.0,3445961800000.0,3405724300000.0,3380249400000.0,3322200700000.0
2030.0,3341230500000.0,3422195500000.0,3363488000000.0,3287658800000.0,3362120300000.0,3450537800000.0,3374751200000.0,3424312400000.0,3392837300000.0,3361505800000.0,3295335700000.0
2031.0,3311271700000.0,3405255300000.0,3362455600000.0,3244985400000.0,3346238300000.0,3453829500000.0,3363003200000.0,3404453400000.0,3372962300000.0,3351118000000.0,3271312000000.0
2032.0,3284318800000.0,3394130400000.0,3343836000000.0,3208865400000.0,3332395800000.0,3449389600000.0,3338153500000.0,3385838000000.0,3360418400000.0,3325437000000.0,3231512300000.0
2033.0,3246478300000.0,3387043000000.0,3321010800000.0,3186616200000.0,3314205600000.0,3434540700000.0,3309144600000.0,3365036600000.0,3347682000000.0,3311081000000.0,3202475000000.0
2034.0,3228258800000.0,3370969700000.0,3296164000000.0,3165043600000.0,3303573600000.0,3428906700000.0,3291671000000.0,3347642000000.0,3339785600000.0,3298348200000.0,3167201300000.0
2035.0,3207299600000.0,3363480500000.0,3291393600000.0,3138016500000.0,3283013000000.0,3414283800000.0,3276494000000.0,3325049200000.0,3329636200000.0,3270923500000.0,3141980400000.0
2036.0,3187823300000.0,3335937000000.0,3275148200000.0,3110613500000.0,3264755800000.0,3398798000000.0,3246460800000.0,3311389600000.0,3311918400000.0,3244368900000.0,3120614600000.0
2037.0,3158851200000.0,3319625400000.0,3254394000000.0,3082996700000.0,3257826000000.0,3388305800000.0,3220162200000.0,3289449800000.0,3304540600000.0,3228247500000.0,3099408700000.0
2038.0,3128679700000.0,3293685000000.0,3238428000000.0,3057968500000.0,3242763000000.0,3383190600000.0,3193260200000.0,3266723700000.0,3301028100000.0,3210583200000.0,3078801900000.0
2039.0,3104307700000.0,3267100000000.0,3215316200000.0,3032980400000.0,3218612700000.0,3368445300000.0,3168550300000.0,3240208600000.0,3290335800000.0,3188289700000.0,3044528600000.0
2040.0,3066099000000.0,3248398500000.0,3199074800000.0,3001937000000.0,3203427200000.0,3351266000000.0,3144877300000.0,3216454000000.0,3270799000000.0,3169331000000.0,3023686300000.0
2041.0,3025697200000.0,3214590600000.0,3176391200000.0,2982213000000.0,3178694000000.0,3353145000000.0,3121895700000.0,3193360400000.0,3268114600000.0,3141643000000.0,3002559600000.0
2042.0,2993525600000.0,3198323500000.0,3151388200000.0,2956221200000.0,3156170000000.0,3341710500000.0,3107819600000.0,3178144500000.0,3255156300000.0,3114637700000.0,2976634000000.0
2043.0,2963254500000.0,3182234700000.0,3131937700000.0,2924649600000.0,3149357000000.0,3344657300000.0,3089816600000.0,3142074200000.0,3240096700000.0,3083115200000.0,2946921000000.0
2044.0,2931795200000.0,3173765000000.0,3119788900000.0,2897036200000.0,3137330000000.0,3319199700000.0,3080357400000.0,3114468400000.0,3216538600000.0,3055077800000.0,2918735000000.0
2045.0,2900581400000.0,3150052000000.0,3099786200000.0,2882269000000.0,3113101800000.0,3297875000000.0,3050843000000.0,3087086400000.0,3200094600000.0,3027891000000.0,2871157000000.0
2046.0,2855014500000.0,3123041500000.0,3069976800000.0,2852033700000.0,3090128000000.0,3286603400000.0,3039596600000.0,3056337000000.0,3182251700000.0,3011169700000.0,2838720200000.0
2047.0,2821601000000.0,3099634700000.0,3036511700000.0,2831212300000.0,3077806800000.0,3276795500000.0,3002604200000.0,3041788000000.0,3166793600000.0,2986870300000.0,2816923000000.0
2048.0,2786997000000.0,3075816600000.0,3018521800000.0,2812436500000.0,3049916000000.0,3261399300000.0,2982907000000.0,3027456200000.0,3146693000000.0,2959619700000.0,2776472200000.0
2049.0,2750640300000.0,3054985000000.0,3001750400000.0,2796676000000.0,3027236300000.0,3256693300000.0,2952029800000.0,3007502600000.0,3119146300000.0,2930912300000.0,2749106700000.0
2050.0,2714167400000.0,3028854000000.0,2979222800000.0,2784107700000.0,3001896100000.0,3269497200000.0,2924254900000.0,2978758300000.0,3104579800000.0,2910425200000.0,2732278000000.0
2051.0,2687137700000.0,3012960200000.0,2962666000000.0,2763853700000.0,2982459500000.0,3283176700000.0,2896040300000.0,2956484400000.0,3091613400000.0,2876179500000.0,2699124500000.0
2052.0,2656295000000.0,2984805400000.0,2929565600000.0,2740444500000.0,2967950600000.0,3276233800000.0,2845910000000.0,2930557000000.0,3063927500000.0,2833212000000.0,2661653200000.0
2053.0,2628040800000.0,2970682400000.0,2904001000000.0,2727838000000.0,2959643000000.0,3272236600000.0,2814168500000.0,2903855000000.0,3052084100000.0,2802272700000.0,2624723600000.0
2054.0,2594559500000.0,2947793600000.0,2882315500000.0,2699156000000.0,2955845300000.0,3276421500000.0,2782582000000.0,2886791600000.0,3022503800000.0,2779630300000.0,2587940600000.0
2055.0,2565073800000.0,2926704900000.0,2866953600000.0,2667458000000.0,2930519000000.0,3280249600000.0,2751365400000.0,2867266600000.0,2999883400000.0,2751013800000.0,2556614000000.0
2056.0,2531682400000.0,2909797600000.0,2844681600000.0,2634381300000.0,2915851000000.0,3280884000000.0,2728173200000.0,2854312700000.0,2977142700000.0,2727758000000.0,2515728300000.0
2057.0,2504829000000.0,2903770000000.0,2820258400000.0,2610025500000.0,2896135000000.0,3264711500000.0,2703600400000.0,2838545000000.0,2953729300000.0,2705154000000.0,2485708400000.0
2058.0,2467557800000.0,2896378700000.0,2807070500000.0,2583264200000.0,2876582700000.0,3245150800000.0,2670114000000.0,2817933200000.0,2938844200000.0,2685538700000.0,2462599300000.0
2059.0,2433439200000.0,2884144700000.0,2787120300000.0,2564156800000.0,2850578000000.0,3232059400000.0,2644560600000.0,2799424800000.0,2925312900000.0,2660917600000.0,2438212000000.0
2060.0,2407703000000.0,2870179000000.0,2770691400000.0,2540082300000.0,2837308200000.0,3222993600000.0,2611481700000.0,2789474800000.0,2907605000000.0,2638407300000.0,2411115600000.0
2061.0,2380784500000.0,2849514200000.0,2754964600000.0,2524195600000.0,2827256000000.0,3209009600000.0,2595527600000.0,2771613400000.0,2898021800000.0,2610662000000.0,2385088600000.0
2062.0,2343121700000.0,2836113700000.0,2741058700000.0,2491216000000.0,2816734000000.0,3215441500000.0,2562735700000.0,2748645400000.0,2897291000000.0,2591105500000.0,2358534500000.0
2063.0,2314892500000.0,2821697300000.0,2734058400000.0,2467974000000.0,2795091800000.0,3209761700000.0,2533411300000.0,2736508400000.0,2868251700000.0,2562456800000.0,2337099700000.0
2064.0,2280301300000.0,2807343000000.0,2712858800000.0,2439240700000.0,2783106300000.0,3219205700000.0,2512046000000.0,2725928800000.0,2854737700000.0,2538187800000.0,2312342600000.0
2065.0,2255441400000.0,2797715800000.0,2699647800000.0,2411805800000.0,2770392800000.0,3207906200000.0,2480717000000.0,2714087500000.0,2829451000000.0,2517847200000.0,2288709500000.0
2066.0,2215152000000.0,2783550400000.0,2692659000000.0,2377109200000.0,2759687100000.0,3195247000000.0,2444736300000.0,2693806200000.0,2810589500000.0,2491467400000.0,2269147300000.0
2067.0,2178224800000.0,2776851800000.0,2681218300000.0,2347146100000.0,2755563000000.0,3195204500000.0,2420093200000.0,2673628400000.0,2794571400000.0,2473171400000.0,2253864800000.0
2068.0,2149188000000.0,2766371300000.0,2652875300000.0,2317477500000.0,2736052500000.0,3196521300000.0,2399083700000.0,2652359000000.0,2784808700000.0,2446123900000.0,2235494600000.0
2069.0,2122704700000.0,2756455400000.0,2631566600000.0,2300192500000.0,2728720900000.0,3177393000000.0,2377515500000.0,2640481000000.0,2771308000000.0,2422923300000.0,2220626000000.0
2070.0,2092210500000.0,2742877400000.0,2608940200000.0,2278848000000.0,2710558200000.0,3178420800000.0,2354338600000.0,2617728600000.0,2763807800000.0,2397125500000.0,2197806800000.0
2071.0,2061805000000.0,2729363000000.0,2585903800000.0,2246985000000.0,2702627000000.0,3184199700000.0,2337550400000.0,2598532500000.0,2761423000000.0,2367289800000.0,2166915000000.0
2072.0,2029711400000.0,2720700300000.0,2565301300000.0,2220038300000.0,2685989600000.0,3198446200000.0,2319302800000.0,2585064600000.0,2755136000000.0,2343514400000.0,2148754100000.0
2073.0,2008085000000.0,2716263500000.0,2544771000000.0,2201337200000.0,2659946300000.0,3215380400000.0,2297142000000.0,2559249500000.0,2739355000000.0,2320067200000.0,2130847600000.0
2074.0,1983107000000.0,2709106000000.0,2529994000000.0,2179524300000.0,2644659400000.0,3234487900000.0,2288744100000.0,2544213000000.0,2725471300000.0,2295441000000.0,2120971200000.0
2075.0,1958737000000.0,2695809700000.0,2518023400000.0,2160077400000.0,2623662200000.0,3249089300000.0,2270720000000.0,2518985700000.0,2708871600000.0,2271669400000.0,2095120900000.0
2076.0,1932074200000.0,2693468800000.0,2501243000000.0,2140907100000.0,2600264300000.0,3255865200000.0,2259528200000.0,2491980200000.0,2696724600000.0,2248093500000.0,2079130100000.0
2077.0,1915407200000.0,2681751500000.0,2486772400000.0,2112671700000.0,2574085300000.0,3254530000000.0,2241475000000.0,2476233700000.0,2685210700000.0,2234499200000.0,2055572400000.0
2078.0,1902845600000.0,2676550300000.0,2472031300000.0,2097426900000.0,2555726300000.0,3255577600000.0,2218903500000.0,2458577300000.0,2682856400000.0,2222317000000.0,2037572700000.0
2079.0,1879320400000.0,2671250200000.0,2450259400000.0,2075384200000.0,2541014500000.0,3246858200000.0,2195027700000.0,2441340500000.0,2667320000000.0,2203728700000.0,2016529200000.0
2080.0,1860389700000.0,2664745400000.0,2430756700000.0,2041982700000.0,2513359900000.0,3243154900000.0,2182192000000.0,2419037300000.0,2660231000000.0,2189590500000.0,1988905700000.0
2081.0,1841333000000.0,2665290000000.0,2419061000000.0,2007426500000.0,2495307000000.0,3247907500000.0,2166543200000.0,2405474800000.0,2650494700000.0,2175656100000.0,1965564800000.0
2082.0,1824165600000.0,2655742600000.0,2412205800000.0,1980602100000.0,2484320900000.0,3256567200000.0,2142075900000.0,2385932700000.0,2640943800000.0,2153107300000.0,1941933400000.0
2083.0,1800497400000.0,2646088000000.0,2402049300000.0,1957071600000.0,2473030600000.0,3255265100000.0,2117085300000.0,2370424800000.0,2633216800000.0,2132018700000.0,1914772300000.0
2084.0,1779773000000.0,2631964000000.0,2386746700000.0,1930638700000.0,2451070300000.0,3247551500000.0,2109845800000.0,2356257200000.0,2617850700000.0,2101418000000.0,1896400000000.0
2085.0,1767678500000.0,2630104600000.0,2373860500000.0,1915710000000.0,2437947300000.0,3247517500000.0,2095271900000.0,2336792800000.0,2613764000000.0,2082195600000.0,1883596100000.0
2086.0,1747791900000.0,2624782300000.0,2359856500000.0,1897624600000.0,2421303500000.0,3252757500000.0,2071296500000.0,2319377000000.0,2601411100000.0,2065957100000.0,1867728400000.0
2087.0,1727053600000.0,2620513000000.0,2350902400000.0,1871088300000.0,2409408800000.0,3247134000000.0,2055680600000.0,2304291600000.0,2589073600000.0,2056672100000.0,1848373100000.0
2088.0,1700084600000.0,2622764400000.0,2332427600000.0,1853670700000.0,2397114000000.0,3254570500000.0,2028237100000.0,2291818600000.0,2582215700000.0,2039225400000.0,1832946000000.0
2089.0,1685645800000.0,2613743000000.0,2324070700000.0,1832751200000.0,2374891700000.0,3236325500000.0,2000843000000.0,2275292500000.0,2572996300000.0,2019163900000.0,1824544800000.0
2090.0,1666520400000.0,2609360000000.0,2309775000000.0,1814677200000.0,2359326000000.0,3236146400000.0,1975078600000.0,2257693000000.0,2564911300000.0,1993104200000.0,1813398300000.0
2091.0,1639417100000.0,2612958900000.0,2290490000000.0,1798927700000.0,2342305100000.0,3229840800000.0,1960246000000.0,2231234500000.0,2544454300000.0,1967009400000.0,1790482700000.0
2092.0,1615583900000.0,2607817000000.0,2278469700000.0,1773600400000.0,2321928000000.0,3220854300000.0,1933093100000.0,2212690000000.0,2536073300000.0,1955530700000.0,1771769400000.0
2093.0,1594924200000.0,2602345700000.0,2267365000000.0,1749062800000.0,2308229300000.0,3213343300000.0,1921366100000.0,2195424700000.0,2530465300000.0,1940028400000.0,1756545000000.0
2094.0,1570980000000.0,2593978300000.0,2251817500000.0,1730756600000.0,2293434000000.0,3204761800000.0,1896018500000.0,2182497700000.0,2525440000000.0,1927848500000.0,1733635500000.0
2095.0,1555536800000.0,2582781600000.0,2236802700000.0,1705382200000.0,2285731800000.0,3196387300000.0,1873566000000.0,2166380700000.0,2517534500000.0,1904154800000.0,1714160000000.0
2096.0,1546000800000.0,2561331700000.0,2229492000000.0,1688329900000.0,2270464300000.0,3184941000000.0,1842770500000.0,2152931000000.0,2507045600000.0,1887523000000.0,1701285500000.0
2097.0,1530212600000.0,2550039600000.0,2217553000000.0,1660067900000.0,2258001200000.0,3197542900000.0,1823320200000.0,2137453900000.0,2503912200000.0,1872149200000.0,1681782900000.0
2098.0,1508307000000.0,2530568300000.0,2204877000000.0,1649437400000.0,2243623400000.0,3205378300000.0,1810204900000.0,2120406900000.0,2498345800000.0,1863550100000.0,1664786000000.0
2099.0,1486816400000.0,2519072200000.0,2191738300000.0,1632578300000.0,2236965000000.0,3209063300000.0,1790074600000.0,2098672300000.0,2495047000000.0,1848462000000.0,1643598300000.0
2100.0,1469392000000.0,2508192700000.0,2183976300000.0,1611721000000.0,2225226000000.0,3225495500000.0,1775092900000.0,2085075700000.0,2476797300000.0,1833297200000.0,1628085800000.0
