time,GFDL-ESM4,MPI-ESM1-2-HR,NORESM2-MM,CANESM5,BCC-CSM2-MR,IPSL-CM6A-LR,FGOALS-F3-L,ACCESS-CM2,CESM2,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,EC-EARTH3,CESM2-WACCM,CAMS-CSM1-0,INM-CM5-0,INM-CM4-8
2010.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0,10079232000.0
2011.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0,10073507000.0
2012.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0,10074919000.0
2013.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0,10072101000.0
2014.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0,10068347000.0
2015.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0
2016.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0
2017.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0
2018.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0
2019.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0
2020.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0
2021.0,10039774000.0,10040281000.0,10049298000.0,10035287000.0,10038847000.0,10040941000.0,10040300000.0,10038039000.0,10037553000.0,10041009000.0,10037127000.0,10052239000.0,10037753000.0,10040458000.0,10037754000.0,10040910000.0,10038554000.0
2022.0,10032932000.0,10031492000.0,10038288000.0,10023408000.0,10034796000.0,10036743000.0,10034788000.0,10028935000.0,10030480000.0,10034830000.0,10026902000.0,10039838000.0,10029660000.0,10034214000.0,10030644000.0,10035305000.0,10033162000.0
2023.0,10029036000.0,10028321000.0,10036551000.0,10012173000.0,10030729000.0,10033676000.0,10027949000.0,10023854000.0,10029806000.0,10027978000.0,10018261000.0,10035537000.0,10021378000.0,10028871000.0,10022747000.0,10031005000.0,10031613000.0
2024.0,10025361000.0,10023098000.0,10032577000.0,10000929000.0,10026740000.0,10031096000.0,10023325000.0,10017248000.0,10021557000.0,10022019000.0,10013537000.0,10028515000.0,10009526000.0,10021034000.0,10014175000.0,10021735000.0,10029245000.0
2025.0,10022683000.0,10016624000.0,10028212000.0,9987915000.0,10022445000.0,10025170000.0,10019336000.0,10012625000.0,10015913000.0,10013800000.0,10002293000.0,10024181000.0,9999910000.0,10014348000.0,10003176000.0,10009808000.0,10026100000.0
2026.0,10017442000.0,10008308000.0,10022668000.0,9978008000.0,10016177000.0,10021008000.0,10012709000.0,10008769000.0,10012430000.0,10007369000.0,9990331000.0,10017151000.0,9986382000.0,10005404000.0,9986588000.0,10001659000.0,10021916000.0
2027.0,10012177000.0,9996274000.0,10019127000.0,9959184000.0,10008324000.0,10017057000.0,10006938000.0,10003285000.0,10003325000.0,9998438000.0,9972697000.0,10012580000.0,9969016000.0,9995621000.0,9964275000.0,9982233000.0,10016988000.0
2028.0,9994124000.0,9979673000.0,10008994000.0,9932945000.0,9998440000.0,10003333000.0,9988036000.0,9989160000.0,10000431000.0,9981554000.0,9960481000.0,10011833000.0,9957025000.0,9982330000.0,9951802000.0,9968390000.0,10001580000.0
2029.0,9984799000.0,9972134000.0,9999263000.0,9908006000.0,9986358000.0,9998842000.0,9975030000.0,9983811000.0,9988400000.0,9973106000.0,9936111000.0,9997468000.0,9925045000.0,9976036000.0,9913659000.0,9944117000.0,9998340000.0
2030.0,9967117000.0,9949134000.0,9984771000.0,9885245000.0,9965646000.0,9981233000.0,9960830000.0,9961121000.0,9969169000.0,9951732000.0,9918601000.0,9994249000.0,9900746000.0,9956054000.0,9890280000.0,9919625000.0,9983683000.0
2031.0,9957391000.0,9933506000.0,9970214000.0,9846399000.0,9950336000.0,9974947000.0,9943656000.0,9942941000.0,9956322000.0,9937072000.0,9899239000.0,9973121000.0,9877577000.0,9942335000.0,9861621000.0,9903964000.0,9983946000.0
2032.0,9948400000.0,9926950000.0,9957524000.0,9811580000.0,9936045000.0,9957724000.0,9937785000.0,9929503000.0,9946470000.0,9925445000.0,9871683000.0,9972732000.0,9837017000.0,9928223000.0,9822015000.0,9867068000.0,9964461000.0
2033.0,9938988000.0,9907781000.0,9953718000.0,9767937000.0,9928178000.0,9944902000.0,9914624000.0,9920360000.0,9939294000.0,9909658000.0,9839932000.0,9959030000.0,9803467000.0,9908471000.0,9799736000.0,9840198000.0,9963482000.0
2034.0,9922739000.0,9889682000.0,9943625000.0,9728324000.0,9899998000.0,9927041000.0,9902516000.0,9897581000.0,9915661000.0,9884248000.0,9825862000.0,9954662000.0,9752908000.0,9899981000.0,9762567000.0,9808754000.0,9956366000.0
2035.0,9908012000.0,9865154000.0,9922466000.0,9684446000.0,9888212000.0,9913789000.0,9894612000.0,9886672000.0,9904422000.0,9874224000.0,9784982000.0,9950944000.0,9722339000.0,9886461000.0,9736748000.0,9785894000.0,9945164000.0
2036.0,9900798000.0,9843140000.0,9919531000.0,9634609000.0,9872505000.0,9898438000.0,9873829000.0,9872290000.0,9892590000.0,9849582000.0,9754706000.0,9935671000.0,9680287000.0,9869949000.0,9704339000.0,9743347000.0,9933831000.0
2037.0,9887982000.0,9823384000.0,9912814000.0,9571479000.0,9850670000.0,9876516000.0,9857521000.0,9853801000.0,9876611000.0,9820680000.0,9712162000.0,9926878000.0,9628176000.0,9843393000.0,9671429000.0,9709134000.0,9919659000.0
2038.0,9869763000.0,9793866000.0,9886455000.0,9481035000.0,9829999000.0,9858437000.0,9830007000.0,9833971000.0,9855876000.0,9800253000.0,9678516000.0,9925004000.0,9578469000.0,9814462000.0,9629046000.0,9675355000.0,9910286000.0
2039.0,9848458000.0,9758301000.0,9870126000.0,9404036000.0,9807345000.0,9834882000.0,9810818000.0,9813939000.0,9830832000.0,9775598000.0,9634929000.0,9927110000.0,9535591000.0,9790577000.0,9587132000.0,9625627000.0,9887917000.0
2040.0,9818426000.0,9733059000.0,9859213000.0,9303207000.0,9780622000.0,9807114000.0,9780314000.0,9779529000.0,9811793000.0,9755553000.0,9608115000.0,9903394000.0,9478899000.0,9758506000.0,9543058000.0,9575230000.0,9876807000.0
2041.0,9799238000.0,9713665000.0,9834776000.0,9222602000.0,9754937000.0,9778137000.0,9756370000.0,9733711000.0,9778568000.0,9706547000.0,9546485000.0,9893293000.0,9392578000.0,9717189000.0,9499585000.0,9555325000.0,9851936000.0
2042.0,9778710000.0,9696469000.0,9813093000.0,9129515000.0,9720591000.0,9762186000.0,9726089000.0,9704014000.0,9761360000.0,9671134000.0,9507010000.0,9867503000.0,9335917000.0,9687249000.0,9444776000.0,9522854000.0,9835944000.0
2043.0,9766001000.0,9675182000.0,9795664000.0,9040243000.0,9688910000.0,9746771000.0,9702907000.0,9666937000.0,9746055000.0,9642226000.0,9446020000.0,9852026000.0,9238132000.0,9670638000.0,9380605000.0,9461533000.0,9809360000.0
2044.0,9748232000.0,9649170000.0,9781449000.0,8894071000.0,9659307000.0,9733350000.0,9679908000.0,9635351000.0,9722357000.0,9621669000.0,9411655000.0,9832443000.0,9174692000.0,9640659000.0,9324338000.0,9429082000.0,9783146000.0
2045.0,9735778000.0,9628344000.0,9763268000.0,8750418000.0,9648707000.0,9714403000.0,9665001000.0,9605884000.0,9712185000.0,9595831000.0,9341581000.0,9814873000.0,9106729000.0,9614139000.0,9266299000.0,9370544000.0,9767547000.0
2046.0,9715645000.0,9602995000.0,9744836000.0,8631169000.0,9622922000.0,9699141000.0,9657313000.0,9557023000.0,9686416000.0,9551875000.0,9266344000.0,9803102000.0,9045670000.0,9579400000.0,9199759000.0,9294603000.0,9738406000.0
2047.0,9695440000.0,9567378000.0,9729792000.0,8499049500.0,9593027000.0,9676293000.0,9623455000.0,9523258000.0,9672952000.0,9502969000.0,9201193000.0,9788848000.0,8948643000.0,9533484000.0,9080668000.0,9194607000.0,9728265000.0
2048.0,9688878000.0,9502325000.0,9717517000.0,8384621600.0,9552415000.0,9641110000.0,9581696000.0,9432908000.0,9654937000.0,9466956000.0,9128140000.0,9775004000.0,8819046000.0,9492584000.0,9039186000.0,9132029000.0,9711496000.0
2049.0,9672112000.0,9484029000.0,9705012000.0,8253717000.0,9484387000.0,9605628000.0,9550686000.0,9379678000.0,9631688000.0,9420571000.0,9092056000.0,9767991000.0,8722352000.0,9449659000.0,8980163000.0,9051400000.0,9690306000.0
2050.0,9660335000.0,9440560000.0,9680886000.0,8140023000.0,9442730000.0,9583680000.0,9527792000.0,9306135000.0,9615627000.0,9382004000.0,8989677000.0,9762541000.0,8609577000.0,9410051000.0,8910364000.0,8960790000.0,9666653000.0
2051.0,9640930000.0,9393201000.0,9660347000.0,8024333300.0,9379949000.0,9524479000.0,9474765000.0,9240052000.0,9589959000.0,9335655000.0,8907798000.0,9753806000.0,8524269000.0,9365422000.0,8842321000.0,8887656000.0,9638457000.0
2052.0,9619714000.0,9343990000.0,9632215000.0,7947570700.0,9304218000.0,9505044000.0,9448129000.0,9160788000.0,9561688000.0,9274098000.0,8857260000.0,9750155000.0,8449737000.0,9313596000.0,8789017000.0,8831100000.0,9614797000.0
2053.0,9600992000.0,9309233000.0,9612075000.0,7839399000.0,9253703000.0,9465112000.0,9406677000.0,9103094000.0,9532827000.0,9210039000.0,8776523000.0,9733774000.0,8371494000.0,9279661000.0,8704843000.0,8724297000.0,9589691000.0
2054.0,9564528000.0,9265223000.0,9584315000.0,7720424000.0,9196202000.0,9422247000.0,9337495000.0,9030230000.0,9494869000.0,9156295000.0,8701317000.0,9723015000.0,8279056400.0,9244926000.0,8640403000.0,8686138000.0,9551432000.0
2055.0,9529931000.0,9236084000.0,9550468000.0,7610743300.0,9121913000.0,9371972000.0,9269075000.0,8981874000.0,9458177000.0,9113660000.0,8665311000.0,9715901000.0,8232141300.0,9209828000.0,8596966000.0,8604360000.0,9509003000.0
2056.0,9517470000.0,9196746000.0,9524045000.0,7505603600.0,9052781000.0,9334273000.0,9227753000.0,8898732000.0,9439591000.0,9057416000.0,8603658000.0,9717337000.0,8169488400.0,9171210000.0,8516679700.0,8533704700.0,9475985000.0
2057.0,9491429000.0,9141937000.0,9494573000.0,7379912000.0,8978739000.0,9292842000.0,9197489000.0,8806779000.0,9414032000.0,8943983000.0,8525455400.0,9763719000.0,8106665000.0,9134766000.0,8482868700.0,8459767300.0,9420389000.0
2058.0,9477008000.0,9107098000.0,9453036000.0,7272417300.0,8895054000.0,9262844000.0,9152620000.0,8724874000.0,9392036000.0,8891510000.0,8486993000.0,9758475000.0,8039060500.0,9086153000.0,8438733000.0,8421582000.0,9402393000.0
2059.0,9442028000.0,9082772000.0,9432242000.0,7090440700.0,8840223000.0,9205119000.0,9060229000.0,8666959000.0,9362160000.0,8832079000.0,8430619600.0,9728104000.0,7974271000.0,9045195000.0,8384762000.0,8359863300.0,9343597000.0
2060.0,9414630000.0,9029481000.0,9372487000.0,6946470400.0,8754599000.0,9170417000.0,9003814000.0,8590504000.0,9313145000.0,8759693000.0,8409621000.0,9712303000.0,7916690000.0,9013546000.0,8331534000.0,8306513400.0,9316358000.0
2061.0,9372807000.0,8983373000.0,9334673000.0,6815300600.0,8692381000.0,9131320000.0,8947334000.0,8522955000.0,9279576000.0,8658773000.0,8344566300.0,9693149000.0,7851272700.0,8982350000.0,8302441500.0,8244226600.0,9244653000.0
2062.0,9345722000.0,8928072000.0,9308616000.0,6692788000.0,8623618000.0,9050008000.0,8876069000.0,8453479400.0,9264677000.0,8640461000.0,8298732500.0,9718153000.0,7790503400.0,8914557000.0,8249222700.0,8186352000.0,9209192000.0
2063.0,9317565000.0,8881885000.0,9266232000.0,6574761000.0,8581926400.0,8999139000.0,8819745000.0,8399345000.0,9236819000.0,8571152000.0,8265315300.0,9709948000.0,7718049000.0,8896573000.0,8171944400.0,8127763000.0,9147133000.0
2064.0,9282528000.0,8831429000.0,9238614000.0,6425792000.0,8514127000.0,8943003000.0,8747704000.0,8305992700.0,9210789000.0,8503330300.0,8240047000.0,9735246000.0,7633150000.0,8867367000.0,8132920000.0,8091093500.0,9075639000.0
2065.0,9248325000.0,8786603000.0,9181231000.0,6306533400.0,8475202000.0,8905178000.0,8702876000.0,8228541400.0,9189594000.0,8455612400.0,8206487600.0,9714913000.0,7572119000.0,8830996000.0,8068001300.0,8028476400.0,8987186000.0
2066.0,9225083000.0,8743186000.0,9133165000.0,6189015600.0,8439450000.0,8859446000.0,8614100000.0,8182454000.0,9176045000.0,8400790000.0,8167354400.0,9707960000.0,7496168400.0,8789884000.0,8024299000.0,7989874000.0,8960652000.0
2067.0,9175457000.0,8694278000.0,9069796000.0,6033865000.0,8408169000.0,8774456000.0,8581052400.0,8104685000.0,9162980000.0,8388626400.0,8136527400.0,9692350000.0,7422172700.0,8741128000.0,7974412300.0,7924585000.0,8895981000.0
2068.0,9135139000.0,8658311000.0,9049407000.0,5939427300.0,8348498400.0,8719919000.0,8550864400.0,8039848000.0,9122290000.0,8313054000.0,8072940500.0,9660425000.0,7358764500.0,8702864000.0,7910607000.0,7850155500.0,8845738000.0
2069.0,9093442000.0,8634361000.0,9012535000.0,5827405000.0,8326186000.0,8699394000.0,8526656500.0,7979411000.0,9147496000.0,8263449000.0,8012267000.0,9637557000.0,7299576000.0,8696575000.0,7877369300.0,7788854300.0,8765170000.0
2070.0,9050442000.0,8605370000.0,8968758000.0,5737891300.0,8268635000.0,8655032000.0,8495283000.0,7931498500.0,9085309000.0,8243458000.0,7953502700.0,9617377000.0,7219120600.0,8695087000.0,7789454300.0,7701011000.0,8754803000.0
2071.0,9032113000.0,8573486000.0,8914254000.0,5649031000.0,8203133400.0,8616961000.0,8466477000.0,7866689000.0,9029489000.0,8189351000.0,7932939300.0,9594871000.0,7168072000.0,8685358000.0,7727608000.0,7672411600.0,8693137000.0
2072.0,9005861000.0,8537670700.0,8882302000.0,5523880400.0,8142871600.0,8557236000.0,8431233500.0,7797586400.0,9017598000.0,8172186600.0,7897419000.0,9544587000.0,7114606000.0,8642265000.0,7673582000.0,7622816000.0,8659814000.0
2073.0,8973393000.0,8498495500.0,8841799000.0,5449960400.0,8109395500.0,8520500000.0,8376723000.0,7740185600.0,8992892000.0,8115239400.0,7867047400.0,9516697000.0,7047040000.0,8642218000.0,7602447400.0,7564855300.0,8638429000.0
2074.0,8963251000.0,8471034400.0,8833170000.0,5336906000.0,8061181000.0,8510020000.0,8331178000.0,7699363000.0,8971790000.0,8059524000.0,7812268000.0,9512897000.0,6971037000.0,8598990000.0,7552881700.0,7514442000.0,8569206300.0
2075.0,8921557000.0,8441505000.0,8793764000.0,5275908600.0,7994457600.0,8477568500.0,8303707000.0,7660345300.0,8973222000.0,7999304000.0,7767072300.0,9484553000.0,6899457500.0,8580865000.0,7502844000.0,7459569000.0,8526988000.0
2076.0,8864544000.0,8406291000.0,8757502000.0,5159946000.0,7934870000.0,8421355000.0,8267184600.0,7602519600.0,8933042000.0,7959716400.0,7735869000.0,9472835000.0,6843817000.0,8565599700.0,7464464400.0,7409070000.0,8463818000.0
2077.0,8836071000.0,8390470000.0,8737696000.0,5092265500.0,7848297500.0,8380244500.0,8245969000.0,7536828400.0,8907513000.0,7911030000.0,7717044000.0,9449396000.0,6738153000.0,8567370000.0,7416126500.0,7353745400.0,8434913000.0
2078.0,8814280000.0,8373525500.0,8745857000.0,4956299000.0,7802559000.0,8311521300.0,8207580700.0,7487964000.0,8901828000.0,7860647000.0,7697573000.0,9406190000.0,6691250700.0,8532367400.0,7368477000.0,7328028700.0,8364697000.0
2079.0,8805892000.0,8332214300.0,8711878000.0,4863901000.0,7756553000.0,8287603700.0,8156388000.0,7402051000.0,8906690000.0,7797694500.0,7655654400.0,9381415000.0,6621454000.0,8545959400.0,7335877000.0,7258513400.0,8330291000.0
2080.0,8793169000.0,8280823000.0,8691956000.0,4746757600.0,7710332000.0,8242100000.0,8123819000.0,7348079000.0,8920451000.0,7765612000.0,7651325400.0,9377854000.0,6570342000.0,8519437000.0,7306709000.0,7222674400.0,8277580000.0
2081.0,8780982000.0,8245004000.0,8675401000.0,4638523400.0,7657372700.0,8215800000.0,8098663400.0,7311515000.0,8849149000.0,7688731000.0,7592649000.0,9350516000.0,6503384600.0,8517589000.0,7235622000.0,7188396500.0,8246604000.0
2082.0,8739085000.0,8214873000.0,8635152000.0,4566544000.0,7603112400.0,8148384300.0,8055046700.0,7277738000.0,8830345000.0,7614300700.0,7593365000.0,9313026000.0,6460186600.0,8639762000.0,7190656000.0,7120749600.0,8171994600.0
2083.0,8705269000.0,8173792000.0,8609464000.0,4464506400.0,7545071000.0,8112500700.0,8010601500.0,7187633700.0,8795469000.0,7580184600.0,7563171000.0,9272765000.0,6393259500.0,8521284600.0,7153949700.0,7075995600.0,8139213300.0
2084.0,8704996000.0,8148094500.0,8595447000.0,4369819000.0,7509464600.0,8077458000.0,7964559000.0,7135794000.0,8806750000.0,7530025500.0,7534419500.0,9270275000.0,6314957000.0,8461498000.0,7119397400.0,7043227000.0,8125222400.0
2085.0,8699822000.0,8116035600.0,8596410000.0,4277645000.0,7467843600.0,8015432700.0,7900338700.0,7085607000.0,8812450000.0,7466663000.0,7519821000.0,9248427000.0,6295564000.0,8449181000.0,7045592600.0,7027310000.0,8056785000.0
2086.0,8674591000.0,8092687000.0,8572863500.0,4208327200.0,7417415700.0,7987307000.0,7837044000.0,7039319600.0,8828153000.0,7414838000.0,7562854400.0,9233085000.0,6272557600.0,8442822700.0,6991654400.0,6978006500.0,7980110300.0
2087.0,8635607000.0,8067227000.0,8557535000.0,4138256400.0,7394620000.0,7963717000.0,7780011500.0,6979188700.0,8768770000.0,7385134000.0,7497188400.0,9224651000.0,6231956500.0,8432450000.0,6939257300.0,6937159700.0,7943194600.0
2088.0,8622573000.0,8039866000.0,8536778000.0,4035665200.0,7364572000.0,7911230500.0,7758657000.0,6876573000.0,8760757000.0,7334799400.0,7444826600.0,9201973000.0,6167072300.0,8442162000.0,6903178000.0,6888245000.0,7914010000.0
2089.0,8609954000.0,8003490300.0,8554312700.0,3963739000.0,7309054500.0,7894536000.0,7718002000.0,6844016000.0,8766172000.0,7273961000.0,7435344000.0,9185960000.0,6110382000.0,8465961500.0,6862257700.0,6843847000.0,7871379000.0
2090.0,8587501600.0,7963165000.0,8513896400.0,3904801800.0,7273688000.0,7852848000.0,7673046500.0,6785245000.0,8778608000.0,7212798500.0,7418401300.0,9179932000.0,6068116000.0,8438387700.0,6818876400.0,6835951600.0,7817750500.0
2091.0,8537435600.0,7958449700.0,8487024000.0,3815864300.0,7226451500.0,7815913000.0,7645235700.0,6743444500.0,8722617000.0,7185967600.0,7409911300.0,9152712000.0,6029179400.0,8427737600.0,6797857000.0,6795962000.0,7779257000.0
2092.0,8524138500.0,7928430600.0,8472123000.0,3761284000.0,7202613000.0,7734732000.0,7604300300.0,6654102500.0,8713270000.0,7133421600.0,7406641000.0,9137410000.0,5958211000.0,8407595500.0,6732646400.0,6745926700.0,7757179400.0
2093.0,8518812000.0,7883141600.0,8476977000.0,3684690400.0,7185220600.0,7685649400.0,7552514000.0,6585878500.0,8711097000.0,7069910000.0,7414028300.0,9117752000.0,5942758400.0,8386906600.0,6669607000.0,6721958000.0,7694987300.0
2094.0,8513843000.0,7862623700.0,8477607400.0,3635971000.0,7162932000.0,7649409500.0,7537423000.0,6508514300.0,8706657000.0,7023321600.0,7360016000.0,9113266000.0,5872001000.0,8396281300.0,6647558000.0,6651244500.0,7648660000.0
2095.0,8496348000.0,7809994000.0,8429283000.0,3611006500.0,7114019300.0,7632563000.0,7492610600.0,6409595400.0,8691197000.0,6970080000.0,7340673500.0,9114082000.0,5804830000.0,8384776700.0,6597638700.0,6608104000.0,7617140700.0
2096.0,8463055400.0,7781896000.0,8420173000.0,3526923300.0,7086884000.0,7603533300.0,7451224600.0,6336903000.0,8699820000.0,6903653400.0,7360837000.0,9103943000.0,5768543000.0,8383488500.0,6608899600.0,6582486000.0,7580751400.0
2097.0,8450185000.0,7764804000.0,8417676300.0,3426878700.0,7066369000.0,7569046500.0,7418320400.0,6280167400.0,8677132000.0,6867030000.0,7343124000.0,9092187000.0,5695292400.0,8446906000.0,6575501000.0,6657492000.0,7555972000.0
2098.0,8446088700.0,7741190000.0,8425599000.0,3341106700.0,7046078500.0,7553249300.0,7393169400.0,6215875600.0,8695310000.0,6827708400.0,7377559000.0,9093388000.0,5671049000.0,8390768000.0,6523727000.0,6527940000.0,7523939000.0
2099.0,8411741000.0,7714781000.0,8400398300.0,3260223000.0,6988080000.0,7489448400.0,7358104600.0,6168286700.0,8659522000.0,6760423000.0,7325105700.0,9070235000.0,5618146300.0,8401187000.0,6498612700.0,6493308000.0,7475648000.0
2100.0,8396005400.0,7649895400.0,8373273600.0,3158606800.0,6951248400.0,7468862000.0,7300202000.0,6112217600.0,8652339000.0,6718474000.0,7305108000.0,9050409000.0,5566917600.0,8368210000.0,6470626300.0,6445581000.0,7469056500.0
