time,GFDL-ESM4,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG
2030.0,1722824400.0,1435610100.0,1794845000.0,1523969500.0
2031.0,1694023400.0,1394488600.0,1772835800.0,1526090900.0
2032.0,1645012900.0,1349443600.0,1759758700.0,1465045000.0
2033.0,1598507500.0,1292080000.0,1724802300.0,1417210400.0
2034.0,1566939100.0,1208367600.0,1689860400.0,1380381700.0
2035.0,1548086700.0,1169486700.0,1787411100.0,1327380200.0
2036.0,1519049500.0,1097761000.0,1796572200.0,1288487600.0
2037.0,1490386700.0,1036324540.0,1675939800.0,1241126400.0
2038.0,1470867100.0,1013593100.0,1701150600.0,1268886100.0
2039.0,1434357100.0,965323200.0,1647669900.0,1212803500.0
2040.0,1397242900.0,919788500.0,1619475600.0,1205052400.0
2041.0,1363621200.0,881885760.0,1589307800.0,1157807200.0
2042.0,1361830800.0,845096770.0,1666727800.0,1262648300.0
2043.0,1317404700.0,822271040.0,1586590200.0,1124066700.0
2044.0,1291537900.0,798867650.0,1559904400.0,1095142100.0
2045.0,1235365200.0,849699600.0,1536129000.0,1094217600.0
2046.0,1229286100.0,748163100.0,1530624100.0,1044389950.0
2047.0,1192266600.0,853824060.0,1508763400.0,1017466940.0
2048.0,1194426400.0,749119040.0,1487044700.0,992520400.0
2049.0,1158159000.0,690643800.0,1494510300.0,975476700.0
2050.0,1156463600.0,666852740.0,1462187000.0,983983200.0
2051.0,1122164100.0,641137150.0,1449378200.0,954370750.0
2052.0,1104814800.0,692987300.0,1455564300.0,930443140.0
2053.0,1067000400.0,616842900.0,1444976300.0,922370100.0
2054.0,1053087360.0,1148364700.0,1431393000.0,914108600.0
2055.0,1241539000.0,712775400.0,1649977100.0,887930700.0
2056.0,1074923900.0,610271740.0,1479178800.0,863034900.0
2057.0,1051014200.0,571081400.0,1410983000.0,850103000.0
2058.0,1125552900.0,554176260.0,1395630200.0,917519700.0
2059.0,1067772600.0,534477300.0,1454935200.0,840190140.0
2060.0,1003885100.0,581732030.0,1393526300.0,818528400.0
2061.0,988749700.0,517727260.0,1380903400.0,789246340.0
2062.0,965223940.0,509043900.0,1378538100.0,779934660.0
2063.0,957837000.0,574058300.0,1369802400.0,767877400.0
2064.0,1071995300.0,501818880.0,1348890200.0,752766140.0
2065.0,943320260.0,491627000.0,1333738400.0,758055360.0
2066.0,923046900.0,476451000.0,1427431800.0,843920200.0
2067.0,958316100.0,469596740.0,1330705200.0,726505900.0
2068.0,912506700.0,461048700.0,1323291800.0,765115840.0
2069.0,937807550.0,447760350.0,1309451100.0,724950140.0
2070.0,993642750.0,440781100.0,1303956900.0,707495600.0
2071.0,892253400.0,475507460.0,1582351900.0,698088200.0
2072.0,942895740.0,450192100.0,1441543600.0,679167550.0
2073.0,885133400.0,870698750.0,1329131500.0,707323650.0
2074.0,870235600.0,489940740.0,1731613700.0,667977200.0
2075.0,869374600.0,436682660.0,1460164700.0,747562000.0
2076.0,863253250.0,431509100.0,1361648400.0,705339650.0
2077.0,850609000.0,435585800.0,1316972700.0,665823700.0
2078.0,1225641300.0,581398400.0,1393424800.0,664946370.0
2079.0,890367200.0,456355400.0,1324919800.0,644662660.0
2080.0,883326400.0,567883650.0,1321938200.0,660510460.0
2081.0,898633540.0,438092900.0,1293534500.0,622510200.0
2082.0,840314750.0,550327040.0,1290254500.0,600234900.0
2083.0,829701300.0,519074300.0,1281472900.0,645960100.0
2084.0,825428900.0,517553730.0,1334512400.0,768800200.0
2085.0,829953700.0,460320160.0,1799604000.0,930901700.0
2086.0,823303700.0,607517100.0,1291121800.0,629608600.0
2087.0,810554800.0,511295100.0,1289380700.0,878940200.0
2088.0,1314679600.0,455203870.0,1471409400.0,885559900.0
2089.0,1094964700.0,459615870.0,1758336300.0,693115100.0
2090.0,838118900.0,538788540.0,1404810800.0,626239600.0
2091.0,808449900.0,466000450.0,1406025500.0,628560400.0
2092.0,805367500.0,558568600.0,1299078000.0,652039230.0
2093.0,801026370.0,455595420.0,1329322500.0,604779260.0
2094.0,801207500.0,673534700.0,1422448600.0,602731900.0
2095.0,807971260.0,546839040.0,1350214800.0,606936600.0
2096.0,814676100.0,735740160.0,1319480700.0,604684200.0
2097.0,968216000.0,567516860.0,1490247800.0,732937200.0
2098.0,846216640.0,1235812400.0,1356003200.0,605481340.0
2099.0,818969700.0,970566400.0,1649111700.0,601828700.0
2100.0,815787800.0,673248700.0,1874014800.0,635994500.0
