time,BCC-CSM2-MR,FGOALS-F3-L,CESM2,GFDL-ESM4,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,NORESM2-MM,CAMS-CSM1-0,CESM2-WACCM,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0
2031.0,1488194300.0,1539911600.0,1480662500.0,1659450600.0,1395255000.0,1669913500.0,1501285100.0,1513119500.0,1686697600.0,1628724200.0,1493920400.0,1590461800.0,1545851900.0,1483959300.0
2032.0,1408643300.0,1507150300.0,1762224500.0,1592196000.0,1370986600.0,1608075000.0,1465040300.0,1455578100.0,1661536300.0,1625858700.0,1431684000.0,1570023600.0,1521567000.0,1441260400.0
2033.0,1341814400.0,1468015200.0,1585384800.0,1569566000.0,1304395300.0,1596910300.0,1368480000.0,1375706400.0,1629759900.0,1561659000.0,1398041100.0,1522118300.0,1455500800.0,1681207900.0
2034.0,1273666000.0,1437614500.0,1513696400.0,1561294800.0,1259560200.0,1636737700.0,1339479700.0,1387469800.0,1718514200.0,1538963600.0,1347732400.0,1485465100.0,1407562100.0,1392752400.0
2035.0,1261030700.0,1404052500.0,1382049500.0,1505175700.0,1218846700.0,1504625500.0,1310275200.0,1297662600.0,1611479200.0,1497581700.0,1308707800.0,1442676600.0,1514211000.0,1310834000.0
2036.0,1186145200.0,1354449500.0,1300377300.0,1455097700.0,1169347300.0,1444278100.0,1335419300.0,1251093900.0,1555126000.0,1418230500.0,1261728100.0,1408436600.0,1336942200.0,1276967800.0
2037.0,1115786500.0,1319030100.0,1266689900.0,1424096400.0,1115382000.0,1438757200.0,1320315500.0,1239918200.0,1538625900.0,1378370600.0,1224708600.0,1355933300.0,1283768700.0,1257763600.0
2038.0,1107539800.0,1318893800.0,1222869200.0,1398241900.0,1083058400.0,1401481700.0,1368665000.0,1193291100.0,1499530900.0,1437493400.0,1182272300.0,1322281000.0,1217179800.0,1210121500.0
2039.0,1032953540.0,1241277200.0,1178929900.0,1422729600.0,1054188400.0,1373551500.0,1207600800.0,1162847400.0,1459971100.0,1385686100.0,1156940400.0,1353377900.0,1186957200.0,1154933900.0
2040.0,1005289540.0,1214545900.0,1125146900.0,1355256300.0,1022771600.0,1314793900.0,1172103800.0,1112483700.0,1404933100.0,1334065200.0,1105176200.0,1262937100.0,1140602400.0,1080295000.0
2041.0,987359000.0,1175496700.0,1066186600.0,1330495600.0,979557500.0,1284649100.0,1117343100.0,1092809200.0,1378760700.0,1278867600.0,1057534300.0,1257856100.0,1094541000.0,1082540800.0
2042.0,927649300.0,1118201700.0,1030791700.0,1302531300.0,936103500.0,1259046800.0,1104735100.0,1052763500.0,1348095700.0,1242947100.0,1004438340.0,1195434600.0,1067327200.0,1092660400.0
2043.0,875793540.0,1087103000.0,996619460.0,1312937100.0,904946100.0,1216134400.0,1040981570.0,1009198300.0,1328432900.0,1200499100.0,946410750.0,1147016200.0,1011856700.0,1030014300.0
2044.0,836678140.0,1083030100.0,947677760.0,1283218800.0,873309700.0,1202554200.0,1194331400.0,993710600.0,1311077500.0,1152025900.0,912089500.0,1103485400.0,976445300.0,1009574800.0
2045.0,813316030.0,1031379140.0,1037529400.0,1243571200.0,862920200.0,1190584000.0,985483600.0,927478460.0,1316022100.0,1132264300.0,896782000.0,1061437700.0,930771200.0,1053759360.0
2046.0,807019500.0,992873860.0,947703300.0,1217812500.0,832696800.0,1131008300.0,963421400.0,886022850.0,1264586400.0,1207443800.0,908395600.0,1046873900.0,900684860.0,977587100.0
2047.0,759402050.0,1044529700.0,941590660.0,1172414600.0,794057900.0,1097423000.0,935285200.0,873206600.0,1239995300.0,1100378900.0,880848060.0,1021793860.0,949778200.0,1233861600.0
2048.0,709602100.0,952215700.0,895711740.0,1158861400.0,760243400.0,1054194000.0,1004260700.0,840548500.0,1228495700.0,1069296400.0,849935700.0,966508740.0,842305300.0,1006073800.0
2049.0,675001100.0,925996740.0,864349900.0,1175832700.0,753631040.0,1027489000.0,904448260.0,794751740.0,1204354700.0,1048587140.0,799654800.0,1053835700.0,817335550.0,935048900.0
2050.0,654193150.0,898077500.0,828967900.0,1127547400.0,721639740.0,1004539600.0,870550460.0,769260740.0,1194748800.0,1003304400.0,760945100.0,916124400.0,790939300.0,909858500.0
2051.0,620097700.0,865857540.0,815083600.0,1099381600.0,683304060.0,969714100.0,848135700.0,748330200.0,1158817400.0,991984450.0,724730240.0,895269440.0,752817340.0,886544830.0
2052.0,627743000.0,844836740.0,786478200.0,1079797200.0,664778750.0,914899100.0,839507840.0,726370370.0,1126135200.0,1437848000.0,687678500.0,876220600.0,738722240.0,846200640.0
2053.0,579199170.0,816500000.0,756540740.0,1175866000.0,651659000.0,885463940.0,806443700.0,695645760.0,1107470500.0,1183243600.0,644403400.0,934596300.0,718772000.0,823429100.0
2054.0,563859200.0,787381100.0,722290300.0,1056271600.0,631867900.0,822314100.0,796569340.0,665818400.0,1051997250.0,995547700.0,624333630.0,844127300.0,683373760.0,827971400.0
2055.0,544857100.0,764630340.0,698736400.0,1038571460.0,594214500.0,787119360.0,825565500.0,644145200.0,1030831300.0,929500000.0,591914500.0,826023940.0,653562200.0,775033900.0
2056.0,516152100.0,745440450.0,682374600.0,1024501400.0,576218300.0,799579900.0,781208800.0,641051200.0,1113550600.0,893025660.0,561320300.0,791947900.0,608836900.0,759541440.0
2057.0,501690300.0,723807740.0,653958400.0,1009527700.0,563979300.0,716743700.0,746766500.0,608106100.0,1067092700.0,869391040.0,535181250.0,799258940.0,587067970.0,740999300.0
2058.0,466605660.0,709765000.0,629682400.0,1006960640.0,547456000.0,681763800.0,724264640.0,583049150.0,1049393700.0,849799600.0,509601630.0,758189400.0,558230140.0,732898050.0
2059.0,446630000.0,694016000.0,620303700.0,977672500.0,535291040.0,649119900.0,710168260.0,545265900.0,999031100.0,1053949250.0,474658560.0,736772030.0,542282750.0,704162560.0
2060.0,433002400.0,673907300.0,595388900.0,958571140.0,515782100.0,611432400.0,693430700.0,524208030.0,999400300.0,850399940.0,449887330.0,711218300.0,523752860.0,680782140.0
2061.0,412043520.0,784924200.0,577828200.0,950526700.0,491442340.0,569810750.0,673076350.0,512529920.0,959257200.0,816872900.0,433775520.0,709703500.0,500847200.0,667199360.0
2062.0,393973950.0,681435800.0,552581700.0,923557950.0,532821730.0,527311230.0,653590600.0,486521340.0,937163840.0,776854200.0,424689900.0,681635600.0,494122940.0,642825200.0
2063.0,377521250.0,625949300.0,559333250.0,924962300.0,483780350.0,511691700.0,649683500.0,469823940.0,1116387500.0,758389760.0,418061920.0,651784450.0,474191200.0,631681660.0
2064.0,360401200.0,597266500.0,532219940.0,931533100.0,455638660.0,479770270.0,621475000.0,455283700.0,1009471040.0,736399600.0,400890300.0,643608600.0,461875330.0,614610700.0
2065.0,346963460.0,575970000.0,501043400.0,892203140.0,447815840.0,458910980.0,588159040.0,443707420.0,902206700.0,713344600.0,380916100.0,626729900.0,440387400.0,682945150.0
2066.0,329363800.0,587227260.0,484230600.0,875989760.0,443098400.0,430689950.0,569165100.0,441332320.0,1016896700.0,689015300.0,365080300.0,606203140.0,449014560.0,579753300.0
2067.0,319639330.0,555548300.0,482111700.0,866886000.0,427303500.0,403244640.0,619472060.0,550071200.0,920533100.0,670084300.0,451611400.0,589703200.0,403939230.0,559922200.0
2068.0,307941950.0,537452100.0,461599140.0,853767300.0,416333060.0,388798720.0,547020540.0,406338200.0,1041935940.0,674808960.0,342307460.0,575436160.0,384004200.0,546024300.0
2069.0,299424060.0,522214370.0,454099970.0,842517800.0,404888960.0,380752860.0,529861540.0,391703700.0,939273000.0,644085250.0,336876860.0,550377900.0,378446200.0,526829570.0
2070.0,293913900.0,504896400.0,433577150.0,826027000.0,420742460.0,484592450.0,494129380.0,385001340.0,883685300.0,621980160.0,330138300.0,527146900.0,373081700.0,508605470.0
2071.0,273716860.0,492635230.0,418539600.0,811083650.0,391148030.0,372687580.0,501055650.0,371028380.0,879002430.0,599933600.0,315004600.0,509763740.0,356252130.0,529958880.0
2072.0,252046640.0,500304000.0,411366400.0,805749700.0,386249950.0,355752130.0,488219100.0,360178600.0,849184100.0,673278000.0,304929150.0,499350560.0,342583500.0,480054750.0
2073.0,238074770.0,474196400.0,402312350.0,792450400.0,375904740.0,335432800.0,456087940.0,353405860.0,831232800.0,586601500.0,318809340.0,484665440.0,337221000.0,462616130.0
2074.0,233573970.0,474950050.0,395449280.0,781183550.0,361483070.0,318713730.0,510689000.0,335411700.0,821114300.0,558903700.0,293879700.0,471662620.0,322328450.0,449689570.0
2075.0,236551700.0,456988400.0,405435500.0,773783550.0,356822430.0,308358460.0,440852670.0,327584640.0,811097500.0,534049900.0,281259680.0,455900860.0,312464160.0,433623330.0
2076.0,222979940.0,447279580.0,361256200.0,754585600.0,350524800.0,328946240.0,637281300.0,322597500.0,805540200.0,520644450.0,276836480.0,484166750.0,304269250.0,424479330.0
2077.0,241284960.0,443840060.0,352451600.0,738524160.0,342582800.0,296812670.0,448224700.0,306703420.0,801264600.0,486044260.0,264709800.0,430470200.0,296439200.0,416856580.0
2078.0,234532340.0,444447230.0,345769180.0,716063800.0,470848700.0,275457900.0,610026300.0,296951700.0,786593400.0,463801280.0,260545310.0,420217300.0,300699840.0,401911140.0
2079.0,261943410.0,434373220.0,1045607500.0,859653760.0,333298880.0,263465000.0,419682530.0,332227460.0,763303230.0,445673300.0,244161010.0,394432220.0,293982500.0,387385900.0
2080.0,217273260.0,433285220.0,350871870.0,696714560.0,326560200.0,254189500.0,421223330.0,293974720.0,754846660.0,464825500.0,230898200.0,385379740.0,303638000.0,371151870.0
2081.0,215568830.0,416266900.0,350485800.0,688154700.0,325970340.0,251257920.0,413352670.0,281900380.0,763059100.0,425717400.0,324655500.0,376163620.0,299449300.0,591289200.0
2082.0,209260450.0,435897950.0,326694620.0,669824900.0,323447420.0,247048030.0,442858020.0,275503900.0,735431200.0,415791600.0,267697470.0,359854620.0,289556600.0,367295870.0
2083.0,240826270.0,402039070.0,322167740.0,657197300.0,310860130.0,224881390.0,399694400.0,257818050.0,756204500.0,502738500.0,221635020.0,347404450.0,278489730.0,351905340.0
2084.0,215093340.0,390464860.0,316192480.0,644032060.0,308348900.0,213983280.0,383142850.0,251723890.0,720101250.0,410880060.0,221767540.0,369370180.0,292060300.0,348499360.0
2085.0,208283710.0,384388130.0,301574660.0,636825600.0,304078000.0,208574500.0,392716800.0,253335140.0,710043260.0,390739070.0,218716800.0,334314400.0,430929500.0,337816260.0
2086.0,203154620.0,369246300.0,296717380.0,628535230.0,296030270.0,201129940.0,370729730.0,245047800.0,694312100.0,377501900.0,213762340.0,310275740.0,276076030.0,321969540.0
2087.0,201836640.0,365374500.0,288482500.0,614619500.0,291550560.0,193746080.0,349211420.0,237424510.0,754961150.0,369201820.0,204248450.0,298361920.0,269157700.0,317623700.0
2088.0,194740660.0,386164640.0,277210620.0,603917500.0,288931840.0,184078190.0,354586140.0,232902530.0,689475900.0,357346900.0,198902940.0,291246080.0,257905090.0,309147870.0
2089.0,189383700.0,361331870.0,272185100.0,593162900.0,282061200.0,165260130.0,351152260.0,225394300.0,680598700.0,338524740.0,193625250.0,285127580.0,280192600.0,392581250.0
2090.0,187043870.0,360899700.0,261928030.0,581968000.0,273832900.0,156381780.0,340091360.0,216581810.0,684190900.0,328804670.0,205749580.0,277445380.0,251051180.0,299236640.0
2091.0,179725980.0,351015460.0,261503420.0,574453900.0,270896400.0,159573310.0,337754750.0,212526500.0,682489300.0,321608480.0,192398720.0,269743200.0,248151180.0,291723360.0
2092.0,177073180.0,351164320.0,254391800.0,648475140.0,266653900.0,145226930.0,330368960.0,207422900.0,665929200.0,326720480.0,200749150.0,263851470.0,247332290.0,285642270.0
2093.0,172221280.0,346458020.0,243151410.0,550146800.0,261838910.0,139402940.0,327648160.0,196928750.0,648160800.0,308177660.0,198000130.0,253283400.0,244074930.0,282454100.0
2094.0,301887170.0,361628580.0,256179620.0,534785500.0,256274670.0,147732220.0,317712320.0,188801620.0,697058940.0,301967360.0,189284640.0,245955500.0,237313800.0,279020600.0
2095.0,171043900.0,351574900.0,229969660.0,525325570.0,258718300.0,137158880.0,326435070.0,208546380.0,654427200.0,325397380.0,185715360.0,240787220.0,233148850.0,267265860.0
2096.0,163083870.0,341618780.0,225883740.0,515739650.0,258460320.0,204686460.0,304292030.0,185581170.0,647045600.0,295639680.0,186741330.0,233811020.0,277757980.0,261509020.0
2097.0,162981700.0,335741900.0,215870110.0,502193700.0,298283550.0,140686640.0,296675520.0,182997220.0,638299260.0,288334620.0,179153950.0,228509700.0,350017630.0,256955150.0
2098.0,161362960.0,333640480.0,212533860.0,491337920.0,261055410.0,132842300.0,297437630.0,183512960.0,613202600.0,288146560.0,177545620.0,208650180.0,259162770.0,264026380.0
2099.0,160113150.0,328280260.0,215699870.0,470932380.0,253080160.0,129661240.0,288540700.0,178840880.0,600947460.0,271281600.0,188404830.0,204021120.0,254212510.0,238094560.0
2100.0,157730380.0,327928930.0,232982900.0,476605120.0,248425900.0,129009544.0,279463460.0,173509470.0,613407800.0,264055650.0,174764100.0,236627620.0,238320200.0,227416210.0
