time,EC-EARTH3-VEG,EC-EARTH3,INM-CM5-0,INM-CM4-8,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,CESM2,MRI-ESM2-0,GFDL-ESM4
2000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0
2001.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0
2002.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0
2003.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0
2004.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0
2005.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0
2006.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0
2007.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0
2008.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0
2009.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0
2010.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0
2011.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0
2012.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0
2013.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0
2014.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0
2015.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0
2016.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0
2017.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0
2018.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0
2019.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0
2020.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0
2021.0,28211448000.0,28284799000.0,28243770000.0,28280764000.0,28457325000.0,28239434000.0,28347908000.0,28253907000.0,28284152000.0,28316232000.0,28323766000.0,28614412000.0,28253590000.0
2022.0,28098034000.0,28149115000.0,28296008000.0,28152674000.0,28317553000.0,28099850000.0,28186618000.0,28214831000.0,28106870000.0,28181668000.0,28344015000.0,28424729000.0,28233755000.0
2023.0,28002753000.0,28042400000.0,28142293000.0,28093688000.0,28205435000.0,28010115000.0,28084265000.0,28128895000.0,27996506000.0,28027350000.0,28046877000.0,28272478000.0,28109117000.0
2024.0,28128051000.0,27954946000.0,28049078000.0,27911262000.0,28086995000.0,28020933000.0,28279343000.0,27987116000.0,27852296000.0,27958116000.0,27891177000.0,28063013000.0,27980438000.0
2025.0,27949965000.0,27857345000.0,27893051000.0,27805660000.0,27913918000.0,27751817000.0,27907880000.0,27876864000.0,27693259000.0,27903830000.0,27731862000.0,28115284000.0,27905298000.0
2026.0,27681163000.0,27731421000.0,27757244000.0,27601050000.0,27837043000.0,27589048000.0,27795792000.0,27777780000.0,27607003000.0,27675050000.0,27657376000.0,27934943000.0,27743642000.0
2027.0,27525577000.0,27644154000.0,27588289000.0,27474640000.0,27665574000.0,27378354000.0,27683273000.0,27713815000.0,27509684000.0,27527283000.0,27482878000.0,28015720000.0,27595905000.0
2028.0,27409060000.0,27432650000.0,27435299000.0,27293448000.0,27612640000.0,27270760000.0,27546055000.0,27591062000.0,27143774000.0,27341509000.0,27351353000.0,27896486000.0,27484656000.0
2029.0,27294872000.0,27262892000.0,27277713000.0,27134855000.0,27328135000.0,27142334000.0,27390425000.0,27496897000.0,26944778000.0,27197633000.0,27223770000.0,27691235000.0,27349279000.0
2030.0,27107502000.0,27201510000.0,27144198000.0,26969117000.0,27229694000.0,26899522000.0,27505330000.0,27468485000.0,26887662000.0,27053558000.0,27019300000.0,27568250000.0,27223580000.0
2031.0,26896478000.0,26903114000.0,27001577000.0,26785903000.0,27092420000.0,26749720000.0,27239530000.0,27399588000.0,26647770000.0,26832474000.0,26703792000.0,27358427000.0,27134499000.0
2032.0,26764407000.0,26660438000.0,26782669000.0,26614465000.0,26973417000.0,26707968000.0,27073806000.0,27253027000.0,26390280000.0,26666643000.0,26488648000.0,27249267000.0,27025500000.0
2033.0,26527943000.0,26462220000.0,26646778000.0,26382176000.0,26890353000.0,26220012000.0,27085738000.0,27141059000.0,26214670000.0,26440274000.0,26404583000.0,27176493000.0,26835497000.0
2034.0,26345775000.0,26250490000.0,26446533000.0,26197891000.0,26669177000.0,26119289000.0,26793996000.0,26983344000.0,25963768000.0,26195433000.0,26138440000.0,27006798000.0,26688090000.0
2035.0,26172213000.0,26014724000.0,26283196000.0,26033041000.0,26829850000.0,26318408000.0,26928908000.0,26890355000.0,25750501000.0,25956321000.0,25801132000.0,26859946000.0,26544816000.0
2036.0,26066051000.0,25862435000.0,26100580000.0,25871150000.0,26462745000.0,26033084000.0,26501198000.0,26747597000.0,25509710000.0,25760174000.0,25559482000.0,26764683000.0,26379368000.0
2037.0,25950616000.0,25905758000.0,26020788000.0,25749672000.0,26443008000.0,25939659000.0,26363474000.0,26597400000.0,25125896000.0,25605954000.0,25328384000.0,26610990000.0,26212776000.0
2038.0,25637583000.0,25724210000.0,25838512000.0,25539983000.0,26047937000.0,25718432000.0,26236047000.0,26498181000.0,24961253000.0,25294944000.0,25136028000.0,26468127000.0,26028677000.0
2039.0,25398032000.0,25511120000.0,25719560000.0,25332955000.0,25807675000.0,25620787000.0,26103149000.0,26400635000.0,24762896000.0,24979876000.0,24861000000.0,26350381000.0,25827900000.0
2040.0,25236474000.0,25266375000.0,25516120000.0,25257892000.0,25670853000.0,25506339000.0,25976707000.0,26289392000.0,24384910000.0,24671498000.0,24749679000.0,26215641000.0,25729810000.0
2041.0,24987804000.0,25098470000.0,25370288000.0,25049002000.0,25537194000.0,25228044000.0,25856290000.0,26184782000.0,24188340000.0,24525298000.0,24521167000.0,26419660000.0,25554002000.0
2042.0,24734030000.0,24933738000.0,25227926000.0,24928070000.0,25461232000.0,25044517000.0,25708413000.0,26030215000.0,24020490000.0,24315912000.0,24427320000.0,26004679000.0,25475840000.0
2043.0,24590991000.0,24798847000.0,25127516000.0,24821928000.0,25257705000.0,24815766000.0,25628590000.0,25891963000.0,23799941000.0,24039084000.0,24200505000.0,26294573000.0,25314408000.0
2044.0,24370282000.0,24568324000.0,24975850000.0,24608735000.0,25069080000.0,24661223000.0,25492804000.0,25783478000.0,23483599000.0,23764687000.0,24032272000.0,25835168000.0,25153954000.0
2045.0,24141576000.0,24375511000.0,24859920000.0,24447382000.0,24972710000.0,24489030000.0,25301135000.0,25686645000.0,23312237000.0,23680400000.0,23810275000.0,25770500000.0,24953223000.0
2046.0,23954627000.0,24163040000.0,24707983000.0,24268610000.0,24800307000.0,24273080000.0,25366374000.0,25601747000.0,23077677000.0,23383566000.0,23728058000.0,25611411000.0,24809335000.0
2047.0,23676447000.0,23876817000.0,24533668000.0,24190425000.0,24713255000.0,24046060000.0,25196390000.0,25479653000.0,22734504000.0,23136768000.0,23415265000.0,25449646000.0,24593097000.0
2048.0,23439450000.0,23580359000.0,24367538000.0,23992850000.0,24723612000.0,23801862000.0,25041545000.0,25333471000.0,22509906000.0,22799206000.0,23243520000.0,25284297000.0,24440642000.0
2049.0,23163095000.0,23349170000.0,24225882000.0,23787788000.0,24286915000.0,23634092000.0,24861320000.0,25126736000.0,22486166000.0,22527870000.0,23109648000.0,25169967000.0,24257253000.0
2050.0,22896340000.0,23084010000.0,24118520000.0,23597974000.0,24105923000.0,23392060000.0,24710068000.0,24991310000.0,22135235000.0,22274824000.0,22976470000.0,25009256000.0,23997114000.0
2051.0,22614620000.0,22913030000.0,23984940000.0,23401218000.0,23986862000.0,23152380000.0,24717801000.0,24858974000.0,21952725000.0,22065195000.0,22776200000.0,24879835000.0,23817540000.0
2052.0,22372493000.0,22712054000.0,23837528000.0,23244120000.0,23841880000.0,22908996000.0,24437498000.0,24751280000.0,21662386000.0,21854945000.0,22516871000.0,24754274000.0,23647134000.0
2053.0,22020076000.0,22502859000.0,23815354000.0,23086002000.0,23622904000.0,22605169000.0,24278055000.0,24572170000.0,21459862000.0,21639133000.0,22302160000.0,24676626000.0,23478720000.0
2054.0,21833443000.0,22194887000.0,23609068000.0,22961551000.0,23466906000.0,22415480000.0,24185405000.0,24329482000.0,21168032000.0,21340383000.0,22050345000.0,24468775000.0,23307282000.0
2055.0,21520267000.0,21869574000.0,23455136000.0,22851043000.0,23306529000.0,22139420000.0,24036809000.0,24121682000.0,21038070000.0,21107552000.0,21716543000.0,24290132000.0,23147418000.0
2056.0,21451985000.0,21812406000.0,23327732000.0,22651000000.0,23177435000.0,21847345000.0,23843891000.0,23942090000.0,20720765000.0,20781020000.0,21574103000.0,24106738000.0,23101895000.0
2057.0,21194270000.0,21513736000.0,23183520000.0,22508423000.0,22951725000.0,21464113000.0,23761633000.0,23712023000.0,20525005000.0,20592073000.0,21256702000.0,23947997000.0,22890353000.0
2058.0,20945117000.0,21343175000.0,23092533000.0,22349257000.0,22606414000.0,21196405000.0,23609240000.0,23523561000.0,20294560000.0,20655348000.0,21046317000.0,23700486000.0,22725278000.0
2059.0,20747550000.0,21042323000.0,22973596000.0,22220284000.0,22466662000.0,20857057000.0,23443223000.0,23312812000.0,20083570000.0,20289694000.0,20747207000.0,23475798000.0,22552472000.0
2060.0,20557785000.0,20814244000.0,22807976000.0,22159475000.0,22351583000.0,20516043000.0,23252193000.0,23086553000.0,19905090000.0,20059900000.0,20479066000.0,23251464000.0,22386936000.0
2061.0,20411191000.0,20537737000.0,22680609000.0,21944977000.0,22144221000.0,20261827000.0,23258919000.0,22871917000.0,19717685000.0,19797990000.0,20263630000.0,23122463000.0,22246525000.0
2062.0,20193018000.0,20323133000.0,22544730000.0,21788535000.0,21974817000.0,19953983000.0,22988722000.0,22682802000.0,19551156000.0,19572440000.0,20046447000.0,22897406000.0,22047992000.0
2063.0,19929696000.0,20053125000.0,22452228000.0,21636910000.0,21834478000.0,19625308000.0,22797892000.0,22490560000.0,19312871000.0,19318469000.0,19870753000.0,22561220000.0,21921978000.0
2064.0,19733260000.0,19794383000.0,22328107000.0,21503896000.0,22116657000.0,19393230000.0,22631332000.0,22349824000.0,19149560000.0,19089887000.0,19586982000.0,22267228000.0,21724584000.0
2065.0,19712641000.0,19687539000.0,22187373000.0,21334352000.0,22128992000.0,19203260000.0,22441382000.0,22028446000.0,18968238000.0,18936121000.0,19422683000.0,21995160000.0,21587028000.0
2066.0,19457060000.0,19432376000.0,22115310000.0,21258860000.0,21634767000.0,18989978000.0,22261348000.0,21841906000.0,18780357000.0,18753753000.0,19114062000.0,21992550000.0,21386770000.0
2067.0,19280343000.0,19233855000.0,21963528000.0,21158023000.0,21164794000.0,18746644000.0,22043300000.0,21688756000.0,18548961000.0,18569370000.0,18952333000.0,21572884000.0,21235749000.0
2068.0,19086220000.0,19009124000.0,21880930000.0,20955933000.0,20972020000.0,18501886000.0,21828026000.0,21600053000.0,18321805000.0,18325053000.0,18743357000.0,21280246000.0,21356777000.0
2069.0,18879728000.0,18879971000.0,21825452000.0,20784128000.0,20751446000.0,18330472000.0,21692790000.0,21386594000.0,18151608000.0,18155344000.0,18571289000.0,21040440000.0,21047345000.0
2070.0,18735378000.0,18718747000.0,21734440000.0,20653834000.0,20555512000.0,18060618000.0,21550885000.0,21198481000.0,17999750000.0,17949235000.0,18408382000.0,20706175000.0,20891011000.0
2071.0,18558865000.0,18557463000.0,21816748000.0,20520344000.0,20468840000.0,17842557000.0,21404457000.0,21061923000.0,17792268000.0,17806310000.0,18157756000.0,20338797000.0,20795075000.0
2072.0,18412530000.0,18352546000.0,21661057000.0,20373152000.0,20256088000.0,17610957000.0,21238665000.0,20888418000.0,17618006000.0,17664590000.0,17888481000.0,20061385000.0,20658694000.0
2073.0,18184229000.0,18104383000.0,21496467000.0,20228060000.0,20083868000.0,17354846000.0,21060383000.0,20736010000.0,17265523000.0,17494739000.0,17636289000.0,19767996000.0,20549368000.0
2074.0,17989540000.0,17960554000.0,21378070000.0,20056620000.0,19988414000.0,17210104000.0,21003743000.0,20555903000.0,17066296000.0,17330018000.0,17407140000.0,19605029000.0,20427210000.0
2075.0,17816970000.0,17733474000.0,21262066000.0,19910795000.0,19822770000.0,16948532000.0,20733846000.0,20365513000.0,16851139000.0,17152288000.0,17206442000.0,19325438000.0,20192027000.0
2076.0,17610850000.0,17538740000.0,21145831000.0,19780682000.0,19796654000.0,16667656000.0,20524524000.0,20189413000.0,16647723000.0,16992709000.0,17094991000.0,19065821000.0,20013474000.0
2077.0,17396916000.0,17312406000.0,21049602000.0,19619870000.0,19452277000.0,16414058000.0,20407951000.0,20004140000.0,16413671000.0,16823090000.0,16745594000.0,18892093000.0,19850232000.0
2078.0,17239532000.0,17068953000.0,20953831000.0,19470719000.0,19495746000.0,16223340000.0,20282278000.0,19841673000.0,16293461000.0,16650887000.0,16518374000.0,18731848000.0,19742804000.0
2079.0,16951461000.0,16820132000.0,20862446000.0,19339362000.0,19293580000.0,16054868000.0,20134076000.0,19720094000.0,16114970000.0,16482657000.0,16322902000.0,18552410000.0,19589210000.0
2080.0,16796210000.0,16575714000.0,20829798000.0,19212607000.0,19118395000.0,15902805000.0,20012362000.0,19605210000.0,15891697000.0,16283327000.0,16109783000.0,18470324000.0,19434703000.0
2081.0,16667313000.0,16356532000.0,20651033000.0,19110040000.0,18779871000.0,15748740000.0,19844170000.0,19492649000.0,15648003000.0,16132793000.0,15926068000.0,18184650000.0,19279817000.0
2082.0,16421679000.0,16198855000.0,20541157000.0,18987405000.0,18706553000.0,15551716000.0,19645920000.0,19385756000.0,15449910000.0,15987717000.0,15737743000.0,17935634000.0,19101170000.0
2083.0,16229917000.0,16046550000.0,20395987000.0,19140090000.0,18537700000.0,15369673000.0,19510716000.0,19207506000.0,15254780000.0,15842342000.0,15424891000.0,17743927000.0,18853860000.0
2084.0,16082997000.0,15801544000.0,20306780000.0,18800701000.0,18381326000.0,15138347000.0,19304840000.0,19056755000.0,14992193000.0,15658438000.0,15253003000.0,17566493000.0,18735766000.0
2085.0,15885628000.0,15593387000.0,20162360000.0,18634035000.0,18295183000.0,14902162000.0,19152929000.0,18907030000.0,14878203000.0,15483256000.0,14994764000.0,17436066000.0,18605857000.0
2086.0,15605279000.0,15415119000.0,20019182000.0,18525782000.0,18095830000.0,14647985000.0,19048538000.0,18735077000.0,14684401000.0,15337454000.0,14846509000.0,17176413000.0,18425483000.0
2087.0,15342261000.0,15245615000.0,19877220000.0,18391970000.0,18009416000.0,14461303000.0,18897162000.0,18542520000.0,14482337000.0,15179020000.0,14623265000.0,16986321000.0,18305556000.0
2088.0,15139172000.0,15007635000.0,19696610000.0,18241800000.0,17870017000.0,14246913000.0,18803513000.0,18365612000.0,14200902000.0,15008136000.0,14414774000.0,16845303000.0,18204514000.0
2089.0,14955415000.0,14873240000.0,19550806000.0,18074835000.0,17745471000.0,14013920000.0,18643780000.0,18257424000.0,14058709000.0,14885740000.0,14175283000.0,16663740000.0,17914675000.0
2090.0,14707063000.0,14507142000.0,19363010000.0,17944902000.0,17543850000.0,13831362000.0,18501530000.0,18100206000.0,13870670000.0,14744697000.0,14102202000.0,16521181000.0,17751798000.0
2091.0,14474896000.0,14255733000.0,19270787000.0,18792830000.0,17443867000.0,13673410000.0,18314684000.0,17944965000.0,13659852000.0,14627495000.0,13812902000.0,16401271000.0,17543096000.0
2092.0,14260118000.0,14061551000.0,19124736000.0,17776675000.0,17309032000.0,13364313000.0,18187067000.0,17761077000.0,13536833000.0,14433502000.0,13583605000.0,16261844000.0,17372891000.0
2093.0,14064322000.0,13898836000.0,18878810000.0,17668950000.0,17226357000.0,13222058000.0,18049729000.0,17556695000.0,13348214000.0,14272798000.0,13359968000.0,16122658000.0,17189390000.0
2094.0,13848423000.0,13689289000.0,18712977000.0,17556660000.0,17151487000.0,13054176000.0,17886360000.0,17368700000.0,13217575000.0,14119356000.0,13146934000.0,15976562000.0,17044364000.0
2095.0,13670268000.0,13495241000.0,18554753000.0,17477730000.0,17001787000.0,12817789000.0,17782903000.0,17183308000.0,13076540000.0,13970566000.0,12982695000.0,15887081000.0,16885373000.0
2096.0,13450241000.0,13274736000.0,18414754000.0,17360613000.0,16886288000.0,12670447000.0,17689022000.0,17056627000.0,12984362000.0,13812935000.0,12729819000.0,15677900000.0,16717935000.0
2097.0,13263270000.0,13078595000.0,18219622000.0,17258344000.0,16869674000.0,12409836000.0,17533485000.0,16910504000.0,12765778000.0,13687837000.0,12546340000.0,15537745000.0,16598480000.0
