time,MPI-ESM1-2-HR,TAIESM1,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,CESM2,BCC-CSM2-MR,FGOALS-F3-L,INM-CM5-0,INM-CM4-8,EC-EARTH3,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,ACCESS-CM2,CAMS-CSM1-0,CESM2-WACCM,CMCC-CM2-SR5,NORESM2-MM
2000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0
2001.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0
2002.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0
2003.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0
2004.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0
2005.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0
2006.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0
2007.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0
2008.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0
2009.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0
2010.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0
2011.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0
2012.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0
2013.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0
2014.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0
2015.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0
2016.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0
2017.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0
2018.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0
2019.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0
2020.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0
2021.0,28536818000.0,28233017000.0,28307069000.0,28273064000.0,28321610000.0,28294244000.0,28284975000.0,28245240000.0,28309565000.0,28342360000.0,28244640000.0,28375714000.0,28281883000.0,28258728000.0,28245148000.0,28300140000.0,28392298000.0,28273977000.0,28308138000.0
2022.0,28387885000.0,28128440000.0,28172489000.0,28154774000.0,28186442000.0,28184690000.0,28130437000.0,28124887000.0,28233624000.0,28218990000.0,28143710000.0,28160764000.0,28168958000.0,28199000000.0,28049988000.0,28188000000.0,28300110000.0,28214354000.0,28171905000.0
2023.0,28217428000.0,28022856000.0,28054970000.0,28055538000.0,28112806000.0,28081205000.0,28022153000.0,27986962000.0,28115128000.0,28110352000.0,28009183000.0,28058653000.0,28214452000.0,28116978000.0,27957760000.0,28077908000.0,28028430000.0,28336777000.0,28084253000.0
2024.0,28077947000.0,27850410000.0,28187060000.0,27934441000.0,28170805000.0,27976850000.0,27899263000.0,27847199000.0,28006280000.0,28005200000.0,27885253000.0,27901950000.0,28028256000.0,27949914000.0,27802413000.0,27935166000.0,27836344000.0,28070203000.0,27936926000.0
2025.0,27948222000.0,27652487000.0,27890715000.0,27786203000.0,27948650000.0,27838070000.0,27792994000.0,27666145000.0,27826430000.0,27910398000.0,27979815000.0,27784944000.0,27831607000.0,27810090000.0,27678237000.0,27917752000.0,27653940000.0,27963963000.0,27931679000.0
2026.0,27871775000.0,27478712000.0,27691764000.0,27641823000.0,27842814000.0,27811123000.0,27619193000.0,27500487000.0,27739160000.0,27790184000.0,27635300000.0,27697523000.0,27774702000.0,27755862000.0,27519443000.0,27667964000.0,27385307000.0,27889520000.0,27790217000.0
2027.0,27720112000.0,27338541000.0,27589245000.0,27425858000.0,27775398000.0,27639032000.0,27491424000.0,27438936000.0,27635495000.0,27651236000.0,27455146000.0,27510660000.0,27599084000.0,27520547000.0,27403713000.0,27529607000.0,27414800000.0,27792728000.0,27440368000.0
2028.0,27602500000.0,27117038000.0,27435166000.0,27248876000.0,27571970000.0,27520279000.0,27344020000.0,27347794000.0,27475075000.0,27472228000.0,27228369000.0,27288723000.0,27442910000.0,27536337000.0,27155157000.0,27377770000.0,27188740000.0,27645846000.0,27259914000.0
