time,EC-EARTH3-VEG,CAMS-CSM1-0,MRI-ESM2-0,GFDL-ESM4
2000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0
2001.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0
2002.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0
2003.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0
2004.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0
2005.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0
2006.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0
2007.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0
2008.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0
2009.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0
2010.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0
2011.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0
2012.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0
2013.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0
2014.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0
2015.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0
2016.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0
2017.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0
2018.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0
2019.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0
2020.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0
2021.0,28365654000.0,28355625000.0,28406831000.0,28365605000.0
2022.0,28146980000.0,28318630000.0,28257114000.0,28246618000.0
2023.0,28038068000.0,28146450000.0,28380000000.0,28142275000.0
2024.0,28151892000.0,28184560000.0,28236485000.0,28205240000.0
2025.0,27938855000.0,27881679000.0,28024822000.0,28215192000.0
2026.0,27825627000.0,27835005000.0,28045677000.0,27958772000.0
2027.0,27629875000.0,27675759000.0,28023972000.0,27859825000.0
2028.0,27455769000.0,27480920000.0,27814445000.0,27739175000.0
2029.0,27239768000.0,27250493000.0,27682103000.0,27655086000.0
2030.0,27209126000.0,27210371000.0,27554525000.0,27545119000.0
2031.0,27080837000.0,27094140000.0,27584900000.0,27610989000.0
2032.0,26727623000.0,26971714000.0,27378936000.0,27390614000.0
2033.0,26609720000.0,26992488000.0,27286125000.0,27228460000.0
2034.0,26514674000.0,26868855000.0,27177212000.0,27014912000.0
2035.0,26256372000.0,26931448000.0,27013937000.0,26877448000.0
2036.0,26098559000.0,26520078000.0,26814724000.0,26817726000.0
2037.0,25841797000.0,26303870000.0,26706710000.0,26683810000.0
2038.0,25702277000.0,26239128000.0,26615775000.0,26627414000.0
2039.0,25508140000.0,26090754000.0,26508544000.0,26594860000.0
2040.0,25361215000.0,26056660000.0,26479524000.0,26474279000.0
2041.0,25143640000.0,25903590000.0,26497920000.0,26203648000.0
2042.0,24989310000.0,25846782000.0,26303848000.0,26114922000.0
2043.0,24788064000.0,25678820000.0,26132537000.0,25986028000.0
2044.0,24628806000.0,25563167000.0,26169080000.0,25805533000.0
2045.0,24516827000.0,25567373000.0,26129631000.0,25671811000.0
2046.0,24258390000.0,25548421000.0,25924674000.0,25620220000.0
2047.0,24045982000.0,25273502000.0,25793540000.0,25454991000.0
2048.0,23910525000.0,25217133000.0,25786960000.0,25343443000.0
2049.0,23723053000.0,25044257000.0,25648888000.0,25324616000.0
2050.0,23694746000.0,24862462000.0,25583990000.0,25770398000.0
2051.0,23409908000.0,24787632000.0,25522860000.0,25197685000.0
2052.0,23342717000.0,24683074000.0,25447200000.0,25045460000.0
2053.0,23106550000.0,24579440000.0,25290500000.0,24919360000.0
2054.0,23270156000.0,24521593000.0,25131878000.0,24930994000.0
2055.0,22745246000.0,24452989000.0,24984334000.0,24788523000.0
2056.0,22527732000.0,24681570000.0,24879145000.0,24847704000.0
2057.0,22312751000.0,24333010000.0,24742160000.0,25227667000.0
2058.0,22477996000.0,24496724000.0,24664259000.0,24557982000.0
2059.0,22167665000.0,24326752000.0,24568574000.0,24500015000.0
2060.0,22074006000.0,24466010000.0,24464847000.0,24379597000.0
2061.0,21972957000.0,24305945000.0,24965388000.0,24371032000.0
2062.0,22181552000.0,24190069000.0,24483250000.0,24264755000.0
2063.0,21818118000.0,24409743000.0,24222840000.0,24185870000.0
2064.0,21832206000.0,24079751000.0,24187073000.0,24192803000.0
2065.0,21557710000.0,24018756000.0,24068567000.0,24131484000.0
2066.0,21562587000.0,23990098000.0,24009140000.0,24348727000.0
2067.0,21468824000.0,23846932000.0,23846498000.0,23999269000.0
2068.0,21559500000.0,23989492000.0,23782316000.0,23925617000.0
2069.0,21513658000.0,24164993000.0,23808012000.0,23881632000.0
2070.0,22906309000.0,23872918000.0,23645614000.0,23775674000.0
2071.0,21913250000.0,23976112000.0,23963290000.0,23926487000.0
2072.0,21469400000.0,24068592000.0,23574581000.0,23735112000.0
2073.0,21348311000.0,23807117000.0,23456260000.0,23715095000.0
2074.0,21522719000.0,23839576000.0,23412376000.0,24157565000.0
2075.0,21131340000.0,23894977000.0,23257158000.0,24782619000.0
2076.0,21053542000.0,23804944000.0,23374954000.0,23948362000.0
2077.0,21328685000.0,24078141000.0,23147375000.0,23920597000.0
2078.0,21467302000.0,23716393000.0,23472015000.0,23826670000.0
2079.0,21664911000.0,23732530000.0,23266451000.0,23725550000.0
2080.0,21336746000.0,24207876000.0,23296846000.0,23608140000.0
2081.0,21057241000.0,23557202000.0,23043220000.0,23476722000.0
2082.0,21574621000.0,23469450000.0,23002948000.0,24046307000.0
2083.0,22910927000.0,23509359000.0,23025103000.0,23567960000.0
2084.0,21184831000.0,23518005000.0,22889860000.0,23584051000.0
2085.0,21169904000.0,23674243000.0,22784520000.0,23465236000.0
2086.0,21056733000.0,23385946000.0,23077810000.0,23451472000.0
2087.0,20970193000.0,23260350000.0,23062140000.0,23348904000.0
2088.0,21168861000.0,23472085000.0,22861510000.0,23275050000.0
2089.0,20863807000.0,23306582000.0,22794142000.0,23343935000.0
2090.0,20994136000.0,23215376000.0,22732087000.0,23401124000.0
2091.0,20853088000.0,23109482000.0,22668446000.0,23510428000.0
2092.0,21149070000.0,23302646000.0,22746917000.0,23529380000.0
2093.0,21014548000.0,23589440000.0,22627572000.0,23686486000.0
2094.0,20867932000.0,23347261000.0,22596372000.0,23684862000.0
2095.0,20860056000.0,23201946000.0,22608222000.0,25164284000.0
2096.0,20844900000.0,23213679000.0,22466544000.0,25081098000.0
2097.0,20939846000.0,23422257000.0,22407195000.0,24246770000.0
2098.0,20690133000.0,23303332000.0,22429676000.0,23850232000.0
2099.0,20560368000.0,23229676000.0,22372502000.0,23741297000.0
2100.0,22095923000.0,23319011000.0,22388257000.0,23773411000.0
