time,CCSM4,GFDL-CM3,NORESM1-M,CNRM-CM5,GFDL-ESM2G,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,CANESM2,GISS-E2-R
2029.0,86989890000.0,85514040000.0,86351540000.0,86433235000.0,86740600000.0,86420070000.0,86429990000.0,86583450000.0,86135820000.0,86214360000.0
2030.0,86726990000.0,85270860000.0,86077680000.0,86477510000.0,87804580000.0,86375210000.0,86298750000.0,86288850000.0,85960070000.0,86073720000.0
2031.0,86665250000.0,84918830000.0,85879210000.0,88100870000.0,86563670000.0,85967590000.0,86132390000.0,85891380000.0,85694370000.0,86037930000.0
2032.0,86635770000.0,84525605000.0,85739890000.0,86294150000.0,86328120000.0,86280200000.0,86283800000.0,85684610000.0,85520230000.0,85747925000.0
2033.0,86436200000.0,84180270000.0,85505890000.0,85884380000.0,86000750000.0,85544330000.0,86784140000.0,85509276000.0,85419614000.0,85488525000.0
2034.0,87128640000.0,83809940000.0,85322870000.0,85625650000.0,87134460000.0,85229360000.0,85935825000.0,85232860000.0,85103305000.0,85273530000.0
2035.0,86542400000.0,83349020000.0,85415050000.0,86772340000.0,85850300000.0,84837020000.0,85858850000.0,85032660000.0,85062320000.0,85090560000.0
2036.0,86222890000.0,82867450000.0,84897080000.0,85546440000.0,85648960000.0,84994610000.0,85776680000.0,84842880000.0,84653335000.0,84789360000.0
2037.0,86028010000.0,82332690000.0,85143300000.0,85174575000.0,85456910000.0,84252210000.0,85651810000.0,84723330000.0,84311830000.0,84538980000.0
2038.0,85915160000.0,81752830000.0,84612970000.0,85547480000.0,85144390000.0,83880060000.0,85264155000.0,84212510000.0,83964174000.0,84247480000.0
2039.0,85760430000.0,81191900000.0,84128690000.0,84821340000.0,85006880000.0,83402250000.0,84964220000.0,83993830000.0,83695810000.0,84177265000.0
2040.0,85924030000.0,80629460000.0,83800880000.0,84703650000.0,84714670000.0,82906735000.0,84699240000.0,83633700000.0,83272550000.0,83658916000.0
2041.0,85662196000.0,80000524000.0,83613240000.0,84481200000.0,84462410000.0,82843795000.0,84603750000.0,83297840000.0,82960744000.0,83395630000.0
2042.0,86283140000.0,79365700000.0,83399650000.0,84265450000.0,84392360000.0,82185090000.0,84426530000.0,83017660000.0,82666330000.0,83145600000.0
2043.0,85352990000.0,78700730000.0,82838240000.0,83871180000.0,84106660000.0,81700350000.0,84323440000.0,82645795000.0,82239230000.0,82797730000.0
2044.0,85032770000.0,78122530000.0,82479235000.0,83850090000.0,83887520000.0,81252930000.0,83977830000.0,82054545000.0,81860460000.0,82289300000.0
2045.0,84755590000.0,77482090000.0,82023285000.0,83299650000.0,83654566000.0,80995900000.0,83556560000.0,81682055000.0,81406510000.0,81881055000.0
2046.0,84558200000.0,76674040000.0,81792580000.0,83010085000.0,83461790000.0,80368310000.0,83239756000.0,81209750000.0,80857660000.0,81526170000.0
2047.0,84271410000.0,75867050000.0,81462560000.0,82945565000.0,83219464000.0,79606180000.0,83075916000.0,80740320000.0,80357430000.0,81028940000.0
2048.0,83931380000.0,74948665000.0,81085860000.0,82440690000.0,82791910000.0,79449090000.0,82732950000.0,80279170000.0,79761990000.0,80839025000.0
2049.0,83613530000.0,74110520000.0,80566760000.0,82268100000.0,82608290000.0,78694530000.0,82470910000.0,79935440000.0,79253840000.0,80366670000.0
2050.0,83456670000.0,73217020000.0,80158610000.0,83236720000.0,82116740000.0,78004765000.0,82241220000.0,79519080000.0,78737780000.0,79858320000.0
2051.0,83524880000.0,72476250000.0,79712390000.0,83950870000.0,82418835000.0,77561060000.0,81969730000.0,78892230000.0,78402600000.0,79331170000.0
2052.0,82870090000.0,71596430000.0,79168470000.0,83654880000.0,81470320000.0,77142190000.0,81926420000.0,78431750000.0,77976040000.0,79106180000.0
2053.0,82604065000.0,70764780000.0,78471210000.0,81554150000.0,82190385000.0,76373280000.0,81430880000.0,77934540000.0,77388070000.0,78616100000.0
2054.0,82246800000.0,69944030000.0,77906895000.0,80674726000.0,81518170000.0,75782500000.0,81049420000.0,77414230000.0,76870940000.0,78313530000.0
2055.0,82570870000.0,69174936000.0,77616340000.0,80360300000.0,80583300000.0,75049180000.0,81398415000.0,76999690000.0,76453230000.0,77935810000.0
2056.0,82016880000.0,68431487000.0,77074735000.0,79822580000.0,80261620000.0,74357500000.0,80747800000.0,76355630000.0,75775650000.0,77408730000.0
2057.0,81451065000.0,67594170000.0,76541520000.0,79451980000.0,79801524000.0,75950040000.0,80378580000.0,75699240000.0,75007580000.0,77100140000.0
2058.0,81554465000.0,66730254000.0,76030050000.0,78918580000.0,79306650000.0,74211050000.0,80032030000.0,75133850000.0,74460760000.0,76578275000.0
2059.0,80772375000.0,65821254000.0,75526950000.0,78565790000.0,78855180000.0,72774280000.0,79672590000.0,74532320000.0,73900960000.0,76470200000.0
2060.0,80423070000.0,64924525000.0,75025130000.0,78087530000.0,78445660000.0,72145180000.0,79388000000.0,74028860000.0,73250290000.0,75841520000.0
2061.0,80011090000.0,64081215000.0,74487610000.0,77760864000.0,78405435000.0,71743226000.0,79212440000.0,73420840000.0,72518205000.0,75364620000.0
2062.0,79508980000.0,63168614000.0,73990800000.0,77275770000.0,77715280000.0,70860910000.0,79018740000.0,72682040000.0,71772430000.0,75783000000.0
2063.0,79103345000.0,62321627000.0,73477870000.0,76826060000.0,77428730000.0,70208150000.0,78859930000.0,72034116000.0,71030825000.0,74850120000.0
2064.0,78578760000.0,61510070000.0,72736330000.0,76021660000.0,76853510000.0,69697420000.0,78824590000.0,71403850000.0,70314260000.0,74497630000.0
2065.0,78112860000.0,60519320000.0,72062310000.0,75480860000.0,76579560000.0,68951130000.0,78217230000.0,70745690000.0,69763880000.0,73950770000.0
2066.0,77614420000.0,59482096000.0,71606485000.0,74880230000.0,76374426000.0,68447097000.0,78004120000.0,70072160000.0,68864280000.0,73640020000.0
2067.0,77384114000.0,58576536000.0,71018660000.0,74255970000.0,75493140000.0,67981950000.0,77278100000.0,69508040000.0,68290806000.0,73212250000.0
2068.0,76555715000.0,57666780000.0,70321316000.0,73683804000.0,75674290000.0,67068640000.0,76929450000.0,68866320000.0,67555578000.0,73832240000.0
2069.0,75932975000.0,56718123000.0,69547246000.0,73304150000.0,75033310000.0,66358837000.0,76442330000.0,68234973000.0,66648433000.0,73068270000.0
2070.0,75672140000.0,55712436000.0,68860960000.0,72797766000.0,74394040000.0,65626874000.0,77540420000.0,67840848000.0,65880752000.0,72209190000.0
2071.0,74815030000.0,54716770000.0,68125348000.0,73545286000.0,74115270000.0,66805060000.0,75769480000.0,66900610000.0,65387000000.0,71822746000.0
2072.0,74255390000.0,53676896000.0,67367550000.0,72258040000.0,73576240000.0,64603320000.0,75496090000.0,66153886000.0,64654303000.0,75068790000.0
2073.0,73496190000.0,52887204000.0,66623197000.0,71383530000.0,72885854000.0,63707710000.0,74843046000.0,65404550000.0,63687635000.0,73735420000.0
2074.0,72936260000.0,51992370000.0,65787548000.0,70610730000.0,72440220000.0,62986203000.0,74331540000.0,64427710000.0,62977225000.0,72244175000.0
2075.0,72982210000.0,51036560000.0,65164214000.0,69773660000.0,71770060000.0,62517180000.0,73873190000.0,63653585000.0,62133096000.0,72148120000.0
2076.0,71927620000.0,50066194000.0,64375440000.0,69191540000.0,71233044000.0,61477760000.0,73773605000.0,62827990000.0,61661905000.0,72186770000.0
2077.0,71361315000.0,49173934000.0,63715512000.0,69194720000.0,70647420000.0,60700430000.0,73134645000.0,62097780000.0,60750082000.0,70339470000.0
2078.0,70714640000.0,48135877000.0,62949040000.0,69600400000.0,70060830000.0,60103100000.0,72810150000.0,61147517000.0,59954270000.0,69597676000.0
2079.0,69960390000.0,47066796000.0,62176840000.0,69813300000.0,69481325000.0,60203307000.0,71968500000.0,60375126000.0,58932640000.0,69443830000.0
2080.0,69281720000.0,46128190000.0,61158412000.0,67694630000.0,68763960000.0,58945122000.0,71217136000.0,59694416000.0,57987244000.0,68539388000.0
2081.0,68574503000.0,45254600000.0,60424647000.0,66361290000.0,68151730000.0,58131743000.0,70643450000.0,58751406000.0,57053032000.0,68386677000.0
2082.0,67839620000.0,44454216000.0,59538674000.0,65454264000.0,67422732000.0,57559814000.0,69901440000.0,57922613000.0,56228545000.0,67751772000.0
2083.0,67119490000.0,43576200000.0,58754843000.0,64482615000.0,66903073000.0,57124524000.0,69286310000.0,57315960000.0,55409582000.0,67355020000.0
2084.0,66635768000.0,42490680000.0,57800870000.0,64439340000.0,66244153000.0,56220815000.0,68565074000.0,56491934000.0,54451660000.0,66867958000.0
2085.0,66310975000.0,41388390000.0,56988353000.0,62876647000.0,65653330000.0,55547404000.0,67804320000.0,55456310000.0,53569466000.0,67233223000.0
2086.0,65853424000.0,40518537000.0,56031870000.0,64675607000.0,64843264000.0,54575174000.0,68018560000.0,54513664000.0,52640776000.0,66251670000.0
2087.0,64742277000.0,39608566000.0,55237490000.0,61794120000.0,64308683000.0,53814550000.0,67066434000.0,53849270000.0,51843420000.0,65803860000.0
2088.0,63951990000.0,38673654000.0,54104908000.0,60752663000.0,63580246000.0,52961972000.0,66550530000.0,52884312000.0,51023254000.0,65331634000.0
2089.0,63217824000.0,37706138000.0,52946522000.0,59756413000.0,62837244000.0,52073750000.0,65902682000.0,51951657000.0,50130080000.0,64954315000.0
2090.0,62638612000.0,36867863000.0,51938860000.0,58679955000.0,62499430000.0,51254333000.0,65036214000.0,50964648000.0,49126620000.0,64648503000.0
2091.0,61626990000.0,36045090000.0,50912383000.0,58146394000.0,61594380000.0,50588504000.0,64269525000.0,50146320000.0,48257868000.0,63979467000.0
2092.0,60997698000.0,35133985000.0,49987355000.0,57292050000.0,60776935000.0,50257200000.0,63363228000.0,49291240000.0,47366095000.0,63749440000.0
2093.0,60389642000.0,34389033000.0,49101455000.0,59713372000.0,59815340000.0,48757182000.0,62634467000.0,48478350000.0,46301336000.0,63087500000.0
2094.0,59531137000.0,33600969000.0,48282407000.0,55584590000.0,59408986000.0,47970243000.0,61830290000.0,47502942000.0,45365180000.0,62628160000.0
2095.0,58755270000.0,32603294000.0,47390160000.0,54884913000.0,58373080000.0,46969020000.0,61086360000.0,46836120000.0,44458344000.0,62556940000.0
2096.0,57927897000.0,31712370000.0,46442246000.0,53972537000.0,58110018000.0,46335377000.0,60253280000.0,45817872000.0,43810150000.0,61562110000.0
2097.0,57230870000.0,30951000000.0,45332110000.0,53293355000.0,57151844000.0,45866004000.0,59407640000.0,44966953000.0,43032715000.0,61076750000.0
2098.0,56548300000.0,30208223000.0,44354097000.0,52222400000.0,57310487000.0,44845666000.0,58649993000.0,44066480000.0,42114510000.0,61103866000.0
2099.0,55740280000.0,29476026000.0,43652700000.0,51415667000.0,56123150000.0,44061983000.0,57938050000.0,43253408000.0,41023332000.0,60342026000.0
2100.0,55087830000.0,28567482000.0,42664858000.0,52496044000.0,55300895000.0,43930080000.0,56891580000.0,42329805000.0,40339247000.0,59696290000.0
