time,CCSM4,GFDL-CM3,NORESM1-M,CNRM-CM5,GFDL-ESM2G,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,CANESM2,GISS-E2-R
2000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0
2001.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0
2002.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0
2003.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0
2004.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0
2005.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0
2006.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0
2007.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0
2008.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0
2009.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0
2010.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0
2011.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0
2012.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0
2013.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0
2014.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0
2015.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0
2016.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0
2017.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0
2018.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0
2019.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0
2020.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0
2021.0,87618260000.0,87403135000.0,87339250000.0,87683490000.0,87409700000.0,87739560000.0,87439790000.0,87354260000.0,87944790000.0,87630950000.0
2022.0,87501775000.0,87269890000.0,87279550000.0,87557235000.0,87793410000.0,87341150000.0,87194214000.0,87581850000.0,87487330000.0,87287910000.0
2023.0,87725875000.0,87011795000.0,87351394000.0,87269245000.0,87182705000.0,87414740000.0,87156990000.0,87168460000.0,87179280000.0,87136575000.0
2024.0,87470200000.0,86850280000.0,87306880000.0,87774860000.0,87099910000.0,86978750000.0,87223570000.0,87010880000.0,87140600000.0,86943030000.0
2025.0,87282980000.0,86679430000.0,87054180000.0,87582200000.0,86923390000.0,87194710000.0,86927220000.0,87058055000.0,86984660000.0,86820670000.0
2026.0,87374950000.0,86357010000.0,86972150000.0,87572100000.0,86874210000.0,86761460000.0,86766270000.0,87002330000.0,86864650000.0,86722080000.0
2027.0,87148880000.0,86088670000.0,86685830000.0,86875600000.0,86861240000.0,87003030000.0,86725520000.0,86726120000.0,86589660000.0,86515294000.0
2028.0,86965035000.0,85875890000.0,86456610000.0,86550060000.0,86798690000.0,86644540000.0,86458850000.0,86594840000.0,86397580000.0,86350170000.0
