time,CESM1-CAM5,NORESM1-M,CNRM-CM5,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CANESM2
2042.0,81466070000.0,83773280000.0,85152825000.0,85954220000.0,80665895000.0,85006660000.0,85115730000.0,84981150000.0,83461410000.0,84971545000.0,83894430000.0
2043.0,80822985000.0,83321184000.0,87661500000.0,85544255000.0,80062170000.0,85249760000.0,84866140000.0,84538060000.0,83161140000.0,85288390000.0,83634520000.0
2044.0,80283705000.0,82928840000.0,85617600000.0,85789540000.0,79488580000.0,84995424000.0,84617770000.0,85799420000.0,83045480000.0,84993930000.0,83671600000.0
2045.0,79628790000.0,82625540000.0,85732830000.0,86027950000.0,79114120000.0,84639850000.0,84509340000.0,84171520000.0,82681815000.0,84353840000.0,83089140000.0
2046.0,78998470000.0,82187354000.0,84759314000.0,85515250000.0,78348935000.0,84551810000.0,84263100000.0,83388810000.0,82287665000.0,84219630000.0,82972025000.0
2047.0,78465680000.0,81642780000.0,84421650000.0,85068230000.0,77750714000.0,84154570000.0,83971140000.0,83057230000.0,82083955000.0,85706015000.0,82427930000.0
2048.0,77812750000.0,81314260000.0,84050920000.0,85000045000.0,77119136000.0,83801580000.0,83650470000.0,82727700000.0,81670370000.0,84332920000.0,82114560000.0
2049.0,77254450000.0,80879040000.0,83865610000.0,84661860000.0,76526895000.0,83708940000.0,83241296000.0,82348570000.0,81336690000.0,83991610000.0,81840234000.0
2050.0,76838800000.0,80446415000.0,83451360000.0,84569200000.0,75993530000.0,84681070000.0,82988730000.0,81823590000.0,81017480000.0,83459970000.0,81408300000.0
2051.0,76175884000.0,79966430000.0,83402870000.0,84312510000.0,75444750000.0,83467680000.0,82907360000.0,81454460000.0,80607220000.0,83208540000.0,81141920000.0
2052.0,75542060000.0,80162890000.0,83103515000.0,84201980000.0,74887500000.0,83362960000.0,83037410000.0,81698060000.0,80186660000.0,82879060000.0,80455860000.0
2053.0,74800160000.0,79499670000.0,82932090000.0,84107715000.0,74349500000.0,82995446000.0,82341690000.0,81793550000.0,79762970000.0,82625450000.0,80027795000.0
2054.0,74043015000.0,78841830000.0,82854550000.0,84064190000.0,73694310000.0,82760745000.0,82551220000.0,80746220000.0,79528690000.0,82271700000.0,79734600000.0
2055.0,73326440000.0,78603256000.0,83381480000.0,83778690000.0,73052710000.0,82600034000.0,81838875000.0,80848314000.0,79067340000.0,82013610000.0,79321490000.0
2056.0,72584050000.0,78225910000.0,82870560000.0,83562810000.0,72387320000.0,82284700000.0,81602310000.0,79867535000.0,78534050000.0,81644790000.0,79442510000.0
2057.0,71645240000.0,77680280000.0,83971965000.0,83239320000.0,72158330000.0,81873320000.0,81494310000.0,79821820000.0,78459625000.0,81313235000.0,78822250000.0
2058.0,71093180000.0,77184750000.0,82124775000.0,83088840000.0,71280810000.0,81801904000.0,81030455000.0,79171270000.0,77857740000.0,81058230000.0,78443950000.0
2059.0,70715130000.0,76614170000.0,81252460000.0,82914850000.0,70598120000.0,81829560000.0,80783520000.0,78925420000.0,77584110000.0,81280210000.0,77839980000.0
2060.0,69518350000.0,76349270000.0,81006900000.0,82914060000.0,70061140000.0,81791650000.0,80654190000.0,78445765000.0,77162775000.0,80991230000.0,77353484000.0
2061.0,68973430000.0,75803650000.0,80966750000.0,82397980000.0,69413220000.0,81256870000.0,80211790000.0,78110620000.0,76549260000.0,80503830000.0,76895520000.0
2062.0,68248924000.0,75354060000.0,82467640000.0,82196460000.0,68684538000.0,80952254000.0,80706480000.0,77698310000.0,76100370000.0,80437910000.0,76545920000.0
2063.0,67616797000.0,75094350000.0,82826550000.0,82084905000.0,68016430000.0,80677085000.0,79744880000.0,77483590000.0,75743910000.0,80023470000.0,76042730000.0
2064.0,66486436000.0,74479160000.0,83513120000.0,81817800000.0,67326198000.0,80364520000.0,79370460000.0,77731130000.0,75218380000.0,79703730000.0,75591025000.0
2065.0,65681834000.0,74133600000.0,82642650000.0,81557310000.0,66667258000.0,80181330000.0,78921564000.0,76804280000.0,74898640000.0,79839800000.0,74956680000.0
2066.0,64827617000.0,73663660000.0,83548730000.0,81459675000.0,65942800000.0,79700210000.0,78726650000.0,76230844000.0,74700290000.0,79322145000.0,74657930000.0
2067.0,64000643000.0,73150456000.0,81619390000.0,81977100000.0,65284390000.0,79925470000.0,78454800000.0,75721155000.0,74111170000.0,79701140000.0,74041655000.0
2068.0,63337665000.0,72783130000.0,80885930000.0,81618936000.0,64765022000.0,79461050000.0,77968760000.0,75366540000.0,73538760000.0,79368600000.0,73743950000.0
2069.0,62368117000.0,72387870000.0,80147550000.0,81194870000.0,64273875000.0,79045616000.0,77753460000.0,74940690000.0,73071950000.0,79094690000.0,73191260000.0
2070.0,61692610000.0,71752310000.0,80329120000.0,80587280000.0,63697820000.0,78826120000.0,77496240000.0,74792710000.0,72680686000.0,78451425000.0,72772740000.0
2071.0,60983538000.0,71352580000.0,78996636000.0,80280265000.0,63074570000.0,78622340000.0,77052170000.0,74137264000.0,72216970000.0,78193370000.0,72236450000.0
2072.0,60296823000.0,71513800000.0,78535840000.0,80042435000.0,62354200000.0,78481470000.0,76774620000.0,73718194000.0,71945190000.0,78237930000.0,71902020000.0
2073.0,59761398000.0,70562250000.0,78263615000.0,79963070000.0,61513950000.0,79071180000.0,76254210000.0,73241040000.0,71351290000.0,79754470000.0,71567020000.0
2074.0,58902350000.0,70071390000.0,78183180000.0,79702940000.0,60935676000.0,78233540000.0,76067865000.0,73879720000.0,70856330000.0,79645565000.0,71135070000.0
2075.0,58411086000.0,69560130000.0,77771380000.0,79407980000.0,60244020000.0,78012440000.0,75455240000.0,72719880000.0,70347340000.0,78226326000.0,70742400000.0
2076.0,57590034000.0,69253415000.0,78124700000.0,79496310000.0,59573457000.0,77356520000.0,75159760000.0,72389010000.0,69907820000.0,77721980000.0,70458210000.0
2077.0,56979160000.0,68711494000.0,77037770000.0,79289950000.0,58781663000.0,76964770000.0,75523600000.0,71802120000.0,69326010000.0,77105630000.0,70006060000.0
2078.0,56093168000.0,68178485000.0,77023010000.0,79315510000.0,58231378000.0,76619660000.0,74753606000.0,71859840000.0,68840570000.0,77454025000.0,69607550000.0
2079.0,55405420000.0,67608410000.0,76663914000.0,78881680000.0,57542726000.0,76320900000.0,74098794000.0,72943500000.0,68268528000.0,78451720000.0,69205620000.0
2080.0,54562275000.0,67293102000.0,75892605000.0,79570020000.0,56861725000.0,75985310000.0,75158880000.0,71617930000.0,67756360000.0,78495270000.0,68940020000.0
2081.0,53607240000.0,66753958000.0,75397870000.0,79375925000.0,56439607000.0,76110270000.0,73508830000.0,70569026000.0,67196342000.0,77504365000.0,68221186000.0
2082.0,52800176000.0,66279674000.0,75637604000.0,80122140000.0,55773704000.0,75819380000.0,73786750000.0,71114750000.0,67605205000.0,77495860000.0,67555332000.0
2083.0,51970888000.0,65700905000.0,76565135000.0,78522515000.0,55190410000.0,75392790000.0,73176646000.0,70680430000.0,66282580000.0,76556935000.0,67410940000.0
2084.0,51221328000.0,65189060000.0,74521040000.0,78254785000.0,54545383000.0,75006390000.0,72728370000.0,69668570000.0,65714127000.0,76219350000.0,67005567000.0
2085.0,50526953000.0,64729653000.0,74040160000.0,77468975000.0,54031530000.0,74639630000.0,72474130000.0,69053290000.0,65277936000.0,76116040000.0,67397580000.0
2086.0,50483655000.0,64436140000.0,74090340000.0,77111920000.0,53475684000.0,74345390000.0,72029240000.0,68416140000.0,65380250000.0,75601720000.0,66152014000.0
2087.0,49145230000.0,63738135000.0,75122990000.0,76847700000.0,52792000000.0,73944410000.0,71806910000.0,67986610000.0,66900107000.0,76232230000.0,65763400000.0
2088.0,48274354000.0,63304212000.0,74373390000.0,76483210000.0,52188140000.0,73654410000.0,71341800000.0,67431920000.0,64185975000.0,75275670000.0,65101877000.0
2089.0,47465110000.0,62874264000.0,73224480000.0,77410100000.0,51687203000.0,73286890000.0,71066870000.0,67054928000.0,63874945000.0,74950290000.0,64449278000.0
2090.0,46856600000.0,62346110000.0,74018540000.0,76055355000.0,51116216000.0,73069120000.0,70557750000.0,66480930000.0,63257137000.0,74597425000.0,63934714000.0
2091.0,46162207000.0,61870506000.0,73172670000.0,75574420000.0,50393140000.0,72837920000.0,70183040000.0,66060706000.0,63019676000.0,74447530000.0,63316963000.0
2092.0,45475510000.0,61339927000.0,73346610000.0,75387994000.0,50211010000.0,72425824000.0,69752660000.0,65471025000.0,62325486000.0,74363360000.0,62725380000.0
2093.0,44844028000.0,60703980000.0,73824846000.0,74970860000.0,49325270000.0,72062850000.0,70197985000.0,65337870000.0,62200386000.0,74001010000.0,64249455000.0
2094.0,44198244000.0,60766745000.0,72466480000.0,74637930000.0,48657860000.0,71655260000.0,69046180000.0,64657220000.0,61516260000.0,73690060000.0,62266413000.0
2095.0,45298295000.0,59969417000.0,71789550000.0,74573660000.0,48061633000.0,71510260000.0,68702876000.0,64602640000.0,61009236000.0,73608946000.0,62550397000.0
2096.0,43338280000.0,59492130000.0,71562850000.0,74473120000.0,47942010000.0,71122970000.0,68818360000.0,64137974000.0,60680760000.0,73091890000.0,61138334000.0
2097.0,42705035000.0,59077610000.0,73201010000.0,74384610000.0,46954150000.0,72482595000.0,68000800000.0,63534965000.0,60203557000.0,72846480000.0,60710425000.0
2098.0,42000020000.0,58639802000.0,72100910000.0,74015470000.0,46433886000.0,71931390000.0,67542750000.0,63057300000.0,60273200000.0,72735556000.0,60314780000.0
2099.0,41141285000.0,58028184000.0,71320770000.0,73649430000.0,45933390000.0,70858280000.0,67938960000.0,63919395000.0,60520720000.0,72608014000.0,59682402000.0
2100.0,40440960000.0,59899367000.0,71474086000.0,75467610000.0,45280410000.0,70531840000.0,66855890000.0,64711647000.0,59368325000.0,75055415000.0,59114950000.0
