time,IPSL-CM5A-LR,GFDL-ESM2G,CSIRO-MK3-6-0,GFDL-CM3,CCSM4,NORESM1-M,CESM1-CAM5,CNRM-CM5,CANESM2,GISS-E2-R,MPI-ESM-LR
2042.0,84009665000.0,86035685000.0,85041590000.0,80587670000.0,84947300000.0,83548480000.0,81275620000.0,84244470000.0,84143270000.0,85384890000.0,83503240000.0
2043.0,83253170000.0,85113725000.0,84858460000.0,80039330000.0,84829380000.0,83269345000.0,80746670000.0,84401310000.0,83707320000.0,86175010000.0,83129385000.0
2044.0,83330320000.0,85289220000.0,84668260000.0,79454580000.0,84201415000.0,83217180000.0,80626470000.0,83923485000.0,83439210000.0,85193490000.0,82824420000.0
2045.0,82588025000.0,86353920000.0,84563890000.0,79077920000.0,84481606000.0,82767830000.0,80270370000.0,83534970000.0,83106070000.0,85063130000.0,82478800000.0
2046.0,84042375000.0,85206040000.0,84450260000.0,78303180000.0,84411450000.0,82392520000.0,79897040000.0,83432050000.0,82818430000.0,84895710000.0,82243680000.0
2047.0,82853580000.0,84608090000.0,84141090000.0,77633520000.0,83750670000.0,82114716000.0,79393640000.0,82958270000.0,82597210000.0,84711416000.0,81734430000.0
2048.0,81955520000.0,84277610000.0,84276216000.0,76994790000.0,83329770000.0,82807830000.0,78911600000.0,83243080000.0,82264240000.0,84846970000.0,81538930000.0
2049.0,81489210000.0,84509860000.0,83879660000.0,76361466000.0,83171780000.0,81603730000.0,78461580000.0,82592790000.0,82017255000.0,84481606000.0,81135670000.0
2050.0,81536420000.0,83909200000.0,83513760000.0,75749564000.0,82798580000.0,81103150000.0,77951370000.0,82099560000.0,81751960000.0,83999240000.0,80796160000.0
2051.0,81128030000.0,83917830000.0,83938480000.0,75177160000.0,83777390000.0,80674730000.0,77558310000.0,82784560000.0,81288670000.0,83816350000.0,81084950000.0
2052.0,80519010000.0,83416154000.0,83494740000.0,74574990000.0,83189330000.0,80702734000.0,77113740000.0,83289645000.0,80984700000.0,83675620000.0,80069250000.0
2053.0,80098530000.0,83326560000.0,83232470000.0,74011160000.0,82539860000.0,81659040000.0,76693920000.0,81704250000.0,80593986000.0,83433890000.0,79710150000.0
2054.0,79703106000.0,83409740000.0,82950504000.0,73305310000.0,83620340000.0,80061100000.0,76212540000.0,81236210000.0,80237580000.0,83203360000.0,79352950000.0
2055.0,79819980000.0,83362270000.0,82752040000.0,72670610000.0,82055500000.0,79522660000.0,75833230000.0,81502814000.0,79997390000.0,83521760000.0,78962420000.0
2056.0,79125310000.0,82885110000.0,83211820000.0,72124440000.0,82663320000.0,79713360000.0,75202960000.0,82486400000.0,79857280000.0,82975430000.0,78699870000.0
2057.0,78806000000.0,82948964000.0,83057170000.0,71766970000.0,82640450000.0,79476556000.0,74708210000.0,81734830000.0,79303385000.0,82606690000.0,78392460000.0
2058.0,78379680000.0,82824220000.0,82574030000.0,71213130000.0,82438630000.0,78738840000.0,74096720000.0,85493170000.0,79527430000.0,82472470000.0,78245880000.0
2059.0,79982000000.0,83344360000.0,82435940000.0,70518960000.0,82149150000.0,78429080000.0,73670870000.0,83092200000.0,78692990000.0,82612690000.0,78009920000.0
2060.0,78251930000.0,82426140000.0,82311220000.0,69831344000.0,81665590000.0,77900650000.0,73119070000.0,80965200000.0,78258800000.0,82165710000.0,77505585000.0
2061.0,77854950000.0,83274020000.0,81894605000.0,69156860000.0,81406670000.0,77588470000.0,72554970000.0,80321070000.0,77932220000.0,82536730000.0,77121110000.0
2062.0,77233470000.0,82500050000.0,81980220000.0,68738650000.0,83078690000.0,77528770000.0,71902330000.0,79654900000.0,77489530000.0,82297455000.0,76803210000.0
2063.0,77056180000.0,81955690000.0,81852960000.0,68069430000.0,83476190000.0,77082935000.0,71226155000.0,79069050000.0,77111860000.0,81814630000.0,76432876000.0
2064.0,76745950000.0,82990520000.0,81546020000.0,67560930000.0,82026960000.0,77040206000.0,70577340000.0,78554470000.0,77368254000.0,82167980000.0,76777505000.0
2065.0,76217410000.0,82161640000.0,83029570000.0,66986600000.0,81510670000.0,76341530000.0,69928910000.0,78491976000.0,77013066000.0,82603770000.0,76025850000.0
2066.0,77987720000.0,81603944000.0,81872765000.0,66430990000.0,82560320000.0,75903885000.0,69626720000.0,78050690000.0,76117570000.0,81942725000.0,75535730000.0
2067.0,76310310000.0,81865410000.0,81317740000.0,65889382000.0,81954185000.0,75525490000.0,68875500000.0,78104584000.0,75865360000.0,81474740000.0,75217990000.0
2068.0,75360820000.0,81293210000.0,80867860000.0,65241625000.0,81243890000.0,75184270000.0,68467150000.0,77793980000.0,75401224000.0,81108460000.0,74866065000.0
2069.0,74866970000.0,80919265000.0,81281360000.0,64637317000.0,80853180000.0,75201230000.0,67669180000.0,77452650000.0,75162360000.0,80812106000.0,74591920000.0
2070.0,74459850000.0,80676980000.0,80768910000.0,64223306000.0,80737340000.0,74581220000.0,66955882000.0,78956570000.0,74624410000.0,81007034000.0,74485370000.0
2071.0,74283310000.0,80820945000.0,80745200000.0,63738794000.0,80584240000.0,74177430000.0,66584506000.0,77702275000.0,74236540000.0,81104740000.0,74297580000.0
2072.0,73753500000.0,80887950000.0,80486070000.0,63114850000.0,80172800000.0,74696990000.0,65700980000.0,76962144000.0,73938575000.0,80846000000.0,73868810000.0
2073.0,73341810000.0,80546000000.0,80352944000.0,62510596000.0,80244790000.0,74428645000.0,64995615000.0,80250760000.0,73536545000.0,80370620000.0,73588690000.0
2074.0,72862950000.0,80337590000.0,80369110000.0,61883286000.0,80293640000.0,74691780000.0,64552890000.0,77566840000.0,73388060000.0,81835170000.0,73292480000.0
2075.0,72626340000.0,81248270000.0,80794680000.0,61546025000.0,79827960000.0,73661790000.0,64639054000.0,80781360000.0,73008185000.0,80659090000.0,72871680000.0
2076.0,72372265000.0,80461220000.0,81447625000.0,61059256000.0,79462310000.0,72973180000.0,63521180000.0,77851705000.0,72429820000.0,80057460000.0,72555700000.0
2077.0,72248750000.0,80253000000.0,81010170000.0,60585010000.0,79344615000.0,72867750000.0,62869914000.0,76622770000.0,71997145000.0,79757795000.0,72285770000.0
2078.0,74343550000.0,80498704000.0,79847320000.0,59889443000.0,81502070000.0,74867835000.0,62372270000.0,76302850000.0,71653550000.0,79789960000.0,71887010000.0
2079.0,71613284000.0,80021000000.0,79787850000.0,59388590000.0,79968050000.0,72073660000.0,61682580000.0,75620580000.0,71147540000.0,79728935000.0,71599810000.0
2080.0,71221000000.0,79481720000.0,79370010000.0,59051360000.0,79475150000.0,71785280000.0,61019620000.0,75140145000.0,71027330000.0,79713490000.0,71342900000.0
2081.0,70821460000.0,79822370000.0,79715950000.0,58260963000.0,79076890000.0,71463040000.0,60387380000.0,75901990000.0,70803420000.0,79358760000.0,70959110000.0
2082.0,70516530000.0,79296890000.0,78923590000.0,57755760000.0,79633230000.0,70941790000.0,59890856000.0,74583150000.0,70214080000.0,78975180000.0,70933930000.0
2083.0,70191650000.0,79067770000.0,79917420000.0,57321996000.0,78881780000.0,70490554000.0,59215065000.0,74262315000.0,69759790000.0,78742910000.0,70969700000.0
2084.0,69841870000.0,79281470000.0,79470870000.0,56809060000.0,79214580000.0,70032376000.0,59065123000.0,75439555000.0,69400700000.0,78968760000.0,70156540000.0
2085.0,69409370000.0,79081630000.0,79470985000.0,56316110000.0,78850910000.0,69773770000.0,58533090000.0,73730030000.0,69235290000.0,78912340000.0,70165200000.0
2086.0,69066990000.0,78436250000.0,78993230000.0,55810142000.0,81000890000.0,69218310000.0,58051166000.0,73322610000.0,68803674000.0,78403110000.0,69843214000.0
2087.0,69514985000.0,78762254000.0,78475444000.0,55258534000.0,79385680000.0,68884740000.0,57760035000.0,73155490000.0,68182585000.0,78140330000.0,69216450000.0
2088.0,68881250000.0,78535170000.0,79163340000.0,55026840000.0,80388370000.0,68628144000.0,56941460000.0,73170640000.0,68099730000.0,78178890000.0,69214855000.0
2089.0,68648722000.0,78821925000.0,78478975000.0,54458970000.0,79067546000.0,68099695000.0,56315146000.0,72314814000.0,67603650000.0,77958500000.0,69863840000.0
2090.0,71124870000.0,79052540000.0,78359716000.0,54052450000.0,78736940000.0,67905217000.0,55733826000.0,72033680000.0,67311116000.0,78895830000.0,68789600000.0
2091.0,69145630000.0,78274820000.0,78424320000.0,53810786000.0,78792794000.0,67501355000.0,55376314000.0,71731260000.0,66705846000.0,78429870000.0,68422705000.0
2092.0,68225937000.0,77844560000.0,77906510000.0,53369100000.0,79554036000.0,66967020000.0,54705590000.0,71999090000.0,66259476000.0,77981460000.0,68224820000.0
2093.0,68144714000.0,77666470000.0,77592680000.0,52777095000.0,78686370000.0,66429555000.0,54449857000.0,71341015000.0,65797132000.0,77529104000.0,68230890000.0
2094.0,68752110000.0,77417054000.0,77294350000.0,52680470000.0,78615940000.0,66190324000.0,53581513000.0,72200040000.0,66999116000.0,77264200000.0,67714933000.0
2095.0,67165872000.0,77459186000.0,77322780000.0,52099174000.0,78020810000.0,65914310000.0,53251265000.0,70947455000.0,65159310000.0,78388210000.0,68353290000.0
2096.0,66888835000.0,77037690000.0,77029060000.0,52258255000.0,78258045000.0,65742426000.0,52793430000.0,70396930000.0,64792474000.0,77452540000.0,67329966000.0
2097.0,66461737000.0,77827820000.0,76762510000.0,51810075000.0,80023850000.0,65390285000.0,52192780000.0,70527600000.0,64580680000.0,77028350000.0,67078550000.0
2098.0,66158158000.0,77155690000.0,76533590000.0,50934845000.0,79290830000.0,64987820000.0,51986610000.0,70013720000.0,64220033000.0,77087740000.0,66676433000.0
2099.0,65926300000.0,78745980000.0,76379100000.0,50470990000.0,78129414000.0,64560955000.0,51139408000.0,71167435000.0,63925953000.0,76982280000.0,67171074000.0
2100.0,65638250000.0,76925370000.0,76225440000.0,50055090000.0,78924235000.0,64285213000.0,50744500000.0,70315290000.0,63380767000.0,77021790000.0,67142970000.0
