time,CCSM4,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR
2000.0,3261691900000.0,3261691900000.0,3261691900000.0,3261691900000.0,3261691900000.0,3261691900000.0,3261691900000.0,3261691900000.0
2001.0,3256017200000.0,3256017200000.0,3256017200000.0,3256017200000.0,3256017200000.0,3256017200000.0,3256017200000.0,3256017200000.0
2002.0,3244047200000.0,3244047200000.0,3244047200000.0,3244047200000.0,3244047200000.0,3244047200000.0,3244047200000.0,3244047200000.0
2003.0,3238926200000.0,3238926200000.0,3238926200000.0,3238926200000.0,3238926200000.0,3238926200000.0,3238926200000.0,3238926200000.0
2004.0,3249195700000.0,3249195700000.0,3249195700000.0,3249195700000.0,3249195700000.0,3249195700000.0,3249195700000.0,3249195700000.0
2005.0,3252072500000.0,3252072500000.0,3252072500000.0,3252072500000.0,3252072500000.0,3252072500000.0,3252072500000.0,3252072500000.0
2006.0,3245444700000.0,3245444700000.0,3245444700000.0,3245444700000.0,3245444700000.0,3245444700000.0,3245444700000.0,3245444700000.0
2007.0,3224093300000.0,3224093300000.0,3224093300000.0,3224093300000.0,3224093300000.0,3224093300000.0,3224093300000.0,3224093300000.0
2008.0,3204348600000.0,3204348600000.0,3204348600000.0,3204348600000.0,3204348600000.0,3204348600000.0,3204348600000.0,3204348600000.0
2009.0,3181821600000.0,3181821600000.0,3181821600000.0,3181821600000.0,3181821600000.0,3181821600000.0,3181821600000.0,3181821600000.0
2010.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0
2011.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0
2012.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0
2013.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0
2014.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0
2015.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0
2016.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0
2017.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0
2018.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0
2019.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0
2020.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0
2021.0,3015341800000.0,3000319600000.0,3047611400000.0,3032893400000.0,3036641500000.0,3040917600000.0,3052891300000.0,3042337600000.0
2022.0,3000970500000.0,2957378000000.0,3033580700000.0,3008686700000.0,3024217000000.0,3020277700000.0,3030679600000.0,3028064700000.0
2023.0,2987013200000.0,2915068000000.0,3013072700000.0,2986043000000.0,3011738000000.0,3018419000000.0,3013435700000.0,3018436400000.0
2024.0,2948730500000.0,2866641400000.0,3009155700000.0,2964437600000.0,3001364000000.0,3003629400000.0,2995519500000.0,2998152700000.0
2025.0,2933247700000.0,2810799500000.0,2984332200000.0,2950121700000.0,2984014000000.0,2980277400000.0,2975265000000.0,2979649300000.0
2026.0,2915540700000.0,2749157600000.0,2961370800000.0,2932999700000.0,2956642700000.0,2943424100000.0,2944257200000.0,2969745000000.0
2027.0,2911974000000.0,2681337000000.0,2928944600000.0,2920298800000.0,2934323500000.0,2906325300000.0,2922402300000.0,2943950800000.0
2028.0,2885366000000.0,2629578500000.0,2912324700000.0,2907518800000.0,2898066400000.0,2873115000000.0,2895133800000.0,2917177800000.0
2029.0,2875631900000.0,2571544000000.0,2902910600000.0,2881581700000.0,2886247000000.0,2871196600000.0,2859218500000.0,2895214000000.0
2030.0,2866246600000.0,2522842400000.0,2877439300000.0,2846615400000.0,2878482400000.0,2836745700000.0,2837549200000.0,2868508600000.0
2031.0,2868031000000.0,2468528300000.0,2868288400000.0,2827577500000.0,2849079800000.0,2823720000000.0,2825353200000.0,2837017000000.0
2032.0,2862941200000.0,2417957500000.0,2850900400000.0,2820823600000.0,2820346700000.0,2835199000000.0,2813498200000.0,2811510000000.0
2033.0,2834224400000.0,2366990200000.0,2832539000000.0,2809297600000.0,2796702700000.0,2822172000000.0,2784676800000.0,2781400800000.0
2034.0,2805006300000.0,2316831300000.0,2819876200000.0,2781450000000.0,2774405700000.0,2784696200000.0,2760772000000.0,2755635700000.0
2035.0,2780985000000.0,2264913000000.0,2794816800000.0,2750142200000.0,2758493600000.0,2795122700000.0,2738959200000.0,2714077500000.0
2036.0,2758746800000.0,2212246000000.0,2765095400000.0,2725193700000.0,2743879900000.0,2784318500000.0,2714325000000.0,2679464500000.0
2037.0,2742123000000.0,2167119300000.0,2739148200000.0,2693680000000.0,2721879000000.0,2772220500000.0,2687816400000.0,2648458400000.0
2038.0,2707737800000.0,2108127600000.0,2708155700000.0,2675423300000.0,2696461400000.0,2750643000000.0,2673316000000.0,2612480700000.0
2039.0,2670411000000.0,2047841500000.0,2686757400000.0,2659894700000.0,2655583700000.0,2736052200000.0,2646041200000.0,2571964500000.0
2040.0,2636756500000.0,1995027100000.0,2654849500000.0,2643112500000.0,2634770800000.0,2733398600000.0,2607552700000.0,2527878700000.0
2041.0,2589644800000.0,1949543000000.0,2625032000000.0,2630454600000.0,2598815400000.0,2734007800000.0,2579634300000.0,2497319000000.0
2042.0,2563690500000.0,1900538200000.0,2600182000000.0,2594840200000.0,2582719000000.0,2704252900000.0,2545975600000.0,2467320000000.0
2043.0,2529640300000.0,1856753200000.0,2580136000000.0,2562572200000.0,2557735000000.0,2689132700000.0,2521608700000.0,2436590000000.0
2044.0,2522925500000.0,1795174300000.0,2571385000000.0,2523464200000.0,2531483200000.0,2671626700000.0,2488722800000.0,2396690600000.0
2045.0,2472430300000.0,1746969700000.0,2560614500000.0,2493980900000.0,2503223800000.0,2644446300000.0,2460703300000.0,2365547000000.0
2046.0,2445750800000.0,1698527400000.0,2530364000000.0,2480218000000.0,2467464000000.0,2631256500000.0,2433006700000.0,2333381200000.0
2047.0,2424092800000.0,1654028600000.0,2498842000000.0,2442018200000.0,2448539500000.0,2642763300000.0,2400548000000.0,2286365400000.0
2048.0,2394531300000.0,1603904700000.0,2477695400000.0,2415286300000.0,2431876300000.0,2625693500000.0,2378853300000.0,2244346600000.0
2049.0,2370645300000.0,1552194700000.0,2456310800000.0,2383034200000.0,2410158800000.0,2618184200000.0,2359537400000.0,2178651500000.0
2050.0,2323690600000.0,1510082700000.0,2421459500000.0,2351161700000.0,2407784300000.0,2605131000000.0,2339525400000.0,2141815200000.0
2051.0,2294640500000.0,1467166400000.0,2392569700000.0,2322148000000.0,2384653500000.0,2613685500000.0,2309296800000.0,2112228600000.0
2052.0,2275683600000.0,1417007700000.0,2382576000000.0,2305725600000.0,2345398400000.0,2605743300000.0,2274623200000.0,2077632000000.0
