time,CCSM4,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR
2053.0,2252595500000.0,1374898200000.0,2366511000000.0,2277960300000.0,2308265700000.0,2577267700000.0,2257210300000.0,2043608700000.0
2054.0,2214191200000.0,1331839600000.0,2346941200000.0,2249099600000.0,2269188500000.0,2535772400000.0,2227973400000.0,2004634200000.0
2055.0,2185563200000.0,1284159300000.0,2323061000000.0,2240747000000.0,2233578300000.0,2492599600000.0,2193641000000.0,1966643000000.0
2056.0,2166187600000.0,1237074000000.0,2295386600000.0,2243396400000.0,2207182200000.0,2481133700000.0,2156290100000.0,1928271900000.0
2057.0,2134571200000.0,1192522400000.0,2261671500000.0,2223640000000.0,2158422000000.0,2452137700000.0,2127700000000.0,1889621000000.0
2058.0,2102585500000.0,1148583500000.0,2240083000000.0,2190915100000.0,2129944600000.0,2406954300000.0,2096485500000.0,1863001700000.0
2059.0,2072530800000.0,1108060000000.0,2228398900000.0,2188918000000.0,2112137500000.0,2379921000000.0,2080761800000.0,1838950300000.0
2060.0,2036338900000.0,1071270660000.0,2203716700000.0,2179037800000.0,2072733400000.0,2325089000000.0,2052586700000.0,1815190000000.0
2061.0,2006433900000.0,1027500000000.0,2182939700000.0,2145716500000.0,2026543800000.0,2274962400000.0,2037621900000.0,1787352600000.0
2062.0,1983823200000.0,992378400000.0,2157245600000.0,2101316400000.0,1985216100000.0,2249995000000.0,2015866000000.0,1763605100000.0
2063.0,1962445200000.0,949356130000.0,2131581200000.0,2075177100000.0,1947052000000.0,2216162000000.0,1986115400000.0,1731054100000.0
2064.0,1937332100000.0,911107600000.0,2103787000000.0,2057705900000.0,1905957900000.0,2189542200000.0,1960949300000.0,1702418400000.0
2065.0,1910694000000.0,877006000000.0,2081711800000.0,2029257800000.0,1875708500000.0,2170542400000.0,1941384000000.0,1670620100000.0
2066.0,1884122500000.0,848022540000.0,2068801900000.0,1996221000000.0,1853007600000.0,2140279900000.0,1918635900000.0,1641029600000.0
2067.0,1849805600000.0,815423000000.0,2054496300000.0,1966431800000.0,1828973400000.0,2090080000000.0,1878091600000.0,1610802500000.0
2068.0,1811829000000.0,782846500000.0,2032951400000.0,1942132800000.0,1776738200000.0,2066244600000.0,1862054300000.0,1582186600000.0
2069.0,1776460100000.0,758285530000.0,2017313400000.0,1909687700000.0,1756053100000.0,2027632300000.0,1824450800000.0,1550732800000.0
2070.0,1745347800000.0,724572800000.0,1991543000000.0,1872478700000.0,1712866500000.0,1981224000000.0,1794584900000.0,1518745600000.0
2071.0,1718284000000.0,699567830000.0,1975337400000.0,1844141800000.0,1661278100000.0,1952030400000.0,1762477700000.0,1495374600000.0
2072.0,1683935500000.0,671639000000.0,1957592200000.0,1813737500000.0,1637289300000.0,1914498700000.0,1726253800000.0,1461824900000.0
2073.0,1644734600000.0,647675200000.0,1941679900000.0,1792120700000.0,1619608500000.0,1879362200000.0,1692203200000.0,1436813100000.0
2074.0,1615862200000.0,625160160000.0,1922050700000.0,1760162900000.0,1587067200000.0,1863978500000.0,1666313100000.0,1407236300000.0
2075.0,1583030300000.0,600148600000.0,1903190600000.0,1718174900000.0,1550310700000.0,1831646400000.0,1626258700000.0,1374282800000.0
2076.0,1544082700000.0,576151300000.0,1877067300000.0,1671772200000.0,1513775000000.0,1805101000000.0,1572418000000.0,1334973400000.0
2077.0,1520376200000.0,550422700000.0,1853702700000.0,1632422100000.0,1484045500000.0,1767017400000.0,1550276400000.0,1310640800000.0
2078.0,1494926500000.0,532538950000.0,1836206700000.0,1609127400000.0,1445619200000.0,1742568300000.0,1528865000000.0,1275381500000.0
2079.0,1470046500000.0,512798750000.0,1823115000000.0,1583794900000.0,1411283600000.0,1702847400000.0,1497818300000.0,1244220500000.0
2080.0,1446367700000.0,492841300000.0,1793869200000.0,1534502900000.0,1388582900000.0,1657811800000.0,1470221000000.0,1212306600000.0
2081.0,1413687300000.0,475616350000.0,1769503500000.0,1490175400000.0,1353373300000.0,1624822500000.0,1437835100000.0,1181652600000.0
2082.0,1376786300000.0,459478800000.0,1743495600000.0,1453822600000.0,1322568500000.0,1596909300000.0,1415011400000.0,1154869500000.0
2083.0,1350636900000.0,441734140000.0,1719626800000.0,1430267900000.0,1295156900000.0,1563984100000.0,1391024500000.0,1129190400000.0
2084.0,1322777600000.0,426213180000.0,1693013800000.0,1401558900000.0,1277222000000.0,1529848300000.0,1365730100000.0,1097322100000.0
2085.0,1288497300000.0,409138820000.0,1660294300000.0,1362353500000.0,1254492000000.0,1504592700000.0,1344248700000.0,1075717340000.0
2086.0,1267426900000.0,393831220000.0,1628746700000.0,1327394000000.0,1229684100000.0,1483990100000.0,1317915500000.0,1046462700000.0
2087.0,1246612800000.0,379393000000.0,1609319000000.0,1302787300000.0,1210220200000.0,1463559000000.0,1281478400000.0,1022060900000.0
2088.0,1222880500000.0,365108330000.0,1585722400000.0,1273312000000.0,1183438100000.0,1441992400000.0,1252614500000.0,997201100000.0
2089.0,1211061900000.0,352225330000.0,1563733500000.0,1241236200000.0,1156696600000.0,1416493700000.0,1232988400000.0,971946900000.0
2090.0,1183336100000.0,338301400000.0,1535290400000.0,1203582000000.0,1127014900000.0,1393868800000.0,1204375800000.0,942165100000.0
2091.0,1155596800000.0,325661230000.0,1513343800000.0,1182838800000.0,1096422460000.0,1361007000000.0,1173917100000.0,917358640000.0
2092.0,1130836000000.0,314257150000.0,1483563100000.0,1156833300000.0,1072529800000.0,1347325000000.0,1151717100000.0,888865800000.0
2093.0,1110946700000.0,299023500000.0,1461235200000.0,1126171000000.0,1049820400000.0,1332646900000.0,1131764300000.0,857234300000.0
2094.0,1091850400000.0,285425340000.0,1450340900000.0,1102424300000.0,1033654200000.0,1291879300000.0,1109783900000.0,831723100000.0
2095.0,1071038100000.0,273346610000.0,1429794600000.0,1078584900000.0,1007829400000.0,1286172200000.0,1081245430000.0,806964040000.0
2096.0,1050948860000.0,262018960000.0,1411703500000.0,1040010440000.0,984157800000.0,1287173200000.0,1056515000000.0,784384100000.0
2097.0,1033751950000.0,250786680000.0,1390085100000.0,999471100000.0,966070570000.0,1277237500000.0,1032437370000.0,762807260000.0
2098.0,1016201350000.0,241099640000.0,1364586100000.0,968461000000.0,944696070000.0,1261769700000.0,1003395900000.0,746153500000.0
2099.0,1000561200000.0,230494320000.0,1339967500000.0,948889700000.0,928047960000.0,1242901800000.0,977412300000.0,724649100000.0
2100.0,988897500000.0,220731210000.0,1319971500000.0,923719600000.0,901784500000.0,1224347400000.0,952674700000.0,703166940000.0
