time,CANESM5,CESM2-WACCM,MRI-ESM2-0,ACCESS-ESM1-5,ACCESS-CM2,IPSL-CM6A-LR
2062.0,16609553000.0,27291873000.0,26075420000.0,24876562000.0,25824598000.0,24764110000.0
2063.0,16022069000.0,26690087000.0,25398070000.0,24278393000.0,25154230000.0,24046393000.0
2064.0,15332804000.0,25939190000.0,24606644000.0,23638090000.0,24560263000.0,23289850000.0
2065.0,14682004000.0,25405297000.0,24088637000.0,23033969000.0,23656782000.0,22577900000.0
2066.0,13974820000.0,24910660000.0,23541068000.0,22359220000.0,22867894000.0,21906430000.0
2067.0,13339106000.0,24130980000.0,23006167000.0,21550905000.0,22245126000.0,21293021000.0
2068.0,12706536000.0,23420287000.0,22300944000.0,20940016000.0,21433145000.0,20571992000.0
2069.0,11964188000.0,22876996000.0,21814577000.0,20367206000.0,20816466000.0,19951227000.0
2070.0,11319513000.0,22245267000.0,21237310000.0,19734491000.0,20116052000.0,19285174000.0
2071.0,10673910000.0,21618710000.0,20699930000.0,19051414000.0,19463311000.0,18658148000.0
2072.0,10160269000.0,21040871000.0,20187740000.0,18476665000.0,18891375000.0,18039673000.0
2073.0,9550373000.0,20468204000.0,19757980000.0,17829515000.0,18248160000.0,17422907000.0
2074.0,9024759000.0,19862761000.0,19261553000.0,17313372000.0,17657524000.0,16888364000.0
2075.0,8488151600.0,19288031000.0,18731596000.0,16725737000.0,17165234000.0,16289358000.0
2076.0,8033285600.0,18795676000.0,18172527000.0,16078804000.0,16646263000.0,15678628000.0
2077.0,7561052000.0,18250965000.0,17755260000.0,15582821000.0,16113104000.0,15161447000.0
2078.0,7216562000.0,17649687000.0,17232208000.0,15137801000.0,15631261000.0,14635912000.0
2079.0,6780044000.0,17109133000.0,16736557000.0,14576792000.0,15103731000.0,14064583000.0
2080.0,6385517600.0,16631740000.0,16307076000.0,14023906000.0,14647961000.0,13534597000.0
2081.0,6146601500.0,16219227000.0,15884615000.0,13547689000.0,14132395000.0,13056200000.0
2082.0,5847987000.0,15667064000.0,15453755000.0,13152359000.0,13659611000.0,12540981000.0
2083.0,5513283600.0,15136476000.0,15155595000.0,12713488000.0,13154098000.0,12024895000.0
2084.0,5223776000.0,14708903000.0,14653610000.0,12268710000.0,12733330000.0,11590250000.0
2085.0,4950828000.0,14282808000.0,14281521000.0,11841135000.0,12309767000.0,11203646000.0
2086.0,4705103400.0,13802038000.0,13902370000.0,11489767000.0,11850149000.0,10782645000.0
2087.0,4485329000.0,13403529000.0,13561962000.0,11189314000.0,11473184000.0,10394071000.0
2088.0,4295525000.0,13074488000.0,13253934000.0,10852756000.0,11137853000.0,9981545000.0
2089.0,4073180700.0,12747086000.0,12908107000.0,10528669000.0,10801605000.0,9618911000.0
2090.0,3858758100.0,12372258000.0,12610459000.0,10229754000.0,10431442000.0,9320350000.0
2091.0,3694739500.0,11971986000.0,12330895000.0,9924707000.0,10052187000.0,8944315000.0
2092.0,3489243000.0,11642502000.0,12045472000.0,9716496000.0,9704280000.0,8535173000.0
2093.0,3335359500.0,11247843000.0,11694678000.0,9394134000.0,9213640000.0,8170767400.0
2094.0,3151681000.0,10903602000.0,11382664000.0,9094840000.0,8909502000.0,7802345000.0
2095.0,3060631800.0,10600515000.0,11041653000.0,8838929000.0,8620675000.0,7329148000.0
2096.0,2935110400.0,10300285000.0,10696739000.0,8578092000.0,8255478000.0,6870977000.0
2097.0,2769531000.0,9995437000.0,10355997000.0,8323161000.0,7906914000.0,6513521000.0
2098.0,2650171400.0,9637974000.0,9958013000.0,8075538400.0,7513124000.0,6113115000.0
2099.0,2536291300.0,9289364000.0,9600092000.0,7854675500.0,7051924500.0,5730763300.0
2100.0,2399264500.0,8866666000.0,9322656000.0,7573150000.0,6531819500.0,5454209000.0
2101.0,2305510100.0,8552592400.0,9002051000.0,7275034600.0,6161194500.0,5103963000.0
2102.0,2283518000.0,8233853400.0,8683523000.0,7016732700.0,5742180400.0,4741267000.0
2103.0,2154413600.0,7912739000.0,8354326500.0,6748387300.0,5385219600.0,4410807300.0
2104.0,2054815700.0,7594985500.0,8052894000.0,6383702500.0,5033288000.0,4148742700.0
2105.0,1954062100.0,7290350000.0,7767707000.0,6031397000.0,4703352000.0,3900755700.0
2106.0,1892631800.0,6981895000.0,7443233300.0,5736377300.0,4339219000.0,3649726500.0
2107.0,1847383900.0,6711241700.0,7125952500.0,5339911000.0,4011529000.0,3434208800.0
2108.0,1801032200.0,6399333000.0,6833342500.0,5111316500.0,3654097200.0,3194367500.0
2109.0,1736334300.0,6106299000.0,6566974500.0,4776703500.0,3312552700.0,3012841000.0
2110.0,1657868000.0,5819669500.0,6358265300.0,4543282700.0,3027877600.0,2837910300.0
2111.0,1568824800.0,5537470000.0,6176331000.0,4357273600.0,2753247000.0,2677601500.0
2112.0,1545807500.0,5342906400.0,5931980000.0,4119845600.0,2532267000.0,2527447000.0
2113.0,1521595600.0,5121410000.0,5664941000.0,3950902500.0,2346296000.0,2373983500.0
2114.0,1488192500.0,4882077000.0,5488092000.0,3754023200.0,2173127200.0,2267255600.0
2115.0,1436905000.0,4612122000.0,5282745300.0,3556626000.0,2011557000.0,2175312400.0
2116.0,1372435000.0,4356305000.0,5076916700.0,3308715000.0,1795628900.0,2084063200.0
2117.0,1327796400.0,4180888600.0,4874311700.0,3139976400.0,1635927000.0,2014714000.0
2118.0,1274883000.0,3956421000.0,4670191600.0,3031091200.0,1514393500.0,1949655700.0
2119.0,1244709100.0,3752057000.0,4488060000.0,2747354400.0,1430522500.0,1881048400.0
2120.0,1232046500.0,3518876200.0,4294402600.0,2629937700.0,1358817400.0,1824818300.0
2121.0,1181896800.0,3300068000.0,4128149800.0,2537127200.0,1277963100.0,1759437200.0
2122.0,1163927600.0,3136294000.0,3966294500.0,2418924500.0,1161391900.0,1725009900.0
2123.0,1142942300.0,2947318300.0,3829936000.0,2279668500.0,1045917500.0,1646750300.0
2124.0,1117757800.0,2737245400.0,3656929300.0,2187882000.0,950910300.0,1604864800.0
2125.0,1086152800.0,2656941600.0,3500131300.0,2077502500.0,885867200.0,1537829000.0
2126.0,1059149100.0,2519380700.0,3375195400.0,1991603300.0,835228000.0,1499281000.0
2127.0,1034569700.0,2419963000.0,3239597000.0,1852918500.0,792013060.0,1432495100.0
2128.0,946664300.0,2331360800.0,3065633300.0,1770953100.0,734977300.0,1351524100.0
2129.0,933177500.0,2215739400.0,2970237700.0,1678530400.0,698782900.0,1255416600.0
2130.0,896463360.0,2097573500.0,2839550000.0,1579178100.0,642814400.0,1208515000.0
2131.0,867092700.0,2013630000.0,2729564700.0,1533084800.0,616974400.0,1171561200.0
2132.0,861136800.0,1939487200.0,2684031700.0,1477055700.0,599208640.0,1080055400.0
2133.0,849836350.0,1820896100.0,2596083700.0,1426224100.0,565739400.0,990951040.0
2134.0,840745300.0,1773160300.0,2503595800.0,1385522400.0,537143000.0,901279100.0
2135.0,826629000.0,1678004400.0,2377649700.0,1357146000.0,494176100.0,840037250.0
2136.0,819657500.0,1637888100.0,2296602600.0,1319671000.0,461463870.0,757899260.0
2137.0,814010700.0,1601402200.0,2221510700.0,1277232400.0,447889380.0,724735500.0
2138.0,858015600.0,1540726800.0,2156570000.0,1234904600.0,419082100.0,663358140.0
2139.0,783565900.0,1466967900.0,2116953000.0,1176278800.0,406083070.0,640972860.0
2140.0,772309200.0,1415832800.0,2009294800.0,1129232500.0,374126560.0,604669760.0
2141.0,725538700.0,1394418800.0,1956007200.0,1079415700.0,366419650.0,564834500.0
2142.0,711220100.0,1328876400.0,1906063400.0,1042437440.0,360040420.0,476946940.0
2143.0,703923460.0,1320333300.0,1822785400.0,1016714000.0,338762940.0,383478600.0
2144.0,696959940.0,1237334500.0,1770461600.0,991929300.0,323273800.0,346008500.0
2145.0,687693950.0,1212733400.0,1681640400.0,969265000.0,318666100.0,328530400.0
2146.0,665881500.0,1182070300.0,1628230800.0,943509200.0,304010980.0,286164580.0
2147.0,665342850.0,1137447400.0,1565455100.0,889280900.0,298013700.0,272904800.0
2148.0,647028200.0,1080866000.0,1447158900.0,854900600.0,287501470.0,242942800.0
2149.0,634187000.0,1055994600.0,1418609800.0,826420500.0,269782900.0,235355280.0
2150.0,630281700.0,1024648960.0,1390670500.0,794307800.0,263888580.0,230479180.0
2151.0,604135900.0,978630500.0,1319733500.0,765016400.0,242792380.0,207405360.0
2152.0,606604540.0,982834370.0,1283272700.0,711080100.0,234283470.0,202072000.0
2153.0,587548700.0,937998300.0,1231809400.0,694864260.0,225104750.0,169944290.0
2154.0,581930430.0,920448640.0,1203412000.0,686738940.0,216461600.0,166804530.0
2155.0,579930240.0,903037250.0,1169506000.0,669203900.0,200710740.0,157014990.0
2156.0,576881600.0,874738200.0,1128289700.0,653887550.0,197054140.0,144003970.0
2157.0,569955300.0,854092300.0,1093692500.0,644564700.0,195989280.0,134155000.0
2158.0,565361400.0,831580700.0,1078068900.0,621526300.0,183605140.0,124188000.0
2159.0,560054300.0,820585500.0,1057548200.0,613277000.0,174968800.0,109342744.0
2160.0,543789250.0,806581200.0,1042003600.0,579142660.0,164801520.0,103727750.0
2161.0,537097100.0,771031200.0,1003990200.0,564669400.0,160181840.0,100432970.0
2162.0,524102850.0,758606340.0,942609860.0,554998400.0,157680780.0,99131060.0
2163.0,503186100.0,742810800.0,887010100.0,524987600.0,154200080.0,94063580.0
2164.0,500347520.0,742199900.0,870496200.0,512867460.0,148790830.0,89934800.0
2165.0,497448930.0,727668860.0,865559300.0,486106600.0,145840860.0,88904890.0
2166.0,496830600.0,728016000.0,850604300.0,470319260.0,144887740.0,89600510.0
2167.0,473009700.0,714982700.0,835365200.0,454847500.0,140083860.0,89160056.0
2168.0,459832400.0,705177300.0,815572350.0,444617570.0,138537570.0,85425270.0
2169.0,457737400.0,694428860.0,811338200.0,435480860.0,137383550.0,81178936.0
2170.0,453194180.0,683249500.0,782037700.0,427792420.0,126968860.0,72602790.0
2171.0,450114600.0,681174500.0,776274100.0,419455680.0,120925096.0,75076070.0
2172.0,451099420.0,682132200.0,764391040.0,395589470.0,112480360.0,68342740.0
2173.0,438115840.0,662863040.0,751748030.0,392099650.0,112434690.0,59626240.0
2174.0,434014800.0,648526340.0,740925250.0,388261200.0,107059550.0,59290936.0
2175.0,429210240.0,667853200.0,727860860.0,385288900.0,106359140.0,58598976.0
2176.0,428145800.0,632955800.0,711332740.0,377415300.0,103195310.0,56507144.0
2177.0,418356740.0,627203500.0,721551200.0,365001760.0,98137210.0,52074050.0
2178.0,417227680.0,616183500.0,683788300.0,353424580.0,97474270.0,51841030.0
2179.0,407161860.0,621974140.0,673657500.0,348665860.0,97090130.0,51416680.0
2180.0,403543040.0,615908860.0,663785200.0,341283970.0,96069010.0,53412612.0
2181.0,403311140.0,604791400.0,659007100.0,335499700.0,95517820.0,50075692.0
2182.0,402020100.0,590254000.0,654638300.0,334282000.0,94966184.0,49665692.0
2183.0,396410750.0,571135940.0,647088500.0,323250340.0,94717864.0,47506136.0
2184.0,395465800.0,567291200.0,637534340.0,311463520.0,91038050.0,47379156.0
2185.0,393542660.0,575010700.0,634391900.0,301993730.0,89084620.0,47136910.0
2186.0,397866720.0,560887940.0,627177200.0,299078700.0,85875400.0,45556948.0
2187.0,389669120.0,553252030.0,621295700.0,293928540.0,85298630.0,45425420.0
2188.0,388885120.0,542701200.0,613414700.0,291105860.0,84799864.0,45148810.0
2189.0,387101660.0,538142200.0,615064400.0,287174750.0,83364696.0,42804936.0
2190.0,403316860.0,535735460.0,582848640.0,284658180.0,80831630.0,34139564.0
2191.0,389304400.0,521304960.0,594329200.0,278090050.0,66543560.0,33954684.0
2192.0,384526600.0,510417630.0,578835100.0,277086530.0,65912804.0,33490518.0
2193.0,383662100.0,507229300.0,534850800.0,273888770.0,59623200.0,31557478.0
2194.0,380646140.0,501073660.0,510995970.0,267441340.0,59459390.0,31486540.0
2195.0,373667460.0,496312420.0,506338000.0,262661100.0,59340424.0,31090578.0
2196.0,368211040.0,494180320.0,500869980.0,255662990.0,59292376.0,30787084.0
2197.0,363909860.0,477830240.0,498047140.0,253769060.0,59102400.0,30742236.0
2198.0,370541630.0,470624500.0,513048060.0,250922780.0,57265612.0,32514732.0
2199.0,360990530.0,461573860.0,497617950.0,245359680.0,54255160.0,30680270.0
2200.0,357699650.0,438254270.0,495240420.0,239163020.0,54200748.0,30134824.0
2201.0,356812220.0,432333200.0,493555420.0,231089780.0,53743236.0,29854306.0
2202.0,365233060.0,416224000.0,492345900.0,229927220.0,52991044.0,28099820.0
2203.0,352051300.0,413541250.0,486114720.0,226694340.0,52280164.0,31761492.0
2204.0,349795600.0,405588060.0,488589300.0,218449520.0,49959464.0,28092886.0
2205.0,345200100.0,397442880.0,483073760.0,217310420.0,54507590.0,25908792.0
2206.0,347366700.0,404609920.0,480220160.0,219162200.0,48217800.0,25900746.0
2207.0,344070140.0,381260450.0,462119000.0,198272110.0,53412132.0,25901206.0
2208.0,343243330.0,373697120.0,498413200.0,191576500.0,48187916.0,25899802.0
2209.0,343154020.0,365468220.0,458695600.0,187115300.0,40118944.0,33676944.0
2210.0,342887700.0,361977000.0,458263100.0,180692930.0,40077068.0,26526286.0
2211.0,334189250.0,357294620.0,460066370.0,179952000.0,37909376.0,26384740.0
2212.0,333918940.0,355920740.0,444330400.0,178607740.0,37910160.0,17852018.0
2213.0,300958100.0,347989920.0,442026140.0,183949020.0,37847840.0,17796280.0
2214.0,301441860.0,336391140.0,438416480.0,184786850.0,37822556.0,22062088.0
2215.0,299062050.0,334155000.0,439129660.0,181178720.0,37450624.0,20022838.0
2216.0,299173020.0,332557400.0,435272100.0,180229540.0,37175556.0,20028396.0
2217.0,297603600.0,316755400.0,409209000.0,175244560.0,35770668.0,18323122.0
2218.0,297747700.0,315389730.0,408355520.0,174480430.0,35768532.0,17773578.0
2219.0,295799900.0,314609920.0,404958980.0,169042910.0,35765456.0,17772352.0
2220.0,295238530.0,312503520.0,404453100.0,168723660.0,35712236.0,16689735.0
2221.0,295462340.0,302717980.0,403848100.0,164995140.0,35711020.0,16686323.0
2222.0,295038050.0,302094800.0,398975700.0,164563060.0,35331810.0,16579103.0
2223.0,296735800.0,299079070.0,397642370.0,164030910.0,35327224.0,16578337.0
2224.0,294248320.0,296028400.0,396501500.0,163594910.0,35322130.0,16574812.0
2225.0,292550600.0,288790100.0,399407500.0,162543300.0,35317108.0,18027304.0
2226.0,292317900.0,287243520.0,395249340.0,158866000.0,34932344.0,16572610.0
2227.0,292188380.0,285453300.0,395245950.0,158584860.0,34189852.0,16567903.0
2228.0,290287650.0,268280880.0,394152130.0,158571790.0,34177660.0,16559282.0
2229.0,290404930.0,267028770.0,393802370.0,158358290.0,34167450.0,16559305.0
2230.0,290467000.0,258897730.0,392069280.0,157014880.0,33762150.0,16559162.0
2231.0,291326200.0,257186430.0,390234600.0,152459150.0,33764570.0,16552430.0
2232.0,293444900.0,256891550.0,393259200.0,152055170.0,34279116.0,16552028.0
2233.0,291334180.0,244165550.0,389291900.0,144394200.0,33753050.0,16527952.0
2234.0,298804500.0,238829440.0,384456770.0,143563790.0,34168724.0,16517954.0
2235.0,295632600.0,237511700.0,388481200.0,143314100.0,33643216.0,16514811.0
2236.0,294970080.0,230227700.0,374043400.0,140266350.0,34108548.0,16511947.0
2237.0,295111970.0,232487620.0,373011520.0,135164000.0,33575010.0,15708158.0
2238.0,292299100.0,229026700.0,371152860.0,132989976.0,32720422.0,9334679.0
2239.0,290720000.0,228146740.0,372295360.0,132630990.0,32710188.0,9332680.0
2240.0,290648420.0,220388740.0,369522500.0,132001820.0,24173020.0,9357866.0
2241.0,287375070.0,216017260.0,367690020.0,126287490.0,23579724.0,9363057.0
2242.0,287762370.0,221191570.0,372435840.0,124519416.0,24062668.0,9338087.0
2243.0,287013220.0,215497620.0,365427260.0,122810620.0,23540792.0,9330421.0
2244.0,278577860.0,216395120.0,363790460.0,120933300.0,23048992.0,8421801.0
2245.0,278137380.0,212165150.0,363241380.0,127276296.0,23054138.0,7108774.0
2246.0,280091260.0,204746140.0,364938050.0,119897910.0,23056732.0,7107689.5
2247.0,279422720.0,203419040.0,363326600.0,115910136.0,23045304.0,7103771.5
2248.0,277381700.0,203273940.0,363258800.0,115606120.0,23035968.0,7100222.0
2249.0,278143400.0,203038510.0,346742700.0,112168040.0,25635284.0,7096926.5
2250.0,282862300.0,202438690.0,347060350.0,112458570.0,23051204.0,7092993.5
2251.0,277548930.0,203262700.0,334873800.0,111236100.0,23048626.0,9407647.0
2252.0,279187200.0,201249600.0,336281300.0,110973440.0,21726624.0,7101004.5
2253.0,278335680.0,200917860.0,334979360.0,110876040.0,21720314.0,9339056.0
2254.0,279990100.0,198597710.0,344400200.0,107616800.0,27531328.0,7100822.0
2255.0,277383420.0,194869890.0,327565860.0,106703290.0,25858942.0,7095571.5
2256.0,277493820.0,216821810.0,327607200.0,106668030.0,27378396.0,7095610.0
2257.0,277195230.0,194220740.0,327788000.0,106308260.0,25714972.0,8485739.0
2258.0,276225730.0,195012160.0,325186100.0,105573570.0,21932838.0,7996353.5
2259.0,276259680.0,195232200.0,328862340.0,105127790.0,21820818.0,13098253.0
2260.0,276144200.0,194047650.0,323777600.0,104457470.0,21823406.0,9456684.0
2261.0,275944260.0,190222480.0,323547070.0,104202856.0,21303438.0,8917489.0
2262.0,275871300.0,192730140.0,322181630.0,108609400.0,21300884.0,8921453.0
2263.0,275296130.0,188058130.0,322675800.0,105643576.0,23422182.0,7995893.5
2264.0,275320480.0,187815790.0,328206200.0,103739700.0,21300946.0,7992238.5
2265.0,275108740.0,196075760.0,334245280.0,103316136.0,21295034.0,7087470.5
2266.0,274900060.0,208924100.0,330196320.0,103313416.0,21315938.0,7087222.5
2267.0,272415200.0,190077280.0,322281100.0,117345360.0,21833716.0,7083623.0
2268.0,272206180.0,187440860.0,321778800.0,103147140.0,21652744.0,7078942.5
2269.0,272214940.0,185633310.0,321578940.0,102399160.0,21294000.0,7079252.5
2270.0,271722100.0,185780020.0,330122050.0,103103580.0,21284862.0,17248872.0
2271.0,271781950.0,183495440.0,317326940.0,102408470.0,25074072.0,7985696.0
2272.0,271726400.0,183558540.0,317493600.0,102390170.0,22163904.0,8010837.0
2273.0,272227840.0,183274350.0,322660060.0,106241224.0,21281862.0,7080778.5
2274.0,272272320.0,184338940.0,319327000.0,101973784.0,20915968.0,7079082.5
2275.0,271054270.0,182899470.0,386302980.0,103896616.0,20914104.0,16497998.0
2276.0,270736930.0,182168980.0,315464480.0,103380830.0,20916778.0,11098989.0
2277.0,270796260.0,181281300.0,351540200.0,103223600.0,20925792.0,7990234.5
2278.0,270693220.0,179214140.0,318250750.0,119730310.0,20918174.0,7086052.0
2279.0,270481020.0,181078380.0,335499070.0,105273370.0,23389476.0,7083152.5
2280.0,270477820.0,189102880.0,325798560.0,104753920.0,20845908.0,9734319.0
2281.0,269828770.0,179195970.0,310432960.0,102682776.0,20857172.0,7984622.0
2282.0,274021630.0,179902220.0,313845280.0,102216904.0,21737600.0,7108361.0
2283.0,271340600.0,178893310.0,317060740.0,103233230.0,20854236.0,7077849.0
2284.0,270236030.0,178663970.0,312515550.0,119759176.0,25210070.0,7074027.5
2285.0,271389800.0,181514860.0,313655900.0,104595384.0,20881152.0,12404639.0
2286.0,271376770.0,180848200.0,310630000.0,104824376.0,26209496.0,8523574.0
2287.0,271259300.0,177745760.0,312936930.0,95544390.0,23075138.0,7983672.0
2288.0,274973570.0,186008720.0,334189760.0,121285220.0,20870236.0,7077137.0
2289.0,273257500.0,181796050.0,347587200.0,99093650.0,20906060.0,9391411.0
2290.0,273445280.0,179667730.0,340381250.0,95369310.0,20855916.0,7981857.0
2291.0,272887360.0,177052450.0,333194240.0,94939384.0,20853512.0,7076538.0
2292.0,270660930.0,179963260.0,342026000.0,94761210.0,20849246.0,7074751.5
2293.0,272322800.0,181005490.0,345306020.0,95459864.0,20840298.0,7072625.0
2294.0,269418180.0,178894600.0,341631170.0,95885120.0,20837086.0,7072299.5
2295.0,269182340.0,176669490.0,336813700.0,94605816.0,20827662.0,7070322.0
2296.0,269186940.0,176105330.0,326864200.0,121916184.0,20826238.0,4836860.5
2297.0,267307260.0,168729870.0,318714430.0,115207800.0,20819434.0,4837871.5
2298.0,266844880.0,168831310.0,318219650.0,95998530.0,20611218.0,6229160.5
2299.0,266604030.0,167959090.0,325248800.0,94945410.0,20600936.0,4833791.0
2300.0,268861900.0,180293390.0,358377200.0,94942390.0,20600234.0,4832042.5
