time,CESM2-WACCM,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,ACCESS-CM2,ACCESS-ESM1-5
2062.0,34131059000.0,31801213000.0,26529772000.0,33740872000.0,29124570000.0,30845567000.0
2063.0,33721920000.0,31196606000.0,25874358000.0,33212230000.0,28607242000.0,30362262000.0
2064.0,33689747000.0,30979453000.0,25464582000.0,32534526000.0,28171559000.0,30053155000.0
2065.0,33227414000.0,30525413000.0,24978130000.0,31918643000.0,27798204000.0,29489260000.0
2066.0,33202866000.0,30050040000.0,24772120000.0,31355730000.0,27261356000.0,29071737000.0
2067.0,32484560000.0,29772714000.0,24252920000.0,30589553000.0,26775824000.0,28889096000.0
2068.0,32417657000.0,29716543000.0,23770313000.0,30033439000.0,26386158000.0,28778738000.0
2069.0,32180464000.0,29259760000.0,23657658000.0,29571322000.0,25898449000.0,28106120000.0
2070.0,31680147000.0,30083437000.0,23314254000.0,29056320000.0,25380235000.0,27697447000.0
2071.0,31249816000.0,28774089000.0,23440730000.0,28439263000.0,25110180000.0,27226458000.0
2072.0,30810294000.0,29329154000.0,22669304000.0,27830045000.0,24678873000.0,26867708000.0
2073.0,30582006000.0,28731726000.0,22398994000.0,27431748000.0,24289219000.0,26548115000.0
2074.0,30173155000.0,27995021000.0,21921280000.0,27062620000.0,23872743000.0,26259687000.0
2075.0,29815249000.0,28005323000.0,21585273000.0,26740030000.0,23529340000.0,26136805000.0
2076.0,29648482000.0,27285223000.0,22093646000.0,26794195000.0,23418163000.0,25610790000.0
2077.0,29362115000.0,28366582000.0,21628172000.0,26032611000.0,23092468000.0,25332417000.0
2078.0,29458987000.0,27164498000.0,21079480000.0,25630314000.0,22829222000.0,24980142000.0
2079.0,29001628000.0,26942112000.0,20748681000.0,25516660000.0,22582850000.0,24701870000.0
2080.0,28698830000.0,26484324000.0,20422963000.0,25025751000.0,22339142000.0,24397210000.0
2081.0,28446249000.0,27308306000.0,20256879000.0,24855208000.0,21945980000.0,24308916000.0
2082.0,28315451000.0,26409945000.0,20155492000.0,24508930000.0,21692550000.0,24312723000.0
2083.0,27908112000.0,25915850000.0,19770690000.0,24601375000.0,21794939000.0,24034429000.0
2084.0,28151974000.0,25902390000.0,19487087000.0,24143874000.0,21202672000.0,23798049000.0
2085.0,27668857000.0,25922845000.0,19306418000.0,23726406000.0,20960397000.0,23390667000.0
2086.0,28502036000.0,25590393000.0,21200750000.0,23419058000.0,20691366000.0,23305337000.0
2087.0,27355218000.0,25802715000.0,20589142000.0,23157340000.0,20413510000.0,22913155000.0
2088.0,27067333000.0,25460417000.0,19237982000.0,22930557000.0,20126180000.0,22739405000.0
2089.0,26769211000.0,25102305000.0,18959760000.0,22926162000.0,19983714000.0,22378668000.0
2090.0,27059515000.0,27367940000.0,19272700000.0,22672388000.0,19771478000.0,22213510000.0
2091.0,26387628000.0,25730114000.0,18559140000.0,22618376000.0,19436100000.0,21936275000.0
2092.0,26939680000.0,26940434000.0,18300631000.0,22075177000.0,19286784000.0,21898054000.0
2093.0,26295660000.0,25081491000.0,18253560000.0,22034990000.0,19234920000.0,22040687000.0
2094.0,26039298000.0,25339679000.0,18310074000.0,21684300000.0,19021828000.0,21658171000.0
2095.0,25828653000.0,25074774000.0,17913274000.0,21982079000.0,18856931000.0,21696047000.0
2096.0,25574474000.0,25092740000.0,18410156000.0,21678426000.0,19127431000.0,24386339000.0
2097.0,25353685000.0,25678020000.0,20759542000.0,21172206000.0,18492482000.0,22259649000.0
2098.0,25321144000.0,26094470000.0,18158970000.0,21127815000.0,18458380000.0,21445880000.0
2099.0,24940792000.0,25495495000.0,18077210000.0,20956692000.0,18269962000.0,20974492000.0
2100.0,25365170000.0,26141145000.0,18146337000.0,21002873000.0,18001152000.0,20965323000.0
2101.0,24775645000.0,24925874000.0,18542662000.0,21020393000.0,17882309000.0,21115450000.0
2102.0,24544723000.0,24408482000.0,17805620000.0,20775662000.0,17647730000.0,20483148000.0
2103.0,24677038000.0,25405730000.0,17421994000.0,21783818000.0,17586397000.0,20723090000.0
2104.0,24852242000.0,24253370000.0,17080983000.0,20752347000.0,17348635000.0,20283204000.0
2105.0,25279965000.0,24709087000.0,16971302000.0,20455606000.0,17183031000.0,20414493000.0
2106.0,24210039000.0,24276380000.0,18960323000.0,20550998000.0,17034269000.0,20072850000.0
2107.0,24720382000.0,24335002000.0,17584790000.0,20317762000.0,16940339000.0,19988738000.0
2108.0,25504958000.0,24893680000.0,17248979000.0,20031457000.0,17009942000.0,19754725000.0
2109.0,24584362000.0,23811572000.0,17233875000.0,19872932000.0,16677210000.0,19660400000.0
2110.0,25310392000.0,24158925000.0,18721067000.0,20103877000.0,16526698000.0,19485207000.0
2111.0,25018505000.0,23905274000.0,18203978000.0,20044265000.0,16448973000.0,19492990000.0
2112.0,23851524000.0,23960506000.0,16708750000.0,20165814000.0,16569063000.0,19598131000.0
2113.0,23945810000.0,26222766000.0,16419084000.0,19710487000.0,16171725000.0,19358120000.0
2114.0,23440468000.0,24282724000.0,16739859000.0,19576424000.0,16225891000.0,19195787000.0
2115.0,23858428000.0,25967366000.0,17009388000.0,19960410000.0,16307901000.0,19010073000.0
2116.0,23453970000.0,24107510000.0,16589369000.0,20296083000.0,16206671000.0,18941843000.0
2117.0,24155732000.0,25139487000.0,17002890000.0,19590540000.0,15842010000.0,18796218000.0
2118.0,24185862000.0,24297347000.0,17307195000.0,19410508000.0,15704564000.0,18692286000.0
2119.0,23784997000.0,25830676000.0,18016913000.0,19679310000.0,15608580000.0,18767626000.0
2120.0,24837745000.0,24725545000.0,16620027000.0,20042668000.0,15617573000.0,18840158000.0
2121.0,25155402000.0,24092801000.0,16385542000.0,19380134000.0,15435725000.0,18672746000.0
2122.0,23551627000.0,27173906000.0,19149117000.0,19440073000.0,15304977000.0,19013063000.0
2123.0,23334496000.0,26130129000.0,19658908000.0,19126286000.0,15261593000.0,18814510000.0
2124.0,23012311000.0,25080893000.0,19427082000.0,19211000000.0,15158994000.0,18857554000.0
2125.0,25724040000.0,24376426000.0,18294470000.0,19154120000.0,15020781000.0,18271568000.0
2126.0,23359470000.0,25930650000.0,18002141000.0,18980483000.0,14997266000.0,18180618000.0
2127.0,24881267000.0,27181902000.0,17257015000.0,18988820000.0,15032575000.0,18247205000.0
2128.0,23550132000.0,26524858000.0,16542769000.0,18698547000.0,14873302000.0,17973326000.0
2129.0,22800392000.0,25547880000.0,16482175000.0,18977380000.0,14732447000.0,18484462000.0
2130.0,22737200000.0,26076598000.0,16914287000.0,18936971000.0,14965927000.0,19774890000.0
2131.0,23634700000.0,26454930000.0,18163116000.0,18620664000.0,14693284000.0,19273048000.0
2132.0,23964895000.0,26934727000.0,17218160000.0,18557733000.0,14531434000.0,18199760000.0
2133.0,23572507000.0,26350244000.0,16626338000.0,18842580000.0,14574086000.0,18098844000.0
2134.0,23775470000.0,26649373000.0,16332895000.0,19346809000.0,14358451000.0,17931022000.0
2135.0,23024286000.0,29292913000.0,16332327000.0,19155313000.0,14244156000.0,17816805000.0
2136.0,24340586000.0,28060242000.0,16309496000.0,18787566000.0,14388855000.0,17914864000.0
2137.0,22808062000.0,27108200000.0,16710733000.0,18722972000.0,14989938000.0,17861476000.0
2138.0,24009318000.0,26685106000.0,16045275000.0,18473376000.0,14695864000.0,17698996000.0
2139.0,24077623000.0,27149967000.0,16177379000.0,20712310000.0,14233010000.0,18881686000.0
2140.0,23863011000.0,27045913000.0,16017382000.0,18965553000.0,14759393000.0,17959338000.0
2141.0,22941317000.0,27016470000.0,16308821000.0,19117079000.0,14139613000.0,18272780000.0
2142.0,23021420000.0,28851988000.0,16129181000.0,18814132000.0,14880308000.0,17661170000.0
2143.0,23184540000.0,27551037000.0,16444978000.0,18840472000.0,14335607000.0,18560290000.0
2144.0,23600972000.0,27019258000.0,15939738000.0,18522405000.0,14426357000.0,18667559000.0
2145.0,24339087000.0,31230800000.0,16704701000.0,18590593000.0,15409924000.0,19072276000.0
2146.0,23616885000.0,29715474000.0,16422646000.0,18650014000.0,14294601000.0,17689640000.0
2147.0,23968793000.0,28614603000.0,16213271000.0,18532016000.0,14482189000.0,17629262000.0
2148.0,23113361000.0,29238073000.0,16058385000.0,18373706000.0,14040483000.0,17791250000.0
2149.0,25001132000.0,31481168000.0,16187634000.0,18955727000.0,14120493000.0,17629990000.0
2150.0,25503967000.0,29509515000.0,17339610000.0,18940107000.0,13814294000.0,18874622000.0
2151.0,23603343000.0,28619633000.0,17550450000.0,18412546000.0,13952600000.0,18567180000.0
2152.0,23404515000.0,30966800000.0,15960235000.0,18513058000.0,16835104000.0,18223366000.0
2153.0,23703648000.0,29978022000.0,16312447000.0,18195960000.0,14982785000.0,18339490000.0
2154.0,24444885000.0,29649148000.0,15780704000.0,18290379000.0,14644666000.0,17958666000.0
2155.0,23971109000.0,30872201000.0,16685498000.0,18777039000.0,14855024000.0,18403529000.0
2156.0,25409650000.0,32611670000.0,16161352000.0,18343027000.0,14274035000.0,18001768000.0
2157.0,24183233000.0,30154496000.0,16430859000.0,18195876000.0,14193798000.0,17784797000.0
2158.0,23577250000.0,30228576000.0,16190988000.0,18104986000.0,14051207000.0,17920326000.0
2159.0,23309068000.0,29272210000.0,16011698000.0,18240391000.0,16197816000.0,18319985000.0
2160.0,25438243000.0,30135427000.0,16225687000.0,19104160000.0,14354371000.0,17916482000.0
2161.0,27886610000.0,30911248000.0,15782105000.0,18398507000.0,15541506000.0,18538310000.0
2162.0,24981700000.0,29595486000.0,15941180000.0,18696024000.0,15029996000.0,17770222000.0
2163.0,27131716000.0,31433840000.0,17303880000.0,19006474000.0,14281337000.0,20959406000.0
2164.0,25543340000.0,31469545000.0,16495333000.0,20124346000.0,14502563000.0,19545280000.0
2165.0,25719374000.0,30638385000.0,16749581000.0,20053100000.0,14287968000.0,18329000000.0
2166.0,25609173000.0,33043530000.0,16865132000.0,19662529000.0,14227020000.0,19706737000.0
2167.0,24334412000.0,31196418000.0,16066904000.0,18841727000.0,14011035000.0,18442430000.0
2168.0,25148488000.0,32509985000.0,17016504000.0,18921015000.0,13938979000.0,17771178000.0
2169.0,24320537000.0,31360758000.0,16337748000.0,19474637000.0,14622010000.0,20903390000.0
2170.0,24502750000.0,31319964000.0,16446628000.0,19144999000.0,13907472000.0,18730211000.0
2171.0,24597463000.0,34985560000.0,16056851000.0,18609734000.0,14273727000.0,18067876000.0
2172.0,24028463000.0,34514970000.0,15807978000.0,18780183000.0,14097976000.0,17922863000.0
2173.0,24034486000.0,39104830000.0,16898951000.0,18488566000.0,13853263000.0,18968895000.0
2174.0,23921360000.0,36932612000.0,17437956000.0,18328455000.0,16078384000.0,21291497000.0
2175.0,24620745000.0,34896240000.0,20810551000.0,18877751000.0,15538276000.0,19463883000.0
2176.0,25659590000.0,34474600000.0,18435133000.0,18443930000.0,15353395000.0,18488033000.0
2177.0,24520454000.0,35563230000.0,17657590000.0,18709512000.0,14963250000.0,18145225000.0
2178.0,24725811000.0,34509783000.0,17316753000.0,18401843000.0,14893928000.0,18027310000.0
2179.0,24532627000.0,35196043000.0,19356905000.0,18471367000.0,15001790000.0,17843638000.0
2180.0,29082341000.0,36301600000.0,17475082000.0,18620944000.0,14759164000.0,18304772000.0
2181.0,25706130000.0,35356586000.0,18586032000.0,18325492000.0,14304726000.0,17966873000.0
2182.0,24860461000.0,36079854000.0,18286455000.0,18914417000.0,15266735000.0,17881346000.0
2183.0,24559661000.0,36580532000.0,17985460000.0,19525580000.0,17165218000.0,18455876000.0
2184.0,25300533000.0,34552693000.0,17733830000.0,19131195000.0,15149348000.0,17873476000.0
2185.0,24780610000.0,35618120000.0,21851013000.0,21534153000.0,14626925000.0,17863107000.0
2186.0,24363145000.0,38169030000.0,19644244000.0,22224720000.0,14562424000.0,19364850000.0
2187.0,24289528000.0,37134225000.0,19309820000.0,20284717000.0,14823501000.0,17919621000.0
2188.0,26037311000.0,37522137000.0,19233436000.0,19199721000.0,14712890000.0,17839378000.0
2189.0,24829401000.0,35539784000.0,18668837000.0,18791060000.0,14275930000.0,17966307000.0
2190.0,25478939000.0,35355185000.0,18551544000.0,18753255000.0,14766713000.0,18080506000.0
2191.0,25578270000.0,36433100000.0,22858375000.0,18649588000.0,14596515000.0,17614307000.0
2192.0,25253860000.0,35845710000.0,20107186000.0,18639073000.0,14326217000.0,17609372000.0
2193.0,25094779000.0,34945230000.0,20095746000.0,18494505000.0,14387345000.0,17446679000.0
2194.0,25102035000.0,35875400000.0,22122686000.0,18383653000.0,14112163000.0,17548940000.0
2195.0,26047961000.0,36512395000.0,20585802000.0,18394220000.0,14391433000.0,18227851000.0
2196.0,26324812000.0,37513363000.0,20607318000.0,18724887000.0,14295601000.0,17936792000.0
2197.0,25327387000.0,36714942000.0,20567824000.0,18612388000.0,16123418000.0,17529772000.0
2198.0,25611205000.0,41086816000.0,21771805000.0,19078540000.0,14977910000.0,18960456000.0
2199.0,26077071000.0,37022294000.0,19590320000.0,18670790000.0,14420235000.0,17855599000.0
2200.0,26552800000.0,36779590000.0,20297834000.0,18517125000.0,14096459000.0,17953985000.0
2201.0,25323913000.0,37118935000.0,21055700000.0,18910370000.0,14304326000.0,18556576000.0
2202.0,25843120000.0,37908920000.0,21628938000.0,18381136000.0,14076010000.0,18074403000.0
2203.0,25893839000.0,40010813000.0,21690995000.0,18760362000.0,14332575000.0,17732436000.0
2204.0,26122922000.0,39833820000.0,21382916000.0,18595664000.0,14188542000.0,18122068000.0
2205.0,25496754000.0,39417220000.0,20150047000.0,18325062000.0,14215800000.0,17595668000.0
2206.0,27186400000.0,38558614000.0,19773002000.0,18440784000.0,14963039000.0,17524990000.0
2207.0,27851780000.0,39000700000.0,23235637000.0,18458757000.0,14203753000.0,17399718000.0
2208.0,26040545000.0,38900090000.0,22425720000.0,18264960000.0,14110859000.0,18319405000.0
2209.0,28139162000.0,38387466000.0,22053710000.0,18281628000.0,14387401000.0,17875710000.0
2210.0,27198396000.0,38247570000.0,22141743000.0,18154682000.0,14478665000.0,17313698000.0
2211.0,25511023000.0,37843850000.0,21955598000.0,18635049000.0,14422899000.0,17277176000.0
2212.0,27603823000.0,37968330000.0,21365370000.0,18149183000.0,14623505000.0,17395337000.0
2213.0,25569974000.0,42662334000.0,21278603000.0,18373808000.0,14915211000.0,17223905000.0
2214.0,26263288000.0,41443830000.0,21762120000.0,18925443000.0,14848088000.0,17185798000.0
2215.0,25642646000.0,41226027000.0,23499534000.0,18373614000.0,14475855000.0,17063372000.0
2216.0,25499680000.0,40284353000.0,21149310000.0,18851777000.0,14799731000.0,17290030000.0
2217.0,26953409000.0,39857066000.0,20242948000.0,18396418000.0,15046580000.0,17142774000.0
2218.0,27396436000.0,39619380000.0,21899977000.0,18133146000.0,14916388000.0,17102368000.0
2219.0,28924717000.0,41294893000.0,21674877000.0,19144014000.0,14889542000.0,17083594000.0
2220.0,30507520000.0,39371166000.0,20905126000.0,18639794000.0,14827759000.0,16954537000.0
2221.0,28210762000.0,39395050000.0,20171768000.0,18204860000.0,15101402000.0,16932135000.0
2222.0,26730232000.0,40360610000.0,21096012000.0,18440663000.0,15648097000.0,17279961000.0
2223.0,26535285000.0,39292695000.0,20322669000.0,19702495000.0,14838274000.0,17147713000.0
2224.0,26673048000.0,39005716000.0,20389513000.0,18359177000.0,14577705000.0,17388870000.0
2225.0,26457580000.0,40377770000.0,19821531000.0,18102782000.0,15288288000.0,16988064000.0
2226.0,26390262000.0,42080440000.0,20049752000.0,17965545000.0,15021211000.0,16943246000.0
2227.0,25969805000.0,39588336000.0,20320307000.0,18133630000.0,14597695000.0,16794880000.0
2228.0,26116370000.0,39067630000.0,20004678000.0,17912859000.0,14815950000.0,16805239000.0
2229.0,26352118000.0,41164374000.0,20302862000.0,18049538000.0,14412584000.0,16746581000.0
2230.0,26729980000.0,40474444000.0,22081067000.0,18084252000.0,14684397000.0,17288550000.0
2231.0,27064295000.0,40903030000.0,21903560000.0,18549303000.0,14492644000.0,16898222000.0
2232.0,26051023000.0,40074244000.0,21398390000.0,18588269000.0,14770978000.0,17551663000.0
2233.0,26548700000.0,39794872000.0,20148640000.0,18540982000.0,14290555000.0,17432410000.0
2234.0,27569287000.0,41438507000.0,19893715000.0,18334839000.0,14696005000.0,20341047000.0
2235.0,27812010000.0,40282608000.0,19861870000.0,18428332000.0,14694590000.0,17815835000.0
2236.0,27401839000.0,41299567000.0,21347160000.0,18911609000.0,14707743000.0,17695846000.0
2237.0,26507991000.0,40394620000.0,20615369000.0,18407449000.0,14566526000.0,17596897000.0
2238.0,26213569000.0,39924160000.0,20276507000.0,18225615000.0,14634328000.0,17638623000.0
2239.0,31552723000.0,41884586000.0,21648833000.0,18130870000.0,14591291000.0,17410288000.0
2240.0,27473859000.0,41649488000.0,20271139000.0,18337733000.0,14361996000.0,19319863000.0
2241.0,28195279000.0,43037510000.0,20778630000.0,18923770000.0,15279311000.0,18035694000.0
2242.0,26769852000.0,42302554000.0,20967166000.0,18206079000.0,15255609000.0,17059270000.0
2243.0,28073087000.0,42528023000.0,20554070000.0,20589898000.0,14402695000.0,17229070000.0
2244.0,27589640000.0,41422905000.0,21212246000.0,19807418000.0,14312497000.0,19366679000.0
2245.0,27383767000.0,40952283000.0,22210259000.0,19422847000.0,14876496000.0,17027154000.0
2246.0,27309451000.0,41594960000.0,20510681000.0,19018445000.0,14295094000.0,17019543000.0
2247.0,26644324000.0,42656182000.0,21907876000.0,20338387000.0,14230003000.0,16839743000.0
2248.0,26637672000.0,41207630000.0,22278986000.0,20855800000.0,14078694000.0,16830263000.0
2249.0,27977904000.0,41566430000.0,26240238000.0,20152281000.0,14406074000.0,16687109000.0
2250.0,26551850000.0,42867990000.0,22984990000.0,20257400000.0,14030056000.0,17584090000.0
2251.0,26984730000.0,42427916000.0,23197331000.0,19039455000.0,14845406000.0,16898141000.0
2252.0,28419576000.0,45669564000.0,22267785000.0,20031980000.0,14081303000.0,17305084000.0
2253.0,27068641000.0,43597275000.0,21394272000.0,19753615000.0,14199502000.0,16683303000.0
2254.0,27083495000.0,43588477000.0,21211451000.0,20006269000.0,13986084000.0,16820475000.0
2255.0,30960028000.0,42386702000.0,20973883000.0,19946635000.0,14789633000.0,18060026000.0
2256.0,32300233000.0,42035390000.0,20404535000.0,19373970000.0,14011748000.0,17369766000.0
2257.0,29365932000.0,41861620000.0,21005054000.0,19511413000.0,13978995000.0,17362370000.0
2258.0,28179993000.0,42632598000.0,21799367000.0,19381664000.0,14369502000.0,17468768000.0
2259.0,29303527000.0,44723160000.0,21737720000.0,19156079000.0,16446158000.0,17523240000.0
2260.0,27374234000.0,42658746000.0,21497543000.0,19994071000.0,15065145000.0,17791560000.0
2261.0,33510025000.0,41990537000.0,20595421000.0,19444247000.0,14475469000.0,17261904000.0
2262.0,30600024000.0,43296395000.0,20630140000.0,19387587000.0,14496754000.0,17173919000.0
2263.0,28491620000.0,42087158000.0,20566745000.0,20372904000.0,14237047000.0,17069988000.0
2264.0,29013307000.0,43051114000.0,21895997000.0,20087920000.0,14009478000.0,17731033000.0
2265.0,27886592000.0,43180958000.0,21677253000.0,20970633000.0,13865363000.0,17001198000.0
2266.0,28940816000.0,42746647000.0,23287454000.0,19884790000.0,14594807000.0,17403226000.0
2267.0,27831767000.0,43995783000.0,21396190000.0,20640678000.0,14828958000.0,16808084000.0
2268.0,27498877000.0,44274606000.0,20661967000.0,19637467000.0,14506378000.0,16733454000.0
2269.0,27913028000.0,43835445000.0,20716165000.0,20541825000.0,14088045000.0,16834696000.0
2270.0,29309071000.0,45686227000.0,20769094000.0,19923698000.0,14669255000.0,16780848000.0
2271.0,29010723000.0,44314020000.0,23116511000.0,21550338000.0,14068964000.0,18288220000.0
2272.0,29384817000.0,44663200000.0,21922806000.0,20506913000.0,14094867000.0,17071116000.0
2273.0,28088547000.0,44826202000.0,22195132000.0,21355465000.0,13899164000.0,16961094000.0
2274.0,27452965000.0,45125610000.0,21863289000.0,20128162000.0,13862580000.0,16952689000.0
2275.0,27718732000.0,44131960000.0,22989363000.0,20324807000.0,14092684000.0,17283656000.0
2276.0,27625075000.0,44049780000.0,21780916000.0,20026049000.0,14041184000.0,17682221000.0
2277.0,28313352000.0,45069177000.0,21039410000.0,19930894000.0,14407883000.0,16809646000.0
2278.0,28667520000.0,45515150000.0,23601414000.0,19722332000.0,14376049000.0,17929462000.0
2279.0,28388256000.0,44503510000.0,21610252000.0,19529095000.0,13852374000.0,18236463000.0
2280.0,28555590000.0,45302940000.0,23838333000.0,20516803000.0,14146724000.0,17832071000.0
2281.0,30439592000.0,47075946000.0,22153783000.0,19754734000.0,14013247000.0,17317964000.0
2282.0,28986253000.0,46909555000.0,22097332000.0,21047286000.0,14071525000.0,17569341000.0
2283.0,28698497000.0,46116830000.0,21490305000.0,20047907000.0,14495508000.0,17312967000.0
2284.0,30668614000.0,45238490000.0,21108812000.0,20798427000.0,14924848000.0,17349861000.0
2285.0,30554546000.0,45396988000.0,21082737000.0,20578353000.0,13808579000.0,17232343000.0
2286.0,28518248000.0,45174833000.0,22699463000.0,20279036000.0,13812000000.0,19028982000.0
2287.0,28625646000.0,45992505000.0,20951978000.0,20123628000.0,13788723000.0,17860465000.0
2288.0,28036987000.0,45766476000.0,22105592000.0,19959273000.0,14306013000.0,17896913000.0
2289.0,28038445000.0,46119090000.0,22770792000.0,20151302000.0,14049664000.0,17833691000.0
2290.0,30932412000.0,46025510000.0,22831122000.0,21366026000.0,14001565000.0,17647436000.0
2291.0,28196702000.0,45741244000.0,21718108000.0,20456290000.0,13769797000.0,17347850000.0
2292.0,28462340000.0,45532484000.0,21293128000.0,20197655000.0,13740602000.0,17886628000.0
2293.0,29262190000.0,45227553000.0,21365154000.0,20167913000.0,13712478000.0,18195145000.0
2294.0,28877200000.0,47149480000.0,21555680000.0,20332603000.0,13662706000.0,19651248000.0
