time,INM-CM5-0,CESM2-WACCM,MRI-ESM2-0,GFDL-ESM4,CAMS-CSM1-0,MPI-ESM1-2-HR,CESM2,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,EC-EARTH3
2010.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0
2011.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0
2012.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0
2013.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0
2014.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0
2015.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0
2016.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0
2017.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0
2018.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0
2019.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0
2020.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0
2021.0,53627277000.0,53504246000.0,53234470000.0,54468735000.0,55673920000.0,53884120000.0,54671847000.0,55553110000.0,54585070000.0,55197413000.0,54434775000.0,55068000000.0,54980270000.0
2022.0,52631343000.0,52763857000.0,52250490000.0,54520287000.0,55087060000.0,50827026000.0,54419902000.0,53354390000.0,53926556000.0,54325694000.0,53273633000.0,55465013000.0,55102874000.0
2023.0,52901704000.0,52494115000.0,51889340000.0,54181390000.0,55334867000.0,49758913000.0,54280802000.0,51609866000.0,54033437000.0,52902710000.0,51566040000.0,54770196000.0,55737300000.0
2024.0,53053790000.0,50996937000.0,52315630000.0,53543952000.0,54567535000.0,48655440000.0,53204582000.0,50270028000.0,53310350000.0,53602226000.0,51242476000.0,54385370000.0,56560263000.0
2025.0,52528837000.0,49802870000.0,52284900000.0,53007032000.0,53973094000.0,47450770000.0,53232980000.0,49149390000.0,52667326000.0,51829760000.0,51578290000.0,53019590000.0,54163284000.0
2026.0,51084632000.0,49753362000.0,52219118000.0,53214826000.0,52108665000.0,47414026000.0,52503396000.0,48578834000.0,52220117000.0,50372424000.0,51850470000.0,52355965000.0,52982792000.0
2027.0,49871565000.0,49043104000.0,53483196000.0,51874490000.0,51716220000.0,47966950000.0,52577770000.0,49003266000.0,51828503000.0,50212650000.0,52413116000.0,50834150000.0,52409725000.0
2028.0,49332556000.0,48513417000.0,53826957000.0,51158663000.0,51351273000.0,47124996000.0,51379462000.0,48596870000.0,51873423000.0,49837870000.0,54322668000.0,48926810000.0,51232120000.0
2029.0,46786347000.0,48369820000.0,53446623000.0,50124136000.0,53404205000.0,46508360000.0,50210103000.0,47065158000.0,51324170000.0,47906304000.0,54836707000.0,48452850000.0,48753140000.0
2030.0,45858787000.0,46222488000.0,54315150000.0,50836476000.0,54520120000.0,45541077000.0,49535607000.0,46636147000.0,49650192000.0,46537110000.0,54358688000.0,48253903000.0,48444994000.0
2031.0,45083530000.0,45561823000.0,53895060000.0,51364065000.0,56994316000.0,45640356000.0,47929520000.0,47475216000.0,50063570000.0,45898100000.0,53137160000.0,46949093000.0,47284306000.0
2032.0,43459490000.0,45197357000.0,54598100000.0,50930460000.0,56089030000.0,44646953000.0,45740454000.0,48374948000.0,49673052000.0,42945597000.0,54055410000.0,47245603000.0,46126750000.0
2033.0,42114814000.0,44220297000.0,55441895000.0,50242970000.0,54778210000.0,43805413000.0,45212574000.0,49247863000.0,48960090000.0,41512120000.0,54472360000.0,47329194000.0,46002627000.0
2034.0,41183570000.0,44304302000.0,54224515000.0,49925880000.0,53986447000.0,42790680000.0,45045120000.0,48786520000.0,48598750000.0,41119564000.0,54017294000.0,47238140000.0,45757837000.0
2035.0,40390090000.0,44528000000.0,52628525000.0,49682220000.0,54403703000.0,40996475000.0,44812690000.0,47769936000.0,47991812000.0,39155470000.0,53944242000.0,46699540000.0,43814937000.0
2036.0,39594316000.0,43474702000.0,52759510000.0,48877396000.0,53307822000.0,40482505000.0,43513980000.0,47347060000.0,47465337000.0,39015203000.0,53558837000.0,45595320000.0,40409985000.0
2037.0,38690240000.0,43632603000.0,52731920000.0,47665190000.0,51829770000.0,39236293000.0,41756470000.0,46128840000.0,46130164000.0,37442167000.0,52955570000.0,45476870000.0,38997650000.0
2038.0,38054117000.0,43721417000.0,52368350000.0,47919850000.0,49904394000.0,40039660000.0,40983785000.0,44903907000.0,45460080000.0,35257733000.0,53413626000.0,44917862000.0,38418575000.0
2039.0,37569823000.0,42554315000.0,51020435000.0,48480838000.0,49146663000.0,39591862000.0,40039485000.0,42467426000.0,44555870000.0,35382420000.0,52572983000.0,43636204000.0,38560610000.0
2040.0,36888846000.0,41717740000.0,50193228000.0,47657685000.0,47640277000.0,39699157000.0,38834344000.0,41977340000.0,43911420000.0,33587317000.0,51617310000.0,42433920000.0,38374666000.0
2041.0,36641590000.0,42580900000.0,49322717000.0,46942777000.0,46094496000.0,39691830000.0,38116620000.0,41345475000.0,44109218000.0,32633390000.0,51039568000.0,40748954000.0,36922536000.0
2042.0,35625940000.0,42118607000.0,50075030000.0,47885070000.0,45706383000.0,38134206000.0,37794763000.0,40156254000.0,43875332000.0,31412214000.0,50521930000.0,39503016000.0,35161862000.0
2043.0,34787240000.0,42122187000.0,49504997000.0,46999630000.0,44649630000.0,37525060000.0,36909375000.0,40971624000.0,43106013000.0,30738176000.0,49576845000.0,38859117000.0,34213784000.0
2044.0,34622870000.0,41356820000.0,46999912000.0,46423806000.0,44906545000.0,36372394000.0,36280350000.0,39249580000.0,43505295000.0,28901202000.0,47149036000.0,38537945000.0,34509615000.0
2045.0,34368950000.0,40812528000.0,43611464000.0,46438320000.0,44406125000.0,36463090000.0,34482020000.0,38574158000.0,42160394000.0,27909059000.0,45797140000.0,37076950000.0,32963897000.0
2046.0,33846270000.0,39881530000.0,41017344000.0,46523458000.0,43715580000.0,35184520000.0,33509460000.0,37228397000.0,41339113000.0,27824898000.0,44365558000.0,37298303000.0,32407890000.0
2047.0,33331784000.0,39399290000.0,40006460000.0,45771297000.0,42596254000.0,35173954000.0,32964140000.0,36387623000.0,41107673000.0,27102190000.0,43087350000.0,36845960000.0,32860020000.0
2048.0,32824316000.0,37639455000.0,39338754000.0,46722010000.0,41283256000.0,34610820000.0,31953717000.0,36397494000.0,40493736000.0,26086664000.0,43936760000.0,37118337000.0,32746562000.0
2049.0,31513821000.0,36618875000.0,39116263000.0,46107214000.0,40138826000.0,33004607000.0,31501541000.0,37194043000.0,39569043000.0,26179709000.0,43218040000.0,37355086000.0,31625738000.0
2050.0,31657325000.0,36036830000.0,37842244000.0,45665330000.0,39011205000.0,32130816000.0,31256480000.0,36324864000.0,39074710000.0,25550115000.0,41636876000.0,37102244000.0,31960232000.0
2051.0,31552252000.0,34057075000.0,37079577000.0,44804796000.0,38263763000.0,31120245000.0,30516023000.0,35600020000.0,38413144000.0,24967694000.0,41735918000.0,35993130000.0,32071033000.0
2052.0,31303799000.0,33583788000.0,37167590000.0,45104600000.0,38592012000.0,30830205000.0,28852050000.0,34892526000.0,38077596000.0,24046735000.0,42193020000.0,35010175000.0,30972912000.0
2053.0,30244700000.0,33718903000.0,37072437000.0,43370380000.0,37605670000.0,30855510000.0,28108667000.0,33778610000.0,37749625000.0,23661308000.0,40819122000.0,33541695000.0,30565177000.0
2054.0,29890796000.0,32849360000.0,36782694000.0,43195320000.0,36805435000.0,29825950000.0,27655373000.0,32202074000.0,36257690000.0,23233520000.0,40974774000.0,33137891000.0,30852733000.0
2055.0,28753486000.0,31215374000.0,37139096000.0,43194225000.0,36707787000.0,28982313000.0,26800658000.0,31270494000.0,35770210000.0,22825095000.0,39306547000.0,32248599000.0,29524244000.0
2056.0,27883756000.0,30207896000.0,35777053000.0,42800100000.0,36494830000.0,27889610000.0,26341360000.0,29951664000.0,35047588000.0,22197623000.0,39883510000.0,31875072000.0,28922153000.0
2057.0,27454330000.0,29023588000.0,36051080000.0,41525570000.0,35114955000.0,27131865000.0,25484935000.0,29194619000.0,34362397000.0,21126445000.0,39456616000.0,31206540000.0,28406815000.0
2058.0,28006728000.0,27585327000.0,36796715000.0,41283187000.0,34379465000.0,26273556000.0,24685292000.0,28835912000.0,34424955000.0,20173484000.0,39943942000.0,30249700000.0,28307670000.0
2059.0,27717403000.0,27272581000.0,36447703000.0,40410264000.0,34034141000.0,25401108000.0,24234891000.0,27900895000.0,33873773000.0,19955704000.0,39765156000.0,29347987000.0,28244384000.0
2060.0,28109410000.0,26711486000.0,35616960000.0,38321963000.0,33397412000.0,24327643000.0,24061870000.0,27453040000.0,33459317000.0,19240686000.0,38861620000.0,28693705000.0,27097846000.0
2061.0,28750574000.0,25382193000.0,34760397000.0,37044376000.0,33731430000.0,23164713000.0,23250643000.0,27636998000.0,32661846000.0,18644963000.0,37723943000.0,28848734000.0,26247980000.0
2062.0,28633485000.0,24386488000.0,33514103000.0,36570420000.0,33091334000.0,21767707000.0,23036553000.0,27847010000.0,32392276000.0,18152638000.0,38383477000.0,28055783000.0,25789800000.0
2063.0,28279015000.0,23000588000.0,32354333000.0,35628257000.0,32584356000.0,20997876000.0,22590532000.0,27487107000.0,31671810000.0,17756037000.0,37212226000.0,27714423000.0,25953997000.0
2064.0,28509303000.0,21500130000.0,30922086000.0,34478600000.0,30809090000.0,20790944000.0,21339859000.0,26718368000.0,30725950000.0,17534024000.0,35894140000.0,27850668000.0,25422537000.0
2065.0,28078737000.0,20534305000.0,30115637000.0,34376364000.0,29655486000.0,19366970000.0,20264559000.0,25516250000.0,29617697000.0,16776940000.0,35481473000.0,27533302000.0,25328951000.0
2066.0,28014537000.0,20158585000.0,28905330000.0,33750151000.0,28848392000.0,18824622000.0,19942710000.0,24568982000.0,29037283000.0,16461987000.0,36246070000.0,27726148000.0,25070512000.0
2067.0,27413922000.0,19535444000.0,27271070000.0,32931690000.0,27611732000.0,17943149000.0,19470150000.0,23714440000.0,28018055000.0,16038808000.0,35788857000.0,27413342000.0,24810869000.0
2068.0,26618579000.0,19072016000.0,27588848000.0,31778316000.0,27756400000.0,18028046000.0,18858025000.0,22629272000.0,27266198000.0,15426976000.0,34309085000.0,26867978000.0,24538290000.0
2069.0,26542215000.0,18232460000.0,26685520000.0,31982901000.0,28398655000.0,17651886000.0,18623762000.0,21565835000.0,26933674000.0,14596987000.0,32723096000.0,26939118000.0,23702092000.0
2070.0,26683361000.0,18237917000.0,26300234000.0,31441103000.0,27787616000.0,16939441000.0,18233889000.0,20812866000.0,26414258000.0,14333168000.0,31478718000.0,26233596000.0,24191197000.0
2071.0,26130842000.0,17868585000.0,25914198000.0,30579139000.0,26855460000.0,16101078000.0,17612186000.0,20535650000.0,25802359000.0,13679049000.0,30538200000.0,25408200000.0,23951972000.0
2072.0,26236754000.0,17652806000.0,24822204000.0,29256370000.0,26376208000.0,15757115000.0,16694399000.0,20047395000.0,25674236000.0,13517826000.0,29029872000.0,24734452000.0,24564490000.0
2073.0,25688312000.0,16694746000.0,24619970000.0,29135139000.0,26876440000.0,15029476000.0,15950087000.0,19635108000.0,25583639000.0,13356829000.0,28659931000.0,25055775000.0,23483308000.0
2074.0,25629714000.0,16530338000.0,22783134000.0,29115734000.0,27366642000.0,14245107000.0,15307045000.0,19181566000.0,24914018000.0,12956810000.0,28695878000.0,24656968000.0,23346051000.0
2075.0,25727480000.0,16392845000.0,23568138000.0,28940730000.0,28029540000.0,13821085000.0,14628184000.0,18697775000.0,24910825000.0,12623529000.0,27453434000.0,24065370000.0,23410942000.0
2076.0,25558137000.0,16174426000.0,22900466000.0,28114872000.0,27396616000.0,13252868000.0,14221127000.0,18380313000.0,24829110000.0,12584486000.0,27086041000.0,24051770000.0,23511712000.0
2077.0,25148664000.0,15809513000.0,21940597000.0,26791453000.0,26564112000.0,12855102000.0,14065408000.0,17753561000.0,24245880000.0,12565200000.0,27038206000.0,24518175000.0,23139113000.0
2078.0,24659358000.0,15846471000.0,21127487000.0,26127632000.0,26297420000.0,12413887000.0,13455891000.0,16926476000.0,24115160000.0,12063994000.0,26928876000.0,23410043000.0,22230675000.0
2079.0,24135800000.0,15949474000.0,21039663000.0,24938674000.0,25542950000.0,12015114000.0,12865551000.0,16158762000.0,24041112000.0,11637085000.0,25662843000.0,22605953000.0,21704880000.0
2080.0,23855684000.0,15326740000.0,20332898000.0,24119540000.0,25681310000.0,11932945000.0,12434333000.0,15318456000.0,24267150000.0,11407146000.0,25095633000.0,21736620000.0,21366352000.0
2081.0,22638428000.0,15089979000.0,19831660000.0,22804478000.0,25231682000.0,11352330000.0,11926303000.0,14809164000.0,24270051000.0,11239708000.0,24467894000.0,21931137000.0,20017777000.0
2082.0,22169045000.0,15098516000.0,18968769000.0,22125480000.0,24375510000.0,11185172000.0,11868065000.0,14177449000.0,23883430000.0,10951930000.0,23968174000.0,20724083000.0,19234908000.0
2083.0,21523902000.0,14621190000.0,19119229000.0,21161980000.0,23954690000.0,10847022000.0,11438079000.0,13780174000.0,24222489000.0,10422609000.0,23802544000.0,19673092000.0,18816084000.0
2084.0,21184602000.0,14085318000.0,18647120000.0,20404677000.0,23602033000.0,10899228000.0,11282966000.0,13542982000.0,24297984000.0,10199226000.0,23500702000.0,18644922000.0,19111205000.0
2085.0,20653175000.0,13744207000.0,18331280000.0,19556480000.0,22304428000.0,10505542000.0,10951326000.0,13303451000.0,24350749000.0,10046317000.0,23267748000.0,17681146000.0,18602250000.0
2086.0,20244540000.0,12885779000.0,17808624000.0,19332100000.0,21469057000.0,9936319000.0,10586858000.0,12665013000.0,24631930000.0,9802703000.0,22604866000.0,16568501000.0,17544348000.0
2087.0,19771468000.0,12236193000.0,17007448000.0,18760786000.0,21216152000.0,9237843000.0,10109763000.0,12110365000.0,23803097000.0,9925090000.0,22724336000.0,15646688000.0,16853380000.0
2088.0,19355847000.0,11571250000.0,16607281000.0,17985243000.0,20876487000.0,8584104400.0,9951578000.0,11622850000.0,23561622000.0,9732711000.0,22147478000.0,14850417000.0,16127837000.0
2089.0,18968658000.0,11474987000.0,15885768000.0,17912924000.0,20473168000.0,8492724700.0,9734830000.0,11628989000.0,23015680000.0,9438248000.0,22343066000.0,15110992000.0,15494654000.0
2090.0,18476653000.0,11033494000.0,15864088000.0,17415440000.0,19492426000.0,8192477000.0,9372928000.0,11751372000.0,22357268000.0,9184984000.0,22151924000.0,14763784000.0,15022286000.0
2091.0,18109063000.0,10757321000.0,15425109000.0,16562839000.0,18694973000.0,7803959300.0,9232453000.0,11212464000.0,21910145000.0,8927244000.0,20953901000.0,14689564000.0,14440549000.0
2092.0,17823588000.0,10534901000.0,15231055000.0,15905989000.0,18591564000.0,7468515300.0,8916390000.0,10572436000.0,21278083000.0,8726843000.0,20598403000.0,13622782000.0,13818868000.0
2093.0,17160380000.0,10015689000.0,14653838000.0,15255929000.0,18146450000.0,7280319500.0,8523122000.0,10061577000.0,20850300000.0,8540465000.0,20780474000.0,12908989000.0,13367215000.0
2094.0,17037881000.0,9658082000.0,14063612000.0,14938900000.0,18008474000.0,6951684000.0,7863009000.0,9899143000.0,20190740000.0,8369616400.0,20454914000.0,12359179000.0,13108436000.0
2095.0,16558330000.0,9328796000.0,13701697000.0,14643502000.0,18106724000.0,6874753000.0,7356261400.0,9734280000.0,19492372000.0,8332633600.0,20007653000.0,11964056000.0,12673111000.0
2096.0,16240334000.0,8774649000.0,13670961000.0,13810188000.0,17696496000.0,7244275000.0,7063236000.0,9593758000.0,18631758000.0,8129583000.0,20007078000.0,11690914000.0,12050620000.0
2097.0,16070790000.0,8347188000.0,12664571000.0,13246301000.0,17409638000.0,7309866500.0,6477118500.0,9439671000.0,17749592000.0,7769079300.0,19340425000.0,11242196000.0,11296806000.0
2098.0,15831733000.0,8021415400.0,12439631000.0,12645337000.0,17236800000.0,7305978400.0,6056856000.0,9273360000.0,16890605000.0,7545298000.0,19238570000.0,11155975000.0,10786747000.0
2099.0,15704935000.0,8283792400.0,11454131000.0,12240897000.0,16628721000.0,7170883600.0,5935665700.0,9108599000.0,16549358000.0,7498501600.0,19227680000.0,10703000000.0,10554706000.0
2100.0,15353819000.0,7743432700.0,11081004000.0,12112550000.0,16153173000.0,6921010000.0,5585510000.0,9208673000.0,16364198000.0,7440682000.0,19263324000.0,10265903000.0,9909674000.0
