time,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0
2058.0,49227710000.0,47474393000.0,38746530000.0,45710864000.0
2059.0,50371686000.0,48368886000.0,38770990000.0,45044724000.0
2060.0,51316050000.0,49031746000.0,37441077000.0,43833410000.0
2061.0,51814334000.0,49607262000.0,37223436000.0,43110506000.0
2062.0,52255980000.0,50849310000.0,37229167000.0,43653095000.0
2063.0,52730167000.0,52421747000.0,37979690000.0,43446920000.0
2064.0,52321780000.0,52733170000.0,38928120000.0,44020060000.0
2065.0,51699180000.0,52200817000.0,38384992000.0,45390060000.0
2066.0,52279440000.0,52306320000.0,37908670000.0,45963280000.0
2067.0,52557030000.0,51036713000.0,38082888000.0,45042192000.0
2068.0,51667276000.0,50683830000.0,38199920000.0,45234274000.0
2069.0,52046156000.0,49757720000.0,39015735000.0,45398510000.0
2070.0,52375800000.0,49993556000.0,39294660000.0,45111435000.0
2071.0,53217677000.0,49531343000.0,40238530000.0,44815650000.0
2072.0,53430360000.0,47229150000.0,40200920000.0,44614377000.0
2073.0,52886960000.0,45982188000.0,40653066000.0,44522197000.0
2074.0,52878500000.0,45419475000.0,39923315000.0,44642427000.0
2075.0,53504176000.0,44629100000.0,40041005000.0,45663343000.0
2076.0,53279228000.0,43421463000.0,39442645000.0,45789940000.0
2077.0,53272924000.0,43704762000.0,39029547000.0,45306114000.0
2078.0,53101322000.0,42939860000.0,39569187000.0,46232980000.0
2079.0,52791525000.0,42610983000.0,40873890000.0,46737970000.0
2080.0,53371208000.0,42893545000.0,41129010000.0,47445058000.0
2081.0,53460280000.0,43353720000.0,40587063000.0,48531410000.0
2082.0,53523890000.0,41850204000.0,40804037000.0,49249470000.0
2083.0,53837070000.0,41437320000.0,41589220000.0,49555600000.0
2084.0,54903374000.0,40100570000.0,42647146000.0,50452144000.0
2085.0,54221558000.0,39255536000.0,42869596000.0,50858220000.0
2086.0,55557222000.0,38624334000.0,43503380000.0,50212995000.0
2087.0,56535110000.0,38907142000.0,43589610000.0,49696526000.0
2088.0,57046192000.0,39130354000.0,44590952000.0,49641366000.0
2089.0,55964643000.0,39225630000.0,44201320000.0,51211610000.0
2090.0,56656564000.0,39381900000.0,43922067000.0,51142914000.0
2091.0,57030296000.0,39350407000.0,44903650000.0,52723450000.0
2092.0,57281683000.0,39554840000.0,43961532000.0,53945230000.0
2093.0,57508213000.0,39776650000.0,42726720000.0,53060650000.0
2094.0,56713070000.0,39728505000.0,42815672000.0,53531607000.0
2095.0,57391526000.0,39916847000.0,41381030000.0,52711310000.0
2096.0,57583400000.0,40333330000.0,42856110000.0,52427110000.0
2097.0,57364615000.0,39495990000.0,41460486000.0,53023515000.0
2098.0,55910117000.0,38063310000.0,41990484000.0,53523140000.0
2099.0,56324560000.0,36970308000.0,42224620000.0,53420646000.0
2100.0,55727317000.0,37120795000.0,42556584000.0,54218440000.0
