time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CESM2-WACCM
2058.0,25854710000.0,37969610000.0,21236302000.0,26553970000.0
2059.0,24589859000.0,37456630000.0,20745896000.0,26078767000.0
2060.0,23627500000.0,36966040000.0,20294113000.0,25605853000.0
2061.0,22814976000.0,35840900000.0,19846430000.0,25014866000.0
2062.0,22118724000.0,34546880000.0,19224388000.0,24235764000.0
2063.0,21422373000.0,33210763000.0,18629970000.0,23617830000.0
2064.0,21170784000.0,32667824000.0,18417957000.0,23227339000.0
2065.0,20928960000.0,32875657000.0,18182865000.0,22632040000.0
2066.0,20216940000.0,30984698000.0,17783818000.0,22009055000.0
2067.0,19861390000.0,30119326000.0,17399953000.0,21402892000.0
2068.0,19431737000.0,29923439000.0,17166084000.0,20859566000.0
2069.0,19050450000.0,28718377000.0,16758550000.0,20620409000.0
2070.0,18712586000.0,28547994000.0,16637124000.0,19907461000.0
2071.0,18227735000.0,28587071000.0,16413298000.0,19994210000.0
2072.0,17955017000.0,28627423000.0,15818043000.0,19514305000.0
2073.0,17968357000.0,29144766000.0,15504274000.0,19716282000.0
2074.0,17785524000.0,28956297000.0,14829491000.0,19611105000.0
2075.0,17429449000.0,28907385000.0,14806212000.0,19260848000.0
2076.0,16433791000.0,29071030000.0,14528807000.0,18761992000.0
2077.0,16784859000.0,29665298000.0,14513653000.0,18334476000.0
2078.0,16764341000.0,29525811000.0,13935077000.0,17703778000.0
2079.0,16924166000.0,29354863000.0,13899782000.0,16981466000.0
2080.0,16991305000.0,29229550000.0,14058148000.0,16723026000.0
2081.0,16818300000.0,28800164000.0,14166781000.0,16800206000.0
2082.0,17485548000.0,29637274000.0,14231862000.0,17086322000.0
2083.0,17774119000.0,29117985000.0,13908237000.0,17179003000.0
2084.0,17738082000.0,28115579000.0,13712515000.0,16786447000.0
2085.0,17295313000.0,28284273000.0,13540596000.0,16994348000.0
2086.0,17051477000.0,28045404000.0,13629643000.0,16721292000.0
2087.0,17203120000.0,27504360000.0,13217956000.0,16309188000.0
2088.0,16889828000.0,27277191000.0,13077222000.0,16173551000.0
2089.0,16893196000.0,26813882000.0,13282545000.0,16061922000.0
2090.0,16992369000.0,26185322000.0,13288030000.0,15892685000.0
2091.0,17251731000.0,26119082000.0,13072287000.0,15824689000.0
2092.0,17748953000.0,26012363000.0,12963094000.0,15477249000.0
2093.0,17918544000.0,26083416000.0,12938448000.0,15835298000.0
2094.0,17861943000.0,26047881000.0,12893459000.0,15635618000.0
2095.0,18273847000.0,25844988000.0,12743677000.0,15766837000.0
2096.0,18066385000.0,25733767000.0,12757385000.0,15747782000.0
2097.0,18717856000.0,25956465000.0,12874919000.0,15926962000.0
2098.0,18550278000.0,25665892000.0,12867039000.0,16185747000.0
2099.0,19034083000.0,25331150000.0,12916365000.0,16301379000.0
2100.0,19382487000.0,25290500000.0,12799849000.0,16067569000.0
