time,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,ACCESS-ESM1-5,ACCESS-CM2,CANESM5,CESM2,GFDL-ESM4,NORESM2-MM,INM-CM4-8,INM-CM5-0,EC-EARTH3,MPI-ESM1-2-HR,IPSL-CM6A-LR,CESM2-WACCM,CAMS-CSM1-0,MRI-ESM2-0
2010.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0,2706896100.0
2011.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0,2706562000.0
2012.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0,2707589000.0
2013.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0,2717896400.0
2014.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0,2694798600.0
2015.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0,2683665200.0
2016.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0,2748370200.0
2017.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0,2680201500.0
2018.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0,2688891600.0
2019.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0,2662795300.0
2020.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0,2663309600.0
2021.0,2658404900.0,2643157800.0,2648510700.0,2651498800.0,2644763100.0,2639485400.0,2648621000.0,2646451500.0,2655765800.0,2651967200.0,2656935400.0,2655100700.0,2674995200.0,2656491300.0,2654828000.0,2648620000.0,2667975200.0
2022.0,2645175600.0,2630814200.0,2646169900.0,2637748000.0,2633609500.0,2624590600.0,2629627100.0,2641446700.0,2642671000.0,2640021000.0,2642780700.0,2629854700.0,2641120300.0,2669874700.0,2711064000.0,2642683100.0,2642158600.0
2023.0,2627587600.0,2618029800.0,2625959400.0,2626172200.0,2624779300.0,2599923500.0,2640916500.0,2632383700.0,2758496300.0,2636006400.0,2636407300.0,2620020700.0,2632031700.0,2699283500.0,2643031600.0,2646714400.0,2630936800.0
2024.0,2617050000.0,2607284000.0,2613879300.0,2620589600.0,2607212300.0,2577749000.0,2610261800.0,2651989800.0,2638735400.0,2634299600.0,2622835000.0,2595935200.0,2618890500.0,2667977000.0,2630116400.0,2627681800.0,2634756400.0
2025.0,2609179400.0,2597463800.0,2591518500.0,2595513600.0,2594562300.0,2559850800.0,2596927000.0,2623779800.0,2630892800.0,2631437300.0,2605956900.0,2597160000.0,2600615400.0,2639500000.0,2614715600.0,2630115000.0,2617619700.0
2026.0,2602350600.0,2581640200.0,2582105900.0,2579007000.0,2585345500.0,2539673900.0,2616690400.0,2606793000.0,2611705900.0,2613423600.0,2598505500.0,2566175200.0,2579086600.0,2623494700.0,2604770000.0,2621794600.0,2604652800.0
2027.0,2589610500.0,2569210400.0,2564917000.0,2582929200.0,2597246500.0,2517264600.0,2579310600.0,2588015600.0,2593817900.0,2596069400.0,2574111200.0,2549195000.0,2564552200.0,2606239200.0,2595254300.0,2595284000.0,2588717600.0
2028.0,2570013000.0,2549750300.0,2542719200.0,2549998800.0,2565824000.0,2496185300.0,2593289700.0,2577001000.0,2579931100.0,2582436900.0,2550262300.0,2524310500.0,2537869300.0,2597019400.0,2584412400.0,2576440600.0,2565728800.0
2029.0,2547947000.0,2526749700.0,2515340500.0,2546543400.0,2556547300.0,2461930000.0,2555995000.0,2558499800.0,2555178800.0,2571295700.0,2531199200.0,2495014000.0,2525159200.0,2580426000.0,2572113000.0,2561336600.0,2543630300.0
2030.0,2526610700.0,2507084500.0,2494591000.0,2532449300.0,2544105200.0,2434122000.0,2537956600.0,2530966500.0,2528208400.0,2590026000.0,2503360500.0,2465965600.0,2503832300.0,2572118500.0,2552966400.0,2542367200.0,2534530300.0
2031.0,2500483000.0,2480206000.0,2460754400.0,2648695600.0,2513207800.0,2398633500.0,2527887600.0,2523095800.0,2498866700.0,2608576000.0,2489483800.0,2444193000.0,2492031000.0,2548454100.0,2530462000.0,2524782300.0,2531001600.0
2032.0,2500242000.0,2452150000.0,2448607200.0,2598039000.0,2498068200.0,2347078000.0,2506745300.0,2493779000.0,2492096500.0,2573792000.0,2474563800.0,2448014800.0,2463300000.0,2525488400.0,2512690400.0,2502062000.0,2512065800.0
2033.0,2482351900.0,2422440000.0,2427731200.0,2526736400.0,2469438200.0,2303181300.0,2487441000.0,2483616300.0,2471912200.0,2542479000.0,2448979700.0,2388265700.0,2434099700.0,2510988800.0,2494857500.0,2474905300.0,2489591300.0
2034.0,2458207500.0,2393146600.0,2397073700.0,2583835100.0,2450290400.0,2246390300.0,2465145000.0,2493806300.0,2441304600.0,2520528100.0,2434121000.0,2358473500.0,2521535700.0,2484301600.0,2485524500.0,2445751600.0,2461116000.0
2035.0,2429662000.0,2368525800.0,2345180000.0,2549211100.0,2415988200.0,2182809000.0,2513336000.0,2445037800.0,2551056600.0,2503840000.0,2408629200.0,2321096400.0,2427316200.0,2457272600.0,2457546200.0,2419656400.0,2424566800.0
2036.0,2424078800.0,2345074200.0,2308991500.0,2508827600.0,2393942300.0,2146431000.0,2429651700.0,2434054400.0,2430903000.0,2477215000.0,2386767400.0,2270450700.0,2378491000.0,2423181600.0,2438913000.0,2401284900.0,2413416700.0
2037.0,2388035000.0,2313765000.0,2365666300.0,2532319200.0,2361417700.0,2099030900.0,2391794200.0,2425686000.0,2401434400.0,2465769000.0,2363273200.0,2221236000.0,2355311600.0,2391683300.0,2413761000.0,2381339600.0,2378130200.0
2038.0,2357194200.0,2282333000.0,2330379300.0,2503608600.0,2321920300.0,2055814500.0,2363704800.0,2386872000.0,2375260400.0,2445754600.0,2341453600.0,2181965300.0,2321232100.0,2374718000.0,2379702800.0,2353736200.0,2352516600.0
2039.0,2326940200.0,2259055900.0,2257399600.0,2483151000.0,2280904000.0,2011607300.0,2328104000.0,2353454800.0,2353793500.0,2450870800.0,2311276500.0,2140746600.0,2312761600.0,2349985300.0,2365810700.0,2340167700.0,2328561000.0
2040.0,2294205000.0,2213013200.0,2280145200.0,2484077300.0,2245002500.0,1947841900.0,2307536400.0,2522027500.0,2342007300.0,2453810200.0,2293776000.0,2112084500.0,2273288700.0,2315095800.0,2330040800.0,2336787700.0,2303167200.0
2041.0,2250304300.0,2185736400.0,2205290800.0,2564864300.0,2197167900.0,1878251900.0,2275784700.0,2367219500.0,2318674400.0,2418132200.0,2272825000.0,2053140200.0,2253226500.0,2255806700.0,2267129900.0,2275601700.0,2264115500.0
2042.0,2227877400.0,2138836700.0,2164997400.0,2499524400.0,2150588400.0,1817818100.0,2249299500.0,2332212000.0,2286818000.0,2391306500.0,2247623700.0,2003768000.0,2249748000.0,2216587800.0,2222126800.0,2242894300.0,2228974000.0
2043.0,2190813700.0,2125320200.0,2109240600.0,2432336000.0,2079194100.0,1743788400.0,2240471600.0,2307170800.0,2282474800.0,2370240300.0,2213143000.0,1978516500.0,2287215900.0,2189570000.0,2192701700.0,2217181700.0,2189783600.0
2044.0,2158100500.0,2084254100.0,2089740200.0,2406990000.0,2029493100.0,1638798200.0,2197943000.0,2280829400.0,2260596500.0,2351204000.0,2162714400.0,1923445000.0,2208828700.0,2169841000.0,2138864600.0,2192316400.0,2163200000.0
2045.0,2156188400.0,2051415700.0,2050586900.0,2389510000.0,1978104300.0,1595273500.0,2181515000.0,2247813000.0,2227532300.0,2327572500.0,2131881700.0,1931469700.0,2178226400.0,2139807400.0,2100144500.0,2150084000.0,2140740500.0
2046.0,2233849600.0,2021265400.0,1996489700.0,2353079800.0,1921247400.0,1528368900.0,2135671700.0,2225148200.0,2179329000.0,2325191700.0,2098883600.0,1847538200.0,2148131000.0,2099752200.0,2070653300.0,2121886800.0,2091096300.0
2047.0,2092831200.0,1987621600.0,1958427600.0,2330791700.0,1849182200.0,1464110500.0,2100238200.0,2191134500.0,2150916400.0,2305371400.0,2057361300.0,1780779600.0,2119606400.0,2065505300.0,1997600400.0,2078719100.0,2035662200.0
2048.0,2061015000.0,1965739300.0,1915922800.0,2302829000.0,1796027400.0,1416259200.0,2076364500.0,2160041200.0,2125793300.0,2276954600.0,2012563500.0,1722956500.0,2121986600.0,2005371400.0,1929710800.0,2020574000.0,1999524500.0
2049.0,2028234200.0,1899205800.0,1856445200.0,2290704400.0,1710818300.0,1375617300.0,2023543600.0,2186155300.0,2091803600.0,2244058600.0,1978381800.0,1685456500.0,2112808000.0,2019237900.0,1894187800.0,2010371600.0,1977752600.0
2050.0,1995598300.0,1860583300.0,1854317300.0,2269507300.0,1654752300.0,1344257900.0,1988225300.0,2092356200.0,2051712800.0,2222427400.0,1945632100.0,1636138100.0,2189869600.0,1927585400.0,1828508300.0,1975696500.0,1948607500.0
2051.0,2053285800.0,1819235000.0,1798740000.0,2243017200.0,1588945800.0,1328732000.0,1957832600.0,2061798800.0,2002303000.0,2248447700.0,1898900600.0,1590902800.0,2034139500.0,1887642900.0,1803148000.0,1938252700.0,1959600800.0
2052.0,1973859800.0,1772154800.0,1789861800.0,2270778000.0,1524185500.0,1299677300.0,1934213500.0,2108668000.0,1967355300.0,2181474000.0,1880662700.0,1583099300.0,1992622000.0,1831012900.0,1789233800.0,1902734100.0,1898667000.0
2053.0,1929873800.0,1717243400.0,1755615600.0,2210577700.0,1484591700.0,1241411300.0,1895917000.0,1998690400.0,1939324700.0,2207994000.0,1862057600.0,1518589800.0,2021341700.0,1765049600.0,1754185200.0,1870984600.0,1877242400.0
2054.0,1890239200.0,1699300100.0,1702278900.0,2190668300.0,1426744400.0,1188796800.0,1862669800.0,1966579000.0,1906198300.0,2133994800.0,1913299100.0,1470925400.0,1967940600.0,1723565200.0,1736643600.0,1866782300.0,1833556200.0
2055.0,1871208700.0,1671490400.0,1657809700.0,2154963700.0,1404101200.0,1144370000.0,1836201300.0,1930260700.0,1860853400.0,2088683500.0,1817369200.0,1414473700.0,1965812100.0,1681626500.0,1690704400.0,1809676000.0,1824306600.0
2056.0,1805570200.0,1641998200.0,1634477400.0,2301640200.0,1370759600.0,1098197800.0,1804421600.0,1896467600.0,1805725700.0,2067535600.0,1803150700.0,1374663200.0,1903012100.0,1641111000.0,1655223200.0,1757578500.0,1775979500.0
2057.0,1803308000.0,1614344300.0,1641283500.0,2528275700.0,1317398900.0,1070624700.0,1767199100.0,1848700300.0,1760729900.0,2052949100.0,1790918500.0,1343009500.0,1877484800.0,1582334500.0,1625812200.0,1730617000.0,1738623600.0
2058.0,1777774000.0,1584784800.0,1552766200.0,2359231500.0,1320949200.0,1039079100.0,1768077000.0,1816068200.0,1729588200.0,2022933000.0,1741231000.0,1305437000.0,1893572900.0,1535266000.0,1797761700.0,1684764400.0,1706253800.0
2059.0,1730918100.0,1555739300.0,1538754400.0,2335459000.0,1261004700.0,1004628100.0,1748200000.0,1778854700.0,1716774300.0,1980581800.0,1704572900.0,1294053100.0,1834138500.0,1486712700.0,1632370300.0,1696787100.0,1671477200.0
2060.0,1714796200.0,1516249600.0,1476047900.0,2179900200.0,1206169000.0,964985340.0,1722301200.0,1796195200.0,1675209200.0,1977602800.0,1648684700.0,1258256800.0,1781924000.0,1455854100.0,1587087400.0,1646334100.0,1639027100.0
2061.0,1716030700.0,1488126500.0,1431021000.0,2096912600.0,1164728300.0,941410800.0,1711327200.0,1739221000.0,1651898400.0,1933726100.0,1609644200.0,1228223700.0,1752752100.0,1435958100.0,1598943400.0,1581122200.0,1606786000.0
2062.0,1658262500.0,1442114700.0,1479831400.0,2076631000.0,1138120700.0,905083500.0,1666651500.0,1712910200.0,1615219800.0,1908912300.0,1579464400.0,1201574100.0,1722779900.0,1401232300.0,1555541800.0,1548265600.0,1567086700.0
2063.0,1681905500.0,1401004300.0,1378962000.0,2114122600.0,1099252600.0,867088800.0,1629525100.0,1695908700.0,1588303600.0,1906953200.0,1551532900.0,1185585000.0,1717370400.0,1359617900.0,1525433100.0,1509111600.0,1552557200.0
2064.0,1615763000.0,1365761200.0,1349116700.0,2207396400.0,1046019600.0,832288300.0,1584418600.0,1681183700.0,1544576400.0,1843740700.0,1524455400.0,1146427000.0,1678025200.0,1312646900.0,1552340100.0,1476499200.0,1650440600.0
2065.0,1588245400.0,1323383700.0,1311425800.0,2067711000.0,998178370.0,801733600.0,1724059500.0,1641896700.0,1477567000.0,1796411300.0,1515405700.0,1139476400.0,1644983800.0,1377255800.0,1484198900.0,1448744600.0,1576972500.0
2066.0,1554521000.0,1301153300.0,1328415100.0,2064092900.0,975720400.0,775088300.0,1781552800.0,1605263600.0,1441357800.0,1771518000.0,1484585100.0,1110613400.0,1623127600.0,1255902100.0,1447731500.0,1424961800.0,1620272400.0
2067.0,2122035200.0,1272766100.0,1320918300.0,2009686500.0,939119500.0,747219200.0,1755340000.0,1577082400.0,1409778600.0,1746705800.0,1445353600.0,1083762000.0,1607064800.0,1230526000.0,1433350500.0,1418707100.0,1540314600.0
2068.0,1805752200.0,1252486700.0,1237921500.0,1966620800.0,909732200.0,723899000.0,1629284700.0,1542878100.0,1393722100.0,1747820400.0,1403151700.0,1047438800.0,1569896100.0,1215403800.0,1405099500.0,1769272300.0,1486903800.0
2069.0,1640497400.0,1220309100.0,1214183300.0,1943092200.0,867575100.0,698851100.0,1725553800.0,1518644200.0,1371391900.0,1705233000.0,1351336100.0,1010726660.0,1560469200.0,1180047700.0,1386891900.0,1484102800.0,1458391600.0
2070.0,1532145900.0,1193174300.0,1235143200.0,1914792400.0,854478300.0,665881340.0,1700431700.0,1493700100.0,1350747400.0,1681859300.0,1324976300.0,972095700.0,1517510900.0,1138712300.0,1372307000.0,1388493000.0,1420648000.0
2071.0,1480548500.0,1168178700.0,1165676300.0,1881978400.0,826551040.0,639835900.0,1526954200.0,1468955800.0,1365107100.0,1669890800.0,1303757400.0,949736800.0,1496397600.0,1095144600.0,1826976300.0,1371926500.0,1625724900.0
2072.0,1464600700.0,1135415300.0,1138500900.0,1849974100.0,798877100.0,621194400.0,1679979600.0,1530724900.0,1329639600.0,1653122000.0,1270965500.0,920700800.0,1472556900.0,1058451200.0,1484876300.0,1336563300.0,1414120000.0
2073.0,1490675800.0,1128822100.0,1153234300.0,1828343300.0,783464450.0,599728500.0,1506914600.0,1440775700.0,1290860500.0,1647032800.0,1254577000.0,923066940.0,1512316700.0,1027115300.0,1410908800.0,1274778000.0,1463714600.0
2074.0,1466570800.0,1082012300.0,1095630700.0,1792691700.0,764923400.0,584370200.0,1494568300.0,1397317900.0,1332333300.0,1643174300.0,1227385000.0,880064900.0,1446492400.0,996136900.0,1330272500.0,1251511000.0,1449409500.0
2075.0,1409392900.0,1059058200.0,1073975800.0,1756336600.0,742025860.0,556720200.0,1474355500.0,1381309000.0,1254027900.0,1596276000.0,1203521700.0,851332900.0,1452518000.0,1024921340.0,1305196400.0,1246856600.0,1358200700.0
2076.0,1403415000.0,1045989400.0,1037667260.0,1720896600.0,726567400.0,536879740.0,1509182700.0,1361810600.0,1226360700.0,1559931800.0,1175725200.0,827627500.0,1409258500.0,952630400.0,1283244700.0,1274995800.0,1348287400.0
2077.0,1389673100.0,1036723260.0,1014543300.0,1699161700.0,707089150.0,519421440.0,1435015000.0,1339374500.0,1211073000.0,1546170500.0,1166867300.0,805447550.0,1383141400.0,926015940.0,1265940100.0,1226830700.0,1326595300.0
2078.0,1377640300.0,1009895900.0,983151800.0,1653194400.0,693708800.0,503224260.0,1586678000.0,1591456900.0,1346373400.0,1509635300.0,1135158500.0,792508000.0,1370765300.0,907873660.0,1235166000.0,1183221600.0,1419448800.0
2079.0,1338183400.0,985869800.0,989191230.0,1631240400.0,669848900.0,486538900.0,1442179200.0,1352341500.0,1227462900.0,1488393900.0,1101396100.0,768816800.0,1331836400.0,904156350.0,1903244200.0,1153371000.0,1313137500.0
2080.0,1319289000.0,965596500.0,944858700.0,1617946800.0,652452000.0,476863840.0,1903497600.0,1318637000.0,1175253100.0,1466866300.0,1151972700.0,752234750.0,1299857000.0,933036540.0,1428266100.0,1124769200.0,1351039600.0
2081.0,1313079000.0,941039600.0,944423000.0,1584169300.0,636183550.0,458896200.0,1432655000.0,1464095400.0,1183760100.0,1459350500.0,1063790600.0,742149400.0,1281407400.0,899895300.0,1293829100.0,1106098700.0,1282578300.0
2082.0,1288232400.0,925905340.0,916621060.0,1550967000.0,612653900.0,456185500.0,1422284800.0,1268083700.0,1423602800.0,1446786600.0,1061792000.0,715471740.0,1367533600.0,845905200.0,1777424100.0,1077274200.0,1284333200.0
2083.0,1304543700.0,905663600.0,882588800.0,1521427800.0,591024640.0,435572160.0,1602368000.0,1237785500.0,1170548200.0,1679546600.0,1034917600.0,702207170.0,1259061800.0,829705150.0,1246491000.0,1054521860.0,1267265800.0
2084.0,1523046300.0,892588200.0,852258940.0,1499424400.0,580135800.0,419681440.0,1629892600.0,1214257200.0,1109117800.0,1454305800.0,1006726100.0,683367400.0,1228449500.0,809938600.0,1247617500.0,1090522900.0,1754182300.0
2085.0,1402965400.0,878301440.0,831810000.0,1472848600.0,568608300.0,412341700.0,1509589400.0,1200408600.0,1099947300.0,1379599400.0,983929400.0,662847100.0,1206754000.0,800951740.0,1239418100.0,1035194300.0,1640425500.0
2086.0,1282499300.0,889370200.0,811489660.0,1554872800.0,539632900.0,394091600.0,1802386200.0,1190439000.0,1096552800.0,1355079200.0,959733570.0,643445500.0,1193130900.0,772479550.0,1217776100.0,1018165800.0,1389676700.0
2087.0,1236742900.0,851628200.0,786848640.0,1476644200.0,524353250.0,383481760.0,1389753500.0,1158641700.0,1072145540.0,1322594700.0,940375900.0,700484860.0,1183331500.0,748326400.0,1168132000.0,993364860.0,1405115600.0
2088.0,1211761700.0,839893500.0,779788400.0,1422251500.0,507068000.0,368468500.0,1608953300.0,1163031700.0,1100010800.0,1300825300.0,925915500.0,628725200.0,1148882600.0,742627300.0,1161380200.0,977611140.0,1272786800.0
2089.0,1234965800.0,822433600.0,751558300.0,1399978200.0,496434300.0,354931230.0,1663908600.0,1437354500.0,1226673800.0,1277581000.0,914513300.0,609980400.0,1223712500.0,727348700.0,1216654200.0,971633660.0,1248261600.0
2090.0,1179593600.0,808877900.0,732858300.0,1390521700.0,485345570.0,348110430.0,1402047900.0,1166860700.0,1073354560.0,1251252400.0,927321000.0,602744060.0,1121715800.0,697872830.0,1131391400.0,937810600.0,1207201200.0
2091.0,1158018800.0,811553500.0,733887040.0,1352369000.0,475640770.0,326148800.0,1334754300.0,1117522000.0,1028637060.0,1227923200.0,946500400.0,581884000.0,1145871200.0,668229200.0,1127313200.0,920119040.0,1217806500.0
2092.0,1124625700.0,817023000.0,899177340.0,1330875100.0,458186940.0,314132900.0,1296717400.0,1103523700.0,1006999400.0,1211837200.0,871099000.0,579963600.0,1095170200.0,647806700.0,1099538600.0,905640500.0,1250732700.0
2093.0,1101632800.0,791891000.0,745448200.0,1316370200.0,436508100.0,321997120.0,1276903300.0,1173200900.0,1007573400.0,1192206800.0,892611400.0,568485950.0,1069079550.0,630511300.0,1089718500.0,1110277500.0,1201388500.0
2094.0,1090169200.0,827055170.0,698587460.0,1294152300.0,421845000.0,299602620.0,1249245400.0,1127205500.0,1059226700.0,1326697700.0,845892800.0,549145340.0,1104698600.0,612053600.0,1074741600.0,899370050.0,1164494700.0
2095.0,1101655800.0,757635650.0,671217000.0,1304313200.0,404795800.0,290760600.0,1760251600.0,1062543500.0,1363387100.0,1183955100.0,824958850.0,546098240.0,1048798850.0,604289400.0,1050218750.0,888019460.0,1152550700.0
2096.0,1156620700.0,744167700.0,658128400.0,1268313600.0,380770080.0,280925540.0,1438570400.0,1071727900.0,1000496500.0,1172996000.0,810126140.0,540526300.0,1028249800.0,586076350.0,1556080600.0,924721540.0,1170603300.0
2097.0,1067222900.0,753167500.0,650537660.0,1239555800.0,361313730.0,268757470.0,1241335400.0,1050324100.0,961485300.0,1126520000.0,846387840.0,520668350.0,1008881540.0,671949630.0,1369136500.0,861220500.0,1783985900.0
2098.0,1113805200.0,860477800.0,624658400.0,1203843200.0,351313700.0,274993570.0,1238110100.0,1025707000.0,941348700.0,1224933000.0,805600450.0,511211360.0,994687170.0,576427260.0,1133350700.0,1025962100.0,1454962000.0
2099.0,1039067100.0,748733500.0,613683700.0,1187714300.0,341763200.0,255220940.0,1338600800.0,1311205100.0,938348540.0,1096527100.0,929777800.0,500002300.0,988137900.0,570653440.0,1100822800.0,899685800.0,1411486700.0
2100.0,1022752060.0,753745200.0,596137150.0,1168649700.0,331299870.0,237916850.0,1282707500.0,1027110200.0,938817200.0,1081130200.0,777074900.0,478042020.0,968514200.0,540965400.0,1041601860.0,1016853900.0,1389639200.0
