time,MRI-ESM2-0,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,INM-CM5-0,NORESM2-MM,GFDL-ESM4,CESM2,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG
2024.0,2616104200.0,2642405400.0,2611095600.0,2609342500.0,2609974300.0,2610898200.0,2600493300.0,2707178200.0,2615262500.0,2685129700.0,2627064300.0,2617911000.0,2614689000.0
2025.0,2629759000.0,2631005700.0,2608925700.0,2599955500.0,2583965000.0,2609642800.0,2582130400.0,2652480300.0,2597157400.0,2614892300.0,2609871000.0,2604078800.0,2602297300.0
2026.0,2623234000.0,2661205200.0,2575548000.0,2584192300.0,2565161000.0,2611719700.0,2589385000.0,2635149600.0,2581435100.0,2599488500.0,2597799000.0,2588535600.0,2582549000.0
2027.0,2600437800.0,2643440000.0,2555142000.0,2569272000.0,2572593200.0,2591875300.0,2556839700.0,2624249300.0,2564180700.0,2589288700.0,2584714200.0,2572675800.0,2567340800.0
2028.0,2572678100.0,2696868000.0,2522598700.0,2560920300.0,2542752500.0,2574826500.0,2529147100.0,2657056300.0,2537146400.0,2576168700.0,2580046800.0,2557280000.0,2549314000.0
2029.0,2543070700.0,2672170500.0,2487359000.0,2566367200.0,2526683000.0,2591977500.0,2514641700.0,2606264000.0,2512964000.0,2562348000.0,2571957200.0,2541565400.0,2538073600.0
2030.0,2533492200.0,2644315000.0,2463541200.0,2558654000.0,2541729500.0,2562443000.0,2502639400.0,2619960300.0,2514342400.0,2536563700.0,2557224400.0,2524252700.0,2521955000.0
2031.0,2502265300.0,2618134500.0,2415153200.0,2533070300.0,2519867000.0,2540583000.0,2471292000.0,2595375400.0,2478852000.0,2511979800.0,2559298000.0,2499192000.0,2509185500.0
2032.0,2486005500.0,2596430300.0,2380033000.0,2507547000.0,2489214000.0,2541303600.0,2467740000.0,2585707500.0,2477958000.0,2504878600.0,2549806600.0,2483486200.0,2575680300.0
2033.0,2476567600.0,2592606000.0,2365809200.0,2496129800.0,2465713400.0,2520126500.0,2422794000.0,2578276000.0,2454033200.0,2503880200.0,2551280400.0,2451322400.0,2483467800.0
2034.0,2442942000.0,2573971700.0,2343901400.0,2475417300.0,2438967600.0,2510956500.0,2400567800.0,2553018000.0,2430188300.0,2490480600.0,2510811600.0,2435090000.0,2454023000.0
2035.0,2414363600.0,2562367000.0,2284639500.0,2455500500.0,2427519200.0,2495530200.0,2359726600.0,2540011500.0,2420330500.0,2449415400.0,2492168700.0,2409197000.0,2436024300.0
2036.0,2384677400.0,2545469400.0,2253949200.0,2431122700.0,2387048000.0,2494366200.0,2327780400.0,2521956000.0,2436049700.0,2443737900.0,2470996500.0,2388636400.0,2415966000.0
2037.0,2367100000.0,2534182700.0,2215729700.0,2407064600.0,2365969000.0,2465324000.0,2276388600.0,2498966800.0,2392613400.0,2419764700.0,2450666200.0,2368375000.0,2397745400.0
2038.0,2333553700.0,2514960400.0,2208460800.0,2369303000.0,2321852400.0,2445025000.0,2215292700.0,2477780200.0,2381300700.0,2406091500.0,2437639700.0,2338789400.0,2377268200.0
2039.0,2308026000.0,2501075000.0,2158473000.0,2337735000.0,2277469700.0,2427201000.0,2173591300.0,2448013800.0,2338375400.0,2376141000.0,2419123500.0,2321860400.0,2428429300.0
2040.0,2266760400.0,2472893200.0,2125024100.0,2292953300.0,2236085200.0,2420718600.0,2123483100.0,2440970500.0,2309188900.0,2361849300.0,2391568400.0,2291078100.0,2349624300.0
2041.0,2239494000.0,2451088100.0,2090369300.0,2241129200.0,2250038800.0,2403761000.0,2072439300.0,2424045600.0,2293654300.0,2359085300.0,2369941000.0,2261004000.0,2422637300.0
2042.0,2194236000.0,2417856500.0,2054939300.0,2186146600.0,2209978600.0,2387202600.0,2031274500.0,2404258800.0,2245749000.0,2301741800.0,2341491000.0,2228668200.0,2291196700.0
2043.0,2149714200.0,2398497500.0,2032675800.0,2146886500.0,2166438400.0,2370544000.0,1991253400.0,2368526800.0,2220500200.0,2286851600.0,2299292000.0,2192958500.0,2254226000.0
2044.0,2104702500.0,2368809500.0,1968538400.0,2092178200.0,2162615800.0,2414527500.0,1944607500.0,2354253600.0,2189816800.0,2260318500.0,2255612400.0,2176127500.0,2218457000.0
2045.0,2069106700.0,2338591500.0,1925050600.0,2058032300.0,2097298800.0,2344121600.0,1904166400.0,2337146400.0,2157721600.0,2212025600.0,2209171500.0,2135955700.0,2190545400.0
2046.0,2054709500.0,2306390000.0,1905973500.0,2017803900.0,2089036700.0,2312546600.0,1827268000.0,2298592500.0,2131867900.0,2192071000.0,2170251300.0,2111923200.0,2153274600.0
2047.0,1992844300.0,2265262600.0,1852152300.0,1955248500.0,2026403000.0,2287793200.0,1773520500.0,2274126600.0,2068058000.0,2154809300.0,2138297000.0,2062606600.0,2104309200.0
2048.0,1950490500.0,2213197000.0,1804895500.0,1907376000.0,1979164500.0,2278321700.0,1736395100.0,2226904000.0,2038983400.0,2155638500.0,2093199400.0,2021321100.0,2074962300.0
2049.0,1906676600.0,2167536000.0,1825219300.0,1890593300.0,1944213900.0,2244147200.0,1690593900.0,2173434600.0,1994997000.0,2114215300.0,2042899500.0,1995788300.0,2017749000.0
2050.0,1839153000.0,2128532900.0,1746416800.0,1766912900.0,1945201400.0,2220023300.0,1633256200.0,2133448300.0,1955072800.0,2062846200.0,2002256500.0,1951086100.0,1943472800.0
2051.0,1790774300.0,2088315800.0,1707361300.0,1697853400.0,1868964600.0,2189703700.0,1591768600.0,2098259300.0,1921675600.0,2036583700.0,1956515300.0,1913936600.0,1894360400.0
2052.0,1753986800.0,2048868000.0,1660830000.0,1652740400.0,1850046700.0,2156208600.0,1533893200.0,2055333200.0,1901051500.0,1978080400.0,1914027100.0,1865277400.0,1862409600.0
2053.0,1722185000.0,1995823900.0,1613873500.0,1606490600.0,1859664800.0,2109744100.0,1497640800.0,2031140600.0,1858065300.0,1931060600.0,1874248700.0,1829468500.0,1826701600.0
2054.0,1680097200.0,1964330800.0,1563031300.0,1639829000.0,1797200400.0,2073646200.0,1466326900.0,1998087400.0,1823661200.0,1877517700.0,1819863900.0,1773281000.0,1761306000.0
2055.0,1618956700.0,1970070100.0,1518218900.0,1521209200.0,1749448200.0,2050257000.0,1428084700.0,1962387000.0,1764268900.0,1839272000.0,1759718900.0,1707919000.0,1703865300.0
2056.0,1569560200.0,1956996000.0,1517303700.0,1464444000.0,1717426700.0,2009609200.0,1386083800.0,1911556900.0,1719183900.0,1777448000.0,1715186600.0,1663726200.0,1652264700.0
2057.0,1536710900.0,1883374600.0,1486533800.0,1396488600.0,1675612000.0,1981928800.0,1370373900.0,1879258900.0,1663013800.0,1740623000.0,1666376400.0,1625479700.0,1674094700.0
2058.0,1494873300.0,1851548500.0,1454503300.0,1327429500.0,1631980500.0,1923232400.0,1350012700.0,1830603400.0,1623855000.0,1703970800.0,1614142200.0,1554492900.0,1602661500.0
2059.0,1449572000.0,1793360300.0,1421337500.0,1294483300.0,1586068500.0,1893037700.0,1315332500.0,1770661100.0,1583365500.0,1662028000.0,1560047700.0,1509957400.0,1551630700.0
2060.0,1422968400.0,1775765500.0,1379098000.0,1236656800.0,1533914500.0,1860659200.0,1284424200.0,1735813200.0,1539291600.0,1615389700.0,1530701700.0,1488080000.0,1485103900.0
2061.0,1376006500.0,1738050200.0,1346936300.0,1195577300.0,1479936300.0,1835743500.0,1230928800.0,1714407300.0,1500673000.0,1576326700.0,1496998800.0,1445071900.0,1439543900.0
2062.0,1332991200.0,1713787800.0,1319050200.0,1136844800.0,1468647700.0,1814483000.0,1194339600.0,1670636400.0,1457752200.0,1525637500.0,1462850400.0,1430276700.0,1387305000.0
2063.0,1284281900.0,1663526400.0,1278967900.0,1088830600.0,1428244000.0,1794292200.0,1165542000.0,1607846400.0,1407327900.0,1480685400.0,1418628000.0,1348367500.0,1355918700.0
2064.0,1242913500.0,1622075300.0,1247607700.0,1064951000.0,1392522800.0,1761211600.0,1126275700.0,1579529000.0,1350181000.0,1475786900.0,1360064600.0,1309165000.0,1298613800.0
2065.0,1215388400.0,1571633800.0,1237391100.0,1028648800.0,1359411800.0,1714946400.0,1076238500.0,1554567200.0,1306881000.0,1438478300.0,1314040400.0,1273658900.0,1236952700.0
2066.0,1190882700.0,1523837700.0,1589761500.0,967867260.0,1321351200.0,1673534300.0,1035288100.0,1533215600.0,1262048400.0,1408493200.0,1277157400.0,1234014800.0,1167220900.0
2067.0,1142508900.0,1476581100.0,1231050400.0,936601700.0,1453948000.0,1631674100.0,1009433150.0,1472856800.0,1227275900.0,1377967900.0,1281602200.0,1194628200.0,1116481800.0
2068.0,1112767600.0,1444922000.0,1156329700.0,897933900.0,1293159700.0,1598960900.0,983856600.0,1430040200.0,1179934000.0,1346049800.0,1232035000.0,1152278800.0,1066713340.0
2069.0,1081208000.0,1421344800.0,1132789000.0,855175230.0,1246599300.0,1630933900.0,967568830.0,1391545600.0,1138361300.0,1305236600.0,1227405800.0,1117369000.0,1029624200.0
2070.0,1059185900.0,1376379800.0,1101057500.0,820966900.0,1217291000.0,1571179400.0,945236300.0,1350290700.0,1110735400.0,1267221200.0,1164953600.0,1093826000.0,987955500.0
2071.0,1031322560.0,1345067100.0,1079820200.0,786398600.0,1177549200.0,1523658200.0,920765440.0,1315394000.0,1085124100.0,1220087700.0,1130751600.0,1040116350.0,948865300.0
2072.0,993515500.0,1285503400.0,1050170600.0,754647500.0,1134897500.0,1490690000.0,886605060.0,1310933600.0,1045479200.0,1203807700.0,1095398500.0,1032701950.0,903076500.0
2073.0,995548800.0,1256176400.0,1048899800.0,720283900.0,1110276000.0,1509966500.0,857176200.0,1272834800.0,1012197250.0,1174790700.0,1063466900.0,987973440.0,863382340.0
2074.0,948579700.0,1217177300.0,994542850.0,693018400.0,1078279600.0,1424708500.0,828494300.0,1235827500.0,978195000.0,1147002000.0,1028357800.0,945444100.0,817883460.0
2075.0,920923900.0,1177798500.0,966564500.0,667583360.0,1041371970.0,1393957800.0,803168640.0,1198772100.0,947019800.0,1105632800.0,994833900.0,919886100.0,769549600.0
2076.0,891262400.0,1151232300.0,945793100.0,635079740.0,1023454700.0,1344947800.0,774441340.0,1162811500.0,913722200.0,1064693300.0,964834600.0,886466800.0,735672100.0
2077.0,864777200.0,1122752100.0,924828800.0,614379400.0,981314200.0,1321266000.0,754424500.0,1110968600.0,876502500.0,1032444400.0,932197900.0,856691840.0,703707700.0
2078.0,838231100.0,1072014600.0,927775740.0,586908600.0,959477600.0,1287457500.0,735386300.0,1165945100.0,840921400.0,1013709900.0,904508500.0,827782660.0,671618100.0
2079.0,819342800.0,1039552700.0,1326858100.0,560899200.0,934685760.0,1257182600.0,712949700.0,1063553100.0,817965760.0,981777300.0,885314500.0,810133950.0,649549630.0
2080.0,795456450.0,1022437500.0,909814100.0,534886660.0,898524300.0,1234667000.0,688616400.0,1027701570.0,816567360.0,953549900.0,849118300.0,764139260.0,621470100.0
2081.0,769348600.0,979790460.0,863663170.0,516022300.0,852259600.0,1222201100.0,665375800.0,984253100.0,777668100.0,925242900.0,809273660.0,743730100.0,578109900.0
2082.0,733998660.0,951029200.0,841770240.0,488767500.0,832120060.0,1200208400.0,652035140.0,958790140.0,751986240.0,900166660.0,792798500.0,722732100.0,562164540.0
2083.0,712997200.0,924994900.0,821588160.0,464933570.0,814182500.0,1176545900.0,636695800.0,924235260.0,728062500.0,877637700.0,754415000.0,694912900.0,536768320.0
2084.0,695561860.0,892780700.0,802857000.0,437219520.0,786559170.0,1147760500.0,617058700.0,902443900.0,703167700.0,862222300.0,736999230.0,670807400.0,519580130.0
2085.0,671612400.0,864673100.0,802312060.0,415597000.0,761258050.0,1118984600.0,605704700.0,871542600.0,672147140.0,829813400.0,732740300.0,647914500.0,497476060.0
2086.0,650210370.0,821733200.0,770910900.0,399292800.0,736815900.0,1092632800.0,589915800.0,838703740.0,656274300.0,810824200.0,725325400.0,624056200.0,475605150.0
2087.0,638335000.0,789431900.0,765460740.0,374851780.0,705217200.0,1058859400.0,579646700.0,810506700.0,634772740.0,783645200.0,681987900.0,608300600.0,459575580.0
2088.0,626934500.0,754027840.0,744286100.0,359209570.0,672139840.0,1031873340.0,560655500.0,782414000.0,604742340.0,745940740.0,655527600.0,580795970.0,428995400.0
2089.0,607694500.0,730680000.0,723666940.0,340959400.0,649751200.0,1022987200.0,543016770.0,758573400.0,587404400.0,726345340.0,633452300.0,562606100.0,407635520.0
2090.0,593866940.0,701599740.0,698945400.0,313946980.0,614629000.0,993137500.0,529942500.0,740800500.0,557666800.0,694760300.0,611551000.0,549302100.0,388145280.0
2091.0,578670660.0,672120640.0,678042430.0,291681250.0,597156500.0,967729100.0,526520350.0,715639100.0,537805900.0,672170430.0,586557100.0,560901760.0,365438500.0
2092.0,566005950.0,648813200.0,663666560.0,271321700.0,576543800.0,939486800.0,511505540.0,682834940.0,514002750.0,654182600.0,569560400.0,516664420.0,345467800.0
2093.0,551153600.0,650917600.0,634370500.0,252367420.0,558192000.0,913913700.0,498072450.0,659753500.0,497390430.0,632143550.0,546276500.0,506615420.0,322228400.0
2094.0,533268900.0,614537800.0,614762750.0,236806720.0,552539970.0,886336060.0,483102270.0,679055200.0,479712260.0,618016600.0,524298980.0,497117400.0,297122880.0
2095.0,515788740.0,603993150.0,596134200.0,223273650.0,538044400.0,861960300.0,467532060.0,621373060.0,464491200.0,595587700.0,501441950.0,479328800.0,276877400.0
2096.0,505106530.0,585834000.0,576976450.0,206151020.0,509407460.0,849956100.0,453507700.0,596630600.0,451891550.0,576899300.0,489849540.0,467628400.0,263015540.0
2097.0,499997340.0,557900900.0,562943100.0,197094880.0,488919500.0,829781200.0,444429200.0,583714240.0,439956130.0,565483260.0,468726050.0,458465540.0,249526700.0
2098.0,481330980.0,536804540.0,548304960.0,177556640.0,465852350.0,798243700.0,426513180.0,566235200.0,423770560.0,544224600.0,453250900.0,444183170.0,227897400.0
2099.0,471765200.0,533298660.0,534064130.0,155935140.0,442887550.0,768835000.0,413482000.0,545853300.0,410698180.0,530866080.0,442828500.0,429918900.0,215551100.0
2100.0,462315550.0,510640030.0,521928600.0,140588240.0,427542000.0,749919360.0,404369380.0,527701400.0,398551140.0,517046700.0,429200700.0,432332600.0,200033280.0
