time,CANESM2,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR,GFDL-CM3,NORESM1-M,GFDL-ESM2G,IPSL-CM5A-LR
2049.0,21817120000.0,23712193000.0,21872753000.0,23092912000.0,23506405000.0,23933470000.0,24526608000.0,24115128000.0,24402762000.0,23697695000.0
2050.0,21617922000.0,23564446000.0,21636670000.0,22783780000.0,23242154000.0,23770650000.0,24329101000.0,23933370000.0,24269430000.0,23455138000.0
2051.0,21399153000.0,23402342000.0,21409925000.0,22844029000.0,23052397000.0,23622015000.0,24159570000.0,23746728000.0,24116965000.0,23148265000.0
2052.0,21201893000.0,23202253000.0,21192346000.0,22368100000.0,22746538000.0,23455082000.0,23955804000.0,23530996000.0,23973966000.0,23004287000.0
2053.0,20921752000.0,22898199000.0,20974897000.0,22125144000.0,22529135000.0,23294835000.0,23795515000.0,23300878000.0,23762596000.0,22808500000.0
2054.0,20645038000.0,22741035000.0,20696960000.0,21924786000.0,22349636000.0,23126376000.0,23617933000.0,23113048000.0,23640977000.0,22609193000.0
2055.0,20401744000.0,22554423000.0,20531622000.0,21719243000.0,22196333000.0,22926960000.0,23417477000.0,22925420000.0,23403717000.0,22432530000.0
2056.0,20159791000.0,22395675000.0,20175675000.0,21610620000.0,21961787000.0,22778788000.0,23216787000.0,22749600000.0,23247348000.0,22240403000.0
2057.0,19871762000.0,22216385000.0,19929737000.0,21260442000.0,21745800000.0,22609050000.0,23004197000.0,22590786000.0,23206664000.0,21951992000.0
2058.0,19609715000.0,22037215000.0,19669848000.0,20950835000.0,21483385000.0,22540993000.0,22771958000.0,22408688000.0,22934905000.0,21704948000.0
2059.0,19363523000.0,21860184000.0,19483090000.0,20720941000.0,21255666000.0,22400258000.0,22481764000.0,22152872000.0,22729736000.0,21493360000.0
2060.0,19124484000.0,21671916000.0,19230798000.0,20418376000.0,21112040000.0,22219123000.0,22322213000.0,23052239000.0,22560813000.0,21248944000.0
2061.0,18933684000.0,21442048000.0,19076284000.0,20417518000.0,20947261000.0,22013958000.0,22170780000.0,21916131000.0,22403478000.0,21033443000.0
2062.0,18688354000.0,21207495000.0,18912360000.0,19971109000.0,20649062000.0,21839210000.0,21978214000.0,21696352000.0,22236596000.0,20809624000.0
2063.0,18536178000.0,20949195000.0,18713299000.0,19784139000.0,20450015000.0,21647270000.0,21743245000.0,21506607000.0,22157940000.0,20621398000.0
2064.0,18283565000.0,20719649000.0,18504018000.0,19619617000.0,20242397000.0,21434706000.0,21477122000.0,21360935000.0,21931022000.0,20425474000.0
2065.0,18082243000.0,20530026000.0,18301962000.0,19406287000.0,20051233000.0,21308385000.0,21221102000.0,21194349000.0,21689840000.0,20116090000.0
2066.0,17924186000.0,20388837000.0,18146335000.0,19253903000.0,19765199000.0,21126541000.0,20992016000.0,21022300000.0,21544548000.0,19915248000.0
2067.0,17696459000.0,20139086000.0,17931878000.0,19016862000.0,19589472000.0,20981270000.0,20890305000.0,20851216000.0,21448323000.0,19739845000.0
2068.0,17482070000.0,19965899000.0,17684685000.0,18847738000.0,19373000000.0,20814119000.0,20655487000.0,20661477000.0,21266895000.0,19538407000.0
2069.0,17295014000.0,19720729000.0,17501616000.0,18695363000.0,19117935000.0,20667589000.0,20365814000.0,20487074000.0,21059987000.0,19360113000.0
2070.0,17092514000.0,19501201000.0,17241498000.0,18545777000.0,18921791000.0,20519797000.0,20194280000.0,20310774000.0,20870980000.0,19225821000.0
2071.0,16851176000.0,19238443000.0,16995197000.0,18345060000.0,18726023000.0,20335420000.0,19981281000.0,20162638000.0,20683209000.0,19028190000.0
2072.0,16620182000.0,19049679000.0,16789748000.0,18220850000.0,18420244000.0,20171200000.0,19794625000.0,20000303000.0,20516033000.0,18780074000.0
2073.0,16550420000.0,18835278000.0,16462022000.0,18079790000.0,18200640000.0,19989651000.0,19601630000.0,19784655000.0,20411417000.0,18524370000.0
2074.0,16199221000.0,18670420000.0,16295439000.0,18000160000.0,17987455000.0,19765197000.0,19405234000.0,19602741000.0,20256731000.0,18302536000.0
2075.0,16049555000.0,18419577000.0,16109539000.0,17791945000.0,17755214000.0,19603081000.0,19230702000.0,19424162000.0,20095945000.0,18109028000.0
2076.0,15824366000.0,18111080000.0,15902008000.0,17570562000.0,17404340000.0,19452115000.0,19025422000.0,19261868000.0,19941941000.0,17932446000.0
2077.0,15556930000.0,17841869000.0,15741669000.0,17356704000.0,17212742000.0,19281373000.0,18842386000.0,19124068000.0,19910717000.0,17693305000.0
2078.0,15314159000.0,17620548000.0,15515889000.0,17093797000.0,17029947000.0,19108688000.0,18655023000.0,18912215000.0,19721222000.0,17448327000.0
2079.0,15093423000.0,17381157000.0,15358250000.0,16936179000.0,16815944000.0,18938446000.0,18465874000.0,18749612000.0,19611170000.0,17272867000.0
2080.0,14866730000.0,17172354000.0,15133947000.0,16848726000.0,16498954000.0,18743216000.0,18298223000.0,18574981000.0,19423875000.0,17010263000.0
2081.0,14747466000.0,16939162000.0,14878731000.0,16641529000.0,16272750000.0,18614258000.0,18102307000.0,18425534000.0,19278107000.0,16874670000.0
2082.0,14552308000.0,16695788000.0,14672185000.0,16498556000.0,16072380000.0,18475745000.0,17910931000.0,18281075000.0,19129313000.0,16729613000.0
2083.0,14369187000.0,16447888000.0,14482839000.0,16414305000.0,15871846000.0,18238700000.0,17632258000.0,18099761000.0,18966800000.0,16521721000.0
2084.0,14205065000.0,16232559000.0,14312864000.0,16261929000.0,15594873000.0,18018011000.0,17361656000.0,17991440000.0,18784197000.0,16388891000.0
2085.0,14029312000.0,16005953000.0,14064993000.0,16120424000.0,15386453000.0,17782237000.0,17167989000.0,17825192000.0,18664995000.0,16207301000.0
2086.0,13798993000.0,15861670000.0,13885896000.0,15941708000.0,15175551000.0,17635693000.0,16978494000.0,17640966000.0,18514917000.0,15962050000.0
2087.0,13636413000.0,15626940000.0,13660079000.0,15730171000.0,14981542000.0,17474243000.0,16714031000.0,17487410000.0,18374103000.0,15779167000.0
2088.0,13480869000.0,15442670000.0,13407944000.0,15541399000.0,14751556000.0,17313442000.0,16548449000.0,17338122000.0,18185464000.0,15632031000.0
2089.0,13336424000.0,15218188000.0,13219828000.0,15455745000.0,14578040000.0,17021647000.0,16356500000.0,17148879000.0,18010657000.0,15491226000.0
2090.0,13147869000.0,15016054000.0,13038642000.0,15300779000.0,14388452000.0,16866930000.0,16165705000.0,16946890000.0,18060464000.0,15367086000.0
2091.0,12980407000.0,14858037000.0,12890739000.0,15156485000.0,14188602000.0,16714145000.0,15958746000.0,16797428000.0,17788854000.0,15242451000.0
2092.0,12815847000.0,14691293000.0,12661076000.0,15012004000.0,13945846000.0,16537989000.0,15778105000.0,16668914000.0,17614070000.0,15155106000.0
2093.0,12682199000.0,14531938000.0,12458963000.0,14861909000.0,13698755000.0,16379409000.0,15605648000.0,16533704000.0,17558032000.0,14982448000.0
2094.0,12501157000.0,14367727000.0,12268070000.0,14708576000.0,13500972000.0,16204875000.0,15405303000.0,16391930000.0,17380678000.0,14805274000.0
2095.0,12313500000.0,14157935000.0,12010617000.0,14482912000.0,13377124000.0,16041129000.0,15206632000.0,16314618000.0,17229287000.0,14669127000.0
2096.0,12119964000.0,14022755000.0,11690934000.0,14330899000.0,13259033000.0,15905123000.0,15024274000.0,16168897000.0,17073850000.0,14576692000.0
2097.0,11948962000.0,13890766000.0,11491024000.0,14123895000.0,13118273000.0,15730391000.0,14898316000.0,15986854000.0,16868149000.0,14441073000.0
2098.0,11791981000.0,13693612000.0,11287985000.0,13963832000.0,12960443000.0,15573360000.0,14737752000.0,15838558000.0,17047067000.0,14304150000.0
2099.0,11605711000.0,13600926000.0,11095269000.0,13752343000.0,12795857000.0,15359680000.0,14528808000.0,15674979000.0,16667439000.0,14100428000.0
2100.0,11385449000.0,13405774000.0,11003934000.0,13677799000.0,12672900000.0,15184469000.0,14314678000.0,15553977000.0,16534329000.0,13995742000.0
