time,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2,IPSL-CM6A-LR
2028.0,53227647000.0,58653356000.0,59351572000.0,45157597000.0,51896750000.0,62794215000.0
2029.0,51504013000.0,55590502000.0,56998167000.0,41878323000.0,48839570000.0,59017040000.0
2030.0,50044420000.0,53624308000.0,50674950000.0,40825760000.0,48197930000.0,54882947000.0
2031.0,49241477000.0,50942312000.0,43782353000.0,39532438000.0,45777740000.0,50261594000.0
2032.0,46138126000.0,48407245000.0,39829540000.0,37799272000.0,42565770000.0,48443105000.0
2033.0,43466400000.0,43982995000.0,38037537000.0,36500898000.0,42171830000.0,47909274000.0
2034.0,38798586000.0,42467496000.0,36357440000.0,36181287000.0,40553087000.0,47297830000.0
2035.0,36968722000.0,41535263000.0,34767710000.0,34659234000.0,38992120000.0,45401250000.0
2036.0,36119585000.0,39479534000.0,33763418000.0,32980036000.0,37587726000.0,45137625000.0
2037.0,33520360000.0,37062275000.0,32673001000.0,30693476000.0,36017820000.0,43695596000.0
2038.0,31801487000.0,34793270000.0,31442375000.0,27942773000.0,33197961000.0,42515150000.0
2039.0,31204542000.0,32970435000.0,28973562000.0,27784892000.0,32395311000.0,39877513000.0
2040.0,29080293000.0,31370127000.0,25510494000.0,26849894000.0,32081918000.0,37814133000.0
2041.0,27530756000.0,29370808000.0,23496434000.0,26037640000.0,30046284000.0,36955345000.0
2042.0,26100994000.0,27408646000.0,23115227000.0,25026089000.0,28039380000.0,35613622000.0
2043.0,24075842000.0,24954518000.0,22154062000.0,21915765000.0,27509897000.0,33537405000.0
2044.0,21909178000.0,23450835000.0,20668190000.0,21218167000.0,25277430000.0,29811313000.0
2045.0,19128035000.0,22735258000.0,19750201000.0,20640428000.0,23202939000.0,26228083000.0
2046.0,18013039000.0,22403130000.0,19982512000.0,18410068000.0,20977430000.0,23933160000.0
2047.0,16501516000.0,21094779000.0,18360820000.0,17711874000.0,18960837000.0,22766385000.0
2048.0,14508538000.0,19185355000.0,17853563000.0,16907660000.0,18142450000.0,20957223000.0
2049.0,14225380000.0,18899860000.0,18302890000.0,15556281000.0,17210946000.0,19150301000.0
2050.0,13402032000.0,17968871000.0,17675921000.0,13987474000.0,16486517000.0,18325820000.0
2051.0,12788880000.0,16350472000.0,17439472000.0,14056499000.0,15100782000.0,17733860000.0
2052.0,12132908000.0,16557991000.0,17258711000.0,14093378000.0,14965935000.0,17037975000.0
2053.0,11583280000.0,16229557000.0,16462817000.0,14008030000.0,14041802000.0,15649197000.0
2054.0,11296331000.0,15203886000.0,14894383000.0,13243650000.0,12462792000.0,14527698000.0
2055.0,10936579000.0,15179473000.0,13921275000.0,12429384000.0,11953035000.0,13883730000.0
2056.0,10327432000.0,14314830000.0,12127288000.0,12183923000.0,11537327000.0,13318716000.0
2057.0,9305503000.0,13661577000.0,10744587000.0,11398109000.0,11087675000.0,12390980000.0
2058.0,8925441000.0,12875103000.0,10036926000.0,10148198000.0,10415055000.0,11508013000.0
2059.0,8451483600.0,12668466000.0,9043682000.0,10149655000.0,9504785000.0,10731192000.0
2060.0,7832887300.0,11986504000.0,8571755000.0,9817154000.0,8767481000.0,10252453000.0
2061.0,7315315700.0,11154598000.0,7687079000.0,8889875000.0,8285334500.0,9664729000.0
2062.0,6613408300.0,11150136000.0,7771775000.0,8292282400.0,7542287000.0,9453399000.0
2063.0,6107135500.0,10873191000.0,7899432000.0,7668263000.0,6997161000.0,9244149000.0
2064.0,5785830000.0,10481160000.0,7799651300.0,6953032700.0,6499489000.0,8556270000.0
2065.0,5303150000.0,9981616000.0,7587002400.0,6430100500.0,5968340500.0,7900936000.0
2066.0,4780796000.0,9180814000.0,7108007000.0,5531122700.0,6056262000.0,7476797000.0
2067.0,4373442000.0,9026522000.0,6401877000.0,4977118000.0,5789525500.0,6661727700.0
2068.0,4078681900.0,8465913000.0,6516451000.0,4828546000.0,5282385400.0,5919661600.0
2069.0,3934655700.0,7652966400.0,6111814000.0,4409400000.0,5063222300.0,5440176000.0
2070.0,3629659400.0,7486221300.0,5555425300.0,4392065000.0,4551587000.0,5173233700.0
2071.0,3220527900.0,7053726700.0,5519602700.0,4025732400.0,4232516900.0,4801538000.0
2072.0,2926361600.0,6683024400.0,5128877000.0,3734032600.0,3696861200.0,4260603400.0
2073.0,3009666800.0,6517733000.0,5013657000.0,3304149500.0,3588872000.0,4068887300.0
2074.0,2792259000.0,6291239400.0,4403276300.0,3064657000.0,3433053200.0,3907161900.0
2075.0,2665906700.0,5740721700.0,4092960000.0,2934866000.0,3210059500.0,3724368600.0
2076.0,2685667800.0,5441753000.0,4317231600.0,2669767200.0,3083350000.0,3656899300.0
2077.0,2707314700.0,5230665000.0,4289708500.0,2546665700.0,2912204300.0,3528777200.0
2078.0,2437425400.0,5045602000.0,3938929400.0,2298909700.0,2935562200.0,3372796400.0
2079.0,2429581300.0,4824492000.0,3715647700.0,2317106000.0,2861016600.0,3154395400.0
2080.0,2330783000.0,4672098000.0,3772114200.0,2191857200.0,2731435300.0,2930091500.0
2081.0,2087374500.0,4366662700.0,3719072500.0,2154992600.0,2527690200.0,2547285200.0
2082.0,1921489000.0,4130880800.0,3327336200.0,1965444500.0,2436640300.0,2086291000.0
2083.0,1935539200.0,3783465000.0,2900301000.0,2075643100.0,2279082200.0,1981075700.0
2084.0,1922902100.0,3642158800.0,2819404300.0,2044905300.0,2241600500.0,1899728100.0
2085.0,1794614500.0,3337251000.0,2544005000.0,1885074400.0,2015488100.0,1729828700.0
2086.0,1707743400.0,3057563400.0,2565909800.0,1678084500.0,1873615500.0,1738458600.0
2087.0,1672716500.0,2960854500.0,2169400800.0,1655063600.0,1825833700.0,1700566500.0
2088.0,1623559300.0,2814535000.0,1986867000.0,1503282300.0,1742629400.0,1575191700.0
2089.0,1545887400.0,2753274400.0,2002168300.0,1491339400.0,1699537900.0,1534461000.0
2090.0,1580090400.0,2819375400.0,1907831600.0,1354675000.0,1680252500.0,1420495400.0
2091.0,1582309600.0,2732030200.0,1862046800.0,1360957400.0,1608496100.0,1291780900.0
2092.0,1402807300.0,2642357200.0,1736550700.0,1265278300.0,1529239900.0,1239161300.0
2093.0,1420112300.0,2508588300.0,1724276500.0,1179762800.0,1504998400.0,1177897300.0
2094.0,1407584100.0,2510974700.0,1674208100.0,1134063400.0,1455653400.0,1175842400.0
2095.0,1318541800.0,2409639700.0,1595753700.0,1059633100.0,1344830300.0,1160814100.0
2096.0,1275275400.0,2465774600.0,1569848800.0,988724800.0,1209829400.0,1077491100.0
2097.0,1129598000.0,2375970000.0,1590399900.0,856947200.0,1100526000.0,984900030.0
2098.0,1101570600.0,2213994500.0,1529165200.0,806195600.0,1047060000.0,978070700.0
2099.0,1075725800.0,2237670100.0,1473999900.0,777678000.0,943674560.0,918661800.0
2100.0,1006160600.0,2223688400.0,1419446700.0,765515900.0,875476100.0,788738400.0
2101.0,1013433400.0,2026220900.0,1429318700.0,740589760.0,833887940.0,770715700.0
2102.0,1005355600.0,1973830300.0,1320840300.0,689924860.0,775398300.0,713226700.0
2103.0,977487170.0,1904230700.0,1245503600.0,679248500.0,732226100.0,696966140.0
2104.0,925354500.0,1806464500.0,1177361500.0,639317100.0,709166200.0,677842000.0
2105.0,875583170.0,1797074600.0,1039503000.0,629042700.0,692992260.0,637755300.0
2106.0,845014200.0,1633257300.0,926158100.0,622314000.0,645913200.0,625119360.0
2107.0,756637600.0,1535460400.0,959536200.0,577224640.0,603800900.0,620670100.0
2108.0,714211140.0,1421937800.0,859243300.0,557392700.0,554109800.0,607946200.0
2109.0,654701060.0,1323736400.0,803858240.0,528682500.0,531446100.0,535970020.0
2110.0,636683300.0,1336567300.0,855605950.0,501165020.0,486222200.0,454326240.0
2111.0,603433660.0,1290175600.0,767561500.0,461299700.0,467039070.0,426714660.0
2112.0,593067260.0,1264821200.0,706053950.0,425728540.0,444339800.0,370116160.0
2113.0,567948500.0,1264294700.0,747324200.0,396255550.0,424444700.0,323001200.0
2114.0,517137150.0,1223422600.0,695742800.0,359082500.0,428764960.0,315102100.0
2115.0,502512000.0,1140777000.0,641801340.0,335495040.0,405219680.0,311603500.0
2116.0,460649860.0,1122919800.0,604840400.0,324965500.0,383391330.0,290749730.0
2117.0,433910700.0,1108670300.0,576044400.0,314158050.0,365633570.0,284302270.0
2118.0,422543200.0,1090748900.0,504617700.0,286170720.0,351276000.0,287558050.0
2119.0,422169060.0,1108635900.0,491100640.0,277819900.0,343399940.0,285290880.0
2120.0,431617900.0,1037289660.0,478015330.0,274441600.0,324689400.0,284153700.0
2121.0,425978080.0,996699700.0,435890940.0,266514690.0,297713900.0,282302460.0
2122.0,427819460.0,972370900.0,446971940.0,261860590.0,289612350.0,264922370.0
2123.0,408671100.0,987780300.0,446047800.0,259059900.0,288074050.0,266787780.0
2124.0,379510300.0,957914800.0,431234370.0,254640500.0,277556320.0,267343260.0
2125.0,366464860.0,933796540.0,423830800.0,251216690.0,268669950.0,242193920.0
2126.0,378258180.0,932490750.0,391025800.0,250067920.0,253605570.0,240674080.0
2127.0,360176500.0,866874100.0,399104160.0,245693500.0,247990640.0,239524800.0
2128.0,353407230.0,823137500.0,389859940.0,234250450.0,244814050.0,225356540.0
2129.0,352327460.0,775350340.0,360019330.0,229900450.0,240123540.0,217075330.0
2130.0,368555870.0,730140800.0,375750940.0,225178050.0,227471070.0,220802370.0
2131.0,348900580.0,713424450.0,350343780.0,220964910.0,225086750.0,221391760.0
2132.0,345032350.0,693657900.0,329728900.0,217197660.0,216998430.0,212928180.0
2133.0,343578750.0,659666400.0,300983520.0,213923140.0,214244700.0,200580900.0
2134.0,321951840.0,628844540.0,278155800.0,216880740.0,210858450.0,188716100.0
2135.0,300092740.0,624230800.0,279706850.0,213487040.0,207325970.0,185940370.0
2136.0,281140860.0,590193860.0,267762780.0,208253280.0,200773020.0,172774020.0
2137.0,262167890.0,578345860.0,272559460.0,199519660.0,192748160.0,167549060.0
2138.0,259217780.0,568241300.0,271948480.0,196753400.0,187772580.0,166235150.0
2139.0,253678270.0,547280700.0,259284240.0,189378820.0,180396100.0,165034180.0
2140.0,250053820.0,543485900.0,251665680.0,187366500.0,173319260.0,167500770.0
2141.0,234685300.0,517882200.0,251435180.0,178925860.0,163102910.0,161069570.0
2142.0,235826880.0,499541250.0,245311100.0,172200140.0,160458430.0,159081900.0
2143.0,231368500.0,489430460.0,238757060.0,170342850.0,160419020.0,157001020.0
2144.0,226742990.0,468363740.0,241713060.0,167278820.0,160081810.0,149448140.0
2145.0,221884640.0,477016420.0,235418130.0,170075360.0,157789180.0,139294910.0
2146.0,221135650.0,459715100.0,235415630.0,163492560.0,152630560.0,135515360.0
2147.0,202467860.0,438145760.0,235214820.0,160726160.0,153859280.0,131243150.0
2148.0,201968340.0,423084060.0,222156500.0,158101460.0,149297810.0,127048980.0
2149.0,191371180.0,410535360.0,207661200.0,151017460.0,151808030.0,119784056.0
2150.0,192961860.0,404890080.0,216301260.0,149084660.0,146541070.0,114004940.0
2151.0,194201220.0,402351580.0,209327150.0,141801940.0,143711500.0,112701250.0
2152.0,192836270.0,384409150.0,203089180.0,139148770.0,139876930.0,111318830.0
2153.0,185366030.0,395429300.0,198338850.0,135760300.0,133734670.0,108180776.0
2154.0,189784930.0,388726080.0,190937710.0,131968056.0,132398210.0,106554610.0
2155.0,193497380.0,380536830.0,192950600.0,129725060.0,127893460.0,100957820.0
2156.0,193329820.0,388414370.0,181524580.0,127549880.0,126246900.0,97412620.0
2157.0,185402910.0,374753920.0,180393060.0,125193690.0,127219400.0,95941000.0
2158.0,177935170.0,359425540.0,173468640.0,120932320.0,124260216.0,89496424.0
2159.0,159277400.0,359349700.0,172155800.0,119026900.0,120212550.0,87409520.0
2160.0,150717040.0,350531740.0,174430940.0,116119930.0,118104600.0,87006400.0
2161.0,144684130.0,343257340.0,172810750.0,114228410.0,118200504.0,83028584.0
2162.0,136131440.0,346287230.0,163048050.0,111029360.0,116195960.0,79169190.0
2163.0,123341320.0,338813950.0,155647620.0,111171180.0,113274240.0,78750510.0
2164.0,122636540.0,332121400.0,153220940.0,108375940.0,111196530.0,77749416.0
2165.0,118901760.0,322513500.0,151447330.0,105324010.0,110114500.0,75914550.0
2166.0,117996400.0,320824320.0,143421330.0,102018984.0,109624680.0,75125270.0
2167.0,118311800.0,324774080.0,141115250.0,101067770.0,108257280.0,73326340.0
2168.0,112732360.0,315568100.0,138216240.0,99036600.0,106818110.0,70935656.0
2169.0,116890570.0,302961920.0,139789970.0,97225180.0,103730130.0,70141770.0
2170.0,114769950.0,299883620.0,140504350.0,96351540.0,101746570.0,69085110.0
2171.0,111246510.0,290276600.0,136734540.0,93834824.0,101503850.0,68778650.0
2172.0,103515500.0,290564900.0,132770820.0,91597624.0,99975780.0,68232790.0
2173.0,99978160.0,283570620.0,129937100.0,89876740.0,97084800.0,66766388.0
2174.0,96788000.0,284875170.0,126236120.0,89502870.0,93708820.0,66157576.0
2175.0,98767944.0,289569300.0,126213200.0,87520264.0,91340744.0,66044412.0
2176.0,93298060.0,283944900.0,120195440.0,85476536.0,88972370.0,65539056.0
2177.0,87656424.0,275519840.0,118137900.0,84713336.0,85053850.0,64902496.0
2178.0,85241570.0,273278660.0,111627576.0,83677200.0,83726240.0,65028172.0
2179.0,85764970.0,270144100.0,110619310.0,83143220.0,82033416.0,64345944.0
2180.0,80313940.0,276451520.0,109199110.0,81157060.0,80579130.0,63412624.0
2181.0,78053110.0,271877760.0,107524760.0,79583280.0,78854760.0,62796844.0
2182.0,75061064.0,268805100.0,102955640.0,78090640.0,77703940.0,61999330.0
2183.0,73924670.0,267444270.0,101499100.0,77112950.0,75923760.0,61571710.0
2184.0,67955950.0,265038980.0,102184184.0,76443150.0,74617890.0,61604140.0
2185.0,62629228.0,265571340.0,102184540.0,75890600.0,72250870.0,61507200.0
2186.0,61035664.0,264505600.0,101351580.0,74996830.0,70652376.0,61451772.0
2187.0,60325556.0,262135100.0,99863530.0,74760030.0,69322190.0,61389004.0
2188.0,55633510.0,258389820.0,99320510.0,74582310.0,67947820.0,61791348.0
2189.0,51729988.0,258438100.0,99805464.0,73706700.0,67458440.0,61446770.0
2190.0,50127304.0,265958580.0,100941130.0,73170710.0,66441660.0,61153844.0
2191.0,50106556.0,262429090.0,98633170.0,73186360.0,65520784.0,60918908.0
2192.0,49773820.0,260933920.0,96991176.0,72698890.0,65221756.0,60349240.0
2193.0,51458184.0,253892600.0,95684660.0,72548936.0,64512252.0,60052340.0
2194.0,51276292.0,256416160.0,94303130.0,72444680.0,64166468.0,59516372.0
2195.0,52314304.0,250383300.0,92859930.0,72157016.0,63876640.0,59015052.0
2196.0,52025800.0,243030820.0,91758340.0,71932080.0,63857524.0,59068588.0
2197.0,49075516.0,242261820.0,90376500.0,71610250.0,63273144.0,58908136.0
2198.0,46574950.0,239857120.0,90152376.0,71344980.0,63198000.0,58565280.0
2199.0,44147852.0,246049100.0,87112070.0,71272690.0,62827600.0,58290236.0
2200.0,43226624.0,239181860.0,84745704.0,71349340.0,62775470.0,57797820.0
2201.0,40503850.0,232321570.0,83971544.0,71368370.0,62438068.0,57372740.0
2202.0,38492216.0,227658510.0,81582860.0,71076216.0,62495690.0,57498850.0
2203.0,35018550.0,219775300.0,81031544.0,70612160.0,62612080.0,56621548.0
2204.0,33233234.0,212788850.0,78679340.0,70471530.0,62238560.0,56425452.0
2205.0,31711260.0,209140200.0,77656040.0,70312440.0,61787760.0,55506864.0
2206.0,30566498.0,206884830.0,77832376.0,69732616.0,61901420.0,54494700.0
2207.0,29153888.0,211526140.0,76917380.0,69624460.0,61754452.0,52974916.0
2208.0,27351600.0,209697950.0,76893830.0,69353210.0,61636124.0,50962484.0
2209.0,27068496.0,219499120.0,76234480.0,69074616.0,61151356.0,46654504.0
2210.0,26749456.0,218511940.0,76316150.0,68685976.0,60457776.0,40613540.0
2211.0,26944672.0,216638180.0,76311890.0,68612790.0,60144770.0,37088176.0
2212.0,26641222.0,220200880.0,76509580.0,68569460.0,60022976.0,36374800.0
2213.0,26161888.0,218169950.0,76516180.0,68182696.0,59761616.0,36072084.0
2214.0,26000876.0,217336430.0,76239620.0,68004870.0,59178184.0,35988776.0
2215.0,25826086.0,214453120.0,75485130.0,68105940.0,58637160.0,36177930.0
2216.0,25799870.0,211182100.0,75240344.0,67563530.0,58447760.0,35966710.0
2217.0,25826684.0,212306000.0,75003304.0,67425010.0,58104308.0,35785900.0
2218.0,25615448.0,206868030.0,74566050.0,67269000.0,57844092.0,35968384.0
2219.0,25337392.0,215301260.0,75306520.0,67366696.0,57411320.0,36063890.0
2220.0,25305376.0,214296980.0,74769930.0,67376200.0,56982452.0,35826456.0
2221.0,25294590.0,214491020.0,74657096.0,67196300.0,56680820.0,35892440.0
2222.0,25104536.0,220067970.0,74128900.0,67652696.0,55700876.0,35896856.0
2223.0,25168530.0,214881950.0,74072856.0,67685384.0,54879096.0,35794504.0
2224.0,25336768.0,217891330.0,73098380.0,67400730.0,53163340.0,35855684.0
2225.0,25194424.0,213720420.0,73716470.0,67364824.0,51138230.0,35608750.0
2226.0,25317082.0,210240580.0,73784420.0,67121320.0,46795820.0,35486308.0
2227.0,25265550.0,206738610.0,73703896.0,67475670.0,41175416.0,35719136.0
2228.0,25225366.0,213367400.0,74216104.0,67223060.0,37592336.0,35535892.0
2229.0,25331500.0,209678800.0,73498070.0,67195384.0,36679690.0,35515200.0
2230.0,25240876.0,205119840.0,73108250.0,66943204.0,36660388.0,35672652.0
2231.0,25196464.0,205025150.0,73672600.0,66968740.0,36809810.0,35488584.0
2232.0,25014994.0,202182620.0,73018360.0,66942436.0,36679990.0,35068380.0
2233.0,25086380.0,208125140.0,73263990.0,66792510.0,36891732.0,35163750.0
2234.0,25168598.0,207306540.0,73465690.0,66701932.0,36693972.0,34822070.0
2235.0,25025240.0,200370300.0,73617176.0,66385864.0,36744024.0,34685668.0
2236.0,25114162.0,202346660.0,73502120.0,66107664.0,36631096.0,34779524.0
2237.0,25217598.0,205093980.0,74162890.0,66083190.0,36512828.0,34910976.0
2238.0,24902766.0,209365730.0,72949304.0,66177784.0,36561310.0,34709230.0
2239.0,24687364.0,208783260.0,72629120.0,66049496.0,36665484.0,34803224.0
2240.0,24459748.0,207236530.0,72069200.0,66170380.0,36503370.0,34802010.0
2241.0,24658314.0,204620420.0,71616310.0,66221244.0,36737650.0,34672284.0
2242.0,24689370.0,203763920.0,71779064.0,66208980.0,36862150.0,34837560.0
2243.0,24473670.0,202807250.0,71467496.0,65906424.0,36862740.0,34704370.0
2244.0,24241444.0,200921100.0,71627730.0,66133356.0,36671780.0,34688316.0
2245.0,24186520.0,199046400.0,70762040.0,66033530.0,36662804.0,34449770.0
2246.0,23961244.0,194976340.0,70967850.0,65901490.0,36514950.0,34780144.0
2247.0,23970098.0,194873870.0,71407820.0,66000820.0,36542150.0,34617860.0
2248.0,23801472.0,194109950.0,71158936.0,66052064.0,36422256.0,34615516.0
2249.0,23538202.0,196334300.0,70986930.0,65877016.0,36413810.0,34589856.0
2250.0,24123808.0,193631520.0,71126104.0,65872548.0,36351896.0,34333330.0
2251.0,23985516.0,192276200.0,70937770.0,65714516.0,36322600.0,34453596.0
2252.0,24121456.0,191512460.0,70876640.0,65647310.0,36078940.0,34351584.0
2253.0,23979994.0,190377800.0,71288560.0,65279590.0,36127064.0,34944150.0
2254.0,23723988.0,188049840.0,70829496.0,65363850.0,36381764.0,34582136.0
2255.0,23721278.0,186418370.0,70422184.0,65490480.0,36565296.0,34366170.0
2256.0,23856904.0,188625570.0,70414960.0,65267980.0,36391660.0,34517344.0
2257.0,23781170.0,190709100.0,70321384.0,65226944.0,36255988.0,34530060.0
2258.0,23818476.0,192949280.0,70704490.0,65430060.0,36401348.0,34489708.0
2259.0,23546304.0,193601310.0,71285440.0,65540050.0,36310390.0,34496036.0
2260.0,23670308.0,194382110.0,71120790.0,65273224.0,36307544.0,34508108.0
2261.0,23701110.0,197178240.0,70571230.0,65056760.0,36323620.0,34313628.0
2262.0,23800956.0,195783200.0,70513420.0,64868284.0,36233990.0,34490972.0
2263.0,23886220.0,194462290.0,70400180.0,64768424.0,36109164.0,34469150.0
2264.0,23796504.0,193909900.0,69807240.0,64819292.0,36090812.0,34521490.0
2265.0,23949884.0,197560700.0,69582810.0,64891196.0,36291690.0,34292880.0
2266.0,23747090.0,198695800.0,69017624.0,64892936.0,36270064.0,34207228.0
2267.0,23590694.0,203129840.0,69440856.0,64955340.0,36319144.0,34251052.0
2268.0,23942834.0,198922290.0,69690250.0,64792750.0,36183344.0,34338028.0
2269.0,23717050.0,196000160.0,69577710.0,64801416.0,36127340.0,34384290.0
2270.0,23639872.0,191967550.0,70056420.0,64924132.0,36144584.0,34274284.0
2271.0,23903180.0,191547300.0,69180140.0,64810520.0,36256092.0,34371620.0
2272.0,23664994.0,190813680.0,69325140.0,64729012.0,36277564.0,34331250.0
2273.0,23757186.0,188769620.0,69002100.0,64589184.0,36123290.0,34263668.0
2274.0,23598270.0,188271540.0,68845560.0,64675572.0,36233536.0,34508900.0
2275.0,23475336.0,187863630.0,69496360.0,64635300.0,36235040.0,34286056.0
2276.0,23098990.0,184728460.0,69436056.0,64656240.0,36290216.0,34337800.0
2277.0,23296004.0,183525700.0,69544330.0,64681740.0,36221904.0,34353972.0
2278.0,23452124.0,189499170.0,69428600.0,64468880.0,36139180.0,34458004.0
2279.0,23579348.0,186330140.0,69159380.0,64546644.0,36085210.0,34428708.0
2280.0,23556166.0,184876380.0,68827030.0,64453804.0,35957732.0,34262148.0
2281.0,23728692.0,187178350.0,68599740.0,64408170.0,36302136.0,34024690.0
2282.0,23787666.0,188276110.0,68793790.0,64513870.0,36145190.0,34250000.0
2283.0,23940298.0,189780830.0,69348240.0,64366548.0,36066890.0,34470044.0
2284.0,23922428.0,189283140.0,68470560.0,64494504.0,36152476.0,34081504.0
2285.0,23806608.0,190517090.0,68750056.0,64320290.0,36359264.0,34087584.0
2286.0,23811524.0,188865730.0,68988456.0,64230920.0,36331404.0,34175350.0
2287.0,23938660.0,188737020.0,69097260.0,64237004.0,36255788.0,34008172.0
2288.0,23604988.0,186786990.0,69132910.0,63905308.0,36298496.0,33917496.0
2289.0,23577848.0,186927060.0,68920510.0,64072724.0,36360860.0,33676280.0
2290.0,23450464.0,188408770.0,68726610.0,64188980.0,36251310.0,33887864.0
2291.0,23582752.0,191376300.0,68668104.0,64099716.0,36327932.0,33780196.0
2292.0,23620500.0,193523410.0,68473880.0,64102360.0,36249916.0,33740784.0
2293.0,23638702.0,194072830.0,68374450.0,64042390.0,36239376.0,33736920.0
2294.0,23464354.0,190528450.0,68084136.0,63939400.0,36254420.0,33881036.0
2295.0,23603454.0,190528830.0,68873160.0,64039896.0,36210268.0,33940996.0
2296.0,23805554.0,191512670.0,68655160.0,64111788.0,35830596.0,33706620.0
2297.0,23639660.0,187081170.0,68848424.0,64296028.0,36088108.0,33885410.0
2298.0,23736104.0,185713200.0,68900970.0,64317410.0,36087096.0,33758184.0
2299.0,23701108.0,187408270.0,68647016.0,64233492.0,36219340.0,33749024.0
2300.0,23904130.0,183227600.0,68824700.0,64121108.0,35895064.0,33719388.0
