time,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5,CANESM5,MRI-ESM2-0
2028.0,61568963000.0,53701830000.0,48730698000.0,55552807000.0,62348640000.0,61269580000.0
2029.0,59840810000.0,51444630000.0,45721793000.0,53911974000.0,60506735000.0,57818542000.0
2030.0,58192670000.0,49501730000.0,42952770000.0,53223293000.0,58123944000.0,54208643000.0
2031.0,56077680000.0,46415827000.0,40945803000.0,50691506000.0,55614320000.0,52945084000.0
2032.0,53744980000.0,47685865000.0,39380218000.0,48029900000.0,52471673000.0,50927813000.0
2033.0,52027670000.0,47587030000.0,38763540000.0,45429285000.0,49168170000.0,49201074000.0
2034.0,47791670000.0,46047433000.0,37370724000.0,43461660000.0,46879244000.0,47201632000.0
2035.0,45924733000.0,42523746000.0,37065724000.0,42223227000.0,43856646000.0,43680182000.0
2036.0,44200313000.0,40821936000.0,35608000000.0,39632220000.0,41263526000.0,43948126000.0
2037.0,43480560000.0,37305880000.0,34609610000.0,37942840000.0,40530768000.0,42706657000.0
2038.0,40718606000.0,36432600000.0,33063066000.0,36288190000.0,39735353000.0,41516925000.0
2039.0,37663777000.0,34357131000.0,31766182000.0,33989579000.0,38312907000.0,40970280000.0
2040.0,36471636000.0,32347200000.0,31298302000.0,30968218000.0,36940087000.0,39116444000.0
2041.0,36533002000.0,30876460000.0,30365796000.0,30943543000.0,35514384000.0,37123924000.0
2042.0,35890260000.0,28207755000.0,30048969000.0,30514416000.0,34609558000.0,37025380000.0
2043.0,35133990000.0,27507665000.0,29348006000.0,29809695000.0,32922888000.0,36250310000.0
2044.0,35401300000.0,26098420000.0,26806952000.0,27927260000.0,31957148000.0,35361150000.0
2045.0,34523260000.0,24067596000.0,26474525000.0,27523320000.0,31494537000.0,33884944000.0
2046.0,33753965000.0,24366412000.0,25730277000.0,28268511000.0,30665440000.0,32815071000.0
2047.0,34191852000.0,23674240000.0,25243576000.0,28090500000.0,28289890000.0,33206618000.0
2048.0,33063680000.0,22725677000.0,24165472000.0,29325302000.0,27394904000.0,33315768000.0
2049.0,31998112000.0,21841336000.0,23153226000.0,29551935000.0,27686530000.0,32303686000.0
2050.0,31319212000.0,21074799000.0,22604140000.0,28229860000.0,27275670000.0,32503063000.0
2051.0,30954820000.0,20072776000.0,22735714000.0,25214554000.0,26884342000.0,31921684000.0
2052.0,28698059000.0,20404988000.0,21925528000.0,24593707000.0,27590674000.0,30899014000.0
2053.0,28805724000.0,19374820000.0,20843035000.0,24289632000.0,27015567000.0,30950980000.0
2054.0,28590543000.0,19477449000.0,19999710000.0,24171864000.0,26039568000.0,30442955000.0
2055.0,28992317000.0,19288030000.0,19050566000.0,23737453000.0,25995450000.0,30832600000.0
2056.0,28945492000.0,18095084000.0,18566756000.0,24588874000.0,25209990000.0,30257609000.0
2057.0,27909777000.0,18498564000.0,17556687000.0,25481079000.0,24007662000.0,29107745000.0
2058.0,27322003000.0,18724223000.0,17153803000.0,25311010000.0,23342182000.0,29866365000.0
2059.0,26178632000.0,17646967000.0,16285986000.0,23856843000.0,23510194000.0,29763506000.0
2060.0,25174684000.0,18298331000.0,16453144000.0,23133018000.0,23074564000.0,30274521000.0
2061.0,25975497000.0,18589143000.0,16415000000.0,23352357000.0,22924147000.0,30449136000.0
2062.0,26415727000.0,17516470000.0,16064984000.0,22982496000.0,22506625000.0,30212432000.0
2063.0,26145989000.0,17959903000.0,15847676000.0,22538703000.0,21565153000.0,30989800000.0
2064.0,25580562000.0,17803633000.0,15259625000.0,22306777000.0,20885580000.0,31251128000.0
2065.0,25205633000.0,17229386000.0,14962877000.0,21961562000.0,20651184000.0,30053444000.0
2066.0,24854626000.0,16681995000.0,15135346000.0,23326988000.0,20870164000.0,28549034000.0
2067.0,24564218000.0,17118546000.0,15328138000.0,22829710000.0,20895605000.0,27929465000.0
2068.0,24761970000.0,16838944000.0,14779403000.0,22209071000.0,20890343000.0,26947725000.0
2069.0,25011296000.0,16337570000.0,14287164000.0,22538174000.0,20968497000.0,25550220000.0
2070.0,25250992000.0,15763559000.0,14306895000.0,21582926000.0,20858927000.0,24775110000.0
2071.0,24361597000.0,16370954000.0,14414866000.0,20869941000.0,20186243000.0,25139480000.0
2072.0,23851055000.0,16426853000.0,14023613000.0,20995078000.0,20031324000.0,25748308000.0
2073.0,24607110000.0,16315295000.0,14523373000.0,21227401000.0,20046557000.0,26029722000.0
2074.0,24975264000.0,16796796000.0,14787981000.0,21204404000.0,19621670000.0,25426018000.0
2075.0,25153188000.0,16535402000.0,14687741000.0,20163300000.0,19715162000.0,24905042000.0
2076.0,25363038000.0,16598704000.0,15181110000.0,20207920000.0,19574284000.0,24741394000.0
2077.0,24728666000.0,16731014000.0,15402526000.0,20407590000.0,19870851000.0,24974370000.0
2078.0,23809802000.0,16080645000.0,15611626000.0,20523995000.0,20313230000.0,25380837000.0
2079.0,24333674000.0,16921502000.0,15326568000.0,19927575000.0,20268526000.0,25178472000.0
2080.0,24488022000.0,16868925000.0,14601257000.0,20097384000.0,20333492000.0,24773347000.0
2081.0,23925436000.0,16233308000.0,14989453000.0,20162510000.0,20330537000.0,24717631000.0
2082.0,23986405000.0,17027182000.0,15188253000.0,19924292000.0,20258916000.0,25282451000.0
2083.0,23696771000.0,17447310000.0,14917747000.0,19924058000.0,20063396000.0,25988485000.0
2084.0,22958963000.0,16989972000.0,15070210000.0,20195318000.0,20433960000.0,26225100000.0
2085.0,22564596000.0,16087947000.0,14781526000.0,19817306000.0,19764361000.0,25437315000.0
2086.0,22933918000.0,15836905000.0,14947431000.0,19109415000.0,18656518000.0,25140010000.0
2087.0,23612647000.0,15099156000.0,14969221000.0,18000234000.0,17490653000.0,24998158000.0
2088.0,23650974000.0,14964568000.0,14616153000.0,18319640000.0,17972906000.0,24698050000.0
2089.0,22915381000.0,15179679000.0,14492249000.0,19103510000.0,18589995000.0,24708809000.0
2090.0,23376310000.0,14660589000.0,14271628000.0,19016696000.0,18448680000.0,24740620000.0
2091.0,23861248000.0,15063614000.0,13780890000.0,19328084000.0,18548386000.0,24583990000.0
2092.0,24598004000.0,14698964000.0,14093690000.0,19715580000.0,18796034000.0,24095388000.0
2093.0,25078071000.0,14648889000.0,14008749000.0,19939674000.0,19474289000.0,24668020000.0
2094.0,24848208000.0,15156889000.0,14121644000.0,20567420000.0,19473390000.0,25122247000.0
2095.0,24778926000.0,15124933000.0,14313681000.0,21119107000.0,19717255000.0,25161830000.0
2096.0,25269985000.0,15794268000.0,14311681000.0,20286920000.0,19892540000.0,25733430000.0
2097.0,26118185000.0,15817956000.0,14296193000.0,19579590000.0,19628622000.0,25405434000.0
2098.0,27090127000.0,15548645000.0,14958663000.0,20184836000.0,20357437000.0,25485744000.0
2099.0,26480234000.0,15838936000.0,15312942000.0,20234508000.0,20976601000.0,26077559000.0
2100.0,25545691000.0,15413942000.0,15567976000.0,20124692000.0,20746613000.0,25334166000.0
2101.0,25492130000.0,15455647000.0,15470356000.0,20009333000.0,20010015000.0,25624324000.0
2102.0,25186570000.0,15648301000.0,15186039000.0,20178516000.0,19508503000.0,26356830000.0
2103.0,24782260000.0,14837475000.0,14740725000.0,20394553000.0,20190171000.0,26443750000.0
2104.0,24111403000.0,14634399000.0,14145858000.0,20929126000.0,20408270000.0,26817792000.0
2105.0,24907410000.0,14183542000.0,14733288000.0,21151214000.0,21075718000.0,27290774000.0
2106.0,26676680000.0,14920938000.0,14673578000.0,20979296000.0,21651982000.0,27495033000.0
2107.0,26795117000.0,15116116000.0,14909440000.0,21170594000.0,21943732000.0,27211602000.0
2108.0,26153423000.0,14174952000.0,14545649000.0,21340402000.0,22304449000.0,27695698000.0
2109.0,25926267000.0,14277233000.0,14546137000.0,21398049000.0,22786288000.0,27816614000.0
2110.0,26185613000.0,14287867000.0,14507976000.0,21026683000.0,22528033000.0,28728973000.0
2111.0,26531068000.0,14219897000.0,14554243000.0,20194181000.0,23117736000.0,29693913000.0
2112.0,26907460000.0,14448922000.0,14421086000.0,18344130000.0,23520520000.0,30600026000.0
2113.0,26546553000.0,14482742000.0,13914308000.0,17798480000.0,23578012000.0,30590370000.0
2114.0,26449121000.0,14170333000.0,14185346000.0,17602870000.0,23930618000.0,31356494000.0
2115.0,27161629000.0,14597710000.0,14179169000.0,17210149000.0,23557095000.0,31250200000.0
2116.0,27842679000.0,14375395000.0,14214991000.0,18025415000.0,23785705000.0,30845000000.0
2117.0,27790730000.0,14479560000.0,13936216000.0,18034730000.0,24803824000.0,31878683000.0
2118.0,28045000000.0,14464050000.0,13748007000.0,18350324000.0,25660207000.0,31523240000.0
2119.0,28261650000.0,14061311000.0,13535335000.0,19066761000.0,25758804000.0,30667966000.0
2120.0,28573573000.0,14682893000.0,13891413000.0,19965766000.0,26482794000.0,31175455000.0
2121.0,28954681000.0,14379026000.0,13804243000.0,20957344000.0,26107017000.0,31774890000.0
2122.0,29156004000.0,14541885000.0,14084810000.0,20852294000.0,25213626000.0,32379544000.0
2123.0,29648270000.0,14023269000.0,14298930000.0,20566372000.0,25268881000.0,32672539000.0
2124.0,29677310000.0,14184339000.0,14413285000.0,19305812000.0,25858884000.0,33104534000.0
2125.0,29599660000.0,14458620000.0,14283948000.0,18740419000.0,25743385000.0,33176648000.0
2126.0,29236875000.0,14238978000.0,14004995000.0,18426548000.0,25220506000.0,32637266000.0
2127.0,29842186000.0,14564489000.0,13804903000.0,18668681000.0,24830190000.0,31887616000.0
2128.0,30685735000.0,14652567000.0,13553440000.0,18849552000.0,25309470000.0,32644874000.0
2129.0,30608386000.0,15303536000.0,14084918000.0,18850566000.0,26243576000.0,33581154000.0
2130.0,30034338000.0,15494425000.0,14421145000.0,19123340000.0,26042188000.0,34383864000.0
2131.0,29915450000.0,15423617000.0,14280330000.0,19528150000.0,25349738000.0,34975100000.0
2132.0,29014330000.0,15093047000.0,14398427000.0,19544530000.0,25454578000.0,34925710000.0
2133.0,26596280000.0,14435262000.0,14372406000.0,19243682000.0,26039702000.0,34410353000.0
2134.0,26819138000.0,14136521000.0,14311813000.0,18932912000.0,26689155000.0,34204236000.0
2135.0,27276198000.0,14578597000.0,14500804000.0,19722880000.0,26650999000.0,34161103000.0
2136.0,27650288000.0,14040187000.0,14492131000.0,20009243000.0,26405966000.0,34531553000.0
2137.0,28193389000.0,13877229000.0,14369450000.0,20367512000.0,26606494000.0,33763770000.0
2138.0,29221898000.0,14412429000.0,14493000000.0,19964047000.0,27610850000.0,33894244000.0
2139.0,29936605000.0,14457609000.0,14579693000.0,21036978000.0,27411510000.0,33467337000.0
2140.0,29927090000.0,14556463000.0,14474585000.0,21789682000.0,28181100000.0,32981490000.0
2141.0,29245985000.0,15241379000.0,14308374000.0,21417843000.0,28232190000.0,33380237000.0
2142.0,29546236000.0,15304425000.0,14446461000.0,20611109000.0,28957639000.0,32965814000.0
2143.0,29801700000.0,15179082000.0,14645532000.0,21313120000.0,29076173000.0,32523698000.0
2144.0,29994697000.0,15890309000.0,14308713000.0,21462209000.0,29227651000.0,32976460000.0
2145.0,31023190000.0,15491319000.0,14226052000.0,21303790000.0,28408142000.0,33581048000.0
2146.0,32350204000.0,16107425000.0,14368300000.0,20916318000.0,29013465000.0,33955185000.0
2147.0,32369156000.0,16841427000.0,14601449000.0,20972825000.0,29525606000.0,34190905000.0
2148.0,31443239000.0,16209616000.0,14367422000.0,21364013000.0,29493344000.0,34628890000.0
2149.0,31958563000.0,16101072000.0,14771654000.0,21692035000.0,29611164000.0,34474070000.0
2150.0,33036714000.0,16504030000.0,14633937000.0,21895514000.0,30025683000.0,35217777000.0
2151.0,32906385000.0,16162437000.0,15102227000.0,22887277000.0,29092706000.0,36230898000.0
2152.0,32689230000.0,16607820000.0,14885503000.0,23252924000.0,30043580000.0,37193007000.0
2153.0,33325584000.0,16614101000.0,14837557000.0,23270408000.0,29871254000.0,36393128000.0
2154.0,34033156000.0,16130413000.0,14472137000.0,24104420000.0,30232130000.0,37564998000.0
2155.0,34671153000.0,16673713000.0,14247196000.0,23933782000.0,30529577000.0,38772750000.0
2156.0,35613960000.0,17008264000.0,14070000000.0,24056779000.0,30812074000.0,39160357000.0
2157.0,35753700000.0,16470041000.0,14166738000.0,25107982000.0,30606227000.0,38757057000.0
2158.0,34972217000.0,16761415000.0,14165716000.0,24646076000.0,31238849000.0,39077347000.0
2159.0,34308196000.0,16514382000.0,14536989000.0,23470258000.0,31364348000.0,38436655000.0
2160.0,33094248000.0,16161586000.0,15196574000.0,23644735000.0,31289582000.0,37711913000.0
2161.0,32956312000.0,15648210000.0,15292862000.0,24122417000.0,31306756000.0,37245993000.0
2162.0,33787632000.0,16070870000.0,15121430000.0,24508377000.0,31745188000.0,36356743000.0
2163.0,33825155000.0,15872297000.0,15606160000.0,25078225000.0,32387416000.0,36437533000.0
2164.0,33230395000.0,15313244000.0,15760643000.0,25125040000.0,32640348000.0,37341356000.0
2165.0,33502075000.0,15618859000.0,15780919000.0,25950984000.0,31891892000.0,37081117000.0
2166.0,32839184000.0,15811127000.0,16125572000.0,26362184000.0,31946203000.0,36865360000.0
2167.0,33071264000.0,15483146000.0,15549553000.0,27239105000.0,31263138000.0,36631560000.0
2168.0,33727898000.0,15523615000.0,15752050000.0,28060314000.0,30546657000.0,36647010000.0
2169.0,33954620000.0,15532459000.0,15298826000.0,27896754000.0,31357342000.0,36212064000.0
2170.0,34416538000.0,16470955000.0,15286193000.0,26756284000.0,31810200000.0,35807216000.0
2171.0,34423636000.0,16274235000.0,15250450000.0,26804242000.0,32432452000.0,34987626000.0
2172.0,34237868000.0,16733514000.0,14913287000.0,27580981000.0,32761506000.0,35545410000.0
2173.0,34517328000.0,16400298000.0,15387596000.0,27762586000.0,33780910000.0,36587872000.0
2174.0,34911666000.0,16082938000.0,15314963000.0,27250313000.0,33812031000.0,37123625000.0
2175.0,34195573000.0,15889967000.0,14738706000.0,26791432000.0,32423764000.0,36874910000.0
2176.0,34038972000.0,15502048000.0,14702009000.0,27041763000.0,32165767000.0,37514670000.0
2177.0,34696843000.0,16253181000.0,14247137000.0,26901033000.0,33257996000.0,36542760000.0
2178.0,35136934000.0,16471557000.0,14751043000.0,26779163000.0,33782192000.0,35755926000.0
2179.0,35984020000.0,16110245000.0,14969532000.0,27194552000.0,33786740000.0,36665405000.0
2180.0,36532654000.0,16766713000.0,15045977000.0,27419468000.0,34325363000.0,37885575000.0
2181.0,36567190000.0,16922445000.0,15298307000.0,27619416000.0,33303185000.0,38469497000.0
2182.0,36285264000.0,16519751000.0,15856923000.0,27926086000.0,33400914000.0,37292720000.0
2183.0,37258007000.0,17139721000.0,15629476000.0,27554170000.0,33326268000.0,36821307000.0
2184.0,37330244000.0,16935524000.0,15522179000.0,28013007000.0,33272672000.0,37426713000.0
2185.0,37391696000.0,16625870000.0,15655296000.0,27616039000.0,32942862000.0,38357856000.0
2186.0,38505185000.0,17169853000.0,15773810000.0,26871749000.0,33234050000.0,38428766000.0
2187.0,38354380000.0,17255540000.0,15802088000.0,26795852000.0,34286838000.0,38106560000.0
2188.0,39187500000.0,16824174000.0,15906883000.0,26265528000.0,33856840000.0,37637150000.0
2189.0,40364843000.0,17210878000.0,15831173000.0,26477998000.0,33683982000.0,38428060000.0
2190.0,38683922000.0,16684103000.0,15740242000.0,27234660000.0,33439770000.0,39518990000.0
2191.0,36246778000.0,15842349000.0,15413905000.0,28006234000.0,33962914000.0,39770890000.0
2192.0,36953850000.0,16004347000.0,15430043000.0,28375390000.0,34640250000.0,38779433000.0
2193.0,36994060000.0,15810460000.0,14841997000.0,29941357000.0,34555700000.0,39123415000.0
2194.0,36630606000.0,16348771000.0,15234636000.0,30444511000.0,34294979000.0,39572590000.0
2195.0,37485478000.0,16534218000.0,15683997000.0,29410693000.0,34714444000.0,39810720000.0
2196.0,37491077000.0,15793550000.0,15923839000.0,29276998000.0,34191798000.0,39458100000.0
2197.0,35745410000.0,16268666000.0,15372848000.0,29367228000.0,34418622000.0,39411580000.0
2198.0,32878742000.0,15929103000.0,14941189000.0,28324192000.0,34691502000.0,38017410000.0
2199.0,33273608000.0,15173719000.0,15370183000.0,27588002000.0,35033930000.0,37732500000.0
2200.0,33116566000.0,14845714000.0,15645812000.0,26680195000.0,35140973000.0,38476090000.0
2201.0,34042630000.0,14392842000.0,15860428000.0,26356163000.0,35271700000.0,38312608000.0
2202.0,33990950000.0,14589608000.0,15920681000.0,26696354000.0,34980094000.0,39054410000.0
2203.0,33749654000.0,15146628000.0,16325098000.0,27742958000.0,32436765000.0,38537056000.0
2204.0,34238378000.0,14826921000.0,16226550000.0,27510008000.0,32006470000.0,38310920000.0
2205.0,34386000000.0,15519686000.0,15953030000.0,27391504000.0,32584330000.0,38253320000.0
2206.0,34185253000.0,15954249000.0,15837979000.0,28688585000.0,33556298000.0,38940807000.0
2207.0,34521747000.0,15633358000.0,15848222000.0,29114804000.0,32692744000.0,39502320000.0
2208.0,36127908000.0,16371265000.0,16140344000.0,29568002000.0,32578847000.0,38817480000.0
2209.0,36976345000.0,16266510000.0,16118087000.0,28936667000.0,32801470000.0,38952280000.0
2210.0,38288380000.0,16332485000.0,16039536000.0,28022309000.0,33107182000.0,39566570000.0
2211.0,37060825000.0,15819694000.0,16237985000.0,28412461000.0,33050898000.0,39631614000.0
2212.0,35681310000.0,15808273000.0,15614222000.0,27607816000.0,33264556000.0,39074173000.0
2213.0,35867582000.0,15524829000.0,15592502000.0,24742920000.0,33980424000.0,38897156000.0
2214.0,35485440000.0,15562591000.0,15593800000.0,23762008000.0,34943680000.0,39605990000.0
2215.0,34719478000.0,15257427000.0,15759948000.0,24636254000.0,34785444000.0,38643270000.0
2216.0,35455360000.0,15986062000.0,15618764000.0,24604312000.0,34301157000.0,38610735000.0
2217.0,36859640000.0,15808522000.0,15744958000.0,24883542000.0,34346230000.0,39373095000.0
2218.0,36354097000.0,16125707000.0,15726336000.0,25464349000.0,34292666000.0,39608693000.0
2219.0,37394354000.0,16191106000.0,16126812000.0,25306761000.0,34871263000.0,39356924000.0
2220.0,38727000000.0,16307980000.0,16471816000.0,25687906000.0,35935760000.0,40052077000.0
2221.0,39714620000.0,15817262000.0,16429140000.0,26296836000.0,36462772000.0,40198900000.0
2222.0,40462176000.0,15686357000.0,16380078000.0,26947035000.0,36642060000.0,40685920000.0
2223.0,40314780000.0,16083231000.0,15833364000.0,27276990000.0,36302836000.0,41588474000.0
2224.0,39009034000.0,15649170000.0,16335087000.0,26781780000.0,36408940000.0,42107810000.0
2225.0,38801535000.0,16044141000.0,16308752000.0,25923418000.0,37575905000.0,41752590000.0
2226.0,38781090000.0,15578706000.0,15687132000.0,25163434000.0,38242853000.0,40585097000.0
2227.0,38732240000.0,15980373000.0,16067035000.0,25847500000.0,38500467000.0,40341870000.0
2228.0,37827970000.0,16034255000.0,15935917000.0,26488334000.0,39267205000.0,39744270000.0
2229.0,37386190000.0,16012093000.0,15260145000.0,27087167000.0,39758393000.0,39456182000.0
2230.0,37546815000.0,16543376000.0,15381034000.0,26888174000.0,39128390000.0,39540675000.0
2231.0,37666873000.0,16072933000.0,15587483000.0,27108260000.0,39209968000.0,39313820000.0
2232.0,38206750000.0,15837173000.0,15497617000.0,27512936000.0,39262780000.0,40161993000.0
2233.0,38628393000.0,16080050000.0,15420656000.0,28747180000.0,38856987000.0,40700596000.0
2234.0,37103130000.0,15328128000.0,15977012000.0,28815250000.0,39214535000.0,41294103000.0
2235.0,35739005000.0,15434539000.0,15858478000.0,28704416000.0,39221838000.0,41291694000.0
2236.0,36674634000.0,15469977000.0,16021171000.0,29317070000.0,39431830000.0,41357900000.0
2237.0,36810620000.0,15410264000.0,16216450000.0,29050796000.0,39270140000.0,41180660000.0
2238.0,35622360000.0,16930165000.0,15804938000.0,26859876000.0,39996924000.0,40871465000.0
2239.0,35418470000.0,17308226000.0,16381341000.0,26134903000.0,40012890000.0,40611490000.0
2240.0,34550854000.0,16819762000.0,16689967000.0,24998566000.0,40185844000.0,39907900000.0
2241.0,33285829000.0,17357617000.0,16542131000.0,23831564000.0,40079260000.0,39962685000.0
2242.0,33679250000.0,17238530000.0,16132369000.0,23657693000.0,40414100000.0,39203934000.0
2243.0,34010157000.0,17720895000.0,16245615000.0,24269677000.0,41420427000.0,39030510000.0
2244.0,34504950000.0,17638654000.0,16634730000.0,24978694000.0,40154956000.0,38994096000.0
2245.0,35212920000.0,18082736000.0,16058803000.0,25489332000.0,39668806000.0,38794010000.0
2246.0,35382640000.0,17515470000.0,16244211000.0,25524326000.0,39589396000.0,38357520000.0
2247.0,35174530000.0,17188020000.0,15847805000.0,25526438000.0,39578255000.0,37750930000.0
2248.0,35346235000.0,17022034000.0,16466166000.0,26566554000.0,39212150000.0,37824300000.0
2249.0,36046660000.0,16709685000.0,15928714000.0,27193252000.0,37947728000.0,37453030000.0
2250.0,37141870000.0,17010365000.0,15696514000.0,27969044000.0,38114140000.0,36747256000.0
2251.0,37682606000.0,16687843000.0,16026467000.0,27707250000.0,38239724000.0,36223414000.0
2252.0,37013987000.0,16451080000.0,15310873000.0,27360526000.0,38389543000.0,35454673000.0
2253.0,37357298000.0,16062766000.0,15420584000.0,27842525000.0,38073324000.0,35627696000.0
2254.0,38196363000.0,15997689000.0,15406619000.0,27731160000.0,38040183000.0,35799917000.0
2255.0,37324337000.0,15433563000.0,15273537000.0,26412630000.0,39244812000.0,35785470000.0
2256.0,36755640000.0,14868646000.0,14860215000.0,26065662000.0,40403430000.0,35634885000.0
2257.0,38148297000.0,15056413000.0,15412489000.0,25464699000.0,41326965000.0,36161913000.0
2258.0,38671524000.0,15029004000.0,15242919000.0,25487480000.0,41864757000.0,35956797000.0
2259.0,39854772000.0,14722473000.0,15532235000.0,25203802000.0,41786820000.0,36706070000.0
2260.0,41734554000.0,15235818000.0,15034120000.0,24385518000.0,42099080000.0,36207910000.0
2261.0,42025304000.0,15085849000.0,14982124000.0,24001563000.0,42069520000.0,35564710000.0
2262.0,43594424000.0,14992329000.0,15191132000.0,23748420000.0,43059765000.0,36577047000.0
2263.0,44374393000.0,15552803000.0,14913996000.0,24170810000.0,42698040000.0,37608470000.0
2264.0,44908614000.0,15282341000.0,15417155000.0,25003580000.0,41326940000.0,37893320000.0
2265.0,43683455000.0,15320758000.0,16134474000.0,25343338000.0,41631146000.0,37935990000.0
2266.0,42689800000.0,15248303000.0,16014649000.0,25477392000.0,40663953000.0,38171816000.0
2267.0,42678395000.0,15654180000.0,15091678000.0,25814655000.0,40376693000.0,38035513000.0
2268.0,43695030000.0,15160814000.0,15254510000.0,26424447000.0,41189880000.0,36984460000.0
2269.0,44177998000.0,15305958000.0,15307998000.0,26993564000.0,41965502000.0,36813087000.0
2270.0,44877580000.0,14414389000.0,15085964000.0,27084240000.0,41921670000.0,35341200000.0
2271.0,45382406000.0,14003589000.0,14971120000.0,25306210000.0,41138946000.0,35019846000.0
2272.0,44879540000.0,14351833000.0,15170179000.0,23466902000.0,40542130000.0,34844836000.0
2273.0,45668990000.0,14342478000.0,15240506000.0,24401320000.0,39735900000.0,33513867000.0
2274.0,44283990000.0,14612367000.0,15295328000.0,24411793000.0,40149270000.0,32825784000.0
2275.0,44755546000.0,14584243000.0,15060789000.0,24621610000.0,41830478000.0,34009115000.0
2276.0,44075794000.0,14337710000.0,15690455000.0,24433013000.0,43275203000.0,34452603000.0
2277.0,41060934000.0,14623224000.0,15903528000.0,25170196000.0,43887436000.0,34194598000.0
2278.0,39930393000.0,14248841000.0,15827466000.0,26740662000.0,42918300000.0,34520390000.0
2279.0,40274596000.0,14596779000.0,16245107000.0,26036429000.0,42622018000.0,35670266000.0
2280.0,40789040000.0,14798196000.0,16079750000.0,26017080000.0,42587260000.0,35593810000.0
2281.0,40942674000.0,14451306000.0,15984474000.0,25882487000.0,41446530000.0,34729484000.0
2282.0,41528205000.0,14480849000.0,15666360000.0,24905837000.0,41603625000.0,35547580000.0
2283.0,42135745000.0,14880530000.0,15709988000.0,24551885000.0,41305567000.0,35813745000.0
2284.0,41728250000.0,14403306000.0,15331511000.0,24430000000.0,41563900000.0,35341840000.0
2285.0,42492477000.0,14456111000.0,14896694000.0,24748489000.0,41665417000.0,36583830000.0
2286.0,43934773000.0,14323793000.0,15414862000.0,25305342000.0,41746334000.0,36810890000.0
2287.0,42654890000.0,14177733000.0,15025478000.0,25965474000.0,41249284000.0,37039210000.0
2288.0,42222770000.0,14376113000.0,15495108000.0,25727236000.0,41754206000.0,37136294000.0
2289.0,42633277000.0,14715984000.0,15478001000.0,25510270000.0,42299544000.0,36664275000.0
2290.0,43003910000.0,14203323000.0,15220700000.0,24550152000.0,42223403000.0,36369793000.0
2291.0,43808930000.0,14332755000.0,14774418000.0,24936688000.0,42116120000.0,36453695000.0
2292.0,44690317000.0,14307197000.0,15058762000.0,24719043000.0,42757920000.0,36768720000.0
2293.0,43785520000.0,13961230000.0,14844329000.0,25083520000.0,43236210000.0,36712140000.0
2294.0,42474230000.0,13656049000.0,14750305000.0,25201963000.0,42799990000.0,35893174000.0
