time,MPI-ESM1-2-HR,ACCESS-CM2,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,NORESM2-MM,CANESM5,GFDL-ESM4,EC-EARTH3,EC-EARTH3-VEG,ACCESS-ESM1-5,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MRI-ESM2-0,CESM2,TAIESM1,CESM2-WACCM,CAMS-CSM1-0
2011.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0,27079242000000.0
2012.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0,26997130000000.0
2013.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0
2014.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0
2015.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0
2016.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0
2017.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0
2018.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0
2019.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0
2020.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0
2021.0,26737746000000.0,26743818000000.0,26831880000000.0,26723937000000.0,26808730000000.0,26746538000000.0,26763046000000.0,26773392000000.0,26765890000000.0,26735047000000.0,26797186000000.0,26762474000000.0,26724895000000.0,26782814000000.0,26837770000000.0,26794372000000.0,26715085000000.0,26757090000000.0,26766387000000.0
2022.0,26720810000000.0,26680517000000.0,26758380000000.0,26617573000000.0,26733101000000.0,26744224000000.0,26703934000000.0,26723553000000.0,26752080000000.0,26631899000000.0,26807292000000.0,26736033000000.0,26675312000000.0,26677036000000.0,26849490000000.0,26756560000000.0,26630624000000.0,26754550000000.0,26769145000000.0
2023.0,26652866000000.0,26635884000000.0,26697921000000.0,26603516000000.0,26660800000000.0,26682015000000.0,26658680000000.0,26687000000000.0,26727355000000.0,26513716000000.0,26757088000000.0,26697011000000.0,26577853000000.0,26596902000000.0,26784035000000.0,26760664000000.0,26572877000000.0,26723372000000.0,26721875000000.0
2024.0,26619809000000.0,26597440000000.0,26621176000000.0,26561967000000.0,26659750000000.0,26671403000000.0,26626771000000.0,26624175000000.0,26655500000000.0,26370608000000.0,26701164000000.0,26651465000000.0,26556819000000.0,26598724000000.0,26739720000000.0,26682730000000.0,26455413000000.0,26710418000000.0,26696830000000.0
2025.0,26586154000000.0,26493135000000.0,26546528000000.0,26490582000000.0,26637045000000.0,26662947000000.0,26495825000000.0,26581976000000.0,26539117000000.0,26282453000000.0,26648311000000.0,26600477000000.0,26524988000000.0,26508117000000.0,26760117000000.0,26634057000000.0,26434760000000.0,26628588000000.0,26680146000000.0
2026.0,26522295000000.0,26453203000000.0,26474172000000.0,26508274000000.0,26553550000000.0,26625767000000.0,26482758000000.0,26562995000000.0,26507573000000.0,26223450000000.0,26591904000000.0,26551393000000.0,26478167000000.0,26421517000000.0,26772794000000.0,26562213000000.0,26349530000000.0,26580961000000.0,26546337000000.0
2027.0,26526284000000.0,26338690000000.0,26381642000000.0,26452230000000.0,26540444000000.0,26552268000000.0,26463202000000.0,26549942000000.0,26481630000000.0,26148620000000.0,26573240000000.0,26448658000000.0,26410940000000.0,26380790000000.0,26741842000000.0,26509465000000.0,26301591000000.0,26575968000000.0,26527383000000.0
2028.0,26500168000000.0,26324809000000.0,26289365000000.0,26405860000000.0,26411264000000.0,26499747000000.0,26352830000000.0,26518638000000.0,26449960000000.0,26118476000000.0,26520270000000.0,26394195000000.0,26350480000000.0,26329880000000.0,26666170000000.0,26442893000000.0,26222378000000.0,26612513000000.0,26480143000000.0
2029.0,26511518000000.0,26288352000000.0,26218856000000.0,26363052000000.0,26337329000000.0,26452473000000.0,26253533000000.0,26443780000000.0,26372353000000.0,25983256000000.0,26462285000000.0,26342163000000.0,26340520000000.0,26282708000000.0,26642638000000.0,26374555000000.0,26115098000000.0,26537147000000.0,26383737000000.0
2030.0,26451498000000.0,26249597000000.0,26159030000000.0,26337540000000.0,26239677000000.0,26377997000000.0,26254374000000.0,26411425000000.0,26303080000000.0,25885971000000.0,26438768000000.0,26290055000000.0,26310180000000.0,26270640000000.0,26556408000000.0,26293770000000.0,26000048000000.0,26518883000000.0,26334168000000.0
2031.0,26430690000000.0,26228107000000.0,26149560000000.0,26312840000000.0,26174650000000.0,26294700000000.0,26205865000000.0,26319516000000.0,26162418000000.0,25799399000000.0,26408884000000.0,26257335000000.0,26268930000000.0,26210474000000.0,26550741000000.0,26236726000000.0,25867219000000.0,26517912000000.0,26272265000000.0
2032.0,26397528000000.0,26183792000000.0,26090580000000.0,26222407000000.0,26090412000000.0,26204818000000.0,26135027000000.0,26201356000000.0,26064032000000.0,25724195000000.0,26400258000000.0,26220786000000.0,26190465000000.0,26144689000000.0,26487718000000.0,26214641000000.0,25688107000000.0,26481516000000.0,26254124000000.0
2033.0,26339373000000.0,26174005000000.0,26036970000000.0,26163815000000.0,26050642000000.0,26188043000000.0,26071332000000.0,26137960000000.0,25894077000000.0,25575108000000.0,26337077000000.0,26166172000000.0,26114395000000.0,26108792000000.0,26503903000000.0,26137126000000.0,25573010000000.0,26393302000000.0,26185233000000.0
2034.0,26321061000000.0,26087145000000.0,25935145000000.0,26137716000000.0,26024792000000.0,26149265000000.0,25979110000000.0,26115370000000.0,25779210000000.0,25488697000000.0,26239539000000.0,26122186000000.0,26061335000000.0,26032707000000.0,26425986000000.0,26054175000000.0,25420310000000.0,26336960000000.0,26139870000000.0
2035.0,26321820000000.0,25983025000000.0,25779323000000.0,26102131000000.0,25955184000000.0,26088745000000.0,25891395000000.0,26076997000000.0,25659223000000.0,25395227000000.0,26214962000000.0,26111537000000.0,26050010000000.0,26019761000000.0,26390968000000.0,26003934000000.0,25196273000000.0,26295260000000.0,26095387000000.0
2036.0,26305209000000.0,25890241000000.0,25677609000000.0,26085800000000.0,25945587000000.0,26041077000000.0,25794592000000.0,26064114000000.0,25573825000000.0,25319019000000.0,26187242000000.0,26093206000000.0,25995990000000.0,25983371000000.0,26386593000000.0,25928920000000.0,25061138000000.0,26268544000000.0,26036679000000.0
2037.0,26292267000000.0,25841994000000.0,25544192000000.0,26038556000000.0,25894966000000.0,25997611000000.0,25756432000000.0,26050052000000.0,25480468000000.0,25287574000000.0,26109200000000.0,26003400000000.0,25973997000000.0,25925880000000.0,26285570000000.0,25896275000000.0,24866829000000.0,26247984000000.0,25963193000000.0
2038.0,26197920000000.0,25784006000000.0,25362684000000.0,26017278000000.0,25831733000000.0,26020600000000.0,25643536000000.0,25969757000000.0,25356078000000.0,25152715000000.0,26053985000000.0,25939526000000.0,25920623000000.0,25866266000000.0,26300528000000.0,25802987000000.0,24637868000000.0,26164454000000.0,25897613000000.0
2039.0,26155808000000.0,25740840000000.0,25264306000000.0,25945077000000.0,25810394000000.0,25982715000000.0,25535428000000.0,25943698000000.0,25299417000000.0,24966022000000.0,25998928000000.0,25881576000000.0,25855768000000.0,25838662000000.0,26238568000000.0,25754650000000.0,24541672000000.0,26063212000000.0,25909734000000.0
2040.0,26058810000000.0,25633845000000.0,25168299000000.0,25940975000000.0,25747157000000.0,25933235000000.0,25472805000000.0,25867506000000.0,25168158000000.0,24888966000000.0,25970063000000.0,25815624000000.0,25850236000000.0,25794183000000.0,26224108000000.0,25586116000000.0,24399613000000.0,25971256000000.0,25923426000000.0
2041.0,26002338000000.0,25615049000000.0,25179682000000.0,25907635000000.0,25706256000000.0,25865545000000.0,25409274000000.0,25797864000000.0,25069615000000.0,24789494000000.0,25949186000000.0,25749088000000.0,25754503000000.0,25721204000000.0,26119519000000.0,25559034000000.0,24171677000000.0,25950845000000.0,25893716000000.0
2042.0,25942441000000.0,25526970000000.0,25155972000000.0,25869951000000.0,25629859000000.0,25830273000000.0,25348480000000.0,25724410000000.0,24924928000000.0,24703440000000.0,25886831000000.0,25695474000000.0,25652265000000.0,25688743000000.0,26026023000000.0,25475317000000.0,23901902000000.0,25795905000000.0,25874204000000.0
2043.0,25952348000000.0,25411591000000.0,24967639000000.0,25813565000000.0,25551497000000.0,25737136000000.0,25286020000000.0,25691830000000.0,24811087000000.0,24588228000000.0,25915965000000.0,25610820000000.0,25587832000000.0,25626820000000.0,25931595000000.0,25375428000000.0,23687660000000.0,25734326000000.0,25830710000000.0
2044.0,25916179000000.0,25320283000000.0,24860674000000.0,25744088000000.0,25519651000000.0,25696362000000.0,25153092000000.0,25604443000000.0,24688240000000.0,24465944000000.0,25870090000000.0,25578145000000.0,25514910000000.0,25568345000000.0,25755822000000.0,25278923000000.0,23471562000000.0,25567328000000.0,25808318000000.0
2045.0,25854464000000.0,25281092000000.0,24773640000000.0,25737711000000.0,25499470000000.0,25579397000000.0,25090870000000.0,25512217000000.0,24601256000000.0,24380434000000.0,25787193000000.0,25499867000000.0,25497000000000.0,25514192000000.0,25631029000000.0,25132960000000.0,23314729000000.0,25517185000000.0,25800533000000.0
2046.0,25861655000000.0,25195550000000.0,24628026000000.0,25663277000000.0,25463039000000.0,25496195000000.0,25053872000000.0,25394674000000.0,24322412000000.0,24249138000000.0,25769660000000.0,25440717000000.0,25460230000000.0,25385683000000.0,25515520000000.0,25015462000000.0,23057662000000.0,25402452000000.0,25764345000000.0
2047.0,25883260000000.0,25099602000000.0,24556318000000.0,25602690000000.0,25342998000000.0,25418365000000.0,24937062000000.0,25307508000000.0,24044672000000.0,24093978000000.0,25615837000000.0,25390951000000.0,25420305000000.0,25309260000000.0,25336390000000.0,24870046000000.0,22796975000000.0,25341878000000.0,25737445000000.0
2048.0,25784720000000.0,24990963000000.0,24367241000000.0,25503583000000.0,25258755000000.0,25262840000000.0,24850052000000.0,25254427000000.0,23873240000000.0,23947997000000.0,25529617000000.0,25329171000000.0,25406474000000.0,25236548000000.0,25084375000000.0,24747551000000.0,22604539000000.0,25341500000000.0,25667320000000.0
2049.0,25736788000000.0,24922466000000.0,24245436000000.0,25459578000000.0,25230504000000.0,25159262000000.0,24744020000000.0,25211510000000.0,23656432000000.0,23767923000000.0,25507257000000.0,25287306000000.0,25390347000000.0,25052307000000.0,25053796000000.0,24692772000000.0,22322149000000.0,25265208000000.0,25643064000000.0
2050.0,25769502000000.0,24806913000000.0,24034561000000.0,25420706000000.0,25176998000000.0,25143520000000.0,24664972000000.0,25099197000000.0,23451945000000.0,23655457000000.0,25502325000000.0,25185670000000.0,25347484000000.0,24941510000000.0,24911364000000.0,24591137000000.0,22007232000000.0,25111093000000.0,25603479000000.0
2051.0,25645527000000.0,24706393000000.0,24007668000000.0,25295690000000.0,25095253000000.0,25017860000000.0,24550796000000.0,25075187000000.0,23231457000000.0,23527376000000.0,25475473000000.0,25105516000000.0,25241005000000.0,24841434000000.0,24715748000000.0,24316861000000.0,21718775000000.0,24921900000000.0,25599560000000.0
2052.0,25639984000000.0,24644938000000.0,23785103000000.0,25230510000000.0,24999155000000.0,24986555000000.0,24473286000000.0,24993109000000.0,22981976000000.0,23397998000000.0,25402892000000.0,25054121000000.0,25216600000000.0,24738634000000.0,24688060000000.0,24138534000000.0,21482020000000.0,24866116000000.0,25536890000000.0
2053.0,25596600000000.0,24528965000000.0,23700393000000.0,25155982000000.0,24931981000000.0,24880332000000.0,24344997000000.0,24929290000000.0,22765560000000.0,23226529000000.0,25313990000000.0,25011033000000.0,25135617000000.0,24671441000000.0,24623603000000.0,23934560000000.0,21213800000000.0,24756282000000.0,25474768000000.0
2054.0,25534203000000.0,24415356000000.0,23467910000000.0,25107878000000.0,24808518000000.0,24722683000000.0,24251320000000.0,24886053000000.0,22485936000000.0,22968277000000.0,25293685000000.0,24994407000000.0,25093875000000.0,24579876000000.0,24473764000000.0,23794068000000.0,20868617000000.0,24690886000000.0,25449403000000.0
2055.0,25498388000000.0,24357473000000.0,23277878000000.0,25056902000000.0,24737340000000.0,24679302000000.0,24136416000000.0,24778834000000.0,22188506000000.0,22764230000000.0,25198863000000.0,24930939000000.0,25045984000000.0,24503975000000.0,24332208000000.0,23601620000000.0,20532860000000.0,24541739000000.0,25370028000000.0
2056.0,25409484000000.0,24176413000000.0,23049842000000.0,24988891000000.0,24720634000000.0,24643837000000.0,24049830000000.0,24700440000000.0,21977239000000.0,22542470000000.0,25142630000000.0,24797608000000.0,24974595000000.0,24386410000000.0,24178994000000.0,23469320000000.0,20278128000000.0,24472812000000.0,25292123000000.0
2057.0,25367503000000.0,24066174000000.0,22838654000000.0,24948249000000.0,24578353000000.0,24536270000000.0,23982112000000.0,24609145000000.0,21804872000000.0,22348840000000.0,25073805000000.0,24725640000000.0,24925620000000.0,24192286000000.0,23965727000000.0,23272672000000.0,19896673000000.0,24379117000000.0,25304821000000.0
2058.0,25305280000000.0,23930138000000.0,22699236000000.0,24883218000000.0,24527472000000.0,24482980000000.0,23926919000000.0,24489107000000.0,21570708000000.0,22123400000000.0,24978458000000.0,24634034000000.0,24886664000000.0,24104910000000.0,23902050000000.0,23124444000000.0,19737545000000.0,24234525000000.0,25241303000000.0
2059.0,25246483000000.0,23796474000000.0,22520697000000.0,24787090000000.0,24369480000000.0,24379616000000.0,23826367000000.0,24413257000000.0,21298233000000.0,21875258000000.0,24930990000000.0,24511483000000.0,24820178000000.0,23973914000000.0,23822766000000.0,22977590000000.0,19497631000000.0,24020135000000.0,25199955000000.0
2060.0,25191546000000.0,23681850000000.0,22427585000000.0,24691860000000.0,24262002000000.0,24369790000000.0,23722876000000.0,24340521000000.0,21085135000000.0,21659413000000.0,24850635000000.0,24392552000000.0,24801730000000.0,23820790000000.0,23687090000000.0,22759190000000.0,19300490000000.0,23855368000000.0,25190166000000.0
2061.0,25046372000000.0,23590162000000.0,22414750000000.0,24639986000000.0,24064393000000.0,24320831000000.0,23700181000000.0,24287300000000.0,20867243000000.0,21428626000000.0,24796044000000.0,24325353000000.0,24726282000000.0,23764234000000.0,23552260000000.0,22744490000000.0,19002768000000.0,23659966000000.0,25153375000000.0
2062.0,24986662000000.0,23491103000000.0,22273688000000.0,24587417000000.0,23954348000000.0,24261773000000.0,23590820000000.0,24153300000000.0,20657264000000.0,21273248000000.0,24718076000000.0,24285014000000.0,24666133000000.0,23603133000000.0,23432340000000.0,22484395000000.0,18728555000000.0,23475104000000.0,25092950000000.0
2063.0,24862444000000.0,23360216000000.0,22033455000000.0,24583275000000.0,23902699000000.0,24231803000000.0,23385040000000.0,24078568000000.0,20501458000000.0,21185086000000.0,24617744000000.0,24186810000000.0,24628570000000.0,23496137000000.0,23421818000000.0,22261193000000.0,18453910000000.0,23271416000000.0,25062036000000.0
2064.0,24803713000000.0,23259463000000.0,21789275000000.0,24532167000000.0,23877999000000.0,24137610000000.0,23287613000000.0,24100217000000.0,20144230000000.0,21040623000000.0,24528084000000.0,24085696000000.0,24590514000000.0,23317461000000.0,23384744000000.0,22087985000000.0,18115980000000.0,23151996000000.0,24971720000000.0
2065.0,24714859000000.0,23086993000000.0,21524554000000.0,24475043000000.0,23777247000000.0,24129636000000.0,23121428000000.0,23960821000000.0,19847897000000.0,20816228000000.0,24398375000000.0,23979025000000.0,24536563000000.0,23179620000000.0,23375873000000.0,21854685000000.0,17773309000000.0,23066327000000.0,24965638000000.0
2066.0,24617901000000.0,23023483000000.0,21343469000000.0,24370339000000.0,23659954000000.0,23994978000000.0,22988108000000.0,23901252000000.0,19641173000000.0,20569920000000.0,24353543000000.0,23923234000000.0,24447648000000.0,23013448000000.0,23292410000000.0,21588775000000.0,17441576000000.0,22899503000000.0,24964621000000.0
2067.0,24530383000000.0,22935100000000.0,21101570000000.0,24279345000000.0,23503714000000.0,23923390000000.0,22869960000000.0,23821590000000.0,19407560000000.0,20321434000000.0,24250247000000.0,23861821000000.0,24337728000000.0,22824834000000.0,23229706000000.0,21364675000000.0,17218415000000.0,22737817000000.0,24915976000000.0
2068.0,24458786000000.0,22794090000000.0,20848570000000.0,24241200000000.0,23395610000000.0,23780974000000.0,22702040000000.0,23721174000000.0,19149040000000.0,20055587000000.0,24218420000000.0,23739060000000.0,24261383000000.0,22673504000000.0,23102340000000.0,21155660000000.0,16921089000000.0,22607000000000.0,24849645000000.0
2069.0,24354388000000.0,22638053000000.0,20517648000000.0,24165450000000.0,23318042000000.0,23700395000000.0,22535565000000.0,23613720000000.0,18791386000000.0,19712048000000.0,24113597000000.0,23672444000000.0,24206990000000.0,22557514000000.0,23024231000000.0,20794002000000.0,16555640000000.0,22407499000000.0,24777182000000.0
2070.0,24285947000000.0,22473486000000.0,20309140000000.0,24135802000000.0,23215690000000.0,23651808000000.0,22440804000000.0,23524807000000.0,18441736000000.0,19537961000000.0,23998218000000.0,23613770000000.0,24178588000000.0,22480752000000.0,22927548000000.0,20524920000000.0,16282273000000.0,22168717000000.0,24785933000000.0
2071.0,24241060000000.0,22405414000000.0,20198294000000.0,24012050000000.0,23045524000000.0,23531016000000.0,22344458000000.0,23412708000000.0,18121935000000.0,19213532000000.0,23905543000000.0,23541500000000.0,24118920000000.0,22251097000000.0,22749972000000.0,20261854000000.0,16023182000000.0,22106065000000.0,24740345000000.0
2072.0,24224939000000.0,22195928000000.0,19940535000000.0,23947414000000.0,22877768000000.0,23416688000000.0,22142731000000.0,23321555000000.0,17920160000000.0,18866355000000.0,23807044000000.0,23481058000000.0,24029954000000.0,22008872000000.0,22605352000000.0,20068526000000.0,15688981000000.0,21860507000000.0,24686117000000.0
2073.0,24134795000000.0,22018546000000.0,19647525000000.0,23855924000000.0,22831539000000.0,23290165000000.0,22088895000000.0,23249077000000.0,17654470000000.0,18601615000000.0,23698931000000.0,23399202000000.0,23976060000000.0,21838460000000.0,22493752000000.0,19692635000000.0,15392939000000.0,21561522000000.0,24617509000000.0
2074.0,24076135000000.0,21979076000000.0,19340070000000.0,23726846000000.0,22648059000000.0,23187794000000.0,21816196000000.0,23207920000000.0,17367520000000.0,18329975000000.0,23617463000000.0,23292392000000.0,23957151000000.0,21666281000000.0,22290029000000.0,19432437000000.0,15064975000000.0,21296033000000.0,24545092000000.0
2075.0,24037250000000.0,21840362000000.0,19081246000000.0,23684343000000.0,22548056000000.0,23074510000000.0,21668186000000.0,23090558000000.0,16979750000000.0,18044530000000.0,23478860000000.0,23148190000000.0,23898008000000.0,21464428000000.0,22246380000000.0,19123925000000.0,14679422000000.0,20958132000000.0,24527168000000.0
2076.0,23965397000000.0,21677677000000.0,18785577000000.0,23551330000000.0,22450752000000.0,22986206000000.0,21502310000000.0,22990933000000.0,16613652000000.0,17713620000000.0,23436022000000.0,23032770000000.0,23822663000000.0,21367580000000.0,22187122000000.0,18845736000000.0,14408706000000.0,20656920000000.0,24484008000000.0
2077.0,23857558000000.0,21494004000000.0,18555980000000.0,23423840000000.0,22387200000000.0,22918027000000.0,21365730000000.0,22927167000000.0,16224871000000.0,17368286000000.0,23409891000000.0,22929312000000.0,23775207000000.0,21085521000000.0,21904495000000.0,18620736000000.0,14009313000000.0,20426065000000.0,24455435000000.0
2078.0,23742820000000.0,21380427000000.0,18176616000000.0,23338666000000.0,22263206000000.0,22826944000000.0,21251670000000.0,22859343000000.0,15913359000000.0,16978979000000.0,23313198000000.0,22861358000000.0,23751683000000.0,20787510000000.0,21761142000000.0,18296730000000.0,13704686000000.0,20231062000000.0,24395934000000.0
2079.0,23645355000000.0,21204250000000.0,17842102000000.0,23238190000000.0,22113216000000.0,22689381000000.0,21056102000000.0,22720362000000.0,15595124000000.0,16621041000000.0,23270026000000.0,22746814000000.0,23697280000000.0,20634233000000.0,21619960000000.0,17996842000000.0,13356253000000.0,20011744000000.0,24373950000000.0
2080.0,23590112000000.0,21043746000000.0,17460934000000.0,23131040000000.0,22018710000000.0,22572427000000.0,20925636000000.0,22602507000000.0,15196447000000.0,16262369000000.0,23154982000000.0,22711114000000.0,23647159000000.0,20455864000000.0,21438591000000.0,17718953000000.0,13064495000000.0,19710698000000.0,24394560000000.0
2081.0,23483530000000.0,20899992000000.0,17231072000000.0,22962930000000.0,21925638000000.0,22491097000000.0,20733573000000.0,22489768000000.0,14866797000000.0,15866017000000.0,23117158000000.0,22619257000000.0,23558710000000.0,20202234000000.0,21131044000000.0,17374444000000.0,12708262000000.0,19409156000000.0,24387422000000.0
2082.0,23390698000000.0,20675633000000.0,16976793000000.0,22828988000000.0,21802480000000.0,22359193000000.0,20510044000000.0,22411970000000.0,14531060000000.0,15502560000000.0,23069290000000.0,22558531000000.0,23483552000000.0,19904667000000.0,20906317000000.0,17138406000000.0,12367630000000.0,18932734000000.0,24297890000000.0
2083.0,23305270000000.0,20472098000000.0,16694315000000.0,22696620000000.0,21588422000000.0,22236980000000.0,20335863000000.0,22340670000000.0,14200829000000.0,15255523000000.0,22916459000000.0,22396931000000.0,23391325000000.0,19675082000000.0,20833263000000.0,16796089000000.0,12054211000000.0,18585242000000.0,24179993000000.0
2084.0,23210834000000.0,20330924000000.0,16381279000000.0,22513042000000.0,21471080000000.0,22145894000000.0,20121060000000.0,22184079000000.0,13806966000000.0,14816194000000.0,22776576000000.0,22270263000000.0,23355621000000.0,19451448000000.0,20593372000000.0,16517439000000.0,11726020000000.0,18239919000000.0,24163417000000.0
2085.0,23175670000000.0,20182470000000.0,16051113000000.0,22370723000000.0,21399320000000.0,22059990000000.0,20016177000000.0,22040868000000.0,13391204000000.0,14459621000000.0,22637816000000.0,22178444000000.0,23282282000000.0,19246540000000.0,20413500000000.0,16148521000000.0,11469512000000.0,18029765000000.0,24108849000000.0
