time,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM
2071.0,51391185000.0,58445492000.0,50175080000.0,47806685000.0
2072.0,50626050000.0,57465350000.0,48515568000.0,47132060000.0
2073.0,50043638000.0,57260600000.0,47878040000.0,46204998000.0
2074.0,49434430000.0,56875050000.0,47034470000.0,45572514000.0
2075.0,48778480000.0,56529215000.0,45919547000.0,44985053000.0
2076.0,47943190000.0,56061840000.0,45133830000.0,44581482000.0
2077.0,47245124000.0,55551807000.0,46454120000.0,43831320000.0
2078.0,46674493000.0,55374975000.0,45003750000.0,43200537000.0
2079.0,46235910000.0,54869717000.0,43476610000.0,42560823000.0
2080.0,45906534000.0,54380995000.0,43392197000.0,41896546000.0
2081.0,45189992000.0,54483087000.0,43909698000.0,41460720000.0
2082.0,44836460000.0,53548110000.0,42290470000.0,40852673000.0
2083.0,44353710000.0,53528640000.0,41425797000.0,40276074000.0
2084.0,43768030000.0,53670870000.0,41144152000.0,39854690000.0
2085.0,43602240000.0,52905030000.0,43069194000.0,38969786000.0
2086.0,43330335000.0,52639650000.0,40640370000.0,38652776000.0
2087.0,42735330000.0,52090016000.0,40038384000.0,37941694000.0
2088.0,41990685000.0,51754130000.0,39506715000.0,37122695000.0
2089.0,41550295000.0,51912962000.0,39212515000.0,37923033000.0
2090.0,41146892000.0,54613787000.0,40116570000.0,37441120000.0
2091.0,40986230000.0,55390245000.0,38930890000.0,36069500000.0
2092.0,41061030000.0,52485020000.0,38174855000.0,35621614000.0
2093.0,40507576000.0,51961848000.0,38101100000.0,36199748000.0
2094.0,40024162000.0,51266253000.0,40231203000.0,35281800000.0
2095.0,39624905000.0,51850950000.0,37116383000.0,34922947000.0
2096.0,39408833000.0,51973382000.0,36782682000.0,35303498000.0
2097.0,40478570000.0,51192400000.0,39190954000.0,35038663000.0
2098.0,40053625000.0,51321180000.0,36315214000.0,37497385000.0
2099.0,39109673000.0,50936030000.0,35822498000.0,35472843000.0
2100.0,38621733000.0,50894460000.0,35713790000.0,34293967000.0
