time,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM
2000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0
2001.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0
2002.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0
2003.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0
2004.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0
2005.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0
2006.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0
2007.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0
2008.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0
2009.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0
2010.0,87108256000.0,87108256000.0,87108256000.0,87108256000.0
2011.0,86985870000.0,86985870000.0,86985870000.0,86985870000.0
2012.0,86915990000.0,86915990000.0,86915990000.0,86915990000.0
2013.0,87011030000.0,87011030000.0,87011030000.0,87011030000.0
2014.0,86756250000.0,86756250000.0,86756250000.0,86756250000.0
2015.0,86558170000.0,86558170000.0,86558170000.0,86558170000.0
2016.0,86389940000.0,86389940000.0,86389940000.0,86389940000.0
2017.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0
2018.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0
2019.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0
2020.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0
2021.0,85130576000.0,85205660000.0,85172110000.0,85118720000.0
2022.0,85030670000.0,85050600000.0,84853050000.0,84653920000.0
2023.0,84674626000.0,84677050000.0,84586275000.0,84270830000.0
2024.0,84356450000.0,84367360000.0,84376940000.0,83900290000.0
2025.0,84257260000.0,83980394000.0,83854800000.0,83453534000.0
2026.0,84001290000.0,83644870000.0,83571280000.0,82883486000.0
2027.0,83624610000.0,83328760000.0,83280314000.0,82144944000.0
2028.0,83340910000.0,83088750000.0,82721890000.0,81359040000.0
2029.0,82839994000.0,82580720000.0,82140510000.0,80806760000.0
2030.0,82372180000.0,82365006000.0,81403310000.0,80401910000.0
2031.0,81878350000.0,81526800000.0,80410165000.0,79730310000.0
2032.0,81136390000.0,80890950000.0,79841470000.0,79218380000.0
2033.0,80607630000.0,80299370000.0,79545100000.0,78654865000.0
2034.0,79925080000.0,79989950000.0,79021360000.0,77818650000.0
2035.0,79356035000.0,79961650000.0,78844370000.0,76884690000.0
2036.0,78739760000.0,79256200000.0,78181130000.0,76299410000.0
2037.0,77905400000.0,78788320000.0,77304670000.0,75479810000.0
2038.0,77604750000.0,77782130000.0,76405760000.0,74463430000.0
2039.0,76950364000.0,77034780000.0,75852450000.0,73904420000.0
2040.0,76077515000.0,76187250000.0,74966745000.0,74192550000.0
2041.0,75436835000.0,75387140000.0,74116150000.0,72703180000.0
2042.0,74446030000.0,74513590000.0,73279340000.0,71650910000.0
2043.0,73697395000.0,73834200000.0,72033395000.0,70975635000.0
2044.0,72947065000.0,73287970000.0,71200055000.0,70098090000.0
2045.0,72375940000.0,72565090000.0,70156480000.0,69226725000.0
2046.0,71500090000.0,72271760000.0,69214675000.0,68431868000.0
2047.0,70693560000.0,71510090000.0,68464830000.0,67598184000.0
2048.0,69857665000.0,70786750000.0,69252830000.0,66573670000.0
2049.0,69343610000.0,70286110000.0,66900780000.0,65682715000.0
2050.0,68620590000.0,69258490000.0,65796790000.0,64905170000.0
2051.0,67907350000.0,68481774000.0,64996100000.0,64133970000.0
2052.0,66997006000.0,68450746000.0,64043536000.0,63040872000.0
2053.0,66119800000.0,67602670000.0,64257556000.0,62059550000.0
2054.0,65630520000.0,67062590000.0,62935196000.0,61278757000.0
2055.0,64753680000.0,66280810000.0,61884550000.0,60357554000.0
2056.0,64084360000.0,65671550000.0,60931650000.0,59297960000.0
2057.0,63227600000.0,64932717000.0,60805177000.0,58160726000.0
2058.0,62256624000.0,64318652000.0,59177350000.0,57191494000.0
2059.0,61220010000.0,63787577000.0,58189316000.0,56469850000.0
2060.0,60204880000.0,63265120000.0,57694757000.0,55673090000.0
2061.0,59451118000.0,62629573000.0,56731730000.0,54862520000.0
2062.0,58693080000.0,62066938000.0,55803916000.0,54012740000.0
2063.0,57592610000.0,61601075000.0,54896394000.0,53261156000.0
2064.0,56710996000.0,60885550000.0,54523953000.0,52410510000.0
2065.0,55917466000.0,60576903000.0,53398070000.0,51792364000.0
2066.0,54992300000.0,60427420000.0,53194200000.0,51292490000.0
2067.0,54186897000.0,59545194000.0,53706960000.0,50844017000.0
2068.0,53499208000.0,60081086000.0,51652887000.0,50399777000.0
2069.0,52817570000.0,58845530000.0,50608943000.0,49227596000.0
2070.0,52061835000.0,60711530000.0,51322974000.0,48531720000.0
