time,MPI-ESM-LR,GFDL-ESM2G,CANESM2,NORESM1-M,CCSM4,CSIRO-MK3-6-0,CNRM-CM5,GFDL-CM3,IPSL-CM5A-LR,GISS-E2-R
2024.0,3014328800000.0,3056593300000.0,3019195000000.0,3025155700000.0,2998799200000.0,3036442300000.0,3011405000000.0,2943265300000.0,2999726600000.0,2989339700000.0
2025.0,2984978400000.0,3035202800000.0,2976401600000.0,3001767200000.0,2959648500000.0,3015567700000.0,2987651800000.0,2904608700000.0,2976531000000.0,2960932200000.0
2026.0,2945032000000.0,3034116500000.0,2982743400000.0,2980488400000.0,2915241000000.0,2985485100000.0,2965612800000.0,2863463100000.0,2964425300000.0,2934164400000.0
2027.0,2919228200000.0,3017388000000.0,2942617000000.0,2958432000000.0,2879721800000.0,2976728200000.0,2937040700000.0,2822285800000.0,2938848100000.0,2905150600000.0
2028.0,2903070700000.0,2994260700000.0,2912270400000.0,2926191300000.0,2846831700000.0,2974785000000.0,2924071400000.0,2767612800000.0,2898122000000.0,2887563600000.0
2029.0,2861168600000.0,2997816400000.0,2857268400000.0,2899988400000.0,2824800600000.0,2948176800000.0,2895724700000.0,2727766700000.0,2870280500000.0,2854293600000.0
2030.0,2832466400000.0,2994856800000.0,2859081000000.0,2874723000000.0,2808868000000.0,2907767600000.0,2878036200000.0,2691221000000.0,2845588300000.0,2835179600000.0
2031.0,2809877000000.0,2993541000000.0,2814802100000.0,2842397200000.0,2794265500000.0,2895443400000.0,2858616000000.0,2633451700000.0,2829347500000.0,2813960400000.0
2032.0,2784634900000.0,2980154700000.0,2770031000000.0,2797735800000.0,2749365000000.0,2865433100000.0,2827130000000.0,2567483000000.0,2810307000000.0,2800346000000.0
2033.0,2735742000000.0,2938686700000.0,2724099000000.0,2755387700000.0,2723314400000.0,2840457000000.0,2795851700000.0,2477348400000.0,2795393300000.0,2775983300000.0
2034.0,2710586500000.0,2916903000000.0,2716008000000.0,2734446300000.0,2687483800000.0,2811257200000.0,2775481000000.0,2414757300000.0,2762617700000.0,2761396800000.0
2035.0,2704256800000.0,2926188700000.0,2685887300000.0,2707319200000.0,2661860000000.0,2754455500000.0,2764113000000.0,2341334000000.0,2733852600000.0,2745144700000.0
2036.0,2695239600000.0,2911976300000.0,2674486700000.0,2677056500000.0,2628294000000.0,2730808800000.0,2733496900000.0,2304132300000.0,2703383600000.0,2733540400000.0
2037.0,2700713100000.0,2881685000000.0,2636178500000.0,2637890600000.0,2606385000000.0,2694315200000.0,2718825000000.0,2257197000000.0,2661894300000.0,2725159000000.0
2038.0,2672651700000.0,2843002000000.0,2607702900000.0,2605408000000.0,2582822300000.0,2675515600000.0,2688064000000.0,2192682300000.0,2636255600000.0,2708254000000.0
2039.0,2653102300000.0,2798809500000.0,2574208000000.0,2572999200000.0,2558457800000.0,2639158000000.0,2650313300000.0,2138295600000.0,2616888700000.0,2692265800000.0
2040.0,2624920700000.0,2792966800000.0,2541608000000.0,2544052700000.0,2544480800000.0,2637949800000.0,2615939400000.0,2077516900000.0,2584701800000.0,2670391200000.0
2041.0,2595623800000.0,2767864500000.0,2498655400000.0,2522323000000.0,2537115600000.0,2615386800000.0,2592983500000.0,2015179300000.0,2565496000000.0,2651826200000.0
2042.0,2561935700000.0,2750418000000.0,2458741400000.0,2505851000000.0,2508182000000.0,2594933800000.0,2567698600000.0,1956217400000.0,2539719200000.0,2621238100000.0
2043.0,2559035800000.0,2714092700000.0,2411440400000.0,2468679800000.0,2484533700000.0,2559092500000.0,2524621800000.0,1893617500000.0,2516752300000.0,2587591400000.0
2044.0,2552479600000.0,2682323000000.0,2384862600000.0,2455604000000.0,2446962700000.0,2546372700000.0,2502884300000.0,1817219000000.0,2487836700000.0,2560009700000.0
2045.0,2535249700000.0,2689322700000.0,2360602500000.0,2441234600000.0,2423704800000.0,2510921100000.0,2482724400000.0,1761771400000.0,2457174500000.0,2548533000000.0
2046.0,2493976400000.0,2678747600000.0,2324492700000.0,2410036900000.0,2407448700000.0,2501365000000.0,2461208000000.0,1706980900000.0,2417002500000.0,2532307000000.0
2047.0,2483161700000.0,2699135500000.0,2310027000000.0,2378374800000.0,2384863400000.0,2463699000000.0,2442869600000.0,1639676000000.0,2398038800000.0,2522404600000.0
2048.0,2497094000000.0,2683386700000.0,2273362600000.0,2351205200000.0,2365648800000.0,2406156900000.0,2423494500000.0,1585454600000.0,2368280200000.0,2510238500000.0
2049.0,2441596600000.0,2654907100000.0,2238397000000.0,2332862700000.0,2342886000000.0,2367655500000.0,2406517000000.0,1509534700000.0,2348382200000.0,2482073200000.0
2050.0,2420669700000.0,2638277000000.0,2218271700000.0,2304327000000.0,2331763000000.0,2341761200000.0,2389065000000.0,1450450900000.0,2323282100000.0,2449598800000.0
2051.0,2398791000000.0,2626384600000.0,2217318000000.0,2276432500000.0,2317978700000.0,2308649500000.0,2364699300000.0,1393040200000.0,2292187700000.0,2431952600000.0
2052.0,2377720000000.0,2607487400000.0,2179191400000.0,2250594800000.0,2297170200000.0,2262520800000.0,2339296000000.0,1344081100000.0,2273459800000.0,2416702700000.0
2053.0,2341005000000.0,2589616200000.0,2141956900000.0,2237018100000.0,2275019300000.0,2230661400000.0,2317618800000.0,1299402200000.0,2252987000000.0,2411600000000.0
2054.0,2298968800000.0,2589846400000.0,2111490200000.0,2202001700000.0,2255721900000.0,2207680600000.0,2297302600000.0,1239117500000.0,2233787500000.0,2393246800000.0
2055.0,2272232200000.0,2578810700000.0,2084167000000.0,2179437600000.0,2227618700000.0,2183822300000.0,2272872400000.0,1190134300000.0,2215440500000.0,2384879700000.0
2056.0,2255106900000.0,2566076800000.0,2059756000000.0,2157473700000.0,2208856300000.0,2150608900000.0,2258474400000.0,1131103500000.0,2188895300000.0,2367994700000.0
2057.0,2240987800000.0,2576100000000.0,2034104100000.0,2145227100000.0,2209081000000.0,2113132300000.0,2249276000000.0,1096565800000.0,2176795000000.0,2352307000000.0
2058.0,2228594400000.0,2589170600000.0,1999823400000.0,2125724900000.0,2207836000000.0,2099230300000.0,2221538800000.0,1065915300000.0,2155037500000.0,2350800000000.0
2059.0,2200188000000.0,2593996000000.0,1990789700000.0,2104611600000.0,2181232700000.0,2058335700000.0,2204840000000.0,1027348600000.0,2129175100000.0,2341468400000.0
2060.0,2196071900000.0,2600404300000.0,1981372200000.0,2093620000000.0,2166714300000.0,2029729100000.0,2177356300000.0,992090600000.0,2094024100000.0,2323784700000.0
2061.0,2170864100000.0,2596728700000.0,1947024800000.0,2074363600000.0,2155236800000.0,2007264800000.0,2154883600000.0,961683460000.0,2083367400000.0,2322879700000.0
2062.0,2176058100000.0,2589939200000.0,1925114800000.0,2045090200000.0,2147301200000.0,1988280700000.0,2139898500000.0,929009800000.0,2065566400000.0,2310898500000.0
2063.0,2180626100000.0,2592535500000.0,1878599700000.0,2029651400000.0,2133431800000.0,1975514300000.0,2120856900000.0,905395100000.0,2038222800000.0,2305430700000.0
2064.0,2180003900000.0,2604748500000.0,1845553300000.0,2015840800000.0,2123550700000.0,1972256000000.0,2106709200000.0,875329750000.0,2017848700000.0,2305221700000.0
2065.0,2175856300000.0,2606266300000.0,1833614200000.0,1998838800000.0,2112636000000.0,1958957700000.0,2086887500000.0,845613700000.0,2012731800000.0,2291255000000.0
2066.0,2179437400000.0,2601812200000.0,1810788100000.0,1976934700000.0,2107957000000.0,1935515800000.0,2068784500000.0,818535300000.0,1994895000000.0,2282823600000.0
2067.0,2179751300000.0,2619977000000.0,1792712400000.0,1960293300000.0,2092912700000.0,1917690800000.0,2051939000000.0,799431850000.0,1979667200000.0,2264261200000.0
2068.0,2178079300000.0,2612098500000.0,1791518800000.0,1940991100000.0,2076761000000.0,1898823000000.0,2026646300000.0,778741550000.0,1960014800000.0,2243182700000.0
2069.0,2181450800000.0,2615582000000.0,1769610000000.0,1937107800000.0,2065937000000.0,1879960800000.0,2003318900000.0,753875500000.0,1944024500000.0,2228605200000.0
2070.0,2158987400000.0,2615491400000.0,1743331300000.0,1923363600000.0,2057295400000.0,1855534000000.0,1988932800000.0,732696350000.0,1934713600000.0,2209299300000.0
2071.0,2151752500000.0,2627354000000.0,1729548800000.0,1902826600000.0,2042569800000.0,1848844400000.0,1959632700000.0,712498540000.0,1915321600000.0,2206848500000.0
2072.0,2158285300000.0,2619266600000.0,1711651200000.0,1891869000000.0,2028562300000.0,1822758400000.0,1949559000000.0,691963950000.0,1907433900000.0,2196134800000.0
2073.0,2171522400000.0,2637639200000.0,1696960000000.0,1883394300000.0,2018910500000.0,1809360600000.0,1948583600000.0,677500600000.0,1902459200000.0,2195791000000.0
2074.0,2185945800000.0,2658072000000.0,1698036000000.0,1866266700000.0,2012799700000.0,1791635400000.0,1947494600000.0,655497100000.0,1886474200000.0,2195718900000.0
2075.0,2197614600000.0,2659274200000.0,1674406300000.0,1860215000000.0,2007477000000.0,1780004200000.0,1942674000000.0,637871500000.0,1875547100000.0,2177326100000.0
2076.0,2181218800000.0,2642825700000.0,1671503500000.0,1842723200000.0,2002941900000.0,1750943700000.0,1921668700000.0,623070300000.0,1860029600000.0,2176420200000.0
2077.0,2179716200000.0,2630958700000.0,1662705700000.0,1828799800000.0,1990518900000.0,1741700700000.0,1906104500000.0,605477900000.0,1851446700000.0,2165034500000.0
2078.0,2189245700000.0,2625303000000.0,1644455500000.0,1806311800000.0,1985446200000.0,1738858800000.0,1900848600000.0,594656800000.0,1841582800000.0,2173666600000.0
2079.0,2185402500000.0,2627133500000.0,1636046600000.0,1790948100000.0,1974813500000.0,1718157000000.0,1890369900000.0,583049150000.0,1824954300000.0,2182714500000.0
2080.0,2182447000000.0,2620053800000.0,1624554700000.0,1770141400000.0,1953144100000.0,1706550100000.0,1868657500000.0,573139200000.0,1809508900000.0,2179527500000.0
2081.0,2187947100000.0,2611257300000.0,1622395800000.0,1759563400000.0,1943436900000.0,1698194400000.0,1856486200000.0,558420200000.0,1795976700000.0,2168580000000.0
2082.0,2204799300000.0,2594340300000.0,1609385900000.0,1750059500000.0,1940223700000.0,1686881200000.0,1854857200000.0,547391600000.0,1786158900000.0,2169176900000.0
2083.0,2195827700000.0,2597709200000.0,1596805600000.0,1744801100000.0,1938243500000.0,1677903300000.0,1837830800000.0,538235800000.0,1776054300000.0,2177030200000.0
2084.0,2190012700000.0,2605422500000.0,1588489900000.0,1731066900000.0,1928566000000.0,1664374700000.0,1835507300000.0,525726020000.0,1774056400000.0,2181071500000.0
2085.0,2179397200000.0,2599657000000.0,1589384200000.0,1707592300000.0,1920766000000.0,1645237200000.0,1814996800000.0,515914200000.0,1768022700000.0,2180965000000.0
2086.0,2180004200000.0,2596960500000.0,1580371300000.0,1697725700000.0,1924513800000.0,1624066100000.0,1800973500000.0,508485340000.0,1759948000000.0,2174965600000.0
2087.0,2191694400000.0,2600769700000.0,1556317600000.0,1684234400000.0,1923172900000.0,1616070800000.0,1793137800000.0,499445430000.0,1748378000000.0,2168006100000.0
2088.0,2204708400000.0,2596569000000.0,1542015200000.0,1662637700000.0,1924445500000.0,1613824900000.0,1787579100000.0,488503670000.0,1746732600000.0,2171691100000.0
2089.0,2231564000000.0,2586943200000.0,1541639500000.0,1651060500000.0,1934705300000.0,1604899800000.0,1776550000000.0,481979760000.0,1751756000000.0,2173629600000.0
2090.0,2222744000000.0,2574342000000.0,1527256300000.0,1639183200000.0,1924906900000.0,1595914500000.0,1766585500000.0,476221900000.0,1744012200000.0,2176961100000.0
2091.0,2210890000000.0,2568398300000.0,1530936800000.0,1619659000000.0,1906725000000.0,1578303200000.0,1755837200000.0,464647780000.0,1731964300000.0,2172650500000.0
2092.0,2213095700000.0,2588265700000.0,1518643200000.0,1609935000000.0,1899014000000.0,1566950600000.0,1756608600000.0,458592980000.0,1728881000000.0,2180643300000.0
2093.0,2237923600000.0,2599245600000.0,1519640600000.0,1599722600000.0,1896397000000.0,1556778700000.0,1749087400000.0,454658980000.0,1717188400000.0,2178346100000.0
2094.0,2226657000000.0,2593525900000.0,1517322200000.0,1582966400000.0,1888471700000.0,1547176000000.0,1747291900000.0,449279460000.0,1713587200000.0,2182124400000.0
2095.0,2221351000000.0,2595350000000.0,1514992600000.0,1578853900000.0,1887983000000.0,1535800500000.0,1742421200000.0,443161900000.0,1707955700000.0,2191025200000.0
2096.0,2225268000000.0,2598449700000.0,1544621900000.0,1569388000000.0,1881269100000.0,1534141700000.0,1736861000000.0,436058700000.0,1708625200000.0,2198520200000.0
2097.0,2235894900000.0,2619607600000.0,1541133400000.0,1563196400000.0,1881249700000.0,1521177300000.0,1730669200000.0,428460100000.0,1691150600000.0,2193183100000.0
2098.0,2237243300000.0,2625254500000.0,1548135600000.0,1556494400000.0,1883966900000.0,1523008300000.0,1728028200000.0,422128900000.0,1701297800000.0,2192048800000.0
2099.0,2253116700000.0,2636490500000.0,1536915300000.0,1545784500000.0,1880610000000.0,1513732200000.0,1732906200000.0,414267900000.0,1697795700000.0,2195612800000.0
2100.0,2248622200000.0,2624887700000.0,1539669400000.0,1546749700000.0,1871301400000.0,1510392100000.0,1737195700000.0,407516550000.0,1698666000000.0,2201044600000.0
