time,INM-CM4-8,CAMS-CSM1-0,EC-EARTH3-VEG,BCC-CSM2-MR,EC-EARTH3,FGOALS-F3-L,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,CESM2,CESM2-WACCM,NORESM2-MM,INM-CM5-0
2036.0,3349536600000.0,3127743000000.0,3283744700000.0,3236380000000.0,3076258500000.0,3346052200000.0,3097280400000.0,3295403300000.0,3329541300000.0,3288269000000.0,3406571000000.0,3411519700000.0,3118297000000.0
2037.0,3333358000000.0,3096551000000.0,3271167300000.0,3224417900000.0,3049080800000.0,3318688000000.0,3067965900000.0,3273288600000.0,3323178000000.0,3283493800000.0,3397732800000.0,3398224600000.0,3087340100000.0
2038.0,3311444000000.0,3071738400000.0,3260782000000.0,3214215500000.0,3018554300000.0,3297494200000.0,3046667700000.0,3254719000000.0,3312922400000.0,3264184000000.0,3378365000000.0,3382500400000.0,3061824400000.0
2039.0,3298182000000.0,3050061000000.0,3251637800000.0,3196434300000.0,2989978000000.0,3276325300000.0,3015271000000.0,3239336500000.0,3298098700000.0,3244262700000.0,3369317700000.0,3362602600000.0,3016895000000.0
2040.0,3292388400000.0,3024506300000.0,3235645500000.0,3181657000000.0,2942513200000.0,3248477000000.0,2979538000000.0,3218219000000.0,3296984300000.0,3235859700000.0,3356895200000.0,3347774700000.0,2980494000000.0
2041.0,3283403400000.0,2993725000000.0,3236321000000.0,3165235200000.0,2908313400000.0,3231221800000.0,2949393700000.0,3205393300000.0,3284035000000.0,3227361500000.0,3328079000000.0,3345525500000.0,2949942000000.0
2042.0,3270029300000.0,2968502100000.0,3208701300000.0,3145680300000.0,2877134500000.0,3216454700000.0,2917449600000.0,3195116500000.0,3267949500000.0,3203648700000.0,3306544000000.0,3331740400000.0,2910258500000.0
2043.0,3253421700000.0,2946443500000.0,3183929700000.0,3114796600000.0,2834694000000.0,3189803800000.0,2877415000000.0,3184204200000.0,3255721800000.0,3194288000000.0,3281935000000.0,3306887000000.0,2878672000000.0
2044.0,3234703000000.0,2910075000000.0,3155725400000.0,3093917300000.0,2789224200000.0,3155379600000.0,2848833700000.0,3176027700000.0,3243102000000.0,3186497400000.0,3274354700000.0,3294947400000.0,2850485400000.0
2045.0,3217071500000.0,2881211300000.0,3140668600000.0,3067577400000.0,2749194800000.0,3125723000000.0,2826632700000.0,3152869900000.0,3224460600000.0,3168071300000.0,3259151200000.0,3287640200000.0,2813056800000.0
2046.0,3194306400000.0,2857825500000.0,3118926100000.0,3051808400000.0,2714182000000.0,3093987000000.0,2806819600000.0,3136688200000.0,3202185400000.0,3154912500000.0,3244759700000.0,3265588600000.0,2782134000000.0
2047.0,3171098800000.0,2834200800000.0,3095705000000.0,3025307000000.0,2679281800000.0,3061643500000.0,2776581300000.0,3117024300000.0,3173038000000.0,3131901500000.0,3215812700000.0,3248258800000.0,2752907600000.0
2048.0,3158810000000.0,2809226000000.0,3076911300000.0,3001697000000.0,2640952200000.0,3038463000000.0,2742406000000.0,3095978000000.0,3152787300000.0,3127187300000.0,3186017200000.0,3231017300000.0,2721929800000.0
2049.0,3121036400000.0,2764228500000.0,3049776000000.0,2987254300000.0,2601282000000.0,3008649200000.0,2712676900000.0,3080869000000.0,3134977200000.0,3113194600000.0,3158525300000.0,3205475600000.0,2697094500000.0
2050.0,3109115100000.0,2722711500000.0,3017582600000.0,2963478700000.0,2559442700000.0,2973659300000.0,2680480900000.0,3065210500000.0,3105310600000.0,3102371500000.0,3138806300000.0,3189172900000.0,2667619500000.0
2051.0,3074940500000.0,2679913800000.0,2990964700000.0,2950719900000.0,2524180600000.0,2940505200000.0,2661735500000.0,3046541600000.0,3090988000000.0,3101285700000.0,3122008700000.0,3166906400000.0,2636362500000.0
2052.0,3044787600000.0,2644235000000.0,2964430500000.0,2914327200000.0,2492851600000.0,2913519300000.0,2641759300000.0,3030331000000.0,3070278000000.0,3079440700000.0,3102600000000.0,3147162000000.0,2604829200000.0
2053.0,3016346800000.0,2619165600000.0,2931064300000.0,2896768800000.0,2456038700000.0,2873301700000.0,2614566600000.0,3017758000000.0,3047281700000.0,3066795000000.0,3084996800000.0,3123636600000.0,2588545000000.0
2054.0,2976426500000.0,2578987000000.0,2890065200000.0,2871990700000.0,2409417700000.0,2837688000000.0,2585406700000.0,2998411500000.0,3016175000000.0,3062339000000.0,3072047700000.0,3107981600000.0,2573139700000.0
2055.0,2954164000000.0,2546167200000.0,2859809600000.0,2841036000000.0,2369904400000.0,2799148700000.0,2559121300000.0,2978405200000.0,2984394400000.0,3047966600000.0,3061277000000.0,3088671300000.0,2560374900000.0
2056.0,2926865300000.0,2508250200000.0,2826211000000.0,2816851300000.0,2336880900000.0,2765551800000.0,2532587300000.0,2961376300000.0,2963773300000.0,3034927900000.0,3046247200000.0,3069275800000.0,2540233800000.0
2057.0,2904980500000.0,2467941000000.0,2801694400000.0,2784831200000.0,2293108800000.0,2730047000000.0,2500679000000.0,2943723800000.0,2944009800000.0,3024338300000.0,3033880300000.0,3051180300000.0,2520608700000.0
2058.0,2884812700000.0,2437940800000.0,2771347000000.0,2751319500000.0,2250172500000.0,2698700000000.0,2478059600000.0,2925765000000.0,2916393700000.0,3011589700000.0,3021572400000.0,3029534500000.0,2508001600000.0
2059.0,2851072600000.0,2404455500000.0,2737351000000.0,2733294200000.0,2215175000000.0,2665138000000.0,2449900800000.0,2902328300000.0,2893201500000.0,3000326700000.0,3005629600000.0,3001158700000.0,2480820000000.0
2060.0,2830038000000.0,2366243600000.0,2709753400000.0,2717373000000.0,2182647900000.0,2633912000000.0,2435569000000.0,2881227600000.0,2864881300000.0,2989804500000.0,2996192100000.0,2987351600000.0,2462075800000.0
2061.0,2807293800000.0,2337354800000.0,2678390800000.0,2688452700000.0,2150349400000.0,2609191600000.0,2411980000000.0,2862040500000.0,2831737200000.0,2980838000000.0,2978520800000.0,2967846300000.0,2437139100000.0
2062.0,2783725000000.0,2311268900000.0,2640502000000.0,2665633000000.0,2106201900000.0,2586254200000.0,2381308500000.0,2845078200000.0,2804814000000.0,2967777300000.0,2963926200000.0,2944237000000.0,2405162800000.0
2063.0,2762389800000.0,2284791300000.0,2610952700000.0,2630665400000.0,2066140800000.0,2557972600000.0,2356743800000.0,2828991700000.0,2777296700000.0,2952893800000.0,2944054000000.0,2921792300000.0,2383026000000.0
2064.0,2738017300000.0,2262596300000.0,2578174000000.0,2609367000000.0,2034380800000.0,2528348200000.0,2335402000000.0,2811501200000.0,2748164300000.0,2942862000000.0,2932274600000.0,2907543700000.0,2356824800000.0
2065.0,2710195100000.0,2250545800000.0,2533279400000.0,2595789200000.0,2003093700000.0,2488914100000.0,2309399800000.0,2794855600000.0,2723329300000.0,2939028800000.0,2910328200000.0,2891790200000.0,2327887000000.0
2066.0,2684182000000.0,2230080200000.0,2496918500000.0,2583266900000.0,1965338000000.0,2456360000000.0,2287352700000.0,2779075800000.0,2694338300000.0,2932210000000.0,2890094600000.0,2863172200000.0,2299173500000.0
2067.0,2660074500000.0,2208328800000.0,2454271000000.0,2563293300000.0,1928710300000.0,2430715800000.0,2267878800000.0,2763496400000.0,2678660800000.0,2919726300000.0,2870937600000.0,2834093300000.0,2279333700000.0
2068.0,2625022500000.0,2183009100000.0,2405276600000.0,2528853600000.0,1891449400000.0,2400815000000.0,2239034600000.0,2742116400000.0,2655233500000.0,2914925200000.0,2861378800000.0,2813520500000.0,2262527400000.0
2069.0,2601367400000.0,2159976400000.0,2369419700000.0,2512081600000.0,1857025900000.0,2374732000000.0,2216285700000.0,2724160300000.0,2637872500000.0,2905639700000.0,2841480300000.0,2784607000000.0,2246253700000.0
2070.0,2579688300000.0,2135703700000.0,2323359200000.0,2486757000000.0,1815159600000.0,2341378200000.0,2199239800000.0,2703647300000.0,2612553800000.0,2889574000000.0,2819577000000.0,2755345800000.0,2229772000000.0
2071.0,2550612000000.0,2105784800000.0,2287568000000.0,2458133000000.0,1776969800000.0,2312595000000.0,2173860800000.0,2680585200000.0,2590981200000.0,2874970500000.0,2810178700000.0,2736123000000.0,2211896600000.0
2072.0,2527325300000.0,2085429200000.0,2241801200000.0,2440476000000.0,1739437200000.0,2282054200000.0,2146377300000.0,2665552800000.0,2562151000000.0,2856302100000.0,2785563600000.0,2712135800000.0,2193928400000.0
2073.0,2504603500000.0,2072473100000.0,2195497300000.0,2411331600000.0,1710984300000.0,2241662000000.0,2128346200000.0,2649126300000.0,2532126800000.0,2842387300000.0,2764817600000.0,2698319200000.0,2167492800000.0
2074.0,2475906800000.0,2051997000000.0,2145448400000.0,2377218500000.0,1676319700000.0,2208162000000.0,2106847500000.0,2630207000000.0,2498246700000.0,2836111300000.0,2748826800000.0,2684006200000.0,2146891300000.0
2075.0,2454408400000.0,2035471700000.0,2101733800000.0,2351317600000.0,1644945300000.0,2173673000000.0,2084440400000.0,2612749400000.0,2465917300000.0,2826179700000.0,2729809500000.0,2670000600000.0,2134494300000.0
2076.0,2420530200000.0,2020606500000.0,2063895400000.0,2323772900000.0,1606864700000.0,2134019000000.0,2061477700000.0,2596054500000.0,2445633400000.0,2811318500000.0,2703988400000.0,2645214600000.0,2117684800000.0
2077.0,2399622400000.0,2006447200000.0,2013039200000.0,2289450600000.0,1574426500000.0,2099667400000.0,2038318900000.0,2584828200000.0,2411899700000.0,2795917300000.0,2686626800000.0,2621225000000.0,2094191900000.0
2078.0,2371632200000.0,1998449900000.0,1957131700000.0,2268637700000.0,1538179100000.0,2062476900000.0,2018985900000.0,2566358000000.0,2383109000000.0,2789115200000.0,2650118600000.0,2612708200000.0,2071148200000.0
2079.0,2352927200000.0,1994482500000.0,1916305700000.0,2249360400000.0,1499939300000.0,2039810500000.0,1996579900000.0,2550395800000.0,2357894800000.0,2770024300000.0,2632265800000.0,2592076500000.0,2050625900000.0
2080.0,2335659800000.0,1985031000000.0,1876579600000.0,2215584000000.0,1470200700000.0,2002203800000.0,1977554400000.0,2531754200000.0,2338870500000.0,2754592000000.0,2620919400000.0,2574686400000.0,2028014800000.0
2081.0,2312803700000.0,1978005700000.0,1826298900000.0,2192377000000.0,1437250100000.0,1967750100000.0,1955675500000.0,2514589000000.0,2313751400000.0,2739958400000.0,2601057000000.0,2553756000000.0,2009906500000.0
2082.0,2291555000000.0,1959134100000.0,1780767500000.0,2171639300000.0,1399813600000.0,1946422900000.0,1929343900000.0,2504768600000.0,2281041000000.0,2732051000000.0,2576546500000.0,2536774600000.0,1996116200000.0
2083.0,2265382600000.0,1949260300000.0,1731836100000.0,2149930500000.0,1366127300000.0,1909591500000.0,1909379400000.0,2489549800000.0,2264173000000.0,2719170700000.0,2554861500000.0,2515015300000.0,1984727400000.0
2084.0,2241865400000.0,1927339700000.0,1681367000000.0,2122175900000.0,1332657900000.0,1878964000000.0,1891234300000.0,2470362200000.0,2238591300000.0,2705308800000.0,2529179500000.0,2495771300000.0,1970918100000.0
2085.0,2214868000000.0,1907785000000.0,1635837700000.0,2093694200000.0,1302247600000.0,1853453600000.0,1871814600000.0,2454740000000.0,2216219600000.0,2688677000000.0,2497586000000.0,2473519000000.0,1958478900000.0
2086.0,2197723800000.0,1884375600000.0,1598503100000.0,2073303600000.0,1270052800000.0,1829058500000.0,1858301000000.0,2439303400000.0,2194049200000.0,2678912500000.0,2464360200000.0,2450582400000.0,1937143900000.0
2087.0,2169319700000.0,1864669900000.0,1556129600000.0,2041562900000.0,1234196000000.0,1799611600000.0,1837842800000.0,2422045100000.0,2172594800000.0,2665306000000.0,2433345700000.0,2422635500000.0,1911353500000.0
2088.0,2147904000000.0,1850859800000.0,1514176600000.0,2015978600000.0,1203137500000.0,1772022500000.0,1820856500000.0,2403226600000.0,2139844000000.0,2638969000000.0,2411600300000.0,2392527200000.0,1897512600000.0
2089.0,2129540800000.0,1825439900000.0,1469778900000.0,1996360900000.0,1165245000000.0,1744114700000.0,1804477300000.0,2385159000000.0,2109615600000.0,2612105600000.0,2392563600000.0,2359877200000.0,1882653900000.0
2090.0,2106222600000.0,1793820100000.0,1424664200000.0,1978971500000.0,1127144800000.0,1712182800000.0,1791188100000.0,2362993300000.0,2081176600000.0,2592068900000.0,2372323500000.0,2336689200000.0,1866863700000.0
2091.0,2075707600000.0,1765140100000.0,1388255100000.0,1969763400000.0,1094517260000.0,1671841600000.0,1777514000000.0,2348839000000.0,2053185300000.0,2565977100000.0,2351208900000.0,2314849700000.0,1850619900000.0
2092.0,2048002800000.0,1738846100000.0,1346815900000.0,1950631300000.0,1060138600000.0,1638383200000.0,1765918900000.0,2331656800000.0,2031035200000.0,2548515000000.0,2326000300000.0,2279013000000.0,1834057900000.0
2093.0,2013083200000.0,1712982000000.0,1312382300000.0,1935582000000.0,1028340600000.0,1598333900000.0,1745394600000.0,2314288500000.0,2004255900000.0,2522014000000.0,2320689500000.0,2254064600000.0,1816276900000.0
2094.0,1987857700000.0,1680896800000.0,1273960700000.0,1910997600000.0,992507600000.0,1557224400000.0,1727783500000.0,2300717000000.0,1981051200000.0,2503839600000.0,2302804500000.0,2233900500000.0,1801729300000.0
2095.0,1960568400000.0,1647508000000.0,1238503800000.0,1889022800000.0,958676860000.0,1524480900000.0,1712566700000.0,2282584500000.0,1961133500000.0,2479012400000.0,2282415500000.0,2210912000000.0,1780035000000.0
2096.0,1937259400000.0,1614237300000.0,1199352200000.0,1864592400000.0,925369960000.0,1504596300000.0,1698928000000.0,2262303000000.0,1941832200000.0,2458635700000.0,2269636700000.0,2172406900000.0,1755501600000.0
2097.0,1917363400000.0,1587030500000.0,1158520900000.0,1840531400000.0,895915400000.0,1476950100000.0,1686939200000.0,2240092300000.0,1924876500000.0,2441375000000.0,2246207900000.0,2147405300000.0,1743339400000.0
2098.0,1887190500000.0,1560391500000.0,1123760700000.0,1818673200000.0,865321750000.0,1440408700000.0,1667114200000.0,2223314000000.0,1906139500000.0,2418641000000.0,2228594700000.0,2119039800000.0,1730145300000.0
2099.0,1852754600000.0,1537567000000.0,1087056300000.0,1797801100000.0,828470460000.0,1407765600000.0,1652863100000.0,2204810300000.0,1885902200000.0,2395850400000.0,2196901100000.0,2077198300000.0,1713444700000.0
2100.0,1818695600000.0,1502609400000.0,1046227200000.0,1779136500000.0,798094800000.0,1381155900000.0,1636106000000.0,2191701400000.0,1864111800000.0,2375802400000.0,2185397000000.0,2046954000000.0,1697708900000.0
