time,CESM2,GFDL-ESM4,ACCESS-ESM1-5,CESM2-WACCM,INM-CM5-0,NORESM2-MM,TAIESM1,IPSL-CM6A-LR,ACCESS-CM2,CMCC-CM2-SR5,CAMS-CSM1-0,INM-CM4-8,EC-EARTH3-VEG,EC-EARTH3,BCC-CSM2-MR,FGOALS-F3-L,MPI-ESM1-2-HR,MRI-ESM2-0,CANESM5
2055.0,2802391000000.0,2957445000000.0,3009632300000.0,2787446000000.0,2659925000000.0,3037542500000.0,2314832700000.0,2806868600000.0,2691357500000.0,2632253400000.0,2703624800000.0,2913978800000.0,2703992600000.0,2204032000000.0,2766723400000.0,2845281600000.0,2889492500000.0,2449898200000.0,1984686000000.0
2056.0,2779286300000.0,2939125800000.0,2985898800000.0,2772285500000.0,2627024200000.0,3025188000000.0,2263545800000.0,2775405600000.0,2664136400000.0,2597026000000.0,2681201200000.0,2877678000000.0,2658149900000.0,2165615200000.0,2735619200000.0,2801332400000.0,2871193200000.0,2419822200000.0,1928488600000.0
2057.0,2748624100000.0,2920129500000.0,2949825700000.0,2742745600000.0,2602036000000.0,3005091700000.0,2217891900000.0,2739508600000.0,2630311200000.0,2549775600000.0,2656853600000.0,2853951500000.0,2620967400000.0,2125882000000.0,2709864600000.0,2761141800000.0,2849643200000.0,2388949200000.0,1874721100000.0
2058.0,2734434800000.0,2907249600000.0,2925061000000.0,2719973600000.0,2568859200000.0,2991903500000.0,2176875500000.0,2709814500000.0,2598814600000.0,2519072000000.0,2640537500000.0,2820402300000.0,2584411000000.0,2087705000000.0,2694943600000.0,2716451500000.0,2828346000000.0,2356594300000.0,1817325500000.0
2059.0,2706993300000.0,2880250800000.0,2911030000000.0,2699030000000.0,2542089800000.0,2980271600000.0,2143052100000.0,2685684200000.0,2558788400000.0,2486840000000.0,2616651400000.0,2802327700000.0,2559002500000.0,2049159300000.0,2671380500000.0,2670799000000.0,2820448700000.0,2337336200000.0,1766068700000.0
2060.0,2686947700000.0,2848800000000.0,2880513500000.0,2665981100000.0,2512691700000.0,2963078400000.0,2085915700000.0,2657856800000.0,2519213800000.0,2443745200000.0,2579091400000.0,2772597000000.0,2509867000000.0,2010709500000.0,2653942200000.0,2635695400000.0,2802121400000.0,2312938000000.0,1707462900000.0
2061.0,2664567100000.0,2822516800000.0,2858434400000.0,2633293000000.0,2488884800000.0,2947899500000.0,2029720300000.0,2623253000000.0,2483240600000.0,2402590400000.0,2551470000000.0,2732600000000.0,2477846700000.0,1970527100000.0,2629500400000.0,2605064400000.0,2789439400000.0,2280025500000.0,1647988700000.0
2062.0,2637281000000.0,2807249800000.0,2829435500000.0,2606624000000.0,2472957400000.0,2934450000000.0,1981056000000.0,2596717500000.0,2444209700000.0,2367523400000.0,2523663200000.0,2702061000000.0,2450633000000.0,1934269700000.0,2607474300000.0,2582044000000.0,2776182600000.0,2255647700000.0,1592872100000.0
2063.0,2626556300000.0,2794653500000.0,2802596700000.0,2590773600000.0,2448570700000.0,2915824800000.0,1931675600000.0,2563092300000.0,2413286400000.0,2313090800000.0,2504881300000.0,2646962000000.0,2421309000000.0,1903501800000.0,2565789700000.0,2541072000000.0,2754432000000.0,2231818000000.0,1544927400000.0
2064.0,2593548400000.0,2773184400000.0,2793184200000.0,2571245700000.0,2423618300000.0,2897635000000.0,1884815800000.0,2532771000000.0,2386118000000.0,2257010300000.0,2478923600000.0,2601330100000.0,2395996000000.0,1875252900000.0,2536779300000.0,2514157300000.0,2744600200000.0,2202703000000.0,1490203200000.0
2065.0,2557048500000.0,2751135700000.0,2785525000000.0,2557205500000.0,2397233200000.0,2880151700000.0,1847948100000.0,2505016600000.0,2357226600000.0,2202857400000.0,2458890300000.0,2567696800000.0,2355343700000.0,1835922900000.0,2508849000000.0,2475758700000.0,2721191300000.0,2185348300000.0,1436689100000.0
2066.0,2524413000000.0,2723818800000.0,2779524400000.0,2531045000000.0,2373182800000.0,2866766700000.0,1812785100000.0,2478318600000.0,2328513500000.0,2154928500000.0,2427333000000.0,2537133700000.0,2329476600000.0,1800442200000.0,2462477700000.0,2426411700000.0,2703393600000.0,2165541800000.0,1387945800000.0
2067.0,2490011000000.0,2708981700000.0,2760455200000.0,2512637400000.0,2343269000000.0,2855448600000.0,1774754300000.0,2451492300000.0,2294165000000.0,2109706100000.0,2403053300000.0,2497551800000.0,2288684600000.0,1769709500000.0,2431001300000.0,2391169300000.0,2684137800000.0,2149718300000.0,1343505000000.0
2068.0,2466239000000.0,2691666000000.0,2749953000000.0,2491814000000.0,2310986000000.0,2831839700000.0,1736356500000.0,2425209700000.0,2245785600000.0,2055016300000.0,2380719200000.0,2457841400000.0,2247782600000.0,1733502200000.0,2397857000000.0,2354300600000.0,2661627700000.0,2140208100000.0,1295887000000.0
2069.0,2447483600000.0,2675811000000.0,2739599600000.0,2469618000000.0,2290208700000.0,2821417000000.0,1699465900000.0,2401196800000.0,2207954500000.0,1997707500000.0,2366966300000.0,2415688000000.0,2205886000000.0,1693169600000.0,2371495400000.0,2320217100000.0,2642561700000.0,2119366000000.0,1238899600000.0
2070.0,2428047200000.0,2651026400000.0,2709898100000.0,2454028800000.0,2265310300000.0,2803935500000.0,1667631700000.0,2371752300000.0,2174428800000.0,1947067200000.0,2355516000000.0,2374076000000.0,2141720500000.0,1653806300000.0,2346034400000.0,2276764400000.0,2628328600000.0,2099027400000.0,1189287300000.0
2071.0,2399683500000.0,2632610000000.0,2679931000000.0,2438467200000.0,2239417500000.0,2780367000000.0,1637489200000.0,2342370400000.0,2126034900000.0,1908006800000.0,2333931700000.0,2343602000000.0,2109648900000.0,1616579500000.0,2318634800000.0,2239766000000.0,2609873400000.0,2073841900000.0,1139588700000.0
2072.0,2377451600000.0,2608572400000.0,2665309500000.0,2422680300000.0,2207392200000.0,2764293300000.0,1602684200000.0,2317401500000.0,2083447100000.0,1869125500000.0,2299603500000.0,2306078100000.0,2066175600000.0,1579411000000.0,2287560600000.0,2196033400000.0,2581995500000.0,2053514500000.0,1096447000000.0
2073.0,2354532000000.0,2587344000000.0,2655148600000.0,2399116500000.0,2187033400000.0,2753149000000.0,1572667900000.0,2288017700000.0,2044189900000.0,1821881300000.0,2274016400000.0,2265184000000.0,2024673800000.0,1549508100000.0,2249945800000.0,2148559400000.0,2559421400000.0,2040655900000.0,1051810860000.0
2074.0,2338477000000.0,2564827600000.0,2632091000000.0,2380213800000.0,2162676300000.0,2737364800000.0,1537360000000.0,2250635000000.0,2013171400000.0,1781620500000.0,2254835000000.0,2222139400000.0,1979481500000.0,1508549600000.0,2226229600000.0,2098600900000.0,2534477400000.0,2021519700000.0,1005049500000.0
2075.0,2310724400000.0,2547259800000.0,2606645000000.0,2362852000000.0,2140176600000.0,2727968200000.0,1506864100000.0,2219234000000.0,1970053700000.0,1735998000000.0,2217150300000.0,2181927900000.0,1944863600000.0,1469028000000.0,2194592400000.0,2061571200000.0,2509751700000.0,2004623200000.0,954464860000.0
2076.0,2285636000000.0,2530213600000.0,2576874500000.0,2339840000000.0,2115391000000.0,2703342400000.0,1472848000000.0,2179847600000.0,1925207800000.0,1698771500000.0,2187282900000.0,2138382800000.0,1903130400000.0,1429200700000.0,2171176600000.0,2010879800000.0,2489860800000.0,1981389100000.0,909101560000.0
2077.0,2262579800000.0,2511176000000.0,2556854000000.0,2312788500000.0,2088986600000.0,2682835000000.0,1438459100000.0,2142254400000.0,1885041300000.0,1658390300000.0,2164500100000.0,2103547700000.0,1863989900000.0,1392486800000.0,2140967900000.0,1957252200000.0,2471125600000.0,1966942800000.0,865482800000.0
2078.0,2241601200000.0,2493656000000.0,2521763200000.0,2271834500000.0,2064120000000.0,2663496300000.0,1412577200000.0,2112221900000.0,1841795600000.0,1613772400000.0,2153658600000.0,2064763500000.0,1815786000000.0,1355643500000.0,2122881000000.0,1900690100000.0,2450165600000.0,1953884400000.0,816501200000.0
2079.0,2216112000000.0,2469782400000.0,2496832700000.0,2250454000000.0,2043540100000.0,2644752500000.0,1377089000000.0,2072921400000.0,1798447200000.0,1567833700000.0,2131368200000.0,2032659700000.0,1768163000000.0,1314872000000.0,2102837400000.0,1847979700000.0,2433380500000.0,1929925900000.0,769122000000.0
2080.0,2197754600000.0,2449544600000.0,2475882000000.0,2211984200000.0,2023813800000.0,2623006800000.0,1346931900000.0,2034532500000.0,1757119300000.0,1511845700000.0,2102018200000.0,1995110100000.0,1719186200000.0,1269503200000.0,2090626700000.0,1798592300000.0,2412792500000.0,1917780400000.0,726716060000.0
2081.0,2165367400000.0,2427824400000.0,2450142300000.0,2185013800000.0,2004645000000.0,2597945000000.0,1317398900000.0,2000918400000.0,1722277700000.0,1459207400000.0,2075257200000.0,1974569500000.0,1672129300000.0,1231594600000.0,2068717400000.0,1750614300000.0,2393163200000.0,1901935100000.0,683557200000.0
2082.0,2136600600000.0,2411752600000.0,2430708700000.0,2142804600000.0,1981540700000.0,2575617200000.0,1285881600000.0,1962938700000.0,1688656800000.0,1412411200000.0,2061825500000.0,1937601900000.0,1623714300000.0,1191025800000.0,2037776300000.0,1700555500000.0,2370208800000.0,1887800000000.0,641584460000.0
2083.0,2102350400000.0,2383790500000.0,2406028000000.0,2109888900000.0,1946872300000.0,2550020700000.0,1252711000000.0,1923443200000.0,1647199100000.0,1372631300000.0,2041296000000.0,1908344200000.0,1568211300000.0,1148732700000.0,2005520200000.0,1652677800000.0,2346786500000.0,1871688200000.0,597937550000.0
2084.0,2070357500000.0,2358127400000.0,2379910200000.0,2076588600000.0,1923240300000.0,2526473600000.0,1223393100000.0,1902106900000.0,1607729000000.0,1332967500000.0,2024541000000.0,1882894000000.0,1516369100000.0,1107815600000.0,1974096600000.0,1612359400000.0,2325493600000.0,1858159500000.0,555571900000.0
2085.0,2042584200000.0,2331901000000.0,2346631800000.0,2037395000000.0,1901023100000.0,2487295100000.0,1202439600000.0,1869940100000.0,1570682200000.0,1278819600000.0,2005080600000.0,1859370200000.0,1459743200000.0,1068469060000.0,1954576600000.0,1569316400000.0,2309254000000.0,1838950600000.0,512900600000.0
