time,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG,GFDL-ESM4
2046.0,2963145800000.0,2968016700000.0,3046688200000.0,3110413800000.0
2047.0,2942289300000.0,2934911000000.0,3052803000000.0,3102314600000.0
2048.0,2917481800000.0,2909703800000.0,3042788000000.0,3088503800000.0
2049.0,2904743500000.0,2884423400000.0,3035325300000.0,3070428700000.0
2050.0,2892872000000.0,2849054700000.0,3020887200000.0,3066400300000.0
2051.0,2876838800000.0,2832018700000.0,3020889000000.0,3055492800000.0
2052.0,2864546800000.0,2815186400000.0,3008216000000.0,3045832300000.0
2053.0,2848059300000.0,2788008400000.0,2987290800000.0,3033541400000.0
2054.0,2838553200000.0,2757944400000.0,2966007800000.0,3022362200000.0
2055.0,2820279000000.0,2731687800000.0,2944586200000.0,3018732000000.0
2056.0,2809222000000.0,2711845300000.0,2921148000000.0,3005949700000.0
2057.0,2793690000000.0,2694405400000.0,2910661400000.0,2994946700000.0
2058.0,2789011400000.0,2672880500000.0,2887702300000.0,2985617500000.0
2059.0,2784645300000.0,2632201800000.0,2864006800000.0,2977607000000.0
2060.0,2772839400000.0,2598435800000.0,2833911400000.0,2973965500000.0
2061.0,2770299000000.0,2584027600000.0,2819267200000.0,2963029600000.0
2062.0,2760757500000.0,2562903000000.0,2808500200000.0,2946651000000.0
2063.0,2742927200000.0,2551711500000.0,2784408600000.0,2934144800000.0
2064.0,2748687300000.0,2531301000000.0,2763953300000.0,2921236000000.0
2065.0,2748615200000.0,2513132300000.0,2754052000000.0,2912271000000.0
2066.0,2746684300000.0,2484186400000.0,2739897000000.0,2905719000000.0
2067.0,2743447300000.0,2466468300000.0,2730909800000.0,2893384300000.0
2068.0,2742928300000.0,2438316400000.0,2714551000000.0,2894501200000.0
2069.0,2740662000000.0,2423940000000.0,2698325500000.0,2875941000000.0
2070.0,2724737300000.0,2392504100000.0,2677560300000.0,2872916000000.0
2071.0,2717047600000.0,2364479000000.0,2651975800000.0,2871586200000.0
2072.0,2712020500000.0,2346002400000.0,2646387500000.0,2860709300000.0
2073.0,2705096400000.0,2331618000000.0,2632864800000.0,2848620300000.0
2074.0,2702843000000.0,2311410200000.0,2614254000000.0,2835569200000.0
2075.0,2695668000000.0,2299544500000.0,2596363300000.0,2833531300000.0
2076.0,2690921800000.0,2269997200000.0,2581307300000.0,2827452000000.0
2077.0,2689921000000.0,2248977700000.0,2565913000000.0,2824243000000.0
2078.0,2689560700000.0,2234077400000.0,2549937000000.0,2805719400000.0
2079.0,2695351800000.0,2220136300000.0,2536942300000.0,2802727500000.0
2080.0,2683292600000.0,2199221400000.0,2529802600000.0,2795315400000.0
2081.0,2679795400000.0,2184266100000.0,2521380700000.0,2803446600000.0
2082.0,2671956700000.0,2170066600000.0,2509719500000.0,2803044000000.0
2083.0,2668678000000.0,2158689400000.0,2491286600000.0,2797337600000.0
2084.0,2658813300000.0,2148419500000.0,2471147000000.0,2781738200000.0
2085.0,2655864800000.0,2136642200000.0,2454087800000.0,2769829000000.0
2086.0,2653236200000.0,2128833400000.0,2448862700000.0,2765082900000.0
2087.0,2643314000000.0,2119996800000.0,2439192200000.0,2764423800000.0
2088.0,2646324800000.0,2101465200000.0,2416581000000.0,2760268300000.0
2089.0,2648394200000.0,2087116200000.0,2413918000000.0,2756588000000.0
2090.0,2645623800000.0,2081959700000.0,2406018000000.0,2753261700000.0
2091.0,2647782300000.0,2065995400000.0,2380289500000.0,2751259500000.0
2092.0,2645510800000.0,2057331800000.0,2367050200000.0,2751880800000.0
2093.0,2647068000000.0,2043905700000.0,2354771400000.0,2746157400000.0
2094.0,2647132500000.0,2039691200000.0,2331182400000.0,2745775400000.0
2095.0,2652677000000.0,2027048100000.0,2305766500000.0,2738695400000.0
2096.0,2653576000000.0,2016729900000.0,2295292200000.0,2736175200000.0
2097.0,2654962700000.0,2009228800000.0,2281995200000.0,2734913200000.0
2098.0,2652931000000.0,1996081000000.0,2272293600000.0,2738015200000.0
2099.0,2660853000000.0,1989983700000.0,2259201000000.0,2738675000000.0
2100.0,2666658800000.0,1983277700000.0,2238317900000.0,2726722500000.0
