time,CNRM-CM5,GISS-E2-R,GFDL-CM3,CESM1-CAM5,GFDL-ESM2G,CCSM4,MPI-ESM-LR,NORESM1-M,CANESM2,CSIRO-MK3-6-0,IPSL-CM5A-LR
2034.0,7824065700000.0,7613103700000.0,7183559000000.0,7323468700000.0,7847481000000.0,7799054500000.0,7676659000000.0,7545336000000.0,7564689400000.0,7568721000000.0,7331017000000.0
2035.0,7797922600000.0,7583277000000.0,7109109000000.0,7260019000000.0,7829449000000.0,7754848700000.0,7633158000000.0,7474791000000.0,7526445000000.0,7536064000000.0,7279555000000.0
2036.0,7792576400000.0,7548670000000.0,7021624600000.0,7188538500000.0,7801213000000.0,7722618600000.0,7584456000000.0,7414077700000.0,7493301300000.0,7491018600000.0,7206408000000.0
2037.0,7776822600000.0,7521013600000.0,6927628000000.0,7137213300000.0,7780616400000.0,7690899000000.0,7555998000000.0,7367174400000.0,7462807000000.0,7450848700000.0,7141325300000.0
2038.0,7769409700000.0,7514334700000.0,6847080700000.0,7082651700000.0,7758949600000.0,7651381000000.0,7515576000000.0,7317685000000.0,7411002000000.0,7432690500000.0,7080297000000.0
2039.0,7756810600000.0,7479458000000.0,6754319000000.0,7024229000000.0,7725841400000.0,7618966300000.0,7464746500000.0,7265263000000.0,7383355000000.0,7399059000000.0,7006893000000.0
2040.0,7719888000000.0,7429975000000.0,6645992000000.0,6967736000000.0,7698097000000.0,7580620000000.0,7422398700000.0,7199070000000.0,7336414000000.0,7360063000000.0,6947621300000.0
2041.0,7686013000000.0,7392150000000.0,6544694000000.0,6933886000000.0,7665827000000.0,7541794300000.0,7387862000000.0,7140388400000.0,7313722700000.0,7323048000000.0,6870115300000.0
2042.0,7655228000000.0,7341281000000.0,6440493000000.0,6880491500000.0,7626718000000.0,7516865400000.0,7349194000000.0,7060627400000.0,7302286000000.0,7282384400000.0,6822417000000.0
2043.0,7635196700000.0,7315082700000.0,6363340000000.0,6811189000000.0,7595978400000.0,7478899000000.0,7322858000000.0,7003015000000.0,7263634300000.0,7248267000000.0,6771236000000.0
2044.0,7596556000000.0,7283698300000.0,6271117300000.0,6752832000000.0,7548465000000.0,7443590400000.0,7284033300000.0,6940288000000.0,7231852500000.0,7210054700000.0,6715414700000.0
2045.0,7554083600000.0,7236630300000.0,6163569600000.0,6691323600000.0,7515431000000.0,7402505600000.0,7224376000000.0,6871968600000.0,7181719600000.0,7174914300000.0,6645219000000.0
2046.0,7538611300000.0,7211918000000.0,6063371000000.0,6640011600000.0,7484396300000.0,7376230400000.0,7171835700000.0,6817600000000.0,7145955000000.0,7130890000000.0,6573812000000.0
2047.0,7510650500000.0,7174728700000.0,5969506500000.0,6573724300000.0,7465566000000.0,7351297000000.0,7133811000000.0,6766591000000.0,7105195500000.0,7090851000000.0,6510615700000.0
2048.0,7509694000000.0,7124367000000.0,5868840000000.0,6514902000000.0,7423541000000.0,7321673500000.0,7097827000000.0,6718358000000.0,7067120000000.0,7058962000000.0,6448480000000.0
2049.0,7489182000000.0,7093916000000.0,5774184500000.0,6450742000000.0,7396888400000.0,7302572700000.0,7063193000000.0,6670061000000.0,7041043700000.0,7010879300000.0,6393335600000.0
2050.0,7444449700000.0,7049477000000.0,5676061000000.0,6394915000000.0,7366390600000.0,7281616400000.0,7017277000000.0,6598104000000.0,6996205000000.0,6976498000000.0,6304205600000.0
2051.0,7430425000000.0,6993794000000.0,5579668000000.0,6328069000000.0,7336103000000.0,7255933000000.0,6963684400000.0,6524011300000.0,6959937000000.0,6932266000000.0,6246709000000.0
2052.0,7401464000000.0,6975544400000.0,5500691000000.0,6265941000000.0,7296845000000.0,7225023700000.0,6925956000000.0,6451129000000.0,6921364400000.0,6887126300000.0,6161416000000.0
2053.0,7352380000000.0,6955197000000.0,5407002000000.0,6199851400000.0,7272005600000.0,7171630700000.0,6867985000000.0,6413506000000.0,6882143000000.0,6846511300000.0,6091602000000.0
2054.0,7322181000000.0,6933656000000.0,5302431000000.0,6115867000000.0,7245473500000.0,7148251600000.0,6819763700000.0,6355806000000.0,6836240000000.0,6798722500000.0,6017354600000.0
2055.0,7293171700000.0,6894922500000.0,5195356400000.0,6050864000000.0,7227700700000.0,7108935300000.0,6779408000000.0,6282514000000.0,6787403000000.0,6758244000000.0,5954834000000.0
2056.0,7232704500000.0,6856379500000.0,5110281000000.0,5958079000000.0,7202035000000.0,7089194000000.0,6728003000000.0,6229613600000.0,6743760000000.0,6727426000000.0,5897550600000.0
2057.0,7201008000000.0,6832661700000.0,5007990600000.0,5876906700000.0,7164857400000.0,7074866000000.0,6695608600000.0,6180127000000.0,6697842000000.0,6692439300000.0,5835879600000.0
2058.0,7160975600000.0,6784735000000.0,4929293000000.0,5789017700000.0,7133555000000.0,7050790700000.0,6661718000000.0,6113710000000.0,6655618600000.0,6656887400000.0,5751613400000.0
2059.0,7108997000000.0,6748853000000.0,4846264000000.0,5702669600000.0,7082926000000.0,7027706000000.0,6624912600000.0,6047807000000.0,6606977000000.0,6617473500000.0,5691687300000.0
2060.0,7061900000000.0,6697939600000.0,4771517000000.0,5627857000000.0,7065227000000.0,6989143300000.0,6586175000000.0,5993424000000.0,6562737000000.0,6568006400000.0,5606821000000.0
2061.0,7014890600000.0,6669992000000.0,4693805000000.0,5553948500000.0,7026815000000.0,6966811000000.0,6536866300000.0,5918763000000.0,6529615400000.0,6538285000000.0,5552687000000.0
2062.0,6966398000000.0,6638938000000.0,4611621000000.0,5479813000000.0,6998997000000.0,6938782000000.0,6490840600000.0,5843468000000.0,6484400000000.0,6495599000000.0,5482897000000.0
2063.0,6915114400000.0,6600272600000.0,4515151500000.0,5399166000000.0,6956083000000.0,6909838500000.0,6451230700000.0,5776105500000.0,6450387000000.0,6453796500000.0,5426807600000.0
2064.0,6854638000000.0,6568312000000.0,4420295000000.0,5312074500000.0,6919028000000.0,6869667500000.0,6402248500000.0,5717631700000.0,6410236600000.0,6415667700000.0,5377116000000.0
2065.0,6805241500000.0,6517505400000.0,4332784500000.0,5218160000000.0,6887225000000.0,6841090700000.0,6365909000000.0,5649462000000.0,6363352700000.0,6369860600000.0,5313190700000.0
2066.0,6764098000000.0,6462248600000.0,4250391300000.0,5142626000000.0,6864094000000.0,6805201000000.0,6320966000000.0,5580886400000.0,6312015000000.0,6323425000000.0,5257809000000.0
2067.0,6713485300000.0,6420965000000.0,4166289200000.0,5076574300000.0,6851706500000.0,6772713000000.0,6267234400000.0,5523189500000.0,6271452300000.0,6275590000000.0,5182348000000.0
2068.0,6688367000000.0,6400934000000.0,4078201200000.0,5016962000000.0,6812031500000.0,6754800000000.0,6222161400000.0,5463136000000.0,6229547500000.0,6236097500000.0,5108518600000.0
2069.0,6648581600000.0,6377198600000.0,3990245300000.0,4950220300000.0,6786725700000.0,6728622000000.0,6172363000000.0,5419019300000.0,6190223000000.0,6207187700000.0,5055955000000.0
2070.0,6628501000000.0,6364255000000.0,3909009300000.0,4894263000000.0,6762158000000.0,6691582600000.0,6141442500000.0,5360898000000.0,6128205000000.0,6170513000000.0,4991014700000.0
2071.0,6574497600000.0,6347393300000.0,3823968200000.0,4835275400000.0,6735068700000.0,6646783300000.0,6106841000000.0,5298165600000.0,6074755000000.0,6132816000000.0,4912728000000.0
2072.0,6534980400000.0,6324988400000.0,3741763800000.0,4758388600000.0,6725110000000.0,6590584300000.0,6063771000000.0,5231195700000.0,6041946300000.0,6087894400000.0,4845760000000.0
2073.0,6468884500000.0,6297989700000.0,3657252500000.0,4701244400000.0,6698188000000.0,6550518000000.0,6020354000000.0,5171449000000.0,5999780000000.0,6052054000000.0,4776741000000.0
2074.0,6433787000000.0,6303881600000.0,3581377000000.0,4643028000000.0,6673370000000.0,6507346000000.0,5973917300000.0,5131056000000.0,5953002400000.0,6013692000000.0,4724751000000.0
2075.0,6397285000000.0,6289260300000.0,3500541500000.0,4590743300000.0,6665368000000.0,6475445000000.0,5928371400000.0,5078965600000.0,5903725000000.0,5976329000000.0,4663704000000.0
2076.0,6365168000000.0,6264912000000.0,3415096200000.0,4533162000000.0,6643030400000.0,6421879000000.0,5886396300000.0,5034574000000.0,5859812300000.0,5940952000000.0,4601788500000.0
2077.0,6345402000000.0,6237116000000.0,3335259000000.0,4476967600000.0,6619565000000.0,6397901700000.0,5851247000000.0,4982649000000.0,5819492000000.0,5898108400000.0,4555429400000.0
2078.0,6315729500000.0,6198348000000.0,3256593000000.0,4409826000000.0,6613574000000.0,6373189000000.0,5818955600000.0,4926445500000.0,5768118000000.0,5853625000000.0,4493835000000.0
2079.0,6269609400000.0,6158515400000.0,3180703300000.0,4358409300000.0,6583399000000.0,6326725400000.0,5783207000000.0,4864114000000.0,5720924000000.0,5821011300000.0,4439051600000.0
2080.0,6241175700000.0,6137611000000.0,3111407600000.0,4298669800000.0,6542954300000.0,6291507000000.0,5743534000000.0,4797617000000.0,5666696000000.0,5786097400000.0,4378739300000.0
2081.0,6204243300000.0,6109160000000.0,3049008100000.0,4234956800000.0,6509000400000.0,6264464600000.0,5703429000000.0,4735537500000.0,5613264300000.0,5741092500000.0,4322457300000.0
2082.0,6170570000000.0,6065529300000.0,2983342600000.0,4174088200000.0,6494829400000.0,6229207300000.0,5675629000000.0,4669779000000.0,5574401000000.0,5702822700000.0,4255233000000.0
2083.0,6132383400000.0,6046513400000.0,2914144500000.0,4128044000000.0,6463754000000.0,6196499600000.0,5639482000000.0,4610844000000.0,5525696000000.0,5660875000000.0,4223577600000.0
2084.0,6103938600000.0,6028182000000.0,2857005500000.0,4069474700000.0,6430961700000.0,6160008600000.0,5594182000000.0,4551646000000.0,5468809300000.0,5608487500000.0,4170703400000.0
2085.0,6075077000000.0,6006193500000.0,2794543400000.0,4024856200000.0,6412639400000.0,6120474700000.0,5570713600000.0,4507759000000.0,5410857000000.0,5575392000000.0,4110329000000.0
2086.0,6060795500000.0,5985039500000.0,2733590000000.0,3972397300000.0,6388638000000.0,6086620300000.0,5509953400000.0,4451406000000.0,5370108000000.0,5545157700000.0,4055290000000.0
2087.0,6017570600000.0,5960695000000.0,2666066600000.0,3922758500000.0,6368812600000.0,6048166400000.0,5456455500000.0,4396384800000.0,5319112000000.0,5519552000000.0,4015428200000.0
2088.0,5988419000000.0,5938990300000.0,2610648300000.0,3863123300000.0,6359478700000.0,6013194000000.0,5426035000000.0,4337140500000.0,5254441600000.0,5477898000000.0,3973518000000.0
2089.0,5946020000000.0,5920415000000.0,2553430400000.0,3795378800000.0,6343884300000.0,5983242000000.0,5401526400000.0,4292207000000.0,5211659700000.0,5446764000000.0,3929560000000.0
2090.0,5914458000000.0,5896646700000.0,2492219800000.0,3713658000000.0,6317829000000.0,5935235000000.0,5357533000000.0,4228639600000.0,5154177300000.0,5413933000000.0,3881015000000.0
2091.0,5883195600000.0,5869702500000.0,2437302700000.0,3648979500000.0,6297618500000.0,5895649000000.0,5327413600000.0,4162778300000.0,5099251000000.0,5360997400000.0,3848192000000.0
2092.0,5834669600000.0,5841086000000.0,2378062000000.0,3583611800000.0,6274306500000.0,5877236000000.0,5297719500000.0,4113517800000.0,5043337000000.0,5339241000000.0,3797011100000.0
2093.0,5803650600000.0,5816237700000.0,2328006800000.0,3519955000000.0,6237630000000.0,5847854000000.0,5248428500000.0,4058694300000.0,4979253300000.0,5306199000000.0,3760433000000.0
2094.0,5771676000000.0,5771535300000.0,2289789800000.0,3464709800000.0,6200891000000.0,5799620000000.0,5217746700000.0,4005259600000.0,4942256000000.0,5263725700000.0,3702568500000.0
2095.0,5719506000000.0,5731025700000.0,2240268200000.0,3415519500000.0,6172916600000.0,5763024600000.0,5178336000000.0,3954087300000.0,4896975000000.0,5226311000000.0,3649676800000.0
2096.0,5689349500000.0,5695270000000.0,2198351500000.0,3356458200000.0,6151067000000.0,5730692000000.0,5147556000000.0,3908312500000.0,4853216000000.0,5195600000000.0,3598702600000.0
2097.0,5659817400000.0,5665188000000.0,2143364800000.0,3289974800000.0,6128725000000.0,5685965000000.0,5118487000000.0,3857576400000.0,4807613000000.0,5162570000000.0,3561377200000.0
2098.0,5618625700000.0,5645819000000.0,2094961800000.0,3229707700000.0,6102045000000.0,5652591700000.0,5092617500000.0,3804521000000.0,4750389500000.0,5132545700000.0,3520465000000.0
2099.0,5597662500000.0,5622403700000.0,2046603600000.0,3160361000000.0,6077093000000.0,5620908400000.0,5061667700000.0,3752858700000.0,4697939000000.0,5092980000000.0,3476271700000.0
2100.0,5557676000000.0,5599754000000.0,1997794700000.0,3101934700000.0,6041568000000.0,5574220600000.0,5029953500000.0,3706801000000.0,4654629000000.0,5053405500000.0,3437289000000.0
