time,GFDL-ESM2G,CNRM-CM5,GISS-E2-R,GFDL-CM3,NORESM1-M,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2060.0,6489127000000.0,5956014400000.0,6113952000000.0,4412962000000.0,5604733600000.0,5952671600000.0,5787761500000.0,6514860400000.0,6386047000000.0,6253200000000.0
2061.0,6447631000000.0,5885592600000.0,6039039600000.0,4296082500000.0,5525132000000.0,5876444000000.0,5689713000000.0,6454072300000.0,6346274500000.0,6169273300000.0
2062.0,6394887000000.0,5802774500000.0,5980174700000.0,4183101800000.0,5444685300000.0,5791748700000.0,5588377000000.0,6393250000000.0,6274643700000.0,6077817000000.0
2063.0,6346607000000.0,5728111000000.0,5925343600000.0,4074643400000.0,5356939000000.0,5713814400000.0,5506901500000.0,6331723400000.0,6202203300000.0,6006124300000.0
2064.0,6284829500000.0,5646177000000.0,5882914000000.0,3954697600000.0,5266184600000.0,5653001700000.0,5401668500000.0,6282933000000.0,6145192000000.0,5923429000000.0
2065.0,6234600000000.0,5574798300000.0,5813021700000.0,3842081300000.0,5162501400000.0,5579116400000.0,5316432000000.0,6233511000000.0,6069932000000.0,5848267000000.0
2066.0,6207686000000.0,5489441000000.0,5738838000000.0,3730392000000.0,5072471000000.0,5513222000000.0,5217863000000.0,6175115000000.0,6003687000000.0,5777126300000.0
2067.0,6150309000000.0,5415341400000.0,5675717000000.0,3608650000000.0,4979970000000.0,5451129000000.0,5110489400000.0,6112918600000.0,5940369000000.0,5733366600000.0
2068.0,6111607400000.0,5338075000000.0,5613603000000.0,3499572300000.0,4878970700000.0,5359697000000.0,5003386000000.0,6030189700000.0,5859084600000.0,5664621000000.0
2069.0,6076180000000.0,5283737000000.0,5548048000000.0,3389976700000.0,4768129400000.0,5262641500000.0,4906066400000.0,5961625000000.0,5801404000000.0,5593595000000.0
2070.0,6042293000000.0,5211523400000.0,5470326600000.0,3274620800000.0,4660456000000.0,5175171400000.0,4810647000000.0,5885967000000.0,5748359000000.0,5531185000000.0
2071.0,5999530300000.0,5149115300000.0,5407114000000.0,3167028500000.0,4562485000000.0,5093191000000.0,4709837400000.0,5824162300000.0,5689954000000.0,5458965300000.0
2072.0,5935948400000.0,5075171000000.0,5353490600000.0,3058797000000.0,4468833000000.0,5003428000000.0,4599697600000.0,5752218000000.0,5617528000000.0,5391943500000.0
2073.0,5905179000000.0,4995989600000.0,5292283000000.0,2956031000000.0,4364675300000.0,4911562500000.0,4508559000000.0,5685255300000.0,5536299400000.0,5326176000000.0
2074.0,5861665700000.0,4912975400000.0,5227766000000.0,2858032600000.0,4257722700000.0,4812509000000.0,4416135000000.0,5598495000000.0,5468696000000.0,5254503000000.0
2075.0,5807594000000.0,4826787000000.0,5153021000000.0,2747173400000.0,4162827800000.0,4723221000000.0,4322514000000.0,5517033300000.0,5393868000000.0,5197777000000.0
2076.0,5752382600000.0,4751361000000.0,5087508000000.0,2649171700000.0,4048927600000.0,4637625700000.0,4203012700000.0,5413561400000.0,5322222600000.0,5131350300000.0
2077.0,5687195700000.0,4672454000000.0,5019574700000.0,2556188700000.0,3942609800000.0,4542907300000.0,4102852700000.0,5334474700000.0,5249340000000.0,5069825000000.0
2078.0,5613469300000.0,4589668000000.0,4937963500000.0,2457641000000.0,3846082700000.0,4446999000000.0,3984208400000.0,5238455500000.0,5179837000000.0,5013493000000.0
2079.0,5554863000000.0,4501455000000.0,4863325400000.0,2366009800000.0,3735450000000.0,4353493600000.0,3885899400000.0,5151699000000.0,5115219500000.0,4946883000000.0
2080.0,5497924600000.0,4408330000000.0,4775958000000.0,2263530000000.0,3621831300000.0,4257546800000.0,3790880400000.0,5060122600000.0,5019349000000.0,4878473000000.0
2081.0,5436745000000.0,4323870000000.0,4719715000000.0,2177822600000.0,3520159800000.0,4180590200000.0,3696978600000.0,4977980300000.0,4947203000000.0,4807302600000.0
2082.0,5384643000000.0,4247710300000.0,4655618700000.0,2087010600000.0,3426286800000.0,4082680000000.0,3597673700000.0,4891533600000.0,4872430000000.0,4733392700000.0
2083.0,5334172700000.0,4157640000000.0,4573813000000.0,2004689000000.0,3331390700000.0,4000721000000.0,3496843400000.0,4799035600000.0,4803565000000.0,4672489000000.0
2084.0,5298725000000.0,4067473500000.0,4516047000000.0,1912095500000.0,3233494600000.0,3900309800000.0,3405089600000.0,4699806000000.0,4748158000000.0,4618811000000.0
2085.0,5253354000000.0,3973244800000.0,4447526000000.0,1823616300000.0,3142034400000.0,3803881000000.0,3301816100000.0,4609299400000.0,4661158000000.0,4531615000000.0
2086.0,5198314000000.0,3894275500000.0,4398818300000.0,1743895400000.0,3050861500000.0,3710029700000.0,3206609600000.0,4508320000000.0,4589936400000.0,4444562400000.0
2087.0,5130535000000.0,3804953800000.0,4342114200000.0,1667677700000.0,2962053100000.0,3603939500000.0,3112275500000.0,4421368000000.0,4529751000000.0,4373039800000.0
2088.0,5066032000000.0,3714543300000.0,4266875400000.0,1586602000000.0,2870355700000.0,3508716400000.0,3015145000000.0,4327857000000.0,4458537300000.0,4300103000000.0
2089.0,5004604700000.0,3625621700000.0,4194222700000.0,1510555400000.0,2771160100000.0,3423217600000.0,2921484500000.0,4228784300000.0,4385116300000.0,4220787400000.0
2090.0,4941903600000.0,3535265600000.0,4104610600000.0,1438056300000.0,2689918300000.0,3335203600000.0,2819980300000.0,4137497100000.0,4305827100000.0,4136061400000.0
2091.0,4898421700000.0,3445760200000.0,4043846700000.0,1370026300000.0,2611265100000.0,3241620300000.0,2730326000000.0,4043506000000.0,4240988000000.0,4045589400000.0
2092.0,4837162000000.0,3373133000000.0,3987161500000.0,1303443400000.0,2524976800000.0,3149862300000.0,2634710300000.0,3947691800000.0,4164348000000.0,3968413000000.0
2093.0,4770236000000.0,3290507500000.0,3911895000000.0,1236359800000.0,2443224000000.0,3068189000000.0,2544518300000.0,3847938400000.0,4098171900000.0,3906492400000.0
2094.0,4713431400000.0,3217408000000.0,3841433300000.0,1170717500000.0,2357384200000.0,2973235200000.0,2454324500000.0,3736113300000.0,4036758000000.0,3805579300000.0
2095.0,4661417000000.0,3123543300000.0,3765299800000.0,1105558200000.0,2273226000000.0,2887844600000.0,2355042000000.0,3636830100000.0,3948317000000.0,3733176700000.0
2096.0,4596218000000.0,3033737000000.0,3704457500000.0,1040361800000.0,2184585200000.0,2811236000000.0,2273797700000.0,3545219700000.0,3872196100000.0,3655909500000.0
2097.0,4522722000000.0,2941037800000.0,3646375900000.0,976744350000.0,2107427000000.0,2739500700000.0,2180998600000.0,3457808300000.0,3803222600000.0,3586935500000.0
2098.0,4457300500000.0,2879226000000.0,3574140800000.0,916823600000.0,2030884600000.0,2661370300000.0,2092364300000.0,3358677000000.0,3735382400000.0,3507882600000.0
2099.0,4384080500000.0,2812166300000.0,3514257400000.0,860605700000.0,1962896300000.0,2583706000000.0,2008223600000.0,3269251800000.0,3658098700000.0,3432203200000.0
2100.0,4306884400000.0,2745708800000.0,3444356400000.0,804555700000.0,1891338000000.0,2510578000000.0,1928354200000.0,3180458700000.0,3574989000000.0,3342053700000.0
