time,CAMS-CSM1-0,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0
2000.0,50691707000.0,50691707000.0,50691707000.0,50691707000.0
2001.0,50482495000.0,50482495000.0,50482495000.0,50482495000.0
2002.0,50251360000.0,50251360000.0,50251360000.0,50251360000.0
2003.0,50340643000.0,50340643000.0,50340643000.0,50340643000.0
2004.0,51326255000.0,51326255000.0,51326255000.0,51326255000.0
2005.0,50942165000.0,50942165000.0,50942165000.0,50942165000.0
2006.0,50941190000.0,50941190000.0,50941190000.0,50941190000.0
2007.0,50354024000.0,50354024000.0,50354024000.0,50354024000.0
2008.0,50109180000.0,50109180000.0,50109180000.0,50109180000.0
2009.0,50049483000.0,50049483000.0,50049483000.0,50049483000.0
2010.0,50082484000.0,50082484000.0,50082484000.0,50082484000.0
2011.0,51311673000.0,51311673000.0,51311673000.0,51311673000.0
2012.0,50081653000.0,50081653000.0,50081653000.0,50081653000.0
2013.0,49798648000.0,49798648000.0,49798648000.0,49798648000.0
2014.0,49749357000.0,49749357000.0,49749357000.0,49749357000.0
2015.0,49674666000.0,49674666000.0,49674666000.0,49674666000.0
2016.0,49637806000.0,49637806000.0,49637806000.0,49637806000.0
2017.0,49586810000.0,49586810000.0,49586810000.0,49586810000.0
2018.0,49631986000.0,49631986000.0,49631986000.0,49631986000.0
2019.0,49772143000.0,49772143000.0,49772143000.0,49772143000.0
2020.0,49528850000.0,49528850000.0,49528850000.0,49528850000.0
2021.0,49329525000.0,49056367000.0,49132390000.0,49101800000.0
2022.0,49065026000.0,48849300000.0,49024184000.0,49090523000.0
2023.0,49279267000.0,48870048000.0,48667873000.0,48644160000.0
2024.0,48993575000.0,48626180000.0,48475947000.0,48441880000.0
2025.0,48716333000.0,48411270000.0,48205476000.0,48185668000.0
2026.0,48572890000.0,48127370000.0,48015704000.0,47915770000.0
2027.0,48573776000.0,47921558000.0,47900330000.0,47595800000.0
2028.0,48753950000.0,47704375000.0,47557750000.0,47237456000.0
2029.0,48251064000.0,47569924000.0,47386650000.0,46933946000.0
2030.0,48025000000.0,47294616000.0,47056100000.0,46644210000.0
2031.0,47662820000.0,47210844000.0,46847840000.0,46259433000.0
2032.0,47493394000.0,46848262000.0,46696018000.0,45918786000.0
2033.0,47179970000.0,46513840000.0,46364720000.0,45555280000.0
2034.0,46946120000.0,46236942000.0,45944160000.0,45022577000.0
2035.0,46689090000.0,45886470000.0,45576806000.0,44528574000.0
2036.0,46527214000.0,45486670000.0,45309227000.0,44079935000.0
2037.0,46209780000.0,45323930000.0,44966010000.0,43531465000.0
2038.0,45967530000.0,45016867000.0,44604190000.0,42947043000.0
2039.0,45790860000.0,44962760000.0,44336660000.0,42449306000.0
2040.0,45973516000.0,44387193000.0,44332770000.0,41878503000.0
2041.0,45556015000.0,43877458000.0,43824860000.0,41352483000.0
2042.0,45256606000.0,43707290000.0,43566480000.0,40786067000.0
2043.0,44875887000.0,43583810000.0,43235197000.0,40339485000.0
2044.0,44547416000.0,42949546000.0,42891530000.0,39796945000.0
2045.0,44367847000.0,43053576000.0,42776800000.0,39305620000.0
2046.0,44140740000.0,42386457000.0,42349257000.0,39190405000.0
2047.0,43683260000.0,42097676000.0,42050980000.0,38565605000.0
2048.0,43337564000.0,41714196000.0,41927190000.0,38108205000.0
2049.0,43158962000.0,41417437000.0,41429540000.0,37676696000.0
2050.0,42717905000.0,41394393000.0,41044996000.0,37362725000.0
2051.0,42682053000.0,41246720000.0,40944940000.0,36876970000.0
2052.0,42302992000.0,40520487000.0,40486547000.0,36472410000.0
2053.0,42136932000.0,40240038000.0,40080966000.0,36602647000.0
2054.0,43682087000.0,40104630000.0,39825980000.0,35872370000.0
2055.0,43501510000.0,39648514000.0,39429830000.0,35391160000.0
2056.0,42092405000.0,39274150000.0,38987840000.0,35008397000.0
2057.0,41603592000.0,38953312000.0,38639920000.0,34546610000.0
2058.0,41761650000.0,38497145000.0,38241358000.0,34185886000.0
2059.0,41663590000.0,38975226000.0,37884400000.0,33665892000.0
2060.0,41145647000.0,37748210000.0,37554024000.0,33229271000.0
2061.0,40767560000.0,37471453000.0,37628130000.0,33032626000.0
2062.0,40442892000.0,37250180000.0,37060575000.0,32656304000.0
2063.0,40156100000.0,36902550000.0,37661786000.0,32576903000.0
2064.0,39919657000.0,36680344000.0,36789617000.0,34157530000.0
2065.0,39672160000.0,36409680000.0,36583563000.0,32289034000.0
2066.0,39633440000.0,36343247000.0,36601510000.0,31946686000.0
2067.0,39478977000.0,35796574000.0,36135707000.0,31584901000.0
2068.0,38950240000.0,35891184000.0,36635640000.0,31361886000.0
2069.0,39374455000.0,35622846000.0,36278600000.0,30982615000.0
2070.0,42492342000.0,35160535000.0,36198940000.0,30659537000.0
2071.0,40163720000.0,36087525000.0,36624120000.0,31295648000.0
2072.0,39221010000.0,35468960000.0,35488510000.0,30400352000.0
2073.0,38951383000.0,35054250000.0,35077788000.0,29973475000.0
2074.0,39345170000.0,34747425000.0,35266793000.0,30739503000.0
2075.0,44203606000.0,34800520000.0,36123894000.0,29467890000.0
2076.0,39850594000.0,34724585000.0,35329490000.0,29693366000.0
2077.0,38767227000.0,34403795000.0,34699084000.0,29720777000.0
2078.0,38989013000.0,36791067000.0,34749473000.0,29613472000.0
2079.0,38681686000.0,35417480000.0,35469115000.0,29309063000.0
2080.0,40634843000.0,34370703000.0,37265998000.0,29868952000.0
2081.0,38866113000.0,35408417000.0,36186060000.0,29154290000.0
2082.0,38690370000.0,33990277000.0,35824900000.0,29416192000.0
2083.0,39963865000.0,33700352000.0,35287056000.0,28670020000.0
2084.0,38337176000.0,33301398000.0,34856520000.0,28669860000.0
2085.0,38757750000.0,33056821000.0,34944300000.0,27998444000.0
2086.0,37935890000.0,32842768000.0,34436588000.0,29461535000.0
2087.0,38087070000.0,32976468000.0,34196208000.0,28104220000.0
2088.0,38891192000.0,33862496000.0,34181016000.0,28050616000.0
2089.0,38960845000.0,32678390000.0,34771714000.0,28049447000.0
2090.0,40721390000.0,32444146000.0,34468040000.0,27460800000.0
2091.0,38941080000.0,32290693000.0,34159356000.0,28441592000.0
2092.0,38154465000.0,32462598000.0,34130004000.0,28597533000.0
2093.0,37588720000.0,31952159000.0,33556580000.0,27582052000.0
2094.0,38450770000.0,31709379000.0,33321343000.0,27509189000.0
2095.0,39666760000.0,31925058000.0,34332550000.0,27121248000.0
2096.0,38217460000.0,32892703000.0,33417159000.0,28568074000.0
2097.0,37785248000.0,31730563000.0,33154250000.0,27805342000.0
2098.0,37288970000.0,31898216000.0,33151910000.0,30230655000.0
2099.0,37740384000.0,31374471000.0,33866598000.0,28598657000.0
2100.0,40672416000.0,31053410000.0,33456122000.0,28446157000.0
